SA1_7DIGITCODE_2016,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24,M_Adv_Dip_Dip_25_34,M_Adv_Dip_Dip_35_44,M_Adv_Dip_Dip_45_54,M_Adv_Dip_Dip_55_64,M_Adv_Dip_Dip_65_74,M_Adv_Dip_Dip_75_84,M_Adv_Dip_Dip_85_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24,F_Grad_Dip_Cer_25_34,F_Grad_Dip_Cer_35_44,F_Grad_Dip_Cer_45_54,F_Grad_Dip_Cer_55_64,F_Grad_Dip_Cer_65_74,F_Grad_Dip_Cer_75_84,F_Grad_Dip_Cer_85_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24,F_lvl_educ_ns_25_34,F_lvl_educ_ns_35_44,F_lvl_educ_ns_45_54,F_lvl_educ_ns_55_64,F_lvl_educ_ns_65_74,F_lvl_educ_ns_75_84,F_lvl_educ_ns_85,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
5100217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,11,0,8,3,8,13,3,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,13,3,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,3,12,14,12,14,8,4,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,10,0,0,0,3,5,3,0,0,8,0,3,4,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,14,0,7,13,19,13,7,0,4,59,0,0
5100218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,3,10,5,3,4,0,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,4,0,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,11,10,8,3,5,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,4,0,0,0,7,0,4,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,4,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,3,4,6,7,11,3,5,0,49,0,0
5100219,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,0,3,0,3,0,3,0,0,11,4,3,3,7,8,9,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,12,9,5,0,46,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,12,8,10,12,17,16,19,7,3,84,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,5,4,4,9,3,0,0,25,0,4,0,7,0,3,3,0,17,0,7,3,7,8,0,0,0,23,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,6,3,7,11,0,0,0,31,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,15,5,18,6,18,19,19,5,0,99,0,0
5100220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,18,0,0,4,3,3,0,3,3,18,4,5,7,8,8,7,7,0,47,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,8,8,4,8,7,4,0,56,0,0,0,0,0,0,0,0,0,0,7,7,0,0,4,0,0,21,8,12,20,17,19,22,13,3,112,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,10,5,5,8,4,3,33,0,3,3,6,9,6,4,0,25,7,7,3,3,3,3,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,4,7,4,5,4,7,0,0,30,0,0,0,0,0,0,3,0,3,3,5,0,0,9,3,3,7,30,10,19,19,20,27,22,13,12,137,0,3
5100222,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,9,3,4,4,0,0,17,0,0,0,0,5,3,0,0,12,0,7,6,17,13,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,17,14,7,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,7,22,28,27,12,3,0,95,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,3,15,6,3,3,0,0,30,0,0,4,7,0,0,3,0,13,4,3,0,3,3,0,0,0,15,0,0,3,0,0,0,0,0,3,0,0,0,3,3,4,0,0,11,3,3,3,8,4,4,0,0,30,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,0,10,9,9,30,27,11,13,6,0,94,0,0
5100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,4,10,21,3,3,0,0,43,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,4,10,21,8,5,0,0,49,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,12,12,5,10,26,9,7,0,0,73,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,3,6,0,0,0,13,0,0,5,7,3,0,3,0,17,3,3,7,3,3,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,5,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,9,0,4,0,0,19,9,8,16,25,11,4,4,0,67,0,0
5100224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,0,0,0,0,6,3,0,0,4,10,8,10,3,9,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,3,12,8,0,0,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,13,6,18,9,15,9,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,3,0,0,0,19,0,0,4,0,0,3,0,0,15,0,3,5,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,10,25,12,12,3,0,0,64,0,0
5100226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,18,0,0,0,3,0,3,0,0,16,4,0,6,9,3,10,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,13,9,3,8,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,14,9,6,13,22,16,18,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,6,5,4,0,0,26,0,3,5,0,3,4,0,0,16,0,0,3,5,4,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,3,8,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,8,0,21,12,4,19,22,21,11,7,0,89,0,0
5100227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,4,3,3,3,9,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,10,10,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,4,15,5,8,0,0,31,0,0
5100229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,9,0,3,0,0,24,0,0,3,3,6,0,4,0,19,5,17,18,8,8,10,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17,18,10,8,10,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,15,9,17,29,28,18,14,5,0,127,0,0,5,3,0,0,0,0,7,0,3,0,0,0,0,0,0,6,0,7,10,4,7,3,0,0,32,0,3,9,3,4,4,0,0,27,8,11,13,8,3,0,3,0,43,3,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,10,10,11,13,9,9,0,3,0,55,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,16,12,21,41,26,23,14,3,0,134,0,0
5100230,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,5,4,6,9,4,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,4,7,5,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,15,33,0,5,4,9,17,15,15,17,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,3,0,5,19,0,0,0,3,0,0,3,0,3,0,4,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,4,3,20,0,0,0,0,0,0,0,0,3,0,0,3,4,3,9,26,35,80,0,5,11,12,11,18,40,42,132,0,0
5100231,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,3,6,3,0,0,0,17,0,0,5,5,0,3,0,0,17,3,13,16,7,10,3,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,16,7,13,4,3,0,56,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,8,12,25,21,20,7,5,0,96,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,8,11,4,0,0,0,0,28,0,0,13,5,4,3,0,0,20,10,5,4,10,6,0,0,0,25,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,6,4,6,12,6,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,15,16,33,19,12,9,0,0,99,0,0
5100232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,4,0,0,7,0,4,6,3,6,5,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,3,6,5,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,10,13,4,0,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,4,3,3,0,0,0,15,0,0,3,3,3,0,0,0,14,0,0,7,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,18,5,11,6,0,0,54,0,0
5100233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,5,3,4,9,4,13,0,0,0,42,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,11,4,10,0,0,0,44,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,4,6,8,14,14,23,8,4,0,72,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,5,3,0,0,0,0,7,0,4,3,3,4,0,0,0,15,3,8,8,6,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,8,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,15,5,14,10,20,15,8,8,3,81,0,0
5100234,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,4,7,0,11,3,0,0,29,0,5,3,0,3,3,0,0,16,12,30,11,3,15,9,4,0,93,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,32,20,3,15,9,3,0,97,0,0,0,0,0,0,0,0,0,15,17,20,22,38,19,8,3,139,25,60,55,34,68,34,13,3,289,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,7,0,14,11,0,4,4,0,0,35,8,6,10,3,3,3,0,0,33,7,23,12,7,3,0,0,0,54,6,3,0,0,0,0,0,0,11,0,3,0,0,3,0,0,0,7,11,28,14,7,4,3,0,0,70,3,0,0,0,0,0,0,0,11,29,20,18,21,27,12,10,3,137,53,71,48,35,44,32,8,3,298,0,4
5100235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,0,0,3,3,0,0,0,13,6,10,7,13,10,11,3,0,60,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,11,8,13,15,7,3,0,70,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,3,0,12,6,15,11,20,17,13,8,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,15,0,3,3,3,3,4,0,0,18,4,7,4,9,3,0,0,0,29,3,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,7,7,4,10,3,0,0,0,37,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,3,3,15,11,18,15,19,18,6,4,4,87,0,0
5100236,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,3,4,0,0,10,6,3,9,7,4,10,3,3,43,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,9,7,9,12,3,3,49,0,0,0,0,0,0,0,0,3,6,3,5,0,0,0,0,0,19,10,7,22,12,15,16,7,3,92,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,5,6,3,6,0,0,0,18,5,3,3,3,0,0,0,0,16,4,6,4,3,5,0,0,0,33,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,12,7,6,9,8,6,3,0,0,50,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,0,0,18,11,13,32,18,21,8,0,0,109,0,0
5100237,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,3,10,3,11,3,0,0,41,0,3,3,3,4,3,0,0,29,3,12,6,13,19,14,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,12,8,15,26,14,5,0,77,0,0,0,0,0,0,0,0,0,0,12,8,7,14,8,8,0,50,3,32,28,31,60,28,16,3,203,0,0,3,3,0,0,0,0,5,0,4,3,5,3,0,0,0,13,0,8,13,9,7,3,5,0,41,0,9,4,3,17,4,3,0,41,0,3,3,12,8,0,0,0,29,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,3,0,3,3,11,10,0,0,0,33,0,0,0,0,0,0,0,0,0,3,4,11,9,7,5,4,3,47,6,29,35,45,47,16,9,3,189,3,0
5100238,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,3,3,4,0,0,22,0,0,0,3,0,0,0,0,8,0,6,7,3,6,3,3,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,6,4,3,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,14,3,6,13,12,15,10,9,3,74,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,17,0,4,0,3,4,0,0,0,9,3,4,3,6,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,8,5,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,13,3,13,16,14,16,4,9,4,70,0,0
5100239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,0,0,8,0,7,7,5,11,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,5,11,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,6,10,10,14,11,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,19,0,0,0,3,5,4,0,0,12,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,15,0,8,11,19,9,9,4,0,56,0,0
5100240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,3,0,0,9,0,3,0,0,0,0,0,0,3,0,10,14,3,6,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,10,14,8,10,4,0,0,49,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,3,0,24,4,17,17,11,18,10,7,0,92,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,18,0,8,0,0,3,0,0,0,17,4,7,5,4,4,0,0,0,29,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,7,13,8,4,4,0,0,32,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,19,9,23,21,11,20,7,0,3,94,0,0
5100241,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,12,5,11,10,4,10,7,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,10,3,10,7,3,0,48,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,9,6,13,17,7,13,15,5,0,75,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,7,0,3,4,0,0,19,0,6,7,3,0,0,0,0,17,0,8,10,3,3,0,0,0,22,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,6,7,7,4,0,0,0,30,0,0,0,0,0,0,0,0,0,3,4,0,5,3,0,4,0,23,8,21,24,20,12,5,3,3,92,0,0
5100243,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,5,9,5,0,0,0,26,0,0,0,0,6,0,0,0,12,3,8,6,8,3,3,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,6,14,3,3,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,15,18,25,13,6,10,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,4,6,5,0,0,26,0,3,0,3,3,0,0,0,13,3,7,9,4,0,3,0,0,25,8,0,3,0,0,0,0,0,11,0,0,0,3,5,0,0,0,10,4,6,7,8,5,6,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,10,19,20,21,13,7,3,0,95,0,0
5100244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,3,13,12,11,7,0,0,55,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,7,3,18,12,10,7,0,0,64,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,17,14,11,18,23,13,11,3,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,20,3,3,6,0,5,0,0,0,16,8,3,9,11,3,3,0,0,34,0,3,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,10,7,8,18,8,4,3,0,0,52,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,9,9,17,31,16,14,7,0,0,107,0,0
5100246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,3,3,0,0,0,7,5,3,3,3,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,6,7,9,4,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,0,3,3,0,0,0,0,10,4,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,5,14,5,8,3,0,43,0,0
5100247,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,0,0,13,0,0,0,0,4,3,4,0,12,0,4,5,11,9,12,3,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,5,11,9,9,4,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,8,0,5,4,15,20,26,10,3,87,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,8,0,3,3,3,0,0,21,0,3,3,6,5,0,0,0,16,3,6,7,9,5,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,7,9,4,8,3,3,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,14,3,14,15,16,16,16,5,3,92,0,0
