SA1_7DIGITCODE_2016,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85,F_Vis_from_within_Aus_Tot,F_OS_v_0_14_yr,F_OS_v_15_24_yr,F_OS_v_25_34_yr,F_OS_v_35_44_yr,F_OS_v_45_54_yr,F_OS_v_55_64_yr,F_OS_v_65_74_yr,F_OS_v_75_84_yr,F_OS_v_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Husb_a_r_mar_0_14,P_Husb_a_r_mar_15_24,P_Husb_a_r_mar_25_34,P_Husb_a_r_mar_35_44,P_Husb_a_r_mar_45_54,P_Husb_a_r_mar_55_64,P_Husb_a_r_mar_65_74,P_Husb_a_r_mar_75_84,P_Husb_a_r_mar_85,P_Husb_a_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85,P_Vis_from_within_Aus_Tot,P_OS_v_0_14_yr,P_OS_v_15_24_yr,P_OS_v_25_34_yr,P_OS_v_35_44_yr,P_OS_v_45_54_yr,P_OS_v_55_64_yr,P_OS_v_65_74_yr,P_OS_v_75_84_yr,P_OS_v_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5124405,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,8,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,6,12,12,30,30,24,7,0,146,..,0,6,14,37,37,36,16,0,152,..,0,3,4,9,8,0,0,0,25,..,0,0,3,0,0,0,0,0,4,36,..,..,..,..,..,..,..,..,36,..,6,..,..,..,..,..,..,..,6,..,11,3,0,3,0,0,0,0,20,..,3,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,4,3,0,0,0,0,10,..,0,3,0,0,4,7,7,0,25,4,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,40,25,19,21,54,60,52,23,3,302
5124406,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,23,7,12,23,28,13,5,0,147,..,3,3,19,32,35,23,10,0,123,..,4,5,15,5,9,0,0,0,35,..,0,0,0,3,4,3,0,0,15,41,..,..,..,..,..,..,..,..,41,..,16,..,..,..,..,..,..,..,16,..,14,0,0,0,0,0,0,0,18,..,0,3,0,0,0,0,0,0,5,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,3,0,0,0,3,..,0,0,3,3,9,3,0,0,19,0,3,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,40,38,19,36,47,59,34,13,0,287
5124407,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,37,22,12,26,33,33,17,8,0,188,..,0,4,28,46,45,42,6,0,167,..,0,6,12,16,9,0,0,0,37,..,0,0,3,0,3,0,0,0,11,56,..,..,..,..,..,..,..,..,56,..,16,..,..,..,..,..,..,..,16,..,11,3,0,0,0,0,0,0,21,..,0,0,3,0,0,0,3,0,6,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,0,4,10,8,6,0,0,26,0,0,4,0,3,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,56,38,22,48,81,62,52,12,6,368
5124408,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,4,8,18,15,9,3,3,65,..,0,6,9,19,24,13,3,0,70,..,3,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,5,..,..,..,..,..,..,..,5,..,5,3,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,4,4,4,3,3,21,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,18,10,9,34,29,21,7,3,143
5124409,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,10,3,6,3,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,24,10,10,13,46,31,26,9,0,175,..,0,0,19,36,48,45,14,0,160,..,0,6,4,13,11,3,0,0,40,..,0,3,0,4,0,0,0,0,10,44,..,..,..,..,..,..,..,..,44,..,10,..,..,..,..,..,..,..,10,..,11,3,0,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,6,..,0,0,8,7,8,11,5,0,49,3,0,0,0,0,5,3,0,0,12,0,0,0,0,0,0,0,0,0,4,48,30,13,29,70,72,66,24,3,355
5124410,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,4,..,0,0,0,3,4,3,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,11,18,14,30,20,11,0,0,121,..,0,19,14,35,33,19,0,0,113,..,3,10,6,11,3,0,0,0,28,..,0,0,3,4,0,0,0,0,3,54,..,..,..,..,..,..,..,..,54,..,5,..,..,..,..,..,..,..,5,..,11,4,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,8,..,0,0,6,3,7,3,0,0,24,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,55,25,27,23,54,42,24,3,3,265
5124411,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,4,7,3,0,18,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,29,17,11,20,29,37,36,14,0,194,..,0,3,26,43,49,41,16,0,184,..,0,3,7,4,10,3,0,0,30,..,0,3,0,0,0,0,0,0,8,54,..,..,..,..,..,..,..,..,54,..,11,..,..,..,..,..,..,..,11,..,9,3,3,0,0,0,0,0,15,..,0,0,0,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,10,..,0,0,0,3,14,15,9,0,39,0,3,0,0,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,4,58,27,12,36,59,77,72,31,3,374
5124412,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,..,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,18,12,10,8,22,20,18,0,0,108,..,0,7,8,28,27,30,0,0,102,..,0,3,3,0,3,3,0,0,15,..,0,0,3,0,0,0,0,0,11,38,..,..,..,..,..,..,..,..,38,..,4,..,..,..,..,..,..,..,4,..,6,3,3,0,0,0,0,0,13,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,8,..,0,0,3,4,5,3,5,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,38,22,14,23,38,40,40,5,0,218
5124413,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,0,..,0,0,3,3,4,5,4,0,21,0,3,4,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,3,20,24,15,19,49,42,35,8,3,210,..,0,6,11,46,53,56,4,0,190,..,3,4,3,10,13,4,0,0,36,..,0,0,3,5,0,0,3,0,19,48,..,..,..,..,..,..,..,..,48,..,18,..,..,..,..,..,..,..,18,..,10,3,3,6,3,0,0,0,29,..,0,0,0,0,3,0,0,0,3,..,0,0,0,3,0,0,0,0,8,..,4,0,0,4,0,0,0,0,5,..,0,3,3,13,8,17,6,0,47,4,3,4,0,5,3,3,3,3,19,0,0,0,0,0,0,0,0,0,3,54,40,27,26,87,88,76,15,3,425
5124501,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,6,3,9,11,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,7,17,13,19,29,17,3,131,..,0,3,18,10,19,28,24,4,97,..,0,3,3,3,6,4,0,0,24,..,0,0,0,0,0,0,0,0,6,36,..,..,..,..,..,..,..,..,36,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,3,0,7,11,15,16,3,57,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,36,11,15,26,22,47,48,40,9,258
5124502,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,6,..,0,0,0,3,8,6,8,6,34,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,7,8,6,24,31,29,14,5,141,..,0,6,6,17,26,30,13,0,111,..,0,0,4,3,5,6,0,0,16,..,0,4,0,5,0,0,0,0,10,37,..,..,..,..,..,..,..,..,37,..,4,..,..,..,..,..,..,..,4,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,5,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,0,0,0,11,..,0,0,0,6,11,12,13,10,51,3,0,0,0,3,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,40,12,18,17,43,54,51,35,9,276
5124503,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,4,10,0,0,17,4,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,27,7,8,16,13,27,30,5,0,130,..,0,10,9,15,28,25,10,0,93,..,0,3,4,9,8,0,5,0,28,..,0,0,4,0,0,3,0,0,9,48,..,..,..,..,..,..,..,..,48,..,5,..,..,..,..,..,..,..,5,..,8,0,3,3,0,0,0,0,18,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,7,..,0,0,0,6,9,11,4,0,29,4,3,0,0,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,48,16,22,26,32,49,46,19,4,259
5124504,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,0,0,8,..,0,0,3,5,8,11,4,3,34,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,47,26,25,35,34,38,48,12,3,282,..,3,15,28,32,45,64,22,3,209,..,10,11,8,13,3,0,0,0,47,..,3,6,16,7,5,3,0,0,34,110,..,..,..,..,..,..,..,..,110,..,15,..,..,..,..,..,..,..,15,..,21,8,0,5,0,0,0,0,31,..,3,0,0,3,3,0,0,0,15,..,5,0,0,0,0,0,0,0,7,..,0,0,0,0,3,7,0,0,10,..,0,3,5,7,24,25,8,3,71,3,5,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,115,64,45,58,66,76,98,32,4,566
5124505,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,4,10,5,17,21,19,8,0,105,..,0,3,9,22,28,25,8,0,91,..,0,0,3,4,4,0,0,0,13,..,0,0,0,3,3,0,0,0,8,30,..,..,..,..,..,..,..,..,30,..,5,..,..,..,..,..,..,..,5,..,10,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,0,0,0,12,..,0,0,0,3,3,9,3,0,23,3,3,0,0,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,35,20,14,15,37,41,38,18,3,218
5124506,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,9,8,26,..,0,0,0,10,4,10,8,0,35,0,3,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,11,19,12,34,22,33,25,13,198,..,0,11,20,27,23,31,12,3,122,..,0,14,0,5,3,5,0,0,28,..,0,0,5,3,0,0,6,0,14,59,..,..,..,..,..,..,..,..,59,..,7,..,..,..,..,..,..,..,7,..,3,3,0,3,0,0,0,0,13,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,5,13,13,33,..,0,3,7,15,11,21,7,3,63,0,4,0,0,9,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,64,21,29,25,59,47,59,46,20,361
5124507,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,8,7,8,3,33,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,23,4,19,10,16,24,26,25,4,152,..,0,9,15,13,13,27,30,3,112,..,0,7,5,4,4,5,3,0,27,..,0,9,4,3,0,0,0,0,13,48,..,..,..,..,..,..,..,..,48,..,16,..,..,..,..,..,..,..,16,..,3,0,0,4,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,3,0,3,3,8,12,10,3,44,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,48,24,24,29,32,32,46,46,7,283
5124508,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,16,11,9,5,38,0,0,0,0,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,3,32,13,6,15,26,36,27,18,7,169,..,0,3,11,21,23,25,10,7,98,..,5,3,0,3,6,0,0,0,16,..,0,0,6,4,3,0,0,0,17,49,..,..,..,..,..,..,..,..,49,..,7,..,..,..,..,..,..,..,7,..,3,3,0,0,0,0,0,0,7,..,3,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,7,..,0,3,0,9,21,16,13,6,71,3,6,0,4,4,8,10,0,0,35,0,3,0,0,0,0,0,0,0,3,51,30,16,22,42,53,58,27,16,317
5124509,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,4,5,3,0,10,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,21,3,10,6,20,32,21,7,0,120,..,0,4,9,20,43,33,9,0,118,..,3,0,3,4,6,0,0,0,17,..,0,0,0,0,0,0,3,0,6,35,..,..,..,..,..,..,..,..,35,..,3,..,..,..,..,..,..,..,3,..,5,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,3,0,0,3,0,0,0,0,10,..,0,0,0,4,3,8,7,0,28,0,0,3,0,0,8,7,0,0,19,0,0,0,0,0,0,0,0,0,0,33,18,17,14,36,61,48,18,0,245
5124510,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,7,6,3,0,15,0,0,0,3,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,37,14,15,23,44,52,26,9,0,216,..,0,17,33,52,70,37,4,0,207,..,3,8,0,12,6,6,0,0,41,..,0,0,3,3,0,0,3,0,12,77,..,..,..,..,..,..,..,..,77,..,10,..,..,..,..,..,..,..,10,..,14,0,0,0,0,0,0,0,24,..,0,4,0,3,3,3,0,0,13,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,8,12,19,6,3,54,0,3,0,3,3,12,3,0,0,21,0,0,3,0,0,0,0,0,0,5,77,35,34,37,83,109,66,14,3,469
5124511,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,7,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,19,6,12,8,19,29,17,10,0,118,..,0,5,14,21,47,29,14,0,136,..,0,0,4,6,3,3,0,0,14,..,0,0,0,0,0,0,0,0,3,37,..,..,..,..,..,..,..,..,37,..,5,..,..,..,..,..,..,..,5,..,0,7,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,4,5,0,0,23,7,3,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,37,12,22,29,38,55,35,13,0,244
5124512,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,13,13,26,29,14,0,3,126,..,0,17,11,26,44,23,0,0,123,..,0,4,7,13,6,0,0,0,32,..,0,0,0,0,3,0,0,0,8,40,..,..,..,..,..,..,..,..,40,..,7,..,..,..,..,..,..,..,7,..,7,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,4,0,0,4,6,4,0,0,25,0,0,0,0,0,0,5,0,0,10,0,3,0,0,0,0,0,0,0,3,40,25,30,24,49,59,37,4,3,272
5124513,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,7,10,12,12,7,0,62,..,0,6,11,13,17,15,8,0,73,..,0,6,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,5,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,7,10,14,16,26,23,14,0,142
5124514,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,30,3,8,26,17,30,24,4,0,139,..,0,9,29,22,42,30,8,0,148,..,3,0,8,7,8,7,0,0,23,..,0,0,0,3,0,5,0,0,8,52,..,..,..,..,..,..,..,..,52,..,4,..,..,..,..,..,..,..,4,..,4,4,6,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,0,11,5,3,19,3,0,4,4,5,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,54,9,15,48,40,57,55,18,4,296
5124515,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,3,3,8,0,0,15,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,29,10,11,23,14,14,36,5,3,145,..,0,11,15,18,13,30,5,0,96,..,9,0,3,9,5,5,0,0,20,..,0,4,3,7,3,0,0,0,18,58,..,..,..,..,..,..,..,..,58,..,8,..,..,..,..,..,..,..,8,..,8,4,3,3,0,0,0,0,17,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,3,0,3,4,8,0,3,26,0,3,0,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,3,61,27,14,35,37,27,51,13,4,268
5124516,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,3,0,10,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,23,8,10,20,17,22,16,6,0,121,..,0,3,13,26,27,20,12,3,99,..,0,0,9,6,4,0,0,0,19,..,0,7,0,0,3,0,0,0,12,41,..,..,..,..,..,..,..,..,41,..,7,..,..,..,..,..,..,..,7,..,6,3,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,11,5,3,0,17,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,43,21,12,27,35,48,31,15,3,228
5124601,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,3,3,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,35,10,19,26,35,29,26,9,0,177,..,0,13,32,52,38,41,8,0,189,..,5,11,3,6,3,3,0,0,32,..,0,3,0,0,3,0,0,0,4,67,..,..,..,..,..,..,..,..,67,..,4,..,..,..,..,..,..,..,4,..,8,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,6,..,0,0,3,4,7,6,3,0,35,3,3,6,0,0,3,9,0,0,14,0,0,0,0,0,0,0,0,0,3,66,26,30,45,72,52,56,16,4,363
5124602,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,7,..,0,3,0,5,3,6,5,0,26,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,46,9,23,28,24,28,27,20,8,204,..,0,17,20,24,22,32,18,9,139,..,3,13,11,12,10,4,0,0,53,..,3,3,6,4,0,0,0,0,22,87,..,..,..,..,..,..,..,..,87,..,3,..,..,..,..,..,..,..,3,..,7,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,3,0,7,..,0,0,0,0,0,0,0,0,0,..,3,0,0,4,3,0,0,0,9,..,3,7,3,4,12,14,5,0,50,0,4,3,0,3,4,0,0,0,17,0,0,0,4,0,0,0,0,0,3,90,27,48,46,49,51,54,31,12,410
5124603,..,0,0,0,0,0,0,0,0,0,..,3,0,0,3,0,0,0,0,8,..,3,0,0,0,7,5,10,5,24,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,16,3,9,12,23,15,9,5,116,..,0,8,8,10,15,15,7,5,71,..,5,6,4,3,0,4,0,0,28,..,0,0,3,0,0,0,0,0,10,38,..,..,..,..,..,..,..,..,38,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,5,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,3,3,0,0,14,..,3,4,3,4,14,8,9,6,50,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,38,28,14,23,19,37,33,21,13,233
