SA1_7DIGITCODE_2016,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_over_Mgrs,M_85_over_Profnls,M_85_over_Techs_trades_wrkrs,M_85_over_Com_psnl_serv_wrkrs,M_85_over_Cler_admin_wrkrs,M_85_over_Sales_wrkrs,M_85_over_Mach_oper_dvrs,M_85_over_Labrs,M_85_over_Inad_desc_Ns,M_85_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_over_Mgrs,F_85_over_Profnls,F_85_over_Techs_trades_wrkrs,F_85_over_Com_psnl_serv_wrkrs,F_85_over_Cler_admin_wrkrs,F_85_over_Sales_wrkrs,F_85_over_Mach_oper_dvrs,F_85_over_Labrs,F_85_over_Inad_desc_Ns,F_85_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
5119119,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,3,12,0,3,4,0,0,0,0,3,0,14,5,4,3,0,0,0,3,0,0,17,4,3,8,3,0,3,6,0,0,28,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,20,3,0,3,12,8,8,91,0,0,0,4,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,11,0,3,4,0,0,0,0,24,0,6,0,6,12,4,0,0,0,28,0,4,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,26,22,7,3,3,0,92
5119120,0,0,0,0,0,3,0,0,3,10,0,0,3,0,4,0,0,3,0,16,0,0,9,3,3,0,3,0,0,26,11,4,25,6,3,0,10,8,4,67,9,11,12,3,0,0,13,3,4,48,0,8,4,0,0,0,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,60,20,4,9,30,18,5,193,0,0,0,4,0,11,0,6,0,20,0,0,0,0,0,0,0,0,0,4,0,10,7,6,8,3,0,0,0,30,4,10,4,13,10,5,0,3,0,51,5,9,5,7,13,7,0,0,0,49,0,4,0,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,12,36,34,26,3,12,0,166
5119122,0,0,5,0,0,13,0,7,0,22,3,0,5,0,3,5,3,3,0,23,3,4,23,8,6,5,8,8,0,61,3,9,25,3,0,0,13,4,3,54,6,0,13,4,6,0,4,3,0,43,3,3,7,4,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,77,21,13,24,35,23,8,234,0,0,0,0,0,8,0,3,0,11,0,4,8,8,9,3,0,0,3,31,6,9,7,12,9,9,0,8,0,50,6,15,9,8,11,8,0,3,0,52,3,6,4,8,11,5,0,0,0,43,0,4,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,18,36,41,30,4,11,4,202
5119123,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,4,3,4,0,0,3,0,0,0,16,3,7,8,0,7,0,0,0,0,25,0,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,16,7,4,6,10,5,0,74,0,0,0,0,0,5,0,0,0,8,0,0,3,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,4,0,8,3,0,0,0,0,18,5,4,0,5,7,3,0,0,0,22,0,0,0,4,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,20,13,9,0,3,0,64
5119124,0,0,3,0,0,7,3,5,0,19,0,0,4,3,0,0,0,3,0,17,0,0,5,0,0,0,3,0,0,12,3,4,6,6,4,3,6,3,0,41,17,9,11,3,3,3,0,0,0,50,11,3,0,0,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18,37,19,9,14,13,13,3,162,0,0,0,3,0,5,0,4,0,10,0,4,0,3,4,3,0,0,0,14,0,3,0,0,7,0,0,0,0,6,0,11,3,9,10,4,0,0,0,42,7,11,4,10,9,12,0,0,0,51,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,6,30,34,24,0,9,0,142
5119125,0,0,3,0,0,3,0,3,0,13,0,0,4,0,0,3,0,0,0,17,3,4,5,0,0,0,0,3,0,15,7,9,9,3,4,0,0,0,0,32,4,8,11,6,0,5,4,9,0,41,3,3,6,0,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,33,10,3,14,9,19,0,122,0,0,0,5,0,11,0,0,0,12,0,3,0,3,3,3,0,0,0,10,0,3,0,4,4,0,0,0,0,6,0,11,0,0,3,4,0,0,0,26,10,3,0,8,13,3,0,3,0,47,3,0,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,3,25,25,28,0,6,0,118
5119126,0,0,3,0,0,0,0,3,0,12,0,0,3,0,0,0,0,3,0,10,0,0,14,0,0,0,0,0,3,17,0,0,8,0,0,0,4,3,0,30,3,3,16,3,0,0,7,3,3,34,0,3,4,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,47,7,3,3,13,19,8,121,0,0,0,3,0,9,0,0,0,13,0,3,0,4,4,3,0,0,0,13,0,3,0,5,3,0,0,0,0,10,5,9,0,0,6,6,3,3,0,29,0,5,8,3,11,0,0,4,0,25,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,7,22,26,23,3,10,0,111
5119128,0,0,3,0,0,0,0,5,0,11,0,0,3,0,0,0,0,3,0,6,0,4,4,0,0,0,0,4,0,15,7,4,7,3,0,0,4,0,3,23,5,0,9,0,3,0,8,0,0,33,0,0,6,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,32,3,4,3,14,13,0,97,0,0,0,3,0,8,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,0,14,3,10,3,0,0,0,0,0,0,19,3,6,0,7,4,4,0,3,0,31,0,0,0,4,4,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,8,23,12,10,3,13,0,94
5119129,0,0,5,0,0,3,3,3,0,12,0,0,7,0,3,0,0,3,0,14,4,5,13,3,6,0,4,3,0,30,7,7,14,0,0,0,10,4,0,47,6,11,18,0,3,0,7,3,0,48,6,0,3,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,60,5,10,8,24,23,0,175,0,0,0,3,0,3,0,0,3,12,0,0,0,8,3,7,0,0,0,17,3,5,3,7,11,0,0,0,0,30,5,10,3,5,5,3,0,0,0,35,5,7,0,3,16,7,0,3,0,43,0,5,0,0,8,4,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,8,29,37,25,0,7,5,150
5119130,0,0,3,0,0,0,0,4,0,8,0,0,3,0,0,3,0,4,4,10,7,4,26,4,3,0,7,3,0,55,3,6,10,3,0,0,4,3,0,29,11,4,10,0,3,0,3,0,0,30,0,3,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,47,9,5,10,22,13,5,144,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,3,0,4,0,10,0,9,3,3,7,4,0,0,0,32,0,12,3,3,3,4,0,3,0,27,3,6,0,9,11,4,0,3,0,41,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,11,27,29,21,0,8,0,131
5119131,0,0,4,0,0,0,0,0,0,5,0,0,13,3,0,0,3,0,0,16,6,9,24,0,0,4,13,11,0,56,3,3,9,3,3,0,11,4,3,37,5,4,10,3,4,0,5,0,0,30,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,54,5,9,6,27,12,4,152,0,0,3,0,0,6,0,3,0,11,0,0,0,4,3,5,0,0,0,16,0,10,4,3,3,6,0,3,0,24,4,3,0,8,3,3,0,3,0,32,0,4,7,3,7,3,0,6,0,22,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,12,18,14,24,3,19,0,116
5119132,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,13,3,0,15,3,0,0,3,5,0,34,4,3,14,3,0,0,0,3,0,29,0,4,4,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,36,14,4,6,10,14,0,99,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,15,7,10,4,8,3,3,0,0,0,29,0,7,4,3,4,3,0,0,0,22,0,0,0,0,0,6,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,12,16,11,7,0,3,0,86
5119133,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,4,0,12,4,0,0,9,4,0,30,3,0,3,0,0,0,3,3,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,22,3,4,4,16,4,0,71,0,0,0,0,0,6,0,3,0,7,0,3,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,11,3,3,0,4,6,3,0,0,0,27,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,13,13,11,0,3,0,67
5119134,0,0,5,0,0,4,0,0,0,7,0,0,0,7,0,0,3,0,0,9,6,3,8,3,0,0,0,4,0,21,3,7,14,0,0,3,0,4,0,36,3,3,10,3,4,0,10,0,0,41,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,40,16,4,16,12,7,0,122,0,0,0,8,0,3,0,0,0,17,0,0,3,3,4,3,0,0,0,14,0,0,4,0,4,3,0,0,0,14,3,4,0,7,6,6,0,0,0,32,3,14,3,8,10,5,0,0,0,32,0,3,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,6,24,25,20,0,4,0,115
5119135,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,3,0,0,10,3,0,13,0,0,0,0,0,0,19,4,3,11,0,0,0,3,3,0,28,3,0,3,0,0,0,0,3,0,13,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,34,3,0,0,9,13,0,80,0,0,0,3,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,3,0,9,0,4,9,3,0,0,0,28,3,3,3,7,3,3,0,0,0,19,3,6,0,0,4,3,0,0,0,14,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,5,19,24,9,0,4,0,81
5119136,0,0,3,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,4,0,3,5,0,0,0,0,6,0,17,4,3,14,4,0,0,6,4,3,39,5,5,9,3,0,0,3,0,3,37,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,39,11,4,6,12,11,7,117,0,0,0,3,0,5,0,0,0,12,0,0,0,0,4,0,0,0,0,10,3,8,0,3,4,4,0,0,0,17,3,9,5,8,12,0,0,3,0,33,0,9,0,3,6,0,0,0,0,27,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,3,28,35,15,0,3,0,110
5119137,0,0,3,3,0,0,0,3,0,6,0,0,7,0,0,0,0,0,0,12,0,0,10,0,0,0,0,3,0,13,10,9,11,0,0,0,0,0,0,31,17,3,8,3,4,0,3,0,0,42,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,38,4,3,5,4,8,0,119,0,0,0,3,3,6,0,4,0,17,0,6,0,3,0,0,0,0,0,10,0,0,0,3,4,0,0,0,0,8,0,15,0,0,7,5,0,0,0,29,3,11,0,5,16,9,0,0,0,42,0,3,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,0,17,33,20,0,3,0,113
5119138,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,4,0,0,0,0,4,3,21,0,3,7,0,3,4,0,3,0,19,3,0,5,0,0,0,3,0,0,14,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,32,0,3,3,10,14,3,73,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,6,0,4,7,3,3,4,0,0,0,26,0,3,0,3,4,3,0,0,0,17,0,4,0,0,4,3,0,0,0,15,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,10,17,17,4,11,0,82
5119139,0,0,3,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,7,3,7,0,0,0,4,3,0,28,8,0,3,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,20,3,4,6,12,9,5,78,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,3,0,0,4,4,0,0,0,14,0,9,0,4,3,0,0,0,0,15,3,5,0,3,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,9,17,7,0,5,0,61
5119140,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,3,0,9,3,3,0,0,3,0,20,0,0,3,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,7,5,7,4,5,4,60,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,0,3,0,5,0,3,0,0,3,0,0,0,0,8,0,5,0,3,4,3,0,0,0,19,0,3,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,8,7,6,0,5,0,55
5119141,0,0,0,0,0,3,0,0,0,4,0,0,14,0,0,0,0,0,0,16,7,3,12,0,0,0,8,4,4,28,4,3,13,4,0,0,3,3,0,35,4,0,12,3,0,0,5,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,46,8,0,5,21,8,4,109,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,4,3,9,0,0,0,0,21,6,3,3,0,6,0,0,3,0,17,0,8,0,3,4,3,0,0,0,13,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,3,12,19,10,4,8,0,77
5119142,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,3,7,0,0,0,0,0,0,19,7,5,7,0,0,0,4,0,0,32,8,5,13,0,3,4,4,3,3,39,3,3,3,0,0,3,0,4,0,15,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,33,3,7,8,15,14,4,127,0,0,3,0,0,6,0,3,0,17,3,0,0,0,3,0,0,0,0,13,0,3,0,3,5,0,0,0,0,11,3,4,0,7,9,3,0,0,0,30,0,6,3,9,3,0,0,0,0,28,0,0,4,4,5,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,7,25,25,14,0,10,0,115
5119143,0,0,0,0,0,4,0,0,0,7,0,0,4,0,0,3,0,0,0,13,6,3,14,4,0,0,7,9,0,37,0,3,15,0,0,0,8,0,0,23,7,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,38,7,0,5,14,14,0,95,0,0,0,0,0,4,0,0,0,4,0,0,0,3,3,0,0,0,0,9,5,3,4,10,6,4,0,0,0,27,3,3,0,8,3,0,0,3,0,15,0,8,0,3,4,0,0,0,0,19,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,17,14,7,0,7,0,81
5119144,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,3,0,0,0,9,3,0,3,0,0,0,3,0,0,9,3,6,8,3,0,0,3,9,0,29,6,3,16,3,0,0,0,0,0,25,0,0,3,3,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,27,9,7,11,11,11,0,91,0,0,0,3,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,4,0,3,4,0,0,0,0,15,0,7,0,3,3,3,0,0,0,23,3,6,3,4,12,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,6,14,24,11,0,7,0,81
5119145,0,0,0,0,0,3,0,0,0,6,0,0,5,0,3,0,0,0,0,13,6,0,19,3,3,0,13,4,0,46,3,4,10,0,0,0,6,5,3,36,6,0,4,0,0,0,3,3,0,16,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,47,6,4,3,25,19,3,135,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,7,3,7,4,8,15,3,0,0,0,36,3,4,3,0,8,0,0,5,0,30,3,5,0,5,3,0,0,3,0,20,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,8,14,26,18,8,13,0,105
5119146,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,9,3,7,0,3,0,0,0,4,26,6,3,4,0,3,0,5,4,0,25,3,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,24,7,8,0,5,9,4,79,0,0,0,3,0,5,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,3,0,3,5,0,0,0,0,8,0,8,0,7,3,0,0,0,0,20,0,8,0,3,7,0,0,0,0,18,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,12,18,9,0,0,0,69
