SA1_7DIGITCODE_2016,F_300_399_15_19_yr,F_300_399_20_24_yr,F_300_399_25_34_yr,F_300_399_35_44_yr,F_300_399_45_54_yr,F_300_399_55_64_yr,F_300_399_65_74_yr,F_300_399_75_84_yr,F_300_399_85_yr_over,F_300_399_Tot,F_400_499_15_19_yr,F_400_499_20_24_yr,F_400_499_25_34_yr,F_400_499_35_44_yr,F_400_499_45_54_yr,F_400_499_55_64_yr,F_400_499_65_74_yr,F_400_499_75_84_yr,F_400_499_85_yr_over,F_400_499_Tot,F_500_649_15_19_yr,F_500_649_20_24_yr,F_500_649_25_34_yr,F_500_649_35_44_yr,F_500_649_45_54_yr,F_500_649_55_64_yr,F_500_649_65_74_yr,F_500_649_75_84_yr,F_500_649_85_yr_over,F_500_649_Tot,F_650_799_15_19_yr,F_650_799_20_24_yr,F_650_799_25_34_yr,F_650_799_35_44_yr,F_650_799_45_54_yr,F_650_799_55_64_yr,F_650_799_65_74_yr,F_650_799_75_84_yr,F_650_799_85_yr_over,F_650_799_Tot,F_800_999_15_19_yr,F_800_999_20_24_yr,F_800_999_25_34_yr,F_800_999_35_44_yr,F_800_999_45_54_yr,F_800_999_55_64_yr,F_800_999_65_74_yr,F_800_999_75_84_yr,F_800_999_85_yr_over,F_800_999_Tot,F_1000_1249_15_19_yr,F_1000_1249_20_24_yr,F_1000_1249_25_34_yr,F_1000_1249_35_44_yr,F_1000_1249_45_54_yr,F_1000_1249_55_64_yr,F_1000_1249_65_74_yr,F_1000_1249_75_84_yr,F_1000_1249_85_yr_over,F_1000_1249_Tot,F_1250_1499_15_19_yr,F_1250_1499_20_24_yr,F_1250_1499_25_34_yr,F_1250_1499_35_44_yr,F_1250_1499_45_54_yr,F_1250_1499_55_64_yr,F_1250_1499_65_74_yr,F_1250_1499_75_84_yr,F_1250_1499_85_yr_over,F_1250_1499_Tot,F_1500_1749_15_19_yr,F_1500_1749_20_24_yr,F_1500_1749_25_34_yr,F_1500_1749_35_44_yr,F_1500_1749_45_54_yr,F_1500_1749_55_64_yr,F_1500_1749_65_74_yr,F_1500_1749_75_84_yr,F_1500_1749_85_yr_over,F_1500_1749_Tot,F_1750_1999_15_19_yr,F_1750_1999_20_24_yr,F_1750_1999_25_34_yr,F_1750_1999_35_44_yr,F_1750_1999_45_54_yr,F_1750_1999_55_64_yr,F_1750_1999_65_74_yr,F_1750_1999_75_84_yr,F_1750_1999_85_yr_over,F_1750_1999_Tot,F_2000_2999_15_19_yr,F_2000_2999_20_24_yr,F_2000_2999_25_34_yr,F_2000_2999_35_44_yr,F_2000_2999_45_54_yr,F_2000_2999_55_64_yr,F_2000_2999_65_74_yr,F_2000_2999_75_84_yr,F_2000_2999_85_yr_over,F_2000_2999_Tot,F_3000_more_15_19_yr,F_3000_more_20_24_yr,F_3000_more_25_34_yr,F_3000_more_35_44_yr,F_3000_more_45_54_yr,F_3000_more_55_64_yr,F_3000_more_65_74_yr,F_3000_more_75_84_yr,F_3000_more_85_yr_over,F_3000_more_Tot,F_Personal_inc_ns_15_19_yr,F_Personal_inc_ns_20_24_yr,F_Personal_inc_ns_25_34_yr,F_Personal_inc_ns_35_44_yr,F_Personal_inc_ns_45_54_yr,F_Personal_inc_ns_55_64_yr,F_Personal_inc_ns_65_74_yr,F_Personal_inc_ns_75_84_yr,F_Personal_inc_ns_85_yr,F_Personal_inc_ns_Tot,F_OS_vis_15_19_yr,F_OS_vis_20_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_OS_vis_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Neg_Nil_inc_15_19_yr,P_Neg_Nil_inc_20_24_yr,P_Neg_Nil_inc_25_34_yr,P_Neg_Nil_inc_35_44_yr,P_Neg_Nil_inc_45_54_yr,P_Neg_Nil_inc_55_64_yr,P_Neg_Nil_inc_65_74_yr,P_Neg_Nil_inc_75_84_yr,P_Neg_Nil_inc_85_yr_over,P_Neg_Nil_inc_Tot,P_1_149_15_19_yr,P_1_149_20_24_yr,P_1_149_25_34_yr,P_1_149_35_44_yr,P_1_149_45_54_yr,P_1_149_55_64_yr,P_1_149_65_74_yr,P_1_149_75_84_yr,P_1_149_85_yr_over,P_1_149_Tot,P_150_299_15_19_yr,P_150_299_20_24_yr,P_150_299_25_34_yr,P_150_299_35_44_yr,P_150_299_45_54_yr,P_150_299_55_64_yr,P_150_299_65_74_yr,P_150_299_75_84_yr,P_150_299_85_yr_over,P_150_299_Tot,P_300_399_15_19_yr,P_300_399_20_24_yr,P_300_399_25_34_yr,P_300_399_35_44_yr,P_300_399_45_54_yr,P_300_399_55_64_yr,P_300_399_65_74_yr,P_300_399_75_84_yr,P_300_399_85_yr_over,P_300_399_Tot,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot
5100218,0,3,3,0,0,3,4,5,0,22,0,0,0,4,0,0,0,6,0,7,0,0,0,3,0,4,0,0,0,7,0,0,4,0,4,4,3,0,0,13,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,18,12,17,11,15,0,103,3,0,3,0,0,0,0,0,0,12,4,0,0,3,0,0,0,0,0,11,3,0,0,0,0,3,3,0,0,17,0,3,3,0,5,9,4,11,0,32,0,0,3,4,0,0,3,11,0,18,0,3,0,4,0,8,0,7,0,21
5100219,0,0,3,0,0,3,7,5,3,22,0,0,3,0,6,8,9,3,0,28,0,3,3,0,4,0,4,0,0,15,0,0,3,0,0,3,3,0,0,16,0,0,0,3,3,3,3,3,0,17,0,0,3,0,3,0,0,0,0,8,0,0,0,0,3,5,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,8,10,24,17,29,31,45,18,10,194,6,0,5,0,3,3,0,3,0,23,6,0,0,4,0,0,0,0,0,18,0,4,3,3,0,0,12,0,0,28,3,0,3,4,3,3,15,3,4,38,0,0,6,3,6,9,13,3,3,44,0,3,3,5,4,3,10,3,0,28
5100220,0,0,0,0,0,3,7,7,3,24,0,0,0,5,3,4,3,10,7,44,0,0,11,0,6,0,7,4,3,33,0,0,3,3,0,3,0,3,0,18,0,3,5,0,3,10,0,0,0,20,0,0,7,3,8,5,0,0,0,25,0,0,0,0,0,3,0,0,0,6,0,0,0,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,7,0,0,3,0,0,0,0,0,0,8,0,3,3,0,0,0,3,3,3,16,4,0,0,0,0,0,0,0,0,8,11,11,31,21,26,51,37,33,26,243,8,0,3,0,0,8,0,0,0,20,3,0,0,0,0,0,0,0,0,6,0,0,6,5,0,3,8,4,0,29,3,0,3,0,3,4,10,12,3,45,0,3,4,3,7,4,13,16,17,67,0,0,8,7,4,9,9,7,4,51
5100222,0,0,0,4,7,3,3,0,0,16,0,5,0,3,3,3,4,0,0,15,0,0,4,3,6,4,4,0,0,19,0,0,0,3,3,0,0,3,0,13,0,0,0,3,4,3,5,0,0,17,0,0,0,3,4,0,3,0,0,10,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,19,9,11,35,41,22,24,11,3,176,8,0,0,3,3,12,0,0,0,34,6,0,0,0,3,0,0,0,0,9,0,3,0,0,0,3,0,0,0,15,0,0,3,4,7,3,8,3,0,31,0,5,4,3,3,3,5,0,0,21,0,0,6,3,6,8,5,0,0,25
5100223,0,3,0,0,3,0,7,3,0,21,0,0,0,3,4,3,0,0,0,14,4,0,0,0,0,0,3,0,0,15,0,0,4,0,8,3,0,0,0,15,0,0,3,3,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,17,4,12,18,42,13,16,3,3,126,12,3,0,3,0,0,0,0,0,19,4,0,3,0,3,0,0,0,0,7,3,0,0,3,3,0,6,0,0,20,0,3,0,0,7,0,6,3,0,27,0,0,0,4,7,3,4,0,0,15,4,4,0,0,0,4,4,0,0,18
5100224,0,0,0,3,3,5,0,4,3,13,0,0,0,4,5,3,3,3,0,17,0,0,3,3,0,5,0,0,0,13,0,3,0,3,3,0,0,0,0,7,0,0,0,4,0,6,0,0,0,8,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,6,12,35,16,31,9,7,3,137,15,0,0,3,3,9,0,0,0,30,10,3,0,3,0,7,0,0,0,23,0,3,5,7,0,8,0,0,0,18,4,0,0,3,4,7,6,5,3,28,3,3,0,7,5,3,8,4,0,35,3,0,3,3,0,7,5,0,0,26
5100226,0,0,3,0,3,4,4,0,0,13,0,0,0,3,3,5,4,3,0,21,0,0,0,3,6,3,0,3,4,21,0,3,0,0,0,4,0,0,0,15,0,0,0,3,0,8,0,0,0,12,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,7,3,0,17,0,0,0,0,0,0,0,0,0,0,11,8,7,22,27,39,20,17,3,156,9,0,0,3,3,3,0,0,0,23,5,0,0,0,0,3,0,0,0,13,0,0,0,5,4,3,3,3,0,19,0,0,3,0,3,4,11,0,0,22,0,0,0,3,3,3,4,3,0,27,3,0,0,3,6,3,3,3,4,27
5100227,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,8,4,15,9,5,4,0,45,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,7
5100229,4,0,0,3,3,3,7,3,3,32,0,0,3,3,0,3,5,0,0,19,3,5,6,13,3,3,7,0,0,33,0,0,3,0,5,4,3,0,0,20,0,0,3,0,8,0,0,0,0,18,0,0,3,3,3,4,0,0,0,14,0,0,3,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,13,0,3,0,0,0,0,0,0,0,3,31,12,32,47,41,30,32,10,3,237,17,3,3,4,3,5,4,0,0,46,13,0,4,6,3,5,0,0,0,30,4,0,3,3,3,8,3,0,0,23,4,0,0,3,0,3,13,7,4,42,7,0,3,3,0,6,6,3,0,30,3,5,7,13,7,0,9,3,0,45
5100230,0,0,0,0,0,0,7,4,7,15,0,0,0,0,0,0,0,12,4,19,0,0,3,0,0,0,0,3,5,12,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,3,9,30,56,104,0,0,0,3,0,0,0,0,0,4,6,0,10,19,15,12,33,56,76,226,3,3,0,0,0,3,0,0,4,19,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,7,5,3,16,0,0,0,0,3,0,10,7,7,28,0,0,0,0,0,3,6,13,7,33,0,0,3,0,3,0,3,7,5,24
5100231,0,0,3,3,0,3,11,0,0,22,3,0,5,4,0,3,0,3,3,16,0,0,3,3,3,3,0,0,0,12,0,0,0,3,3,4,0,0,0,13,0,0,0,5,6,5,0,0,0,13,0,0,3,3,7,4,0,0,0,18,0,0,6,3,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,10,27,46,27,28,24,3,3,182,9,0,0,9,3,6,5,0,0,35,8,0,0,0,0,0,0,0,0,20,4,0,3,6,4,4,4,0,0,29,0,0,4,3,3,8,20,0,0,32,4,0,6,4,3,3,0,4,3,21,3,0,3,3,5,3,0,0,0,16
5100232,0,0,0,0,0,4,9,3,0,19,0,0,0,0,0,3,0,0,3,8,0,0,0,3,0,0,4,0,0,8,0,0,0,3,0,3,3,0,0,6,0,0,3,0,4,3,0,0,0,14,0,3,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,23,16,23,16,3,3,106,5,0,3,9,0,8,3,0,0,27,11,0,0,0,3,3,0,0,0,17,0,0,0,3,0,3,3,0,0,8,0,0,0,0,3,6,10,3,0,27,0,0,0,0,0,3,0,0,3,9,0,3,0,3,0,3,3,0,0,12
5100233,0,0,4,0,0,3,3,3,0,20,0,0,0,4,0,8,3,9,3,21,0,3,4,6,8,3,0,0,0,24,0,0,3,3,0,3,0,0,0,11,0,3,5,3,3,0,0,0,0,17,0,0,4,0,0,4,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,10,10,26,24,27,35,26,14,6,167,7,0,0,3,0,3,0,0,0,17,9,0,0,0,0,0,3,0,0,12,0,0,7,0,6,9,7,0,0,29,0,0,4,3,3,3,6,9,0,29,0,0,4,3,3,3,6,8,5,36,3,3,4,6,8,3,3,0,0,28
5100234,0,3,5,0,3,0,7,0,0,23,0,3,7,6,3,9,4,0,3,31,3,4,10,9,6,4,4,0,0,34,0,4,6,8,7,4,0,0,0,23,0,4,6,4,5,3,0,0,0,26,0,3,6,6,4,3,3,0,0,27,0,0,3,7,0,0,0,0,0,9,0,0,0,0,4,6,0,0,0,8,0,0,5,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,16,14,19,18,21,20,17,10,0,140,7,5,8,3,4,7,4,5,0,41,44,59,94,70,54,69,49,19,5,468,17,7,9,3,3,5,0,0,0,47,9,3,7,3,3,0,0,0,0,27,7,5,6,8,3,7,5,0,0,40,3,4,5,0,4,3,10,3,0,39,0,3,7,6,3,6,4,0,3,42,3,5,8,7,6,12,12,6,0,61
5100235,0,0,0,4,5,4,9,3,0,24,3,3,4,4,5,5,4,4,3,27,0,3,4,6,9,7,3,3,0,30,0,0,5,0,3,6,0,0,0,17,0,0,3,0,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,5,0,0,0,7,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,12,11,20,32,36,41,28,15,4,198,13,0,3,0,3,0,3,0,0,20,10,0,0,3,0,0,0,0,0,14,3,3,7,3,4,9,5,4,0,38,0,4,4,6,5,4,16,4,0,45,3,3,3,3,6,4,4,3,3,33,5,3,3,13,10,4,11,3,0,50
5100236,0,0,0,3,6,3,6,3,0,21,0,0,3,6,0,4,11,0,3,27,0,6,4,3,7,0,3,3,0,30,0,0,7,6,8,0,4,0,0,22,0,0,0,0,0,3,0,0,0,10,0,0,0,4,4,0,0,0,0,7,0,0,0,5,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,4,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,16,12,27,46,27,32,29,11,4,200,15,4,3,3,0,4,3,0,0,40,9,0,0,0,0,3,0,0,0,10,0,3,3,8,3,3,3,0,0,19,0,0,0,9,4,5,10,3,3,40,0,0,3,11,0,0,15,0,3,39,3,5,3,6,10,0,5,3,0,40
5100237,3,0,7,0,3,8,3,4,0,29,0,0,3,0,3,3,17,3,0,28,0,0,3,3,3,7,5,3,3,26,0,3,3,8,8,13,4,0,0,35,0,0,5,3,7,3,0,0,0,17,0,0,5,3,4,4,3,0,0,23,0,0,3,0,5,8,0,0,0,20,0,0,0,3,3,3,0,0,0,9,0,0,4,3,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,6,0,0,0,4,0,0,0,0,0,7,0,3,4,11,9,9,9,4,3,47,0,0,6,6,11,4,4,5,0,40,13,11,40,50,76,79,53,21,6,361,17,4,5,7,3,13,0,0,0,47,4,0,3,3,3,7,0,0,0,20,4,0,0,4,3,11,3,4,6,34,3,0,7,3,5,10,12,8,0,44,0,0,3,4,4,3,26,8,0,52,0,0,3,3,8,14,7,4,3,47
5100238,0,0,0,0,0,3,4,0,0,15,0,0,0,3,0,0,3,5,4,18,0,0,0,3,3,3,6,3,0,21,0,0,0,3,3,8,0,0,0,18,0,0,0,0,4,0,0,0,0,8,0,0,3,0,3,0,0,3,0,9,0,0,0,0,4,0,0,0,0,10,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,3,8,3,12,25,25,28,19,15,10,143,5,0,0,0,0,3,0,0,0,9,13,0,0,3,0,4,0,0,0,21,3,0,3,0,0,4,6,0,0,16,0,3,0,0,0,4,4,3,0,22,0,0,0,8,0,0,6,9,4,27,3,0,3,6,9,7,10,4,0,38
5100239,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,4,3,0,0,13,0,0,3,0,4,0,6,0,0,14,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,8,14,26,20,17,4,4,98,7,0,0,0,3,0,3,0,0,21,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,7,3,0,0,0,4,0,3,4,0,14,0,0,0,0,0,6,5,3,0,13,0,0,3,0,5,3,13,0,3,24
5100240,0,0,5,4,3,3,6,0,0,21,0,0,0,0,4,0,9,3,4,21,0,3,0,0,0,4,0,0,0,9,0,0,3,4,3,0,0,0,0,11,0,0,3,4,0,0,0,0,0,9,0,3,3,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,11,11,23,26,19,27,17,7,3,163,13,3,4,0,3,3,0,0,0,25,3,0,3,3,0,0,0,0,0,13,7,3,0,0,3,5,3,0,0,24,4,4,5,4,3,3,17,3,0,43,0,0,0,3,4,0,8,3,4,28,0,4,3,0,0,3,0,5,0,19
5100241,0,0,0,0,3,12,4,5,0,21,0,0,0,0,3,0,3,3,0,13,0,3,5,4,3,3,3,0,0,25,0,0,3,4,0,3,3,3,0,19,0,0,5,7,3,0,0,0,0,13,0,0,0,6,0,3,0,0,0,12,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,12,10,21,34,23,35,18,10,0,175,13,0,4,4,0,6,3,0,0,30,0,0,3,3,0,0,0,0,0,7,3,3,3,4,3,0,3,0,0,20,5,0,0,0,3,10,11,3,0,32,3,0,0,0,7,8,5,8,0,25,3,3,5,6,3,3,6,0,5,39
5100243,0,0,3,0,4,3,4,0,0,21,0,0,5,3,0,3,3,0,0,13,0,0,3,0,3,4,0,0,0,13,0,0,0,3,3,0,3,0,0,15,0,0,0,3,3,3,0,0,0,20,0,0,0,3,0,3,0,0,0,5,0,0,0,3,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,19,7,29,29,33,24,12,4,0,171,19,3,4,8,7,4,3,0,0,45,11,0,0,7,0,0,0,0,0,18,5,3,4,0,3,3,0,0,0,20,0,0,6,0,6,4,7,4,0,35,3,0,5,3,0,3,3,3,0,24,5,3,5,0,3,3,0,0,0,24
5100244,4,0,0,4,3,3,5,0,0,26,3,0,0,12,3,0,0,3,3,30,0,0,3,6,4,3,0,0,0,25,0,0,5,3,3,8,0,0,0,22,0,0,3,3,3,3,0,0,0,15,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,23,11,26,43,35,28,14,3,0,191,24,0,7,8,6,4,3,0,0,44,13,0,4,0,0,0,0,0,0,19,0,0,7,4,0,5,7,0,0,24,3,0,0,4,6,3,5,0,3,35,6,3,0,12,3,0,3,3,3,36,3,9,4,9,5,9,3,0,0,41
5100246,0,0,0,0,0,0,7,7,0,16,0,0,0,0,3,4,4,0,0,16,0,0,0,0,3,0,0,0,0,5,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,9,3,9,24,15,16,7,0,86,0,0,0,0,3,4,0,0,0,10,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,6,11,0,25,0,0,0,0,3,4,8,0,0,19,4,6,0,0,3,0,6,0,0,18
5100247,0,0,0,0,0,3,6,6,0,21,0,0,0,0,0,4,0,0,3,8,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,3,3,0,0,8,0,0,0,4,5,3,0,0,0,23,0,0,0,0,0,4,4,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,5,3,16,15,28,37,33,19,5,159,4,0,3,0,4,3,7,0,0,21,3,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,3,4,0,18,0,0,3,0,0,3,10,15,3,38,0,0,0,0,0,3,4,3,3,18,0,3,0,0,3,3,9,4,5,26
5100249,0,0,0,0,0,7,4,7,0,15,0,0,0,3,0,0,0,0,3,9,0,0,3,3,3,0,0,0,3,19,0,0,0,0,5,0,0,0,0,11,0,0,3,4,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,3,0,26,0,0,0,0,0,0,0,0,0,0,5,5,21,18,17,18,19,11,11,123,9,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,4,3,0,4,19,0,0,3,0,0,5,12,3,4,28,0,0,0,3,0,3,4,0,3,14,0,0,3,3,6,3,0,3,3,26
5100250,0,0,3,0,0,0,0,4,0,11,0,0,0,0,4,0,0,0,0,10,0,0,0,5,0,3,4,0,0,8,0,0,0,6,0,0,7,3,0,14,0,0,3,0,5,0,0,0,0,13,0,0,3,3,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,11,6,13,27,26,23,19,8,0,125,6,0,0,0,0,4,0,0,0,21,8,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,0,0,0,11,3,0,3,3,3,0,0,8,0,21,0,0,0,0,4,3,3,0,0,16,0,0,0,5,0,0,4,0,0,13
