SA1_7DIGITCODE_2016,M_Neg_Nil_inc_15_19_yr,M_Neg_Nil_inc_20_24_yr,M_Neg_Nil_inc_25_34_yr,M_Neg_Nil_inc_35_44_yr,M_Neg_Nil_inc_45_54_yr,M_Neg_Nil_inc_55_64_yr,M_Neg_Nil_inc_65_74_yr,M_Neg_Nil_inc_75_84_yr,M_Neg_Nil_inc_85_yr_over,M_Neg_Nil_inc_Tot,M_1_149_15_19_yr,M_1_149_20_24_yr,M_1_149_25_34_yr,M_1_149_35_44_yr,M_1_149_45_54_yr,M_1_149_55_64_yr,M_1_149_65_74_yr,M_1_149_75_84_yr,M_1_149_85_yr_over,M_1_149_Tot,M_150_299_15_19_yr,M_150_299_20_24_yr,M_150_299_25_34_yr,M_150_299_35_44_yr,M_150_299_45_54_yr,M_150_299_55_64_yr,M_150_299_65_74_yr,M_150_299_75_84_yr,M_150_299_85_yr_over,M_150_299_Tot,M_300_399_15_19_yr,M_300_399_20_24_yr,M_300_399_25_34_yr,M_300_399_35_44_yr,M_300_399_45_54_yr,M_300_399_55_64_yr,M_300_399_65_74_yr,M_300_399_75_84_yr,M_300_399_85_yr_over,M_300_399_Tot,M_400_499_15_19_yr,M_400_499_20_24_yr,M_400_499_25_34_yr,M_400_499_35_44_yr,M_400_499_45_54_yr,M_400_499_55_64_yr,M_400_499_65_74_yr,M_400_499_75_84_yr,M_400_499_85_yr_over,M_400_499_Tot,M_500_649_15_19_yr,M_500_649_20_24_yr,M_500_649_25_34_yr,M_500_649_35_44_yr,M_500_649_45_54_yr,M_500_649_55_64_yr,M_500_649_65_74_yr,M_500_649_75_84_yr,M_500_649_85_yr_over,M_500_649_Tot,M_650_799_15_19_yr,M_650_799_20_24_yr,M_650_799_25_34_yr,M_650_799_35_44_yr,M_650_799_45_54_yr,M_650_799_55_64_yr,M_650_799_65_74_yr,M_650_799_75_84_yr,M_650_799_85_yr_over,M_650_799_Tot,M_800_999_15_19_yr,M_800_999_20_24_yr,M_800_999_25_34_yr,M_800_999_35_44_yr,M_800_999_45_54_yr,M_800_999_55_64_yr,M_800_999_65_74_yr,M_800_999_75_84_yr,M_800_999_85_yr_over,M_800_999_Tot,M_1000_1249_15_19_yr,M_1000_1249_20_24_yr,M_1000_1249_25_34_yr,M_1000_1249_35_44_yr,M_1000_1249_45_54_yr,M_1000_1249_55_64_yr,M_1000_1249_65_74_yr,M_1000_1249_75_84_yr,M_1000_1249_85_yr_over,M_1000_1249_Tot,M_1250_1499_15_19_yr,M_1250_1499_20_24_yr,M_1250_1499_25_34_yr,M_1250_1499_35_44_yr,M_1250_1499_45_54_yr,M_1250_1499_55_64_yr,M_1250_1499_65_74_yr,M_1250_1499_75_84_yr,M_1250_1499_85_yr_over,M_1250_1499_Tot,M_1500_1749_15_19_yr,M_1500_1749_20_24_yr,M_1500_1749_25_34_yr,M_1500_1749_35_44_yr,M_1500_1749_45_54_yr,M_1500_1749_55_64_yr,M_1500_1749_65_74_yr,M_1500_1749_75_84_yr,M_1500_1749_85_yr_over,M_1500_1749_Tot,M_1750_1999_15_19_yr,M_1750_1999_20_24_yr,M_1750_1999_25_34_yr,M_1750_1999_35_44_yr,M_1750_1999_45_54_yr,M_1750_1999_55_64_yr,M_1750_1999_65_74_yr,M_1750_1999_75_84_yr,M_1750_1999_85_yr_over,M_1750_1999_Tot,M_2000_2999_15_19_yr,M_2000_2999_20_24_yr,M_2000_2999_25_34_yr,M_2000_2999_35_44_yr,M_2000_2999_45_54_yr,M_2000_2999_55_64_yr,M_2000_2999_65_74_yr,M_2000_2999_75_84_yr,M_2000_2999_85_yr_over,M_2000_2999_Tot,M_3000_more_15_19_yr,M_3000_more_20_24_yr,M_3000_more_25_34_yr,M_3000_more_35_44_yr,M_3000_more_45_54_yr,M_3000_more_55_64_yr,M_3000_more_65_74_yr,M_3000_more_75_84_yr,M_3000_more_85_yr_over,M_3000_more_Tot,M_Personal_inc_ns_15_19_yr,M_Personal_inc_ns_20_24_yr,M_Personal_inc_ns_25_34_yr,M_Personal_inc_ns_35_44_yr,M_Personal_inc_ns_45_54_yr,M_Personal_inc_ns_55_64_yr,M_Personal_inc_ns_65_74_yr,M_Personal_inc_ns_75_84_yr,M_Personal_inc_ns_85_yr,M_Personal_inc_ns_Tot,M_OS_vis_15_19_yr,M_OS_vis_20_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_OS_vis_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Neg_Nil_inc_15_19_yr,F_Neg_Nil_inc_20_24_yr,F_Neg_Nil_inc_25_34_yr,F_Neg_Nil_inc_35_44_yr,F_Neg_Nil_inc_45_54_yr,F_Neg_Nil_inc_55_64_yr,F_Neg_Nil_inc_65_74_yr,F_Neg_Nil_inc_75_84_yr,F_Neg_Nil_inc_85_yr_over,F_Neg_Nil_inc_Tot,F_1_149_15_19_yr,F_1_149_20_24_yr,F_1_149_25_34_yr,F_1_149_35_44_yr,F_1_149_45_54_yr,F_1_149_55_64_yr,F_1_149_65_74_yr,F_1_149_75_84_yr,F_1_149_85_yr_over,F_1_149_Tot,F_150_299_15_19_yr,F_150_299_20_24_yr,F_150_299_25_34_yr,F_150_299_35_44_yr,F_150_299_45_54_yr,F_150_299_55_64_yr,F_150_299_65_74_yr,F_150_299_75_84_yr,F_150_299_85_yr_over,F_150_299_Tot
5107720,8,3,0,3,0,0,0,0,0,15,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,7,5,0,0,0,6,0,0,18,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,7,0,3,4,3,8,0,0,0,0,22,0,0,5,3,3,3,0,0,0,14,0,0,11,7,3,3,0,0,0,23,0,0,0,4,3,3,0,0,0,10,0,0,0,6,0,0,0,0,0,12,0,0,0,3,3,3,0,0,0,10,0,0,4,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,24,44,31,27,18,10,6,0,171,9,3,4,5,4,3,0,0,0,22,10,0,5,0,0,3,0,0,0,16,0,0,5,3,4,0,0,0,0,11
5107721,4,3,0,0,5,0,0,0,0,15,5,0,0,0,0,0,0,0,0,8,0,7,3,0,0,0,3,3,0,14,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,3,0,11,0,3,3,0,0,5,0,0,0,13,0,0,0,3,3,4,0,0,0,13,0,0,8,0,5,0,0,0,0,22,0,3,8,6,7,3,0,0,0,23,0,0,8,13,4,0,0,0,0,29,0,0,0,4,0,3,0,0,0,7,0,0,5,7,3,3,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,41,37,25,20,20,6,0,196,5,5,6,3,0,6,0,0,0,30,9,3,3,0,0,0,0,0,0,10,0,6,0,3,3,5,4,0,0,20
5107722,8,3,4,0,0,5,0,0,0,15,4,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,3,0,0,15,0,3,4,0,0,3,0,0,0,10,0,0,7,7,3,0,0,0,0,18,0,0,3,3,3,4,0,0,0,15,0,0,0,0,3,3,0,0,0,5,0,0,0,4,5,4,0,0,0,17,0,0,3,6,6,11,0,0,0,20,0,0,0,8,5,0,0,0,0,9,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,20,31,23,32,33,15,9,0,172,3,0,0,7,3,0,0,0,0,14,6,0,0,0,0,3,0,0,0,15,0,0,0,0,3,3,0,0,0,15
5107723,12,0,0,3,0,0,0,0,0,14,5,0,0,0,0,0,3,0,0,14,0,6,0,0,0,8,0,0,0,16,0,3,5,0,0,0,5,3,0,12,3,3,0,0,0,0,5,3,0,16,0,0,0,3,0,0,3,0,0,14,0,0,0,0,0,0,4,0,0,12,0,3,0,3,3,3,0,0,0,13,0,3,4,3,3,9,0,0,0,17,0,0,0,4,0,0,0,0,0,13,0,0,4,3,3,4,0,0,0,16,0,0,3,0,4,7,0,0,0,16,0,0,0,8,10,8,0,0,0,25,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,18,18,23,28,33,44,23,14,3,211,8,0,3,4,5,7,0,0,0,32,9,0,0,3,0,4,0,0,0,17,0,0,7,0,0,4,5,3,0,22
5107724,5,0,3,0,0,5,3,0,0,16,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,7,3,0,9,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,0,3,0,0,11,0,0,10,4,0,0,0,0,0,15,0,0,7,7,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,6,5,3,0,0,0,23,0,0,0,0,0,0,0,0,0,5,3,0,3,6,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,12,7,26,27,27,22,25,7,0,165,0,0,3,4,0,3,0,0,0,15,4,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,7,0,0,10
5107725,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,3,3,0,16,0,0,0,0,0,3,3,3,0,12,0,3,0,0,0,0,0,0,0,7,0,4,0,0,3,0,0,0,0,5,0,3,3,3,3,3,8,0,0,18,0,0,3,0,3,5,0,0,0,12,0,0,0,3,3,0,3,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,3,5,5,3,0,0,0,18,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,9,18,29,24,22,29,10,3,158,3,5,3,3,7,3,3,0,0,17,3,0,0,3,0,0,0,0,0,6,0,0,0,3,0,7,0,0,0,10
5107726,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,8,0,0,0,0,3,0,0,3,0,6,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,4,0,0,3,0,0,0,11,0,0,3,0,4,3,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,3,4,0,4,0,0,0,10,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,13,6,26,15,11,22,10,3,7,108,3,0,0,0,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8
5107727,9,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,4,0,0,10,0,3,0,0,0,3,3,0,0,5,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,8,0,0,3,3,3,0,4,0,0,12,0,4,8,3,5,5,0,0,0,17,0,0,0,0,0,3,0,0,0,11,0,0,8,0,4,4,4,0,0,17,0,0,5,7,4,0,0,0,0,17,0,0,6,3,3,7,0,0,0,23,0,0,4,8,3,7,0,0,0,22,0,0,0,0,3,3,0,0,0,9,0,0,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,13,15,39,30,24,31,26,0,0,184,5,3,3,8,0,4,0,0,0,27,3,4,0,3,0,3,0,0,0,17,0,0,0,0,0,3,0,0,0,11
5107728,4,5,0,0,0,3,0,0,0,10,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,8,0,0,8,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,13,0,0,0,0,3,4,3,0,0,10,0,0,3,4,5,4,0,0,0,16,0,0,3,4,0,0,0,0,0,8,0,0,3,3,5,0,0,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,8,20,21,20,23,18,7,3,122,8,0,3,4,4,0,0,0,0,24,3,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,3,9
5107729,3,4,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,4,0,7,0,4,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,0,0,0,7,0,0,3,8,3,3,0,0,0,14,0,0,3,7,6,3,0,0,0,22,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,7,3,0,0,0,12,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,15,21,21,25,25,13,7,0,131,9,0,3,0,3,4,0,0,0,25,3,3,0,0,0,3,0,0,0,11,0,3,0,0,3,3,0,0,0,14
5107730,8,4,3,0,0,0,0,0,0,17,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,0,3,0,0,0,3,0,0,0,13,0,0,3,3,3,5,0,0,0,17,0,0,0,3,0,10,0,0,0,13,0,0,3,3,0,3,0,0,0,13,0,0,0,3,7,3,0,0,0,16,0,0,0,3,3,3,0,0,0,10,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,21,16,16,22,30,8,3,0,133,3,3,0,7,0,0,0,0,0,10,3,0,0,0,3,0,0,0,0,7,3,3,0,0,3,3,0,0,0,13
5107731,14,0,3,0,0,3,0,0,0,23,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,3,0,10,0,0,3,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,7,6,3,0,0,0,21,0,0,0,3,5,0,0,0,0,13,0,0,3,8,4,0,3,0,0,18,0,0,0,6,3,3,0,0,0,16,0,0,0,4,11,3,0,0,0,19,0,0,3,0,0,3,0,0,0,9,3,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,25,16,24,28,36,28,14,7,0,176,5,0,4,3,7,0,0,0,0,32,6,3,0,0,0,0,0,0,0,13,3,0,3,0,0,5,5,3,0,14
5107732,7,3,0,5,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,4,0,0,3,14,0,3,0,0,0,0,5,0,5,18,0,3,0,0,0,3,4,9,4,36,0,4,3,0,3,3,3,3,6,24,0,0,4,0,0,0,0,0,0,10,0,3,7,0,3,9,3,0,0,19,0,0,7,0,6,3,4,0,0,16,0,5,8,4,4,3,0,0,0,17,0,0,0,0,0,5,0,0,0,10,0,0,0,0,3,3,0,0,0,6,0,0,6,0,3,6,0,0,0,16,0,0,0,0,3,5,0,0,0,7,0,0,0,7,3,0,3,0,0,17,0,5,0,0,0,0,0,0,0,5,10,31,40,20,27,43,27,22,19,233,3,0,8,0,6,6,0,0,0,25,5,0,3,0,0,0,3,0,0,19,0,5,0,0,3,3,3,3,5,21
5107733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107735,6,0,3,0,3,0,0,0,0,13,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,4,3,0,0,15,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,3,0,0,0,4,0,7,3,0,5,3,0,0,0,17,0,4,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,8,0,0,0,7,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,15,14,19,29,20,6,6,3,130,9,0,3,3,4,5,0,0,0,23,0,0,0,0,3,0,0,0,0,5,0,3,4,0,0,0,0,0,0,12
5107736,14,0,3,0,3,4,0,0,0,18,11,3,0,0,0,0,0,0,0,16,4,3,0,0,0,0,0,3,0,9,0,4,0,0,0,0,3,0,0,18,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,4,3,3,0,3,6,3,0,0,16,0,7,6,4,3,4,0,0,0,30,0,6,13,3,10,3,0,0,0,32,0,3,3,0,7,0,0,0,0,14,0,0,4,0,6,3,0,0,0,21,0,0,0,7,8,3,0,0,0,15,0,0,0,9,16,5,0,0,0,30,0,0,0,0,4,3,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,37,35,40,32,57,34,15,3,0,242,15,5,3,3,3,4,0,0,0,37,6,0,3,4,0,4,0,0,0,19,5,0,3,7,0,0,3,0,0,17
5107801,11,0,0,0,3,3,0,0,0,16,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,12,0,3,0,0,0,0,6,4,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,10,0,4,3,0,0,0,0,0,0,8,0,3,0,3,0,5,0,0,0,17,0,0,3,3,6,6,0,0,0,17,0,0,4,3,3,7,0,0,0,19,0,0,3,7,0,7,0,0,0,13,0,0,3,8,7,9,0,0,0,34,0,0,0,3,5,3,0,0,0,11,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,19,19,19,38,24,47,17,5,4,198,7,0,3,3,4,3,0,0,3,16,10,3,5,0,0,0,0,0,0,16,0,0,3,5,0,3,4,0,0,16
5107802,6,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,4,0,0,0,13,0,0,0,3,3,3,0,0,0,8,0,0,3,5,4,9,0,0,0,16,0,0,3,7,8,5,0,0,0,18,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,13,5,13,18,16,37,13,5,3,120,0,0,3,0,3,7,0,0,0,12,3,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,3,0,0,10
5107803,5,0,0,0,0,3,0,0,0,9,3,0,0,0,4,0,0,0,0,12,0,0,0,0,0,3,3,0,0,9,0,3,0,0,0,0,4,0,0,10,0,0,0,0,0,0,4,6,0,11,0,0,0,0,0,3,3,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,3,0,3,0,3,0,0,9,0,0,7,4,4,4,3,0,0,21,0,0,0,4,6,4,3,0,0,12,0,0,10,5,3,5,4,0,0,19,0,0,0,8,3,3,0,0,0,9,0,0,0,8,4,0,0,0,0,12,0,0,3,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,17,10,22,36,32,21,25,8,3,177,5,0,0,6,0,3,0,0,0,14,3,0,0,0,0,3,3,0,0,13,0,0,0,3,0,0,0,0,0,13
5107804,10,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,6,0,0,3,0,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,8,0,0,3,0,0,3,3,0,0,11,0,0,0,0,0,0,3,0,0,12,0,3,4,0,0,4,3,0,0,19,0,0,3,0,3,3,0,0,0,15,0,0,3,6,3,5,0,0,0,18,0,0,0,3,3,3,3,0,0,11,0,0,0,4,6,7,0,0,0,12,0,0,0,7,0,3,0,0,0,15,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,15,23,24,26,39,22,10,0,166,3,0,0,3,3,6,3,0,0,19,5,0,0,3,0,4,0,0,0,19,0,0,3,0,8,6,0,0,0,17
5107805,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,9,0,3,0,3,0,3,0,0,0,12,0,0,4,3,0,3,0,0,0,13,0,5,4,4,0,3,0,0,0,16,0,0,0,0,3,7,0,0,0,16,0,0,0,3,3,0,0,0,0,10,0,0,3,3,3,3,0,0,0,15,0,0,0,7,13,9,0,0,0,29,0,0,0,4,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,17,19,29,29,30,17,7,0,158,8,0,0,5,0,7,0,0,0,15,7,0,0,0,0,3,4,0,0,11,4,0,4,0,4,0,0,0,0,13
5107806,6,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,0,5,0,3,16,0,0,0,3,0,3,3,0,0,7,0,3,0,0,0,3,3,0,0,12,0,0,3,0,0,7,3,0,0,10,0,0,3,0,0,3,0,0,0,8,0,0,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,9,0,0,0,13,0,0,4,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,8,16,21,16,27,22,4,3,136,3,0,0,3,3,4,0,0,0,18,4,0,0,3,0,3,3,0,0,12,3,3,0,0,0,3,3,0,0,10
5107807,6,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,3,0,0,10,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,13,3,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,11,0,3,3,3,0,3,6,0,0,13,0,0,0,0,0,4,0,0,0,7,0,0,3,3,3,4,0,0,0,11,0,0,6,5,3,3,3,0,0,19,0,0,0,3,4,0,3,0,0,11,0,0,0,6,4,8,0,0,0,28,0,0,0,7,0,5,0,0,0,15,0,0,4,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,18,17,19,29,25,39,23,9,3,178,5,0,0,5,3,4,0,0,0,22,3,3,0,0,0,4,0,0,0,15,0,0,0,3,0,0,3,0,0,15
5107808,13,0,0,3,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,6,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,7,0,0,0,19,0,0,4,3,6,8,0,0,0,27,0,0,0,4,8,10,0,0,0,19,0,0,0,3,3,3,0,0,0,14,0,0,0,4,9,11,0,0,0,22,0,0,3,10,7,3,0,0,0,18,3,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25,8,19,33,41,43,27,4,3,204,9,3,0,4,0,3,3,0,0,24,9,3,0,4,0,4,0,0,0,18,0,0,3,3,0,3,3,0,0,16
5107809,5,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,5,4,0,4,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,3,4,7,5,0,0,0,19,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,11,10,18,18,11,10,6,3,104,3,0,0,4,0,6,0,0,0,12,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
5107810,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,12,12,12,16,13,0,0,75,3,0,0,3,3,3,0,0,0,13,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
