SA1_7DIGITCODE_2016,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85,P_Arts_rec_svc_Tot
5103822,0,0,5,3,3,0,0,0,0,11,10,10,32,54,42,25,5,0,0,176,0,0,0,0,0,0,0,0,0,3,0,0,4,7,3,0,0,0,0,17,0,0,0,6,0,3,0,0,0,12,0,0,3,0,0,4,0,0,0,6,0,0,3,7,6,3,0,0,0,21,0,0,0,3,0,0,0,0,0,3,6,8,3,3,3,3,0,0,0,23,3,6,3,0,0,0,0,0,0,14,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,3,0,13,8,3,0,0,0,25,0,0,3,3,3,0,0,0,0,10,0,0,5,24,15,5,0,0,0,48,0,0,3,0,0,0,0,0,0,7,0,0,3,14,4,12,0,0,0,29,0,3,3,11,11,10,5,0,0,35,0,7,14,13,10,10,3,0,0,50,0,0,3,0,0,3,0,0,0,8
5103823,0,0,0,3,0,0,0,0,0,4,0,8,13,20,20,11,4,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,8,4,4,0,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,5,0,0,0,12,0,4,4,5,3,0,0,0,0,16,0,3,5,4,6,5,0,0,0,23,0,0,0,0,0,0,0,0,0,3
5103824,0,0,0,0,3,0,0,0,0,9,0,3,16,32,26,6,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,3,4,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,4,0,3,6,5,3,0,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,3,3,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,3,4,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,3,11,3,0,0,0,0,18,0,0,0,3,0,0,0,0,0,6,0,0,0,4,8,4,0,0,0,12,0,0,3,7,7,3,0,0,0,25,0,3,3,9,5,4,0,0,0,27,0,0,0,3,4,0,0,0,0,6
5103825,0,0,0,0,0,0,0,0,0,3,3,8,18,8,24,15,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,13,3,3,3,0,0,0,0,0,0,13,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,7,7,5,3,0,0,0,25,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,4,0,0,0,11,0,0,3,0,9,4,0,0,0,19,0,0,5,4,9,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3
5103826,0,0,0,3,0,0,0,0,0,5,0,21,52,39,34,24,0,0,0,170,0,0,3,0,0,0,0,0,0,3,0,0,6,5,4,0,0,0,0,20,0,3,0,8,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,15,11,11,9,0,0,0,38,0,0,0,0,3,0,0,0,0,8,0,3,7,3,4,7,0,0,0,30,0,3,5,0,0,0,0,0,0,16,0,3,4,4,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,8,0,0,0,0,5,8,0,0,0,15,0,0,4,4,0,0,0,0,0,9,0,0,7,11,3,4,0,0,0,31,0,3,3,0,0,0,0,0,0,6,0,0,8,3,0,8,3,0,0,20,0,7,4,13,11,8,0,0,0,44,0,4,9,6,11,11,0,0,0,42,0,0,4,0,3,0,0,0,0,10
5103827,0,0,0,0,4,0,0,0,0,4,6,3,13,22,32,7,6,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,5,0,4,3,4,3,0,0,0,0,18,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,5,5,0,0,0,0,17,0,0,0,3,0,0,0,0,0,6,0,0,4,8,4,4,0,0,0,17,0,0,5,3,9,6,0,0,0,22,0,0,4,8,11,0,0,0,0,19,0,0,3,0,0,0,0,0,0,3
5103828,0,0,0,0,0,0,0,0,0,0,10,10,32,24,24,19,4,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,11,0,0,3,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,5,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,3,9,3,0,5,0,0,0,22,0,9,10,3,0,6,0,0,0,33,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,12,9,7,5,3,0,0,34,0,0,0,3,0,0,0,0,0,6,0,0,0,4,10,3,0,0,0,17,0,3,3,3,7,7,0,0,0,26,0,3,5,6,5,4,3,0,0,27,0,4,0,0,3,0,0,0,0,6
5103901,0,0,0,3,0,0,0,0,0,4,6,7,13,21,9,15,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,0,0,20,0,0,0,3,0,0,0,0,0,8,0,0,4,4,4,0,0,0,0,10,0,0,4,3,0,5,0,0,0,11,0,0,3,0,4,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0
5103902,0,0,0,0,0,0,0,0,0,3,3,8,16,18,22,20,7,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,4,6,3,0,0,0,0,0,13,3,3,4,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,4,0,0,0,17,0,0,0,0,0,3,0,0,0,5,0,3,3,5,5,6,4,0,0,32,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,3,3,5,10,3,0,0,34,0,3,4,3,9,7,5,0,0,39,0,0,0,0,0,0,0,0,0,3
5103903,0,0,3,0,0,0,0,0,0,8,7,20,46,26,16,15,4,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,16,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,0,0,0,9,0,14,8,3,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,10,8,5,3,3,0,0,28,0,0,10,0,0,0,0,0,0,14,0,4,10,7,0,3,0,0,0,20,0,3,3,3,3,3,0,0,0,21,0,0,11,6,4,3,0,0,0,24,0,0,3,3,0,0,0,0,0,4
5103904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103905,0,0,0,0,0,0,0,0,0,0,5,12,53,28,20,12,3,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,6,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,9,3,0,0,0,0,0,17,8,7,6,3,4,0,0,0,0,28,0,0,3,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,9,0,0,3,0,0,4,0,0,0,9,0,0,4,3,0,0,0,0,0,4,0,0,16,9,8,0,0,0,0,25,0,0,5,0,0,0,0,0,0,9,0,0,3,3,3,0,0,0,0,12,0,0,4,8,4,0,0,0,0,21,0,5,17,3,4,3,0,0,0,31,0,0,0,0,0,0,0,0,0,3
5103906,0,0,0,0,0,0,0,0,0,0,3,14,31,19,18,10,4,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,8,0,3,0,3,0,0,17,0,0,0,0,9,0,0,0,0,13,3,12,7,3,0,0,0,0,0,22,0,4,0,3,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,4,3,6,0,0,0,0,11,0,0,7,13,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,11,0,0,5,4,5,3,3,0,0,25,0,0,13,4,4,11,0,0,0,29,0,0,0,0,0,0,0,0,0,0
5103907,0,0,0,0,0,0,0,0,0,0,0,11,19,24,27,16,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,4,0,0,4,5,0,4,0,0,0,11,0,0,4,0,4,0,0,0,0,4,0,0,5,8,10,7,0,0,0,26,0,0,0,0,0,0,3,0,0,7,0,0,3,6,8,0,0,0,0,12,0,3,9,3,10,6,0,0,0,25,0,3,3,4,9,4,0,0,0,27,0,3,0,0,0,0,0,0,0,3
5103908,0,0,0,0,3,0,0,0,0,6,5,14,47,22,24,14,5,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,17,0,3,3,0,0,0,0,0,0,5,0,3,6,4,5,4,0,0,0,22,3,7,14,4,0,3,0,0,0,28,0,0,5,3,3,0,0,0,0,12,0,0,4,0,0,0,0,0,0,9,0,0,4,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,13,10,8,3,3,0,0,36,0,0,4,0,3,3,0,0,0,12,0,0,8,3,6,3,0,0,0,21,0,0,0,5,5,7,3,0,0,29,0,0,15,4,3,4,3,0,0,32,0,0,8,4,0,0,0,0,0,12
5103909,0,0,0,0,0,0,0,0,0,0,5,4,36,22,12,6,0,0,0,80,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,12,0,6,4,0,0,0,22,4,3,9,3,0,0,0,0,0,22,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,9,0,0,4,3,6,3,0,0,0,10,0,0,5,5,3,0,0,0,0,10,0,0,12,5,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,3
5103910,0,3,0,0,0,0,0,0,0,7,3,27,62,23,19,14,7,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,8,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,3,10,3,0,3,0,0,0,25,0,7,13,5,3,3,0,0,0,28,0,0,5,0,4,0,0,0,0,6,0,0,4,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,20,10,6,4,0,0,0,44,0,0,4,0,0,0,0,0,0,11,0,0,10,0,6,3,0,0,0,14,0,5,8,5,3,5,0,0,0,31,0,4,18,9,0,5,3,0,0,35,0,3,7,3,0,0,3,0,0,20
5103911,3,3,0,0,0,0,0,0,0,7,3,14,46,20,14,14,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,4,0,0,0,24,0,5,9,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,10,3,5,0,0,0,0,22,0,0,3,0,0,4,0,0,0,6,0,3,7,4,3,4,0,0,0,20,0,0,8,4,8,3,4,0,0,26,0,0,3,0,3,4,0,0,0,16,0,3,3,0,0,0,0,0,0,5
5103912,0,0,0,0,0,0,0,0,0,3,3,9,47,22,23,14,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,14,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,0,0,0,0,20,0,0,3,0,0,0,0,0,0,7,0,4,6,3,3,0,3,0,0,21,0,4,8,0,3,3,0,0,0,20,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,3,5,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,9,8,9,3,0,0,0,35,0,0,4,0,4,0,0,0,0,12,0,0,5,5,4,0,0,0,0,16,0,0,4,3,6,0,0,0,0,19,0,3,12,12,3,0,0,0,0,31,0,0,3,3,0,3,0,0,0,11
5103913,0,0,3,3,0,0,0,0,0,7,4,0,17,15,24,20,7,0,0,88,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,18,3,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,14,4,3,10,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,12,0,0,3,5,7,3,0,0,0,22,0,0,9,3,6,11,7,0,0,31,0,0,0,0,0,0,0,0,0,3
5103914,0,0,0,0,0,0,0,0,0,3,4,16,55,34,18,18,9,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,12,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,13,0,4,0,0,0,0,16,0,0,3,0,0,0,0,0,0,6,3,7,7,3,3,6,0,0,0,27,0,9,8,4,0,3,0,0,0,27,0,0,4,3,3,0,0,0,0,11,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,6,3,6,0,0,0,27,0,5,7,4,3,0,0,0,0,20,0,4,8,3,7,0,0,0,0,21,0,0,11,6,0,3,3,0,0,26,0,4,14,10,8,7,3,0,0,48,0,3,0,6,0,0,0,0,0,10
5103915,0,0,0,0,0,0,0,0,0,0,0,12,22,15,13,3,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,3,5,3,0,0,0,0,0,15,0,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,4,8,6,0,0,0,0,19,0,0,0,6,4,0,0,0,0,12,0,0,3,0,0,0,0,0,0,8
5103916,0,0,0,0,0,0,0,0,0,6,9,19,5,15,36,17,4,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,14,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,5,7,0,0,3,3,4,0,0,24,6,5,4,3,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,3,7,11,8,8,0,0,0,34,0,0,0,3,4,0,0,0,0,9,0,0,0,4,0,6,0,0,0,12,0,0,4,0,12,9,0,0,0,21,0,3,3,0,14,3,0,0,0,27,0,0,0,0,0,0,0,0,0,3
5103917,0,0,3,0,0,0,0,0,0,3,0,10,60,34,19,16,4,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,7,4,3,3,0,0,0,19,0,0,0,3,0,0,0,0,0,3,3,4,13,4,4,3,0,0,0,29,3,3,10,4,0,0,0,0,0,22,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,0,0,0,16,0,0,0,3,0,3,0,0,0,5,0,0,10,3,5,3,0,0,0,28,0,0,0,0,0,7,0,0,0,7,0,3,11,9,3,7,0,0,0,26,0,0,11,12,7,3,4,0,0,37,0,0,11,9,6,5,0,0,0,31,0,3,3,0,0,0,0,0,0,6
5103918,0,3,0,0,0,0,0,0,0,3,12,18,20,29,33,26,3,0,0,132,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,0,0,0,19,3,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,10,4,0,0,0,22,0,0,0,0,0,0,3,0,0,4,4,5,3,0,3,3,0,0,0,19,3,4,6,4,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,10,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,3,3,0,0,7,0,0,9,8,19,7,0,0,0,44,0,3,0,3,0,0,0,0,0,5,0,0,0,3,3,4,0,0,0,14,0,3,0,3,10,6,0,0,0,22,0,3,6,10,6,11,3,0,0,34,0,0,3,0,0,3,0,0,0,7
5103919,0,0,0,0,0,0,0,0,0,0,19,27,10,5,4,7,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,19,11,4,0,0,0,0,0,31,6,8,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,3,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,7,6,6,0,3,0,0,0,0,22,0,8,3,4,0,4,0,0,0,18,0,4,0,0,0,0,0,0,0,4
