SA1_7DIGITCODE_2016,FP_15_19_Nbr_ch_ev_brn_No,FP_15_19_Nbr_ch_ev_brn_1,FP_15_19_Nbr_ch_ev_brn_2,FP_15_19_Nbr_ch_ev_brn_3,FP_15_19_Nbr_ch_ev_brn_4,FP_15_19_Nbr_ch_ev_brn_5,FP_15_19_Nbr_ch_ev_brn_6,FP_15_19_Nbr_ch_ev_brn_Ns,FP_15_19_Tot,FP_20_24_Nbr_ch_ev_brn_No,FP_20_24_Nbr_ch_ev_brn_1,FP_20_24_Nbr_ch_ev_brn_2,FP_20_24_Nbr_ch_ev_brn_3,FP_20_24_Nbr_ch_ev_brn_4,FP_20_24_Nbr_ch_ev_brn_5,FP_20_24_Nbr_ch_ev_brn_6,FP_20_24_Nbr_ch_ev_brn_Ns,FP_20_24_Tot,FP_25_29_Nbr_ch_ev_brn_No,FP_25_29_Nbr_ch_ev_brn_1,FP_25_29_Nbr_ch_ev_brn_2,FP_25_29_Nbr_ch_ev_brn_3,FP_25_29_Nbr_ch_ev_brn_4,FP_25_29_Nbr_ch_ev_brn_5,FP_25_29_Nbr_ch_ev_brn_6,FP_25_29_Nbr_ch_ev_brn_Ns,FP_25_29_Tot,FP_30_34_Nbr_ch_ev_brn_No,FP_30_34_Nbr_ch_ev_brn_1,FP_30_34_Nbr_ch_ev_brn_2,FP_30_34_Nbr_ch_ev_brn_3,FP_30_34_Nbr_ch_ev_brn_4,FP_30_34_Nbr_ch_ev_brn_5,FP_30_34_Nbr_ch_ev_brn_6,FP_30_34_Nbr_ch_ev_brn_Ns,FP_30_34_Tot,FP_35_39_Nbr_ch_ev_brn_No,FP_35_39_Nbr_ch_ev_brn_1,FP_35_39_Nbr_ch_ev_brn_2,FP_35_39_Nbr_ch_ev_brn_3,FP_35_39_Nbr_ch_ev_brn_4,FP_35_39_Nbr_ch_ev_brn_5,FP_35_39_Nbr_ch_ev_brn_6,FP_35_39_Nbr_ch_ev_brn_Ns,FP_35_39_Tot,FP_40_44_Nbr_ch_ev_brn_No,FP_40_44_Nbr_ch_ev_brn_1,FP_40_44_Nbr_ch_ev_brn_2,FP_40_44_Nbr_ch_ev_brn_3,FP_40_44_Nbr_ch_ev_brn_4,FP_40_44_Nbr_ch_ev_brn_5,FP_40_44_Nbr_ch_ev_brn_6,FP_40_44_Nbr_ch_ev_brn_Ns,FP_40_44_Tot,FP_45_49_Nbr_ch_ev_brn_No,FP_45_49_Nbr_ch_ev_brn_1,FP_45_49_Nbr_ch_ev_brn_2,FP_45_49_Nbr_ch_ev_brn_3,FP_45_49_Nbr_ch_ev_brn_4,FP_45_49_Nbr_ch_ev_brn_5,FP_45_49_Nbr_ch_ev_brn_6,FP_45_49_Nbr_ch_ev_brn_Ns,FP_45_49_Tot,FP_50_54_Nbr_ch_ev_brn_No,FP_50_54_Nbr_ch_ev_brn_1,FP_50_54_Nbr_ch_ev_brn_2,FP_50_54_Nbr_ch_ev_brn_3,FP_50_54_Nbr_ch_ev_brn_4,FP_50_54_Nbr_ch_ev_brn_5,FP_50_54_Nbr_ch_ev_brn_6,FP_50_54_Nbr_ch_ev_brn_Ns,FP_50_54_Tot,FP_55_59_Nbr_ch_ev_brn_No,FP_55_59_Nbr_ch_ev_brn_1,FP_55_59_Nbr_ch_ev_brn_2,FP_55_59_Nbr_ch_ev_brn_3,FP_55_59_Nbr_ch_ev_brn_4,FP_55_59_Nbr_ch_ev_brn_5,FP_55_59_Nbr_ch_ev_brn_6,FP_55_59_Nbr_ch_ev_brn_Ns,FP_55_59_Tot,FP_60_64_Nbr_ch_ev_brn_No,FP_60_64_Nbr_ch_ev_brn_1,FP_60_64_Nbr_ch_ev_brn_2,FP_60_64_Nbr_ch_ev_brn_3,FP_60_64_Nbr_ch_ev_brn_4,FP_60_64_Nbr_ch_ev_brn_5,FP_60_64_Nbr_ch_ev_brn_6,FP_60_64_Nbr_ch_ev_brn_Ns,FP_60_64_Tot,FP_65_69_Nbr_ch_ev_brn_No,FP_65_69_Nbr_ch_ev_brn_1,FP_65_69_Nbr_ch_ev_brn_2,FP_65_69_Nbr_ch_ev_brn_3,FP_65_69_Nbr_ch_ev_brn_4,FP_65_69_Nbr_ch_ev_brn_5,FP_65_69_Nbr_ch_ev_brn_6,FP_65_69_Nbr_ch_ev_brn_Ns,FP_65_69_Tot,FP_70_74_Nbr_ch_ev_brn_No,FP_70_74_Nbr_ch_ev_brn_1,FP_70_74_Nbr_ch_ev_brn_2,FP_70_74_Nbr_ch_ev_brn_3,FP_70_74_Nbr_ch_ev_brn_4,FP_70_74_Nbr_ch_ev_brn_5,FP_70_74_Nbr_ch_ev_brn_6,FP_70_74_Nbr_ch_ev_brn_Ns,FP_70_74_Tot,FP_75_79_Nbr_ch_ev_brn_No,FP_75_79_Nbr_ch_ev_brn_1,FP_75_79_Nbr_ch_ev_brn_2,FP_75_79_Nbr_ch_ev_brn_3,FP_75_79_Nbr_ch_ev_brn_4,FP_75_79_Nbr_ch_ev_brn_5,FP_75_79_Nbr_ch_ev_brn_6,FP_75_79_Nbr_ch_ev_brn_Ns,FP_75_79_Tot,FP_80_84_Nbr_ch_ev_brn_No,FP_80_84_Nbr_ch_ev_brn_1,FP_80_84_Nbr_ch_ev_brn_2,FP_80_84_Nbr_ch_ev_brn_3,FP_80_84_Nbr_ch_ev_brn_4,FP_80_84_Nbr_ch_ev_brn_5,FP_80_84_Nbr_ch_ev_brn_6,FP_80_84_Nbr_ch_ev_brn_Ns,FP_80_84_Tot,FP_85_over_Nbr_ch_ev_brn_No,FP_85_over_Nbr_ch_ev_brn_1,FP_85_over_Nbr_ch_ev_brn_2,FP_85_over_Nbr_ch_ev_brn_3,FP_85_over_Nbr_ch_ev_brn_4,FP_85_over_Nbr_ch_ev_brn_5,FP_85_over_Nbr_ch_ev_brn_6,FP_85_over_Nbr_ch_ev_brn_Ns,Age_grps_FP_85_over_Tot,FP_Tot_Num_child_evr_brn_No,FP_Tot_Num_child_evr_brn_1,FP_Tot_Num_child_evr_brn_2,FP_Tot_Num_child_evr_brn_3,FP_Tot_Num_child_evr_brn_4,FP_Tot_Num_child_evr_brn_5,FP_Tot_Num_child_evr_brn_6,FP_Tot_Num_child_evr_brn_Ns,FP_Tot_Tot
5100231,19,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,10,3,3,4,0,0,0,0,3,15,3,3,5,0,0,0,0,0,9,0,0,3,4,3,0,0,0,15,7,6,14,6,0,0,0,0,27,0,7,5,6,0,0,0,0,24,3,0,4,0,0,0,0,0,3,3,3,5,3,0,0,0,0,12,0,0,8,6,0,0,0,0,17,3,3,3,4,0,0,0,0,18,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,44,27,57,32,8,0,3,7,182
5100232,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,5,3,0,0,0,0,8,0,0,9,0,0,0,0,0,12,0,3,0,0,0,0,0,0,9,0,0,10,4,0,0,0,0,10,4,3,0,3,0,0,0,0,10,0,0,4,3,0,0,0,0,10,0,4,9,5,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,39,26,0,5,0,5,106
5100233,10,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,9,8,3,3,0,0,0,0,0,14,4,0,3,0,0,0,0,0,10,0,4,8,0,0,0,0,0,11,0,0,7,3,0,0,0,0,6,0,0,7,5,3,0,0,0,16,3,0,5,3,0,0,0,0,18,0,0,5,9,3,0,0,0,17,0,0,6,3,4,0,0,5,22,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,9,0,0,0,3,0,0,0,0,6,38,24,47,31,14,0,0,11,160
5100234,26,0,0,0,0,0,0,11,35,30,0,0,0,0,0,0,17,53,14,11,7,0,0,0,0,7,44,13,9,9,8,0,3,0,15,44,3,5,12,11,5,0,0,11,45,3,3,11,3,0,0,0,6,27,3,4,3,0,0,0,0,9,20,3,0,5,8,7,0,0,14,31,0,3,10,4,3,3,0,9,37,0,0,9,5,0,0,0,14,22,0,0,9,3,6,0,0,5,23,0,0,7,7,0,0,0,8,15,0,0,0,3,0,0,0,4,9,0,0,0,0,0,0,0,3,9,0,0,0,3,0,0,0,0,5,96,32,76,55,23,7,0,131,424
5100235,12,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,8,0,6,7,0,0,0,0,0,14,6,0,9,3,7,0,0,0,18,0,3,0,6,0,0,0,0,10,4,3,5,3,0,0,0,0,24,0,0,6,3,0,0,0,4,14,3,3,3,6,3,0,0,0,22,3,3,7,3,3,0,0,0,20,3,0,5,3,0,0,0,0,14,0,0,4,7,0,0,0,3,13,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,42,18,49,47,19,4,6,14,198
5100236,11,0,0,0,0,0,0,0,16,7,3,0,0,0,0,0,5,12,4,3,0,0,3,0,0,3,14,3,0,3,3,0,0,0,0,13,3,3,8,5,4,0,0,3,22,3,4,3,7,3,0,0,0,21,6,0,4,3,0,0,0,0,18,0,3,4,0,3,0,0,0,10,0,3,5,3,0,0,0,3,18,0,0,7,4,0,0,0,0,17,0,0,0,3,0,0,0,0,4,0,0,7,3,3,0,0,0,21,3,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,44,26,49,35,25,8,3,16,199
5100237,13,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,4,9,10,5,0,0,0,0,0,3,17,3,0,7,3,0,0,0,0,18,5,6,3,4,5,0,0,5,24,0,0,5,8,3,0,0,4,19,5,0,6,0,0,0,0,0,21,3,8,23,8,0,0,0,11,50,4,3,19,13,3,0,0,3,47,4,3,9,7,3,0,0,3,35,0,6,11,6,3,0,0,3,26,0,0,10,0,7,0,0,0,23,0,0,0,5,8,0,0,3,14,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,6,63,35,89,59,27,4,4,40,325
5100238,9,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,11,0,0,7,0,0,0,0,0,10,3,0,7,5,3,0,0,0,12,3,0,8,8,0,0,0,0,17,0,0,6,0,0,0,0,0,6,0,4,3,8,0,0,0,0,11,0,0,10,3,0,0,0,0,16,0,0,5,0,3,3,0,0,13,0,0,3,3,0,0,0,0,6,3,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,10,22,12,45,35,15,0,4,10,141
5100239,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,12,0,3,3,5,0,0,0,3,17,3,0,4,0,0,0,0,0,6,0,0,7,3,0,0,0,0,13,0,0,0,3,0,0,0,0,5,0,0,8,0,0,0,0,0,10,0,0,8,0,0,0,0,0,9,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,24,9,37,15,7,0,0,7,95
5100240,13,0,0,0,0,0,0,3,11,10,0,3,0,0,0,0,0,11,8,0,4,0,0,0,0,0,10,5,5,3,0,0,3,0,0,14,3,0,0,4,0,0,0,3,9,5,0,6,5,0,0,0,3,18,0,3,5,0,0,0,0,0,10,0,0,3,3,0,0,0,0,11,0,0,9,0,0,0,0,4,13,0,0,4,8,0,0,0,0,13,0,0,4,6,0,0,0,3,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,37,17,38,32,6,12,3,16,159
5100241,10,0,0,0,0,0,0,3,12,3,0,3,0,0,0,0,0,10,5,3,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,8,0,3,5,4,0,0,0,0,14,3,5,9,6,0,0,0,0,22,3,3,5,0,0,0,0,0,11,0,0,4,4,0,0,0,0,14,0,0,5,0,0,0,0,3,11,0,0,11,7,3,0,0,0,19,0,0,4,5,0,0,0,0,11,0,0,0,5,3,0,0,0,7,0,0,0,4,0,0,3,0,9,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,42,19,47,32,11,0,4,14,173
5100243,20,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,8,0,0,11,5,0,0,0,0,16,0,0,3,5,0,0,0,0,7,0,0,6,3,4,3,0,3,24,0,0,7,4,5,0,0,0,22,0,0,6,9,3,0,0,0,17,0,0,7,3,4,0,0,0,17,0,0,4,6,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,60,30,20,6,0,4,171
5100244,21,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,4,11,3,0,0,3,0,0,0,0,6,0,3,7,4,3,0,0,0,15,0,3,10,7,0,4,0,0,27,0,0,11,7,0,0,0,0,15,0,3,10,5,4,0,0,0,21,0,3,3,5,3,0,0,0,12,0,0,3,0,4,0,0,0,15,0,0,8,0,3,0,0,0,13,0,0,0,4,0,0,0,0,12,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,14,52,51,20,8,4,7,189
5100246,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6,0,0,3,5,0,0,0,0,8,0,3,3,3,0,0,0,0,11,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,6,0,0,5,0,0,0,0,0,10,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,31,14,4,3,0,3,86
5100247,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,15,3,8,8,5,0,0,0,3,17,3,0,3,0,0,0,0,0,9,3,0,5,3,0,0,0,0,18,0,3,8,3,3,0,0,0,22,0,3,9,6,0,0,0,3,18,3,0,4,3,4,0,0,0,13,0,0,0,3,0,0,0,0,9,0,0,7,0,0,0,0,0,11,0,0,5,0,0,0,0,0,5,33,16,56,30,8,3,0,11,157
5100249,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,8,3,4,3,0,0,0,0,3,12,0,3,0,3,0,0,0,0,6,3,0,3,4,0,0,0,0,9,0,0,6,0,0,0,0,0,10,0,3,10,0,0,0,0,0,9,0,0,0,3,0,0,0,3,6,0,0,0,0,3,0,0,3,8,0,3,0,3,3,0,0,0,9,0,0,3,3,0,0,0,0,4,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,11,23,19,29,18,12,4,3,16,121
5100250,9,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,6,5,3,0,0,0,14,0,3,5,0,0,0,0,0,11,3,3,5,0,0,0,0,0,13,0,3,0,7,0,0,0,0,13,3,4,3,6,0,0,0,0,12,0,0,6,0,0,0,0,0,10,0,0,3,3,0,0,0,0,12,0,0,4,0,0,0,0,0,11,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,24,16,38,27,8,7,3,9,124
5100251,11,0,0,0,0,0,0,0,11,7,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,3,0,0,3,0,0,0,0,10,0,0,4,0,0,0,0,0,9,0,3,3,3,0,0,0,3,11,0,0,4,5,0,0,0,0,9,5,0,3,0,0,0,0,0,10,0,3,3,3,0,0,0,0,9,0,0,3,3,3,0,0,3,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,3,5,26,9,22,20,11,3,0,4,113
5100252,10,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,5,3,3,4,0,0,0,0,3,14,0,0,5,3,0,0,0,0,12,4,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,3,8,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,3,22,8,30,17,5,3,3,9,100
5100253,25,0,0,0,0,0,0,0,25,18,4,3,0,0,0,0,0,25,6,9,0,4,0,0,0,0,26,8,11,16,8,3,0,0,0,35,3,5,15,3,3,0,0,0,30,6,5,11,8,5,0,0,3,40,3,3,8,0,0,0,0,0,20,0,0,10,11,3,0,0,3,22,0,0,9,9,3,3,0,0,16,3,0,3,4,0,0,0,0,11,0,0,3,5,3,0,0,0,12,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,79,51,20,6,0,9,268
5100254,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,3,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3,0,4,0,0,0,0,0,6,0,0,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,6,0,3,8,0,4,0,0,0,19,0,0,4,0,0,0,0,5,6,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,16,12,30,19,8,9,0,3,96
5100255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8
5100256,6,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,9,4,0,6,0,0,0,0,0,14,0,0,4,0,0,0,0,0,7,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,6,3,0,4,5,0,0,0,3,13,5,0,8,3,0,0,0,0,13,0,0,0,3,4,0,0,0,8,0,0,4,5,4,0,0,0,15,0,0,0,0,0,0,0,0,6,49,9,29,21,13,6,3,9,143
5100257,9,0,0,0,0,0,0,3,14,7,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,5,3,0,3,3,0,0,0,3,14,0,0,3,0,0,0,0,0,11,0,4,5,8,3,0,0,0,17,0,3,9,0,3,0,0,0,18,0,0,3,0,0,0,0,0,6,0,0,3,5,0,0,0,0,9,5,0,5,3,0,0,0,0,10,0,0,6,4,0,0,0,0,5,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,44,27,10,0,3,5,122
5100258,9,0,0,0,0,0,0,3,9,6,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,5,4,3,3,6,0,0,0,3,11,3,0,10,3,4,0,0,0,19,0,0,6,0,0,0,0,0,9,3,0,11,3,3,0,0,0,11,0,0,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,9,0,0,5,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,43,17,9,0,6,8,113
5100259,9,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,14,3,0,3,0,0,0,0,0,4,0,3,6,0,0,0,0,0,8,0,7,6,3,0,0,0,0,14,0,3,5,3,0,0,0,0,17,3,0,13,5,0,0,0,0,17,0,0,3,6,0,0,0,0,9,0,0,3,5,0,0,0,0,9,3,0,3,6,0,0,0,0,14,3,0,0,3,0,0,0,0,5,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,44,26,5,3,3,3,134
5100260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,10,0,3,4,3,0,0,0,0,11,3,0,3,3,0,0,0,0,14,0,0,4,3,0,3,0,3,13,0,4,7,6,4,4,0,0,26,3,0,4,4,3,3,0,4,15,0,0,4,6,4,0,4,0,14,20,13,31,33,14,7,4,12,129
5100261,13,0,0,0,0,0,0,0,19,5,3,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,5,13,0,3,11,3,0,0,0,0,19,3,0,9,7,0,0,0,0,24,0,0,9,3,0,0,0,3,19,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,0,0,7,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,41,27,10,3,3,5,135
5100262,7,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,9,6,3,3,0,0,0,0,0,12,0,0,4,3,0,0,0,0,9,0,0,3,0,0,0,0,0,12,0,0,3,3,0,0,0,0,13,4,0,0,5,0,0,0,0,12,0,0,7,0,0,0,0,0,5,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,0,0,4,3,0,0,0,11,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,28,12,34,19,7,3,4,6,120
5100263,15,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,7,0,0,11,4,0,0,0,0,13,0,0,16,6,0,0,0,0,24,0,0,5,8,0,0,0,0,19,0,0,3,3,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,27,4,33,30,11,3,0,3,112
5100264,7,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,6,4,0,0,0,0,10,0,0,5,3,0,0,0,0,5,0,3,7,4,3,0,0,0,12,0,0,4,3,0,0,0,0,5,0,0,3,0,0,0,0,3,8,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,19,6,41,23,11,0,0,3,98
5100265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,5,3,12,3,0,0,0,0,27,4,5,13,11,3,3,0,0,46,3,3,21,10,0,0,0,0,38,0,0,3,14,3,3,0,0,26,0,0,3,4,3,0,0,0,14,0,0,3,0,0,0,3,0,11,26,20,63,38,14,7,3,4,169
5100266,11,0,0,0,0,0,0,3,13,20,4,0,0,0,0,0,0,21,12,6,7,0,0,0,0,3,25,5,4,9,4,0,0,0,0,18,6,4,3,11,0,0,0,0,18,0,4,10,3,0,0,0,3,17,0,0,8,0,0,0,0,0,7,3,0,3,0,0,0,0,0,4,0,3,7,4,3,0,0,0,13,0,0,0,0,0,0,0,0,5,5,0,3,3,3,0,0,0,12,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,23,47,23,8,0,0,10,175
5100267,16,0,0,0,0,0,0,3,15,8,0,0,0,0,0,0,0,8,9,3,5,0,0,0,0,4,16,3,5,13,3,0,0,0,0,25,4,3,4,3,0,0,0,0,16,3,0,11,3,0,0,0,0,22,0,5,9,3,0,0,0,0,17,0,0,6,3,0,0,0,0,11,3,0,5,0,0,0,0,0,12,3,0,0,3,0,0,0,0,9,0,0,6,0,4,0,0,0,15,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,46,23,67,23,14,3,0,11,189
5100268,9,0,0,0,0,0,0,3,12,12,4,0,0,0,0,0,3,18,11,6,0,0,0,0,0,0,25,0,4,0,4,0,0,0,0,13,3,4,3,5,3,0,0,0,14,0,0,3,7,0,0,0,0,12,0,3,3,4,0,0,0,0,13,3,3,3,3,0,0,0,0,15,0,3,3,4,0,0,0,0,14,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,29,33,9,0,0,15,153
5100269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100270,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,3,0,0,0,0,0,3,0,3,3,3,0,0,0,0,13,0,0,3,3,0,0,0,3,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,25,10,4,3,0,11,61
