SA1_7DIGITCODE_2016,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24,P_Grad_Dip_Cer_25_34,P_Grad_Dip_Cer_35_44,P_Grad_Dip_Cer_45_54,P_Grad_Dip_Cer_55_64,P_Grad_Dip_Cer_65_74,P_Grad_Dip_Cer_75_84,P_Grad_Dip_Cer_85_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5100101,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,5,11,15,7,0,0,40,0,3,4,3,7,7,3,0,24,0,12,8,9,12,3,0,0,39,0,0,0,0,3,0,0,0,4,3,0,0,0,5,0,0,0,9,7,13,9,7,17,5,0,0,57,0,0,0,0,0,0,0,0,3,0,3,6,3,15,9,0,0,44,3,26,30,31,54,28,10,0,175
5100102,4,0,3,0,0,0,5,0,3,12,3,0,0,0,0,19,0,39,41,18,7,4,0,3,117,0,10,15,14,11,9,3,0,62,4,32,46,25,18,13,0,0,135,0,0,7,0,0,0,0,0,4,0,0,6,0,0,4,0,0,17,7,36,63,26,14,15,0,0,158,0,0,0,0,0,0,0,0,3,3,10,28,8,11,5,3,3,78,11,96,165,71,50,32,5,3,436
5100103,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,3,0,3,4,0,6,14,6,3,32,0,3,0,0,5,5,3,0,26,0,3,12,8,11,20,5,0,61,0,3,0,0,0,0,0,0,10,0,0,0,0,3,4,7,0,9,4,7,13,10,10,22,10,0,81,0,0,0,0,0,0,0,0,0,3,0,3,3,9,15,5,6,44,12,13,22,17,30,64,36,14,201
5100104,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,9,5,5,4,3,31,3,0,3,5,3,10,4,3,32,9,7,11,21,21,11,7,3,85,3,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,9,13,10,8,19,26,11,4,5,97,0,0,0,0,0,0,0,0,4,8,5,8,6,12,18,7,5,70,23,22,28,43,52,44,25,12,239
5100105,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,6,0,10,4,3,0,30,0,0,0,5,8,5,3,0,22,4,7,7,8,8,8,4,0,45,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,7,7,7,8,10,14,8,4,3,56,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,21,8,7,14,22,40,24,17,6,139
5100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5100107,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,8,0,8,7,3,9,8,5,0,38,3,0,0,3,5,9,0,0,28,5,5,7,12,14,9,0,0,41,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,6,3,5,7,16,17,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,4,12,3,3,3,0,32,10,19,15,32,43,32,8,3,156
5100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100109,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,7,15,15,10,6,0,0,53,0,3,3,4,8,8,0,0,30,3,4,15,22,11,8,0,0,73,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,5,10,9,16,29,16,12,0,0,85,0,0,0,4,0,0,0,0,4,12,9,9,12,8,6,3,0,59,14,28,44,63,42,39,6,5,246
5100110,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,3,7,9,3,14,5,3,0,46,0,0,3,0,3,0,0,0,14,3,9,3,13,9,8,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,13,10,7,0,0,45,0,0,0,0,0,0,0,0,0,6,5,3,7,3,4,3,0,41,7,24,17,26,42,22,11,0,152
5100111,6,0,4,3,0,0,13,0,0,0,0,4,0,0,0,8,0,4,6,6,11,7,3,0,43,0,3,3,9,12,10,3,0,37,4,8,7,11,5,3,0,0,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,10,13,11,9,3,0,0,50,0,0,0,0,0,0,0,0,4,3,3,4,3,3,8,0,0,22,7,22,30,32,39,35,11,0,181
5100112,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,8,3,4,4,3,0,0,26,0,3,4,5,9,3,0,0,23,0,3,12,15,15,8,0,0,48,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,4,0,11,10,15,15,7,0,0,58,0,0,0,0,0,0,0,0,0,8,10,6,5,14,0,3,4,53,14,25,24,33,42,23,7,4,169
5100113,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,12,5,0,3,3,0,5,0,0,16,3,4,9,9,18,6,3,0,63,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,4,4,4,9,11,22,8,3,0,72,0,0,0,0,0,0,0,0,3,3,3,0,3,6,8,3,0,17,13,12,16,25,36,19,6,0,126
5100114,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,6,0,22,31,16,4,3,0,0,75,0,3,10,9,3,3,3,0,29,0,10,32,25,15,3,3,0,87,0,5,9,3,0,0,0,0,12,0,0,3,0,0,0,0,0,3,3,17,37,28,16,4,3,0,109,0,0,0,0,0,0,0,0,3,9,0,10,10,0,4,0,0,43,17,39,94,65,25,19,11,5,269
5100115,0,5,0,0,0,0,10,0,0,0,0,4,0,0,0,4,0,7,15,7,21,8,3,0,57,0,0,5,9,5,6,0,0,29,5,11,13,11,11,5,0,0,61,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,10,11,20,11,15,10,3,0,73,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,6,0,14,10,11,49,27,48,26,7,0,184
5100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100202,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,4,0,6,9,3,27,0,3,3,3,3,9,9,9,34,0,4,4,5,0,13,17,5,47,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,15,3,5,4,5,8,19,19,3,68,0,0,0,0,3,0,3,3,4,0,0,0,0,0,22,55,78,157,3,12,14,10,13,58,94,89,295
5100203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,4,4,0,0,24,3,0,11,11,7,3,0,0,33,10,13,22,31,12,5,0,0,98,0,0,4,0,0,0,0,0,4,0,0,4,5,0,3,0,0,9,13,15,25,31,17,13,0,0,117,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,0,0,16,12,17,49,52,32,27,0,0,187
5100204,0,0,0,3,0,0,11,0,0,0,0,3,0,0,0,5,0,4,8,8,5,0,3,0,28,0,0,0,3,3,0,0,0,13,9,8,13,19,11,0,3,0,57,0,0,0,3,0,0,0,0,7,0,3,0,0,4,0,3,0,13,10,12,12,17,16,7,4,0,77,0,0,0,0,0,0,3,0,3,7,10,10,5,6,0,6,0,41,15,27,30,42,35,11,17,3,176
5100205,0,5,0,3,0,0,7,0,0,0,3,0,3,0,0,3,0,3,9,13,5,0,0,0,35,0,0,3,12,3,8,0,0,21,8,4,16,19,9,7,4,0,59,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,0,0,5,6,4,15,26,5,3,4,0,71,0,0,0,0,0,0,0,0,3,5,0,3,3,3,3,0,0,16,13,9,27,61,27,15,11,0,155
5100206,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,6,5,0,3,6,0,0,21,0,4,0,3,4,0,3,0,14,9,4,10,10,11,13,5,0,66,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,8,9,10,12,10,10,19,7,0,75,0,0,3,0,0,0,0,0,9,0,0,0,6,0,10,14,3,33,15,21,29,20,18,32,19,3,155
5100207,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,15,0,0,3,3,8,4,0,0,21,3,11,14,11,10,3,9,0,51,0,0,0,0,0,0,0,0,5,3,0,4,0,7,0,0,0,15,6,13,17,7,11,8,9,0,70,0,0,0,0,0,0,0,0,0,3,0,4,0,6,3,8,5,28,9,16,34,17,28,17,16,6,144
5100209,0,3,3,3,0,0,13,0,0,3,0,3,0,0,0,7,3,12,8,7,3,4,0,0,45,0,4,3,8,8,12,0,0,45,0,18,8,18,11,8,3,0,69,4,0,3,3,0,0,0,0,10,0,0,7,0,0,3,0,0,11,8,16,17,20,13,11,8,0,93,0,0,0,0,0,0,3,0,3,8,9,6,12,8,16,19,3,74,17,41,41,45,44,53,26,7,277
5100213,0,0,0,3,0,0,7,0,0,4,0,0,0,0,0,7,0,3,4,3,3,3,0,0,15,0,0,8,8,6,4,3,0,32,7,5,7,13,8,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,15,13,9,3,4,0,49,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,11,11,4,29,28,17,13,9,3,117
5100214,0,3,0,0,0,0,13,0,4,0,0,0,0,0,0,7,8,6,20,7,4,3,0,0,53,3,3,10,17,7,5,0,0,53,11,15,24,21,14,13,9,3,106,0,0,0,5,0,0,0,0,9,0,0,3,0,3,3,0,0,8,13,19,25,22,14,20,10,3,120,0,0,0,3,0,0,0,0,3,3,3,4,3,0,0,5,0,16,24,37,64,67,31,33,12,3,273
5100216,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,3,0,4,0,0,12,0,3,4,7,4,5,3,0,26,9,10,15,11,10,3,4,3,61,3,0,0,0,0,0,0,0,7,0,0,0,3,7,0,0,0,11,8,11,11,17,13,4,6,3,78,0,0,0,0,0,0,0,0,0,4,3,3,6,3,6,4,3,38,19,18,25,30,22,19,11,8,159
5100217,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,3,3,0,0,0,0,9,0,0,0,5,8,4,0,0,18,3,10,15,19,14,3,7,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,15,19,14,3,7,0,70,0,0,0,0,0,0,0,0,0,0,4,7,3,3,7,0,3,28,5,24,24,31,26,16,4,3,133
5100218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,17,0,0,0,3,3,0,0,0,17,3,11,10,10,10,0,5,0,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,6,12,12,10,9,3,5,0,55,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,11,3,13,16,16,20,6,14,3,95
5100219,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,3,14,9,4,4,3,0,0,36,0,5,0,7,0,6,3,0,29,4,8,9,9,16,9,7,3,65,3,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,10,9,11,9,11,18,10,7,3,77,0,0,0,0,0,3,0,0,9,4,0,0,0,4,9,4,3,24,11,30,17,33,34,38,14,3,187
5100220,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,11,6,13,8,4,3,52,0,3,9,10,11,7,3,5,44,7,13,11,7,13,10,7,3,72,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,7,14,17,17,12,9,12,8,3,87,0,0,0,0,0,0,4,0,4,3,5,7,3,13,5,3,8,49,19,38,36,35,47,37,26,11,250
5100222,0,0,0,3,0,0,7,0,0,3,3,0,0,0,0,11,0,5,24,10,5,4,0,0,55,0,0,7,8,9,3,3,0,25,4,7,11,18,20,3,0,0,60,0,0,3,0,0,0,0,0,3,0,0,3,3,4,3,0,0,9,3,7,15,24,23,10,0,0,75,0,0,0,0,0,0,0,0,3,0,0,0,4,7,3,3,0,13,9,12,48,54,38,24,9,0,192
5100223,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,3,0,3,6,0,0,0,15,0,0,5,4,3,0,3,0,17,8,7,10,18,6,8,0,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,7,10,27,8,9,0,0,72,0,0,0,0,0,0,0,0,0,5,4,3,10,3,9,3,0,37,20,11,23,45,20,19,9,0,141
5100224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,4,0,0,0,28,0,0,4,3,9,5,0,0,19,9,11,15,3,17,8,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,12,11,16,5,17,8,0,0,74,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,8,14,16,40,22,32,14,4,0,138
5100226,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,3,0,9,10,8,5,0,0,43,0,0,6,5,6,7,0,0,31,4,3,10,17,11,5,3,0,58,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,10,4,3,15,20,14,8,3,0,66,0,0,0,0,0,0,0,0,0,5,0,3,3,4,6,8,0,33,16,12,32,44,34,31,12,0,177
5100227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,0,12,0,0,0,0,0,0,0,0,5,3,5,6,12,3,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,8,10,3,3,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,9,4,13,18,24,7,10,0,0,69
5100229,5,3,0,0,0,0,8,0,3,0,3,0,0,0,0,3,0,12,21,10,3,6,0,0,52,0,4,10,11,11,7,4,0,40,11,23,26,14,12,10,3,0,107,5,0,0,0,0,0,0,0,6,0,0,0,9,3,0,0,0,9,17,23,30,18,18,12,3,0,121,0,0,0,0,0,0,0,0,3,0,0,4,9,4,5,0,0,26,19,43,67,52,36,30,10,0,261
5100230,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,3,0,0,10,7,8,3,0,5,27,0,0,0,3,0,0,3,0,10,0,4,3,10,6,13,9,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,10,11,14,11,5,59,0,0,0,0,0,0,0,0,3,0,0,3,6,3,17,40,51,116,0,11,16,22,25,33,56,62,228
5100231,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,12,0,13,9,12,4,0,0,0,42,0,0,17,7,3,3,0,0,33,12,17,13,20,19,3,3,0,76,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,10,14,16,22,21,18,5,3,0,94,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,14,18,33,59,42,32,18,7,0,199
5100232,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,9,3,8,4,0,0,21,0,3,3,8,3,6,0,0,20,0,3,11,5,10,10,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,13,6,10,8,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,22,13,23,19,5,0,104
5100233,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,6,5,7,5,0,0,0,18,0,4,3,3,7,3,0,0,23,5,14,19,13,16,3,0,0,71,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,8,14,19,13,14,3,0,0,81,0,0,0,0,3,0,0,0,3,0,0,0,6,3,10,4,0,23,6,22,30,27,36,19,7,0,156
5100234,4,4,0,3,0,0,8,0,3,0,3,0,0,0,0,9,0,21,17,4,11,8,3,0,64,8,7,9,7,8,10,0,0,54,17,52,30,15,23,12,4,0,145,6,3,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,13,25,57,35,15,27,12,3,0,170,3,0,0,0,0,3,0,0,7,44,41,39,47,58,31,15,4,279,76,126,107,71,111,69,27,4,587
5100235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,3,3,0,0,24,0,3,3,9,4,3,0,0,31,9,17,14,20,14,11,3,0,88,4,3,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,3,13,18,16,26,18,7,3,0,106,0,0,0,0,0,0,0,0,3,0,3,0,4,8,3,5,4,28,21,35,27,41,31,22,7,7,191
5100236,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,9,4,6,0,3,0,22,3,3,9,4,5,4,0,0,24,11,12,18,11,10,10,3,3,71,4,0,3,0,3,0,0,0,7,0,0,0,4,0,3,0,0,11,13,11,24,16,15,16,3,3,95,0,0,3,0,0,0,0,0,0,7,4,8,4,6,8,0,0,44,27,25,52,31,30,24,3,4,199
5100237,3,4,0,0,0,0,14,0,5,3,4,8,0,0,0,15,0,15,21,17,21,8,5,0,85,0,13,10,13,21,7,3,0,66,6,16,11,18,32,17,5,0,100,0,0,0,0,5,0,0,0,6,0,3,0,0,5,0,0,0,9,6,18,15,21,36,17,5,0,113,0,0,0,0,0,0,0,0,0,3,17,14,14,24,17,11,5,97,9,59,65,73,110,46,21,7,389
5100238,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,4,15,3,4,3,0,0,39,0,3,3,4,0,0,0,0,17,4,8,9,7,14,8,3,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,7,10,10,5,4,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,26,5,16,28,27,31,13,16,3,150
5100239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,3,4,0,21,0,0,3,7,6,6,3,0,21,0,7,9,11,9,10,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,17,9,11,0,0,48,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,21,5,17,23,30,24,17,3,0,116
5100240,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,17,8,4,4,3,0,0,27,0,6,4,3,4,0,0,0,24,3,15,17,13,7,6,0,0,71,3,0,0,0,0,3,0,0,9,0,0,0,0,3,0,0,0,4,8,15,19,10,12,13,0,0,87,0,0,0,0,0,0,0,0,4,4,5,8,0,7,10,3,0,37,12,41,36,25,37,25,8,5,183
5100241,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,7,3,3,4,0,0,20,0,4,7,6,3,0,0,0,28,5,15,19,7,9,7,7,0,69,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,8,17,25,9,13,7,9,0,85,0,0,0,0,0,0,0,0,0,6,4,0,9,6,0,4,0,32,18,29,37,26,30,17,9,3,173
5100243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,11,14,8,3,0,0,53,0,3,3,3,9,3,3,0,26,3,12,16,17,3,4,4,0,61,8,0,3,0,0,0,0,0,9,0,0,0,3,5,0,0,0,11,13,18,18,20,10,11,3,0,88,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,4,0,17,16,31,35,49,30,15,9,0,190
5100244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,7,10,0,0,0,30,3,7,6,3,5,3,0,0,20,13,9,22,21,11,12,0,3,87,6,3,4,0,0,0,0,0,12,0,0,8,3,3,0,0,0,9,17,10,30,22,14,9,0,3,111,0,0,0,0,0,0,0,0,0,9,5,7,0,3,4,0,0,26,22,29,51,39,31,21,3,3,196
5100246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,3,0,0,19,0,0,3,10,3,3,0,0,19,7,3,7,7,4,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,7,4,3,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,4,6,14,13,13,13,0,81
5100247,6,0,4,0,0,0,11,0,0,3,0,0,0,0,0,7,0,8,0,5,8,10,0,0,33,0,3,3,7,8,6,4,0,28,3,8,13,15,16,11,5,3,72,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,5,4,8,13,15,17,20,8,3,84,0,0,0,0,0,0,0,0,3,0,0,0,3,8,7,6,0,24,3,21,21,34,37,38,17,3,180
5100249,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,3,9,7,3,4,0,0,19,0,0,3,3,7,3,3,0,25,3,8,6,7,9,9,0,0,40,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,5,10,11,7,6,0,5,50,0,0,0,0,0,0,0,0,0,4,9,0,4,6,4,9,11,49,11,20,24,27,20,19,13,12,144
5100250,0,3,3,0,0,0,10,0,0,0,3,0,0,0,0,3,0,3,9,7,6,7,3,0,40,0,0,3,6,10,0,0,0,22,0,6,12,6,6,3,3,0,38,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,3,6,14,12,4,3,3,0,52,0,0,0,0,0,0,0,0,0,3,0,4,3,3,6,4,0,18,4,13,30,30,35,20,10,3,146
5100251,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,4,3,3,0,3,0,23,0,5,3,5,3,0,0,0,19,4,5,10,4,8,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,14,4,7,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,18,5,10,19,27,19,18,8,7,112
5100252,3,0,0,0,0,0,6,0,0,3,0,0,3,0,0,4,0,3,9,5,9,3,3,0,29,0,3,3,6,8,5,5,0,30,3,7,13,10,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,13,11,7,0,0,0,48,0,0,0,0,0,0,0,0,4,3,0,3,0,3,4,4,3,15,9,17,33,26,25,18,9,0,136
5100253,3,0,0,0,0,0,4,0,0,5,3,0,0,0,0,12,4,9,13,12,3,4,0,0,48,0,14,21,11,7,0,0,0,55,15,42,42,15,10,9,0,0,141,0,3,3,3,0,0,0,0,10,0,3,0,7,0,0,0,0,13,12,52,45,21,12,12,0,0,163,0,3,0,0,0,3,0,0,6,3,4,3,7,0,0,0,0,18,26,87,90,48,28,25,0,0,304
5100254,0,0,0,0,0,0,5,0,0,0,3,5,0,0,0,3,0,3,3,3,6,4,0,0,18,0,0,0,3,0,4,0,0,7,0,5,8,5,7,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,7,7,4,0,0,35,0,0,0,0,0,0,0,0,3,4,0,0,3,3,3,5,0,22,6,10,14,20,27,16,6,3,100
5100255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,9,0,0,0,16
5100256,0,0,3,5,0,0,5,0,0,0,0,3,0,0,0,7,0,8,3,3,0,5,3,0,26,0,3,0,3,0,0,0,0,13,14,11,5,9,7,3,5,0,54,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,11,9,12,8,4,5,0,63,0,0,0,0,0,0,0,0,7,3,3,0,3,0,5,6,3,29,20,28,21,25,15,22,18,7,150
5100257,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,9,4,9,0,0,0,25,0,3,7,3,3,3,0,0,21,3,7,20,17,3,0,0,0,46,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,4,3,3,20,15,5,0,0,0,57,0,0,0,0,0,0,0,0,3,3,3,0,9,4,0,0,0,22,10,16,34,37,19,11,3,0,126
5100258,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,5,3,3,0,0,0,14,0,0,9,5,0,0,0,0,18,10,11,15,11,6,8,0,0,58,9,0,0,0,0,0,0,0,14,0,0,0,3,3,0,0,0,5,17,12,16,10,7,6,0,0,77,0,0,0,0,0,0,0,0,0,4,3,0,3,6,5,0,0,22,18,22,39,25,16,12,0,0,138
