SA1_7DIGITCODE_2016,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24,P_Grad_Dip_Cer_25_34,P_Grad_Dip_Cer_35_44,P_Grad_Dip_Cer_45_54,P_Grad_Dip_Cer_55_64,P_Grad_Dip_Cer_65_74,P_Grad_Dip_Cer_75_84,P_Grad_Dip_Cer_85_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5127414,0,0,0,3,0,0,8,0,0,0,0,3,3,0,0,7,3,4,0,3,0,0,0,0,14,0,0,0,9,3,3,3,0,21,0,0,0,11,6,4,0,0,28,0,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,4,0,0,5,11,10,4,0,0,37,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,9,3,18,3,9,6,28,23,15,13,3,104
5127415,0,0,5,0,0,0,6,0,0,3,0,0,0,0,0,6,3,9,7,10,3,3,0,0,33,0,12,6,8,3,3,0,0,28,10,40,23,14,9,6,0,0,113,3,3,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,10,14,41,25,15,15,6,0,0,125,0,0,0,0,0,0,0,0,0,10,12,7,14,3,4,7,0,57,31,77,45,49,27,14,9,3,248
5127416,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,12,11,5,9,0,0,0,37,0,3,12,0,3,0,0,0,21,4,32,19,19,9,4,0,0,86,0,0,3,0,0,0,0,0,3,0,0,3,0,0,4,3,0,8,4,30,25,18,9,10,3,0,96,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,14,8,59,54,29,16,10,0,0,185
5127417,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,4,6,0,3,7,0,0,23,0,3,0,10,9,6,0,0,35,14,25,15,10,13,16,7,0,92,3,0,0,0,4,0,0,0,12,0,0,0,0,0,3,0,0,9,18,22,15,14,15,16,7,0,110,0,0,0,0,0,0,0,0,0,13,12,5,13,6,22,3,3,89,35,53,32,43,32,55,11,3,259
5127418,0,5,0,5,0,0,9,0,3,3,0,0,0,0,0,9,0,6,5,21,7,0,0,0,49,0,0,7,7,5,3,0,0,26,9,6,13,10,10,9,0,0,51,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,7,5,13,13,11,9,0,0,63,0,0,0,3,0,0,0,0,3,7,3,0,9,10,0,3,0,41,18,25,32,55,39,11,8,7,192
5127419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,0,0,0,12,0,3,9,3,3,0,0,0,17,10,9,17,13,7,0,0,0,60,3,3,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,9,14,16,23,17,12,0,0,0,84,0,0,0,0,0,3,0,0,0,6,5,0,7,3,3,4,0,27,21,24,39,36,22,8,3,0,148
5127420,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,4,0,0,0,0,6,0,7,4,0,0,0,0,0,9,17,11,13,9,6,6,3,0,58,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,6,17,10,13,14,7,6,3,0,74,0,0,0,0,0,0,0,0,4,4,3,3,10,8,5,0,4,44,18,26,22,29,23,16,6,4,140
5127421,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,11,3,3,0,4,0,0,17,0,0,9,8,3,3,3,0,24,4,3,3,3,3,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,4,3,3,3,3,0,0,32,0,0,0,0,0,0,0,0,3,0,3,4,3,3,9,3,0,22,10,19,16,16,12,20,5,0,103
5127422,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,4,0,4,0,0,14,0,9,0,0,0,0,3,0,17,17,14,10,4,19,5,3,0,66,4,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,13,17,18,10,9,18,8,4,3,84,0,0,0,0,0,0,0,0,3,0,7,3,3,12,6,10,0,45,23,29,22,16,34,20,21,3,164
5127423,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,14,0,4,3,3,3,0,0,0,16,4,11,7,4,10,0,0,0,43,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,9,4,19,13,3,10,0,0,0,57,0,0,0,0,0,0,0,0,0,3,11,4,3,11,0,3,0,29,7,43,23,10,28,3,7,0,119
5127424,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,14,0,3,6,8,5,0,0,0,19,13,19,12,16,6,3,0,3,80,0,3,0,0,0,0,0,0,11,0,0,5,0,3,0,0,0,4,17,19,22,17,14,3,0,3,96,0,0,0,0,0,4,0,0,4,19,13,6,18,9,7,0,0,63,38,43,36,39,28,17,3,3,202
5127425,3,4,0,0,0,0,10,0,0,0,4,0,0,0,0,4,5,11,8,4,3,3,0,0,32,0,3,0,5,3,4,4,0,25,5,3,3,8,11,4,0,3,42,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,3,3,6,8,13,6,3,3,47,0,0,0,0,0,0,0,0,4,6,3,5,15,12,20,30,35,117,14,22,21,37,31,35,31,44,240
5127426,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,7,0,0,0,14,0,3,3,3,3,3,0,0,10,8,8,7,14,3,10,0,0,46,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,8,10,13,12,13,5,7,0,0,58,0,0,0,0,0,0,0,0,0,0,3,5,5,4,7,6,0,41,6,23,26,23,14,24,8,0,127
5127427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
5127428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,5,0,0,0,14,0,0,3,3,9,0,0,0,14,0,3,4,9,8,4,3,0,35,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,4,13,9,6,3,0,36,0,0,0,0,0,0,0,0,0,5,0,8,7,7,9,3,0,36,11,8,19,24,23,13,6,3,105
5127429,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,7,0,0,5,0,0,0,9,3,7,3,9,3,0,0,0,23,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,11,8,11,3,0,0,0,36,0,0,0,0,0,0,0,0,0,11,8,9,11,12,8,0,0,59,17,26,16,22,13,12,0,0,103
5127430,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,10,3,4,5,9,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,9,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,21,3,3,15,11,12,12,0,4,59
5127431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,5,4,0,0,0,0,14,3,3,3,8,3,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,10,0,0,0,4,7,4,0,29,17,6,6,11,6,6,3,3,63
5127432,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,3,8,13,7,3,0,0,0,32,0,9,6,3,3,3,0,0,23,4,20,10,8,6,0,0,0,51,4,0,0,3,0,0,0,0,8,0,3,0,3,0,0,0,0,5,9,19,12,16,5,0,0,0,65,0,0,0,0,0,0,0,0,0,3,3,8,5,7,0,3,0,29,22,38,45,32,18,9,3,0,162
5127433,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,7,3,12,9,7,4,0,0,0,41,0,6,4,9,4,0,0,0,28,6,5,8,14,7,0,0,0,46,3,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,7,9,5,13,19,10,0,0,0,55,0,0,0,0,0,0,0,0,0,0,3,8,8,5,7,0,0,24,11,36,42,44,21,7,3,0,167
5127434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,16,0,4,0,3,3,0,0,0,16,0,10,17,3,10,6,0,0,39,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,10,18,11,10,6,0,0,52,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,5,0,20,6,14,21,19,19,13,5,0,95
5127435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,3,0,0,0,0,15,0,3,0,0,0,3,0,0,12,6,9,5,7,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,10,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,9,5,27,21,14,3,7,0,0,73
5127436,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,0,7,3,3,0,0,10,0,0,0,3,0,0,0,0,13,3,8,17,9,13,5,3,0,56,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,8,18,11,16,5,4,0,58,0,0,0,0,0,0,0,0,5,8,0,3,10,6,6,3,0,40,14,9,22,33,35,18,5,0,138
5127501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,3,0,0,0,22,0,3,7,3,3,0,0,0,21,7,14,11,5,0,0,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,15,10,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,10,16,10,13,10,0,0,57,11,35,39,21,22,10,0,0,137
5127502,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,6,0,8,3,4,4,4,3,0,27,6,4,3,14,5,12,0,0,35,3,10,17,11,14,11,0,0,65,4,0,0,0,0,0,0,0,5,0,3,4,0,5,0,0,0,10,5,17,21,11,16,12,3,0,80,0,0,0,0,0,0,0,0,3,3,14,11,13,10,9,5,0,60,12,41,36,33,41,41,15,3,224
5127503,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,17,10,3,0,0,0,0,33,0,0,4,3,3,0,0,0,12,4,9,5,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,11,5,3,0,0,0,31,0,0,0,0,0,0,0,0,0,8,7,10,5,7,3,0,0,33,13,27,28,16,17,6,0,0,121
5127504,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,11,3,4,0,0,0,19,0,3,4,3,3,3,3,0,18,0,12,8,11,8,3,0,0,42,0,0,0,0,0,0,0,0,0,4,5,3,0,3,0,0,0,12,3,10,11,13,11,3,0,0,53,0,0,0,0,0,0,0,0,0,6,12,14,16,31,39,13,0,132,12,32,41,38,52,46,20,0,239
5127505,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,3,7,6,4,0,0,0,33,0,0,3,3,9,0,0,0,21,9,23,28,25,15,3,0,0,102,0,6,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,4,7,30,27,24,15,3,0,0,114,0,0,0,0,0,0,0,0,3,9,10,21,20,7,0,0,0,74,20,48,63,64,36,11,0,3,250
5127506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,8,4,0,0,0,0,26,0,8,0,4,8,0,0,0,17,11,13,16,7,5,0,3,0,53,0,0,3,0,0,0,0,0,5,0,0,4,4,0,0,0,0,5,8,14,18,7,6,0,3,0,66,0,0,3,0,0,0,0,0,3,9,13,11,7,11,0,4,0,66,18,48,45,29,31,4,8,0,178
5127507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,20,0,3,0,0,5,0,0,0,12,3,6,5,9,4,0,0,0,30,3,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,7,14,9,9,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,8,4,3,5,6,4,0,33,10,25,20,13,21,18,5,0,106
5127509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,4,0,3,3,4,0,11,0,3,6,3,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,3,10,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,3,3,9,11,3,0,33,3,3,11,12,19,19,8,0,78
5127510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,3,3,4,0,0,0,7,6,6,4,9,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,9,7,3,0,0,31,0,0,0,0,0,0,0,0,0,3,0,4,4,9,9,0,0,29,5,10,18,13,19,11,4,0,77
5127511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,4,0,0,4,4,10,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,7,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,17,0,4,10,12,20,9,3,0,57
5127512,0,4,0,0,0,0,9,0,0,3,0,3,0,0,0,3,0,4,11,3,0,3,0,0,27,0,7,9,7,8,3,0,0,34,3,24,11,16,21,8,3,0,86,3,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,3,31,17,16,21,8,3,0,90,0,0,0,0,0,3,0,0,5,0,3,6,3,5,12,0,0,37,10,47,42,28,40,30,7,3,205
5127513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127514,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,4,3,3,4,0,0,0,19,3,4,4,4,6,0,0,0,25,0,11,17,10,13,7,0,0,63,3,3,0,3,0,0,0,0,5,3,3,0,0,0,0,0,0,5,5,15,15,13,13,6,3,0,71,0,0,0,0,0,0,0,0,0,28,4,7,3,3,3,5,0,53,36,31,29,27,28,9,6,0,172
5127515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127601,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,4,5,3,6,0,0,26,0,0,3,0,4,9,3,0,25,3,7,3,3,12,21,9,3,63,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,5,6,4,3,12,21,9,4,74,0,0,0,3,0,0,0,0,4,4,22,13,10,14,15,5,9,96,7,38,25,25,36,55,19,14,224
5127602,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,8,5,5,3,0,23,0,3,0,0,9,10,4,0,22,0,4,6,9,14,16,4,0,51,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,5,3,4,6,9,13,24,4,0,62,0,0,0,0,0,0,0,0,0,0,5,0,6,34,88,21,3,167,3,17,7,27,63,135,29,3,282
5127603,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,18,9,5,8,4,0,0,42,6,3,3,4,4,3,0,0,26,6,12,11,10,3,0,4,0,45,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,3,0,9,6,14,9,15,7,0,5,0,62,0,0,0,0,0,0,0,0,4,7,10,5,7,10,0,0,0,38,22,51,30,30,30,9,6,0,182
5127604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,6,0,3,0,5,5,0,0,0,11,4,8,10,4,4,5,0,0,35,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,13,10,6,4,4,0,0,44,0,0,0,0,0,0,0,0,0,3,6,9,10,8,3,0,0,55,11,22,28,27,17,14,7,0,117
5127605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,0,0,0,0,4,0,0,0,4,0,7,4,9,7,0,0,0,32,4,0,3,0,3,0,0,0,10,0,0,3,0,0,0,0,0,3,6,7,6,10,10,0,0,0,45,0,0,0,0,0,0,0,0,0,12,11,14,14,16,11,15,0,87,24,22,29,30,23,8,15,0,159
5127606,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,9,3,3,7,0,0,31,0,10,5,6,14,9,5,0,52,3,16,17,14,21,26,6,0,111,0,0,3,3,0,0,0,0,5,0,0,0,0,3,0,0,0,8,7,16,24,21,28,31,6,3,131,0,0,0,0,0,0,0,0,3,5,11,16,13,8,26,24,5,108,10,44,49,39,59,76,39,11,327
5127607,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,12,10,5,4,3,0,0,36,0,3,8,5,3,0,0,0,22,3,0,7,4,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,3,0,8,5,9,3,0,0,25,0,0,0,0,0,0,0,0,5,7,10,12,20,10,11,5,0,67,7,25,37,45,22,16,8,3,166
5127608,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,4,4,8,3,0,0,27,0,7,9,4,7,3,0,0,26,5,0,11,4,6,3,3,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,9,8,5,5,3,0,37,0,0,0,0,0,0,0,0,0,16,14,13,13,11,15,5,0,77,19,39,35,35,27,23,7,0,180
5127609,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,15,0,0,5,0,0,0,0,0,10,7,7,9,7,3,3,3,0,44,0,4,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,7,14,10,9,11,3,3,3,57,0,0,0,0,0,0,0,0,0,11,7,3,8,12,12,3,0,58,14,27,19,29,28,18,4,4,146
5127610,3,0,0,0,0,0,4,0,8,0,3,3,0,0,0,10,3,15,12,10,3,3,0,0,39,0,4,4,4,6,3,0,0,14,8,6,11,10,4,8,3,0,50,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,0,13,7,11,13,15,4,8,3,0,64,0,0,0,0,0,0,0,0,0,3,14,19,13,9,9,11,3,76,16,50,50,43,28,23,10,3,215
5127611,4,3,0,0,0,0,6,0,0,3,4,3,0,0,0,9,0,8,6,9,7,3,0,0,30,0,0,0,8,15,6,0,0,33,4,8,9,11,9,10,3,0,60,3,9,0,0,0,0,0,0,14,0,3,3,3,7,0,0,0,11,12,17,16,16,17,10,3,0,88,0,0,0,0,0,0,0,0,3,8,15,13,10,10,6,3,0,64,19,45,44,45,44,19,10,3,232
5127612,0,0,0,4,0,0,6,0,0,3,0,8,4,0,0,13,0,3,3,3,12,14,8,0,49,0,3,0,3,24,28,10,0,70,8,10,8,30,40,44,12,0,160,0,4,0,0,0,5,0,0,17,0,0,0,0,0,4,0,0,11,9,11,14,28,48,57,18,0,183,0,0,0,0,4,3,0,0,11,0,6,7,8,19,39,13,0,88,16,21,24,49,111,145,40,3,422
5127613,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,13,0,0,4,0,7,0,0,0,14,7,20,15,19,16,9,4,0,89,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,4,10,19,15,26,16,11,4,0,96,0,0,0,0,0,0,0,0,3,7,0,12,4,4,7,0,0,31,9,25,33,29,28,24,4,4,160
5127614,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,8,3,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,4,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,3,0,22,5,17,12,5,10,3,3,0,61
5127615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,6,7,3,0,0,21,0,0,3,0,0,0,0,0,5,4,5,3,6,7,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,5,5,8,10,3,0,0,34,0,0,0,0,0,0,0,0,3,3,8,8,4,7,4,4,0,39,5,12,22,21,20,16,9,0,102
5127616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,8,0,0,5,3,0,0,0,14
5127701,3,4,5,16,3,0,34,0,0,0,5,9,3,0,0,22,3,26,23,19,44,46,9,0,169,0,6,14,18,46,50,7,0,132,3,17,26,31,65,78,10,0,238,0,0,0,0,7,4,0,0,16,0,0,0,0,9,17,0,0,24,3,23,27,34,79,100,15,0,277,0,0,0,0,5,3,3,0,13,3,17,21,10,61,48,9,4,163,9,72,82,81,251,272,45,4,806
5127702,8,5,7,6,0,0,26,0,4,0,0,0,3,0,0,8,3,23,12,4,10,3,8,0,63,0,9,6,12,22,12,9,0,67,5,16,13,26,38,28,4,0,130,0,0,0,3,0,0,0,0,6,3,7,0,0,3,10,3,0,20,4,19,16,25,36,44,9,0,154,0,0,0,0,0,0,0,0,0,3,24,12,27,28,24,11,3,131,14,84,52,75,108,89,31,4,448
5127703,4,3,3,0,0,0,11,0,0,3,3,4,0,0,0,12,0,12,14,5,0,0,0,0,35,0,7,11,3,8,3,0,0,30,5,18,16,8,4,11,0,0,68,0,3,3,3,0,0,0,0,7,0,0,0,0,3,0,0,0,7,8,27,19,10,10,11,0,0,85,0,0,0,0,0,0,0,0,3,6,4,9,0,3,0,0,0,26,10,50,55,33,29,15,3,0,188
5127704,4,0,7,0,0,0,10,0,0,0,0,8,3,0,0,14,5,27,15,8,12,9,0,0,87,3,7,5,11,11,8,0,0,43,6,30,15,23,28,28,4,0,126,0,4,3,4,3,0,0,0,16,0,3,0,0,3,5,0,0,21,7,37,17,30,34,35,4,0,160,0,0,0,3,0,0,0,0,7,8,22,26,19,23,22,9,0,128,29,93,64,69,92,82,16,0,437
5127705,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,22,0,0,3,0,6,3,0,0,22,3,3,6,4,4,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,6,4,11,5,0,0,31,0,0,0,0,0,0,0,0,3,6,19,7,8,15,15,3,0,69,7,30,16,21,47,24,7,0,147
5127706,6,3,12,3,0,0,32,0,4,0,3,10,3,0,0,14,4,31,14,27,28,17,0,0,119,0,11,9,11,27,22,6,0,93,10,30,29,34,40,43,9,0,191,4,0,0,0,4,0,0,0,10,3,0,3,4,6,10,0,0,24,14,29,28,34,51,48,9,0,225,0,0,0,0,3,0,0,0,7,22,28,23,19,37,34,6,0,170,39,117,83,101,167,131,19,3,657
5127707,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,6,4,3,0,0,19,0,0,0,0,0,0,0,0,0,16,4,0,4,0,0,0,0,26,15,12,10,11,4,3,0,0,53
5127708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
