SA1_7DIGITCODE_2016,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
5102746,15,46,62,46,42,24,33,25,3,287
5102747,0,0,0,0,0,0,0,0,0,0
5102748,10,18,16,5,12,14,15,14,4,102
5102749,9,26,20,14,17,12,13,14,0,126
5102750,16,23,39,27,19,25,16,23,5,192
5102751,20,38,38,41,35,25,27,30,8,267
5102801,4,5,17,11,4,10,17,30,3,108
5102802,3,3,15,14,9,10,11,16,6,81
5102804,9,12,30,28,16,14,23,18,0,153
5102805,9,9,25,15,15,25,21,26,0,152
5102807,3,3,10,18,9,13,12,15,3,85
5102808,9,15,21,34,24,19,16,20,0,157
5102809,20,20,32,31,28,31,18,14,0,198
5102811,26,20,26,13,27,18,12,17,3,160
5102812,33,30,55,43,38,24,46,28,11,296
5102813,16,26,42,23,22,11,17,20,0,179
5102814,6,11,24,18,15,11,12,17,4,123
5102815,3,12,14,7,11,9,3,7,0,66
5102816,14,25,29,12,10,17,11,17,6,147
5102817,7,12,21,21,13,21,7,20,3,133
5102818,5,13,28,15,15,11,20,23,0,133
5102819,10,13,30,22,20,32,28,20,3,177
5102820,3,7,19,13,4,10,7,15,0,82
5102821,9,18,27,14,17,17,18,22,0,140
5102822,8,3,15,11,11,14,17,11,4,90
5102823,0,0,0,0,0,0,0,0,0,0
5102824,0,0,10,4,0,5,7,5,4,33
5102825,13,20,35,16,20,24,18,15,0,162
5102826,22,13,14,17,13,13,16,11,0,112
5102827,0,0,0,0,0,0,0,0,0,0
5102828,5,26,8,11,13,5,6,6,3,89
5102829,0,3,7,11,3,6,3,18,4,59
5102830,47,28,21,16,36,24,8,11,3,202
5102901,0,0,0,0,0,0,0,3,0,8
5102904,7,3,24,10,6,8,17,16,3,92
5102905,28,6,16,6,4,3,13,12,0,92
5102907,17,6,26,12,11,5,15,13,4,123
5102909,3,7,24,17,8,19,23,26,0,135
5102910,5,19,41,28,22,20,36,33,4,213
5102912,33,20,28,15,17,17,16,19,13,175
5102913,56,15,40,13,21,18,27,18,12,212
5102914,11,11,33,27,13,17,20,41,3,176
5102915,8,7,35,10,18,24,18,23,0,149
5102916,10,10,17,22,15,13,16,19,10,120
5102917,7,9,15,25,6,3,18,20,3,113
5102919,13,9,36,21,18,14,24,28,0,159
5102920,14,16,12,5,3,9,5,9,0,59
5102921,13,4,23,13,12,9,18,18,0,107
5102922,8,15,33,20,16,16,20,12,9,143
5102923,21,23,49,20,33,28,45,19,3,247
5102924,4,14,32,20,8,16,27,24,0,144
5102925,10,21,53,17,20,16,28,16,8,173
5102926,0,0,0,0,0,0,0,0,0,0
5102927,0,0,0,0,0,0,0,0,0,0
5102928,24,20,52,18,17,15,9,23,0,186
5102929,18,25,35,22,26,19,23,15,3,191
5102930,26,10,12,8,3,3,5,14,0,94
5102931,13,17,35,16,15,15,16,28,0,155
5102932,20,32,37,17,15,25,30,24,0,207
5103001,15,27,3,5,6,4,0,0,0,69
5103002,33,73,5,7,17,12,4,3,5,165
5103003,0,0,0,0,0,0,0,0,0,0
5103004,0,0,0,9,0,6,0,4,0,16
5103005,0,0,0,0,0,0,0,0,0,0
5103006,0,0,0,0,0,0,0,0,0,0
5103007,40,82,11,23,17,13,0,4,3,197
5103008,30,105,13,12,20,21,3,7,10,223
5103009,39,73,10,13,26,14,0,3,4,188
5103010,47,96,7,22,35,32,0,7,0,241
5103011,65,127,17,21,38,20,0,13,5,307
5103012,37,66,10,14,14,15,3,8,4,169
5103013,48,97,11,20,25,21,3,6,0,233
5103014,20,59,3,3,18,10,0,6,0,114
5103015,43,122,19,23,38,35,3,8,3,292
5103016,66,107,14,26,35,13,0,13,3,281
5103017,29,47,4,7,16,19,4,8,3,127
5103018,52,80,14,17,25,26,5,3,3,231
5103101,12,35,4,8,0,3,0,0,5,67
5103102,0,0,0,0,0,0,0,0,0,0
5103103,39,80,15,25,29,13,0,5,3,211
5103104,32,63,5,7,12,16,0,3,0,137
5103105,24,66,6,9,22,7,0,3,3,137
5103106,40,87,11,16,19,21,3,8,0,194
5103107,43,54,4,14,11,10,0,4,0,143
5103108,56,109,12,12,17,16,0,3,9,234
5103109,22,61,4,9,9,12,0,5,0,119
5103110,19,48,3,11,10,16,4,5,4,126
5103111,25,94,12,23,29,18,12,15,0,235
5103112,28,56,8,9,10,27,0,3,3,143
5103113,28,92,8,21,15,11,0,4,0,186
5103114,59,115,24,14,21,20,0,12,3,266
5103115,23,111,18,16,24,27,0,7,0,227
5103116,3,17,5,3,5,3,0,0,0,36
5103117,50,72,15,16,25,24,3,6,7,216
5103118,25,87,3,20,17,7,4,3,0,174
5103119,28,53,10,10,19,13,5,11,4,148
5103120,23,99,14,28,24,14,12,10,4,232
5103121,44,99,25,33,35,17,5,10,3,274
5103201,27,76,3,9,20,4,0,8,3,154
5103202,34,61,12,18,11,8,0,4,5,149
5103203,24,98,11,7,22,8,0,0,5,181
5103204,33,67,10,8,17,13,0,3,3,158
5103205,49,104,10,14,11,12,0,0,3,207
5103206,31,70,7,6,18,7,3,0,0,143
5103207,51,88,9,12,17,15,3,13,6,212
5103208,26,69,7,6,14,14,0,5,3,152
5103209,64,141,10,18,25,15,3,6,3,287
5103210,32,102,16,19,19,12,0,5,3,205
5103211,42,100,9,21,19,13,3,7,5,217
5103212,44,59,10,17,12,8,3,3,4,160
5103213,50,116,12,21,18,23,0,8,10,253
5103214,31,89,3,17,25,22,0,13,3,200
5103215,52,112,17,18,26,11,0,7,4,251
5103216,18,63,14,14,12,11,0,0,4,130
5103217,46,90,13,15,11,17,0,10,3,208
5103218,54,102,6,9,38,17,3,7,6,237
5103301,34,54,12,13,16,13,3,0,0,145
5103302,31,69,8,3,23,11,0,0,0,153
5103303,54,120,14,27,38,15,3,9,3,282
5103304,23,91,3,15,17,11,4,7,7,179
5103305,48,90,12,17,35,11,0,7,3,232
5103306,32,86,11,16,27,14,0,7,3,199
5103307,21,125,13,21,19,8,0,8,3,212
5103308,0,0,0,0,0,0,0,0,0,0
5103309,35,48,12,10,15,18,0,6,3,156
5103310,32,63,6,9,13,7,4,10,0,149
5103311,29,58,9,8,16,7,0,6,4,136
5103312,38,85,12,19,23,13,4,11,0,210
5103313,21,43,8,12,11,3,0,3,3,100
5103314,55,79,17,21,26,11,6,3,3,225
5103315,39,92,8,18,32,14,0,8,5,213
5103316,35,68,8,12,21,5,0,3,0,163
5103317,27,70,3,8,21,10,0,9,0,155
5103318,22,51,11,11,16,9,0,3,0,125
5103319,19,81,5,13,18,6,3,5,0,144
5103320,49,126,18,20,36,11,3,10,0,274
5103321,27,70,8,7,20,9,0,3,3,152
5103322,28,70,9,14,16,18,0,6,3,173
5103401,22,40,8,31,7,4,0,7,0,111
5103402,21,25,0,3,10,9,0,3,7,75
5103403,55,135,15,25,35,26,3,7,5,298
5103404,40,61,4,4,18,11,0,7,3,155
5103405,57,107,12,7,21,17,4,4,3,230
5103406,30,86,9,11,18,18,0,8,3,191
5103407,58,85,10,25,30,21,3,7,0,245
5103408,22,76,12,25,12,21,6,0,0,179
5103409,40,88,9,17,24,13,0,0,0,184
5103410,66,70,11,15,22,13,0,3,3,193
5103411,40,38,0,11,18,16,3,0,0,128
5103412,30,44,4,23,16,5,3,3,3,136
5103413,29,114,21,43,45,19,7,30,5,308
5103414,19,63,18,27,25,21,5,20,3,190
5103415,27,66,46,47,26,28,6,44,4,291
5103416,33,92,9,14,17,16,6,8,7,201
5103417,30,65,4,16,19,18,3,3,3,159
5103418,29,55,3,7,8,4,3,3,8,113
5103419,20,57,12,13,16,10,0,6,0,131
5103420,49,93,24,22,21,16,4,13,0,234
5103421,46,116,36,38,34,20,3,33,3,332
5103422,32,77,16,20,21,14,0,5,4,195
5103423,29,64,7,7,20,3,0,7,3,141
5103424,27,80,29,38,33,19,6,25,0,250
5103501,19,69,4,4,25,4,0,0,0,126
5103502,0,0,0,0,0,0,0,0,0,0
5103503,43,87,7,13,25,10,0,3,3,191
5103504,12,65,16,19,4,13,10,17,3,151
5103505,19,79,16,26,12,19,7,14,0,188
5103506,9,61,9,22,14,16,8,20,0,150
5103507,3,53,4,12,4,16,3,14,0,109
5103508,0,3,0,0,0,0,0,0,0,5
5103509,10,46,3,3,6,3,0,0,3,83
5103510,57,107,12,12,27,10,3,11,6,247
5103511,40,104,5,21,22,9,3,7,3,215
5103512,71,161,31,20,54,31,6,15,16,407
5103513,53,132,9,28,34,22,6,4,6,298
5103514,41,102,9,14,34,30,0,10,0,245
5103515,17,76,3,8,11,7,0,7,0,141
5103516,30,89,3,14,18,14,0,3,0,177
5103517,50,100,9,11,15,19,7,9,3,227
5103518,36,77,0,9,9,14,0,0,5,153
5103519,31,62,0,5,16,6,0,3,0,124
5103520,29,71,3,13,12,13,5,0,3,136
5103521,32,178,18,18,37,27,4,11,7,323
5103522,4,57,15,117,27,63,6,30,4,321
5103523,44,84,11,14,16,11,3,4,4,191
5103524,15,49,13,69,20,42,3,31,0,240
5103525,24,124,19,26,22,8,3,13,3,252
5103526,23,76,8,8,15,16,3,11,0,154
5103527,17,101,10,11,22,14,3,5,6,196
5103528,49,103,3,12,22,18,0,4,9,220
5103529,20,52,3,3,22,15,3,0,0,119
5103530,33,59,0,5,23,9,0,3,0,136
5103531,43,74,3,13,18,6,0,7,0,165
5103532,50,141,9,22,45,29,4,9,3,311
5103533,68,122,18,22,41,18,3,11,3,306
5103534,13,44,8,12,8,4,0,3,0,85
5103535,43,130,14,25,29,17,3,5,0,266
5103536,36,107,20,18,26,16,3,14,8,247
5103537,27,100,15,30,20,8,5,3,3,211
5103538,33,128,14,15,22,12,3,8,5,240
5103539,30,103,7,15,13,19,3,16,4,213
5103540,32,102,20,17,20,9,0,5,0,212
5103541,30,123,9,9,20,15,0,8,3,227
5103601,0,0,0,0,0,0,0,0,0,0
5103602,53,82,6,20,25,17,3,4,3,207
5103603,39,89,5,19,26,27,0,7,0,204
5103604,27,47,3,12,17,11,3,3,3,128
5103605,25,56,8,17,17,5,0,0,0,144
5103606,24,93,16,27,31,15,5,6,0,207
5103607,3,0,3,7,3,0,0,0,0,16
5103608,37,66,4,17,23,15,0,5,3,173
5103609,52,112,5,22,32,20,3,6,9,254
5103610,25,46,3,10,11,5,0,0,5,98
5103611,71,125,10,15,26,25,3,10,0,283
5103612,46,133,27,19,37,30,3,16,3,307
5103613,23,52,6,7,11,3,0,0,3,114
5103614,50,98,7,15,16,16,3,8,0,219
5103615,4,13,3,15,7,6,0,0,8,64
5103616,20,59,9,4,19,3,0,3,0,120
5103617,48,104,9,18,30,16,0,8,7,239
5103618,23,73,11,16,25,10,0,4,0,168
5103619,39,108,11,27,25,24,0,9,3,238
5103620,34,59,9,8,25,14,0,10,3,163
5103621,22,68,3,16,15,7,0,6,3,139
5103622,0,0,0,0,0,0,0,0,0,0
5103623,46,66,20,91,29,10,5,3,12,271
5103624,29,62,3,20,8,10,0,12,0,150
5103625,0,0,0,0,0,0,0,0,0,0
5103701,5,0,0,0,3,0,0,0,0,6
5103801,35,68,24,11,32,15,3,3,3,197
5103802,21,109,26,15,33,12,3,12,4,238
5103803,44,152,33,25,38,6,3,14,3,313
5103804,31,78,19,4,10,10,0,6,0,169
5103805,27,75,15,25,26,8,3,10,3,186
5103806,52,139,35,36,31,23,11,16,0,338
5103807,23,68,15,19,12,12,6,6,4,163
5103808,20,79,20,18,24,11,3,3,3,177
5103809,17,86,28,30,26,13,6,22,3,232
5103810,28,97,21,19,15,10,5,3,5,199
5103811,34,93,14,20,28,23,6,9,3,236
5103812,0,0,0,0,0,0,0,0,0,0
5103813,48,119,26,27,36,26,7,12,4,293
5103814,18,60,12,8,19,17,4,9,0,143
5103815,38,70,16,14,20,11,3,12,0,186
5103816,25,71,10,15,12,9,3,8,4,158
5103817,54,113,24,28,41,19,7,10,3,295
5103818,26,60,19,18,26,7,3,5,0,164
5103819,29,66,8,10,13,15,5,10,0,156
5103820,32,72,15,11,14,10,7,9,7,168
5103821,23,67,9,11,15,9,0,0,0,128
5103822,59,141,24,24,54,24,8,11,6,354
5103823,13,59,17,14,12,11,8,15,0,141
5103824,36,68,21,17,21,17,7,10,4,195
5103825,23,62,21,14,18,14,3,11,4,165
5103826,54,126,36,25,39,27,6,11,0,338
5103827,29,60,18,14,20,18,6,14,0,169
5103828,37,87,18,33,30,12,7,15,0,248
5103901,20,33,19,17,18,13,0,8,0,132
5103902,40,102,14,9,23,14,3,3,3,209
5103903,36,84,24,28,23,17,6,6,3,229
5103904,0,0,0,0,0,0,0,0,0,0
5103905,33,81,22,12,34,20,8,16,3,231
5103906,26,57,21,19,30,26,7,8,0,199
5103907,29,77,24,19,25,15,3,8,0,203
5103908,35,104,31,23,28,18,3,16,0,270
5103909,29,57,16,11,10,19,7,13,3,167
5103910,51,111,25,35,37,20,7,14,4,303
5103911,38,67,29,23,18,21,7,9,5,224
5103912,39,91,25,33,30,15,3,9,10,254
5103913,33,81,23,11,21,18,4,7,0,191
5103914,41,89,34,36,35,24,11,16,3,290
5103915,16,48,20,16,12,11,7,12,0,144
5103916,31,85,15,17,32,19,4,8,3,224
5103917,50,91,37,31,39,22,8,12,0,275
5103918,48,114,22,23,30,26,6,7,3,278
5103919,15,51,6,21,21,32,3,6,0,157
5103920,45,86,19,14,25,26,5,8,3,235
5103921,51,103,19,27,20,17,3,9,0,253
5103922,39,124,23,24,33,25,5,22,3,311
5103923,30,84,13,22,34,25,4,15,3,228
5103924,31,79,23,44,40,33,8,21,4,283
5103925,31,97,34,23,49,20,9,9,3,289
5103926,28,68,13,13,33,8,4,5,4,180
5103927,28,83,15,14,30,18,3,6,4,195
5103928,28,90,21,19,29,27,8,3,0,222
5103929,43,162,33,29,52,13,7,15,12,358
5103930,54,100,34,30,48,35,10,19,6,333
5103931,33,55,17,18,36,13,4,11,3,186
5103932,49,85,30,15,39,29,9,12,4,266
5103933,28,90,40,20,35,24,5,18,0,251
5103934,32,66,15,18,23,24,4,11,0,192
5103935,30,62,25,16,31,23,10,14,3,220
5103936,34,65,15,14,40,17,3,10,3,212
5103937,25,65,14,20,26,14,0,5,0,171
5103938,33,56,18,19,18,17,4,15,3,174
5103939,26,62,21,15,26,10,6,3,0,171
5104001,31,86,20,23,30,18,4,13,3,222
5104002,43,104,30,30,35,27,4,13,4,299
5104003,37,105,39,26,31,14,0,9,4,263
5104004,33,61,9,12,19,16,4,8,0,161
5104005,30,86,35,28,32,18,9,15,4,252
5104006,51,129,41,31,28,15,8,23,3,333
5104007,40,95,24,16,21,19,4,8,6,242
5104008,35,53,15,17,22,9,0,6,6,166
5104009,45,98,34,10,30,19,6,9,0,255
5104010,40,95,19,10,38,10,4,11,3,229
5104011,42,83,12,26,31,26,0,4,3,227
5104012,18,59,15,12,24,10,4,7,0,154
5104013,36,90,24,22,28,18,5,3,3,230
5104014,19,74,17,17,28,17,8,11,0,189
5104015,22,52,28,32,25,10,7,10,0,188
5104016,25,38,15,9,20,4,7,7,0,121
5104017,45,128,19,20,33,24,3,18,3,289
5104018,32,80,18,18,35,7,0,13,0,199
5104019,31,69,21,22,20,11,7,21,5,209
5104020,35,61,20,13,18,9,3,5,3,164
5104021,24,93,24,18,24,23,11,15,4,232
5104102,57,129,50,60,39,24,5,35,8,416
5104103,42,129,35,20,41,15,10,13,5,308
5104104,41,72,32,37,27,19,7,26,6,269
5104105,27,73,27,31,20,13,8,38,7,243
5104106,17,31,42,41,14,21,9,48,4,223
5104107,36,53,34,44,29,15,3,54,16,284
5104113,58,104,13,20,32,17,3,12,9,269
5104114,53,86,17,6,34,17,0,3,6,219
5104115,26,67,12,13,15,14,3,8,3,167
5104116,40,64,11,3,31,16,0,6,3,182
5104118,41,105,43,53,32,23,13,39,0,344
5104119,28,56,11,14,16,12,4,7,9,166
5104120,71,173,53,46,73,28,7,30,10,490
5104122,31,120,30,28,30,18,7,18,0,286
5104123,23,98,25,31,27,20,14,20,5,255
5104124,26,60,26,16,25,10,9,27,6,207
5104125,16,62,19,11,20,7,6,11,3,158
5104127,66,178,43,42,56,23,8,24,16,443
5104128,40,108,37,52,21,19,4,28,8,322
5104130,67,126,30,39,41,22,4,24,7,356
5104132,49,92,25,20,37,23,3,15,3,272
5104133,51,119,29,35,43,17,6,12,7,326
5104134,56,137,29,29,38,18,5,30,0,343
5104135,42,48,36,50,26,24,12,29,6,263
5104138,21,63,5,13,18,14,0,14,0,147
5104139,30,101,15,7,39,7,3,5,0,210
5104140,40,63,12,15,24,11,3,9,4,171
5104143,12,57,13,25,24,14,6,14,4,170
5104145,54,133,46,47,51,20,21,15,5,391
5104146,45,124,65,33,35,24,13,37,3,383
5104147,29,55,24,23,21,9,10,17,4,195
5104148,25,77,31,12,17,14,3,15,0,182
5104149,47,120,20,40,41,34,11,19,7,340
5104150,41,89,21,22,30,9,6,27,6,249
5104151,86,139,42,30,51,29,22,29,9,429
5104152,29,75,28,29,24,12,3,23,7,226
5104153,47,122,32,38,44,12,9,12,3,317
5104154,27,61,19,26,22,8,6,6,3,172
5104155,64,164,35,23,41,25,8,16,7,374
5104156,51,111,44,24,39,17,7,25,0,301
5104157,46,77,14,18,22,7,0,0,3,187
5104158,19,65,36,27,21,4,5,13,0,189
5104159,60,108,35,31,16,19,3,20,11,305
5104160,79,108,38,28,29,11,0,13,4,314
5104161,79,28,8,4,20,4,0,7,0,155
5104162,39,52,14,10,20,14,4,3,0,151
5104163,184,236,50,48,72,46,17,20,5,680
5104164,90,146,44,65,47,31,7,18,4,453
5104165,0,0,0,0,0,0,0,0,0,0
5104166,41,93,41,40,30,13,3,38,0,298
5104167,0,0,0,0,0,0,0,0,0,0
5104168,0,0,0,0,0,0,0,0,0,0
5104169,20,38,14,9,18,9,0,8,4,128
5104170,81,151,22,21,45,17,4,3,11,349
5104171,55,113,7,15,29,6,5,5,4,254
5104172,95,86,17,26,19,14,3,0,3,266
5104173,134,183,58,41,66,43,6,44,12,578
5104174,125,182,44,30,66,40,17,21,12,532
5104175,35,88,36,28,33,12,8,18,3,251
5104176,67,181,63,67,63,29,16,44,7,535
5104177,89,121,17,29,49,12,7,5,4,335
5104178,32,103,32,21,37,15,8,26,3,273
5104179,29,70,27,33,33,18,6,16,5,241
5104180,27,118,26,18,34,16,5,9,0,248
5104181,3,3,0,0,0,0,0,3,0,11
5104182,21,58,19,21,23,24,9,26,6,197
5104183,22,49,34,25,19,7,3,26,0,192
5104184,31,80,20,30,25,18,4,19,3,231
5104185,47,114,27,34,36,27,5,23,3,332
5104186,46,121,42,31,43,17,11,18,3,337
5104201,49,78,14,3,19,13,0,10,0,190
5104202,43,83,13,12,23,20,3,9,0,204
5104203,132,416,77,57,97,47,9,21,9,862
5104205,21,97,27,36,31,26,7,36,4,282
5104206,27,103,21,24,25,9,0,11,3,223
5104207,32,88,13,16,22,17,0,8,7,200
5104208,49,133,28,23,32,22,7,11,5,312
5104209,24,95,6,17,10,10,0,6,3,173
5104210,26,100,10,19,16,16,4,7,4,207
5104211,33,90,12,9,18,9,0,3,0,176
5104212,26,51,8,13,10,11,0,3,8,131
5104213,35,99,8,12,29,13,0,6,3,213
5104214,21,72,15,17,20,9,0,7,4,156
5104215,31,97,6,18,31,15,3,14,3,214
5104216,33,107,12,15,19,8,0,12,0,197
5104217,45,115,8,16,18,10,0,5,0,220
5104218,14,60,8,12,17,4,0,5,0,117
5104219,41,106,8,13,23,19,0,6,0,220
5104220,34,97,8,9,15,15,4,3,3,201
5104221,35,117,11,6,35,17,3,12,5,246
5104222,33,110,6,16,26,7,0,4,3,209
5104223,34,132,14,22,24,27,3,12,3,272
5104224,32,97,14,16,17,15,0,9,6,212
5104225,45,114,7,13,18,17,0,3,4,217
5104226,30,89,3,15,24,10,4,5,3,184
5104227,4,0,7,0,0,3,3,21,0,48
5104228,24,63,12,12,17,9,3,10,4,150
5104229,31,71,22,11,16,14,3,4,3,172
5104230,45,92,9,10,24,7,0,5,6,209
5104231,38,73,16,15,21,12,4,11,0,184
5104232,28,85,14,12,18,23,3,3,3,194
5104233,53,167,19,23,36,17,0,14,3,334
5104234,49,133,14,22,17,16,3,10,0,261
5104235,17,80,11,20,17,20,0,11,3,188
5104236,21,113,20,30,19,17,11,20,0,255
5104237,3,14,0,3,8,0,0,0,0,24
5104238,45,76,14,16,20,20,4,4,3,201
5104301,13,24,10,16,16,13,7,43,0,153
5104303,18,59,19,22,26,15,14,38,6,223
5104304,17,76,32,31,42,17,8,8,6,231
5104305,9,38,18,32,24,15,10,40,3,181
5104306,29,97,41,32,37,14,18,19,4,301
5104307,12,67,19,13,22,5,4,9,0,148
5104308,26,64,25,36,29,12,6,22,0,224
5104309,0,0,0,0,0,0,0,0,0,0
5104310,45,100,21,10,20,12,5,0,3,214
5104311,0,0,0,0,0,0,0,0,0,0
5104313,25,66,37,40,32,33,14,94,3,341
5104314,16,53,25,50,32,17,9,34,8,249
5104315,11,33,19,25,15,14,14,51,3,191
5104316,40,106,22,32,37,28,9,20,4,299
5104317,46,142,23,22,31,10,6,11,3,296
5104318,24,73,16,13,32,16,3,13,6,196
5104319,37,105,24,22,26,21,3,7,3,248
5104320,40,90,11,14,28,24,0,6,3,220
5104321,43,96,16,22,22,20,0,9,4,225
5104322,34,81,18,10,30,14,0,3,3,194
5104323,37,125,25,24,33,26,4,5,0,288
5104324,25,60,16,18,17,11,4,8,0,165
5104325,42,89,7,15,25,14,3,4,6,214
5104326,33,74,19,17,17,18,0,8,0,190
5104327,31,64,10,9,17,17,3,10,0,167
5104328,53,96,10,13,16,16,5,8,3,221
5104329,50,119,22,19,27,17,4,12,3,271
5104330,44,135,23,20,30,15,4,7,0,278
5104331,40,116,24,27,37,25,13,18,3,300
5104332,35,103,16,14,40,15,11,13,0,247
5104333,23,82,20,14,18,11,3,8,0,186
5104334,47,116,14,10,29,27,0,7,8,249
5104335,16,114,23,17,35,25,9,17,5,255
5104336,21,113,12,36,37,15,13,12,0,260
5104337,38,114,28,43,32,18,11,34,0,312
5104338,42,83,12,16,20,12,0,6,3,185
5104339,60,136,18,19,38,26,4,14,6,313
5104340,17,23,35,31,20,34,26,77,0,257
5104341,18,22,23,34,21,24,6,63,0,232
5104342,12,41,23,22,24,17,18,73,0,226
5104343,8,37,23,17,24,11,7,11,0,142
5104401,10,27,23,9,34,14,4,12,3,142
5104402,23,32,25,28,41,17,13,16,4,186
5104403,15,14,18,23,21,12,7,17,3,127
5104404,27,39,24,23,31,11,21,17,9,202
5104405,16,31,31,19,24,6,20,15,0,161
5104406,22,17,20,22,28,4,13,18,3,155
5104407,22,57,31,27,33,19,22,14,3,230
5104408,27,45,45,25,55,19,16,19,3,257
5104409,9,19,27,26,31,10,11,11,0,148
5104410,7,26,30,13,20,3,8,3,3,115
5104411,26,46,40,32,38,24,26,23,0,249
5104412,16,32,21,18,24,10,11,15,0,153
5104413,15,46,25,26,18,21,12,23,0,187
5104414,23,61,36,16,24,20,14,21,3,215
5104415,25,102,46,32,50,32,20,27,4,349
5104416,20,30,32,27,20,30,5,17,0,184
5104417,45,44,24,21,33,12,9,11,3,201
5104418,22,66,19,25,33,8,10,12,0,198
5104419,48,87,35,42,44,24,8,16,3,315
5104420,18,42,24,20,19,13,6,13,4,158
5104421,34,76,46,30,50,10,15,15,3,280
5104422,38,61,44,33,43,17,12,17,3,267
5104423,50,88,49,30,43,26,12,19,3,327
5104424,17,38,25,17,22,9,6,14,6,153
5104425,22,64,21,14,41,13,3,8,6,190
5104426,11,45,33,28,35,16,23,24,3,216
5104427,18,31,29,14,18,8,6,20,3,146
5104428,23,60,37,18,26,12,12,16,0,201
5104429,34,81,46,34,39,20,17,17,0,287
5104430,13,38,25,13,35,13,3,22,0,164
5104431,18,63,30,23,31,9,8,20,4,211
5104432,0,0,0,0,0,0,0,0,0,0
5104433,43,67,53,37,49,32,24,25,3,338
5104434,0,0,0,0,0,0,0,0,0,0
5104435,19,55,40,23,34,13,13,15,0,219
5104436,18,13,22,20,10,12,10,12,3,117
5104437,11,18,9,10,10,12,3,6,0,80
5104501,26,45,24,24,27,18,4,18,7,186
5104502,16,40,20,15,18,3,6,10,3,129
5104503,31,77,31,37,44,30,12,24,10,294
5104504,24,64,35,20,35,18,5,10,3,217
5104505,27,52,30,26,29,21,17,17,3,219
5104506,24,18,22,20,23,15,16,10,6,158
5104507,25,34,19,20,30,20,9,14,0,165
5104508,16,23,24,29,16,13,7,11,3,142
5104509,30,36,49,19,29,30,16,16,0,224
5104510,19,41,20,17,20,12,12,13,3,153
5104511,36,119,49,38,51,27,15,14,5,357
5104512,0,0,10,3,0,3,0,0,0,15
5104513,26,73,21,27,36,11,13,12,4,224
5104514,25,85,28,20,46,15,3,9,3,236
5104515,28,68,38,32,40,21,11,15,0,257
5104516,34,80,27,18,37,18,8,10,5,239
5104517,48,86,29,27,42,33,7,14,7,294
5104518,20,54,14,12,21,17,11,9,3,152
5104519,0,0,0,0,0,0,0,0,0,0
5104521,24,39,32,15,29,10,7,18,10,190
5104522,22,30,25,15,15,14,9,18,3,141
5104523,9,22,22,15,18,13,7,14,8,125
5104524,19,46,48,26,34,25,21,36,5,262
5104525,42,88,45,37,44,28,4,13,6,295
5104527,14,25,20,8,20,10,5,15,0,114
5104528,41,98,34,29,34,15,13,23,7,285
5104529,23,40,24,22,15,11,11,19,3,171
5104530,25,73,48,36,39,37,20,32,0,319
5104531,30,54,32,21,33,20,9,25,0,234
5104532,44,78,52,15,40,22,6,7,10,273
5104533,17,42,41,10,23,16,12,18,3,170
5104534,36,57,46,31,38,13,11,31,5,261
5104535,21,39,29,22,24,17,15,25,7,198
5104536,33,42,20,16,27,17,5,9,0,169
5104537,28,73,52,39,28,25,18,25,3,298
5104538,8,16,9,20,16,3,6,16,0,92
5104539,31,71,27,13,27,19,12,12,6,209
5104540,33,85,19,25,30,23,11,7,3,238
5104541,33,102,27,20,28,17,8,12,3,254
5104542,35,69,30,17,30,19,3,16,4,222
5104543,42,86,32,32,40,10,12,10,4,263
5104544,37,81,28,21,33,17,10,9,0,230
5104545,24,61,31,21,18,10,7,18,3,196
5104546,28,82,30,34,32,18,14,14,3,256
5104547,28,61,36,24,33,18,3,21,0,236
5104548,24,40,22,17,23,18,12,20,6,180
5104550,48,84,35,26,48,19,6,9,3,281
5104551,21,54,24,20,27,26,15,24,10,213
5104552,20,50,18,18,20,5,11,11,5,162
5104553,28,59,21,25,22,19,5,10,0,193
5104554,37,64,25,26,46,19,5,14,0,245
5104555,9,8,5,7,3,3,0,4,0,39
5104556,20,69,24,19,22,11,10,8,3,175
5104557,5,26,30,26,22,9,15,21,0,151
5104558,26,53,15,18,20,22,10,15,3,173
5104560,33,47,24,20,24,16,6,3,3,181
5104601,28,58,29,21,23,10,12,16,5,204
5104602,44,110,29,21,52,33,17,18,3,323
5104603,28,76,23,14,16,9,8,8,4,183
5104604,25,70,17,15,35,11,6,9,3,206
5104605,41,108,36,22,46,15,4,14,4,294
5104606,68,59,15,19,41,29,6,11,3,248
5104607,41,66,15,12,22,15,3,7,7,182
5104608,0,0,0,0,0,0,0,0,0,0
5104609,42,88,31,25,33,18,7,22,3,279
5104610,27,41,23,16,15,12,16,27,0,168
5104611,20,47,29,20,28,17,14,24,3,205
5104612,38,87,26,26,24,15,7,16,6,238
5104613,23,78,22,21,18,6,12,14,0,194
5104614,30,95,44,52,44,40,19,34,0,362
5104615,31,79,29,25,33,18,14,19,11,253
5104616,21,100,43,34,53,15,13,16,3,296
5104617,35,59,25,33,30,15,4,15,3,221
5104618,30,64,28,26,22,13,8,16,0,213
5104619,19,68,31,25,25,15,10,14,3,199
5104620,27,53,27,29,29,23,3,15,0,207
