SA1_7DIGITCODE_2016,M_Husb_a_r_mar_0_14,M_Husb_a_r_mar_15_24,M_Husb_a_r_mar_25_34,M_Husb_a_r_mar_35_44,M_Husb_a_r_mar_45_54,M_Husb_a_r_mar_55_64,M_Husb_a_r_mar_65_74,M_Husb_a_r_mar_75_84,M_Husb_a_r_mar_85,M_Husb_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85,M_Vis_from_within_Aus_Tot,M_OS_v_0_14_yr,M_OS_v_15_24_yr,M_OS_v_25_34_yr,M_OS_v_35_44_yr,M_OS_v_45_54_yr,M_OS_v_55_64_yr,M_OS_v_65_74_yr,M_OS_v_75_84_yr,M_OS_v_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Husb_a_r_mar_0_14,F_Husb_a_r_mar_15_24,F_Husb_a_r_mar_25_34,F_Husb_a_r_mar_35_44,F_Husb_a_r_mar_45_54,F_Husb_a_r_mar_55_64,F_Husb_a_r_mar_65_74,F_Husb_a_r_mar_75_84,F_Husb_a_r_mar_85,F_Husb_a_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85,F_Oth_rel_ind_Tot
5101424,..,0,4,14,15,17,12,10,0,60,..,0,0,0,3,3,3,0,0,12,..,0,0,0,3,0,0,0,0,4,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,7,7,9,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,3,0,3,3,4,0,25,4,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,22,13,15,29,23,23,20,12,0,156,..,0,7,8,13,24,5,6,0,62,..,0,0,0,4,3,0,0,0,8,..,0,0,0,0,0,3,0,0,9,27,..,..,..,..,..,..,..,..,27,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5101425,..,0,3,15,26,26,10,0,0,85,..,0,3,0,3,3,0,0,0,14,..,0,0,0,0,0,0,0,0,0,49,..,..,..,..,..,..,..,..,49,..,16,..,..,..,..,..,..,..,16,..,5,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,28,9,20,31,37,7,0,0,187,..,0,7,22,26,25,11,0,0,87,..,0,0,7,5,0,0,0,0,18,..,0,0,0,0,0,0,0,0,5,40,..,..,..,..,..,..,..,..,40,..,12,..,..,..,..,..,..,..,12,..,7,4,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0
5101426,..,0,3,13,19,7,10,0,0,54,..,0,0,0,0,5,0,0,0,8,..,0,0,0,0,0,0,0,0,3,41,..,..,..,..,..,..,..,..,41,..,6,..,..,..,..,..,..,..,6,..,7,0,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,41,11,11,20,26,16,8,0,3,137,..,0,10,14,18,6,5,0,0,56,..,0,8,0,3,0,0,0,0,7,..,0,0,0,3,0,0,3,0,8,26,..,..,..,..,..,..,..,..,26,..,4,..,..,..,..,..,..,..,4,..,3,0,3,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0
5101427,..,0,0,3,6,6,4,0,0,18,..,0,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,4,..,..,..,..,..,..,..,4,..,8,0,0,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,10,5,16,5,5,0,0,68,..,0,0,3,5,8,0,0,0,14,..,0,6,0,0,0,0,0,0,10,..,0,0,0,3,0,0,0,0,5,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
5101501,..,0,4,7,9,17,11,3,4,52,..,3,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,8,0,4,0,0,0,0,0,12,..,3,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,5,3,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,9,11,18,23,9,8,5,122,..,0,6,3,12,18,12,5,3,57,..,7,0,3,0,0,0,0,0,11,..,0,3,0,3,3,0,0,0,10,19,..,..,..,..,..,..,..,..,19,..,10,..,..,..,..,..,..,..,10,..,3,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6
5101502,..,0,3,10,16,20,15,9,3,70,..,5,6,3,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,30,..,..,..,..,..,..,..,..,30,..,11,..,..,..,..,..,..,..,11,..,5,8,0,0,0,0,0,0,16,..,0,0,0,3,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,3,0,4,6,0,0,0,11,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,27,20,30,12,19,27,16,10,3,165,..,0,5,11,13,19,10,5,0,65,..,8,6,5,0,0,0,0,0,25,..,0,0,3,3,4,0,0,0,15,40,..,..,..,..,..,..,..,..,40,..,4,..,..,..,..,..,..,..,4,..,4,3,0,0,0,0,0,0,9,..,0,0,0,0,3,0,0,0,3
5101503,..,0,11,11,17,8,21,5,0,84,..,3,11,3,4,0,3,0,0,22,..,0,0,0,0,0,0,0,0,8,41,..,..,..,..,..,..,..,..,41,..,6,..,..,..,..,..,..,..,6,..,15,11,0,0,0,0,0,0,25,..,6,0,0,0,0,0,0,0,9,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,3,3,3,6,6,3,3,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,41,39,36,26,36,22,26,12,5,239,..,0,13,14,14,15,22,10,0,84,..,6,6,3,6,0,0,0,0,23,..,3,4,4,3,5,0,0,0,20,45,..,..,..,..,..,..,..,..,45,..,5,..,..,..,..,..,..,..,5,..,4,8,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0
5101504,..,0,3,9,10,7,18,12,0,53,..,3,8,6,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,3,3,0,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,6,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,3,14,22,15,8,16,10,0,124,..,0,3,8,7,14,12,6,0,53,..,3,4,3,0,0,0,0,0,14,..,0,6,3,3,0,0,0,0,11,20,..,..,..,..,..,..,..,..,20,..,4,..,..,..,..,..,..,..,4,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5101505,..,0,12,11,16,26,14,9,5,87,..,7,5,10,0,5,3,0,0,28,..,0,0,3,0,0,0,0,0,6,47,..,..,..,..,..,..,..,..,47,..,9,..,..,..,..,..,..,..,9,..,8,7,0,3,3,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,3,0,0,8,..,3,4,3,7,3,4,0,0,24,3,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,47,33,26,24,29,33,22,16,4,230,..,0,13,19,17,17,18,7,0,91,..,4,14,5,3,3,4,0,0,27,..,0,8,3,3,3,0,0,0,27,57,..,..,..,..,..,..,..,..,57,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,5,..,3,0,0,3,0,0,3,0,10
5101506,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5101507,..,0,10,19,14,16,9,3,0,86,..,5,4,4,5,0,7,0,0,20,..,0,0,3,0,3,0,0,0,6,43,..,..,..,..,..,..,..,..,43,..,12,..,..,..,..,..,..,..,12,..,10,6,3,3,0,0,0,0,20,..,0,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,7,..,3,7,3,3,8,12,3,3,45,0,4,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,45,38,28,33,32,38,28,8,6,260,..,0,22,10,22,19,6,3,0,82,..,7,5,7,7,0,3,0,0,26,..,0,11,6,9,3,3,0,4,31,43,..,..,..,..,..,..,..,..,43,..,11,..,..,..,..,..,..,..,11,..,10,5,0,0,0,0,0,0,9,..,0,0,0,0,0,3,0,0,4
5101508,..,0,9,10,12,21,14,7,3,69,..,0,11,0,3,0,0,0,0,16,..,0,0,3,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,6,..,..,..,..,..,..,..,6,..,5,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,6,0,0,3,0,0,0,10,..,0,3,5,4,8,0,3,0,26,3,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,22,18,32,19,20,34,21,12,3,185,..,0,4,9,12,21,17,8,0,76,..,8,9,0,5,0,0,0,0,20,..,0,3,3,3,0,0,0,0,13,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4
5101509,..,0,3,4,10,15,10,9,5,52,..,0,0,3,0,4,0,0,0,12,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,5,..,..,..,..,..,..,..,5,..,10,4,0,5,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,18,8,10,13,19,13,15,5,110,..,0,4,6,14,10,16,4,0,56,..,0,3,0,0,3,0,0,0,12,..,0,0,5,3,3,0,3,0,19,15,..,..,..,..,..,..,..,..,15,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0
5101510,..,0,9,9,9,22,26,34,11,118,..,3,4,7,3,3,3,0,0,22,..,0,0,0,0,0,0,0,0,3,31,..,..,..,..,..,..,..,..,31,..,5,..,..,..,..,..,..,..,5,..,8,8,8,0,0,0,0,0,20,..,0,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,4,0,0,0,11,..,0,3,3,0,10,7,4,5,29,4,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,31,21,33,29,16,36,37,40,15,253,..,0,10,8,15,21,26,28,6,120,..,8,0,3,0,3,3,0,0,19,..,0,4,5,4,3,0,0,0,22,31,..,..,..,..,..,..,..,..,31,..,10,..,..,..,..,..,..,..,10,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4
5101513,..,0,10,13,21,10,12,3,3,71,..,5,10,4,7,3,0,0,0,29,..,0,0,0,0,0,0,0,0,4,65,..,..,..,..,..,..,..,..,65,..,11,..,..,..,..,..,..,..,11,..,10,3,0,3,0,0,0,0,19,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,5,8,0,0,3,0,0,0,17,..,0,0,4,4,9,3,0,0,16,0,0,5,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,67,42,39,31,35,26,12,7,4,255,..,0,16,20,16,11,4,3,0,72,..,3,12,5,4,4,0,0,0,31,..,3,7,12,7,3,0,3,0,31,60,..,..,..,..,..,..,..,..,60,..,14,..,..,..,..,..,..,..,14,..,5,0,0,0,0,0,0,0,12,..,0,0,0,0,3,0,0,0,3
5101514,..,0,26,27,19,10,7,3,0,89,..,5,8,7,9,0,0,0,0,28,..,0,3,0,5,0,0,0,0,9,81,..,..,..,..,..,..,..,..,81,..,8,..,..,..,..,..,..,..,8,..,16,3,3,0,0,0,0,0,17,..,3,0,0,0,0,0,0,0,3,..,0,7,0,0,0,0,0,0,4,..,0,5,0,3,3,0,0,0,8,..,0,11,4,4,4,0,3,0,29,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,83,40,58,42,39,18,15,4,0,304,..,0,31,22,16,13,5,3,0,92,..,13,12,0,3,3,0,0,0,33,..,0,11,18,6,4,3,0,0,36,96,..,..,..,..,..,..,..,..,96,..,11,..,..,..,..,..,..,..,11,..,12,0,0,0,0,0,0,0,14,..,0,0,0,0,3,0,0,0,6
5101515,..,0,3,11,12,15,13,3,0,53,..,0,9,8,0,3,0,0,0,16,..,0,0,0,0,0,0,0,0,3,30,..,..,..,..,..,..,..,..,30,..,3,..,..,..,..,..,..,..,3,..,3,6,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,12,24,22,11,26,11,3,3,146,..,0,12,15,13,16,7,4,0,65,..,3,7,3,3,0,0,0,0,14,..,3,3,3,0,0,0,0,0,14,28,..,..,..,..,..,..,..,..,28,..,5,..,..,..,..,..,..,..,5,..,5,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0
5101516,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5101517,..,4,12,14,15,9,5,0,0,61,..,0,18,3,0,3,0,0,0,29,..,0,0,0,0,0,0,0,0,0,58,..,..,..,..,..,..,..,..,58,..,10,..,..,..,..,..,..,..,10,..,9,5,0,0,0,0,0,0,16,..,3,0,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,7,..,3,3,0,0,0,0,0,0,6,..,0,0,3,0,3,0,0,0,11,0,0,3,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,0,6,57,31,54,19,21,19,6,3,0,223,..,0,16,21,16,9,0,0,0,62,..,9,10,4,4,3,0,0,0,31,..,0,6,6,0,4,0,0,0,20,67,..,..,..,..,..,..,..,..,67,..,10,..,..,..,..,..,..,..,10,..,8,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3
5101518,..,0,0,12,17,14,11,3,0,62,..,0,0,3,3,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,6,..,..,..,..,..,..,..,6,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,7,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,15,13,19,24,25,13,3,0,119,..,0,7,15,18,17,12,3,0,63,..,0,0,0,8,4,0,0,0,15,..,0,0,0,4,0,0,0,0,9,31,..,..,..,..,..,..,..,..,31,..,11,..,..,..,..,..,..,..,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5101519,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5101520,..,0,8,6,9,14,8,4,0,48,..,5,6,0,0,0,0,0,0,10,..,0,0,3,0,3,0,0,0,7,27,..,..,..,..,..,..,..,..,27,..,6,..,..,..,..,..,..,..,6,..,8,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,5,..,0,3,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,24,10,15,18,8,6,0,129,..,0,15,8,7,19,0,6,0,55,..,3,8,0,0,0,0,0,0,16,..,3,0,3,3,0,0,0,0,15,43,..,..,..,..,..,..,..,..,43,..,7,..,..,..,..,..,..,..,7,..,7,3,0,0,0,0,0,0,8,..,0,0,0,0,3,0,0,0,6
5101521,..,0,9,12,25,14,13,3,0,78,..,0,6,3,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,39,..,..,..,..,..,..,..,..,39,..,13,..,..,..,..,..,..,..,13,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,4,0,13,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,41,16,16,22,31,25,20,3,0,167,..,0,10,21,22,18,7,3,0,79,..,0,7,4,0,3,0,0,0,13,..,0,0,4,3,0,0,0,0,10,31,..,..,..,..,..,..,..,..,31,..,8,..,..,..,..,..,..,..,8,..,9,0,0,0,0,0,0,0,8,..,3,0,0,0,4,0,0,0,4
5101601,..,0,3,8,16,11,13,3,0,53,..,0,3,0,3,3,0,0,0,10,..,0,0,0,0,0,0,0,0,7,25,..,..,..,..,..,..,..,..,25,..,11,..,..,..,..,..,..,..,11,..,6,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25,17,8,13,22,20,17,3,0,115,..,0,3,6,15,20,7,6,0,62,..,0,3,5,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,4,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,6,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0
5101602,..,0,10,6,10,19,15,10,0,78,..,0,6,0,6,3,0,0,0,15,..,0,0,0,0,0,0,0,0,3,40,..,..,..,..,..,..,..,..,40,..,6,..,..,..,..,..,..,..,6,..,6,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,6,..,0,3,3,5,7,4,0,0,31,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,46,19,30,13,30,36,23,17,0,207,..,0,17,9,18,21,17,4,0,81,..,3,10,0,3,0,0,0,0,22,..,0,0,10,4,3,0,0,0,16,41,..,..,..,..,..,..,..,..,41,..,10,..,..,..,..,..,..,..,10,..,3,5,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0
5101603,..,0,0,5,6,11,3,4,0,29,..,0,3,0,0,0,0,0,0,7,..,0,0,0,3,0,0,0,0,5,21,..,..,..,..,..,..,..,..,21,..,7,..,..,..,..,..,..,..,7,..,3,3,0,3,0,0,0,0,13,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,4,4,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,15,13,6,12,14,11,4,0,103,..,0,5,4,5,7,6,0,0,31,..,0,3,0,3,0,0,0,0,9,..,0,0,0,6,3,0,0,0,9,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,9,..,3,0,0,0,0,0,0,0,5
5101604,..,0,3,9,12,14,7,8,0,55,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,31,..,..,..,..,..,..,..,..,31,..,6,..,..,..,..,..,..,..,6,..,9,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,31,12,9,9,18,19,10,8,0,117,..,0,4,14,14,12,9,4,0,57,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
