SA1_7DIGITCODE_2016,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_over_Mgrs,P_85_over_Profnls,P_85_over_Techs_trades_wrkrs,P_85_over_Com_psnl_serv_wrkrs,P_85_over_Cler_admin_wrkrs,P_85_over_Sales_wrkrs,P_85_over_Mach_oper_dvrs,P_85_over_Labrs,P_85_over_Inad_desc_Ns,P_85_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
5100101,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,4,3,3,6,0,0,9,0,25,12,0,6,0,4,0,0,0,0,26,13,6,3,4,5,3,0,3,0,36,22,3,7,0,4,4,5,13,0,59,20,0,0,0,0,0,0,3,0,31,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,77,20,28,11,13,14,12,35,0,198
5100102,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,6,0,0,0,6,4,25,23,13,3,9,0,6,0,88,32,29,28,6,18,9,5,19,0,147,17,20,14,4,8,6,5,3,3,76,6,6,4,0,9,3,3,10,0,42,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,77,77,33,40,33,15,39,6,382
5100103,0,0,0,0,0,3,0,4,0,10,0,0,3,3,0,0,0,3,0,10,0,3,0,0,0,3,0,4,0,13,0,3,3,5,3,0,0,3,0,13,3,3,7,6,0,0,4,4,0,27,5,0,9,3,10,4,0,3,0,40,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,22,16,11,13,4,25,0,123
5100104,0,0,0,0,0,8,0,3,0,11,0,0,0,3,0,0,0,0,0,4,6,3,5,6,0,0,0,3,0,19,6,0,4,3,3,0,3,5,0,25,8,3,7,10,3,4,5,6,0,46,4,3,3,6,8,0,4,13,0,41,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,15,26,27,15,15,14,30,0,163
5100105,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,15,4,8,7,0,3,3,0,4,0,29,4,4,6,0,3,3,4,3,0,29,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,19,14,8,11,4,10,0,99
5100106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100107,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,0,5,0,9,4,0,5,0,0,0,0,4,0,22,14,0,0,0,0,0,0,6,0,27,9,0,5,4,5,0,0,0,0,32,12,3,0,3,3,0,4,4,0,34,11,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12,18,12,11,9,10,28,0,153
5100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100109,0,0,3,0,0,3,0,3,0,12,0,0,0,0,0,0,0,3,0,10,4,7,0,0,0,0,0,3,0,20,12,10,6,7,3,0,0,6,0,48,13,8,8,11,4,0,3,12,0,65,15,9,6,3,3,3,0,10,0,52,15,5,0,0,0,0,3,3,6,26,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,61,32,27,20,16,10,11,45,6,235
5100110,0,0,0,0,0,4,0,0,0,8,0,0,3,4,0,0,0,4,0,13,4,9,4,3,0,0,0,4,0,24,0,5,3,4,0,0,0,3,0,25,11,4,7,5,0,0,0,3,0,27,8,9,6,0,0,0,0,4,0,31,4,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,37,26,18,20,7,4,0,26,0,144
5100111,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,8,6,3,3,0,0,0,3,6,0,24,3,12,6,6,4,0,3,6,0,38,8,8,14,3,3,0,0,4,0,43,10,8,4,0,11,3,0,7,0,46,4,8,0,3,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,25,11,21,8,6,34,3,181
5100112,0,0,0,3,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,3,7,3,0,3,3,3,0,3,0,21,4,9,5,0,3,0,3,7,0,33,6,9,5,0,3,3,3,0,0,37,10,7,4,3,3,0,0,3,4,31,17,0,0,0,0,0,0,3,0,23,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,49,24,12,15,19,12,6,18,3,160
5100113,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,5,3,4,0,0,0,0,3,0,19,4,4,4,0,4,9,0,4,0,35,5,3,12,4,0,3,3,9,0,32,3,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,23,11,7,15,4,18,0,112
5100114,0,0,3,6,0,9,4,3,0,22,0,0,0,0,0,0,0,0,0,6,3,0,7,9,4,9,0,4,0,42,13,18,26,10,14,0,3,10,0,97,16,5,10,6,3,4,3,17,3,60,5,7,3,6,3,7,0,3,0,33,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,27,44,30,33,35,13,43,3,267
5100115,0,0,0,3,0,4,0,0,0,8,0,0,0,3,0,4,0,0,0,5,3,0,8,3,0,0,0,3,0,22,11,13,10,3,6,7,3,3,0,49,11,3,8,3,7,5,0,5,0,40,12,12,3,0,4,0,4,6,0,46,15,3,0,3,4,0,0,3,0,26,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,31,27,21,20,18,6,21,3,203
5100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100202,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,8,3,3,0,0,0,0,0,4,0,11,4,0,0,3,6,0,3,0,0,13,0,3,0,3,0,0,0,0,0,14,0,3,0,0,3,0,3,3,0,12,3,0,0,0,4,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,6,17,5,10,11,3,75
5100203,0,0,3,0,0,5,0,4,0,15,0,0,3,3,0,0,0,3,0,11,3,0,6,7,0,3,3,5,0,25,3,8,13,4,13,5,3,4,0,62,11,5,14,5,5,3,7,6,0,60,12,0,7,3,3,3,3,7,0,39,11,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,20,52,24,26,27,20,28,3,225
5100204,0,0,0,0,0,5,0,3,0,13,0,0,0,0,0,7,0,3,0,11,0,3,11,4,3,5,3,4,0,29,3,6,4,0,8,5,0,6,0,32,8,7,5,3,3,8,3,0,0,41,3,5,0,3,4,0,4,7,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,22,15,15,28,11,21,0,153
5100205,0,0,3,10,0,6,0,4,0,21,0,0,4,0,0,0,0,0,0,7,0,3,5,0,0,0,0,0,0,13,7,9,8,6,7,0,4,0,0,33,11,15,13,6,9,3,4,0,0,66,3,7,6,4,6,4,0,0,0,32,0,6,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,32,22,27,16,14,9,0,178
5100206,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,3,3,3,0,14,0,3,3,3,0,3,0,4,0,22,3,3,5,4,0,3,3,4,0,34,0,0,8,0,4,3,3,3,0,26,0,3,0,6,4,0,0,0,0,19,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,18,19,16,11,13,19,4,126
5100207,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,0,0,0,0,10,0,0,10,0,3,0,3,3,0,22,4,3,10,0,7,3,0,3,0,30,3,5,3,3,0,5,0,3,0,19,0,3,4,7,3,3,0,5,3,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,25,19,7,17,3,17,3,113
5100209,0,0,0,3,0,3,0,0,0,6,3,0,4,4,0,3,0,0,0,21,5,4,6,4,3,6,3,9,0,42,0,11,4,12,0,0,0,3,0,31,6,11,4,11,3,6,3,13,0,50,12,10,4,3,3,7,3,3,0,43,3,0,0,4,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,39,23,37,7,32,13,37,3,213
5100213,0,0,0,4,0,4,0,0,0,12,0,0,0,0,0,3,0,0,0,9,0,5,6,0,0,0,0,3,0,14,3,7,5,4,3,4,3,0,0,29,9,6,9,8,10,5,4,3,0,45,0,3,3,0,3,5,4,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,19,21,11,23,22,15,21,3,138
5100214,0,0,0,7,3,7,0,4,0,23,0,4,10,4,3,0,0,3,0,26,11,8,14,8,4,3,0,0,0,46,9,12,9,13,12,6,4,3,0,76,12,15,17,9,18,7,10,4,0,88,6,4,7,5,9,0,6,3,0,39,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,45,52,39,51,25,22,25,3,307
5100216,0,0,0,0,0,4,0,0,0,6,0,3,7,0,0,3,0,3,0,16,0,3,3,3,0,0,6,8,0,19,7,3,6,4,5,0,3,5,0,32,4,3,5,8,4,3,3,9,0,42,0,0,3,4,0,3,5,8,0,25,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,21,22,14,16,11,28,0,154
5100217,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,9,0,3,5,0,4,0,25,3,3,3,3,3,0,7,3,0,30,0,3,6,8,4,5,4,8,0,28,0,5,8,4,3,3,0,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,22,21,19,16,10,22,0,125
5100218,0,0,0,0,0,8,0,0,0,10,0,0,4,0,0,0,0,4,0,8,0,3,5,0,3,0,3,6,3,16,0,3,5,0,3,3,0,7,0,25,0,4,0,3,5,5,0,3,0,19,3,4,4,0,4,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,9,14,18,3,25,4,107
5100219,0,0,0,0,0,4,0,3,0,8,0,0,0,4,0,0,0,3,0,12,9,10,3,6,0,3,0,3,0,29,5,0,5,3,3,3,0,7,0,23,9,6,6,3,4,3,3,8,0,47,3,3,9,7,4,4,3,3,0,37,4,0,3,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,22,23,23,18,22,17,22,0,173
5100220,0,0,0,3,0,3,0,3,0,10,0,0,3,5,3,3,0,3,0,22,0,6,9,4,4,0,0,9,0,35,5,3,10,6,3,3,0,8,0,36,11,5,4,3,0,8,0,3,0,36,7,11,7,9,13,6,3,3,0,51,0,3,0,0,3,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,33,29,22,22,8,32,3,206
5100222,0,0,0,0,0,5,0,0,0,11,0,0,3,0,3,6,0,0,0,13,0,4,8,0,0,0,0,0,0,15,10,19,9,6,12,4,5,0,0,49,16,15,11,0,9,7,6,4,0,60,10,8,5,0,6,3,3,0,0,39,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,32,7,22,23,12,10,0,203
5100223,0,0,4,3,0,6,0,0,0,14,0,0,7,0,0,3,0,0,0,8,0,5,0,0,0,0,0,0,0,4,3,3,3,3,4,0,0,5,0,24,3,3,17,3,10,4,8,8,0,51,0,4,3,6,0,0,3,3,0,16,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,30,19,14,17,13,16,0,133
5100224,0,0,5,7,0,4,0,0,0,14,0,0,7,5,0,3,0,3,0,15,3,0,5,3,0,0,0,4,0,21,0,11,10,10,11,0,0,10,0,46,3,3,11,3,3,3,5,5,0,30,7,3,7,0,5,3,0,3,0,28,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,38,26,16,13,15,22,3,163
5100226,0,0,3,3,0,0,0,0,0,7,0,3,3,0,0,3,0,0,0,13,0,0,3,0,3,3,0,0,0,12,3,11,11,0,7,0,0,4,0,26,12,8,10,5,5,0,4,3,0,47,6,6,4,3,4,7,0,0,0,36,3,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,28,31,20,23,15,5,17,9,166
5100227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,11,3,0,0,0,3,0,0,0,0,12,4,5,5,3,3,3,0,3,0,21,3,3,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,10,8,12,8,0,7,0,68
5100229,0,0,5,3,0,6,0,3,0,27,0,0,4,0,0,3,0,3,0,13,4,6,18,3,9,3,0,7,0,49,12,13,10,13,11,3,8,3,0,65,9,10,7,9,5,10,4,3,0,58,3,7,3,4,3,3,0,6,0,34,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,50,39,36,36,13,22,3,260
5100230,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,17,0,3,6,0,5,0,0,3,0,18,3,9,4,0,3,0,3,0,0,19,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,15,0,12,6,7,6,0,69
5100231,0,0,3,8,3,6,3,3,0,17,0,0,3,0,0,3,0,0,0,9,3,10,10,3,3,0,0,12,0,39,6,16,17,6,4,4,3,4,0,62,6,13,15,4,10,0,3,3,0,48,5,4,3,4,4,5,5,3,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,42,26,25,23,17,22,3,216
5100232,0,0,0,4,0,10,0,0,0,11,0,3,3,0,0,0,0,0,0,5,0,3,0,0,0,3,0,4,0,16,3,5,8,5,4,5,0,0,0,28,0,8,7,4,0,0,0,3,3,27,7,3,0,5,4,0,3,4,0,28,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,14,15,10,18,8,17,5,121
5100233,0,0,0,0,0,4,0,3,0,13,0,0,3,0,0,0,0,4,0,10,3,5,6,5,5,4,3,0,0,26,0,4,13,5,3,3,0,4,0,33,3,6,3,5,3,8,0,3,0,29,8,10,11,6,4,5,5,3,0,42,0,3,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,17,20,32,28,19,19,10,22,0,164
5100234,0,0,0,3,0,8,0,5,0,17,0,0,13,5,10,3,3,10,0,42,12,12,29,13,11,9,5,12,0,94,16,13,10,8,14,7,10,9,0,87,14,5,4,9,10,6,0,4,0,52,10,3,0,0,11,7,3,12,0,51,8,0,0,0,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,62,38,54,41,52,39,22,49,3,359
5100235,0,0,0,0,0,8,0,4,0,15,0,0,0,9,3,0,0,4,0,13,0,4,8,0,3,0,5,0,0,22,3,0,4,3,3,3,0,7,0,25,5,5,10,6,5,9,4,3,0,46,8,3,3,5,4,4,0,3,0,37,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,18,25,27,23,22,14,30,3,168
5100236,0,0,0,0,0,3,0,4,0,15,0,0,6,3,0,0,0,0,0,11,0,0,9,5,0,3,0,4,0,24,6,4,15,4,3,0,5,16,0,52,3,4,6,5,3,5,3,10,3,36,0,4,0,3,6,0,0,5,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,35,23,10,18,10,38,9,175
5100237,0,0,0,0,0,7,0,4,0,14,3,0,3,4,0,0,0,3,0,13,13,8,12,4,4,4,0,0,0,44,16,13,4,3,7,0,0,5,0,49,17,13,8,4,21,8,0,10,3,82,12,18,10,4,16,9,3,8,7,93,6,5,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,58,35,24,55,31,14,28,6,313
5100238,0,0,3,4,0,3,0,6,0,19,4,0,0,3,0,0,0,0,3,11,0,3,6,3,0,0,0,0,0,20,8,10,3,4,3,0,0,3,0,38,8,10,3,8,4,5,4,4,0,39,3,7,5,0,0,3,5,0,0,29,3,3,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,26,25,16,11,12,20,8,169
5100239,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,0,0,7,0,0,3,0,4,0,6,3,0,23,4,4,3,5,4,3,0,0,0,25,6,0,7,3,5,5,0,0,0,24,5,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,19,10,14,7,5,12,0,99
5100240,0,0,4,3,3,0,0,5,0,12,0,0,0,3,0,0,0,3,0,9,4,3,6,6,4,3,7,3,0,35,3,8,13,7,7,0,0,6,0,45,0,4,6,7,4,0,4,0,0,29,0,4,11,3,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,40,25,20,9,7,24,0,150
5100241,0,0,0,0,0,3,0,3,0,15,0,0,3,0,0,0,0,3,0,12,4,3,8,4,3,3,0,10,0,31,0,6,5,3,3,5,0,12,0,37,7,6,9,6,3,4,3,6,0,40,3,0,6,3,3,0,3,3,0,30,3,0,0,0,0,4,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,29,22,21,21,12,39,3,177
5100243,0,0,4,3,0,8,0,4,0,19,0,0,4,0,3,0,0,0,0,11,0,5,13,3,3,0,3,3,0,28,0,6,7,4,4,3,9,3,0,32,4,12,10,4,6,4,7,8,0,58,3,11,8,3,11,0,0,0,0,36,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,45,25,26,18,19,17,0,195
5100244,0,3,3,3,0,8,0,7,0,23,0,0,7,0,0,3,0,0,0,9,0,3,5,6,0,4,0,7,0,34,0,7,8,7,7,3,14,9,0,53,8,7,10,4,9,7,3,8,0,56,6,3,5,4,4,8,4,5,0,28,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,37,29,26,30,16,34,4,212
5100246,0,0,3,0,0,4,0,0,0,8,0,0,5,3,0,0,0,4,0,12,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,0,14,5,3,3,3,3,6,0,0,0,25,6,4,3,0,3,3,5,3,0,20,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,20,8,13,14,6,8,0,90
5100247,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,7,3,0,3,0,0,0,16,4,3,3,0,0,3,0,3,0,21,7,9,13,7,7,0,0,4,0,43,4,6,3,5,6,10,9,7,0,52,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,32,23,15,22,18,9,13,4,155
5100249,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,4,0,4,0,0,3,0,13,0,7,3,0,0,0,0,4,0,22,3,8,0,3,3,0,4,3,0,27,8,0,0,0,0,0,0,3,0,14,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,9,6,7,3,4,18,0,88
5100250,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,15,0,7,8,3,5,3,3,3,0,41,9,9,8,3,4,3,0,3,0,37,8,8,7,0,5,5,3,3,0,36,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,20,12,12,20,9,15,4,138
5100251,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,9,3,3,0,0,0,3,0,0,0,10,0,3,3,9,3,0,0,3,0,22,5,9,0,0,5,0,3,3,0,34,4,6,3,3,3,3,0,0,3,23,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,11,10,23,10,3,14,3,112
5100252,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,10,7,6,6,3,3,0,4,3,0,33,3,9,6,0,3,0,0,4,0,29,0,4,4,0,0,0,0,6,0,19,4,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,12,25,25,8,10,6,7,15,3,121
5100253,0,0,0,5,0,8,0,3,0,19,0,0,10,6,0,5,0,5,0,20,4,5,23,11,10,3,3,16,0,80,13,15,16,20,11,9,11,11,0,102,4,12,10,9,7,5,8,7,0,59,3,4,3,4,3,3,10,8,0,37,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,65,54,37,36,27,42,0,325
5100254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,0,11,0,3,0,0,0,0,0,3,0,8,4,7,9,0,0,3,0,4,0,23,3,3,3,0,4,0,0,3,0,22,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,15,7,8,7,3,15,0,86
5100255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,10
5100256,0,0,0,0,0,0,0,0,0,3,0,3,7,3,0,4,0,3,0,25,3,3,8,0,4,0,0,5,0,26,0,9,3,0,0,0,0,0,0,19,4,5,9,0,3,4,0,8,0,34,0,3,3,3,3,0,0,6,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,28,8,13,15,5,24,0,122
