SA1_7DIGITCODE_2016,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_over_Mgrs,P_85_over_Profnls,P_85_over_Techs_trades_wrkrs,P_85_over_Com_psnl_serv_wrkrs,P_85_over_Cler_admin_wrkrs,P_85_over_Sales_wrkrs,P_85_over_Mach_oper_dvrs,P_85_over_Labrs,P_85_over_Inad_desc_Ns,P_85_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
5101809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,3,0,0,0,0,3,13,0,4,4,0,3,0,0,4,0,18,13,3,7,0,6,3,0,3,6,32,14,8,4,3,3,3,0,3,0,43,8,0,0,0,0,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,24,10,16,10,0,13,3,136
5101810,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,3,3,0,13,0,0,8,3,3,0,0,5,0,17,5,5,3,6,0,0,0,4,0,22,3,5,11,3,0,0,3,3,0,29,4,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,19,9,7,5,5,22,0,103
5101811,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,16,8,3,3,0,0,0,3,3,0,19,9,9,3,3,3,0,3,6,0,38,15,11,8,8,8,4,8,4,0,65,17,3,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,26,16,14,15,9,17,18,0,180
5101812,4,0,3,0,0,3,0,3,0,12,0,0,0,0,0,0,0,3,0,8,4,0,5,0,3,3,9,5,0,27,11,3,7,5,4,0,0,4,0,35,22,4,3,3,3,6,7,5,0,58,14,0,3,3,6,0,4,12,0,50,14,0,0,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13,29,20,15,16,20,33,0,218
5101813,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,3,6,0,13,3,5,14,8,4,3,8,8,0,52,3,3,4,3,10,0,8,6,0,36,0,4,9,6,4,3,8,3,0,42,4,3,0,9,3,3,0,10,0,27,3,3,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,31,20,26,11,32,33,0,180
5101814,0,0,3,0,0,5,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,3,3,0,0,3,3,0,12,4,3,3,3,0,3,7,0,0,25,0,5,0,0,0,0,5,0,0,16,0,4,5,3,0,4,0,3,0,20,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,16,4,13,24,8,0,99
5101815,0,0,4,0,0,3,0,3,0,9,0,0,3,0,0,0,3,3,0,13,0,4,3,0,3,4,4,3,0,26,4,3,7,3,5,5,0,3,3,30,9,8,6,4,4,0,3,5,0,45,15,8,4,9,11,3,7,6,0,57,3,0,0,0,0,0,0,6,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,27,25,18,24,12,21,34,3,204
5101816,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,0,12,3,3,13,0,3,0,5,7,0,28,3,3,0,0,3,0,3,3,0,24,3,8,4,3,0,0,0,3,0,26,9,4,3,0,5,3,0,0,0,26,3,0,6,0,3,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,29,7,21,4,9,33,4,146
5101901,0,0,0,3,0,8,0,4,0,19,0,3,8,0,0,0,4,7,0,26,4,3,7,7,3,3,3,9,0,34,5,3,9,3,3,0,9,14,0,43,8,3,7,9,4,3,15,14,0,62,3,0,6,3,3,7,4,0,0,24,3,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,39,23,18,15,29,47,0,226
5101902,0,0,3,0,3,3,0,0,0,12,0,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,4,8,0,16,0,3,4,0,4,0,7,6,0,25,0,0,4,4,3,3,9,5,0,25,5,3,3,3,3,4,0,7,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,9,20,10,16,14,24,22,0,112
5101903,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,15,0,6,9,3,3,3,3,3,0,33,3,3,4,5,9,3,4,4,0,33,4,0,3,3,3,7,3,8,0,33,0,0,7,3,0,3,3,11,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,16,30,17,18,17,13,32,3,152
5101904,0,0,3,0,0,12,0,0,0,12,0,4,5,0,3,8,0,3,0,19,3,4,4,0,3,4,0,0,0,21,0,5,0,0,6,0,3,3,0,19,0,0,5,4,11,3,0,3,0,33,3,5,8,9,3,3,7,3,0,34,0,0,0,0,4,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,26,14,30,28,11,18,6,156
5101905,0,0,0,3,0,3,0,4,0,5,0,0,3,0,3,3,0,0,0,9,3,6,4,0,9,0,3,0,0,31,8,6,4,3,4,0,3,3,0,35,11,3,3,7,14,3,4,0,0,41,10,9,4,3,11,0,5,0,0,43,3,0,3,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,34,24,15,39,8,13,10,0,177
5101906,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,5,6,3,0,0,0,0,3,3,0,19,0,4,3,0,3,0,0,0,0,11,4,0,3,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,8,3,6,9,3,8,0,65
5101907,0,0,0,0,0,3,0,3,0,10,0,0,3,0,0,0,3,0,0,7,0,3,9,0,0,3,8,5,0,34,4,0,5,4,7,3,4,3,0,27,3,0,9,9,5,0,4,15,0,45,0,0,4,7,4,0,3,5,0,25,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,30,15,20,17,19,41,3,157
5101908,0,0,0,0,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,9,6,0,5,0,3,3,3,3,0,23,5,3,3,4,5,3,0,3,0,30,12,7,6,3,6,3,7,14,0,63,16,8,3,6,3,9,4,9,0,57,11,7,3,0,0,0,3,0,0,22,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,67,18,27,12,23,19,18,33,0,218
5101909,0,0,4,0,0,4,0,3,0,12,0,0,3,0,0,0,0,3,0,5,4,0,4,3,4,3,4,13,0,30,8,4,6,0,5,4,3,3,0,30,12,12,10,3,10,8,5,9,0,63,15,5,6,0,3,4,9,5,0,51,7,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,29,12,18,18,19,42,3,209
5101910,0,0,3,4,0,8,0,3,0,18,0,0,5,0,0,0,0,0,0,11,5,0,3,0,3,0,0,0,0,18,7,4,3,3,0,3,0,0,0,27,13,13,11,4,11,3,4,4,0,65,15,3,7,0,0,0,0,3,0,37,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,34,34,20,16,14,11,20,3,190
5101911,0,0,0,0,0,3,0,3,0,8,0,0,0,0,3,3,0,0,0,8,3,11,7,0,3,0,0,3,0,21,3,0,3,4,0,3,0,0,0,25,8,5,4,4,4,6,0,5,0,36,7,3,8,0,7,0,7,5,0,45,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,27,15,19,20,7,18,0,158
5101912,0,0,3,0,0,6,0,0,0,5,0,0,3,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,9,3,8,0,7,0,3,3,3,0,28,0,6,5,0,3,0,0,4,0,17,0,3,0,4,3,3,0,6,0,24,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,17,7,11,11,7,23,0,97
5101913,0,0,0,0,0,0,0,4,0,4,0,0,5,0,3,3,0,7,0,18,3,6,7,3,7,0,3,9,0,38,11,3,5,0,4,4,3,12,0,46,4,3,3,0,5,5,4,8,0,32,3,3,8,0,3,4,0,4,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,26,9,29,18,13,42,0,175
5101914,0,0,4,0,0,6,0,4,0,19,0,0,3,0,3,0,0,4,0,21,12,8,5,0,15,3,6,14,0,62,8,12,3,4,9,0,0,0,0,42,10,3,9,0,5,5,5,9,0,49,0,3,3,5,3,0,9,3,0,27,5,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,40,31,31,21,35,17,22,33,3,239
5101915,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,4,4,0,3,3,0,0,0,23,3,4,3,0,0,0,0,3,0,12,0,3,7,4,0,0,4,9,0,24,3,0,3,9,0,0,3,8,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,17,12,6,9,8,19,0,98
5101916,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,8,3,0,5,6,3,3,4,3,0,18,0,0,3,0,0,3,3,3,0,14,0,0,3,3,0,0,0,0,0,11,0,4,3,0,3,0,3,3,0,17,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,11,8,9,9,13,3,79
5102001,0,0,0,0,0,0,0,0,3,8,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,10,0,3,4,3,0,0,0,0,0,19,6,7,5,6,3,3,0,5,0,34,9,7,3,0,0,3,0,3,0,40,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,19,21,16,13,13,12,3,17,4,125
5102002,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,4,3,6,0,0,0,0,0,0,15,3,4,0,3,0,0,0,6,0,23,10,0,0,0,3,0,4,5,0,26,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,10,9,3,3,5,15,0,72
5102003,0,0,3,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,7,16,4,4,0,3,0,0,0,0,25,14,7,0,0,5,0,4,0,0,34,25,3,0,0,0,4,0,0,0,44,7,0,0,0,0,0,0,5,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,19,13,3,15,11,7,14,6,143
5102004,0,0,3,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,4,0,10,9,5,9,0,3,0,4,3,0,31,20,3,4,6,5,3,3,7,0,55,20,4,4,10,3,3,5,8,0,50,22,0,0,0,0,0,0,7,0,23,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,78,22,19,15,15,10,11,34,3,198
5102005,0,0,5,0,0,3,0,4,0,10,3,0,5,3,0,0,0,9,0,17,4,0,4,0,3,0,0,6,0,17,14,6,7,4,4,4,3,5,0,49,21,6,3,3,3,0,9,10,3,58,17,9,3,3,7,3,0,9,0,56,12,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,65,29,24,12,16,18,23,35,8,233
5102006,0,0,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,5,7,5,3,3,3,0,3,5,0,26,4,7,3,0,6,0,0,3,0,20,16,9,3,3,3,4,6,3,0,45,12,10,3,0,3,3,3,3,0,44,19,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,25,12,16,18,15,13,17,3,174
5102007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,4,4,0,12,9,0,3,4,0,0,0,0,0,19,12,8,11,5,4,0,0,4,0,38,0,5,3,3,0,0,8,8,0,26,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,19,14,13,3,13,23,0,110
5102008,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,8,3,0,3,0,0,0,0,3,0,10,0,0,0,3,0,0,0,0,0,11,3,0,3,4,3,0,0,5,0,19,7,3,7,0,0,3,0,3,0,21,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,8,14,10,4,3,4,22,0,87
5102009,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,3,0,12,3,0,0,5,0,0,10,5,0,24,6,8,4,7,0,3,0,10,0,35,7,6,8,17,3,0,12,13,0,67,9,4,8,7,3,10,9,9,3,60,3,0,3,0,0,3,0,6,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,37,21,23,31,13,26,25,44,8,218
5102010,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,4,0,3,0,17,6,8,7,5,6,8,4,8,0,42,21,3,5,3,3,3,0,5,0,51,25,14,11,5,3,3,7,5,6,69,10,7,3,3,3,0,0,0,3,29,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,67,30,33,13,18,21,16,28,3,230
5102011,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,9,9,3,4,3,0,0,0,0,3,0,15,3,0,3,3,3,3,3,7,0,29,0,6,3,0,3,0,8,9,0,29,3,3,0,3,0,0,3,4,0,20,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,5,8,10,19,24,8,112
5102012,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,4,7,0,3,0,0,0,0,0,18,12,4,0,3,5,6,4,3,0,40,4,3,0,0,3,3,3,3,3,27,5,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,12,3,14,12,18,12,15,8,113
5102013,0,0,0,0,0,3,0,3,0,11,3,0,0,0,0,0,0,4,0,13,5,4,3,0,4,0,0,10,0,33,7,3,0,6,3,3,3,0,0,26,20,6,0,3,3,3,3,0,0,41,10,6,0,4,4,3,0,7,0,37,9,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,61,23,6,14,22,8,6,24,0,163
5102014,0,0,0,0,0,4,0,3,0,10,3,3,0,3,0,0,0,4,0,18,3,5,8,3,3,3,3,14,0,36,9,7,13,3,6,0,3,9,0,47,3,13,6,3,3,7,4,16,0,58,11,5,0,3,3,0,3,8,0,41,0,0,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33,28,15,19,21,13,52,0,215
5102101,0,0,4,3,0,3,0,3,0,13,3,0,3,3,0,0,0,3,0,13,3,0,3,0,0,0,0,0,0,11,4,9,9,6,4,0,4,5,0,34,8,8,11,3,3,0,10,4,0,56,4,5,7,0,5,3,3,3,0,38,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,22,40,20,17,11,19,23,4,166
5102102,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,10,5,4,3,0,5,3,0,3,0,30,6,4,13,0,14,0,3,3,0,41,8,8,7,6,6,7,8,10,0,54,3,7,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,27,36,7,26,19,11,21,0,167
5102103,0,0,0,0,0,3,0,3,0,6,0,0,3,3,0,0,0,3,0,14,0,0,6,5,0,0,3,3,0,12,0,4,11,3,3,0,3,3,0,25,0,8,6,0,4,0,3,4,0,31,0,3,8,4,0,0,5,3,0,26,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,32,17,11,7,16,18,0,117
5102104,0,0,5,0,0,8,0,3,3,16,0,0,0,3,0,0,0,3,0,14,5,4,17,3,6,4,3,4,0,60,6,14,22,11,12,4,7,4,0,75,5,11,17,7,3,3,17,3,3,56,9,3,5,3,8,3,3,3,0,41,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,65,26,37,26,26,34,6,272
5102105,0,0,0,5,0,8,0,3,0,18,0,0,8,5,3,0,5,3,0,18,0,4,17,5,8,0,7,6,0,41,3,7,14,5,4,3,3,3,0,50,12,10,16,3,5,4,9,6,0,70,0,4,5,3,3,0,4,0,0,22,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,61,28,22,20,25,20,3,228
5102106,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3,7,4,0,3,4,0,0,20,3,6,0,0,3,0,3,4,0,27,0,3,3,3,5,0,3,4,0,31,3,3,3,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,14,14,19,12,13,14,3,109
5102107,0,0,0,4,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,12,4,5,10,0,3,3,3,0,0,31,3,10,3,0,3,3,3,0,0,32,0,3,3,0,3,4,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,20,10,13,16,12,0,0,99
5102108,0,0,3,0,3,3,0,4,0,14,0,3,0,3,3,3,0,0,0,8,3,4,6,0,3,4,0,0,0,21,5,9,4,4,0,3,3,0,0,28,4,3,10,0,3,3,3,0,0,29,3,3,4,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,29,14,18,14,6,11,0,119
5102109,0,0,0,0,0,3,0,3,0,9,0,0,3,4,7,3,0,0,0,17,3,8,4,4,6,0,0,0,0,30,15,8,13,4,7,4,4,3,0,61,12,13,10,3,4,0,5,3,0,53,10,9,6,0,11,5,3,0,0,53,6,0,3,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,35,23,45,26,13,11,5,241
5102110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102111,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,5,0,14,0,3,9,3,0,0,0,4,0,20,0,8,3,3,0,0,0,3,0,16,3,3,4,0,4,0,5,0,0,18,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,15,11,5,12,10,0,85
5102112,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,3,8,3,8,3,3,0,3,0,0,0,22,0,5,3,0,3,5,4,0,0,28,3,5,0,3,6,3,0,3,0,25,3,8,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,13,9,21,9,7,11,6,113
5102113,0,0,5,4,0,8,0,3,0,16,0,0,3,4,0,9,0,0,0,22,3,4,17,8,7,4,11,4,0,53,0,10,20,5,10,3,9,7,4,69,4,9,15,3,3,4,10,3,0,56,0,5,8,3,8,3,0,3,0,33,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,60,33,26,28,33,27,5,256
5102114,0,0,0,4,0,4,0,3,0,14,0,0,0,0,0,6,0,0,0,6,0,3,4,4,0,0,0,3,0,19,5,3,3,0,0,3,3,0,0,24,3,4,13,0,4,0,5,3,0,28,0,0,4,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,24,13,8,15,6,10,0,116
5102115,0,0,0,0,0,5,0,3,0,13,0,3,6,3,0,3,0,3,0,13,0,3,4,0,0,0,0,3,0,18,3,5,8,0,3,3,0,0,0,25,6,16,6,6,6,3,7,5,0,55,3,6,10,0,4,3,0,3,0,35,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,36,19,18,16,8,17,0,162
5102116,0,0,3,3,0,6,0,3,0,16,0,3,3,0,3,3,0,3,0,12,7,18,13,3,15,4,3,4,0,66,6,7,15,6,6,6,8,6,3,64,10,3,10,6,8,7,8,3,5,64,3,4,6,3,3,3,3,3,0,21,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,55,25,38,25,21,25,5,252
5102117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,11,0,3,3,3,0,0,3,0,0,18,3,3,3,5,0,0,0,3,0,13,3,5,6,4,0,5,4,3,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,12,8,10,5,9,14,0,87
5102201,0,0,4,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,4,0,4,3,3,0,0,6,0,0,20,4,3,0,4,3,0,5,0,0,17,0,8,10,5,0,0,3,3,0,28,4,9,3,3,4,4,3,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,22,14,14,10,18,4,0,113
5102202,0,0,0,3,0,0,0,3,0,8,0,0,3,0,0,3,0,0,0,3,0,3,4,0,3,0,0,0,0,14,3,9,3,3,3,4,0,3,0,29,0,5,4,0,0,0,3,3,0,17,0,0,6,5,5,3,0,0,0,20,3,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,24,11,13,14,8,11,0,100
5102203,0,0,0,0,0,3,0,0,0,4,3,4,3,0,0,3,0,0,0,17,0,4,3,0,3,0,0,4,0,20,0,6,5,3,0,5,0,3,0,23,3,12,6,0,3,0,0,3,0,29,3,4,3,0,0,0,0,0,0,17,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,29,9,15,8,0,15,3,116
5102204,0,0,0,7,0,13,0,8,0,28,0,3,10,7,3,4,0,3,0,30,7,5,23,16,8,11,4,9,0,77,17,14,24,7,6,12,10,8,0,98,11,14,18,10,10,7,7,12,0,93,8,8,10,7,3,4,0,4,0,39,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,54,96,50,31,43,21,38,6,384
5102205,0,0,0,0,0,6,0,0,0,13,0,0,5,8,3,3,0,3,0,24,4,9,3,0,0,7,4,0,0,26,4,3,5,3,5,3,3,0,0,40,6,14,10,0,6,10,4,0,0,55,16,14,9,4,15,4,6,0,0,65,4,3,3,0,3,0,0,0,0,19,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,43,42,23,32,32,13,14,0,239
