SA1_7DIGITCODE_2016,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
5112825,44,1832,690,360,1819,0.7,1708,2.6
5112826,44,1733,725,360,1770,0.7,1411,2.4
5112827,45,1910,767,360,2136,0.7,1828,2.6
5112828,37,1842,592,365,1770,0.7,1542,2.5
5112829,42,1625,609,330,1899,0.7,1624,2.7
5112830,39,1700,623,360,1550,0.7,1357,2.4
5112831,41,1691,689,360,1916,0.7,1875,2.8
5112832,38,1692,612,400,1638,0.7,1295,2.6
5112833,37,1512,537,330,1281,0.8,1105,2.2
5112834,35,1821,641,365,1625,0.7,1433,2.8
5112835,41,1716,596,365,1670,0.7,1468,2.4
5112836,40,1900,671,320,1699,0.7,1437,2.4
5112837,52,1500,758,320,1579,0.7,1103,2.2
5112901,38,2167,622,370,1735,0.8,1487,2.6
5112902,41,2275,759,398,2535,0.7,2178,2.9
5112903,38,2600,741,350,2187,0.8,1854,2.6
5112904,45,3000,808,395,2700,0.8,1946,2.8
5112905,46,4000,785,554,3399,0.7,3062,2.8
5112906,45,3000,772,489,2826,0.8,2365,2.9
5112907,45,2167,787,440,2799,0.8,2525,2.6
5112908,76,2500,496,305,1562,0.7,752,1.8
5112909,40,2200,496,470,2022,0.7,1625,3
5112910,37,2043,746,420,2107,0.8,1937,2.9
5112911,34,1500,595,400,1739,0.9,1770,3.2
5112912,39,2000,668,380,1649,0.8,1525,2.7
5112913,41,2167,510,420,1721,0.8,1562,2.8
5112914,34,2105,495,400,1583,0.8,1431,2.9
5112915,46,2500,625,400,2083,0.8,1906,3.1
5112916,38,1600,809,500,2781,0.8,2416,3.1
5112917,51,2000,577,202,2611,0.8,1555,2.5
5112918,46,2100,762,420,2856,0.7,2405,2.7
5112919,39,2584,857,400,2312,0.8,2041,2.7
5112920,44,2167,646,433,2113,0.7,1952,2.9
5112921,42,2167,667,370,2083,0.7,1839,2.8
5112922,37,2143,625,380,1569,0.8,1476,2.9
5112923,38,2000,588,400,1875,0.8,1583,2.8
5112924,38,2167,511,390,1674,0.8,1258,2.5
5112925,37,2000,600,420,1836,0.8,1494,2.9
5112926,39,2500,522,450,1962,0.8,1855,3.2
5112927,36,1950,727,328,1897,0.8,1434,2.5
5112928,44,2058,689,400,2055,0.7,1821,2.8
5112929,35,2000,664,390,1859,0.7,1520,2.4
5112930,43,2709,774,522,3143,0.7,2343,2.9
5112931,50,3184,779,420,2700,0.7,1875,2.7
5112932,43,1975,687,365,2036,0.7,1712,2.7
5112933,43,1600,369,510,1625,0.8,1449,3.4
5113001,33,0,0,0,0,0,0,0
5113101,37,2100,685,418,1951,0.8,1812,2.8
5113102,37,2000,679,400,2050,0.9,1937,3.1
5113103,57,1500,453,150,1354,0.8,1034,2.3
5113104,40,1928,725,418,2143,0.8,2088,3
5113105,36,2000,697,395,2125,0.8,2059,3.1
5113106,41,1950,571,400,1660,0.7,1568,2.8
5113107,36,2234,550,370,1875,0.9,1541,3
5113108,35,1975,560,435,1875,0.8,1825,3.3
5113109,37,1900,696,360,2137,0.8,2013,3.1
5113110,39,2167,608,430,2078,0.8,1924,3.1
5113111,42,1733,516,403,1764,0.8,1737,3
5113112,38,1950,660,400,2102,0.8,2019,3
5113113,38,2000,633,400,1767,0.8,1778,3.1
5113114,43,2000,598,408,2132,0.7,2050,3
5113115,37,2383,656,438,1987,0.8,1829,2.9
5113116,38,1996,606,408,2154,0.8,1713,3
5113117,37,1950,612,430,2140,0.8,2015,3.2
5113118,36,2200,659,400,2026,0.8,1888,3.1
5113119,35,2167,662,400,1944,0.8,1852,3.1
5113120,38,1820,710,395,2011,0.8,1692,3
5113121,42,2200,642,510,2094,0.8,2050,3
5113122,41,2000,525,475,2250,0.7,1875,3
5113123,40,2123,628,445,1908,0.8,1784,3.1
5113124,43,1817,713,462,2299,0.7,2091,2.8
5113125,39,1900,652,430,2069,0.9,1795,3.2
5113126,38,1975,616,465,1949,0.8,1766,3
5113127,40,2000,594,415,1713,0.7,1569,2.9
5113128,39,1733,495,430,1875,0.8,1765,2.9
5113129,38,1900,661,405,1906,0.8,1853,2.9
5113130,39,1733,640,420,1781,0.8,1646,2.9
5113131,39,1800,492,212,1605,0.8,1287,2.6
5113132,35,1993,638,450,2147,0.8,2080,3.2
5113133,36,2167,678,440,2054,0.9,2009,3.3
5113134,41,2167,546,400,1775,0.8,1669,2.9
5113135,39,1800,598,450,2291,0.8,2229,3.2
5113136,38,2167,674,430,2143,0.8,1899,3.1
5113137,38,2000,637,400,1852,0.8,1672,2.9
5113138,37,2253,719,450,1916,0.8,1907,3.2
5113139,38,2000,590,430,2068,0.8,1837,3.1
5113201,32,1487,447,320,1204,0.8,1093,2.6
5113202,34,2000,562,400,1781,0.9,1841,3.5
5113203,32,1867,618,380,1573,0.8,1525,2.8
5113204,35,1408,577,340,1437,0.8,1273,2.6
5113205,33,1600,592,350,1613,0.8,1426,3
5113206,33,1636,660,300,1550,0.8,1268,2.6
5113207,36,1789,665,380,1471,0.7,1416,2.5
5113208,37,1733,643,320,1478,0.8,1347,2.7
5113209,0,0,0,0,0,0,0,1
5113210,37,1733,575,310,1375,0.8,1183,2.4
5113211,33,1779,669,360,1672,0.8,1601,2.8
5113212,31,1700,668,350,1437,0.9,1298,2.4
5113213,33,2232,762,360,1937,0.8,1604,2.7
5113214,34,1663,581,350,1557,0.8,1538,2.7
5113215,43,1728,511,318,1300,0.7,1176,2.5
5113216,31,1600,558,400,1518,0.8,1525,3.2
5113217,31,1408,473,300,1302,0.9,1162,2.8
5113218,38,1624,498,323,1292,0.8,1190,2.7
5113219,36,2000,551,420,1589,0.7,1375,2.8
5113220,49,1777,556,400,1300,0.7,1201,2.5
5113221,31,1608,596,350,1444,0.7,1388,2.9
5113222,33,1642,681,370,1511,0.7,1364,2.7
5113223,30,1950,481,343,1268,0.9,1148,2.8
5113224,33,1673,569,350,1346,0.8,1278,2.6
5113225,35,1517,512,375,1325,0.8,1242,2.8
5113226,34,1321,453,288,1143,0.9,872,2.7
5113227,36,1341,374,277,1136,0.9,1045,2.9
5113228,32,1603,460,320,1208,0.9,1033,2.6
5113229,31,1797,590,322,1300,0.8,1240,2.7
5113231,31,1700,584,275,1390,0.8,1292,3
5113232,33,1733,561,320,1784,0.8,1341,3.2
5113234,30,1547,598,369,1437,0.9,1491,3.4
5113235,37,1700,475,340,1375,0.8,1240,2.5
5113236,30,1750,607,330,1440,0.9,1444,2.9
5113237,38,1629,513,335,1062,0.8,1045,2.6
5113238,34,1950,641,350,1528,0.8,1382,2.5
5113239,34,1733,519,350,1525,0.8,1318,2.7
5113240,35,1733,588,350,1297,0.8,1224,2.7
5113241,29,1912,619,300,1279,1,1196,2.4
5113242,33,1950,588,380,1636,0.9,1765,3.3
5113243,32,1636,474,300,1235,0.8,1156,2.7
5113244,35,1430,492,350,1181,0.9,1101,2.6
5113245,29,1950,541,345,1562,0.9,1544,3.3
5113246,30,1700,509,320,1138,0.7,1116,2.9
5113247,35,1668,602,360,1625,0.8,1458,2.9
5113301,35,1820,808,410,2031,0.7,1965,2.9
5113303,40,2112,687,475,2029,0.7,1825,3
5113305,32,2167,786,428,2164,0.9,2147,3.3
5113306,40,2297,762,550,2055,0.7,2111,3.2
5113307,45,1950,852,513,2468,0.7,2519,3.1
5113309,45,1800,872,540,2352,0.7,2333,2.9
5113310,40,2200,759,450,2437,0.7,2359,3.2
5113311,41,2223,710,515,2307,0.7,2327,3
5113312,42,1840,720,550,2235,0.7,2184,3.1
5113313,38,2238,811,520,2363,0.8,2329,3.3
5113316,31,2000,656,415,1875,0.8,1741,3
5113317,34,2405,731,480,2201,0.8,2215,3.2
5113322,44,1900,665,480,2080,0.7,2087,3
5113323,40,2000,672,498,2287,0.7,2147,3.1
5113324,31,2167,786,410,2145,0.8,2089,2.9
5113325,30,2412,747,495,2250,0.9,2359,3.7
5113326,41,2399,643,490,2230,0.8,2269,3.1
5113327,35,2167,730,480,2013,0.8,2066,3.3
5113328,33,2100,654,430,1837,0.9,1875,3.3
5113329,36,2050,737,445,2175,0.8,2092,3.3
5113331,31,1925,653,420,1928,0.8,1846,3.3
5113332,33,1985,752,420,2022,0.8,1775,3.2
5113334,0,0,0,0,0,0,0,0
5113335,29,0,0,0,0,0,0,0
5113336,29,2167,765,450,1899,0.9,2022,3.7
5113337,32,2010,739,425,2333,0.8,2352,3.3
5113338,37,2300,687,468,2312,0.8,2218,3.2
5113339,29,1970,820,440,2036,0.9,2203,3.6
5113340,32,2085,796,400,1792,0.8,1709,2.6
5113341,29,2167,683,480,2175,0.8,2125,3.5
5113342,31,2058,779,460,2062,0.8,2065,3.2
5113343,36,2000,586,400,1482,0.8,1256,2.6
5113344,34,1733,831,510,2431,0.9,2531,3.6
5113345,29,2275,700,465,2011,0.9,2107,3.7
5113346,31,2167,735,470,2266,0.9,2250,3.5
5113347,34,2000,725,418,2137,0.9,2095,3.1
5113348,30,2232,711,425,2272,0.8,2301,3.5
5113349,29,2000,653,480,1859,0.9,1926,3.7
5113350,30,1998,833,400,1937,0.8,2073,3.1
5113351,30,2000,705,428,2014,0.9,2062,3.3
5113352,37,2084,872,480,2399,0.7,2208,3.1
5113353,33,2108,741,450,2230,0.9,2187,3.3
5113354,33,2167,875,430,2181,0.8,2135,3.3
5113355,31,2200,656,500,2250,0.9,2445,3.9
5113356,33,2000,720,459,2212,0.8,2238,3.4
5113357,31,2200,802,490,2282,0.9,2301,3.6
5113358,37,1975,710,387,1441,0.7,1268,2.2
5113359,31,2000,717,430,2012,0.8,2022,3.5
5113360,30,2184,817,430,2129,0.8,2121,3.3
5113361,31,2100,772,445,2180,0.8,2271,3.5
5113401,36,1463,594,340,1375,0.7,1172,2.7
5113402,37,1733,566,330,1437,0.7,1187,2.3
5113403,34,1600,621,320,1458,0.8,1357,2.8
5113404,36,1498,645,300,1517,0.9,1375,2.8
5113405,81,380,460,182,783,0.8,497,1.3
5113406,29,2048,848,400,2062,0.8,2046,3.2
5113407,37,1500,447,340,1350,0.7,1062,2.1
5113408,55,1411,459,300,1113,0.7,855,2
5113409,31,1625,485,320,1258,0.8,1212,2.8
5113410,32,1650,652,350,1328,0.7,1174,2.5
5113411,35,1540,626,320,1523,0.8,1395,2.7
5113412,41,1733,646,335,1607,0.7,1329,2.6
5113413,35,1517,529,320,1279,0.8,1208,3
5113415,0,0,0,0,0,0,0,0
5113417,34,1733,584,237,1300,0.8,1196,2.7
5113418,39,1710,575,310,1480,0.8,1383,2.6
5113419,37,1517,598,350,1424,0.7,1238,2.3
5113420,34,1544,629,320,1604,0.7,1236,2.4
5113421,33,1550,534,310,1149,0.8,1034,2.3
5113422,39,1645,575,300,1230,0.8,1109,2.4
5113423,50,1831,530,355,1196,0.6,1142,1.9
5113424,32,1519,617,330,1331,0.7,1077,2.5
5113425,38,1500,538,330,1365,0.8,1270,2.5
5113426,34,1482,473,310,1156,0.8,1097,2.7
5113427,33,1700,607,300,1519,0.8,1475,3.2
5113428,33,1454,586,320,1437,0.7,1307,2.5
5113429,33,1519,587,350,1474,0.9,1416,3
5113430,32,1568,612,328,1399,0.8,1336,2.5
5113431,31,1742,523,340,1416,0.9,1339,3.1
5113432,34,1466,525,335,1305,0.8,1183,2.6
5113434,36,1574,568,293,1625,0.8,1375,2.7
5113435,31,1634,503,340,1333,0.8,1271,2.9
5113436,41,1820,510,300,1086,0.7,815,2
5113437,35,1717,569,333,1366,0.8,1359,2.8
5113438,31,1517,590,325,1383,0.8,1283,2.8
5113439,32,1517,616,343,1465,0.8,1301,2.7
5113440,33,1517,575,330,1237,0.8,1163,2.6
5113442,75,815,394,137,749,0.6,601,1.5
5113443,37,1733,680,300,1613,0.8,1230,2.5
5113444,32,1838,564,305,1297,0.7,1161,2.5
5113445,33,1560,495,330,1437,0.8,1201,2.5
5113446,34,1733,532,313,1187,0.8,1027,2.6
5113447,29,1860,687,380,1899,0.9,1847,3.3
5113448,32,2000,564,161,1557,0.9,1226,2.6
5113449,31,1552,713,350,1662,0.7,1514,2.7
5113450,43,1541,503,211,1354,0.7,949,2
5113451,36,1733,555,285,992,0.7,854,2.3
5113452,30,1800,824,400,1724,0.8,1797,3.3
5113453,29,2167,727,363,1635,0.8,1625,3.1
5113454,30,1733,627,363,1479,0.9,1593,3.2
5113501,33,1733,675,340,1762,0.8,1433,2.7
5113502,30,2000,683,420,1875,0.8,1737,3.1
5113503,31,2167,802,423,2023,0.8,1962,3.2
5113504,32,2019,848,405,1987,0.8,1929,2.9
5113505,33,2000,714,450,2169,0.9,2191,3.6
5113507,35,2167,780,430,2062,0.7,2011,3
5113508,38,2200,762,490,2407,0.7,2250,3
5113509,34,2200,837,450,2385,0.8,2317,3.3
5113510,36,1679,751,350,2014,0.7,1899,2.8
5113511,34,1625,704,328,1587,0.7,1375,2.6
5113512,36,1647,525,320,1473,0.8,1331,2.8
5113513,36,1625,643,350,1733,0.8,1538,2.8
5113514,34,1611,603,350,1445,0.8,1269,2.7
5113515,34,1733,652,395,1775,0.7,1708,2.9
5113517,33,2000,690,310,1571,0.8,1489,2.9
5113518,32,1950,626,378,1666,0.7,1449,2.8
5113519,28,2167,689,380,1839,0.8,1611,3.3
5113520,37,1733,575,380,1312,0.7,1275,2.9
5113521,32,1955,687,378,1818,0.8,1759,3.1
5113523,29,2000,813,420,2044,0.9,2070,3.4
5113524,52,1750,575,450,1339,0.6,1170,2.3
5113525,29,2383,864,400,1942,0.8,1930,3.2
5113527,31,2200,804,470,2274,0.9,2239,3.6
5113528,30,2500,897,450,2250,0.9,2240,3.4
5113529,34,0,450,0,0,0,0,0
5113530,30,2200,893,500,2481,0.9,2382,3.5
5113531,28,2167,634,437,2133,0.9,2196,3.8
5113532,30,2167,822,450,2230,0.9,2230,3.6
5113533,31,1821,701,400,2029,0.8,2048,3.3
5113534,29,1823,769,370,1812,0.7,1337,1.9
5113535,31,2500,857,485,2426,0.9,2432,3.4
5113536,35,2200,685,490,2103,0.9,2191,3.7
5113537,31,1965,673,380,1674,0.8,1524,3.1
5113538,32,1733,793,440,1921,0.8,1875,3.2
5113601,36,1530,568,340,1264,0.8,1260,2.7
5113602,32,1313,571,323,1263,0.9,1273,3.1
5113603,29,1764,554,340,1699,0.8,1516,3.1
5113604,32,1512,485,320,1333,0.8,1205,2.7
5113605,45,2033,807,0,2027,0.8,2143,3.3
5113606,34,1607,491,323,1268,0.8,1125,2.6
5113607,38,1517,477,325,1083,0.6,937,2.3
5113608,35,1509,498,320,1300,0.8,1174,2.7
5113609,38,1517,610,320,1329,0.6,1223,2.5
5113610,44,1658,480,330,1555,0.7,1107,2.3
5113611,33,1430,479,340,1302,0.8,1138,2.7
5113612,31,1733,520,325,1636,0.9,1637,3.4
5113613,39,1723,537,320,1137,0.7,838,2
5113614,36,1500,525,330,1274,0.8,1182,2.8
5113615,34,1517,539,300,1380,0.8,1161,2.5
5113616,38,1539,563,332,1224,0.7,1215,2.5
5113617,36,1517,522,210,1232,0.8,1075,2.4
5113618,31,1647,629,350,1413,0.9,1322,3.2
5113619,53,2500,620,225,1625,1,860,2
5113620,28,1800,563,350,1361,0.9,1545,3.6
5113621,31,2102,690,330,1796,0.9,1829,3.5
5113622,33,1400,678,300,1357,0.8,1354,2.8
5113623,46,1975,711,0,2250,0.7,2250,3.3
5113624,51,2167,633,170,2096,0.8,1343,2.5
5113625,43,1950,467,280,987,0.8,762,2
5113626,44,2000,687,300,1875,0.7,1611,2.7
5113627,43,1692,702,350,1516,0.7,1444,2.5
5113628,40,2393,693,298,1784,0.7,1454,2.4
5113629,27,1733,546,360,1606,0.9,1676,3.7
5113701,34,2050,689,375,2360,0.8,2111,3.1
5113702,37,1880,762,400,2151,0.7,1875,2.8
5113703,37,1950,741,413,1886,0.7,1837,2.8
5113704,38,1500,612,320,1169,0.8,982,2.2
5113705,32,1733,496,320,1304,0.8,1134,2.8
5113706,37,1777,710,320,1491,0.8,1486,2.8
5113707,41,1559,553,350,1392,0.7,1286,2.2
5113708,41,1842,706,435,2025,0.7,1916,2.8
5113709,33,1717,493,340,1208,0.9,1086,2.6
5113710,45,1434,589,375,2013,0.7,1678,2.6
5113711,37,1950,673,440,2250,0.8,2291,3.4
5113712,35,1800,702,450,1906,0.8,1924,3.3
5113713,62,1625,450,340,1038,0.7,779,2.2
5113714,30,1408,483,350,1224,0.9,1204,3.2
5113715,34,1628,455,225,1116,0.8,982,2.6
5113716,37,1799,612,340,1571,0.7,1337,2.8
5113717,34,1595,503,325,1226,0.8,1139,3
5113718,36,1780,730,400,2031,0.8,2020,3.2
5113719,37,1733,568,343,1600,0.8,1424,2.7
5113720,41,1950,515,340,1416,0.8,1218,2.7
5113721,35,1915,742,400,1778,0.7,1583,2.7
5113722,36,1950,680,398,1720,0.8,1711,3.2
5113723,46,1733,685,400,2012,0.7,1463,2.5
5113724,39,1950,667,400,1812,0.7,1769,3
5113725,37,1733,640,300,1612,0.7,1305,2.6
5113726,38,1413,593,335,1404,0.7,1362,2.6
5113727,31,1733,663,360,1638,0.8,1521,3
5113728,37,1600,581,350,1516,0.7,1354,2.9
5113729,36,1909,516,370,1674,0.8,1542,2.7
5113730,34,1733,597,360,1442,0.8,1391,2.9
5113731,39,1733,554,300,1375,0.7,1195,2.5
5113732,31,1664,493,338,1323,0.8,1318,2.8
5113733,33,1560,684,330,1525,0.8,1343,2.8
5113734,41,1500,522,230,1196,0.7,1097,2.6
5113735,32,1509,476,345,1166,0.8,1125,2.6
5113736,30,1852,670,390,1687,0.9,1702,3.4
5113737,33,1819,717,368,1781,0.8,1724,3
5113738,36,1780,593,360,1694,0.8,1511,3.1
5113739,34,1655,600,320,1447,0.8,1197,2.6
5113740,35,1668,689,350,1575,0.7,1383,2.6
5113741,46,1910,599,378,1731,0.7,1395,2.5
5113742,44,1733,587,400,1718,0.7,1442,2.7
5113743,38,1950,708,420,1937,0.7,1687,2.8
5113744,34,1896,752,410,2166,0.7,2191,3.2
5113745,38,1805,681,450,1774,0.7,1739,2.9
5113746,40,1733,530,420,1674,0.8,1649,3
5113747,39,1733,525,350,1348,0.8,1034,2.3
5113748,41,2000,667,375,1762,0.7,1609,2.7
5113749,41,1500,641,390,1696,0.7,1364,2.6
5113750,43,1914,654,458,1890,0.7,1875,2.8
5113751,38,2000,809,400,2009,0.8,1908,3
5113752,42,1600,655,395,1875,0.7,1812,2.9
5113753,35,1807,483,370,1375,0.8,1281,2.8
5113754,35,1990,644,450,1937,0.8,1625,3.3
5113755,47,1733,613,315,1383,0.7,1257,2.4
5113756,34,1900,491,260,1800,0.7,1875,2.9
5113757,34,1975,702,460,1978,0.8,1906,3.3
5113758,34,1950,727,420,1708,0.7,1592,2.8
5113759,0,0,0,0,0,0,0,0
5113801,39,2174,808,400,1875,0.8,1974,3.3
5113803,31,1777,845,440,2055,0.8,2017,3.2
5113804,30,1940,826,430,1897,0.8,1946,3.1
5113806,0,0,0,0,0,0,0,0
5113807,40,1733,654,375,1513,0.6,1333,2.2
5113808,60,2238,601,415,1800,0.7,1138,2.3
5113809,56,1800,558,300,1363,0.7,1011,2
5113810,38,1750,737,380,1850,0.7,1839,2.7
5113811,40,2000,712,380,1681,0.7,1510,2.4
5113812,40,1600,667,360,1724,0.7,1399,2.4
5113813,50,1887,653,380,1847,0.8,1212,2.4
5113814,32,2275,854,400,2138,0.8,1839,2.7
5113815,32,1807,725,370,1491,0.8,1404,2.8
5113816,38,1950,853,460,2321,0.7,2214,3
5113817,0,0,0,0,0,0,0,0
5113818,33,1800,833,400,1985,0.7,1850,2.9
5113819,41,1592,668,363,1580,0.7,1416,2.4
5113820,40,1950,704,360,1647,0.7,1542,2.4
5113821,37,1800,681,344,1525,0.7,1213,2.6
5113822,41,1668,683,360,1762,0.7,1442,2.4
5113823,36,1700,575,233,1333,0.8,1256,2.4
5113824,36,1750,645,373,1583,0.8,1510,2.6
5113825,37,1680,660,350,1386,0.7,1189,2.3
5113826,34,1624,727,330,1670,0.8,1440,2.6
5113827,46,2809,673,395,2214,0.7,1890,3
5113828,47,1700,847,325,2416,0.7,2125,2.8
5113831,38,1549,630,380,1568,0.7,1395,2.5
5113832,36,1733,728,380,1771,0.7,1476,2.5
5113833,34,1660,562,322,1511,0.8,1233,2.6
5113834,43,1614,509,193,1387,0.7,916,2
5113835,37,1800,783,350,1792,0.7,1613,2.5
5113836,42,1928,569,350,1384,0.7,1301,2.5
5113837,38,2000,711,360,1861,0.7,1646,2.6
5113838,0,0,0,0,0,0,0,0
5113839,0,0,0,0,0,0,0,0
5113840,30,2275,852,500,2191,0.8,2101,3.5
5113841,32,2160,1035,465,2203,0.7,2169,3.1
5113842,33,2319,926,495,2210,0.8,2202,3.3
5113843,30,2058,974,450,2327,0.8,2268,3.1
5113844,31,2200,909,465,2181,0.8,2182,3.2
5113845,31,2167,823,510,2250,0.8,2195,3.2
5113846,30,2255,905,420,2118,0.9,2109,3.4
5113847,30,2284,733,455,1951,0.9,2108,3.6
5113848,32,1950,848,460,2083,0.8,2042,3.1
5113901,34,1733,737,400,1724,0.7,1375,2.4
5113902,29,2200,919,400,2008,0.7,1875,2.8
5113903,36,1753,677,300,1604,0.7,1392,2.4
5113904,33,1950,725,360,1730,0.7,1632,2.8
5113907,40,1950,730,380,1735,0.6,1510,2.3
5113908,36,1907,737,423,2031,0.7,1775,2.9
5113909,37,2058,913,400,2392,0.8,2265,3.1
5113910,37,1950,711,450,2015,0.6,1625,2.3
5113911,35,2097,806,450,1942,0.7,1827,2.7
5113913,45,2135,684,510,2073,0.7,1958,2.8
5113914,37,1784,698,360,1731,0.7,1612,2.7
5113915,34,2000,814,360,1862,0.8,1708,2.8
5113916,32,1970,873,345,1892,0.8,1767,2.5
5113917,35,1610,682,395,1575,0.7,1416,2.6
5113918,35,1871,776,370,2012,0.8,1758,2.8
5113919,34,1624,778,365,1797,0.7,1586,2.6
5113920,35,1557,793,380,1968,0.7,1737,2.7
5113921,35,1625,748,390,1965,0.7,1771,2.7
5113922,34,1690,707,390,1614,0.7,1355,2.3
5113923,33,1800,654,400,1519,0.8,1453,2.9
5113924,36,1820,753,360,1775,0.7,1451,2.4
5113925,38,1939,623,360,1375,0.7,1221,2.3
5113926,37,1602,702,355,1607,0.7,1375,2.4
5113927,32,2173,822,400,2078,0.9,2075,3.1
5113928,32,2167,935,450,2181,0.7,2089,2.9
5113929,32,2300,963,430,2349,0.7,2031,3
5113930,73,1213,443,0,822,0.7,680,1.5
5113931,32,2049,812,390,2083,0.8,1910,3
5114001,48,2500,856,0,2583,0.8,2307,2.9
5114002,41,1577,709,380,1552,0.7,1411,2.3
5114003,39,1800,643,410,1823,0.7,1699,2.9
5114004,36,2500,704,380,1819,0.7,1553,2.6
5114005,44,2000,706,400,2012,0.7,1817,2.5
5114006,56,2000,562,275,1536,0.7,992,2
5114007,43,1975,656,400,1763,0.7,1319,2.3
5114008,46,1850,617,180,1728,0.7,1266,2.3
5114009,43,2100,757,510,2322,0.8,2176,3
5114010,49,2100,758,255,2024,0.7,1769,2.6
5114011,46,2600,654,345,2194,0.7,2027,2.8
5114012,46,1863,634,328,1562,0.7,1355,2.5
5114013,49,2485,630,410,1949,0.7,1234,2.4
5114014,47,1888,638,410,2288,0.7,1694,2.6
5114015,45,2167,740,440,2281,0.7,2018,2.9
5114016,31,2100,824,420,1898,0.7,1776,2.7
5114017,37,2000,786,440,2067,0.7,1847,2.8
5114018,44,2200,634,419,1958,0.8,1928,3.1
5114019,48,2200,796,500,2094,0.7,1762,2.6
5114020,41,2167,711,164,2069,0.7,1715,2.7
5114021,48,2000,686,400,1713,0.7,1420,2.3
5114022,42,2000,667,369,2036,0.7,1708,2.6
5114023,70,1300,497,405,1125,0.6,857,1.8
5114024,48,2167,754,368,2125,0.7,1821,2.4
5114025,50,2550,831,369,2535,0.6,2229,2.4
5114026,47,2167,760,450,2250,0.7,1886,2.6
5114027,44,2500,722,350,2381,0.7,2069,2.7
5114028,50,1925,590,300,2075,0.7,1233,2.3
5114029,47,2200,846,350,2937,0.8,2916,3.2
5114030,50,1647,641,200,1937,0.7,1825,2.9
5114031,45,2167,677,0,2166,0.7,1781,2.7
5114032,41,2500,826,380,2359,0.8,2170,2.9
5114033,44,2167,721,400,2384,0.7,2036,2.9
5114034,50,2167,711,450,2176,0.7,1807,2.7
5114035,45,0,1062,0,0,0,0,0
5114101,28,0,649,0,1374,0.6,1624,2
5114102,48,1408,660,350,1791,0.7,1625,2.6
5114103,48,2137,563,138,1825,0.8,1087,2.3
5114104,39,2107,647,355,1952,0.7,1604,2.8
5114105,39,2000,738,450,2208,0.8,2016,3
5114106,39,2167,773,400,2136,0.7,1899,2.7
5114107,37,2000,700,550,2392,0.8,2125,3.2
5114108,39,1909,602,400,1708,0.7,1548,2.7
5114109,43,1950,806,0,2107,0.8,1916,3.2
5114110,38,2167,781,398,2173,0.7,1833,2.6
5114111,38,2000,837,450,2527,0.7,2339,3.1
5114112,45,1907,547,345,1449,0.8,1318,2.4
5114113,47,2167,738,370,2512,0.7,2250,2.7
5114114,46,2383,575,431,2218,0.8,1862,2.7
5114115,45,2450,634,575,1906,0.7,1937,2.7
5114116,40,2167,590,240,2192,0.9,1968,3.1
5114117,52,2357,810,390,2187,0.7,2028,2.7
5114118,45,1733,687,460,2077,0.7,1888,2.8
5114119,43,2000,746,400,1937,0.7,1708,2.8
5114120,21,2050,417,300,1656,0.7,1531,2.9
5114121,38,1809,637,375,1713,0.8,1569,2.9
5114122,49,2600,806,460,2437,0.7,2250,2.9
5114123,43,2000,486,0,2100,0.8,1916,3.4
5114124,43,2175,769,300,2524,0.8,2036,2.9
5114125,40,2000,682,400,1781,0.7,1649,2.7
5114126,45,2167,727,375,2166,0.7,1875,2.8
5114127,36,2167,442,163,2272,0.8,1361,2.4
5114128,39,2058,767,540,2521,0.7,2150,3.1
5114129,46,1971,693,144,1699,0.7,1600,2.6
5114130,44,1800,756,240,1924,0.8,1575,2.5
5114131,42,1975,663,400,2087,0.7,1625,2.5
5114132,55,2320,481,220,1593,0.7,1328,2.4
5114133,44,1914,807,375,2527,0.7,2291,3
5114201,39,2084,734,0,2225,0.7,2345,3.4
5114205,36,1733,618,320,1597,0.7,1357,2.8
5114206,36,1733,587,355,1460,0.8,1276,2.6
5114207,38,2050,535,380,1765,0.7,1625,3.1
5114208,32,1950,745,400,1728,0.7,1587,3
5114210,39,2300,691,0,2416,0.8,2424,3.6
5114211,34,2167,768,355,2048,0.8,1974,3.1
5114212,44,1723,557,0,1850,0.7,1906,3.1
5114213,44,1950,646,283,2024,0.7,1699,2.7
5114214,28,2058,864,395,1803,0.8,1895,3.1
5114215,29,2000,837,390,1890,0.7,1875,3.1
5114216,27,2071,912,385,1879,0.7,1885,2.8
5114217,30,2383,1035,385,2067,0.7,1949,2.9
5114218,25,2085,851,393,1888,0.8,1833,3.1
5114219,30,2037,845,370,2059,0.7,1981,3.1
5114220,29,2057,782,390,1918,0.7,1912,3
5114221,32,2000,729,460,2227,0.8,2152,3.2
5114222,28,1950,839,423,1903,0.8,1779,3.3
5114223,28,2173,871,439,2100,0.8,2031,3
5114224,49,2383,379,240,2143,0.9,1437,2.5
5114225,37,2178,863,440,2538,0.8,2481,3.2
5114226,25,1950,773,400,1742,0.8,1729,3.2
5114227,27,2300,1002,400,2154,0.7,2033,2.7
5114228,28,2101,823,400,2098,0.8,1947,3.1
5114229,26,2167,903,395,1953,0.8,1931,3
5114230,27,2167,950,400,1927,0.7,1838,2.8
5114231,0,0,0,0,0,0,0,0
5114232,42,2258,665,425,2033,0.7,1721,3
