SA1_7DIGITCODE_2016,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
5100220,5,3,6,0,0,0,0,7,4,0,0,0,0,7,7,8,16,20,0,3,3,0,0,3,0,6,5,0,0,3,4,3,9,9,12,21,3,0,3,0,3,7,0,0,0,0,0,4,3,0,3,6,3,16,4,0,5,0,3,3,4,0,4,4,3,9,0,0,0,11,5,17,0,0,0,3,0,5,3,0,3,7,7,9,4,0,4,19,13,24,3,4,3,0,4,7,8,0,7,0,3,5,0,6,6,7,19,32,3,0,3,4,0,5,0,7,5,0,4,4,0,0,5,15,13,28,5,0,6,3,3,3,4,3,6,0,6,9,0,0,0,16,10,24,0,0,3,4,3,9,0,4,3,5,0,10,0,3,6,14,11,26,0,0,4,0,0,0,0,0,0,0,3,3,3,3,3,7,8,12,4,3,11,0,6,5,0,5,9,0,0,5,6,0,7,13,18,29,0,8
5100222,0,0,0,0,0,0,0,4,3,0,3,3,10,3,11,8,8,19,0,7,11,6,4,6,3,7,4,10,3,12,8,3,12,19,25,45,3,3,9,9,5,11,5,0,7,0,3,7,3,6,10,26,17,48,3,9,11,3,3,7,4,4,7,0,6,4,0,0,0,9,19,31,4,3,5,0,0,0,0,0,3,0,0,0,3,0,3,8,9,18,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,3,7,10,0,0,0,0,3,0,0,0,3,0,0,3,3,0,3,4,3,13,0,3,3,0,3,6,3,0,5,0,4,5,0,0,0,10,14,23,0,5,6,3,0,5,3,4,6,8,4,15,0,4,7,21,21,37,7,6,15,4,7,7,0,5,7,9,3,7,8,0,9,17,23,40,0,3,3,0,8,9,0,0,4,3,3,6,3,5,5,14,19,35,5,4
5100223,0,0,0,0,0,0,0,0,0,3,4,8,0,0,4,10,4,10,3,0,3,0,0,5,3,4,5,0,0,3,0,0,3,9,4,16,0,0,0,0,5,7,0,3,5,0,0,0,5,4,7,7,9,12,6,7,9,3,3,8,4,0,4,0,3,0,3,4,5,17,17,31,0,0,3,3,0,3,3,3,6,0,0,0,0,0,4,13,4,18,0,3,3,3,0,3,0,0,0,0,0,3,0,0,0,3,4,9,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,3,3,0,0,3,6,0,8,6,8,11,0,0,3,0,0,0,0,0,6,5,3,10,3,3,6,8,12,24,4,3,5,0,0,0,3,3,7,8,4,7,4,6,7,10,18,29,0,9,7,3,0,5,0,4,5,5,4,10,4,8,9,20,26,46,3,0
5100224,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,3,6,13,0,0,0,0,0,3,4,3,3,4,3,8,3,5,11,12,11,26,3,7,10,0,0,4,0,3,3,4,3,8,4,7,9,13,17,36,7,7,11,6,3,7,0,3,4,4,4,3,0,0,3,12,20,30,4,6,6,0,0,0,3,0,3,4,0,4,3,0,3,18,6,22,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,6,6,0,0,3,0,0,0,0,0,0,0,3,0,5,13,16,0,4,4,0,3,3,0,6,6,0,0,4,0,3,0,4,8,13,3,6,9,6,8,14,6,5,6,0,4,3,3,3,9,21,22,40,0,0,5,0,3,7,0,0,0,5,3,9,0,3,4,7,11,20,0,4,4,5,0,3,3,0,5,0,0,0,0,0,0,3,3,14,0,8
5100226,0,0,3,3,0,3,3,0,3,3,0,3,0,0,0,10,3,14,0,0,3,0,3,3,4,0,6,0,8,8,0,3,3,7,15,19,3,3,10,3,3,6,6,0,7,3,0,3,4,0,4,19,10,25,5,3,9,0,4,4,0,4,9,3,0,5,3,3,3,16,11,27,0,3,3,3,3,4,3,0,5,0,0,3,0,0,0,10,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,4,4,0,0,0,0,3,0,0,6,6,7,4,14,0,0,3,3,0,3,0,3,3,0,0,3,0,0,0,6,8,14,3,0,0,3,3,5,3,0,3,3,3,3,0,6,9,12,16,26,3,0,8,3,0,4,0,4,9,0,5,5,0,4,4,12,22,32,3,0,3,3,3,3,3,0,3,6,3,13,5,3,3,22,6,30,4,8
5100227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,0,0,4,0,4,0,0,0,0,3,3,0,0,0,6,4,11,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,3,4,9,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,7,3,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,6,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,3,8,0,3,3,0,0,4,0,0,0,0,3,3,0,0,0,0,10,8,0,0,3,0,0,4,0,0,3,0,4,4,0,0,0,5,3,17,0,0
5100229,3,9,9,7,3,16,3,0,3,3,0,4,8,9,11,26,18,46,4,7,11,3,11,9,6,5,9,6,3,9,7,3,16,35,25,59,6,3,8,4,0,10,9,0,10,9,7,12,3,4,3,31,18,46,4,4,8,3,4,9,3,10,8,6,3,12,6,5,7,22,30,43,0,5,4,3,5,8,3,0,3,0,0,3,0,0,0,7,8,21,0,0,3,0,0,0,0,0,3,3,4,6,3,3,8,11,10,22,3,4,10,6,7,11,0,6,6,5,4,8,4,3,11,19,23,42,6,5,10,5,5,8,0,5,9,6,8,11,0,6,10,19,25,42,5,6,13,0,3,5,3,4,8,6,0,7,3,5,8,13,22,35,4,4,13,3,11,12,10,3,7,0,5,3,8,0,6,21,17,39,3,10,15,0,6,9,0,0,3,4,4,3,4,0,7,11,25,36,5,0
5100230,0,0,3,3,0,3,0,3,3,0,0,0,0,0,0,5,6,12,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,9,10,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,4,5,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,8,8,0,0,0,3,0,3,0,0,3,0,0,4,0,0,0,8,3,9,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,3,6,11,0,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,9,10,0,0,0,0,4,10,0,0,3,0,0,0,0,0,0,3,11,13,0,0,0,4,4,10,0,0,0,0,0,0,3,0,3,9,6,15,3,0
5100231,0,5,4,3,3,5,3,4,9,4,6,12,5,3,8,14,17,34,3,5,7,6,12,17,4,0,4,10,3,8,0,5,10,18,28,47,3,3,3,3,3,5,4,0,4,0,9,6,0,4,3,11,13,30,3,3,3,3,3,8,8,11,12,0,0,0,4,0,4,14,19,35,0,0,0,0,0,0,4,0,4,0,3,3,3,0,4,4,10,16,0,0,3,0,0,0,3,0,9,0,4,4,0,3,3,5,15,16,0,0,4,0,4,5,5,4,9,0,4,3,0,0,0,13,9,28,3,0,3,7,0,7,0,4,4,3,6,13,0,6,4,17,15,29,4,3,11,3,7,4,7,3,6,0,7,11,0,10,13,15,27,42,7,3,9,3,5,10,10,4,10,6,5,11,3,3,5,23,24,44,0,0,3,3,0,3,0,0,0,0,0,0,4,0,4,8,3,15,0,5
5100232,0,0,3,3,0,3,3,0,3,0,4,3,0,0,0,7,10,12,4,0,4,0,0,0,0,3,3,3,4,7,0,3,3,6,3,13,3,0,3,0,3,4,4,3,5,0,0,0,0,0,0,8,4,14,0,0,3,7,0,5,4,0,4,0,7,5,0,0,0,12,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,4,0,3,3,0,0,0,0,3,3,0,0,3,5,0,3,3,10,10,0,3,3,3,0,5,0,0,0,3,3,4,0,4,6,3,8,13,0,0,0,0,0,0,5,7,6,3,0,5,0,0,4,12,12,20,3,0,3,3,3,4,0,3,3,0,0,0,0,0,0,6,9,8,0,0,0,0,0,4,0,3,3,3,0,3,3,3,8,6,10,18,0,6
5100233,0,0,3,4,0,4,0,0,3,0,0,0,9,0,8,10,4,20,0,0,4,0,3,0,0,3,3,3,0,3,3,3,6,7,14,21,0,0,3,0,3,3,0,3,4,4,6,6,0,3,7,10,12,20,0,0,3,0,3,6,3,4,5,4,0,6,3,0,3,15,10,23,0,0,3,0,4,4,0,0,0,0,0,3,0,0,0,3,7,13,0,3,3,3,4,6,0,0,0,0,3,6,0,0,3,4,9,13,0,0,0,0,3,4,3,0,3,0,7,7,3,8,6,4,14,21,0,0,0,3,0,7,0,0,3,0,0,3,0,0,3,7,10,16,3,4,9,0,0,4,3,3,4,0,3,3,0,4,0,9,11,27,0,3,3,4,0,3,3,0,0,0,3,3,3,3,3,13,6,17,0,0,3,0,0,0,0,0,3,9,7,13,0,7,3,13,16,24,3,0
5100234,8,4,11,10,4,15,7,11,17,10,11,21,8,7,21,41,39,88,11,12,24,8,3,7,3,4,9,6,11,20,0,4,3,36,34,67,3,7,11,7,0,8,4,7,7,3,3,7,3,7,8,19,22,37,7,6,13,3,3,3,4,4,13,0,13,13,0,9,9,19,35,58,9,13,17,13,13,26,5,8,14,5,6,11,5,12,18,33,53,83,4,9,15,3,3,6,7,5,17,10,10,18,13,10,18,40,44,79,12,15,24,3,4,12,6,9,11,8,3,12,6,14,23,38,44,87,5,13,17,3,5,9,13,3,21,9,10,16,7,15,17,38,45,84,11,7,19,12,3,14,3,4,9,4,3,8,6,4,13,37,27,59,7,4,10,0,8,10,3,3,10,5,3,9,5,5,8,26,20,46,3,13,17,0,0,0,5,7,13,3,7,11,11,5,17,26,31,58,7,10
5100235,3,5,5,0,4,4,0,3,4,5,4,10,0,0,0,7,11,23,3,0,4,4,3,10,3,4,6,5,4,5,0,3,3,14,14,24,0,3,5,3,3,5,3,0,6,3,3,11,3,0,6,21,17,36,3,5,9,6,3,9,7,3,5,8,0,7,3,3,7,24,12,37,4,3,10,0,0,3,0,0,3,5,3,8,0,3,4,10,11,23,0,0,0,0,3,5,0,0,3,0,0,3,4,0,9,7,8,12,0,4,10,3,3,10,5,0,3,0,3,10,3,3,5,16,14,32,0,4,5,3,3,5,3,8,10,0,7,7,3,5,5,10,18,27,0,0,0,0,0,0,0,0,7,0,4,3,3,0,10,6,10,17,5,6,13,0,0,3,4,8,9,3,0,3,0,6,4,14,24,38,3,9,5,0,0,5,7,3,4,4,3,6,4,0,4,19,14,29,3,7
5100236,0,5,5,0,3,8,6,3,11,4,8,8,5,3,7,18,23,43,5,4,9,8,5,14,11,5,15,3,7,10,6,5,7,28,25,52,4,8,8,10,3,19,4,3,5,3,8,6,8,3,9,30,21,46,3,3,10,7,0,6,5,5,11,4,0,4,4,0,3,20,16,30,6,0,4,3,4,10,4,8,9,0,6,6,0,0,0,14,12,26,3,0,5,0,3,3,0,0,3,0,4,3,0,6,6,9,14,19,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,6,13,17,0,3,3,6,3,7,3,7,10,4,8,10,7,4,7,15,22,37,3,4,9,3,6,11,5,0,7,5,4,5,10,3,15,26,21,44,0,0,3,0,0,3,0,4,3,0,6,3,3,8,9,7,18,22,7,3,8,3,0,3,0,3,3,3,3,9,3,0,3,10,10,28,3,3
5100237,4,4,8,0,4,5,0,3,7,7,0,6,0,3,5,16,17,33,11,6,17,3,3,4,5,3,7,0,3,3,0,0,3,27,18,39,4,0,4,3,3,3,0,3,3,4,4,7,0,3,3,9,12,16,3,3,5,4,0,7,3,6,7,3,4,10,3,0,5,14,13,26,0,0,0,0,3,5,0,4,4,0,3,3,7,0,5,8,9,20,4,0,3,0,7,7,6,0,9,0,4,6,3,4,9,16,17,32,6,0,4,0,3,6,11,3,8,11,4,15,0,9,6,25,18,38,0,6,7,3,3,10,3,6,9,4,3,6,3,0,9,13,24,36,5,7,12,0,0,5,5,4,10,9,0,7,7,0,4,21,19,38,3,3,6,0,0,3,7,6,7,9,3,11,5,9,13,22,21,39,3,13,13,3,3,8,3,16,17,3,4,10,7,15,19,17,50,64,7,10
5100238,3,0,4,6,0,4,0,4,4,0,0,6,4,0,4,16,6,22,3,3,7,4,3,4,3,0,5,5,0,6,3,5,5,21,14,30,0,7,10,6,0,4,4,3,4,4,3,6,3,0,8,14,15,33,3,0,8,3,3,4,0,3,8,5,0,5,4,0,4,16,8,26,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,5,3,11,0,0,7,0,3,4,3,0,4,0,0,0,0,0,0,5,9,15,0,0,0,0,0,0,0,0,3,0,4,3,3,3,6,3,11,14,0,0,3,0,3,5,0,3,3,6,5,8,0,3,7,12,10,22,0,4,10,3,3,7,3,0,9,7,0,8,0,0,0,17,12,26,4,6,7,0,4,4,0,7,7,5,3,6,0,0,4,12,17,30,0,0,3,3,0,8,3,0,3,4,3,5,0,3,3,7,6,20,0,0
5100239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,7,0,0,0,3,0,3,11,3,15,0,0,4,3,0,3,0,0,0,3,0,3,0,0,0,4,3,12,0,3,5,3,0,3,0,0,5,4,3,5,0,0,0,8,6,19,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,8,0,5,3,0,4,0,0,4,0,4,4,0,0,0,0,0,0,3,5,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,3,0,3,0,3,5,0,0,0,6,3,9,0,0,0,0,0,3,0,3,5,0,0,0,3,3,3,6,12,17,0,0,0,0,3,5,3,5,8,0,0,5,3,5,9,9,17,21,0,3,7,3,0,0,0,4,4,7,0,7,0,0,0,8,6,15,7,3
5100240,4,3,8,0,0,0,3,0,3,0,3,3,0,0,3,11,11,23,5,0,5,3,5,6,6,4,6,3,0,6,4,3,8,17,10,35,3,3,5,0,4,4,0,4,3,3,0,7,5,3,5,13,14,30,0,3,6,0,4,4,6,0,3,6,0,7,0,3,5,14,11,30,3,0,3,0,0,3,0,0,0,3,5,5,0,7,4,8,11,22,7,0,4,3,0,3,3,0,4,3,3,10,6,4,6,21,10,29,5,3,7,7,3,10,7,3,12,3,0,3,0,3,4,15,14,29,3,0,4,0,0,3,0,4,3,3,0,4,4,5,4,8,9,21,0,8,11,0,6,9,0,3,6,9,0,6,0,0,6,17,18,35,0,3,7,0,3,3,0,3,3,3,0,4,3,0,4,9,10,17,0,0,0,0,0,3,0,3,4,3,0,3,0,3,3,7,11,14,3,3
5100241,3,0,0,3,3,3,3,0,5,3,3,6,4,4,7,11,12,27,0,0,3,0,0,3,0,0,3,3,0,3,3,3,8,8,11,21,3,0,3,3,3,5,0,0,3,0,4,4,0,3,3,7,12,21,4,4,9,0,3,4,4,4,5,3,3,5,0,5,8,16,12,28,0,3,9,0,0,0,0,0,0,5,0,5,3,0,3,9,10,20,0,7,8,5,0,4,0,3,0,0,4,3,0,0,0,3,13,20,4,0,5,3,3,9,3,3,4,3,0,3,3,0,7,15,8,26,0,0,0,0,0,0,5,5,11,0,4,6,0,3,6,13,14,20,3,6,6,0,3,9,3,6,6,0,4,9,0,3,4,13,22,34,3,3,3,0,3,3,0,3,4,4,3,4,3,3,5,10,11,27,8,0,5,3,3,5,0,0,3,5,0,3,0,7,7,12,14,24,4,0
5100243,0,0,0,3,0,7,3,3,5,3,3,11,4,0,9,13,14,32,4,3,8,10,3,11,0,4,5,0,3,11,0,3,10,19,23,36,0,0,3,9,8,10,4,7,5,4,6,10,0,0,4,16,19,37,5,7,13,5,3,10,12,4,19,0,3,4,3,3,10,23,19,47,3,5,3,0,3,3,0,0,0,0,3,3,3,0,3,10,7,18,0,3,3,0,0,0,0,0,0,3,3,7,4,0,3,12,8,16,4,3,8,0,6,6,6,3,12,3,0,6,3,3,8,12,16,28,0,0,0,7,0,7,0,0,0,3,3,5,4,3,5,7,7,19,0,0,4,0,4,8,4,3,8,4,3,6,0,6,12,12,24,35,0,0,0,6,0,9,4,3,8,8,9,16,3,8,10,23,22,42,3,3,9,3,3,9,3,3,8,0,7,6,4,0,3,17,17,34,7,4
5100244,3,3,6,6,3,10,3,0,8,3,3,9,6,3,9,18,13,36,5,0,6,7,3,5,8,5,13,4,4,10,11,10,15,31,26,50,10,4,13,3,7,11,3,8,8,0,6,11,5,3,3,17,26,43,4,4,12,4,4,11,3,6,9,7,8,15,4,0,8,27,23,50,0,3,7,5,3,6,0,6,6,0,0,0,0,0,0,14,11,24,0,0,0,0,0,4,0,3,4,0,0,0,4,3,8,8,6,16,3,4,5,7,0,7,0,3,3,0,0,7,0,5,10,10,15,27,0,3,3,5,6,10,6,3,7,3,6,9,3,0,10,20,27,44,0,0,4,0,3,3,5,3,9,0,8,7,0,3,3,8,15,28,5,3,7,0,4,6,3,7,6,3,3,4,0,6,9,11,21,34,3,0,7,3,3,9,3,3,3,3,3,6,3,3,12,16,12,33,0,0
5100246,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,6,6,12,0,3,3,0,0,0,3,0,3,0,0,0,3,3,3,3,7,13,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,4,3,8,0,0,0,0,3,3,0,0,4,3,3,8,0,0,3,10,9,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,3,6,6,9,0,0,0,3,0,3,0,3,9,0,0,4,0,4,4,7,8,17,0,6,7,0,3,7,0,3,3,0,3,3,3,0,3,5,11,19,0,0
5100247,0,3,3,0,0,0,0,0,0,3,4,7,4,0,4,4,6,16,0,0,3,3,3,4,0,0,4,3,0,3,0,3,3,10,7,15,0,0,3,0,0,0,3,3,3,5,4,4,0,3,4,9,10,16,0,3,3,0,0,0,0,3,8,0,0,0,0,0,0,5,5,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,4,11,3,0,7,0,0,3,0,0,0,0,3,3,0,0,0,5,6,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,9,0,4,4,0,5,5,3,0,5,0,0,0,3,15,23,0,3,3,3,4,10,3,6,9,0,4,5,3,0,6,9,17,25,0,0,3,3,5,4,5,0,4,0,3,8,0,0,3,11,9,18,7,4
5100249,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,3,0,3,3,0,0,3,0,7,7,0,3,3,3,13,10,3,3,7,0,4,5,6,0,3,3,0,3,0,3,4,12,17,27,3,3,7,3,0,3,0,0,3,3,0,3,0,0,0,9,5,15,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,4,5,12,0,0,3,0,3,3,0,0,5,0,0,0,0,0,3,4,8,7,0,0,3,0,8,4,3,0,8,0,4,4,0,3,3,4,12,16,0,0,0,4,3,7,0,3,3,0,0,0,0,0,0,4,6,10,0,3,6,0,0,3,0,3,3,3,0,3,3,0,4,4,9,15,3,3,6,0,3,4,0,3,3,0,0,0,3,0,3,10,10,16,3,3,4,0,0,3,3,0,8,0,3,3,0,0,4,9,9,22,0,3
5100250,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,3,0,0,0,3,0,7,4,0,9,0,3,8,0,0,0,12,11,19,0,4,3,3,3,7,4,4,6,9,0,9,3,0,4,23,9,31,4,3,8,3,3,3,0,0,0,0,0,3,0,3,7,11,11,18,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,6,8,0,0,0,3,3,3,0,3,3,3,0,3,0,0,0,3,8,11,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,4,7,6,0,0,0,0,0,0,0,5,5,0,0,3,4,3,10,4,14,17,0,3,3,4,5,10,8,3,10,0,3,3,4,0,4,11,11,29,0,7,7,4,0,9,0,3,3,3,3,4,0,3,3,4,13,20,0,0,0,0,0,0,3,0,0,5,4,7,3,4,6,13,13,21,3,0
5100251,0,0,0,5,0,4,0,3,3,0,3,3,4,0,3,6,3,13,4,0,4,3,0,3,0,3,3,4,0,4,0,3,4,11,12,21,0,5,5,0,0,0,4,3,3,3,0,7,4,0,5,11,10,25,0,3,7,0,0,4,0,0,0,3,0,3,0,0,0,3,11,13,0,0,0,0,3,0,0,3,3,0,0,0,0,3,3,3,5,11,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,8,9,8,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,4,10,13,0,0,0,4,3,4,4,0,3,3,0,3,0,6,5,13,9,23,0,5,5,4,0,8,4,0,8,0,0,3,0,4,3,16,11,24,3,0,3,0,3,3,0,3,5,0,0,0,0,0,0,4,9,13,3,0
5100252,0,0,3,0,0,4,0,3,3,0,6,3,3,3,4,9,9,20,3,0,7,3,3,5,6,0,5,0,0,3,3,0,3,19,3,22,4,3,4,0,0,0,5,0,5,3,3,3,0,0,0,10,7,18,4,0,3,0,0,0,0,5,5,3,0,3,0,0,0,4,10,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,3,7,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,0,3,0,3,3,5,4,3,0,3,0,3,4,8,8,15,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,5,5,0,0,3,3,5,9,8,4,9,4,3,8,3,3,7,14,14,34,0,0,3,3,3,4,0,4,4,3,0,3,3,0,5,6,12,19,0,3,8,0,0,0,3,0,3,0,0,0,3,0,3,7,10,13,0,0
5100253,4,10,13,6,4,10,9,5,14,10,7,24,17,7,19,55,36,90,6,7,12,16,8,21,4,3,7,5,5,14,11,9,19,43,34,75,4,6,15,8,8,15,11,5,17,3,11,13,3,5,16,37,36,74,12,5,14,3,5,7,0,5,5,4,3,6,0,3,6,18,25,40,7,3,11,7,3,8,3,4,6,4,3,10,0,3,3,16,25,36,5,5,13,0,4,5,10,5,18,3,3,3,8,3,8,25,26,48,3,11,9,9,9,19,5,4,9,0,6,4,8,10,12,26,35,64,6,3,10,5,8,12,5,4,12,0,5,7,3,9,12,23,30,51,3,10,14,5,5,10,5,7,10,9,6,9,6,9,14,31,40,64,5,7,10,3,3,7,0,3,4,3,3,6,3,4,4,17,20,34,0,8,9,3,3,7,0,4,6,5,0,8,0,10,5,10,22,32,3,6
5100254,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,6,3,6,3,3,3,0,0,3,0,0,0,5,0,5,0,3,3,8,4,15,4,3,6,4,0,4,4,0,4,0,4,4,0,0,0,11,3,12,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,4,9,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,8,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,4,5,0,3,3,0,0,0,0,0,0,0,3,3,5,9,13,0,0,3,0,0,0,6,6,11,0,0,3,0,0,0,10,6,15,3,0,3,3,3,3,0,0,0,0,0,3,3,0,7,10,11,20,5,0
