SA1_7DIGITCODE_2016,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_v,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_v,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_v,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_v,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Total_OS_v,P_Total_Total
5100525,6,10,8,3,7,3,0,36,0,7,5,3,6,4,0,26,0,3,4,3,3,4,0,18,0,0,0,0,0,0,0,0,42,73,27,26,28,36,0,232
5100526,0,6,6,0,4,0,0,23,3,7,0,6,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,42,66,21,22,40,28,0,221
5100527,6,13,16,6,8,3,0,49,0,13,11,7,13,4,0,47,0,3,3,3,5,0,0,20,0,0,0,0,0,0,0,0,48,76,44,41,54,23,3,301
5100528,10,11,7,4,4,0,0,33,0,7,7,7,11,3,0,37,0,3,5,9,8,3,0,25,0,0,0,3,3,0,0,6,30,46,23,29,37,8,0,164
5100529,3,6,6,9,7,3,0,42,3,9,3,6,4,7,0,32,0,0,0,4,0,0,0,8,0,3,0,0,0,0,0,3,49,72,31,31,49,24,0,253
5100530,12,28,26,13,8,4,0,98,8,9,7,15,10,4,0,48,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,111,134,71,76,53,13,0,468
5100531,10,20,14,7,9,4,0,64,4,7,13,7,3,0,0,36,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,66,96,64,41,42,18,0,325
5100532,13,35,19,12,9,4,0,83,0,9,15,13,16,3,0,50,4,9,5,0,4,0,0,23,0,0,0,0,0,0,0,0,51,97,57,36,47,21,0,309
5100533,9,7,4,11,15,4,0,45,10,3,4,3,4,3,0,34,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,184,201,74,86,120,53,3,724
5100534,9,16,12,3,9,3,0,53,6,5,8,5,8,0,0,41,4,3,0,4,4,3,0,21,0,0,0,0,7,0,0,3,111,122,64,48,75,24,0,440
5100536,3,3,5,0,4,4,0,17,3,9,4,3,0,0,0,18,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,52,64,38,25,20,14,0,210
5100537,12,20,8,7,7,0,0,57,4,6,12,8,0,0,0,36,0,3,3,0,3,5,0,13,0,0,0,0,0,0,0,0,61,75,42,27,34,20,0,253
5100538,12,41,20,18,5,3,0,93,3,10,7,11,14,3,0,44,3,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,60,90,49,59,43,12,0,309
5100539,3,17,8,12,4,0,0,42,3,3,3,4,4,3,0,16,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,4,51,63,39,25,24,18,0,221
5100540,13,23,10,17,9,3,0,69,3,13,12,13,8,8,0,51,0,0,0,5,3,0,0,17,0,0,0,3,0,0,0,5,77,104,61,56,42,23,0,362
5100541,3,3,7,0,6,0,0,12,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,19,8,22,5,0,89
5100542,0,6,3,4,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,29,28,4,10,25,12,3,113
5100543,8,17,0,4,3,0,0,34,0,5,0,6,0,0,0,17,0,6,0,3,0,0,0,13,0,0,0,0,0,0,0,0,50,76,24,34,35,0,0,222
5100544,8,5,3,0,3,0,0,20,3,4,3,8,3,0,0,14,4,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,47,63,22,30,26,4,0,182
5100545,0,5,4,5,6,0,0,30,0,0,4,0,7,0,0,18,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,45,81,27,29,47,12,0,250
5100546,8,8,3,3,3,0,0,23,0,0,3,6,3,0,0,12,0,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,63,67,41,46,33,16,3,267
5100547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100548,9,13,5,0,10,0,0,36,3,7,4,6,7,5,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,72,84,51,36,55,8,5,317
5100549,7,14,8,6,3,3,3,45,5,7,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,49,67,27,20,26,19,3,210
5100550,4,3,7,0,6,0,0,21,5,7,0,3,4,0,0,22,3,3,0,0,5,0,0,9,0,0,0,0,0,0,0,0,61,77,38,37,35,9,0,254
5100551,0,3,0,3,0,0,0,7,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,66,20,27,41,23,3,217
5100701,10,14,11,9,4,0,0,46,0,10,4,3,8,3,0,31,3,0,4,0,3,3,0,12,0,0,0,0,0,0,0,6,42,60,28,30,28,16,0,203
5100702,8,3,3,3,12,5,0,36,6,5,10,10,3,3,0,38,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,40,49,33,42,56,28,0,244
5100703,10,20,17,10,9,6,0,70,5,10,11,9,10,10,0,60,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,66,103,54,44,52,39,0,367
5100704,6,16,17,0,11,6,0,64,8,11,10,11,11,3,0,49,0,4,3,5,7,9,0,33,0,3,4,0,0,0,0,8,53,115,60,45,74,45,3,397
5100705,3,6,0,9,4,0,0,20,5,13,3,10,6,7,0,41,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,3,44,56,15,37,29,14,0,198
5100706,6,8,9,9,8,0,0,48,0,9,5,9,11,3,0,31,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,45,57,31,38,40,23,0,225
5100707,10,27,9,11,13,6,0,74,5,9,11,10,3,6,0,52,0,0,4,4,3,3,0,18,0,0,0,0,0,0,0,3,60,114,65,39,46,29,0,355
5100708,18,26,15,11,12,4,0,81,3,11,12,12,16,5,0,57,0,3,4,3,9,6,0,22,0,0,0,4,3,0,0,8,79,116,69,64,64,22,0,416
5100709,9,17,10,4,11,3,0,61,7,16,3,6,3,0,0,42,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,5,58,93,41,29,43,21,3,278
5100710,12,27,16,22,12,7,0,92,3,9,7,10,4,3,0,37,0,3,0,4,3,5,0,17,5,3,0,0,4,0,0,8,57,118,53,58,65,29,3,379
5100711,6,11,6,3,6,5,0,34,0,4,11,11,4,3,0,35,3,4,3,4,0,3,0,16,0,0,0,0,0,0,0,3,42,62,40,38,41,21,0,244
5100713,9,19,12,6,7,0,0,54,3,7,9,7,9,7,0,41,4,5,8,3,8,4,0,29,0,0,0,0,0,0,0,3,78,103,51,57,54,28,0,380
5100714,0,13,6,5,6,0,0,34,6,7,0,5,7,6,0,36,0,3,4,6,4,4,0,15,0,0,0,0,0,5,0,8,42,72,32,38,51,29,0,258
5100801,11,15,11,3,21,9,0,73,3,4,11,3,9,8,0,45,0,0,3,3,0,0,0,11,0,0,3,0,3,0,0,7,73,70,51,26,61,34,0,318
5100802,17,26,13,4,16,11,0,92,6,13,15,12,19,13,0,78,3,8,11,6,9,10,0,44,3,0,0,0,4,4,0,11,82,128,72,59,106,58,4,507
5100803,7,24,11,3,11,5,0,62,0,9,8,5,16,16,0,56,7,9,3,8,20,18,0,62,3,0,0,0,7,13,0,26,63,95,37,35,107,65,0,414
5100804,6,13,7,7,8,4,0,45,5,20,12,11,8,5,0,51,0,3,3,4,6,0,0,18,0,0,0,0,0,0,0,0,74,99,54,37,57,21,0,339
5100805,9,15,4,7,12,0,0,47,3,6,5,3,8,3,0,27,0,3,0,0,5,3,0,11,0,0,0,3,0,0,0,3,79,98,31,38,57,21,0,326
5100806,0,0,0,0,0,16,0,16,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,330
5100807,13,15,9,3,12,4,0,63,11,3,7,5,10,5,0,43,0,0,0,3,3,0,0,9,3,3,0,0,0,3,0,6,71,87,42,43,74,34,0,349
5100808,0,3,5,0,4,0,0,12,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,11,5,13,3,0,82
5100809,16,27,11,12,13,13,3,93,8,3,3,6,23,8,0,53,5,3,4,0,10,5,0,19,0,0,0,0,3,3,0,11,127,142,47,60,147,57,3,585
5100810,6,12,7,3,20,5,0,46,5,3,9,5,14,8,0,40,0,0,3,3,6,6,0,26,3,0,0,0,0,3,0,9,69,90,45,39,104,62,3,419
5100811,8,15,5,3,13,3,0,48,4,12,3,3,11,4,0,38,3,0,3,3,20,0,0,32,0,0,0,0,67,4,0,70,56,63,18,28,131,16,0,319
5100812,8,19,3,7,13,11,0,55,0,12,0,8,8,12,0,39,0,3,0,7,17,11,0,39,3,3,0,0,15,4,0,23,41,72,30,26,92,54,0,319
5100813,4,13,8,6,9,9,0,57,5,4,3,3,7,6,0,26,0,4,5,0,4,8,0,18,0,3,3,0,3,3,0,14,69,81,47,38,85,50,5,364
5100814,3,10,11,3,13,3,0,45,3,5,5,5,10,3,0,37,0,5,3,3,10,10,0,28,0,0,0,0,3,3,0,9,53,60,38,28,72,47,0,288
5100815,6,18,5,4,9,4,0,47,6,9,4,3,11,5,0,39,3,7,0,3,4,12,0,30,0,0,0,3,5,4,0,15,89,123,47,45,83,47,3,432
5100816,4,16,7,4,10,3,0,42,0,3,0,0,12,5,0,20,0,0,0,0,5,3,0,15,0,0,0,0,0,0,0,0,45,60,28,23,74,24,0,251
5100901,8,13,9,5,5,3,0,41,6,3,8,15,0,3,0,32,3,5,0,3,3,4,0,17,0,0,0,0,0,0,0,3,31,51,36,36,24,10,0,192
5100902,5,10,19,5,20,6,0,77,0,9,9,12,17,5,0,50,0,3,0,3,3,6,0,22,0,0,0,0,4,0,0,4,47,88,62,45,96,45,0,379
5100903,5,17,11,3,3,6,0,43,8,13,12,14,12,3,0,56,3,5,5,6,6,7,0,34,0,0,0,0,0,0,0,4,63,86,50,54,46,27,0,332
5100904,3,14,13,5,9,3,0,46,7,9,3,3,4,7,0,35,0,4,0,3,4,0,0,10,0,0,0,0,0,0,0,3,32,50,31,36,56,29,0,233
5100905,13,11,7,11,11,3,0,64,12,6,9,7,12,6,0,45,3,0,9,3,9,3,0,23,3,0,0,0,5,3,0,9,111,136,59,68,115,62,0,541
5100906,0,6,4,6,17,0,0,35,5,6,10,10,4,4,0,33,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,31,43,39,40,74,23,0,246
5100907,10,10,4,3,15,5,0,39,0,0,3,5,7,0,0,24,0,0,5,0,6,4,0,14,0,0,0,0,0,0,0,0,28,42,27,21,51,8,0,176
5100908,7,15,4,17,10,3,0,59,3,6,0,4,9,3,0,28,4,0,0,3,4,3,0,15,0,0,0,0,0,0,0,8,45,70,35,45,59,25,0,279
5100909,3,14,10,5,8,7,0,48,4,7,0,7,12,3,0,34,0,8,5,0,4,0,0,17,0,3,3,0,3,0,0,8,58,56,29,22,54,28,0,253
5100910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5100911,3,7,4,3,12,0,0,28,6,0,0,0,3,0,0,15,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,28,38,23,21,36,26,0,169
5100912,5,15,6,14,9,10,0,56,3,14,9,3,8,7,0,44,0,4,0,6,6,5,0,19,0,0,0,0,0,0,0,6,40,75,26,43,53,45,0,284
5100913,6,12,11,6,6,4,0,48,0,7,3,3,8,3,0,26,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,3,23,51,33,19,47,23,0,192
5100914,8,9,14,9,11,3,0,45,0,7,3,4,7,3,0,27,0,3,0,3,9,0,0,15,0,0,0,0,0,0,0,0,44,50,31,45,53,20,3,233
5100915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5100916,8,30,4,13,11,13,0,90,3,11,5,8,10,17,0,54,3,5,0,6,13,18,0,48,0,0,0,0,14,27,0,49,56,117,44,55,95,116,3,482
5100917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100918,5,7,5,10,8,5,0,36,0,3,3,4,5,3,0,24,4,0,0,3,9,8,0,25,0,0,0,0,3,0,0,9,31,34,14,28,54,14,0,175
5100920,12,21,5,13,6,4,0,63,3,3,11,13,7,4,0,45,0,0,0,0,6,0,0,7,0,0,0,0,9,0,0,9,74,92,51,52,60,41,0,371
5100921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
5100922,4,8,3,9,7,3,0,27,0,4,5,7,3,3,0,23,3,4,0,0,0,0,0,12,0,3,0,0,0,0,0,3,21,47,12,35,24,12,3,159
5100923,6,19,8,7,9,0,0,42,0,3,7,3,6,0,0,18,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,47,84,49,30,25,6,0,251
5100924,0,10,5,9,10,0,0,28,0,6,0,3,10,0,0,23,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,24,46,18,24,24,16,0,140
5100925,6,12,5,5,3,3,0,32,3,5,7,3,4,4,0,26,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,31,50,38,44,34,35,0,234
5100926,3,11,5,8,8,3,0,43,0,3,3,3,3,0,0,17,0,3,0,3,4,3,0,9,0,0,0,0,3,0,0,6,44,54,20,37,39,23,0,213
5100927,7,15,3,10,13,6,0,47,5,8,9,0,18,17,0,64,0,8,0,0,14,7,0,26,0,0,0,0,0,0,0,4,48,78,41,30,82,40,0,311
5100928,10,19,5,12,8,3,0,63,5,11,4,9,14,4,0,54,3,4,0,3,5,0,0,16,0,3,0,0,0,0,0,6,55,101,49,47,76,24,0,356
5100929,7,16,13,11,9,8,0,52,6,11,13,9,12,9,0,53,0,0,0,0,5,11,0,17,0,0,0,0,0,0,0,7,40,62,46,25,61,45,3,278
5100930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100931,18,26,16,18,17,4,0,100,4,15,3,16,16,5,0,55,3,3,3,4,3,3,0,18,3,0,0,0,0,0,0,3,72,111,61,70,62,40,0,413
5101001,10,19,13,9,7,5,0,56,3,3,0,4,6,3,0,19,0,6,4,3,3,9,0,18,0,0,0,0,0,0,0,0,39,74,34,24,38,22,3,237
5101002,20,32,31,15,7,13,0,120,7,16,27,5,5,12,0,67,0,0,6,3,5,3,0,17,0,3,0,0,0,0,0,6,97,110,91,60,46,49,0,455
5101003,4,19,6,10,4,0,0,44,0,10,3,8,5,5,0,21,0,0,0,3,7,0,0,9,0,0,0,0,0,0,0,0,53,93,41,43,38,23,0,292
5101004,11,22,12,9,11,9,0,74,3,9,5,15,13,7,0,45,0,0,4,4,3,0,0,12,0,0,0,0,3,0,0,4,57,78,47,48,47,34,0,305
5101005,8,20,9,3,6,3,0,48,0,4,9,8,11,4,0,34,0,0,3,4,0,4,0,17,0,0,0,0,0,3,0,3,85,120,68,56,47,34,0,410
5101006,13,16,11,13,11,11,0,74,4,10,10,18,6,6,0,58,0,5,5,4,0,6,0,17,3,0,0,0,0,0,0,4,77,90,40,76,44,39,0,372
5101007,9,20,14,9,0,4,0,50,5,8,12,13,6,3,0,44,0,8,3,3,4,3,0,22,3,0,0,0,4,0,0,10,77,97,52,50,50,23,0,352
5101101,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,10
5101201,3,11,11,8,22,4,0,54,4,4,6,8,13,8,0,38,5,3,5,6,12,10,0,46,0,3,0,0,0,11,0,19,77,93,46,49,96,41,3,411
5101202,7,16,10,3,5,3,0,47,3,4,14,9,3,5,0,43,0,4,3,9,10,3,3,38,0,0,0,0,7,0,0,9,69,93,50,50,64,31,5,366
5101203,6,19,16,3,6,0,0,51,4,9,3,10,7,3,0,31,3,3,0,4,7,3,0,23,0,0,0,0,0,3,0,5,54,72,38,33,71,22,0,286
5101204,5,9,5,3,11,3,0,46,3,3,8,4,0,3,0,22,0,3,4,0,6,0,0,18,0,0,0,0,0,0,0,0,47,63,37,22,52,11,3,243
5101205,9,7,0,0,12,0,0,34,3,9,0,0,3,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,39,57,20,20,62,4,0,210
5101206,5,13,9,5,3,3,0,40,4,6,9,4,3,0,0,21,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,61,69,38,24,37,11,4,241
5101207,10,15,6,9,9,0,0,45,4,9,0,4,10,0,0,31,4,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,54,92,40,38,49,13,0,278
5101208,3,9,11,3,8,0,0,34,4,10,5,0,0,0,0,19,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,37,55,31,24,29,6,0,179
5101209,16,32,14,8,6,9,3,92,10,29,19,15,18,7,0,98,7,0,4,4,3,3,0,23,0,0,0,0,3,0,0,6,103,139,68,67,79,41,3,499
5101210,16,22,8,3,4,0,0,53,5,6,12,7,4,0,0,30,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,49,62,42,18,33,9,10,231
5101213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101214,10,23,15,7,6,4,0,66,0,14,5,7,11,0,0,38,0,0,0,0,10,0,0,19,0,0,0,0,3,0,0,3,77,92,55,36,78,24,0,362
5101215,8,15,4,3,7,3,0,29,4,5,0,10,3,6,0,27,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,104,110,56,53,57,24,3,400
5101216,13,17,12,7,3,6,0,66,3,8,12,10,5,0,0,39,0,6,0,0,4,0,0,14,0,0,0,0,0,0,0,0,106,119,69,57,61,26,0,440
5101217,4,7,3,3,5,4,0,24,0,5,0,0,9,0,0,17,0,4,0,0,8,3,0,22,0,0,0,0,0,0,0,3,58,52,27,27,48,17,0,225
5101218,12,18,8,10,6,3,0,46,0,6,8,3,6,0,0,28,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,3,70,92,47,44,79,30,3,358
5101219,15,17,10,11,10,17,0,77,3,9,11,7,14,10,0,63,5,12,0,7,7,8,0,45,0,3,0,3,3,6,0,18,71,94,39,42,75,59,6,396
5101220,10,17,10,4,16,4,0,67,4,16,6,8,9,6,0,45,3,9,10,5,0,0,0,29,6,0,0,0,0,0,0,11,71,109,52,39,62,45,0,371
5101221,11,9,8,3,13,3,0,39,5,3,6,12,3,3,0,41,0,4,0,0,3,4,0,12,0,0,0,0,0,0,0,0,60,65,42,38,41,28,0,280
5101222,5,23,6,7,13,8,0,61,4,17,13,5,4,0,0,41,0,6,3,4,0,3,0,20,0,0,0,0,0,0,0,8,86,129,53,58,58,19,0,403
5101223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101224,3,16,8,8,7,0,0,40,3,9,4,5,6,0,0,36,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,92,92,53,35,39,8,3,319
5101225,14,18,5,8,7,0,0,57,0,11,8,7,13,4,0,37,3,3,0,3,0,0,0,11,0,0,0,0,0,0,0,4,104,141,65,83,88,28,3,505
5101226,0,0,0,0,4,0,0,4,6,9,8,11,30,3,0,70,14,15,11,16,70,25,0,158,5,14,5,0,98,14,0,133,29,41,25,27,206,47,0,366
5101227,11,11,5,7,6,0,0,46,3,3,3,9,3,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,103,106,49,64,67,29,0,419
5101228,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,62,24,34,22,17,0,204
5101229,8,5,3,4,3,0,4,22,3,0,3,3,3,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,69,80,38,37,51,15,3,291
5101230,3,12,3,3,9,0,3,30,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,107,34,24,65,16,5,317
5101231,3,11,3,0,7,6,0,33,4,11,8,7,10,13,0,49,3,13,7,8,11,14,0,48,0,3,0,0,3,5,0,11,38,63,31,30,57,46,0,265
5101401,6,19,3,5,11,5,0,51,8,13,12,6,13,6,0,57,3,3,3,3,8,6,0,25,0,0,0,3,3,0,0,8,60,78,30,43,56,26,3,299
5101402,4,12,12,7,5,5,0,49,4,10,11,0,10,7,0,38,0,4,3,5,3,3,0,24,0,0,0,0,0,0,0,4,54,71,49,35,57,25,0,294
5101404,5,12,6,11,13,4,3,58,0,13,8,8,4,5,0,42,3,4,3,4,3,0,0,25,0,0,0,0,0,0,0,0,60,82,44,45,66,30,13,329
5101405,12,14,10,12,6,3,0,46,0,5,9,11,4,5,0,47,0,6,10,3,11,4,0,29,0,0,0,0,4,0,0,3,59,79,48,49,72,40,5,351
5101406,0,3,7,0,7,4,0,25,0,4,4,12,10,4,0,33,6,10,3,0,26,11,0,55,5,0,0,0,21,0,0,35,35,49,34,30,113,37,5,296
5101407,6,13,6,8,6,5,0,49,6,7,9,7,19,7,0,61,3,0,3,7,18,5,0,38,3,0,0,0,10,3,0,15,82,65,35,64,99,34,13,392
5101408,0,11,7,5,0,9,0,28,3,4,4,3,6,3,0,33,0,3,5,0,3,0,0,14,0,0,4,0,5,4,0,11,39,53,40,26,43,29,3,235
5101409,7,15,4,8,11,8,0,47,4,0,3,5,6,9,0,29,0,3,0,0,7,3,0,20,0,0,0,0,3,0,0,5,43,37,9,28,40,35,0,195
5101410,3,5,0,0,3,3,0,21,8,12,5,7,3,3,0,36,0,0,0,3,4,6,0,12,0,0,0,0,0,0,0,0,35,69,24,20,29,42,0,220
5101411,3,13,3,3,10,0,0,33,6,0,3,9,10,3,0,34,0,6,3,8,11,6,0,31,0,4,0,0,0,0,0,3,43,52,28,22,74,34,6,253
5101412,7,15,3,18,11,3,0,52,10,12,5,6,9,0,0,38,0,3,0,0,0,5,0,16,0,3,0,0,0,0,0,5,49,62,35,53,51,32,0,290
5101413,3,6,8,8,0,0,0,29,0,3,4,3,3,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,26,18,16,5,7,0,89
5101414,0,0,0,4,3,0,0,4,3,3,0,5,0,0,0,14,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,16,20,9,24,9,4,0,80
5101415,17,25,21,13,14,7,0,95,7,19,4,11,10,8,0,60,0,4,0,4,9,3,0,19,0,0,0,3,0,0,0,5,75,103,65,61,60,25,0,386
5101416,4,0,7,3,3,6,0,19,4,4,3,3,3,7,0,20,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,3,28,39,28,22,17,28,0,168
5101417,12,8,15,4,6,10,0,55,3,5,9,7,7,7,0,32,3,5,0,3,7,5,0,21,0,0,0,0,0,4,0,5,116,84,36,46,104,159,3,544
5101418,12,8,20,4,5,3,0,49,4,4,0,4,3,7,0,30,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,39,55,41,33,46,21,4,240
5101419,9,18,13,11,5,0,0,60,3,11,14,12,12,5,0,54,0,11,8,3,0,7,0,31,0,0,0,3,0,0,0,8,63,86,70,63,52,23,0,346
5101420,17,23,6,12,11,10,0,74,3,12,20,10,4,13,0,55,0,0,4,4,3,4,0,20,0,0,0,0,0,0,0,7,75,104,58,52,49,51,9,399
5101421,14,34,14,10,14,4,0,88,3,18,18,8,15,3,0,62,5,3,3,3,0,0,0,14,0,3,0,0,0,0,0,3,101,156,79,70,73,22,0,504
5101423,9,13,4,7,15,10,0,58,3,12,8,11,7,7,0,46,0,0,0,3,13,5,0,20,0,0,0,0,0,0,0,7,39,84,40,35,65,50,0,317
5101424,11,10,12,3,11,15,0,63,5,13,9,3,0,15,0,44,0,5,4,7,8,10,0,30,0,0,0,0,0,3,0,3,59,54,37,35,37,66,7,301
5101425,12,26,9,12,11,0,0,62,0,0,3,6,8,0,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,60,91,46,42,42,11,0,292
5101426,3,11,0,7,4,0,0,27,7,7,3,0,3,3,0,23,0,0,0,0,3,3,0,12,0,0,0,0,3,0,0,3,44,66,23,28,36,22,0,219
5101427,0,4,6,0,3,0,0,15,3,0,3,0,3,0,0,9,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,25,21,21,12,26,10,0,112
5101501,9,12,9,5,10,7,0,52,3,7,3,6,8,4,0,28,5,7,7,3,3,0,0,21,3,4,0,0,0,0,0,8,50,70,33,31,44,14,0,235
5101502,13,12,7,7,10,6,0,61,6,13,3,3,8,0,0,35,0,0,3,8,0,3,0,15,3,0,0,3,4,0,0,5,65,79,40,42,47,17,3,288
5101503,0,17,8,3,17,4,0,57,8,13,10,11,13,12,0,62,0,7,3,4,9,5,0,30,0,3,0,0,0,3,0,8,63,120,51,48,80,47,3,420
5101504,4,13,7,4,4,0,0,27,5,5,8,5,11,3,0,38,0,3,6,3,5,3,0,21,0,0,0,0,3,0,0,4,35,66,30,21,40,12,0,217
5101505,17,26,5,3,9,0,0,71,7,9,13,8,15,6,0,62,6,4,5,3,8,6,0,37,4,0,0,0,5,8,0,13,96,120,52,51,69,31,3,424
5101506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
5101507,16,21,8,11,16,3,3,75,10,12,8,6,24,7,0,67,6,6,3,3,5,4,0,28,3,0,0,3,7,0,0,16,104,116,59,49,108,38,4,470
5101508,20,22,9,11,10,3,0,71,11,14,8,5,7,3,0,51,3,3,3,7,5,0,0,19,4,0,0,0,5,5,0,10,98,99,37,33,61,24,3,351
5101509,8,11,12,3,12,6,0,52,3,6,9,8,3,3,0,31,0,3,3,3,16,4,0,23,0,0,0,0,0,7,0,5,36,53,20,23,71,15,0,222
5101510,14,23,13,15,13,3,0,85,8,18,11,20,22,9,0,88,7,18,15,14,32,12,0,104,3,10,5,3,16,0,0,43,80,120,74,70,125,46,3,518
5101513,12,6,12,5,13,3,0,55,0,3,5,6,7,0,0,27,0,3,3,3,0,0,0,11,0,0,0,3,3,3,0,11,79,85,47,50,102,39,0,409
