SA1_7DIGITCODE_2016,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,Inc_1_149_Family_hholds,Inc_1_149_NonFamHholds,Inc_1_149_Tot,Inc_150_299_Family_hholds,Inc_150_299_NonFamHholds,Inc_150_299_Tot,Inc_300_399_Family_hholds,Inc_300_399_NonFamHholds,Inc_300_399_Tot,Inc_400_499_Family_hholds,Inc_400_499_NonFamHholds,Inc_400_499_Tot,Inc_500_649_Family_hholds,Inc_500_649_NonFamHholds,Inc_500_649_Tot,Inc_650_799_Family_hholds,Inc_650_799_NonFamHholds,Inc_650_799_Tot,Inc_800_999_Family_hholds,Inc_800_999_NonFamHholds,Inc_800_999_Tot,Inc_1000_1249_Family_hholds,Inc_1000_1249_NonFamHholds,Inc_1000_1249_Tot,Inc_1250_1499_Family_hholds,Inc_1250_1499_NonFamHholds,Inc_1250_1499_Tot,Inc_1500_1749_Family_hholds,Inc_1500_1749_NonFamHholds,Inc_1500_1749_Tot,Inc_1750_1999_Family_hholds,Inc_1750_1999_NonFamHholds,Inc_1750_1999_Tot,Inc_2000_2499_Family_hholds,Inc_2000_2499_NonFamHholds,Inc_2000_2499_Tot,Inc_2500_2999_Family_hholds,Inc_2500_2999_NonFamHholds,Inc_2500_2999_Tot,Inc_3000_3499_Family_hholds,Inc_3000_3499_NonFamHholds,Inc_3000_3499_Tot,Inc_3500_3999_Family_hholds,Inc_3500_3999_NonFamHholds,Inc_3500_3999_Tot,Inc_4000orMore_Family_hholds,Inc_4000orMore_NonFamHholds,Inc_4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
5100246,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,9,0,5,3,3,4,0,0,6,3,0,3,7,3,7,0,0,0,6,0,6,3,0,3,3,0,3,0,0,0,8,0,8,4,0,4,0,0,3,55,15,76
5100247,0,0,6,0,0,0,0,0,0,3,5,7,3,0,3,3,3,5,11,0,11,5,3,8,17,6,19,8,0,10,11,3,11,9,0,9,11,3,8,5,0,5,4,0,4,3,0,3,8,0,8,13,0,13,0,3,3,115,35,150
5100249,0,0,0,0,0,0,0,5,5,0,4,3,0,3,4,4,4,9,12,3,9,4,0,9,8,0,4,6,0,6,3,0,3,7,0,7,8,0,5,3,0,3,0,0,4,5,0,3,0,0,0,5,0,6,0,0,0,70,22,91
5100250,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,6,0,6,5,0,12,3,3,8,6,0,6,6,3,8,7,0,7,8,0,8,9,0,6,12,0,8,3,0,3,3,0,5,9,0,9,4,0,4,3,3,4,78,20,103
5100251,0,0,0,0,3,3,0,0,0,0,3,3,0,8,8,3,0,3,9,6,10,4,0,4,4,0,8,4,3,7,0,0,0,5,0,5,10,3,13,3,0,3,7,0,7,3,0,3,9,0,9,7,0,7,0,3,3,67,32,102
5100252,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,3,3,7,0,8,7,0,12,9,0,13,7,0,10,4,0,9,4,3,9,12,0,12,3,0,3,3,0,3,8,0,8,0,0,0,8,0,8,0,3,3,76,19,96
5100253,5,0,5,0,0,0,0,0,0,0,3,0,3,3,7,8,5,8,12,0,12,12,4,15,7,3,12,13,5,16,22,0,20,16,6,25,22,3,27,17,0,17,8,0,8,6,3,9,3,0,3,37,3,36,0,0,3,193,35,232
5100254,0,0,0,0,0,3,0,0,3,0,3,3,3,10,12,3,3,8,6,3,12,8,4,7,3,4,7,4,0,4,9,0,9,3,3,4,4,0,4,0,0,6,7,0,7,0,3,4,0,0,0,3,0,3,0,0,3,67,32,97
5100255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14
5100256,0,0,0,0,3,3,0,3,3,0,4,4,3,22,23,0,10,14,12,3,12,3,6,10,14,7,24,4,3,7,6,0,6,4,0,8,6,3,8,7,0,8,6,0,6,0,0,0,0,0,0,10,0,7,3,3,6,73,75,144
5100257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,7,4,3,5,9,0,9,3,0,4,11,0,11,4,0,4,9,0,16,8,0,14,0,0,0,8,0,8,5,0,5,12,0,12,0,0,0,94,8,100
5100258,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,4,7,0,10,5,0,8,3,0,3,9,0,9,12,0,12,3,0,8,12,0,12,6,0,6,9,0,9,5,0,5,0,0,0,10,4,10,0,0,0,86,14,93
5100259,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,3,8,0,9,8,0,7,9,3,11,8,0,6,9,0,9,8,0,8,13,3,19,6,0,6,11,0,11,0,0,3,5,0,5,9,0,13,0,0,0,107,18,123
5100260,0,0,0,0,0,0,0,3,3,0,3,3,0,30,28,4,24,22,25,6,27,10,4,19,7,3,13,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,67,79,148
5100261,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,11,0,12,3,3,10,5,7,15,0,0,0,10,0,11,3,0,3,18,0,15,9,3,10,4,0,5,3,0,3,4,0,4,19,0,19,0,0,4,100,21,124
5100262,3,0,0,0,0,0,0,3,3,0,3,3,0,10,11,0,4,8,9,4,15,4,0,4,6,3,11,8,0,9,11,3,15,6,0,6,7,0,3,5,0,5,7,0,7,0,0,0,0,0,0,9,0,6,0,0,0,72,35,105
5100263,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,3,0,0,5,4,3,10,7,0,6,3,0,3,3,0,3,9,0,9,16,0,16,9,0,9,3,0,3,11,0,11,17,0,17,0,0,0,88,8,97
5100264,0,0,0,0,0,0,0,0,0,0,3,3,3,12,8,3,6,4,4,0,9,5,0,5,3,0,3,9,3,10,6,0,6,5,0,5,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,7,0,7,4,4,3,70,23,93
5100265,3,0,3,0,0,0,0,11,11,0,7,7,10,16,26,6,23,26,40,9,49,13,5,17,13,5,18,13,3,16,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,4,7,103,82,182
5100266,4,0,4,0,0,3,0,0,0,0,3,3,0,3,7,0,0,0,11,0,11,0,3,4,14,0,16,5,3,7,7,4,11,13,3,16,22,0,22,4,0,4,7,0,7,4,0,4,3,0,3,24,0,24,6,0,6,126,22,146
5100267,0,0,0,3,0,3,3,0,3,0,0,3,7,3,8,3,0,4,13,0,16,11,8,15,11,3,12,14,7,20,7,0,6,10,0,14,18,0,18,10,0,10,5,0,5,3,0,3,10,0,5,13,0,13,0,0,0,131,32,162
5100268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,10,3,3,5,7,7,14,6,0,3,7,3,12,13,0,8,15,0,19,10,0,10,3,0,3,3,0,4,3,0,3,21,0,18,0,0,0,107,25,125
5100269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,3,4,0,4,0,0,0,4,0,4,3,0,3,4,0,4,15,0,15,9,0,9,0,0,0,46,5,52
5100271,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,0,8,6,0,4,0,0,4,0,0,4,3,0,3,3,0,3,6,0,6,7,0,7,0,0,3,7,0,7,7,0,7,0,0,3,47,16,60
5100272,3,0,3,0,0,0,0,0,0,4,0,4,9,0,5,9,0,14,13,3,18,17,0,18,17,7,21,20,4,24,18,3,20,26,0,22,46,7,45,16,0,16,14,0,14,3,0,4,6,0,6,33,0,35,0,3,3,250,36,283
5100273,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,5,0,0,0,3,0,4,0,0,0,5,3,9,3,0,6,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,8,0,7,0,0,3,31,18,51
5100274,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,3,3,7,3,0,6,10,0,5,5,0,5,9,0,9,7,3,10,9,0,9,5,0,5,0,0,0,0,0,0,12,0,12,3,0,0,60,16,77
5100275,0,3,5,0,0,0,0,4,4,0,3,9,4,15,20,3,3,6,5,5,12,5,8,11,11,6,19,3,3,10,8,5,7,7,0,7,11,3,17,12,0,12,4,0,4,4,0,4,0,0,0,12,0,12,0,6,12,101,68,164
5100276,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,4,5,5,15,12,0,12,5,0,3,12,0,14,7,0,7,13,0,13,15,0,15,12,0,10,0,0,0,5,0,5,3,0,3,8,0,8,0,0,0,94,20,115
5100277,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,7,5,4,9,7,3,7,8,0,9,0,0,0,7,0,8,4,0,5,4,0,3,3,0,3,0,0,0,5,3,9,11,0,9,0,0,0,50,22,71
5100278,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,8,12,3,12,5,0,6,3,0,3,8,0,3,6,0,6,4,0,4,11,4,8,3,0,3,3,0,3,0,0,0,0,0,0,3,0,4,4,0,0,64,17,80
5100279,0,0,0,0,4,4,4,6,6,3,11,9,3,10,12,0,13,11,9,9,15,7,0,11,9,8,15,11,9,18,3,0,3,0,0,0,14,7,18,3,0,4,0,0,0,0,0,0,3,0,3,19,0,19,0,4,7,80,73,152
5100280,0,0,0,0,0,0,0,3,3,0,6,5,4,3,8,8,0,5,14,6,15,7,3,10,7,0,7,14,0,12,3,0,7,7,0,7,7,0,7,4,0,4,3,0,3,0,0,0,0,0,0,17,0,15,6,0,6,107,26,134
5100281,3,4,4,0,0,0,0,12,14,0,16,22,10,23,33,8,9,15,17,7,29,14,4,21,11,0,12,14,3,12,3,0,9,6,3,10,11,3,12,6,0,6,0,0,0,0,0,0,0,3,4,15,4,21,0,10,14,115,114,225
5100282,0,0,0,0,0,0,0,3,5,0,3,3,3,13,15,3,3,5,14,0,20,9,5,11,3,4,7,9,0,15,3,3,5,3,0,7,12,0,11,9,0,9,4,0,4,3,0,3,8,0,8,13,0,13,0,0,0,100,38,138
5100283,0,0,0,0,5,3,0,3,3,0,3,3,0,7,7,7,5,10,9,6,15,4,0,4,6,0,5,12,0,13,9,0,12,7,0,7,14,3,14,12,0,12,5,0,5,3,0,3,10,0,10,13,0,13,0,0,0,111,33,148
5100301,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,11,4,4,6,3,5,3,4,4,6,4,0,4,5,3,5,4,0,4,0,0,0,0,0,0,3,0,3,4,0,6,0,0,0,45,16,64
5100302,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,3,0,3,4,3,5,9,0,9,9,0,11,10,0,11,8,3,12,7,0,8,4,0,4,5,5,5,15,0,10,7,0,7,0,0,0,70,21,93
5100303,0,0,0,0,0,0,0,0,0,0,3,3,0,17,24,5,6,10,9,3,10,3,3,6,5,0,9,3,3,5,3,0,4,8,0,8,10,3,12,3,0,3,3,0,3,7,0,5,3,0,3,8,0,8,0,3,3,77,45,126
5100304,0,0,0,0,0,0,0,3,3,0,3,3,4,3,6,0,3,6,4,0,8,3,0,4,9,0,9,7,3,5,5,0,7,6,0,6,10,0,10,3,0,3,4,0,4,0,0,0,5,0,10,3,0,3,0,3,3,66,19,88
5100305,0,0,0,0,0,0,3,3,3,0,0,0,0,3,3,0,3,7,5,6,9,4,0,5,8,3,9,3,5,3,3,5,7,9,0,9,3,3,9,3,0,3,5,0,5,4,0,8,12,0,12,11,0,11,0,3,3,82,34,116
5100306,3,3,7,0,0,0,3,8,10,0,0,3,8,4,11,3,0,3,6,0,10,5,3,13,7,3,4,14,0,16,17,0,17,11,0,11,11,0,14,5,0,5,13,0,13,3,0,3,10,0,10,14,0,14,4,0,7,131,25,153
5100307,0,0,0,0,0,0,0,0,4,0,3,4,3,0,3,3,0,4,3,0,5,6,4,10,11,7,13,4,0,3,6,0,6,4,3,6,7,0,10,8,0,7,7,0,7,3,0,4,9,0,9,16,0,17,0,0,0,90,26,109
5100308,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,7,4,4,6,11,0,11,5,3,11,9,0,9,9,3,11,19,0,19,6,0,5,7,0,7,8,0,8,12,0,14,20,0,26,0,0,0,116,23,142
5100310,0,0,0,3,0,3,0,3,3,0,0,0,3,3,3,0,4,8,0,4,7,4,3,5,15,8,16,7,5,10,3,3,7,8,0,10,15,0,13,4,0,4,4,0,4,8,3,6,10,5,18,19,0,20,0,5,3,107,53,159
5100311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,3,6,3,0,7,3,0,9,8,0,8,8,0,8,0,0,4,13,4,15,13,0,10,5,0,5,6,3,8,4,0,4,14,0,9,0,0,0,78,21,103
5100312,0,0,0,0,0,3,0,3,4,0,0,0,0,4,5,10,0,13,3,8,8,3,4,7,11,0,14,4,0,7,5,4,9,3,0,7,14,3,15,10,0,6,6,0,5,3,0,3,6,0,6,14,0,16,0,0,3,99,34,138
5100313,0,0,0,0,3,3,0,4,4,0,3,4,3,8,15,0,0,3,5,0,4,3,3,7,6,3,9,3,3,6,3,0,3,9,0,9,4,0,5,3,0,3,3,0,3,0,0,0,6,0,6,5,0,5,3,3,5,65,30,93
5100314,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,8,5,3,7,7,3,4,12,4,11,4,0,5,3,0,6,9,0,9,3,0,3,5,0,5,4,0,3,6,3,11,9,0,9,3,3,10,70,30,100
5100315,3,0,3,0,0,0,0,0,3,0,5,5,0,3,8,0,5,4,3,0,3,3,0,7,6,0,8,5,4,10,5,0,8,9,0,6,14,0,13,10,0,11,4,0,4,3,4,9,6,5,10,13,4,19,0,6,10,90,46,132
5100316,0,0,0,3,0,3,0,3,3,0,4,4,0,0,3,0,3,5,3,3,7,6,3,11,5,3,8,7,0,10,7,0,7,6,0,6,9,7,17,8,0,8,3,0,3,3,0,3,12,0,13,4,0,4,0,0,0,85,27,112
5100317,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,8,3,0,3,7,6,7,10,0,10,9,0,9,7,0,9,11,0,11,15,0,15,6,0,6,12,0,13,4,0,3,22,0,22,0,0,0,112,14,123
5100318,0,0,0,0,3,3,0,6,5,0,0,0,0,0,0,4,9,11,3,3,10,5,6,14,3,0,4,6,4,13,6,5,8,3,3,7,10,3,11,4,0,5,4,0,4,7,3,10,8,0,8,12,0,13,0,3,3,78,55,135
5100319,0,0,0,0,0,0,3,0,4,0,7,5,4,3,7,3,3,3,10,0,10,4,3,8,4,5,6,12,3,16,7,0,7,0,6,4,6,3,6,11,0,11,7,0,4,7,0,7,9,4,12,13,0,12,3,0,9,96,42,134
5100320,0,3,3,0,0,0,0,0,0,0,4,4,0,10,7,6,7,14,8,4,15,7,7,9,18,4,18,12,0,12,10,7,14,14,0,15,28,4,25,10,0,12,10,0,10,3,3,3,20,0,16,28,6,37,0,0,0,174,55,227
5100321,0,0,0,3,0,3,0,0,3,0,0,0,6,7,5,0,0,0,0,0,0,4,3,6,11,0,11,7,0,4,3,0,3,12,0,13,18,0,21,17,0,17,6,0,6,10,0,10,10,3,10,27,0,27,0,0,6,126,23,145
5100322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,3,4,0,7,0,0,0,4,0,4,5,3,8,0,0,4,0,0,3,4,4,8,4,0,7,3,0,8,0,0,0,39,19,54
5100323,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,4,0,0,0,5,0,5,3,3,10,3,3,7,0,0,0,19,0,19,3,0,3,3,0,3,8,0,8,0,0,0,12,0,19,0,0,0,64,19,86
5100324,4,0,4,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,4,0,4,0,0,4,4,3,8,8,3,15,3,0,5,13,0,13,12,0,12,6,0,5,3,0,3,3,0,3,9,0,14,18,7,22,0,3,3,98,23,123
5100325,0,0,0,0,0,0,0,0,3,3,6,9,4,3,11,7,4,11,8,3,5,5,9,16,16,9,23,14,4,17,13,0,13,10,0,11,19,4,24,14,0,14,4,0,8,9,0,12,7,0,7,23,0,24,0,0,3,154,46,203
5100326,0,3,4,0,0,0,0,6,5,3,0,3,0,3,4,0,3,3,3,5,7,7,3,7,8,3,11,7,0,7,12,0,7,8,0,9,11,3,16,8,0,3,3,0,3,6,0,6,0,0,3,17,3,21,3,0,0,96,32,129
5100327,3,0,3,0,0,0,0,0,0,0,3,3,3,3,10,9,4,9,11,3,15,4,0,4,5,8,19,16,5,13,9,0,9,10,6,17,34,3,44,12,0,12,10,0,10,5,0,4,8,3,15,30,4,33,0,0,0,171,50,222
5100328,4,0,0,0,0,0,0,3,3,0,4,4,3,6,5,10,3,8,14,0,11,19,6,27,16,7,22,22,3,25,9,0,12,22,0,25,32,6,36,25,0,26,9,0,14,11,0,15,10,0,9,39,7,46,3,3,6,244,54,296
5100401,3,0,3,0,0,0,0,0,3,0,4,4,3,3,3,0,3,5,3,0,5,8,3,14,7,3,7,9,3,9,11,0,12,4,0,6,15,3,17,14,0,17,9,0,9,3,0,3,17,0,17,27,0,27,0,6,6,136,30,166
5100405,0,0,0,0,0,0,0,4,4,0,0,0,0,10,10,3,0,3,5,3,3,5,5,6,12,0,15,3,3,5,4,0,9,6,0,10,11,8,18,13,3,13,5,0,5,15,0,13,5,10,17,26,4,29,3,3,5,116,46,162
5100406,0,0,3,0,0,0,3,3,9,0,4,4,3,8,15,8,5,13,10,4,16,9,11,22,8,7,15,5,3,7,5,0,6,5,3,13,20,0,17,6,0,10,3,0,7,0,0,3,5,0,5,16,0,12,0,3,3,115,73,185
5100407,0,3,3,0,0,0,0,3,7,0,4,4,0,22,23,0,8,8,11,0,14,0,9,7,11,0,8,6,3,8,10,3,12,3,3,7,13,3,16,3,0,3,3,0,3,0,0,0,0,0,0,8,0,10,0,3,7,68,62,129
5100408,0,0,0,0,0,0,0,3,0,3,4,5,0,3,6,10,6,12,3,4,9,9,3,10,8,3,14,8,4,8,4,0,9,8,0,7,5,0,7,4,0,4,0,0,0,3,0,4,6,0,4,3,3,7,0,3,7,65,46,111
5100410,0,0,3,0,0,0,0,0,0,0,10,9,4,8,9,14,5,18,12,12,22,11,9,17,20,3,26,15,3,20,9,7,17,21,0,21,26,10,37,19,0,22,8,0,10,3,0,6,8,4,8,23,4,31,0,5,3,200,70,269
5100411,0,5,0,0,0,0,0,9,9,3,15,13,0,12,12,0,8,10,3,4,9,7,7,16,9,10,18,4,3,8,7,0,7,6,0,8,3,6,8,0,3,3,0,3,3,0,0,0,0,4,4,6,3,10,0,32,33,56,125,174
5100412,0,0,0,0,0,4,0,0,0,0,0,3,0,4,4,6,7,9,3,0,7,5,4,8,7,0,5,4,3,10,5,3,10,8,3,7,16,3,14,13,0,9,5,0,5,3,0,3,12,0,12,11,3,20,0,0,0,96,30,129
5100413,4,0,7,0,0,0,0,0,0,0,3,4,0,6,9,0,4,4,12,3,11,12,8,13,14,4,19,12,3,19,13,0,10,17,0,16,17,3,23,13,0,12,7,0,7,3,4,6,6,0,6,26,0,27,4,3,7,155,47,200
5100414,0,0,0,0,0,3,0,0,0,0,3,3,0,3,8,0,4,3,9,3,9,7,3,11,9,4,13,4,0,4,13,0,12,16,0,16,23,3,29,12,0,12,3,0,3,8,0,7,11,3,15,22,4,25,3,0,6,131,45,179
5100415,0,0,0,0,0,0,0,6,6,0,7,7,0,3,7,0,0,0,3,3,5,11,0,13,6,3,12,6,0,7,0,0,0,3,0,3,3,0,3,8,0,8,4,0,6,3,0,3,3,0,3,9,3,11,3,4,4,69,30,96
5100416,0,4,4,0,0,0,0,5,5,0,5,5,4,6,9,3,3,4,3,6,9,9,3,9,4,8,11,16,3,17,3,0,8,11,0,11,25,3,26,12,3,18,6,0,9,7,4,4,12,0,10,18,0,20,0,3,3,126,58,186
5100417,0,4,4,0,0,0,0,0,3,0,6,6,3,7,10,0,10,9,8,3,15,14,6,22,10,0,7,11,0,11,6,3,4,9,0,9,12,3,13,10,0,13,3,0,9,3,0,3,9,3,11,26,3,24,0,0,5,123,59,185
5100418,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,4,3,7,4,3,9,0,0,0,10,0,7,3,0,3,4,0,5,4,0,4,3,0,3,6,0,6,0,0,0,0,0,3,12,0,12,0,0,0,50,23,70
5100419,0,0,0,4,0,4,0,3,4,3,3,8,3,5,6,6,5,11,7,4,9,13,4,16,7,8,15,5,0,9,9,0,9,4,0,4,14,3,10,4,0,4,0,0,0,0,0,0,4,0,4,8,0,8,0,0,0,87,37,124
5100420,0,0,0,0,0,0,0,0,0,3,0,3,3,3,10,8,3,6,3,3,8,3,3,4,11,7,19,15,4,16,8,0,7,6,0,10,11,7,12,9,0,9,3,0,8,0,0,0,0,0,0,17,5,25,0,3,3,96,42,140
5100421,0,0,3,0,0,0,0,3,3,0,4,4,3,3,6,0,3,3,4,0,5,5,0,6,6,4,14,11,3,13,8,0,6,9,0,9,22,3,20,12,0,12,6,0,6,0,0,0,3,0,3,9,0,9,0,0,0,96,26,119
5100422,3,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,0,3,5,3,10,6,3,13,8,0,8,3,0,6,11,3,15,25,4,32,4,0,10,11,0,11,3,3,6,5,0,5,17,0,18,0,0,0,117,27,147
5100423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100424,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,6,3,6,0,3,3,5,3,7,11,5,12,8,0,15,11,3,15,8,0,10,4,0,4,8,0,8,3,0,3,0,0,0,0,0,0,11,0,15,0,0,3,81,24,106
5100425,0,0,0,0,0,0,3,3,3,0,4,4,3,8,9,3,4,8,11,0,12,13,4,15,5,3,6,11,0,13,3,4,7,7,0,9,4,0,4,4,0,4,0,0,0,0,0,0,5,0,5,14,3,17,3,0,3,78,38,119
5100426,0,0,0,0,3,3,0,0,0,3,3,5,4,4,12,3,4,5,5,6,13,3,3,6,10,3,17,9,3,14,10,0,10,4,0,9,6,0,13,7,0,7,3,0,3,0,0,0,0,0,0,9,3,12,0,0,0,84,35,120
5100427,0,3,3,0,0,0,0,0,0,0,0,0,0,4,5,10,4,12,3,3,5,7,3,12,10,8,15,3,5,4,13,3,15,9,3,9,17,5,18,0,0,0,3,0,3,4,0,4,0,0,0,14,3,21,0,3,0,87,38,124
5100502,0,0,0,0,0,0,0,0,3,6,0,7,3,0,3,0,0,0,16,5,15,0,3,8,7,7,10,15,0,18,8,0,14,27,0,26,46,5,55,24,0,24,8,0,8,4,0,3,8,0,8,28,0,26,0,0,4,212,21,236
5100504,0,0,0,0,3,3,0,0,0,0,3,3,3,3,3,0,9,9,7,3,13,3,3,9,13,0,13,3,0,3,3,0,3,0,0,3,10,0,12,5,0,5,3,0,3,0,0,0,5,0,5,12,0,12,0,0,3,70,30,96
5100505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100506,0,3,3,0,0,0,0,3,3,0,8,8,0,0,6,5,3,11,3,0,3,0,0,7,4,3,8,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,15,31,44
5100507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100508,3,3,3,3,0,3,0,0,0,0,3,5,0,6,9,4,10,14,13,4,17,8,4,16,9,6,14,11,3,15,5,3,9,5,0,5,9,0,13,6,0,6,4,0,4,3,0,6,3,0,3,15,0,15,3,3,4,99,43,147
5100509,3,0,3,0,0,0,3,0,3,4,0,4,5,12,19,0,9,13,10,0,16,10,4,12,18,3,16,24,4,23,3,0,5,12,0,17,22,3,31,24,0,24,15,0,15,10,0,16,14,0,14,22,4,25,4,0,7,208,47,255
5100510,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,9,3,3,7,10,4,8,9,0,8,17,0,17,15,3,15,15,0,18,40,0,44,25,4,28,18,0,18,8,3,9,23,0,23,35,0,35,3,0,6,225,25,249
5100511,3,0,3,0,0,0,0,4,3,3,3,5,3,3,8,5,0,4,8,5,10,8,0,9,5,8,14,9,0,9,6,4,9,3,0,3,15,5,16,7,0,7,9,0,9,3,0,7,9,0,9,15,0,15,6,3,8,103,36,138
5100512,0,0,0,0,0,0,0,0,0,0,4,3,0,6,7,0,8,6,0,4,4,3,3,7,4,4,4,11,0,15,4,0,5,4,0,5,7,0,12,4,0,4,0,0,0,3,0,3,0,0,0,9,0,9,0,0,0,63,28,85
5100513,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,5,10,0,5,10,0,13,3,3,9,6,6,10,5,0,13,6,0,6,17,3,19,13,0,13,11,0,11,3,0,3,10,0,10,8,0,12,0,0,3,108,28,136
5100514,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,3,0,3,14,4,15,0,3,5,6,4,14,14,0,10,7,3,12,13,0,13,23,5,34,15,0,15,7,0,10,0,3,4,7,0,7,28,3,29,0,0,0,157,27,181
5100515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100516,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,8,9,0,9,6,0,8,4,3,10,3,0,7,4,3,10,3,0,8,12,0,15,12,0,12,9,0,9,3,0,3,3,0,3,10,0,10,0,0,0,81,25,103
5100517,0,0,0,0,0,0,0,4,4,0,3,3,7,25,26,0,11,15,11,0,7,3,0,9,9,5,15,5,0,5,5,0,6,7,0,3,4,0,4,5,0,5,3,0,3,0,3,3,3,0,3,6,0,6,3,5,7,66,61,134
5100518,3,4,8,0,0,0,3,4,6,0,10,11,0,9,16,4,4,12,21,8,26,9,3,16,12,3,19,16,3,14,18,4,15,11,3,16,18,0,18,21,0,21,10,0,13,12,0,12,15,0,15,28,3,33,3,0,3,196,61,262
5100519,3,0,3,0,0,0,0,6,6,0,5,5,3,5,9,3,0,10,9,5,11,6,0,9,9,0,8,9,3,14,11,0,9,9,0,12,18,0,23,7,0,7,15,0,15,11,4,9,19,0,18,25,0,25,0,3,6,151,42,189
5100520,0,0,0,0,0,0,0,3,0,0,0,0,0,9,9,0,0,0,3,3,4,8,3,13,4,4,12,8,3,14,16,0,17,9,4,13,14,0,14,7,0,7,4,0,4,0,0,0,3,0,3,16,4,15,0,0,0,91,30,125
