SA1_7DIGITCODE_2016,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_inc_lt_rail_M,OneMeth_Tram_inc_lt_rail_F,OneMeth_Tram_inc_lt_rail_P,OneMeth_Taxi_M,OneMeth_Taxi_F,OneMeth_Taxi_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_inc_lt_rl_M,TwoMeth_Trn_Trm_inc_lt_rl_F,TwoMeth_Trn_Trm_inc_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_inc_lt_rl_M,TwoMeth_Bus_Trm_inc_lt_rl_F,TwoMeth_Bus_Trm_inc_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
5100252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,31,78,5,11,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,53,37,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,4,4,12,0,0,3,66,55,121
5100253,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,97,137,236,12,9,17,4,0,4,0,0,0,3,0,3,3,0,4,3,3,3,128,147,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,23,12,38,0,0,0,157,170,325
5100254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,63,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,4,0,3,4,36,46,86
5100255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,9,10
5100256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,80,3,8,13,3,0,3,0,0,0,3,0,0,0,0,0,3,0,3,58,47,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,11,17,0,0,0,66,63,122
5100257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,52,102,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,50,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,12,9,27,0,0,0,76,73,145
5100258,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,57,46,103,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,57,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,9,19,0,0,3,76,70,148
5100259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,60,134,3,0,5,4,0,4,0,0,0,0,0,4,0,0,0,0,3,3,85,66,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,17,27,4,0,4,100,86,185
5100260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,35,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,17,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,17,21,40
5100261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,65,130,3,5,14,4,0,4,0,0,0,3,0,3,3,0,3,0,0,0,75,78,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,18,0,0,0,83,87,173
5100262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,67,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,3,0,3,38,37,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,5,0,0,0,47,46,92
5100263,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,58,56,109,6,6,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,69,62,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,10,18,0,0,0,77,76,159
5100264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,74,5,5,10,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,45,49,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,0,7,55,51,99
5100265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,8,19
5100266,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,69,64,134,5,5,14,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,80,77,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,18,24,36,0,0,0,103,98,198
5100267,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,69,82,149,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,81,83,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,17,16,27,0,0,0,98,109,205
5100268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,70,132,4,6,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,71,75,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,14,16,31,0,0,0,81,100,184
5100269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,34,25,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,4,0,3,0,0,0,43,39,78
5100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,34,35,72
5100272,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,147,137,280,17,15,34,7,0,7,0,0,0,0,0,3,3,0,3,0,0,0,176,151,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,18,29,42,0,0,0,202,187,389
5100273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,47,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,4,3,5,33,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,10,0,0,0,36,38,76
5100274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,37,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,43,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,5,8,16,0,0,0,52,59,107
5100275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,51,110,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,3,6,71,56,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,10,7,18,3,3,4,89,79,162
5100276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,55,118,5,9,9,0,0,0,0,0,0,5,7,11,0,0,0,0,0,0,78,61,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,0,0,0,86,78,157
5100277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,66,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,6,13,0,0,0,48,47,95
5100278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,75,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,44,35,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,0,0,0,50,47,98
5100279,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,47,39,88,8,3,7,0,0,0,0,0,0,3,0,3,0,0,0,3,9,14,66,53,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,11,14,0,0,0,77,66,138
5100280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,59,106,5,0,10,0,0,0,3,0,3,0,0,3,0,0,3,0,3,3,66,66,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,11,0,0,0,73,75,153
5100281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,51,100,4,10,15,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,66,70,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,15,21,0,3,3,72,83,161
5100282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,45,108,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,70,58,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,16,21,0,0,0,80,72,155
5100283,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,69,66,133,3,4,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,80,73,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,10,11,22,0,0,0,98,97,193
5100301,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,25,26,51,3,0,3,0,0,0,0,0,0,3,3,3,0,0,3,0,3,3,30,34,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,7,3,11,0,0,0,44,39,86
5100302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,79,0,3,3,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,44,44,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,21,16,15,28,0,0,0,68,68,139
5100303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,23,62,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,8,3,5,50,28,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,25,6,6,12,0,0,0,63,55,116
5100304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,31,88,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,3,10,13,62,43,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,4,10,16,0,10,7,3,0,3,72,62,135
5100305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,29,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,70,30,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,31,4,10,12,0,0,0,88,62,144
5100306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,67,143,8,6,11,3,0,3,0,0,0,0,0,0,6,0,6,10,3,13,95,79,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,24,9,8,23,0,3,3,126,102,224
5100307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,80,3,7,11,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,54,43,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,23,10,13,21,3,0,0,77,66,141
5100308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,55,122,3,4,6,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,75,59,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,26,12,10,21,0,3,6,109,83,188
5100310,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,63,61,120,12,0,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,81,59,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,23,9,19,35,0,0,3,105,104,208
5100311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,61,114,3,3,3,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,57,66,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,9,14,0,0,0,68,78,145
5100312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,42,102,4,8,12,0,0,0,0,0,0,6,0,6,0,0,0,5,6,12,76,57,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,5,8,20,0,0,0,87,71,164
5100313,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,37,24,66,10,11,19,3,0,3,0,0,0,0,0,0,0,0,0,3,3,10,57,44,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,11,3,15,0,0,0,70,54,127
5100314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,31,78,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,7,3,9,56,43,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,21,5,13,21,0,0,0,75,62,139
5100315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,40,98,0,6,7,3,0,3,0,0,0,0,0,0,0,3,4,16,6,21,74,54,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,27,49,17,11,28,3,0,3,116,98,214
5100316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,92,0,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,60,52,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,7,7,17,0,0,0,72,68,134
5100317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,48,98,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,63,51,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,28,13,6,20,0,0,0,85,74,155
5100318,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,44,42,92,0,7,3,3,0,3,0,0,0,0,0,0,0,0,3,8,5,21,66,54,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,30,24,24,49,4,3,8,109,99,206
5100319,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,45,40,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,49,42,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,6,12,0,3,5,61,62,125
5100320,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,93,101,197,3,3,13,0,0,0,0,0,0,5,4,8,0,0,0,3,4,9,116,113,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,15,27,14,20,30,0,0,3,138,149,294
5100321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,64,134,3,4,7,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,76,69,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,14,18,36,0,0,0,100,100,198
5100322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,14,8,23,0,0,3,45,34,73
5100323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,30,73,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,52,32,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,7,3,10,0,0,0,60,45,105
5100324,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,54,47,99,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,64,48,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,24,9,8,11,0,0,0,79,76,153
