SA1_7DIGITCODE_2016,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5118211,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,5,3,0,26,9,24,68,32,23,20,26,16,6,228
5118212,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,9,17,44,58,27,48,73,27,11,0,309
5118213,0,0,0,0,0,3,13,33,26,74,0,0,0,0,0,0,0,0,0,3,21,57,92,47,38,87,135,212,213,909,194,280,205,115,80,167,320,462,375,2193
5118214,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,4,9,8,4,3,4,3,0,30,11,49,109,69,55,36,40,13,4,386
5118215,0,0,0,0,0,0,5,7,0,14,0,0,0,0,5,0,0,0,0,5,0,0,4,3,11,3,5,0,0,23,9,24,58,35,27,24,30,15,6,233
5118216,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,11,9,26,51,35,35,41,42,21,6,263
5118217,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,10,6,46,69,46,62,54,43,22,11,359
5118218,0,0,3,0,0,0,3,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,3,14,6,30,65,43,42,68,40,17,9,321
5118219,0,0,0,0,0,3,5,10,3,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,13,18,31,33,51,46,44,22,5,269
5118220,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,13,25,28,31,50,70,39,15,0,274
5118221,0,0,0,0,0,3,3,4,9,20,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,9,15,46,49,37,97,102,42,19,10,419
5118222,0,0,0,0,0,0,4,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,17,19,45,44,68,37,19,5,264
5118223,0,0,0,0,0,0,4,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,16,51,54,50,84,90,46,30,9,428
5118224,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,3,3,0,0,13,20,59,100,66,68,80,75,18,7,504
5118225,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,0,3,0,0,12,3,34,66,27,25,38,20,8,6,236
5118226,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,10,14,43,55,39,37,30,21,10,0,251
5118227,0,0,0,0,0,3,5,7,3,26,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,3,0,0,20,22,82,66,50,78,93,68,28,11,499
5118228,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,13,15,39,37,21,56,70,29,15,7,286
5118301,0,0,0,0,6,3,3,3,4,13,0,0,0,4,0,0,0,0,0,5,0,0,7,10,4,7,0,0,0,37,11,27,91,74,52,45,25,8,7,340
5118302,0,0,0,4,3,0,8,14,16,46,0,0,0,3,0,0,0,0,0,8,4,3,3,6,7,3,6,5,6,30,21,40,90,75,97,54,44,51,74,557
5118303,0,0,0,0,0,0,4,5,4,18,0,0,3,0,0,0,0,0,0,4,0,0,6,0,3,0,3,8,9,35,4,15,71,46,36,31,35,45,30,314
5118304,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,6,3,21,14,30,77,92,38,29,16,11,11,313
5118305,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,3,0,3,0,0,5,3,3,0,0,0,0,22,9,32,69,71,45,28,23,16,14,299
5118306,0,0,0,6,5,3,3,5,0,22,0,0,0,0,3,0,0,0,0,3,0,0,4,5,3,7,3,0,3,30,15,31,75,75,84,62,42,29,7,421
5118307,0,0,0,0,0,0,8,11,0,19,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,4,12,8,0,45,11,16,31,33,38,32,36,33,7,227
5118308,0,0,0,0,3,3,3,11,8,26,0,0,0,0,0,0,0,0,0,4,3,0,6,0,13,5,4,16,6,53,22,30,77,99,86,56,46,53,24,498
5118309,0,0,3,0,0,4,3,3,0,9,0,0,0,0,0,0,0,0,0,4,8,0,8,7,3,0,0,3,0,29,24,19,72,52,58,41,25,13,3,302
5118310,0,0,8,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,3,5,5,8,9,3,6,6,35,6,42,75,74,69,40,22,18,13,358
5118401,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,9,18,28,35,43,37,13,11,0,209
5118402,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,6,10,21,34,20,26,39,27,9,3,188
5118403,0,0,0,0,0,3,4,0,3,14,0,0,0,0,0,0,3,7,3,8,0,0,0,3,0,0,6,3,0,12,13,37,39,54,66,69,66,27,10,387
5118404,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,5,27,26,45,44,68,46,27,0,293
5118405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,24,10,19,37,40,26,3,0,174
5118406,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,5,16,34,28,22,36,55,27,12,0,222
5118407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118408,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,16,33,19,36,37,57,44,25,13,273
5118409,0,0,0,0,0,0,4,3,0,13,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,3,0,0,0,6,21,28,62,61,77,80,64,30,7,433
5118410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,7,3,3,0,0,19,21,57,49,48,95,48,29,13,3,361
5118411,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,23,30,45,47,49,51,35,9,9,289
5118412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,12,30,17,17,35,29,26,5,4,174
5118413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,23,22,35,45,56,24,9,9,222
5118414,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,32,35,28,58,75,34,17,10,283
5118415,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,12,19,21,31,39,28,15,0,188
5118416,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,32,27,29,36,45,19,11,6,205
5118417,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,12,7,18,39,41,32,54,22,6,0,222
5118418,0,0,0,0,0,3,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,22,50,69,47,61,92,68,15,5,432
5118501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118506,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,5,3,7,8,5,0,0,3,0,30,17,20,32,35,68,45,27,6,0,253
5118507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,12,9,15,40,51,34,15,3,4,172
5118508,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,13,11,8,23,49,36,13,6,0,165
5118509,0,0,0,0,3,0,19,14,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,32,25,3,77,11,19,34,36,46,82,203,101,12,554
5118510,0,0,0,3,3,0,8,3,0,22,0,0,0,0,0,0,0,0,0,0,6,11,32,14,8,8,7,3,0,89,38,128,216,128,119,71,42,23,4,767
5118511,0,0,3,0,3,6,7,8,0,28,0,0,3,0,3,0,0,0,0,13,14,30,69,24,29,11,4,0,4,186,112,292,805,424,299,155,85,25,7,2214
5118512,3,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,0,26,21,17,24,39,47,63,40,12,3,249
5118513,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,4,5,5,7,0,0,38,11,23,22,44,75,58,37,8,4,283
5118516,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,17,25,27,55,35,12,5,0,186
5118517,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,10,6,0,0,26,23,36,25,82,96,67,41,7,3,389
5118518,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,19,10,29,52,65,50,27,20,17,3,276
5118519,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,3,0,0,0,17,19,28,39,61,59,51,23,4,3,297
5118520,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,7,3,0,25,16,24,37,69,62,27,33,12,3,276
5118521,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,4,7,5,3,0,0,0,28,18,30,75,99,100,54,26,11,4,414
5118525,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,23,31,23,59,71,52,27,16,0,295
5118526,0,0,0,0,0,7,10,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,6,3,0,0,23,11,18,46,63,58,84,38,12,3,340
5118527,0,0,0,0,3,0,12,15,0,30,0,0,0,0,0,0,0,0,0,0,3,4,11,13,4,9,3,13,5,63,40,95,290,160,103,92,128,83,11,1013
5118528,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,17,15,31,145,103,77,41,17,8,0,437
5118529,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,3,12,4,0,0,0,29,16,33,77,84,91,46,15,3,0,374
5118530,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,8,8,4,5,4,6,5,0,0,41,15,61,97,56,44,26,23,11,3,338
5118531,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,3,0,0,18,14,23,62,64,65,18,16,10,0,271
5118532,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,21,12,23,68,75,69,33,19,4,0,306
5118533,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,5,4,3,0,0,0,30,4,29,100,77,26,23,21,0,0,286
5118534,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,12,6,16,61,54,34,31,4,4,0,221
5118535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,14,20,33,98,97,64,29,20,0,0,366
5118536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,4,0,0,0,0,0,11,16,18,92,83,51,27,12,0,0,296
5118537,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,30,12,3,0,5,0,0,68,11,53,188,84,52,20,12,6,0,430
5118538,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,11,20,23,103,124,68,26,19,0,0,379
5118539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,6,7,0,0,0,0,25,17,34,118,93,55,17,6,0,0,341
5118540,0,0,0,0,0,3,4,0,3,12,0,0,0,0,0,0,0,0,0,0,0,4,5,3,8,9,0,0,0,30,18,43,111,122,92,48,17,4,3,459
5118541,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,4,3,7,9,7,4,0,0,0,39,34,57,141,154,96,48,26,8,3,555
5118542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,20,16,28,77,52,25,21,6,0,0,224
5118543,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,12,14,6,0,4,0,0,39,27,73,214,127,78,28,28,0,0,572
5118544,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,11,24,64,52,30,17,10,4,0,207
5118545,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,12,0,0,0,0,25,28,22,49,100,89,32,22,3,0,336
5118546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5118547,0,0,0,0,0,3,9,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,13,0,32,0,0,0,0,8,58,137,64,9,282
5118548,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,3,7,3,0,25,7,12,33,13,21,25,36,27,3,186
5118549,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,8,4,3,3,0,0,0,31,20,37,108,80,63,47,14,3,3,373
5118550,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,3,0,0,20,6,48,141,142,64,41,13,3,0,472
5118551,0,0,3,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,14,34,95,28,34,16,4,0,0,232,57,217,534,206,150,76,21,9,5,1271
5118552,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,3,0,0,21,11,69,185,81,38,20,10,0,0,415
5118553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118554,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,0,9,10,27,69,44,52,34,18,0,0,265
5118555,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,17,15,35,154,113,69,40,12,7,0,438
5118556,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,11,27,59,53,67,12,9,4,3,244
5118557,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,17,8,40,128,83,29,13,3,6,0,315
5118558,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,3,9,17,11,3,4,3,0,0,55,10,43,126,87,38,46,29,5,0,387
5118559,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,15,8,13,35,55,65,21,12,3,4,221
5118560,0,0,0,0,3,0,5,5,0,9,0,0,0,0,0,0,0,0,0,4,4,12,34,14,10,10,3,0,0,86,49,109,353,255,148,92,32,16,4,1051
5118561,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,5,8,10,6,7,3,4,0,0,48,32,88,237,165,98,54,35,8,0,707
5118562,0,0,0,0,3,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,8,17,3,3,6,3,0,55,38,87,305,189,101,64,26,9,0,824
5118601,0,0,0,3,0,0,3,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,8,3,26,15,26,46,34,46,52,41,20,7,299
5118602,0,0,0,0,3,0,4,7,3,18,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,16,19,31,68,72,61,61,55,21,6,389
5118603,0,0,0,0,0,8,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,11,14,3,0,39,11,29,43,40,33,59,49,18,5,290
5118604,0,0,0,0,0,4,3,6,5,17,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,10,9,12,15,53,15,34,68,43,58,79,46,45,41,442
5118605,0,0,0,3,0,3,3,3,3,17,0,0,0,0,0,0,0,0,0,3,3,0,6,3,3,5,6,0,0,29,15,27,66,90,55,85,73,30,6,458
5118606,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,6,0,3,11,10,4,6,0,42,20,22,32,31,71,69,45,20,7,314
5118607,0,0,0,0,3,0,0,3,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,20,37,29,50,49,15,10,6,228
5118608,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,13,22,18,26,32,37,22,15,0,183
5118609,0,0,0,0,0,4,12,9,8,30,0,0,0,0,0,0,0,0,0,0,6,15,31,16,9,15,29,32,26,164,16,40,110,60,73,96,89,78,52,617
5118610,0,0,0,0,0,3,3,4,3,16,0,0,0,0,0,0,0,0,0,4,0,0,3,3,7,0,0,7,7,25,18,44,50,41,64,46,29,27,15,333
5118611,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,24,34,23,41,50,31,15,6,234
5118612,0,0,0,0,0,3,3,4,0,11,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,7,0,0,3,22,4,17,45,33,51,45,34,15,8,252
5118613,0,0,0,3,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,5,3,19,10,34,43,45,38,25,24,16,11,248
5118614,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,13,7,19,43,40,20,22,9,8,0,169
5118615,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,7,8,0,3,35,13,21,33,33,34,35,37,10,5,222
5118616,0,0,0,3,0,7,5,9,0,22,0,0,0,0,0,0,0,0,0,0,3,4,3,4,5,0,3,6,7,39,24,37,78,66,71,67,47,30,8,421
5118617,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,3,0,26,16,19,56,44,64,42,27,14,3,285
5118618,0,0,0,0,0,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,5,3,4,0,24,14,20,31,35,52,42,25,14,0,246
5118619,0,0,0,0,0,0,5,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,11,0,27,12,38,34,29,37,36,43,24,10,264
5118620,0,0,0,0,3,0,3,0,3,13,0,0,0,0,0,0,0,0,0,3,3,3,0,4,3,3,7,4,0,31,25,36,69,52,62,44,42,23,10,359
5118621,0,0,0,0,3,3,4,0,3,18,0,0,0,0,0,0,0,0,0,0,3,0,14,7,3,5,7,8,3,49,17,33,77,73,64,75,50,25,9,414
5118701,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,10,3,10,49,33,29,25,11,0,3,163
5118702,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,14,32,27,26,57,21,4,3,0,186
5118703,0,0,0,0,6,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,15,22,33,50,61,61,27,5,7,0,257
5118704,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,0,0,15,16,46,78,57,64,47,21,5,0,341
5118705,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,21,28,71,79,52,21,20,3,3,298
5118706,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,5,0,0,24,8,12,32,33,23,25,21,3,0,158
5118707,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,3,9,4,4,0,0,0,29,20,41,86,75,85,63,15,9,3,403
5118708,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,3,0,0,17,9,16,50,42,38,21,16,3,0,199
5118709,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,9,18,3,0,0,0,0,32,21,22,82,88,65,16,13,4,0,316
5118710,0,0,0,0,0,4,3,3,0,4,0,0,3,0,0,0,0,0,0,3,0,0,3,11,7,3,4,4,0,30,9,18,57,94,47,25,29,23,0,309
5118711,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,7,4,8,4,3,0,0,25,18,34,85,49,68,21,18,3,0,298
5118713,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,5,4,6,0,37,18,33,85,65,65,39,18,17,0,336
5118714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,8,5,0,0,0,29,16,29,55,64,64,27,18,4,0,268
5118715,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,11,4,5,4,0,3,0,26,17,23,66,61,55,34,13,15,0,292
5118716,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,12,22,16,34,63,31,16,4,3,201
5118717,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,3,0,17,20,35,38,48,81,56,22,12,3,313
5118718,0,0,0,0,0,0,7,16,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,58,97,177,11,8,26,33,21,11,80,154,133,477
5118719,0,0,0,0,0,4,6,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,12,16,38,69,54,91,52,15,16,3,346
5118720,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,14,19,21,35,64,74,48,7,4,3,279
5118722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,14,18,11,0,0,58
5118724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,7,3,0,0,18
5118725,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,14,10,28,59,60,33,17,4,0,217
5118726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,20,14,36,36,40,52,45,5,12,4,242
5118727,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,8,4,25,36,42,39,33,23,3,0,207
5118728,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,4,4,3,0,28,9,28,22,44,43,31,20,20,7,222
5118729,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,4,3,5,7,0,0,0,17,16,17,33,44,48,54,21,3,0,230
5118730,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,19,29,39,57,55,21,20,8,0,251
5118731,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,9,0,0,18,8,15,50,39,51,40,22,3,0,234
5118732,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,3,0,4,0,30,16,48,68,52,78,58,26,15,0,355
5118734,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,3,0,3,0,14,29,24,54,93,73,31,18,15,0,343
5118735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,11,10,16,28,52,24,29,4,0,177
5118736,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,17,16,19,39,46,49,13,3,0,0,195
5118737,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,28,24,50,40,63,22,15,6,0,246
5118738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,10,21,36,63,89,89,39,16,0,3,340
5118739,0,0,0,0,3,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,0,0,0,0,23,21,33,40,46,59,38,9,7,3,252
5118740,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,8,18,24,23,42,85,37,36,3,0,283
5118801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
