SA1_7DIGITCODE_2016,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_more_15_19_yr,P_3000_more_20_24_yr,P_3000_more_25_34_yr,P_3000_more_35_44_yr,P_3000_more_45_54_yr,P_3000_more_55_64_yr,P_3000_more_65_74_yr,P_3000_more_75_84_yr,P_3000_more_85_yr_over,P_3000_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5100252,0,3,3,0,4,3,3,0,0,18,0,0,6,6,3,0,3,3,0,23,0,0,0,0,5,3,3,0,0,16,0,0,0,0,5,0,0,0,0,5,0,0,3,5,5,3,0,0,0,20,0,0,0,4,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,11,5,23,40,34,30,30,19,4,194
5100253,0,7,13,14,3,3,0,0,0,44,0,6,12,14,16,11,7,0,0,64,0,0,9,21,8,3,4,0,0,47,0,0,3,10,4,3,0,0,0,27,0,0,5,7,6,4,0,0,0,19,0,0,6,3,5,3,0,0,0,23,0,0,5,11,3,0,0,0,0,24,0,0,5,6,3,0,0,0,0,9,3,4,4,3,7,0,0,0,0,23,0,0,0,0,0,0,3,0,0,6,40,40,109,120,69,53,43,10,0,480
5100254,0,0,0,3,0,3,3,0,0,14,0,0,0,3,3,3,3,0,0,15,0,0,0,3,0,3,3,3,0,12,0,0,3,0,3,0,0,0,0,7,0,0,0,0,4,9,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,9,8,15,17,32,40,29,20,5,181
5100255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,18
5100256,0,5,4,0,9,4,3,0,0,29,0,7,3,5,3,3,3,3,0,29,0,4,5,3,4,3,0,0,0,20,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,3,7,7,3,0,7,3,0,32,0,0,0,0,0,0,0,0,0,0,13,34,39,29,44,28,42,28,9,273
5100257,0,3,0,7,3,0,0,0,0,18,0,3,3,5,5,3,0,0,0,22,0,0,3,4,7,0,0,0,0,9,0,0,0,7,7,3,0,0,0,14,0,0,3,3,7,0,0,0,0,16,0,0,0,3,0,4,0,0,0,4,0,0,0,5,7,0,0,0,0,12,0,0,0,0,5,0,0,0,0,6,0,0,3,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,29,8,24,46,52,32,23,3,0,228
5100258,0,7,0,3,0,3,3,0,0,14,0,6,3,5,0,0,0,0,0,12,0,0,5,10,7,3,0,0,0,22,0,0,3,9,10,0,0,0,0,17,0,0,3,3,3,4,0,0,0,13,0,0,3,4,0,0,0,0,0,4,0,0,6,10,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,22,19,41,56,34,26,25,3,0,218
5100259,0,3,3,4,3,4,3,0,0,20,0,3,9,6,4,3,0,0,0,32,0,4,7,10,6,3,0,0,0,35,0,0,3,7,7,0,0,0,0,29,0,3,3,4,3,3,0,0,0,13,0,0,0,6,3,0,0,0,0,8,0,0,3,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,24,27,41,57,52,37,34,10,0,276
5100260,0,0,0,0,0,0,11,5,0,16,0,0,0,0,0,0,0,4,0,13,0,0,0,5,0,0,3,0,0,7,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,0,17,0,0,0,0,0,0,0,0,0,3,3,4,19,11,11,28,64,61,27,232
5100261,3,5,5,4,7,0,3,0,0,28,3,5,3,8,9,0,3,0,0,33,0,4,9,8,4,4,0,0,0,26,0,0,0,7,0,3,0,0,0,15,0,0,5,9,0,3,0,0,0,14,0,0,0,5,0,0,0,0,0,11,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,5,3,6,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,40,17,44,68,51,28,20,3,0,268
5100262,0,0,7,0,3,3,0,0,0,16,0,3,4,3,0,4,0,0,0,13,0,0,5,7,4,0,0,0,0,21,0,0,3,0,3,0,0,0,0,7,0,0,0,3,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15,9,29,31,35,36,25,27,0,203
5100263,0,0,0,0,4,3,0,0,0,17,0,0,6,3,11,0,0,0,0,25,0,0,0,3,10,3,0,0,0,21,0,0,0,3,8,0,3,0,0,9,0,0,0,7,4,3,0,3,0,13,0,0,0,0,4,3,0,0,0,13,0,0,3,5,5,3,0,0,0,13,0,0,0,3,4,3,4,0,0,11,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,35,9,9,37,69,32,26,8,0,221
5100264,0,0,3,3,6,3,0,0,0,10,0,0,0,0,5,0,0,0,0,14,0,0,5,4,0,5,0,0,0,8,0,0,3,0,7,3,0,0,0,13,0,0,0,3,0,0,3,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,3,3,3,4,0,17,0,0,0,0,0,0,0,0,0,0,24,9,21,23,40,25,30,20,3,191
5100265,0,0,0,0,0,3,15,7,3,27,0,0,0,0,0,0,7,6,0,7,0,0,0,0,0,3,3,4,0,11,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,150,71,18,294
5100266,0,6,3,5,0,0,3,0,0,25,0,4,11,11,9,3,0,0,0,32,0,3,15,4,3,3,0,0,0,27,0,3,12,4,3,0,0,0,0,18,0,0,15,4,0,6,0,0,0,29,0,0,4,0,0,0,0,0,0,4,0,0,8,8,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,9,3,4,5,3,0,5,0,0,32,0,0,0,0,0,0,0,0,0,3,32,34,89,68,35,30,32,3,0,321
5100267,0,3,4,4,11,0,6,3,0,31,0,3,7,3,8,3,0,0,0,28,0,0,5,12,6,3,0,0,0,29,0,0,9,11,0,3,0,0,0,21,0,4,5,4,3,0,0,0,0,13,0,0,0,16,3,0,0,0,0,20,0,0,0,5,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,6,3,0,9,0,3,0,3,5,0,23,0,0,0,0,0,0,0,0,0,0,30,20,64,69,48,29,50,23,3,333
5100268,0,3,8,3,5,0,5,0,0,28,0,0,6,7,5,3,3,0,0,28,0,0,16,9,0,0,0,0,0,30,0,0,3,4,5,4,0,0,0,15,0,0,11,3,3,0,0,0,0,15,0,0,6,5,4,0,0,0,0,9,0,0,3,8,3,3,0,0,0,18,0,0,0,0,0,0,3,0,0,5,6,7,4,3,0,6,3,0,0,24,0,0,0,0,0,0,0,0,0,3,24,21,72,56,38,36,22,8,0,281
5100269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
5100270,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,4,0,0,14,0,0,0,0,3,3,3,0,0,10,0,0,0,3,0,7,3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,16,0,0,0,0,8,3,5,0,0,12,3,0,0,9,0,0,7,0,0,23,0,3,0,0,0,0,0,0,0,3,12,7,6,21,19,26,33,8,0,131
5100271,0,0,0,3,4,0,0,3,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,3,0,0,6,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,4,0,0,0,13,0,0,0,0,3,3,0,0,0,8,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,7,13,18,36,20,11,0,121
5100272,0,10,11,19,14,17,7,0,0,67,0,4,9,11,18,9,4,0,0,51,0,7,21,15,9,7,0,0,0,56,0,3,7,12,3,3,0,0,0,30,0,0,6,13,7,3,0,0,0,34,0,0,6,12,3,3,0,0,0,17,0,0,4,17,6,0,0,0,0,29,0,0,0,5,0,0,0,0,0,12,0,0,5,4,3,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,44,36,116,140,88,81,55,13,0,570
5100273,0,3,6,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,18,10,13,12,23,27,8,7,3,115
5100274,0,3,0,0,0,3,0,0,0,10,0,3,3,10,5,0,3,0,0,23,0,0,8,3,0,0,0,0,0,14,0,0,3,3,3,3,0,0,0,12,0,0,6,3,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6,8,31,41,29,22,9,3,0,151
5100275,0,0,3,3,0,7,0,0,3,21,0,3,3,3,5,5,0,0,3,21,0,0,4,11,7,6,0,4,0,35,0,0,3,3,5,3,0,0,0,16,0,0,0,8,3,0,0,0,0,24,0,0,0,0,3,0,0,0,0,5,0,0,0,4,7,0,0,0,0,12,0,0,0,0,0,0,4,0,0,3,0,0,4,3,4,3,3,6,0,33,0,0,0,0,0,0,0,0,0,3,29,14,38,49,52,62,38,29,15,337
5100276,0,3,5,4,4,3,4,0,0,22,0,7,3,5,10,0,0,0,0,22,0,0,7,9,4,4,0,0,0,26,0,0,0,3,8,0,0,0,0,13,0,0,3,5,4,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,27,18,39,45,46,23,31,3,0,247
5100277,0,0,3,0,6,3,3,0,0,13,0,0,0,3,3,0,0,0,0,8,0,3,3,6,3,4,0,0,0,15,0,8,0,4,0,0,0,0,0,18,0,0,4,0,3,0,0,0,0,7,0,0,3,0,7,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,4,0,3,8,3,0,0,17,0,0,0,0,0,0,0,0,0,0,6,17,19,23,20,32,34,5,0,155
5100278,3,5,3,7,0,0,3,0,0,28,0,3,6,4,3,0,0,0,0,15,0,0,5,3,9,3,0,0,0,17,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,6,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,28,21,32,29,27,18,22,7,0,190
5100279,0,5,3,4,5,13,4,0,0,36,0,3,3,4,4,0,0,5,0,21,0,0,6,7,4,6,0,0,0,24,0,0,0,5,4,3,0,0,0,20,0,0,0,4,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,8,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,3,3,0,0,4,0,4,4,4,0,19,0,3,0,0,0,0,0,0,0,3,22,18,33,45,35,58,38,31,14,285
5100280,0,3,7,12,5,3,0,0,0,26,0,0,5,0,16,3,3,0,0,22,0,0,5,5,4,0,0,0,0,26,0,0,0,5,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,8,5,7,3,0,0,0,33,0,0,0,0,0,0,0,0,3,3,39,12,42,61,72,25,14,11,8,283
5100281,0,3,7,3,10,3,4,3,0,36,0,0,9,4,12,0,3,3,0,30,0,3,3,3,0,3,0,0,0,14,0,0,0,0,3,0,3,0,0,12,0,0,0,4,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,6,4,5,10,3,14,3,55,0,0,0,0,0,0,0,0,0,0,21,39,55,52,65,65,48,57,16,419
5100282,0,3,0,4,6,7,0,0,0,24,0,0,3,3,3,5,4,4,0,18,0,3,5,5,6,3,3,0,0,26,0,0,3,5,10,0,0,0,0,18,0,0,0,4,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,6,0,0,0,4,3,3,0,0,0,10,0,0,0,3,0,0,0,0,0,8,3,0,0,3,3,3,8,38,39,94,0,0,0,0,0,0,3,0,0,4,23,15,36,58,45,34,63,59,49,374
5100283,0,3,5,6,6,7,5,0,0,22,0,0,3,0,0,13,3,0,0,19,0,0,0,11,13,3,0,0,3,32,0,0,3,3,3,3,0,0,0,18,0,0,3,4,5,5,3,0,0,20,0,0,3,3,3,0,0,0,0,8,0,0,4,0,6,6,0,0,0,12,0,0,3,0,3,0,0,0,0,6,0,0,4,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,4,20,8,38,48,62,52,38,20,5,296
5100301,0,4,0,0,0,0,0,0,0,11,0,0,0,4,3,3,3,0,0,13,0,0,6,4,4,3,0,0,0,17,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,12,0,0,0,0,0,0,3,0,0,8,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,9,20,35,26,21,22,7,0,142
5100302,0,5,0,4,0,4,3,0,0,22,0,0,3,6,7,0,0,0,0,14,0,0,9,4,5,3,3,0,0,20,0,0,0,0,8,3,0,0,0,9,0,0,0,8,3,3,0,0,0,11,0,0,0,7,5,3,0,0,0,13,0,0,0,9,3,3,0,0,0,13,0,0,3,3,0,4,0,0,0,14,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,9,27,57,37,26,11,7,3,184
5100303,0,0,3,0,5,3,4,0,0,15,0,0,3,0,5,4,4,0,0,15,0,0,0,0,4,9,0,0,0,21,0,0,3,0,3,6,3,0,0,10,0,0,3,6,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14,4,22,14,56,50,59,18,3,239
5100304,0,0,4,5,5,3,3,0,0,25,0,0,3,3,0,7,0,0,0,14,0,0,3,0,7,6,0,0,0,17,0,4,0,4,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,3,3,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,18,23,35,40,40,17,10,3,196
5100305,0,3,0,0,3,4,0,0,0,12,0,0,3,4,4,11,3,0,0,26,0,4,3,5,4,3,0,0,0,25,0,0,0,0,3,0,0,0,0,7,0,0,0,4,5,9,0,0,0,19,0,0,0,0,4,0,0,0,0,5,0,0,0,5,3,0,0,0,0,16,0,0,0,0,3,4,0,0,0,10,0,0,3,6,5,7,3,0,0,20,0,0,0,0,0,3,0,0,0,3,9,9,25,39,50,52,28,10,3,223
5100306,0,5,0,3,6,10,0,0,0,31,0,3,8,3,4,0,0,0,0,20,0,0,0,3,9,3,4,0,0,18,0,0,7,3,7,7,3,0,0,27,0,0,0,7,7,4,3,0,0,18,0,0,0,3,3,4,0,0,0,12,0,0,0,0,3,7,0,0,0,10,0,0,0,4,3,3,0,0,0,9,3,0,0,7,8,5,5,3,0,32,0,0,0,0,0,0,0,0,0,0,35,20,39,55,77,74,48,7,0,351
5100307,0,0,0,0,4,0,5,0,0,13,0,0,0,3,6,3,0,3,0,16,0,0,3,5,13,0,0,0,0,28,0,0,0,3,0,3,3,0,0,13,0,0,0,3,3,5,0,0,0,8,0,0,0,7,0,3,0,0,0,8,0,0,0,6,4,7,0,0,0,15,0,0,0,7,7,8,0,0,0,21,3,0,0,0,5,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,19,8,9,35,55,66,25,11,0,227
5100308,0,7,3,3,12,7,3,0,0,24,0,0,3,6,9,8,3,0,0,40,0,0,6,3,5,0,7,0,0,27,0,0,0,4,3,3,0,0,0,19,0,0,6,3,7,0,0,0,0,16,0,0,0,7,3,0,0,0,0,15,0,0,0,3,5,0,6,0,0,18,0,0,0,0,4,3,3,0,0,11,3,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,18,14,27,48,69,60,43,16,4,300
5100310,0,9,10,3,9,8,6,0,3,41,0,3,6,3,8,8,3,3,0,35,0,3,3,0,8,10,6,4,0,32,0,0,3,7,4,6,0,3,0,21,0,0,3,4,0,4,0,0,0,14,0,0,0,3,0,0,0,0,0,10,0,0,0,3,10,3,5,0,0,26,0,0,0,3,4,5,8,0,0,19,3,3,5,14,3,14,8,0,0,49,9,8,12,0,3,0,0,0,0,35,20,34,62,55,62,61,57,22,6,380
5100311,0,3,3,3,3,3,3,0,0,20,0,0,3,7,7,0,0,0,0,19,0,0,5,4,6,4,0,0,0,21,0,0,3,7,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,12,0,0,0,6,3,0,0,0,0,15,0,0,0,0,4,0,0,0,0,6,0,0,3,5,0,4,0,0,0,17,0,0,0,3,0,0,0,0,0,3,15,6,34,57,47,33,17,8,4,210
5100312,3,5,3,0,3,0,9,0,0,25,0,0,8,14,4,4,3,0,0,30,0,0,3,3,7,7,0,0,0,20,0,0,0,0,3,4,0,0,0,8,0,0,8,5,12,0,0,0,0,17,0,0,3,3,0,0,0,0,0,8,0,0,3,0,3,3,0,0,0,14,0,0,0,0,0,5,3,0,0,10,0,4,0,0,5,7,0,0,0,23,0,0,0,0,7,0,0,0,0,3,14,20,37,39,50,49,37,22,5,280
5100313,0,0,0,4,3,0,4,0,0,12,0,0,14,0,0,3,0,0,0,17,0,0,10,0,0,6,3,3,0,19,0,0,5,3,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,4,0,0,3,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,14,6,0,5,3,3,3,35,0,5,9,0,3,0,0,0,0,27,6,19,77,49,19,30,29,11,5,245
5100314,0,0,5,5,3,6,0,0,0,21,0,0,4,3,3,3,0,3,0,17,0,0,3,4,3,3,0,3,0,21,0,0,3,5,4,3,0,0,0,16,0,0,0,3,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,11,0,0,0,4,0,3,0,0,0,8,0,0,0,7,4,4,9,0,0,25,0,3,8,3,3,0,0,0,0,12,17,9,27,38,43,50,20,10,4,230
5100315,0,4,0,3,12,5,0,0,0,29,0,0,5,4,5,7,0,0,0,30,0,0,13,13,4,7,0,0,0,40,0,0,0,5,4,3,0,0,0,11,0,0,7,3,3,4,0,0,0,15,0,0,0,0,3,4,0,0,0,7,0,0,0,4,4,3,3,0,0,16,0,0,0,0,0,11,0,0,0,14,8,5,12,10,3,10,7,0,0,53,3,0,3,3,3,0,0,0,0,8,31,15,53,66,66,67,40,14,6,351
5100316,0,0,0,0,6,5,3,3,0,16,0,0,3,3,3,0,4,0,0,13,0,0,3,6,8,4,3,0,0,22,0,0,0,0,3,0,0,0,0,8,0,0,3,0,5,3,0,0,0,17,0,0,0,0,4,0,0,0,0,8,0,0,0,5,4,0,3,0,0,11,0,0,0,4,3,3,3,0,0,9,0,0,5,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,19,11,27,39,59,41,34,7,0,231
5100317,0,3,0,0,8,6,3,0,0,20,0,0,6,3,5,8,0,0,0,21,0,0,3,3,7,7,4,0,0,23,0,0,3,3,4,3,0,0,0,16,0,0,0,3,5,3,0,0,0,18,0,0,0,9,7,0,0,0,0,20,0,0,0,0,10,4,0,0,0,20,0,0,0,5,4,4,0,0,0,10,0,3,3,10,6,5,3,0,0,29,0,0,0,0,0,0,0,0,0,0,16,11,24,56,81,49,34,11,0,275
5100318,0,0,3,6,3,12,3,3,0,26,0,0,6,7,3,10,3,0,0,25,0,0,6,4,8,7,3,0,0,24,0,0,3,4,0,3,3,0,0,21,0,0,3,4,0,0,0,3,0,20,0,0,3,3,0,3,0,0,0,16,0,0,3,3,8,4,5,0,0,18,0,0,3,3,7,13,10,0,0,29,3,3,4,4,11,10,4,3,0,42,0,0,0,3,7,0,5,0,0,17,13,8,48,51,57,95,54,19,7,349
5100319,0,0,3,0,7,3,6,8,0,25,0,0,3,0,3,9,7,3,0,17,0,3,3,3,4,3,4,3,0,28,0,0,3,0,3,4,0,0,0,16,0,0,0,3,0,4,0,0,0,8,0,0,3,0,4,7,0,3,0,13,0,0,0,5,0,7,0,0,0,18,0,0,0,0,0,4,0,0,0,8,0,0,0,3,0,7,5,5,0,21,0,0,0,0,0,0,0,0,0,0,7,5,23,24,30,60,57,47,9,263
5100320,0,3,3,6,11,8,14,0,0,41,0,0,4,7,6,3,0,0,0,28,0,0,14,15,7,6,0,0,0,50,0,3,5,12,6,3,4,5,0,37,0,0,3,7,6,3,0,3,0,27,0,0,3,6,10,0,0,0,0,19,0,0,0,8,4,3,0,0,0,20,0,0,0,3,3,0,0,0,0,14,4,0,9,8,7,9,3,0,3,45,0,0,0,0,0,0,0,0,0,3,38,13,71,106,86,57,55,22,12,459
5100321,0,0,3,4,0,3,3,3,0,16,0,0,3,12,7,3,4,0,0,28,0,0,3,18,4,4,3,0,0,29,0,0,0,6,3,0,4,0,0,18,0,0,0,3,4,4,3,0,0,14,0,0,3,7,3,4,0,0,0,21,0,0,3,4,5,3,0,0,0,20,0,0,0,7,3,5,0,0,0,23,7,0,3,0,3,4,0,0,3,22,3,0,0,0,0,0,0,0,0,0,26,3,26,93,60,42,33,13,3,307
5100322,0,0,0,0,3,4,4,3,0,19,0,0,3,0,3,4,3,0,0,17,0,0,0,0,3,0,4,0,0,10,0,0,3,0,3,0,4,0,0,6,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,12,0,0,0,3,0,5,11,0,0,13,0,3,4,7,13,13,12,3,0,51,0,0,3,0,3,0,0,0,0,9,3,4,27,28,41,31,52,11,0,190
5100323,0,0,3,3,3,3,4,0,0,16,0,0,0,4,5,3,0,0,0,16,0,0,3,3,4,0,0,0,0,12,0,0,3,3,0,0,3,0,0,9,0,0,0,5,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,8,0,0,0,15,0,0,4,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,5,34,41,27,35,23,8,6,183
5100324,0,0,0,5,3,10,0,4,0,24,0,3,7,3,3,7,9,3,0,31,0,0,3,4,4,9,0,0,0,19,0,4,5,3,6,7,0,0,0,21,0,0,0,4,3,4,3,0,0,11,0,0,0,0,4,0,0,0,0,6,0,0,0,4,3,0,0,0,0,7,0,0,0,3,3,8,0,3,0,11,3,0,0,9,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,3,27,9,27,51,43,71,30,19,3,273
