SA1_7DIGITCODE_2016,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,Inc_1_149_CF_no_chldren,Inc_1_149_CFwith_chldren,Inc_1_149_One_PF,Inc_1_149_Oth_family,Inc_1_149_Total,Inc_150_299_CF_no_chldren,Inc_150_299_CFwith_chldren,Inc_150_299_OnePF,Inc_150_299_Oth_family,Inc_150_299_Total,Inc_300_399_CF_no_chldren,Inc_300_399_CFwith_chldren,Inc_300_399_OnePF,Inc_300_399_Oth_family,Inc_300_399_Total,Inc_400_499_CF_no_chldren,Inc_400_499_CFwith_chldren,Inc_400_499_OnePF,Inc_400_499_Oth_family,Inc_400_499_Total,Inc_500_649_CF_no_chldren,Inc_500_649_CFwith_chldren,Inc_500_649_OnePF,Inc_500_649_Oth_family,Inc_500_649_Total,Inc_650_799_CF_no_chldren,Inc_650_799_CFwith_chldren,Inc_650_799_OnePF,Inc_650_799_Oth_family,Inc_650_799_Total,Inc_800_999_CF_no_chldren,Inc_800_999_CFwith_chldren,Inc_800_999_OnePF,Inc_800_999_Oth_family,Inc_800_999_Total,Inc_1000_1249_CF_no_chldren,Inc_1000_1249_CFwith_chldren,Inc_1000_1249_OnePF,Inc_1000_1249_Oth_family,Inc_1000_1249_Total,Inc_1250_1499_CF_no_chldren,Inc_1250_1499_CFwith_chldren,Inc_1250_1499_OnePF,Inc_1250_1499_Oth_family,Inc_1250_1499_Total,Inc_1500_1749_CF_no_chldren,Inc_1500_1749_CFwith_chldren,Inc_1500_1749_OnePF,Inc_1500_1749_Oth_family,Inc_1500_1749_Total,Inc_1750_1999_CF_no_chldren,Inc_1750_1999_CFwith_chldren,Inc_1750_1999_OnePF,Inc_1750_1999_Oth_family,Inc_1750_1999_Total,Inc_2000_2499_CF_no_chldren,Inc_2000_2499_CFwith_chldren,Inc_2000_2499_OnePF,Inc_2000_2499_Oth_family,Inc_2000_2499_Total,Inc_2500_2999_CF_no_chldren,Inc_2500_2999_CFwith_chldren,Inc_2500_2999_OnePF,Inc_2500_2999_Oth_family,Inc_2500_2999_Total,Inc_3000_3499_CF_no_chldren,Inc_3000_3499_CFwith_chldren,Inc_3000_3499_OnePF,Inc_3000_3499_Oth_family,Inc_3000_3499_Total,Inc_3500_3999_CF_no_chldren,Inc_3500_3999_CFwith_chldren,Inc_3500_3999_OnePF,Inc_3500_3999_Oth_family,Inc_3500_3999_Total,Inc_4000orMore_CF_no_chldren,Inc_4000orMore_CFwith_chldren,Inc_4000orMore_OnePF,Inc_4000orMore_Oth_family,Inc_4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
5100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,4,0,0,3,0,4,3,0,3,0,9,0,10,0,0,12,0,3,0,0,5,5,6,0,0,11,0,6,0,0,6,0,3,0,0,3,4,0,0,0,3,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,26,42,14,0,83
5100259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,10,3,4,3,0,8,8,5,0,0,14,0,8,0,0,6,3,5,0,0,12,3,0,3,0,5,9,8,0,0,20,5,3,0,0,4,3,11,0,0,7,0,0,0,0,0,0,4,0,0,4,3,3,0,0,9,3,0,0,0,3,40,54,13,0,111
5100260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,25,0,0,0,21,10,0,0,0,14,7,0,0,0,7,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,58,3,3,0,71
5100261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,5,3,3,0,0,9,3,0,3,0,5,0,3,0,0,3,0,11,0,0,14,3,3,0,0,3,3,10,0,0,19,3,4,0,0,5,0,3,0,0,3,0,3,0,0,3,3,3,0,0,9,3,14,0,0,15,0,3,0,0,6,30,58,21,3,102
5100262,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,4,0,0,0,7,8,4,0,0,9,0,3,0,0,5,6,3,0,0,11,0,3,0,0,5,3,3,0,0,4,0,3,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,34,27,6,0,72
5100263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,8,3,0,0,0,5,0,0,0,0,4,3,4,0,0,7,0,7,0,0,9,5,12,0,0,14,0,5,0,0,6,0,4,0,0,4,0,14,0,0,13,0,14,0,0,14,0,0,0,0,0,29,56,3,0,91
5100264,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,7,0,0,0,9,3,0,3,0,7,0,0,0,0,0,8,3,0,0,13,3,3,0,0,8,0,3,0,0,3,0,6,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,0,0,10,4,0,0,0,4,26,30,15,0,68
5100265,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,7,0,0,0,6,36,0,0,0,39,13,0,0,0,16,9,0,0,0,11,14,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,95,0,3,0,100
5100266,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,12,0,0,0,0,0,4,8,0,0,16,4,0,0,0,3,3,4,0,0,9,3,6,0,0,18,5,10,0,0,21,0,8,0,0,6,5,6,0,0,6,0,3,0,0,0,0,0,0,0,0,9,12,4,0,21,3,0,0,0,4,49,60,16,5,128
5100267,0,0,0,0,0,0,0,0,0,3,3,0,3,0,6,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,9,0,5,0,13,7,0,3,0,9,3,3,8,0,8,3,4,0,0,10,0,6,3,0,7,0,5,3,0,10,3,11,0,0,15,3,6,0,0,10,5,3,0,0,3,0,0,0,0,0,3,0,0,0,4,5,7,5,0,15,0,0,0,0,0,51,59,25,0,132
5100268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,0,0,6,3,0,0,0,5,3,5,3,0,12,4,5,0,0,9,0,3,0,0,7,7,3,0,0,10,8,5,3,0,18,6,4,0,0,8,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,5,9,3,0,18,0,0,0,0,0,46,49,18,0,107
5100269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,3,0,0,5,0,0,0,0,0,3,5,0,0,14,0,3,0,0,7,0,0,0,0,0,29,15,0,0,51
5100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,0,0,0,5,3,0,0,0,5,0,0,0,0,0,3,3,0,0,6,0,7,0,0,3,0,0,0,0,0,33,13,0,0,45
5100272,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,7,3,0,5,0,10,6,0,6,0,19,6,3,3,0,13,9,3,3,0,19,5,12,0,0,19,3,15,0,0,14,6,12,0,0,20,13,24,6,0,41,3,14,0,0,22,5,5,0,0,17,0,0,0,0,0,4,0,0,0,10,9,24,0,0,30,0,0,0,0,0,87,124,34,5,248
5100273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,15,20,3,0,31
5100274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,4,0,0,4,0,3,0,0,3,3,3,0,0,9,6,3,0,0,9,0,6,0,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,3,24,31,3,0,62
5100275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,3,3,0,9,6,3,0,0,3,9,5,3,0,18,0,0,0,0,3,3,3,0,0,9,0,6,0,0,4,3,4,0,0,13,3,3,0,0,8,3,3,0,0,5,0,0,0,0,0,5,0,0,0,5,3,11,0,0,14,3,0,0,0,3,46,43,10,0,102
5100276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,0,0,8,4,4,0,0,7,0,0,0,0,3,5,3,3,0,11,0,8,0,0,9,3,7,0,0,11,5,5,0,0,11,0,10,0,0,9,0,3,0,0,4,0,3,0,0,3,0,3,0,0,3,3,7,3,0,9,0,0,0,0,0,29,56,13,0,97
5100277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,4,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,3,4,0,0,0,7,0,0,0,0,0,33,15,0,0,50
5100278,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,3,3,0,4,8,0,3,0,8,0,0,3,0,6,0,4,0,0,3,0,3,0,0,4,0,6,0,0,10,0,0,0,0,3,4,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,20,18,0,63
5100279,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,3,0,0,4,0,4,7,0,0,0,9,3,0,0,0,3,4,0,0,0,6,6,3,0,0,13,0,3,0,0,3,0,0,0,0,0,0,4,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,11,0,0,16,0,0,0,0,0,41,26,12,4,84
5100280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,6,0,6,3,4,8,0,9,3,4,4,0,12,0,3,0,0,7,6,6,0,0,11,0,3,0,0,5,3,8,0,0,10,3,3,0,0,10,3,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,0,12,0,6,0,0,3,23,51,26,0,105
5100281,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,3,0,8,0,11,7,5,3,0,16,3,3,9,0,13,4,0,3,0,12,6,3,3,0,11,0,3,0,0,4,0,3,0,0,3,6,3,0,0,10,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,15,3,0,0,0,3,54,26,34,0,117
5100282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,13,0,0,0,17,7,0,4,0,5,0,0,0,0,5,7,6,0,0,6,3,4,0,0,7,4,4,0,0,4,5,9,0,0,14,0,7,0,0,12,0,0,0,0,4,0,6,0,0,6,0,3,0,0,6,3,11,0,0,15,0,0,0,0,0,43,45,13,0,105
5100283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,6,0,8,0,0,0,0,3,3,4,0,0,7,7,4,0,0,10,3,5,0,0,12,3,3,0,0,13,3,14,0,0,17,0,9,0,0,11,4,3,0,0,6,0,6,0,0,3,0,3,0,0,10,4,11,0,0,18,0,0,0,0,0,46,60,11,0,112
5100301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,6,3,0,0,6,3,5,0,0,8,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,17,16,9,0,44
5100302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,4,3,0,0,7,4,0,0,0,4,0,6,0,0,6,4,4,0,0,8,0,7,0,0,4,0,3,0,0,3,0,4,0,0,4,3,10,0,0,9,0,5,0,0,8,0,0,0,0,0,18,46,9,0,70
5100303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,4,8,0,0,0,8,3,0,0,0,3,4,0,0,0,8,3,3,0,0,7,4,0,0,0,4,5,0,0,0,7,4,8,0,0,9,3,0,0,0,3,0,3,0,0,5,3,0,0,0,5,0,3,0,0,4,0,10,0,0,10,0,0,0,0,0,49,31,0,0,75
5100304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,8,3,5,0,0,10,0,4,0,0,5,3,3,0,0,7,5,3,0,0,13,0,7,0,0,8,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,4,3,0,0,5,0,0,0,0,0,29,34,9,0,64
5100305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,4,0,3,0,0,5,0,3,0,0,3,0,4,0,0,5,5,5,0,0,8,0,0,0,0,3,3,3,0,0,3,4,3,0,0,4,0,3,0,0,3,3,5,0,0,8,6,4,0,0,15,0,0,0,0,0,37,43,5,0,80
5100306,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,9,0,0,3,0,3,5,0,4,0,4,5,4,0,0,11,4,0,3,0,7,5,3,0,0,12,0,5,3,0,11,3,3,0,0,5,3,7,0,0,8,3,4,0,0,9,9,4,0,0,11,0,3,0,0,3,7,3,0,0,9,6,5,0,0,16,3,4,0,0,3,61,49,19,0,128
5100307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,5,0,0,0,5,6,0,0,0,5,4,0,3,0,7,8,0,0,0,8,0,4,0,0,6,3,3,0,0,7,3,5,0,0,7,3,3,0,0,11,0,3,0,0,3,3,6,0,0,4,7,3,0,0,14,0,14,0,0,13,0,0,0,0,0,45,46,3,0,91
5100308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,10,3,0,0,0,3,4,3,0,0,13,4,3,0,0,4,6,9,0,0,13,6,3,0,0,14,6,5,0,0,17,4,8,0,0,11,0,5,0,0,9,0,4,0,0,6,8,3,0,0,10,9,15,3,0,25,0,0,0,0,0,57,57,6,0,119
5100310,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,5,0,0,10,3,0,0,0,4,3,0,0,0,3,7,3,0,0,9,9,3,0,0,15,7,3,0,0,4,0,3,0,0,7,0,3,0,0,4,3,8,0,0,12,3,13,0,0,17,0,0,0,0,0,49,43,13,3,107
5100311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,3,0,3,0,0,3,4,4,0,0,3,6,0,0,0,5,0,0,0,0,0,4,8,0,0,15,0,6,0,0,8,0,3,0,0,3,0,0,0,0,3,4,0,0,0,0,3,11,0,0,9,0,0,0,0,0,27,39,8,0,80
5100312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,6,4,0,0,0,9,3,0,0,0,5,0,4,3,0,9,3,0,0,0,9,0,3,0,0,8,0,3,0,0,4,7,3,0,0,7,3,3,0,0,9,0,3,0,0,8,0,0,0,0,0,4,0,0,0,7,9,3,0,0,13,0,0,0,0,0,48,31,22,0,95
5100313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,3,0,0,0,3,4,3,0,0,7,5,3,0,0,6,0,3,0,0,7,0,0,0,0,3,0,0,0,0,0,0,7,0,0,8,0,3,4,0,4,4,0,0,0,4,32,25,6,0,65
5100314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,4,3,0,0,3,7,3,0,0,12,0,0,0,0,3,0,3,0,0,3,4,3,0,0,6,3,0,0,0,4,0,3,0,0,3,0,3,0,0,3,3,3,0,0,4,3,8,3,0,9,0,0,0,0,3,31,30,7,0,71
5100315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,6,0,3,0,0,8,3,3,0,0,12,0,3,0,0,3,3,4,0,0,6,7,9,0,0,7,3,4,0,0,5,5,0,0,0,4,3,0,0,0,3,3,0,0,0,7,3,9,0,0,13,0,0,0,0,0,38,51,3,0,94
5100316,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,9,5,0,0,0,7,0,4,0,0,7,0,0,0,0,3,3,0,0,0,4,0,4,0,0,12,8,3,0,0,8,0,5,0,0,5,0,3,0,0,3,4,0,0,0,11,0,3,0,0,5,0,0,0,0,0,51,34,6,0,85
5100317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,4,0,0,0,6,7,0,0,0,6,0,3,0,0,6,3,3,0,0,5,4,3,0,0,7,3,8,0,0,16,3,0,0,0,4,0,9,0,0,10,3,4,0,0,3,9,10,3,0,19,0,0,0,0,0,48,56,7,0,111
5100318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,3,0,0,0,3,3,3,0,0,9,6,0,0,0,9,0,3,0,0,4,3,3,0,0,4,3,0,0,0,4,6,3,0,0,8,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,8,3,6,0,0,17,0,0,0,0,0,47,32,11,0,85
5100319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,9,0,0,0,9,6,0,0,0,7,3,0,0,0,3,11,5,0,0,11,3,0,0,0,7,3,0,0,0,3,3,3,0,0,8,4,5,0,0,12,4,0,0,0,4,3,3,0,0,3,10,3,0,0,9,6,3,0,0,12,4,0,0,0,3,70,25,8,0,101
5100320,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,9,4,0,0,0,4,9,3,3,0,19,11,4,0,0,10,3,3,3,0,8,3,11,0,0,15,13,10,4,0,29,9,8,0,0,11,3,5,0,0,6,0,3,0,0,4,7,7,0,0,16,3,24,0,0,30,0,0,0,0,0,69,82,19,3,172
5100321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,6,6,4,0,0,7,3,0,0,0,3,3,6,0,0,12,3,13,0,0,15,0,16,0,0,17,0,7,0,0,9,3,9,0,0,8,0,11,0,0,11,4,20,0,0,29,0,0,0,0,3,39,80,7,0,129
5100322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,6,0,0,0,0,0,3,0,0,0,3,5,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,0,0,3,0,5,0,0,8,0,0,0,0,0,24,12,0,0,36
5100323,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,3,0,4,3,3,0,0,7,0,0,0,0,5,0,0,0,0,0,8,11,0,0,17,0,5,0,0,5,0,3,0,0,3,3,4,0,0,8,0,5,0,0,5,3,12,0,0,15,0,0,0,0,0,31,39,5,0,72
5100324,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,7,3,0,0,13,3,0,0,0,4,4,9,0,0,14,0,6,0,0,10,3,0,0,0,5,3,3,0,0,6,0,3,0,0,4,6,4,0,0,10,8,4,3,0,19,0,0,0,0,0,43,45,7,0,98
5100325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,6,3,0,0,0,7,3,0,3,0,4,4,0,0,0,6,3,3,11,0,11,6,3,0,0,11,8,6,0,0,13,3,5,0,0,13,6,14,0,0,19,0,7,0,0,9,0,3,0,0,3,0,3,3,0,7,0,9,0,0,8,3,11,3,0,19,0,0,0,0,0,57,74,26,0,157
5100326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,3,0,0,9,3,6,0,0,12,6,4,0,0,13,0,5,3,0,7,0,11,0,0,9,0,4,0,0,5,5,3,0,0,7,3,3,0,0,3,0,0,0,0,0,0,16,3,0,19,3,0,0,0,3,27,53,12,0,93
5100327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,9,6,0,3,0,10,4,0,0,0,4,6,0,0,0,11,8,5,0,0,14,3,5,0,0,10,3,10,0,0,16,11,23,0,0,32,4,10,3,0,10,5,3,0,0,9,3,0,0,0,4,0,6,0,0,13,7,17,3,0,26,0,0,0,0,0,73,83,13,0,171
5100328,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,5,0,4,5,0,9,0,13,13,3,7,0,19,10,5,4,0,13,4,15,0,0,22,6,3,0,0,11,8,13,0,0,20,8,16,0,0,34,5,14,0,0,26,4,9,0,0,7,3,8,0,0,14,3,4,0,0,3,11,26,3,0,39,3,0,0,0,3,92,116,32,0,240
5100401,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,4,7,0,0,0,9,3,4,0,0,9,0,5,3,0,11,0,10,0,0,13,8,3,0,0,4,8,6,0,0,15,8,6,0,0,11,3,4,0,0,8,3,3,0,0,3,3,13,0,0,16,12,15,0,0,24,0,0,0,0,0,49,72,17,0,134
5100405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,3,0,13,0,0,0,0,3,0,3,3,0,6,5,3,0,0,8,3,11,0,0,11,8,4,0,0,10,3,4,0,0,9,3,6,0,0,15,0,7,0,0,3,4,19,3,0,23,0,3,0,0,3,32,65,15,0,112
5100406,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,4,0,0,7,0,7,9,0,4,0,15,4,3,3,0,8,6,0,0,0,12,3,3,0,0,3,9,3,0,0,6,0,0,0,0,4,8,9,0,0,16,3,3,0,0,7,0,3,0,0,4,0,0,0,0,0,3,3,0,0,4,3,3,0,0,12,0,0,0,0,0,46,37,31,0,118
5100407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,7,0,3,0,10,3,5,0,0,10,3,4,0,0,7,0,0,0,0,0,11,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,43,18,3,0,65
5100408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,4,0,5,0,0,0,0,3,3,3,0,0,4,0,3,0,0,3,4,0,0,0,8,0,0,0,0,3,3,0,0,0,5,3,0,4,0,5,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,0,29,15,17,0,65
5100410,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,16,6,0,4,0,12,7,0,5,0,7,3,6,10,0,27,8,3,3,0,16,6,7,0,0,11,6,13,3,0,17,9,18,7,0,30,9,13,0,0,15,0,8,0,0,5,0,0,0,0,3,0,3,0,0,3,8,17,4,0,24,0,0,0,0,0,64,88,47,6,204
5100411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,7,3,0,6,3,0,3,0,6,3,3,0,0,3,0,0,0,0,3,3,0,0,0,4,0,3,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,21,21,16,0,54
5100412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,5,0,0,0,5,3,0,0,0,4,5,4,0,0,5,3,0,0,0,6,0,0,0,0,3,7,3,0,0,6,4,8,0,0,13,4,9,0,0,12,0,0,0,0,3,0,3,0,0,3,3,3,0,0,4,5,11,0,0,16,0,0,0,0,0,45,42,9,0,97
