SA1_7DIGITCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,INA_DS_Separate_house,INA_DS_SemD_ro_tr_h_th,INA_DS_Flat_or_Apart,INA_DS_Other_dwelling,INA_DS_Not_stated,INA_Total,INS_DS_Separate_house,INS_DS_SemD_ro_tr_h_th,INS_DS_Flat_or_Apart,INS_DS_Other_dwelling,INS_DS_Not_stated,INS_DS_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
5104229,24,69,27,0,0,122,0,3,3,0,0,7,0,0,0,0,0,0,24,75,31,0,0,127
5104230,115,22,11,0,0,153,9,3,0,0,0,11,0,0,0,0,0,0,125,30,18,0,0,169
5104231,73,21,87,0,0,185,3,0,109,0,0,114,3,0,14,0,0,22,75,28,205,0,0,313
5104232,27,50,21,0,0,106,3,3,3,0,0,10,3,3,0,0,0,5,34,53,26,0,0,121
5104233,37,118,85,0,3,243,0,7,3,0,0,14,0,0,3,0,0,7,34,130,92,0,8,259
5104234,76,79,14,0,0,174,4,3,3,0,0,9,3,3,0,0,3,5,89,89,18,0,3,188
5104235,44,38,45,0,0,124,3,0,8,0,0,11,3,0,0,0,0,5,53,40,53,0,0,140
5104236,6,55,133,0,0,198,0,5,44,0,0,54,0,0,6,0,0,6,8,62,180,0,0,257
5104237,5,7,140,0,0,152,0,0,38,0,0,46,0,0,10,0,0,10,11,7,187,0,0,199
5104238,127,15,3,0,0,142,17,3,0,0,0,23,3,0,0,0,0,3,140,21,5,0,0,168
5104301,32,21,54,0,0,105,4,3,17,0,0,27,5,0,3,0,0,10,39,21,72,0,0,137
5104303,15,66,72,0,0,149,9,8,12,0,0,24,0,4,0,0,0,4,18,70,84,0,0,173
5104304,20,127,22,0,0,167,4,8,6,0,0,23,0,0,3,0,0,10,26,140,36,0,0,198
5104305,0,66,78,0,0,147,0,16,31,0,0,46,0,3,5,0,0,7,0,85,112,0,0,198
5104306,39,115,79,0,0,228,4,12,20,0,0,32,0,3,0,0,0,3,41,127,96,0,0,262
5104307,3,61,53,0,0,117,0,3,3,0,0,10,0,0,0,0,0,3,4,65,54,0,0,122
5104308,21,56,111,0,0,188,0,12,31,0,0,45,0,3,3,0,0,4,25,75,145,0,0,244
5104309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104310,115,33,0,0,0,147,11,6,0,0,0,22,3,3,0,0,0,3,122,44,0,0,0,175
5104311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104313,0,0,235,0,0,232,0,0,31,0,0,31,0,0,8,0,0,6,0,0,274,0,3,274
5104314,0,31,140,0,0,177,0,4,25,0,0,30,0,3,3,0,0,5,0,39,173,0,0,212
5104315,0,16,111,0,0,124,0,0,12,0,0,14,0,0,7,0,0,9,0,18,127,0,0,151
5104316,55,85,89,0,0,225,0,5,9,0,0,21,0,0,4,0,0,5,58,88,98,0,5,245
5104317,146,46,3,0,5,191,8,0,0,0,0,14,5,0,0,0,0,4,159,49,4,0,5,208
5104318,83,14,32,0,0,134,3,0,9,0,0,15,0,0,0,0,0,0,92,14,42,0,0,147
5104319,149,5,0,0,0,161,9,0,0,0,0,9,3,0,0,0,0,3,162,5,0,0,0,168
5104320,130,13,0,0,0,148,11,3,0,0,0,8,0,0,0,0,0,0,139,22,0,0,0,160
5104321,124,43,0,0,3,170,17,3,0,0,0,18,0,0,0,0,0,0,144,45,0,0,3,191
5104322,109,21,0,0,0,129,0,6,0,0,0,3,0,0,0,0,0,3,113,28,0,0,0,137
5104323,134,8,20,0,0,161,3,0,3,0,0,5,0,0,0,0,0,0,143,7,23,0,0,173
5104324,54,23,28,0,0,105,8,0,4,0,0,13,65,6,37,0,0,113,129,27,69,3,0,231
5104325,110,19,0,0,0,130,7,3,0,0,0,7,4,0,0,0,0,3,118,25,0,0,0,144
5104326,110,0,0,0,0,106,0,0,0,0,0,0,4,0,0,0,0,4,110,0,0,0,0,116
5104327,100,0,0,0,0,100,4,0,0,0,0,4,0,0,0,0,0,0,109,0,0,0,0,109
5104328,134,0,0,0,0,139,9,0,0,0,0,9,0,0,0,0,0,0,150,0,0,0,0,147
5104329,166,7,0,0,0,174,7,0,0,0,0,7,3,0,0,0,0,3,176,7,0,0,0,181
5104330,161,18,0,0,0,177,11,0,0,0,0,11,0,0,0,0,0,0,176,18,0,0,0,194
5104331,159,27,10,0,0,193,11,3,0,0,0,21,3,0,0,0,0,3,175,31,11,0,0,219
5104332,86,12,0,0,0,107,8,0,3,0,0,12,0,0,0,0,0,0,98,12,4,0,0,115
5104333,88,23,0,0,0,113,7,0,0,0,0,7,0,0,0,0,0,0,100,23,0,0,0,123
5104334,117,42,9,0,0,162,10,0,0,0,0,13,3,0,0,0,0,3,129,39,13,0,0,180
5104335,82,44,43,0,0,168,13,0,11,0,0,21,0,0,0,0,0,0,94,41,52,0,0,189
5104336,28,35,131,0,0,192,0,3,16,0,0,17,0,0,0,0,0,3,29,33,143,0,0,209
5104337,75,17,129,0,0,223,3,0,25,0,0,26,3,0,4,0,0,5,86,18,155,0,0,258
5104338,75,51,0,0,0,126,4,0,0,0,0,9,0,0,0,0,0,0,82,53,0,0,0,134
5104339,133,33,41,0,0,201,10,0,8,0,0,14,0,0,0,0,0,3,145,34,46,0,0,224
5104340,0,0,138,0,0,138,0,0,33,0,0,33,0,0,4,0,0,4,0,0,183,0,0,183
5104341,0,29,123,0,0,152,0,0,15,0,0,13,0,0,4,0,0,4,0,32,140,0,0,170
5104342,0,28,109,0,0,137,0,4,8,0,0,12,0,0,3,0,0,3,0,32,122,0,0,151
5104343,0,0,115,0,0,115,0,0,12,0,0,12,0,0,0,0,0,0,0,0,125,0,0,125
5104401,71,19,0,0,0,91,6,7,0,0,0,18,0,0,0,0,0,3,80,28,0,0,0,104
5104402,106,6,6,0,0,116,18,0,0,0,0,22,3,0,0,0,0,3,130,9,4,0,0,142
5104403,68,15,0,0,0,86,7,11,0,0,0,11,0,0,0,0,0,0,76,20,0,0,0,97
5104404,133,14,0,0,0,150,26,3,0,0,0,30,3,0,0,0,0,3,166,14,0,0,0,186
5104405,118,24,0,0,0,144,19,11,0,0,0,27,6,0,0,0,0,6,136,38,0,0,0,171
5104406,85,25,0,0,0,114,18,10,0,0,0,29,0,0,0,0,0,4,107,36,0,0,0,142
5104407,139,6,18,0,0,159,14,0,0,0,0,18,3,3,0,0,0,7,152,7,15,0,3,178
5104408,109,50,0,0,0,159,11,12,0,0,0,21,3,0,0,0,0,3,125,61,0,0,0,189
5104409,90,11,0,0,0,101,14,4,0,0,0,17,0,0,0,0,0,0,107,11,0,0,0,124
5104410,79,9,0,0,0,83,14,0,0,0,0,13,6,0,0,0,0,6,95,6,0,0,0,108
5104411,127,29,0,0,0,158,21,3,0,0,0,26,3,0,0,0,0,3,149,33,0,0,0,184
5104412,97,17,0,0,0,111,14,3,0,0,0,12,0,3,0,0,0,3,105,24,0,0,0,130
5104413,105,5,0,0,0,106,29,0,0,0,0,29,3,0,0,0,0,3,136,5,0,0,0,139
5104414,95,56,0,0,0,158,19,15,0,0,0,34,3,0,0,0,0,7,118,73,0,0,0,194
5104415,220,9,4,0,0,230,28,11,0,0,0,37,0,0,0,0,0,4,252,18,5,0,0,277
5104416,110,11,0,0,0,118,11,3,0,0,0,17,0,0,0,0,0,0,120,17,0,0,0,138
5104417,121,7,0,0,0,124,12,3,0,0,0,11,0,0,0,0,0,4,127,10,0,0,0,140
5104418,112,18,3,0,0,139,19,4,3,0,0,21,0,0,0,0,0,0,134,24,7,0,0,166
5104419,184,10,0,0,0,190,24,0,0,0,0,24,0,0,0,0,0,0,211,10,0,0,0,219
5104420,61,51,0,0,0,111,6,6,0,0,0,18,0,0,0,0,0,3,77,56,0,0,0,130
5104421,155,32,0,0,0,184,26,4,0,0,0,38,10,0,0,0,0,7,187,40,0,0,0,232
5104422,159,31,0,0,0,190,14,10,0,0,0,24,3,0,0,0,0,3,181,40,0,0,0,212
5104423,174,16,16,0,0,207,23,9,13,0,0,36,8,0,0,0,0,8,198,24,26,0,0,257
5104424,90,21,0,0,0,115,11,14,0,0,0,25,3,0,0,0,0,3,106,36,0,0,0,147
5104425,102,8,9,0,0,124,12,0,7,0,0,16,4,0,0,0,0,3,116,8,20,0,0,146
5104426,140,9,3,0,0,159,31,0,6,0,0,39,3,0,0,0,0,3,173,9,10,0,0,197
5104427,108,3,0,0,0,108,23,4,0,0,0,27,7,0,0,0,0,7,135,6,0,0,0,142
5104428,133,23,0,0,0,161,21,12,0,0,0,31,0,0,0,0,0,0,157,36,0,0,0,195
5104429,143,7,46,0,0,200,17,5,14,0,0,41,6,0,3,0,0,8,170,14,67,0,0,247
5104430,66,54,12,0,0,135,11,7,8,0,0,31,3,0,0,0,0,3,87,63,25,0,0,167
5104431,126,4,4,0,0,134,16,0,0,0,0,16,4,0,0,0,0,5,148,4,6,0,0,155
5104432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104433,150,77,0,0,0,224,14,17,0,0,0,37,3,3,0,0,0,7,170,96,0,0,0,264
5104434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104435,80,37,43,0,0,157,11,17,3,0,0,34,3,3,4,0,0,13,90,56,48,0,0,199
5104436,68,10,0,0,0,73,11,0,0,0,0,11,0,0,0,0,0,0,73,10,0,0,0,83
5104437,47,20,0,0,0,65,10,11,0,0,0,15,0,3,0,0,0,3,52,31,0,0,0,80
5104501,99,18,0,0,0,120,8,0,0,0,0,8,0,0,0,0,0,0,117,18,0,0,0,135
5104502,80,11,0,0,0,86,9,0,0,0,0,14,0,0,0,0,0,0,90,14,0,0,0,101
5104503,158,3,0,0,0,163,14,0,0,0,0,14,3,0,0,0,0,3,178,3,0,0,0,186
5104504,130,6,0,0,0,139,10,4,0,0,0,15,7,0,0,0,0,7,148,12,0,0,0,164
5104505,131,26,7,0,0,160,23,15,0,0,0,38,3,4,0,0,0,4,161,46,7,0,0,204
5104506,99,12,0,0,0,110,26,3,0,0,0,24,0,0,0,0,0,0,125,12,0,0,0,136
5104507,106,5,0,0,0,111,18,0,0,0,0,18,7,0,0,0,0,7,124,5,0,0,0,131
5104508,84,3,0,0,0,86,25,0,0,0,0,27,3,0,0,0,0,3,116,3,0,0,0,118
5104509,122,13,0,0,0,134,26,0,4,0,0,27,4,0,0,0,0,4,147,9,4,0,0,160
5104510,68,61,0,0,0,126,11,22,0,0,0,31,3,4,0,0,0,9,75,82,0,0,0,162
5104511,189,43,0,0,0,235,13,21,0,0,0,36,3,0,0,0,0,3,205,69,0,0,0,273
5104512,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,8
5104513,131,7,0,0,0,142,19,13,0,0,0,36,6,0,0,0,0,6,159,26,0,0,0,185
5104514,114,28,0,0,0,137,3,3,0,0,0,10,3,0,0,0,0,3,119,34,0,0,0,154
5104515,143,16,0,0,3,162,12,0,0,0,0,12,4,0,0,0,0,7,163,16,0,0,3,181
5104516,126,17,0,0,0,145,10,7,0,0,0,21,7,0,0,0,0,8,144,26,0,0,0,166
5104517,183,7,3,0,0,192,15,8,0,0,0,21,6,0,0,0,0,6,205,13,3,0,0,223
5104518,88,0,0,0,0,95,6,0,0,0,0,6,0,0,0,0,0,0,99,0,0,0,0,96
5104519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104521,105,14,0,0,0,128,10,4,0,0,0,13,4,0,0,0,0,4,128,16,0,0,0,149
5104522,83,3,0,0,0,94,18,0,0,0,0,20,4,0,0,0,0,4,105,6,0,0,0,111
5104523,85,3,0,0,0,92,12,0,0,0,0,12,3,0,0,0,0,3,100,3,0,0,0,103
5104524,147,16,0,0,3,167,21,0,0,0,0,26,3,0,0,0,0,8,174,19,0,0,3,201
5104525,161,3,0,0,0,158,12,0,0,0,0,12,4,0,0,0,0,4,179,3,0,0,0,180
5104527,64,41,6,0,0,107,6,28,0,0,0,32,4,0,0,0,0,7,76,73,6,0,0,151
5104528,143,28,3,0,0,173,19,12,0,0,0,32,0,0,0,0,0,3,161,43,3,0,0,209
5104529,108,3,0,0,0,111,13,4,0,0,0,12,3,0,0,0,0,3,117,7,0,0,0,129
5104530,139,43,7,0,0,191,25,6,0,0,0,25,5,0,0,0,0,6,164,52,9,0,0,229
5104531,127,13,0,0,0,135,23,0,0,0,0,26,0,0,0,0,0,0,146,15,0,0,0,162
5104532,162,16,0,0,0,172,7,0,0,0,0,11,0,0,0,0,0,0,172,13,0,0,0,190
5104533,118,8,0,0,0,128,20,0,0,0,0,20,0,0,0,0,0,0,134,8,0,0,0,143
5104534,157,3,0,0,0,161,27,0,0,0,0,27,5,0,0,0,0,5,186,3,0,0,0,193
5104535,99,27,0,0,5,128,17,6,0,0,0,25,3,0,0,0,0,9,126,29,0,0,5,159
5104536,87,24,0,0,0,106,10,3,0,0,0,14,0,0,0,0,0,0,95,27,0,0,0,118
5104537,112,81,4,0,0,192,24,54,0,0,0,70,3,3,0,0,0,6,132,130,4,0,0,267
5104538,55,49,0,0,0,107,14,62,0,0,0,80,0,5,0,0,0,7,67,124,0,0,0,188
5104539,126,0,0,0,0,123,12,0,0,0,0,12,0,0,0,0,0,3,134,0,0,0,0,141
5104540,117,26,0,0,0,147,18,7,0,0,0,22,0,0,0,0,0,0,135,30,0,0,0,171
5104541,154,0,3,0,0,155,24,0,9,0,0,30,3,0,0,0,0,3,178,0,15,0,0,196
5104542,128,17,0,0,0,149,21,5,0,0,0,25,4,0,0,0,0,4,156,22,0,0,0,173
5104543,166,7,0,0,0,178,9,6,0,0,0,13,0,0,0,0,0,0,171,18,0,0,0,189
5104544,135,20,0,0,0,155,13,4,0,0,0,15,6,0,0,0,0,6,152,23,0,0,0,176
5104545,94,32,0,0,0,128,14,7,0,0,0,20,0,0,0,0,0,0,107,38,0,0,0,147
5104546,146,16,0,0,0,163,15,4,0,0,0,25,0,0,0,0,0,0,167,23,0,0,0,190
5104547,117,28,0,0,0,141,22,0,0,0,0,21,3,0,0,0,0,3,138,29,0,0,0,168
5104548,111,17,0,0,0,122,11,0,0,0,0,16,0,0,0,0,0,3,126,16,0,0,0,144
5104550,160,3,0,0,3,171,11,0,0,0,0,15,4,0,0,0,0,4,180,3,0,0,3,191
5104551,100,27,0,0,0,125,13,6,0,0,0,21,0,0,0,0,0,0,110,34,0,0,0,148
5104552,100,15,0,0,0,109,13,0,0,0,0,13,7,0,0,0,0,7,121,15,0,0,0,134
5104553,99,24,0,0,0,125,9,0,0,0,0,7,3,0,0,0,0,3,113,27,0,0,0,145
5104554,114,27,0,0,0,144,12,0,0,0,0,15,0,0,0,0,0,0,128,30,0,0,0,153
5104555,11,32,0,0,0,46,3,36,0,0,0,41,0,0,0,0,0,0,14,71,0,0,0,83
5104556,106,0,0,0,0,106,5,0,0,0,0,5,4,0,0,0,0,4,119,0,0,0,0,119
5104557,0,3,98,0,0,108,0,0,26,0,0,25,0,0,3,0,0,3,0,5,133,0,0,136
5104558,89,13,19,0,0,123,12,0,8,0,0,24,0,0,0,0,0,0,105,17,25,0,0,142
5104560,92,9,0,0,0,101,13,4,0,0,0,19,8,0,0,0,0,7,106,13,0,0,0,128
5104601,39,48,35,0,0,119,0,9,4,0,0,17,3,0,0,0,0,6,41,51,40,0,0,137
5104602,53,142,39,0,0,238,5,15,17,0,0,38,0,0,4,0,0,7,61,164,56,0,0,279
5104603,65,44,12,0,0,122,3,0,3,0,0,11,3,0,0,0,0,8,70,48,17,0,0,133
5104604,41,46,64,0,0,150,0,8,3,0,0,9,3,0,0,0,0,8,41,55,65,0,0,171
5104605,107,102,12,0,0,221,3,7,0,0,0,9,0,3,0,0,0,3,115,112,14,0,0,238
5104606,142,0,0,0,0,142,3,0,0,0,0,3,3,0,0,0,0,3,144,0,0,0,0,144
5104607,115,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,118
5104608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104609,77,49,73,0,0,205,7,7,19,0,0,25,0,6,0,0,0,8,83,59,95,0,0,240
5104610,14,43,60,0,0,111,3,0,20,0,0,28,0,0,3,0,0,3,13,38,87,0,0,145
5104611,34,29,64,0,0,127,10,3,14,0,0,24,0,0,0,0,0,5,37,30,79,0,0,147
5104612,120,8,26,0,0,153,11,3,3,0,0,21,3,0,0,0,0,6,130,12,25,0,0,175
5104613,68,54,30,0,0,154,3,10,4,0,0,18,0,5,0,0,0,7,74,73,36,0,0,182
5104614,22,35,195,0,0,257,3,6,41,0,0,49,0,0,3,0,0,3,29,41,244,0,0,311
5104615,40,38,89,0,0,168,4,8,28,0,0,37,0,3,3,0,0,10,46,46,119,0,0,211
5104616,70,66,88,0,0,223,10,7,20,0,0,38,0,0,4,0,0,7,79,71,112,0,0,262
5104617,86,35,32,0,0,155,7,15,5,0,0,31,3,5,0,0,0,11,103,59,31,0,0,194
5104618,97,29,23,0,0,151,12,7,14,0,0,32,3,3,0,0,0,4,110,39,44,0,0,188
5104619,37,19,84,0,0,143,4,6,9,0,0,17,0,0,4,0,0,7,45,20,95,0,3,170
5104620,30,91,23,0,0,140,4,25,3,0,0,30,0,6,0,0,0,5,40,110,25,0,0,180
5104621,33,109,106,0,3,255,10,20,26,0,0,55,0,4,4,0,0,6,46,133,134,0,3,313
5104622,9,41,110,0,0,157,0,10,36,0,0,47,0,3,3,0,0,9,13,49,152,0,0,213
5104623,40,114,118,0,3,277,3,19,25,0,0,49,0,3,3,0,0,12,53,135,145,0,4,340
5104624,13,114,17,0,0,149,0,19,13,0,0,35,0,0,0,0,0,0,14,136,38,0,0,186
5104625,29,119,14,0,0,162,5,35,5,0,0,43,0,0,0,0,0,0,30,157,15,0,0,207
5104626,65,104,46,0,4,222,5,14,9,0,0,27,6,6,0,0,0,9,80,125,57,0,4,263
5104627,108,61,33,0,0,201,16,10,9,0,0,32,3,0,0,0,0,3,127,62,42,0,3,233
5104628,3,101,129,0,0,240,0,4,23,0,0,28,0,0,3,0,0,6,3,107,155,0,0,265
5104701,130,4,0,0,3,139,30,0,0,0,0,30,4,0,0,0,0,4,156,4,0,0,3,163
5104702,117,20,0,0,0,138,21,3,0,0,0,23,4,0,0,0,0,6,144,30,0,0,0,170
5104703,108,24,0,0,0,135,26,6,0,0,0,34,4,0,0,0,0,5,144,28,0,0,0,172
5104704,107,21,0,0,0,131,17,9,0,0,0,24,6,0,0,0,0,7,134,29,0,0,0,167
5104705,124,37,0,0,0,164,22,8,0,0,0,29,5,0,0,0,0,5,152,46,0,0,0,199
5104706,118,22,0,0,0,146,25,4,0,0,0,32,3,0,0,0,0,3,149,33,0,0,0,176
5104707,129,15,0,0,0,146,17,0,0,0,0,19,5,0,0,0,0,5,147,17,0,0,0,161
5104708,106,56,0,0,0,166,23,10,0,0,0,34,0,0,0,0,0,4,129,71,0,0,0,200
5104709,151,25,0,0,0,170,20,10,0,0,0,27,7,0,0,0,0,7,178,28,0,0,0,204
5104710,43,67,0,0,0,114,15,10,0,0,0,23,3,0,0,0,0,3,62,79,0,0,0,139
5104711,118,28,0,0,0,153,39,9,0,0,0,47,6,0,0,0,0,10,166,38,0,0,0,203
5104712,129,28,7,0,0,163,36,4,6,0,0,45,3,0,0,0,0,4,175,30,13,0,0,215
5104713,133,52,3,0,0,189,31,3,0,0,0,37,3,0,0,0,0,0,167,57,4,0,0,232
5104714,104,0,0,0,0,104,20,3,0,0,0,22,0,0,0,0,0,0,130,3,0,0,0,130
5104715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104716,69,64,3,0,0,137,23,18,0,0,0,35,0,3,0,0,0,3,90,89,3,0,0,179
5104717,115,47,0,0,0,159,22,6,0,0,0,35,3,0,0,0,0,3,148,52,0,0,0,199
5104718,126,0,0,0,0,132,16,0,0,0,0,16,0,0,0,0,0,0,145,0,0,0,0,149
5104719,63,11,0,0,0,76,9,3,0,0,0,11,0,0,0,0,0,0,68,11,0,0,0,86
5104720,100,4,0,0,0,99,10,0,0,0,0,9,0,0,0,0,0,0,109,3,0,0,0,115
5104721,119,11,0,0,0,128,29,3,0,0,0,26,6,0,0,0,0,6,146,9,0,0,0,163
5104722,111,5,0,0,0,120,17,6,0,0,0,23,3,3,0,0,0,3,129,16,0,0,0,142
5104723,128,37,0,0,0,161,22,3,0,0,0,27,4,0,0,0,0,5,151,41,0,0,4,197
5104724,103,32,0,0,0,135,12,5,0,0,0,21,3,0,0,0,0,3,121,32,0,0,0,152
5104725,111,9,0,0,0,116,46,0,0,0,0,44,0,0,0,0,0,0,154,13,0,0,0,169
5104726,164,28,0,0,0,187,35,7,0,0,0,42,3,0,0,0,0,6,195,35,0,0,0,235
5104727,123,31,0,0,0,156,25,17,0,0,0,41,0,0,0,0,0,3,154,51,0,0,0,207
5104728,134,28,0,0,0,164,18,8,0,0,0,24,3,0,0,0,0,6,154,38,0,0,0,190
5104729,105,60,0,0,0,168,17,16,0,0,0,31,0,4,0,0,0,8,125,81,0,4,0,210
5104730,115,5,0,0,0,119,19,0,0,0,0,19,5,0,0,0,0,5,140,5,0,0,0,143
5104731,80,12,0,0,0,93,21,0,0,0,0,23,5,3,0,0,0,5,100,15,0,0,0,117
5104732,162,22,0,0,0,188,23,0,0,0,0,25,3,0,0,0,0,3,189,20,0,0,0,217
5104733,162,49,0,0,0,208,27,7,0,0,0,30,3,0,0,0,0,3,186,51,0,0,0,238
5104734,136,16,0,0,0,153,25,0,0,0,0,28,0,0,0,0,0,0,159,18,0,0,0,181
5104735,196,35,0,0,0,225,26,3,0,0,0,30,8,0,0,0,0,8,222,34,0,0,0,265
5104736,147,13,0,0,0,157,27,0,0,0,0,30,7,0,0,0,0,7,179,13,0,0,0,198
5104737,153,15,0,0,0,168,36,6,0,0,0,38,3,4,0,0,0,9,189,23,0,0,0,217
5104738,153,22,0,0,0,171,29,7,0,0,0,28,10,0,0,0,0,10,183,24,0,0,0,214
5104739,172,11,0,0,0,187,17,3,0,0,0,25,7,0,0,0,0,7,198,14,0,0,0,216
5104740,114,25,0,0,3,141,24,4,0,0,0,30,3,0,0,0,0,8,139,31,0,0,3,176
5104741,187,8,0,0,0,197,28,0,0,0,0,29,7,0,0,0,0,11,221,5,0,0,0,231
5104742,122,14,0,0,0,133,24,3,0,0,0,25,0,0,0,0,0,0,143,13,0,0,0,163
5104743,142,20,0,0,0,162,17,12,0,0,0,28,4,0,0,0,0,4,159,29,0,0,0,194
5104744,85,31,0,0,0,116,5,34,0,0,0,42,4,6,0,0,0,6,98,73,0,0,0,172
5104745,115,0,0,0,0,117,8,0,0,0,0,8,0,0,0,0,0,0,126,0,0,0,0,127
5104801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104802,151,14,0,0,0,167,13,5,0,0,0,16,3,0,0,0,0,3,168,15,0,0,0,182
5104803,93,22,0,0,0,118,10,4,0,0,0,19,4,0,0,0,0,4,111,27,0,0,0,135
5104804,79,24,7,0,0,112,0,8,0,0,0,6,3,0,0,0,0,3,83,34,5,0,0,120
5104805,100,6,0,0,0,110,13,3,0,0,0,9,0,0,0,0,0,0,108,9,0,0,0,120
5104806,135,17,0,0,0,150,10,5,0,0,0,19,3,0,0,0,0,6,154,20,0,0,0,177
5104807,133,5,4,0,0,147,17,3,4,0,0,26,3,0,0,0,0,3,155,9,12,0,0,176
5104808,113,44,0,0,0,159,15,9,0,0,0,27,4,0,0,0,0,4,132,56,0,0,0,188
5104809,122,35,0,0,0,152,7,3,0,0,0,12,6,0,0,0,0,7,138,38,0,0,0,173
5104810,88,19,0,0,0,113,12,13,0,0,0,17,6,0,0,0,0,6,100,32,0,0,0,136
5104811,120,25,0,0,0,148,17,4,0,0,0,23,0,3,0,0,0,0,140,31,0,0,0,171
5104812,112,9,0,0,0,124,6,6,0,0,0,16,0,0,0,0,0,0,123,23,0,0,0,142
5104813,49,32,0,0,0,80,12,8,0,0,0,14,3,0,0,0,0,3,62,40,0,0,0,100
5104814,73,0,0,0,0,74,15,0,0,0,0,15,0,0,0,0,0,0,88,3,0,0,0,93
5104815,157,8,0,0,0,164,14,0,0,0,0,14,0,0,0,0,0,0,175,8,0,0,0,179
5104816,96,11,0,0,0,109,12,0,0,0,0,12,3,0,0,0,0,5,114,13,0,0,0,127
5104817,99,22,0,0,0,125,20,13,0,0,0,32,7,4,0,0,0,6,126,39,0,0,0,164
5104818,56,27,0,0,0,81,3,3,0,0,0,4,3,0,0,0,0,3,66,27,0,0,0,92
5104819,95,30,0,0,0,119,9,4,0,0,0,18,0,0,0,0,0,0,106,30,0,0,0,137
5104820,86,3,0,0,0,89,10,0,0,0,0,10,0,0,0,0,0,0,97,3,0,0,0,97
5104821,79,0,0,0,0,79,14,0,0,0,0,15,0,0,0,0,0,0,89,0,0,0,0,93
5104901,137,0,0,0,0,138,13,0,0,0,0,13,4,0,0,0,0,6,152,0,0,0,0,158
5104902,93,0,0,0,3,95,14,0,0,0,0,14,3,0,0,0,0,3,107,0,0,0,4,107
5104903,46,0,0,0,0,46,6,0,0,0,0,6,0,0,0,0,0,0,53,0,0,0,0,53
5104904,123,0,0,0,0,124,11,0,0,0,0,11,7,0,0,0,3,8,134,0,0,0,6,141
5104906,108,0,0,0,0,110,5,0,0,0,0,5,0,0,0,0,0,0,118,0,0,0,0,118
5104907,133,0,0,0,0,136,15,0,0,0,0,15,3,0,0,0,0,3,156,0,0,0,0,159
5104908,124,0,0,0,0,122,9,0,0,0,0,11,6,0,0,0,0,6,132,0,0,0,0,139
5104909,23,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,27
5104910,51,0,0,0,0,55,7,0,0,0,0,7,3,0,0,0,0,3,65,0,0,0,0,70
5104911,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
5104912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105001,89,0,0,3,0,90,3,0,0,0,0,5,3,0,0,0,0,3,89,0,0,3,0,96
5105002,110,5,0,0,0,114,16,0,0,0,0,19,0,0,0,0,0,3,126,7,0,0,0,134
5105003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105004,116,0,0,0,0,117,5,0,0,0,0,9,7,0,0,0,0,7,132,3,0,0,0,136
5105005,144,3,0,0,0,141,7,0,0,0,0,7,0,0,0,0,0,0,149,3,0,0,0,152
5105006,136,0,0,0,0,136,5,0,0,0,0,5,0,0,0,0,0,0,148,0,0,0,0,148
5105007,105,0,0,0,0,105,10,0,0,0,0,10,0,0,0,0,0,0,107,0,0,0,0,107
5105008,116,0,0,0,0,116,6,0,0,0,0,6,0,0,0,0,0,0,119,0,0,0,0,119
5105009,90,0,0,0,0,90,5,0,0,0,0,5,0,0,0,0,0,0,97,0,0,0,0,97
5105010,147,0,0,0,0,145,9,0,0,0,0,9,0,0,0,0,0,0,159,0,0,0,0,163
5105011,106,0,0,0,0,106,10,0,0,0,0,10,0,0,0,0,0,0,111,0,0,0,0,111
5105012,104,0,0,0,0,104,6,0,0,0,0,6,4,0,0,0,0,4,116,0,0,0,0,116
