SA1_7DIGITCODE_2016,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85,M_IT_Tot,M_Egnr_rel_Tech_15_24,M_Egnr_rel_Tech_25_34,M_Egnr_rel_Tech_35_44,M_Egnr_rel_Tech_45_54,M_Egnr_rel_Tech_55_64,M_Egnr_rel_Tech_65_74,M_Egnr_rel_Tech_75_84,M_Egnr_rel_Tech_85,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24,M_Arc_Bld_25_34,M_Arc_Bld_35_44,M_Arc_Bld_45_54,M_Arc_Bld_55_64,M_Arc_Bld_65_74,M_Arc_Bld_75_84,M_Arc_Bld_85_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24,M_Mgmt_Cmrce_25_34,M_Mgmt_Cmrce_35_44,M_Mgmt_Cmrce_45_54,M_Mgmt_Cmrce_55_64,M_Mgmt_Cmrce_65_74,M_Mgmt_Cmrce_75_84,M_Mgmt_Cmrce_85_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24,M_FoodHos_PsnlSvcs_25_34,M_FoodHos_PsnlSvcs_35_44,M_FoodHos_PsnlSvcs_45_54,M_FoodHos_PsnlSvcs_55_64,M_FoodHos_PsnlSvcs_65_74,M_FoodHos_PsnlSvcs_75_84,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24,M_Mix_Fld_Prog_25_34,M_Mix_Fld_Prog_35_44,M_Mix_Fld_Prog_45_54,M_Mix_Fld_Prog_55_64,M_Mix_Fld_Prog_65_74,M_Mix_Fld_Prog_75_84,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24,F_Nat_Phy_Sci_25_34,F_Nat_Phy_Sci_35_44,F_Nat_Phy_Sci_45_54,F_Nat_Phy_Sci_55_64,F_Nat_Phy_Sci_65_74,F_Nat_Phy_Sci_75_84,F_Nat_Phy_Sci_85,F_Nat_Phy_Sci_Tot,F_IT_15_24,F_IT_25_34,F_IT_35_44,F_IT_45_54,F_IT_55_64,F_IT_65_74,F_IT_75_84,F_IT_85,F_IT_Tot,F_Egnr_rel_Tech_15_24,F_Egnr_rel_Tech_25_34,F_Egnr_rel_Tech_35_44,F_Egnr_rel_Tech_45_54,F_Egnr_rel_Tech_55_64,F_Egnr_rel_Tech_65_74,F_Egnr_rel_Tech_75_84,F_Egnr_rel_Tech_85,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24,F_Arc_Bld_25_34,F_Arc_Bld_35_44,F_Arc_Bld_45_54,F_Arc_Bld_55_64,F_Arc_Bld_65_74,F_Arc_Bld_75_84,F_Arc_Bld_85_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24,F_Mgmt_Cmrce_25_34
5109409,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,6,0,3,5,9,3,4,0,0,32,0,3,5,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,5,0,4,6,6,7,0,0,0,26,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,3,0,0,0,0,7,9,17,27,35,20,17,7,0,129,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,5,3,3,0,0,0,16,0,0,4,10,10,4,0,0,24,0,3
5109410,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,4,5,11,8,3,3,0,37,0,0,4,3,3,6,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,8,0,0,0,0,3,0,0,0,3,0,0,5,12,0,5,0,0,24,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,12,17,31,31,17,7,0,117,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,5,8,5,3,0,0,23,0,0,5,3,10,3,0,0,28,0,3
5109411,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,19,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,12,0,0,0,0,0,3,0,0,3,0,0,7,7,7,7,0,3,23,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,27,19,18,19,6,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,4,0,0,18,0,0,0,4,4,5,0,0,16,0,3
5109412,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,3,0,12,7,5,4,6,3,0,40,6,5,7,0,3,3,0,0,24,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,0,0,9,0,0,0,3,0,3,0,0,6,0,4,8,3,9,0,0,0,28,0,4,0,0,0,0,5,0,9,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,11,28,24,26,30,14,14,0,151,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,4,5,0,0,23,0,3,0,3,3,5,0,0,22,0,9
5109413,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,20,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,6,3,4,0,3,0,10,0,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,22,16,13,3,5,0,62,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,3,3,0,7,3,0,0,10,3,4
5109414,0,0,0,0,3,3,0,0,4,0,0,3,0,0,0,0,0,7,0,5,11,8,8,5,3,0,35,5,4,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,5,3,3,3,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,9,7,12,26,19,21,19,7,0,107,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,6,6,0,3,0,25,0,4,3,4,3,4,0,0,21,0,0
5109415,0,5,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,4,8,0,0,3,0,19,0,3,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,3,0,0,0,0,7,0,6,3,8,3,0,0,0,21,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,21,18,24,14,3,4,9,90,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,0,0,21,0,3,9,4,3,3,0,0,25,0,4
5109416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109417,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,5,0,5,7,3,7,0,38,0,4,0,0,0,9,7,0,26,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,4,0,0,0,3,3,0,0,0,10,0,3,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,9,6,0,30,3,22,9,23,30,19,21,0,136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,3,0,4,0,5,0,25,0,0,3,0,5,0,0,0,15,3,6
5109418,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,3,0,6,0,0,3,3,0,3,0,0,15,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,15,16,14,12,7,0,74,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,11,0,0,0,6,5,5,0,0,11,0,3
5109419,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,3,0,16,0,3,8,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,0,0,16,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,5,18,6,14,20,12,9,3,85,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,13,0,3,3,3,10,3,0,0,25,0,3
5109501,0,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,5,6,6,10,3,0,3,3,0,31,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,8,3,0,0,0,0,25,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,17,13,51,24,11,7,8,0,0,102,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,6
5109502,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,16,4,3,0,0,0,0,27,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,17,9,4,0,0,0,0,27,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,12,11,63,28,12,3,8,0,5,121,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,0,0,29,0,6,4,0,3,4,0,0,14,3,17
5109503,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,11,5,3,3,3,3,0,35,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,8,0,0,0,0,0,27,0,3,5,0,0,0,0,0,15,0,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,15,14,57,26,11,11,3,3,0,129,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,3,0,0,16,0,3,0,0,3,0,0,0,9,8,12
5109504,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,7,0,3,6,0,0,0,0,0,11,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,6,9,3,0,0,0,0,22,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,3,23,27,11,12,4,4,0,87,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,0,0,17,0,3,5,0,3,0,0,0,9,9,15
5109505,0,0,4,0,0,0,0,0,8,0,4,0,0,0,0,0,0,3,0,14,8,6,0,3,0,0,35,0,9,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,4,3,14,3,0,0,0,0,0,20,0,3,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,4,57,29,14,11,5,0,4,127,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,23,0,3,8,3,0,3,0,0,19,4,12
5109506,0,3,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,9,0,12,11,0,4,3,4,0,31,0,8,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,3,0,9,5,0,0,0,0,0,18,0,6,3,0,0,0,0,0,10,0,0,4,0,0,0,0,0,7,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,4,46,39,7,9,6,3,3,117,0,9,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,13,0,3,0,0,0,0,0,0,10,3,12
5109507,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,9,8,4,3,7,3,0,29,0,3,3,4,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,3,4,0,0,0,0,11,0,12,3,3,0,0,0,0,18,0,0,3,0,0,0,0,0,5,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,9,6,37,31,18,10,13,11,0,123,3,3,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,6,4,15
5109508,0,0,3,0,0,0,0,0,5,0,9,4,0,0,0,0,0,14,3,10,5,9,3,3,0,0,36,3,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,14,7,7,0,0,0,0,34,0,3,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,6,0,4,0,0,0,10,7,50,35,26,20,3,3,3,145,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,16,0,4,0,0,0,0,0,0,6,5,17
5109509,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,3,0,6,4,0,0,23,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,0,0,0,3,0,19,7,38,12,12,16,9,3,0,88,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,11,0,0,0,3,0,0,0,0,8,4,7
5109510,0,3,0,0,0,0,0,0,3,3,5,3,0,0,0,0,0,8,0,12,3,11,4,3,0,0,30,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,4,14,5,0,4,3,0,0,22,0,3,5,0,0,0,0,0,12,0,4,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,8,10,51,28,21,11,6,0,0,118,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,11,0,0,0,0,0,28,0,9,0,4,0,0,0,0,16,4,12
5109511,3,0,0,0,0,0,0,0,5,0,6,4,0,0,0,0,0,8,0,16,15,11,7,3,0,0,58,0,9,4,0,3,3,0,0,21,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,6,0,20,7,11,0,0,0,0,34,0,3,6,0,0,0,0,0,15,0,0,0,3,0,0,0,0,3,0,4,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,4,0,3,3,3,0,27,19,70,57,28,21,16,5,0,206,3,7,4,3,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,6,3,3,3,0,0,24,0,4,9,0,3,3,0,0,17,3,20
5109512,0,0,0,4,0,0,0,0,3,0,3,6,3,0,0,0,0,7,0,10,3,10,3,0,0,0,28,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,17,0,8,3,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,16,8,39,21,21,15,3,0,0,110,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,3,0,16,0,5,0,0,3,0,0,0,9,0,11
5109513,0,0,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,7,0,8,5,3,5,3,3,0,28,0,3,5,3,0,0,3,0,16,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,0,6,3,3,0,0,0,0,16,0,7,4,0,0,0,0,0,6,0,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,8,45,24,21,13,9,5,4,123,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,16,0,0,6,4,3,0,0,0,10,3,5
5109514,0,0,8,0,0,0,0,0,9,0,3,3,0,0,0,0,0,6,3,19,6,5,4,0,3,3,45,0,3,0,0,3,0,0,0,13,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,4,0,3,3,0,0,0,10,3,7,5,3,4,0,0,0,28,0,3,0,0,3,0,4,0,10,0,4,3,0,3,0,0,0,8,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,13,13,53,35,20,20,3,14,5,162,5,7,3,0,0,0,0,0,17,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,3,0,7,0,0,27,0,3,0,6,4,0,0,0,15,3,11
5109515,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,6,3,10,9,3,0,3,0,0,29,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,12,8,35,25,17,3,3,0,0,87,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,13,0,0,4,0,3,0,0,0,16,0,11
