SA1_7DIGITCODE_2016,P_Sol_sp_En_T_2006_2010,P_Sol_sp_En_T_2011,P_Sol_sp_En_T_2012,P_Sol_sp_En_T_2013,P_Sol_sp_En_T_2014,P_Sol_sp_En_T_2015,P_Sol_sp_En_T_2016,P_Sol_sp_En_T_Yr_arr_ns,P_Sol_sp_En_T_T,P_LanProf_En_ns_Bef_2000,P_LanProf_En_ns_2000_2005,P_LanProf_En_ns_2006_2010,P_LanProf_En_ns_2011,P_LanProf_En_ns_2012,P_LanProf_En_ns_2013,P_LanProf_En_ns_2014,P_LanProf_En_ns_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_T,P_T_B_2000,P_T_2000_2005,P_T_2006_2010,P_T_2011,P_T_2012,P_T_2013,P_T_2014,P_T_2015,P_T_2016,P_T_Yr_arrival_ns,P_T_T
5104321,0,0,3,3,0,5,0,0,51,0,0,0,0,0,0,0,0,0,0,0,80,26,11,4,9,4,4,11,0,0,155
5104322,0,0,0,8,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,57,0,8,3,0,10,0,10,0,3,90
5104323,12,0,0,9,5,3,5,0,65,0,0,0,0,0,0,0,0,0,0,0,81,17,24,0,5,8,5,3,11,0,155
5104324,6,0,6,3,5,7,0,3,48,0,0,0,0,0,0,0,0,0,0,0,111,11,15,3,10,4,11,7,5,5,170
5104325,3,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,64,8,19,0,0,0,3,8,0,0,97
5104326,4,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,42,16,8,0,0,3,0,0,0,4,85
5104327,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,53,3,10,0,0,3,3,0,0,3,73
5104328,0,0,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,57,23,10,0,3,0,0,4,0,0,92
5104329,6,0,0,0,0,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,80,10,23,0,9,0,0,11,0,5,140
5104330,14,8,3,3,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,71,23,27,3,3,4,4,0,0,4,146
5104331,12,7,3,4,5,0,4,3,76,0,0,0,0,0,0,0,0,0,0,0,92,31,26,5,8,12,7,3,4,3,193
5104332,3,3,0,4,3,3,3,0,54,0,0,0,0,0,0,0,0,0,0,0,156,12,12,7,6,7,4,7,3,3,216
5104333,4,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,90,7,9,5,4,0,5,0,0,8,126
5104334,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,83,6,13,3,0,4,0,0,0,0,122
5104335,13,4,0,7,3,11,3,7,82,0,0,0,0,0,0,0,0,0,0,0,73,19,31,10,8,6,4,13,3,8,163
5104336,26,4,3,8,15,11,12,3,91,0,0,0,0,0,0,0,0,0,0,0,38,23,43,8,5,16,17,14,12,6,184
5104337,22,8,4,18,20,18,11,5,134,0,0,0,0,0,0,0,0,0,0,0,61,18,34,26,15,23,21,24,14,8,250
5104338,6,0,0,0,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,59,9,7,0,5,3,4,4,0,3,94
5104339,8,3,4,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,78,8,18,3,8,6,5,6,7,4,143
5104340,78,19,22,41,53,53,32,14,323,0,0,0,0,0,0,0,0,0,0,0,26,12,83,16,21,40,57,48,35,14,354
5104341,35,13,8,25,32,38,35,4,207,0,0,0,0,0,0,0,0,0,0,0,19,14,42,11,6,29,32,42,42,10,249
5104342,26,6,7,17,20,34,46,3,178,0,0,0,0,0,0,0,0,0,0,0,22,9,29,7,17,22,26,35,49,3,216
5104343,21,5,5,10,9,7,8,3,91,0,0,0,0,0,0,0,0,0,0,0,26,11,37,12,7,7,12,7,9,3,129
5104401,8,3,3,0,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,56,8,11,3,3,3,0,3,0,0,88
5104402,9,0,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,70,3,19,4,3,0,0,0,4,6,115
5104403,9,0,0,9,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,52,7,10,3,4,10,0,0,3,4,94
5104404,9,0,0,3,6,0,3,4,46,0,0,0,0,0,0,0,0,0,0,0,58,18,26,3,3,9,6,0,3,9,129
5104405,11,0,5,0,0,0,0,7,66,0,0,0,0,0,0,0,0,0,0,0,95,13,20,4,5,3,0,0,0,7,137
5104406,19,0,0,3,0,0,0,4,68,0,0,0,0,0,0,0,0,0,0,0,71,13,24,0,3,3,0,0,0,4,122
5104407,10,3,4,0,0,3,3,5,64,0,0,0,0,0,0,0,0,0,0,3,93,3,21,6,12,4,0,4,3,10,155
5104408,6,0,0,0,3,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,89,9,6,0,0,0,3,0,0,3,121
5104409,9,7,8,4,5,5,3,0,49,0,0,0,0,0,0,0,0,0,0,0,52,3,23,9,8,4,5,5,3,0,96
5104410,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,27,3,9,3,5,0,0,0,0,0,48
5104411,15,4,4,7,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,74,10,25,9,12,7,0,0,3,0,143
5104412,14,3,0,3,3,5,0,0,52,0,0,0,0,0,0,0,0,0,0,0,46,6,21,3,5,3,3,3,0,0,96
5104413,12,0,3,3,8,3,5,3,52,0,0,0,0,0,0,0,0,0,0,0,64,8,20,0,8,3,11,3,5,6,125
5104414,10,3,0,4,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,76,10,14,3,3,11,6,3,0,6,135
5104415,25,4,8,0,6,4,7,0,89,0,0,0,0,0,0,0,0,0,0,0,108,23,35,8,10,3,5,4,6,4,209
5104416,11,6,0,0,0,7,0,0,58,0,0,0,0,0,0,0,0,0,0,0,71,14,13,6,0,0,0,7,0,0,113
5104417,5,3,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,61,10,4,3,3,3,0,0,0,0,90
5104418,3,0,5,0,0,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,56,8,9,0,3,0,0,7,0,0,86
5104419,4,0,3,0,0,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,91,22,18,3,3,0,0,3,3,3,155
5104420,7,3,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,3,32,4,18,3,8,0,3,0,0,3,84
5104421,8,3,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,76,13,26,3,3,0,0,0,7,0,136
5104422,6,0,3,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,88,14,13,3,7,6,0,3,0,0,131
5104423,0,4,8,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,104,10,5,3,18,0,0,3,0,7,155
5104424,5,0,0,0,3,3,9,0,39,0,0,0,0,0,0,0,0,0,0,0,57,14,15,3,0,3,3,3,9,0,100
5104425,0,0,0,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,56,10,6,0,0,4,3,0,0,3,86
5104426,18,5,7,3,3,3,0,0,84,0,0,0,0,0,0,0,0,0,0,0,79,18,25,3,5,3,3,0,4,3,144
5104427,11,0,0,0,6,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,58,19,11,0,4,3,6,0,0,5,104
5104428,3,4,3,3,6,3,0,3,50,0,0,0,0,0,0,0,0,0,0,0,82,8,7,4,7,3,6,3,0,4,128
5104429,7,0,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,116,14,5,0,7,5,0,0,0,3,164
5104430,13,0,0,0,7,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,75,5,19,3,0,0,8,0,0,3,125
5104431,8,7,7,4,3,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,57,11,26,8,11,5,3,4,0,3,130
5104432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104433,45,8,9,11,6,10,0,0,145,0,0,0,0,0,0,0,0,0,0,0,109,26,67,13,16,16,6,17,0,9,281
5104434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104435,5,3,5,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,77,3,10,5,8,0,7,3,0,4,117
5104436,5,3,3,3,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,57,8,5,3,3,3,0,3,0,0,87
5104437,5,4,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,26,6,5,3,0,0,3,0,0,3,49
5104501,19,4,3,8,0,0,4,4,84,0,0,0,0,0,0,0,0,0,0,0,51,13,24,4,3,6,0,0,4,4,114
5104502,8,0,7,6,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,58,8,13,3,7,6,3,0,0,0,94
5104503,22,0,3,7,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,95,12,30,14,7,6,4,5,0,3,178
5104504,15,6,4,5,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,85,18,18,6,6,6,3,0,0,0,136
5104505,25,3,8,10,5,5,3,0,105,0,0,0,0,0,0,0,0,0,0,0,83,22,29,7,12,12,5,10,3,8,189
5104506,13,0,4,6,11,9,0,3,80,0,0,0,0,0,0,0,0,0,0,0,88,13,15,4,6,10,12,9,0,4,162
5104507,9,3,3,4,5,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,61,14,20,6,3,8,5,3,0,0,111
5104508,9,0,4,3,0,0,4,3,60,0,0,0,0,0,0,0,0,0,0,0,56,9,10,3,3,8,0,0,4,4,108
5104509,9,0,5,4,5,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,95,15,13,3,7,4,10,0,0,3,148
5104510,15,0,6,5,7,11,0,3,64,0,0,0,0,0,0,0,0,0,0,0,58,6,17,0,9,7,13,12,0,9,124
5104511,16,3,0,0,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,128,14,32,9,4,0,3,0,0,9,197
5104512,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13
5104513,18,4,3,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,66,17,28,3,8,3,0,3,0,7,137
5104514,7,0,0,0,4,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,66,4,17,10,0,0,9,8,7,3,120
5104515,15,0,8,3,5,9,3,0,66,0,0,0,0,0,0,0,0,0,0,0,69,13,29,3,18,11,11,9,3,7,157
5104516,7,0,0,5,3,3,5,3,55,0,0,0,0,0,0,0,0,0,0,0,67,11,11,0,3,8,3,3,7,4,116
5104517,11,0,0,0,4,5,3,0,72,0,0,0,0,0,0,0,0,0,0,0,121,9,22,3,7,3,3,7,3,3,177
5104518,10,0,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,48,10,13,7,3,4,0,0,0,0,92
5104519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104521,23,6,5,3,3,3,0,0,76,3,0,0,0,0,0,0,0,0,0,3,78,8,28,12,5,5,5,3,3,3,153
5104522,15,9,0,0,6,0,0,5,88,0,0,0,0,0,0,0,0,0,0,0,46,6,21,8,3,3,11,0,3,6,116
5104523,11,5,15,4,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,54,12,15,8,12,4,0,0,0,3,108
5104524,38,16,9,8,19,19,12,3,190,0,0,0,0,0,0,0,0,0,0,0,120,17,50,18,11,7,19,19,15,6,290
5104525,4,0,4,0,8,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,84,17,8,7,5,0,7,3,0,0,132
5104527,14,0,4,0,3,0,0,10,69,0,0,0,0,0,0,0,0,0,0,0,88,4,17,0,10,0,3,3,0,19,143
5104528,23,3,4,9,5,0,3,0,84,0,0,0,0,0,0,0,0,0,0,0,86,8,35,11,8,9,5,4,3,4,175
5104529,9,0,3,0,0,3,3,0,74,0,0,0,0,0,0,0,0,0,3,3,94,3,14,3,8,0,0,4,3,3,137
5104530,39,8,3,6,8,6,0,3,142,0,0,0,0,0,0,0,0,0,0,0,115,27,55,8,9,8,8,7,0,3,241
5104531,17,3,3,3,12,3,6,0,81,0,0,0,0,0,0,0,0,0,0,0,67,11,39,6,6,5,13,6,10,5,171
5104532,8,3,0,0,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,68,25,17,13,3,0,8,5,0,7,151
5104533,26,8,3,7,6,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,45,13,33,6,6,12,5,0,0,0,127
5104534,18,3,3,4,0,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,97,19,38,3,6,11,3,3,0,0,176
5104535,22,9,7,6,0,9,0,0,90,0,0,0,0,0,0,0,0,0,0,0,76,20,24,9,9,6,0,14,0,0,165
5104536,4,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,67,3,6,0,0,3,0,0,0,10,98
5104537,33,6,4,3,0,7,6,3,107,0,0,0,0,0,0,0,0,0,0,0,74,23,51,17,15,7,6,7,5,11,208
5104538,13,0,0,8,5,3,0,3,56,0,0,0,0,0,0,0,0,0,0,0,94,8,22,0,3,5,5,3,0,13,155
5104539,6,3,3,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,63,5,19,3,5,3,0,0,0,3,101
5104540,9,0,11,3,3,3,3,0,68,0,0,0,0,0,0,0,0,0,0,0,70,14,9,7,7,3,4,8,3,3,132
5104541,6,0,0,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,76,10,9,4,3,6,0,0,4,3,114
5104542,14,0,0,4,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,78,5,23,0,3,4,3,0,0,4,128
5104543,8,0,0,0,3,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,76,7,20,3,8,4,4,5,0,4,130
5104544,9,4,3,0,4,3,0,4,66,0,0,0,0,0,0,0,0,0,0,0,88,11,16,3,3,0,6,4,0,8,142
5104545,9,3,0,0,3,3,0,6,37,0,0,0,0,0,0,0,0,0,0,0,50,0,17,5,9,6,4,3,3,6,100
5104546,3,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,72,9,10,4,10,3,3,3,0,7,114
5104547,14,8,4,3,0,0,0,3,89,0,0,0,0,0,0,0,0,0,0,0,99,13,14,8,3,6,0,3,0,4,150
5104548,16,4,0,5,3,3,3,3,86,0,0,0,0,0,0,0,0,0,0,0,75,9,19,4,3,12,3,3,3,3,138
5104550,13,5,3,6,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,70,7,23,5,5,3,0,0,0,4,127
5104551,17,3,4,3,9,14,0,5,84,0,0,0,0,0,0,0,0,0,0,0,52,11,30,14,6,8,13,13,0,4,161
5104552,4,0,4,0,8,6,3,0,42,0,0,0,0,0,0,0,0,0,0,0,40,15,8,0,4,3,8,6,4,0,89
5104553,16,3,8,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,64,15,24,10,9,6,0,0,4,0,138
5104554,5,0,0,3,0,0,0,6,46,0,0,0,0,0,0,0,0,0,0,0,87,4,9,0,0,3,0,3,0,8,117
5104555,8,0,0,0,0,0,3,25,39,0,0,0,0,0,0,0,0,0,0,0,31,3,9,0,0,0,3,0,3,42,93
5104556,3,0,0,0,3,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,56,6,7,7,5,3,3,0,0,4,86
5104557,41,7,13,15,13,7,16,3,128,0,0,0,0,0,0,0,0,0,0,0,16,5,45,11,20,15,13,7,18,4,161
5104558,14,0,0,3,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,62,16,14,0,0,4,0,0,0,3,99
5104560,4,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,44,10,16,3,0,0,0,0,0,0,70
5104601,12,0,7,7,5,4,5,0,62,0,0,0,0,0,0,0,0,0,0,0,41,3,30,9,23,11,3,16,9,0,149
5104602,13,3,13,5,10,19,8,3,119,0,0,0,0,0,0,0,0,0,0,0,113,24,33,6,21,14,13,19,4,4,256
5104603,10,0,4,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,53,12,17,7,7,3,3,0,8,3,111
5104604,15,0,0,0,3,0,3,3,44,0,0,0,0,0,0,0,0,0,0,0,60,14,21,4,10,7,5,0,3,4,116
5104605,9,6,0,7,3,3,4,0,66,0,0,0,0,0,0,0,0,0,0,0,103,26,28,10,9,7,6,3,4,6,203
5104606,3,0,0,3,8,3,0,5,74,0,0,0,0,0,0,0,0,0,0,0,104,21,12,0,3,3,8,6,0,7,159
5104607,7,4,0,0,3,4,3,0,53,0,0,0,0,0,0,0,0,0,0,0,71,15,6,4,0,3,3,4,3,0,109
5104608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104609,15,8,9,7,10,6,3,3,82,0,0,0,0,0,0,0,0,0,0,0,72,13,19,8,8,8,10,9,5,9,156
5104610,34,9,7,6,13,11,10,3,110,0,0,0,0,0,0,0,0,0,0,0,53,6,45,12,16,6,13,9,6,8,171
5104611,35,13,7,10,4,10,3,3,97,0,0,0,0,0,0,0,0,0,0,0,37,17,40,17,10,11,9,10,3,3,157
5104612,14,0,0,0,6,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,58,7,26,3,3,4,7,0,0,0,111
5104613,6,0,12,3,8,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,55,10,19,7,18,4,8,0,3,4,121
5104614,46,5,10,13,25,18,20,5,190,0,0,0,0,0,0,0,0,0,0,0,90,18,71,11,11,23,22,24,20,5,303
5104615,27,5,12,3,15,8,7,0,95,0,0,0,0,0,0,0,0,0,0,0,59,18,41,4,12,8,15,13,8,3,179
5104616,27,10,16,11,12,20,3,0,131,0,0,0,0,0,0,0,0,0,0,0,86,21,41,9,12,11,14,24,5,0,223
5104617,10,4,4,5,13,9,0,0,79,0,0,0,0,0,0,0,0,0,0,0,85,16,12,11,6,4,12,11,0,0,157
5104618,6,3,0,4,9,8,4,0,80,0,0,0,0,0,0,0,0,0,0,0,82,9,20,7,5,4,11,11,4,0,161
5104619,16,6,3,3,5,12,10,0,77,0,0,0,0,0,0,0,0,0,0,0,42,15,22,5,9,3,8,13,10,3,131
5104620,24,9,6,3,11,13,9,4,117,0,0,0,0,0,0,0,0,0,0,0,58,21,31,9,15,3,16,22,13,8,186
5104621,49,9,11,21,27,30,9,3,214,0,0,0,0,0,0,0,0,0,0,0,89,23,77,16,22,30,36,30,9,6,324
5104622,41,14,20,14,19,12,0,7,167,0,0,0,0,0,0,0,0,0,0,0,49,21,63,11,31,15,21,13,0,7,240
5104623,56,10,16,21,27,34,12,15,264,0,0,0,0,0,0,0,0,0,0,0,114,27,70,16,16,29,28,38,14,19,370
5104624,23,4,15,12,7,20,8,3,110,0,0,0,0,0,0,0,0,0,0,0,38,17,31,6,22,14,12,22,11,3,176
5104625,33,9,13,22,17,25,6,8,156,0,0,0,0,0,0,0,0,0,0,0,53,12,41,16,14,26,17,28,8,13,228
5104626,33,14,8,18,13,16,5,11,164,0,0,0,0,0,0,0,0,0,0,0,91,20,44,19,12,25,15,24,5,16,266
5104627,11,5,12,11,0,7,0,6,96,0,0,0,0,0,0,0,0,0,0,0,90,15,29,9,11,11,4,13,0,8,194
5104628,36,0,9,8,6,8,5,5,113,0,0,0,0,0,0,0,0,0,0,0,63,17,41,12,20,23,13,12,11,5,217
5104701,17,5,3,0,0,10,0,0,69,0,0,0,0,0,0,0,0,0,0,0,75,10,26,5,3,0,0,10,0,0,135
5104702,15,3,15,6,3,6,0,0,106,0,0,0,0,0,0,0,0,0,0,0,74,30,21,3,18,12,6,4,3,3,173
5104703,18,0,14,11,4,12,3,0,110,0,0,0,0,0,0,0,0,0,0,0,84,14,30,0,19,7,8,13,3,4,182
5104704,24,12,9,4,11,3,0,10,147,0,0,0,0,0,0,0,0,0,0,0,105,14,36,9,15,3,11,3,0,15,215
5104705,37,12,17,9,4,7,3,0,158,0,0,0,0,0,0,0,0,0,0,0,91,23,45,15,27,11,4,7,3,0,234
5104706,26,0,4,5,9,9,4,0,108,0,0,0,0,0,0,0,0,0,0,0,83,22,41,3,7,14,10,6,4,0,194
5104707,15,4,4,3,9,3,0,3,150,0,0,0,0,0,0,0,0,0,0,0,125,31,24,8,4,6,6,3,0,3,206
5104708,33,5,13,25,15,16,0,9,208,0,0,0,0,0,0,0,0,0,0,0,119,30,48,9,16,25,15,16,3,10,290
5104709,19,8,0,0,3,0,3,5,154,0,0,0,0,0,0,0,0,0,0,0,172,10,22,11,0,0,7,5,3,7,245
5104710,46,0,10,9,21,11,7,3,157,0,0,0,0,0,0,0,0,0,0,0,68,15,49,0,10,4,21,10,6,3,199
5104711,30,6,10,8,11,8,13,3,147,0,0,0,0,0,0,0,0,0,0,0,88,21,39,13,12,9,16,10,13,3,219
5104712,37,3,7,16,6,12,11,7,157,0,0,0,0,0,0,0,0,0,0,0,103,14,53,4,10,29,11,12,11,8,259
5104713,48,12,8,11,19,15,9,12,224,0,0,0,0,0,0,0,0,0,0,0,115,28,55,14,9,11,21,13,9,14,296
5104714,26,0,3,7,9,6,8,4,140,0,0,0,0,0,0,0,0,0,0,0,90,23,30,0,3,7,9,6,11,10,185
5104715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104716,32,3,11,4,16,14,3,11,157,0,0,0,0,0,0,0,0,0,0,0,99,19,42,9,11,17,16,17,3,11,241
5104717,39,4,4,13,10,12,9,4,194,0,0,0,0,0,0,0,0,0,0,0,118,15,50,10,5,16,10,18,7,4,263
5104718,19,3,6,0,0,3,7,3,107,0,0,0,0,0,0,0,0,0,0,0,91,29,20,9,10,0,0,7,3,7,177
5104719,4,3,0,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,62,3,9,3,0,3,0,0,0,3,81
5104720,9,0,0,0,3,6,0,0,71,0,0,0,0,0,0,0,0,0,0,0,71,11,9,3,3,0,3,6,0,0,108
5104721,26,0,9,4,3,8,3,7,117,0,0,0,0,0,0,0,0,0,0,0,88,15,27,8,11,8,4,9,3,11,183
5104722,18,6,5,3,0,3,0,0,110,0,0,0,0,0,0,0,0,0,0,0,98,13,27,6,16,5,3,13,0,4,188
5104723,38,0,13,14,12,12,3,3,151,0,0,0,0,0,0,0,0,0,0,0,115,24,44,0,12,13,12,10,3,3,234
5104724,26,13,8,0,0,11,3,3,107,0,0,0,0,0,0,0,0,0,0,0,77,14,38,17,13,0,3,12,3,10,177
5104725,28,5,11,11,3,11,16,7,166,0,0,0,0,0,0,0,0,0,0,0,106,13,40,8,19,14,3,11,22,7,239
5104726,41,18,27,8,15,8,10,11,235,0,0,0,0,0,0,0,0,0,0,0,121,35,61,23,33,6,19,17,11,11,347
5104727,34,5,13,3,3,12,3,0,145,0,0,0,0,0,0,0,0,0,0,0,128,12,39,5,26,3,9,16,3,3,238
5104728,52,11,11,18,3,14,4,11,173,0,0,0,0,0,0,0,0,0,0,3,106,16,64,14,18,21,3,14,4,9,266
5104729,29,10,15,9,4,9,3,3,141,0,0,0,0,0,0,0,0,0,0,0,78,27,40,11,14,6,9,13,3,8,215
5104730,18,3,11,13,7,3,3,0,102,0,0,0,0,0,0,0,0,0,0,0,77,4,21,3,9,15,7,3,3,4,155
5104731,25,9,16,3,7,4,0,13,128,0,0,0,0,0,0,0,0,0,0,0,70,9,30,9,15,3,11,10,0,13,160
5104732,32,0,5,7,0,3,7,3,108,0,0,0,0,0,0,0,0,0,0,0,116,13,36,8,7,5,0,3,11,3,205
5104733,32,0,3,10,3,11,3,0,136,0,0,0,0,0,0,0,0,0,0,0,130,17,42,0,6,23,3,21,3,4,258
5104734,26,7,5,3,4,7,0,3,118,0,0,0,0,0,0,0,0,0,0,0,88,22,34,15,16,10,4,10,0,11,208
5104735,25,7,6,18,7,8,7,0,171,0,0,0,0,0,0,0,0,0,0,0,169,12,43,12,16,18,18,9,10,3,304
5104736,16,0,6,10,5,0,0,4,102,0,0,0,0,0,0,0,0,0,0,0,102,16,31,3,17,11,19,3,7,10,213
5104737,29,0,7,3,3,12,8,0,143,0,0,0,0,0,0,0,0,0,0,0,131,14,38,0,6,3,5,12,8,4,216
5104738,23,0,19,4,9,13,0,4,127,0,0,0,0,0,0,0,0,0,0,0,120,17,29,5,25,7,8,13,0,4,233
5104739,31,4,3,12,9,0,3,0,122,0,0,0,0,0,0,0,0,0,0,0,114,17,37,8,3,7,14,0,3,4,209
5104740,22,3,10,22,4,5,9,4,143,0,0,0,0,0,0,0,0,0,0,0,100,19,35,3,7,25,8,6,13,7,214
5104741,48,4,14,10,13,6,0,3,186,0,0,0,0,0,0,0,0,0,0,0,134,18,59,3,20,11,12,6,3,8,274
5104742,23,17,3,5,3,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,117,19,32,17,5,5,3,0,0,3,204
5104743,18,3,10,8,5,3,3,3,121,0,0,0,0,0,0,0,0,0,0,0,119,24,29,9,10,8,5,3,3,3,206
5104744,7,3,0,8,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,115,5,9,3,0,7,4,0,0,3,151
5104745,8,3,3,3,0,0,3,0,64,0,0,0,0,0,0,0,0,0,0,0,92,9,7,4,3,3,4,0,3,0,127
5104801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104802,7,3,14,10,3,0,0,6,157,0,0,0,0,0,0,0,0,0,0,0,158,13,14,3,15,12,4,0,3,4,238
5104803,4,0,0,3,3,4,3,14,114,0,0,0,0,0,0,0,0,0,3,3,123,19,12,0,0,3,3,4,3,13,180
5104804,7,3,0,0,0,3,0,0,67,0,0,0,0,0,0,0,0,0,0,0,92,16,14,3,4,3,0,5,0,0,138
5104805,6,0,4,0,0,0,3,5,83,0,0,0,0,0,0,0,0,0,0,0,104,4,9,0,4,0,0,0,3,4,127
5104806,14,3,15,0,4,0,0,3,123,0,0,0,0,0,0,0,0,0,0,0,146,9,19,4,15,0,4,0,0,6,200
5104807,11,11,0,3,0,0,0,3,104,0,0,0,0,0,0,0,0,0,0,0,132,18,20,11,3,3,3,0,0,3,194
5104808,21,0,3,0,10,3,0,6,132,0,0,0,0,0,0,0,0,0,0,0,153,20,21,0,3,0,10,3,0,6,216
5104809,6,3,0,0,4,0,0,7,80,0,0,0,0,0,0,0,0,0,0,0,124,10,16,8,0,0,4,0,0,7,171
5104810,3,0,0,3,0,0,0,6,54,0,0,0,0,0,0,0,0,0,0,0,99,3,15,3,0,3,0,0,0,3,130
5104811,17,4,8,4,0,0,0,3,97,0,0,0,0,0,0,0,0,0,0,0,95,20,33,6,8,4,3,4,0,3,171
5104812,6,8,0,0,0,0,0,4,69,0,0,0,0,0,0,0,0,0,0,0,101,13,13,8,0,0,0,3,0,4,137
5104813,26,0,4,3,11,0,0,3,95,0,0,0,0,0,0,0,0,0,0,0,66,11,35,0,6,8,7,0,0,3,131
5104814,0,3,6,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,80,3,0,4,6,0,0,0,0,0,94
5104815,24,3,0,0,0,0,3,5,132,0,0,0,0,0,0,0,0,0,0,0,145,21,41,7,3,6,0,0,3,3,229
5104816,8,3,0,0,6,3,3,0,87,0,0,0,0,0,0,0,0,0,0,0,101,22,17,7,0,0,6,3,3,0,160
