SA1_7DIGITCODE_2016,P_Sol_sp_En_T_2006_2010,P_Sol_sp_En_T_2011,P_Sol_sp_En_T_2012,P_Sol_sp_En_T_2013,P_Sol_sp_En_T_2014,P_Sol_sp_En_T_2015,P_Sol_sp_En_T_2016,P_Sol_sp_En_T_Yr_arr_ns,P_Sol_sp_En_T_T,P_LanProf_En_ns_Bef_2000,P_LanProf_En_ns_2000_2005,P_LanProf_En_ns_2006_2010,P_LanProf_En_ns_2011,P_LanProf_En_ns_2012,P_LanProf_En_ns_2013,P_LanProf_En_ns_2014,P_LanProf_En_ns_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_T,P_T_B_2000,P_T_2000_2005,P_T_2006_2010,P_T_2011,P_T_2012,P_T_2013,P_T_2014,P_T_2015,P_T_2016,P_T_Yr_arrival_ns,P_T_T
5112505,15,0,0,0,4,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,67,22,26,0,0,0,5,12,0,3,134
5112506,41,0,5,11,7,4,3,7,131,0,0,0,0,0,0,0,0,0,0,0,103,15,54,0,5,20,7,4,3,5,215
5112507,46,3,6,13,11,3,4,0,118,0,0,0,0,0,0,0,0,0,0,0,70,29,56,15,14,13,11,3,4,6,211
5112509,23,3,4,0,6,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,68,39,33,3,4,5,6,0,0,0,160
5112510,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,66,3,4,3,0,0,0,0,0,0,81
5112511,15,5,3,3,8,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,77,19,20,7,4,3,12,4,0,9,161
5112512,4,0,3,5,8,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,96,19,18,0,3,5,8,0,0,5,147
5112513,33,6,3,0,8,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,67,24,47,6,3,0,10,0,0,0,156
5112514,16,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,57,14,28,0,0,0,4,0,0,3,104
5112515,30,6,16,3,6,10,0,0,104,0,0,0,0,0,0,0,0,0,0,0,64,24,49,6,16,5,6,10,0,3,180
5112516,6,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,52,0,6,0,3,0,0,0,4,0,63
5112517,26,5,3,4,7,3,3,0,127,0,0,0,0,0,0,0,0,0,0,0,130,21,42,5,8,9,9,3,3,0,228
5112518,25,0,6,0,0,11,0,0,51,0,0,0,0,0,0,0,0,0,0,0,30,6,25,0,6,0,0,10,0,3,88
5112519,37,9,7,0,8,3,3,0,131,0,0,0,0,0,0,0,0,0,0,0,130,40,61,9,7,0,13,3,3,3,280
5112520,41,6,3,9,3,7,3,3,135,0,0,0,0,0,0,0,0,0,0,0,73,27,56,8,5,15,4,19,3,4,220
5112521,82,13,12,10,5,3,5,7,194,0,0,0,0,0,0,0,0,0,0,0,69,24,95,13,20,10,8,6,5,7,258
5112522,37,11,4,13,11,3,4,0,146,0,0,0,0,0,0,0,0,0,0,0,94,34,38,15,13,13,11,3,4,8,230
5112524,27,0,0,0,3,3,0,3,78,0,0,0,0,0,0,0,0,0,0,0,58,31,32,0,0,3,3,3,0,3,129
5112525,62,4,0,10,8,8,3,7,193,0,0,0,0,0,0,0,0,0,0,0,108,67,71,11,10,15,7,7,4,6,302
5112526,17,9,9,3,18,10,3,4,157,0,0,0,0,0,0,0,0,0,0,0,135,39,27,13,9,3,18,12,3,5,260
5112527,20,5,0,0,3,3,3,7,67,0,0,0,0,0,0,0,0,0,0,0,69,13,34,6,0,3,3,3,4,7,136
5112528,7,4,8,3,8,4,0,0,101,0,0,0,0,0,0,0,0,0,0,0,74,33,14,4,8,3,5,4,0,0,147
5112529,18,11,9,0,3,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,57,8,26,11,9,3,3,0,0,3,109
5112601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112701,24,8,9,5,9,10,0,0,97,0,0,0,0,0,0,0,0,0,0,0,75,11,30,8,12,5,6,10,0,0,167
5112702,17,0,5,3,3,7,3,4,100,0,0,0,0,0,0,0,0,0,0,0,70,27,25,0,11,3,3,7,3,7,154
5112704,47,12,9,22,13,27,9,3,221,0,0,0,0,0,0,0,0,0,0,0,96,33,57,11,9,21,12,28,9,7,291
5112706,115,22,36,30,30,25,24,16,344,0,0,0,0,0,0,0,0,0,0,0,55,33,122,28,43,30,33,31,24,20,419
5112707,81,9,26,18,14,11,3,5,268,0,0,0,0,0,0,0,0,0,0,0,101,52,83,10,22,22,13,9,3,5,332
5112708,91,17,18,21,12,10,11,17,256,0,0,0,0,0,0,0,0,0,0,0,72,23,97,24,21,16,12,10,11,17,307
5112714,63,7,21,21,7,18,7,3,205,0,0,0,0,0,0,0,0,0,0,0,46,24,72,7,24,31,11,21,11,10,259
5112715,71,9,29,16,14,14,12,7,226,0,0,0,0,0,0,0,0,0,0,0,59,25,68,9,36,24,21,14,12,7,271
5112716,82,16,8,11,20,21,12,6,222,0,0,0,0,0,0,0,0,0,0,0,52,20,85,14,8,11,31,27,8,11,267
5112718,81,9,17,17,36,51,33,9,327,0,0,0,0,0,0,0,0,0,0,0,65,33,89,9,23,26,36,57,31,12,381
5112719,56,7,12,19,16,33,29,11,227,0,0,0,0,0,0,0,0,0,0,0,46,23,62,9,16,19,16,33,29,12,265
5112720,62,24,26,15,28,37,13,14,299,0,0,0,0,0,0,0,0,0,0,0,80,45,69,27,36,18,35,35,18,16,382
5112721,92,12,44,32,20,24,23,11,313,0,0,0,0,0,0,0,0,0,0,0,81,17,103,16,46,37,23,27,25,11,391
5112722,35,6,14,4,8,16,6,6,144,0,0,0,0,0,0,0,0,0,0,0,45,22,42,6,21,4,8,16,6,8,174
5112723,47,3,5,10,14,8,0,0,130,0,0,0,0,0,0,0,0,0,0,0,53,14,52,9,10,10,14,9,0,0,178
5112724,69,15,33,23,35,19,20,5,275,0,0,0,0,0,0,0,0,0,3,3,73,44,83,20,36,29,37,24,20,7,378
5112725,99,26,22,34,44,26,26,12,354,0,0,0,0,0,0,0,0,0,0,0,65,26,115,32,22,37,45,25,26,17,408
5112726,74,16,19,33,41,40,50,29,361,0,0,0,0,0,0,0,0,0,0,5,50,35,95,17,20,38,47,41,50,34,427
5112727,106,25,19,14,13,17,12,10,268,0,0,0,0,0,0,0,0,0,0,0,65,29,109,31,22,17,16,21,12,10,333
5112728,23,3,9,6,14,6,3,4,86,0,0,0,0,0,0,0,0,0,0,0,44,13,26,3,9,8,14,4,3,4,127
5112729,49,12,25,26,24,16,16,3,232,0,0,0,0,0,0,0,0,0,0,0,41,37,55,18,28,26,24,18,17,3,272
5112730,81,18,17,14,18,29,11,3,243,0,0,0,0,0,0,0,0,0,0,0,87,33,94,18,21,18,16,32,11,8,328
5112731,46,3,12,14,9,8,8,4,132,0,0,0,0,0,0,0,0,0,0,0,45,20,49,3,17,14,7,8,8,4,163
5112732,52,23,11,22,19,18,10,8,210,0,0,0,0,0,0,0,0,0,0,0,43,22,71,24,22,22,20,21,13,10,264
5112733,221,24,35,12,23,15,16,11,508,0,0,0,0,0,0,0,0,0,0,0,89,96,253,31,39,13,23,21,20,15,604
5112734,41,3,16,10,10,12,7,0,116,0,0,0,0,0,0,0,0,0,0,0,20,13,48,5,16,10,10,12,7,0,133
5112735,94,32,32,30,53,34,21,5,343,0,0,0,0,0,0,0,0,0,0,0,47,21,100,30,30,38,53,32,26,9,387
5112736,69,3,13,17,13,28,13,9,212,0,0,0,0,0,0,0,0,0,0,0,49,37,75,3,13,22,13,28,13,12,260
5112737,79,12,21,16,20,16,15,4,237,0,0,0,0,0,0,0,0,0,0,0,54,40,88,8,25,16,20,16,15,4,294
5112738,111,6,40,26,35,18,27,3,334,0,0,0,0,0,0,0,0,0,0,0,79,24,122,11,39,26,35,21,30,3,402
5112739,74,5,19,20,16,9,11,4,241,0,0,0,0,0,0,0,0,0,0,0,66,51,78,5,24,24,19,14,11,8,308
5112740,111,16,44,31,17,29,24,12,362,0,0,0,0,0,0,0,0,0,0,0,59,32,126,16,43,35,20,32,25,12,404
5112741,61,17,18,14,36,31,30,14,278,0,0,0,0,0,0,0,0,0,0,0,66,20,62,17,19,20,32,31,30,17,310
5112742,57,3,7,13,4,10,10,9,149,0,0,0,0,0,0,0,0,0,0,0,51,23,60,5,11,9,3,19,10,9,198
5112801,7,0,0,0,3,4,5,0,38,0,0,0,0,0,0,0,0,0,0,0,40,12,21,0,3,5,8,4,5,0,93
5112802,6,0,0,3,3,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,60,26,12,0,3,4,5,7,0,4,121
5112803,32,3,4,6,6,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,68,12,35,7,4,6,8,0,0,5,142
5112804,32,0,3,0,3,12,0,5,117,0,0,0,0,0,0,0,0,0,0,0,74,20,39,0,6,0,3,12,0,5,162
5112805,35,4,4,19,4,0,4,0,104,0,0,0,0,0,0,0,0,0,0,0,80,7,52,4,12,19,7,0,4,4,192
5112806,14,4,4,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,56,16,23,4,4,3,0,0,0,3,97
5112807,8,0,3,0,3,4,0,3,40,0,0,0,0,0,0,0,0,0,0,0,45,5,9,0,5,0,3,4,0,7,76
5112808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112809,11,4,0,4,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,141,23,42,14,7,4,0,0,0,7,236
5112810,17,0,0,4,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,56,0,23,4,0,4,6,0,0,0,92
5112811,8,7,0,0,0,7,3,0,54,0,0,0,0,0,0,0,0,0,0,0,64,11,11,9,0,3,3,9,3,4,115
5112812,17,8,3,9,3,3,0,0,84,0,0,0,0,0,0,0,0,0,0,0,100,13,22,8,3,17,5,3,0,4,174
5112813,16,7,6,8,7,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,103,11,21,11,10,18,7,3,0,0,184
5112814,31,4,4,17,4,3,0,3,118,0,0,0,0,0,0,0,0,0,0,0,90,21,42,8,4,13,4,3,0,3,191
5112815,14,3,4,0,0,4,0,0,57,0,0,0,0,0,0,0,0,0,0,0,74,19,26,3,3,0,0,4,0,0,134
5112816,15,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,52,8,13,0,0,0,3,0,0,5,89
5112818,51,4,26,11,17,17,9,3,201,0,0,0,0,0,0,0,0,0,0,0,89,33,66,6,30,13,17,18,9,10,299
5112819,64,11,20,12,7,12,13,11,208,0,0,0,0,0,0,0,0,0,0,0,90,39,77,15,23,11,7,21,16,15,320
5112820,44,3,8,3,10,0,8,3,119,0,0,0,0,0,0,0,0,0,0,0,58,15,55,3,11,8,10,0,8,3,179
5112821,5,0,7,5,13,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,45,11,9,3,7,5,13,0,0,0,100
5112822,53,0,7,3,3,0,3,0,115,0,0,0,0,0,0,0,0,0,0,0,80,23,61,4,10,3,3,0,3,7,192
5112823,57,6,11,9,3,9,9,0,143,0,0,0,0,0,0,0,0,0,0,0,78,24,71,9,12,7,8,9,9,4,224
5112824,23,0,6,0,0,11,3,3,106,0,0,0,0,0,0,0,0,0,0,0,100,12,28,3,6,0,0,11,7,0,171
5112825,38,11,10,3,13,7,0,0,165,0,0,0,0,0,0,0,0,0,0,0,157,22,52,16,12,6,19,7,0,7,284
5112826,17,6,4,0,3,12,0,0,112,0,0,0,0,0,0,0,0,0,0,0,109,22,30,12,7,0,3,12,0,3,198
5112827,7,0,6,3,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,87,16,20,0,12,3,0,0,0,5,138
5112828,18,0,3,4,0,3,6,0,77,0,0,0,0,0,0,0,0,0,0,0,59,25,17,4,5,4,0,6,6,3,133
5112829,24,0,6,0,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,66,14,43,3,12,0,3,0,0,0,142
5112830,35,0,24,5,9,5,0,3,161,0,0,0,0,0,0,0,0,0,0,0,138,22,49,4,23,10,13,5,0,8,264
5112831,41,0,10,6,0,3,4,3,172,0,0,0,0,0,0,0,0,0,0,0,170,17,49,3,8,6,0,3,4,3,273
5112832,28,4,5,4,3,3,8,0,139,0,0,0,0,0,0,0,0,0,0,0,122,23,25,4,12,8,9,0,8,0,206
5112833,23,7,4,3,10,16,7,3,103,0,0,0,0,0,0,0,0,0,0,0,59,6,28,11,5,8,11,16,7,3,158
5112834,22,6,4,13,3,10,4,3,107,0,0,0,0,0,0,0,0,0,0,0,85,23,32,9,8,14,7,10,4,4,189
5112835,17,9,3,5,8,16,0,0,112,0,0,0,0,0,0,0,0,0,0,0,107,13,29,9,12,9,13,16,0,3,208
5112836,9,0,0,4,5,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,53,14,13,5,0,12,5,0,0,0,99
5112837,13,0,5,7,8,9,0,21,83,3,0,0,0,0,0,0,0,0,0,3,89,6,23,7,5,9,8,9,0,39,197
5112901,59,3,19,14,20,8,8,0,163,0,0,0,0,0,0,0,0,0,0,0,94,16,69,3,22,15,25,8,8,3,256
5112902,20,0,4,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,67,24,23,0,4,6,0,0,0,3,130
5112903,28,0,3,3,0,12,3,0,78,0,0,0,0,0,0,0,0,0,0,0,71,21,41,3,3,3,0,16,3,0,159
5112904,10,0,3,0,3,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,83,10,17,0,5,0,3,0,6,0,123
5112905,5,0,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,53,32,6,3,6,0,3,0,0,0,104
5112906,9,0,3,3,0,14,0,3,91,0,0,0,0,0,0,0,0,0,0,0,132,32,22,8,4,3,0,17,3,9,229
5112907,13,3,0,3,3,0,3,0,65,0,0,0,0,0,0,0,0,0,0,0,75,19,11,4,0,3,3,0,3,0,123
5112908,6,0,10,3,0,6,0,10,60,0,0,0,0,0,0,0,0,0,0,0,66,5,11,0,11,3,0,6,0,26,132
5112909,37,3,13,11,6,4,0,3,145,0,0,0,0,0,0,0,0,0,0,0,103,27,60,5,17,18,6,4,4,6,248
5112910,7,0,9,0,4,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,26,10,9,0,8,3,6,3,0,0,84
5112911,65,13,22,18,9,18,3,5,225,0,0,0,0,0,0,0,0,0,0,0,52,52,83,13,26,28,16,21,3,7,301
5112912,52,11,21,19,12,19,4,0,214,0,0,0,0,0,0,0,0,0,0,0,102,40,57,14,26,23,15,23,6,3,309
5112913,64,18,3,5,19,16,11,3,208,0,0,0,0,0,0,0,0,0,0,0,113,24,89,21,3,6,19,16,11,8,316
5112914,68,11,15,8,11,18,7,0,191,0,0,0,0,0,0,0,0,0,0,0,55,28,77,11,15,8,14,18,7,0,247
5112915,12,0,3,0,3,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,64,25,27,0,3,0,3,4,8,3,135
5112916,17,0,3,4,9,7,3,0,75,0,0,0,0,0,0,0,0,0,0,0,45,16,31,0,3,4,15,7,3,3,134
5112917,15,0,6,4,0,3,6,0,76,0,0,0,0,0,0,0,0,0,0,0,94,30,27,0,14,4,0,3,6,3,184
5112918,0,0,7,4,0,0,3,3,38,0,0,0,0,0,0,0,0,0,0,0,52,17,17,0,7,4,0,0,3,3,101
5112919,21,3,0,3,6,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,45,10,21,3,0,3,8,5,0,3,101
5112920,13,3,13,0,0,0,0,4,87,0,0,0,0,0,0,0,0,0,0,0,93,23,34,3,13,0,0,0,0,4,168
5112921,59,0,0,10,5,6,0,3,122,0,0,0,0,0,0,0,0,0,0,0,67,13,68,4,3,10,9,12,3,4,194
5112922,25,6,3,0,7,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,76,12,28,6,6,0,8,8,0,0,156
5112923,48,12,26,8,15,9,9,4,188,0,0,0,0,0,0,0,0,0,0,0,85,31,51,24,28,11,24,17,5,3,291
5112924,59,4,8,12,15,7,12,3,174,0,0,0,0,0,0,0,0,0,0,0,65,26,62,4,7,19,20,15,16,3,246
5112925,59,38,4,15,22,16,4,13,279,0,0,0,0,0,0,0,0,0,0,0,119,47,70,49,12,15,22,16,3,13,369
5112926,53,8,18,10,14,9,5,12,222,0,0,0,0,0,0,0,0,0,0,0,148,38,64,8,21,10,22,15,5,17,335
5112927,51,17,10,6,15,30,3,6,216,0,0,0,0,0,0,0,0,0,3,3,125,30,64,20,17,14,21,32,3,21,345
5112928,14,0,6,0,7,3,0,3,78,0,0,0,0,0,0,0,0,0,0,0,74,13,26,0,8,0,7,3,3,3,136
5112929,47,13,15,9,8,4,8,6,134,0,0,0,0,0,0,0,0,0,0,0,52,15,51,18,15,9,9,4,8,3,195
5112930,9,5,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,53,11,9,5,7,0,0,0,0,4,98
5112931,0,3,0,0,3,3,0,3,44,0,0,0,0,0,0,0,0,0,0,0,61,20,0,3,0,0,3,3,0,3,104
5112932,34,8,14,6,13,10,0,0,125,0,0,0,0,0,0,0,0,0,0,0,98,27,43,10,15,6,19,12,0,3,231
5112933,14,6,0,0,11,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,45,3,14,7,0,0,11,4,0,0,84
5113001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113101,29,7,14,10,10,9,3,10,147,0,0,0,0,0,0,0,0,0,0,0,82,30,36,7,14,13,12,16,3,10,211
5113102,52,3,7,12,16,10,3,5,175,0,0,0,0,0,0,0,0,0,0,0,83,39,61,4,8,19,20,13,3,7,255
5113103,15,14,6,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,77,10,22,19,6,0,0,0,0,20,155
5113104,17,10,5,5,0,7,3,3,98,3,0,0,0,0,0,0,0,0,0,3,89,7,20,11,8,9,7,7,3,3,161
5113105,39,0,0,11,3,3,3,5,126,0,0,0,0,0,0,0,0,0,0,0,94,34,53,8,3,9,3,3,3,8,213
5113106,27,8,4,0,7,7,3,5,110,0,0,0,0,0,0,0,0,0,0,0,76,22,37,8,6,0,7,6,3,6,175
5113107,57,7,15,11,9,6,0,3,155,0,0,0,0,0,0,0,0,0,0,0,50,16,74,9,15,11,13,6,3,3,194
5113108,38,12,16,15,10,5,0,5,160,0,0,0,0,0,0,0,0,0,0,0,86,35,49,12,17,15,14,5,0,3,240
5113109,55,4,4,10,9,7,0,3,157,0,0,0,0,0,0,0,0,0,0,0,94,25,74,7,8,10,9,7,6,4,244
5113110,39,6,10,11,12,5,5,3,177,0,0,0,0,0,0,0,0,0,0,0,103,53,56,7,12,11,15,7,8,3,284
5113111,18,4,7,16,0,0,0,3,93,0,0,0,0,0,0,0,0,0,0,0,64,16,26,4,15,19,0,4,0,3,152
5113112,37,8,20,15,5,14,3,5,149,0,0,0,0,0,0,0,0,0,0,0,98,33,48,6,18,15,10,14,3,6,253
5113113,51,5,5,11,12,6,6,11,170,0,0,0,0,0,0,0,0,0,0,0,82,31,63,6,9,17,15,16,6,10,252
5113114,27,0,4,11,5,0,0,8,135,0,0,0,0,0,0,0,0,0,0,0,101,33,38,0,10,18,5,0,0,14,220
5113115,34,4,9,12,7,8,3,6,149,0,0,0,0,0,0,0,0,0,0,0,92,23,49,7,13,12,7,8,6,9,222
5113116,48,0,12,8,6,0,7,0,134,0,0,0,0,0,0,0,0,0,0,0,57,18,52,5,11,7,6,0,9,0,169
5113117,24,4,9,9,6,8,4,0,109,0,0,0,0,0,0,0,0,0,0,0,61,28,31,7,7,9,12,6,4,0,161
5113118,56,11,12,15,6,4,3,0,178,0,0,0,0,0,0,0,0,0,0,0,111,35,71,17,18,14,9,4,8,0,293
5113119,41,15,33,13,4,22,5,0,175,0,0,0,0,0,0,0,0,0,0,0,65,29,48,15,37,13,12,24,7,6,248
5113120,53,12,33,16,28,14,3,5,226,0,0,0,0,0,0,0,0,0,0,0,99,35,62,13,29,25,28,13,7,9,318
5113121,27,4,9,0,0,15,0,3,103,0,0,0,0,0,0,0,0,0,0,0,68,28,36,9,9,0,0,14,0,3,158
5113122,20,8,0,3,3,9,3,6,106,0,0,0,0,0,0,0,0,0,0,0,69,23,27,8,4,6,3,9,3,4,156
5113123,46,11,15,11,12,5,3,8,171,0,0,0,0,0,0,0,0,0,0,0,79,33,60,20,12,18,14,5,3,7,254
5113124,15,3,3,0,8,11,0,4,79,0,0,0,0,0,0,0,0,0,0,0,70,10,34,3,3,6,10,11,3,4,155
5113125,44,12,22,23,11,5,9,0,215,0,0,0,0,0,0,0,0,0,0,0,109,44,58,14,25,37,11,13,9,0,326
5113126,38,7,17,13,7,17,3,6,177,0,0,0,0,0,0,0,0,0,0,0,72,44,57,14,17,13,7,22,3,11,255
5113127,27,0,19,13,3,14,3,3,115,0,0,0,0,0,0,0,0,0,0,0,82,19,32,0,22,13,3,13,3,5,188
5113128,43,3,12,16,10,5,0,0,135,0,0,0,0,0,0,0,0,0,0,0,76,29,60,10,12,19,10,5,0,3,222
5113129,49,20,10,11,8,8,6,0,183,0,0,0,0,0,0,0,0,0,0,0,111,43,66,23,23,11,14,8,6,0,310
5113130,39,15,4,9,9,13,4,3,156,0,0,0,0,0,0,0,0,0,0,0,75,26,63,26,9,9,8,13,4,5,242
5113131,53,10,5,19,7,10,10,3,169,0,0,0,0,0,0,0,0,0,0,0,106,38,78,14,4,19,17,10,10,3,298
5113132,26,9,9,9,9,8,11,3,173,0,0,0,0,0,0,0,0,0,0,0,119,35,45,11,5,9,9,8,14,4,258
5113133,67,12,11,12,4,5,8,9,192,0,0,0,0,0,0,0,0,0,0,0,95,41,83,13,20,12,3,9,8,12,297
5113134,61,7,17,4,16,17,3,6,205,0,0,0,0,0,0,0,0,0,0,0,87,38,72,10,17,4,20,24,3,6,270
5113135,24,10,3,3,11,3,7,5,103,0,0,0,0,0,0,0,0,0,0,0,63,36,29,10,3,3,12,10,7,10,179
5113136,27,16,18,3,17,10,3,0,143,0,0,0,0,0,0,0,0,0,0,0,70,31,39,24,19,7,19,10,3,3,225
5113137,50,9,5,20,9,19,12,8,213,0,0,0,0,0,0,0,0,0,0,0,106,49,65,11,8,28,10,19,12,12,321
5113138,81,14,14,13,10,3,0,4,186,0,0,0,0,0,0,0,0,0,0,0,81,29,98,20,17,13,10,3,0,7,276
5113139,44,9,8,19,3,5,0,5,131,0,0,0,0,0,0,0,0,0,0,0,74,22,62,14,13,21,7,5,3,4,226
5113201,41,3,11,10,8,9,6,9,165,0,0,0,0,0,0,0,0,0,0,0,73,28,47,9,11,10,8,9,3,6,204
5113202,55,5,15,15,8,4,4,7,193,0,0,0,0,0,0,0,0,0,0,0,79,30,61,7,22,13,8,4,4,7,235
5113203,69,14,21,16,14,15,22,18,236,0,0,0,0,0,0,0,0,0,0,0,76,23,74,16,24,17,11,14,20,14,300
5113204,33,5,16,16,7,15,4,3,132,0,0,0,0,0,0,0,0,0,0,0,67,16,35,12,16,16,8,15,4,3,186
5113205,76,8,26,15,5,21,14,4,240,0,0,0,0,0,0,0,0,0,0,0,110,27,87,8,30,19,5,21,14,7,325
5113206,64,9,9,22,13,24,8,3,221,0,0,0,0,0,0,0,4,0,0,6,106,24,71,14,16,30,19,30,9,3,320
5113207,18,3,10,4,4,0,3,4,64,0,0,0,0,0,0,0,0,0,0,0,48,13,24,3,10,4,9,0,3,4,106
5113208,16,3,4,0,0,7,5,3,43,0,0,0,0,0,0,0,0,0,0,0,35,3,18,3,6,0,0,7,5,7,87
5113209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113210,23,9,3,7,3,8,3,3,80,0,0,0,0,0,0,0,0,0,0,0,28,15,26,7,3,7,5,8,3,3,108
5113211,57,15,6,0,12,8,6,7,154,0,0,0,0,0,0,0,0,0,0,0,75,27,80,18,6,0,12,8,6,11,241
5113212,41,8,16,9,24,18,13,4,156,0,0,0,0,0,0,0,0,0,0,0,61,12,44,8,19,15,21,18,13,7,220
5113213,59,14,14,18,12,20,3,3,208,0,0,0,0,0,0,0,0,0,0,0,106,26,67,14,21,22,12,16,3,3,290
5113214,29,12,11,6,18,12,3,8,157,0,0,0,0,0,0,0,0,0,0,0,87,18,32,11,13,4,18,12,3,13,206
5113215,25,0,6,3,0,4,0,0,75,0,0,0,0,0,0,0,0,0,0,0,61,14,30,0,15,5,0,7,0,0,123
5113216,47,9,10,12,5,13,7,0,179,0,0,0,0,0,0,0,0,0,0,0,87,24,54,7,12,12,5,13,7,0,218
5113217,58,15,6,18,11,18,7,3,215,0,0,0,0,0,0,0,0,0,0,0,83,42,73,24,7,24,7,18,7,5,302
5113218,44,11,3,14,0,9,4,8,169,0,0,0,0,0,0,0,0,0,0,0,125,25,54,11,3,15,0,9,4,13,251
5113219,43,3,11,0,10,3,4,0,131,0,0,0,0,0,0,0,0,0,0,0,99,19,53,3,11,3,7,3,6,3,212
5113220,0,0,4,0,0,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,60,3,5,0,0,0,0,4,3,0,78
5113221,28,0,0,3,8,3,4,5,91,0,0,0,0,0,0,0,0,0,0,0,58,24,34,0,5,3,8,5,4,8,142
5113222,24,5,12,0,3,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,55,12,36,7,12,0,3,3,0,3,145
5113223,58,11,21,19,13,20,15,3,193,0,0,0,0,0,0,0,0,0,0,0,50,15,64,16,21,24,13,20,15,9,241
5113224,58,7,10,15,19,11,3,0,179,0,0,0,0,0,0,0,0,0,0,0,73,30,70,16,16,18,25,18,3,7,259
5113225,43,3,16,8,0,0,0,10,103,0,0,0,0,0,0,0,0,0,0,0,66,11,55,5,16,7,0,0,0,7,172
5113226,92,10,17,26,7,14,7,3,279,0,0,0,0,0,0,0,0,0,0,0,132,31,101,8,19,31,9,14,7,3,357
5113227,26,0,6,4,5,9,4,0,86,0,0,0,0,0,0,0,0,0,0,0,46,11,29,0,7,4,10,9,4,0,115
5113228,57,8,18,12,11,15,7,5,153,0,0,0,0,0,0,3,0,0,0,3,56,8,77,8,18,15,10,15,7,8,219
5113229,36,5,15,11,7,3,13,0,136,0,0,0,0,0,0,0,0,0,0,0,64,9,45,5,15,11,7,3,17,3,179
5113231,24,6,7,13,3,0,3,0,88,0,0,0,0,0,0,0,0,0,0,0,39,10,29,6,11,13,3,0,3,0,111
5113232,72,3,8,18,6,3,3,3,152,0,0,0,0,0,0,0,0,0,0,0,88,17,93,7,8,21,6,3,3,9,250
5113234,51,8,6,13,5,7,3,11,157,0,0,0,0,0,0,0,0,0,0,0,81,17,55,8,13,14,10,9,3,12,221
5113235,42,9,7,3,0,3,6,0,105,0,0,0,0,0,0,0,0,0,0,0,67,10,48,9,4,8,0,3,6,0,158
5113236,86,15,12,12,16,13,10,9,222,0,0,0,0,0,0,0,0,0,0,0,70,23,98,20,12,14,20,16,11,9,295
5113237,27,13,3,7,11,6,4,0,98,0,0,0,0,0,0,0,0,0,0,0,43,11,33,13,8,7,9,10,4,3,141
5113238,40,4,11,14,18,4,9,0,145,0,0,0,0,0,0,0,0,0,0,0,74,14,45,4,9,22,17,4,14,7,210
5113239,29,4,8,7,3,9,5,3,91,0,0,0,0,0,0,0,0,0,0,0,63,16,38,4,8,6,3,9,5,3,147
5113240,60,4,9,16,29,12,6,7,229,0,0,0,0,0,0,0,0,0,0,0,109,36,62,3,10,14,33,12,6,7,297
