SA1_7DIGITCODE_2016,Intact_fam_no_oth_ch_pres_Fam,Step_fam_no_oth_ch_pres_Fam,Blend_fam_no_oth_ch_pres_Fam,Intact_fam_oth_ch_pres_Fam,Step_fam_oth_ch_pres_Fam,Blended_fam_oth_ch_pres_Fam,Oth_coup_fam_oth_ch_only_Fam,Tot_Families
5113324,131,9,7,0,0,0,0,141
5113325,86,4,3,3,0,0,0,95
5113326,44,6,0,0,0,0,0,55
5113327,47,5,3,3,0,0,0,60
5113328,100,0,0,0,0,0,0,101
5113329,47,3,0,0,0,0,0,51
5113331,81,9,0,0,0,0,0,94
5113332,51,3,0,0,0,0,0,55
5113334,0,0,0,0,0,0,0,0
5113335,0,0,0,0,0,0,0,0
5113336,36,0,0,0,0,0,0,41
5113337,69,0,0,0,0,0,0,69
5113338,42,0,3,0,0,0,0,43
5113339,68,0,0,0,0,0,0,69
5113340,62,3,0,0,0,0,0,67
5113341,43,0,3,0,0,0,0,47
5113342,61,3,3,0,0,0,0,65
5113343,87,4,0,3,0,0,0,92
5113344,49,0,0,0,0,0,0,51
5113345,73,3,0,0,0,0,0,76
5113346,47,3,0,0,0,0,0,50
5113347,47,3,0,0,0,0,0,57
5113348,108,3,0,3,0,0,0,111
5113349,70,0,3,3,0,0,0,77
5113350,55,0,0,0,0,0,0,54
5113351,79,3,3,4,0,0,0,90
5113352,31,0,5,0,0,0,0,37
5113353,74,4,0,0,0,0,0,77
5113354,60,3,3,3,0,0,0,72
5113355,89,0,3,0,0,0,0,93
5113356,72,0,3,6,0,0,0,80
5113357,109,7,3,0,0,0,0,113
5113358,54,0,3,5,0,0,0,64
5113359,64,9,7,0,0,0,0,76
5113360,84,3,3,0,0,0,0,86
5113361,76,0,0,3,0,0,0,83
5113401,13,3,0,0,0,0,0,21
5113402,33,4,3,0,0,0,0,36
5113403,45,5,10,0,0,0,0,62
5113404,30,0,0,0,0,0,0,35
5113405,6,0,0,0,0,0,0,6
5113406,74,3,4,0,0,0,0,78
5113407,19,6,0,0,0,0,0,29
5113408,27,0,3,0,0,0,0,31
5113409,49,3,0,0,0,0,0,53
5113410,34,0,3,0,0,0,0,40
5113411,42,9,0,0,0,0,0,48
5113412,47,0,0,0,0,0,0,49
5113413,36,3,3,0,0,0,0,40
5113415,0,0,0,0,0,0,0,0
5113417,31,3,3,0,0,0,0,38
5113418,51,4,3,0,0,0,0,53
5113419,23,0,0,0,0,0,0,24
5113420,42,7,0,0,0,0,0,52
5113421,48,4,3,0,0,0,0,62
5113422,32,3,0,3,0,0,0,39
5113423,12,0,0,0,0,0,0,9
5113424,44,4,4,3,0,0,0,56
5113425,34,5,3,3,0,0,0,46
5113426,37,3,5,0,0,0,0,46
5113427,56,4,3,0,0,0,0,58
5113428,35,0,3,0,0,0,0,39
5113429,42,3,0,3,0,0,0,48
5113430,32,0,0,0,0,0,0,30
5113431,29,5,3,0,0,0,0,32
5113432,34,3,0,0,0,0,0,40
5113434,32,9,5,0,0,0,0,43
5113435,29,3,7,0,0,0,3,40
5113436,42,3,0,0,0,0,0,47
5113437,27,4,3,0,0,0,0,35
5113438,57,8,4,0,0,0,0,63
5113439,48,4,3,3,0,0,3,57
5113440,27,3,6,0,0,0,0,36
5113442,3,0,0,0,0,0,0,3
5113443,42,12,0,0,0,0,0,53
5113444,30,0,3,3,0,0,0,35
5113445,46,4,3,0,0,0,0,52
5113446,38,3,0,0,0,0,0,45
5113447,69,0,0,0,0,0,0,75
5113448,49,0,3,0,0,0,0,53
5113449,36,3,0,0,0,0,0,42
5113450,26,0,0,0,0,0,0,30
5113451,26,0,3,0,0,0,0,28
5113452,38,3,5,0,0,0,0,41
5113453,39,5,3,0,0,0,0,49
5113454,53,4,9,3,0,0,0,63
5113501,57,3,4,0,0,0,0,69
5113502,65,8,3,0,0,0,0,76
5113503,105,7,4,6,0,0,0,119
5113504,112,11,5,0,0,0,0,128
5113505,104,7,6,3,0,0,0,126
5113507,82,3,3,3,0,0,0,91
5113508,75,3,3,0,0,0,0,82
5113509,96,4,3,0,0,0,0,105
5113510,39,3,3,0,0,0,0,46
5113511,49,7,5,0,0,0,0,56
5113512,72,4,3,3,0,0,0,82
5113513,69,8,3,0,0,0,0,82
5113514,67,11,3,0,0,0,0,75
5113515,80,7,3,0,0,0,0,98
5113517,33,11,4,0,0,0,0,46
5113518,59,0,5,0,0,0,3,64
5113519,52,6,0,0,0,0,0,53
5113520,20,3,0,0,0,0,0,26
5113521,59,4,3,3,0,0,0,71
5113523,79,5,4,4,0,0,0,96
5113524,17,3,0,0,0,0,0,23
5113525,145,10,3,0,0,0,0,159
5113527,90,3,3,3,0,0,0,96
5113528,176,4,3,0,0,0,0,188
5113529,0,0,0,0,0,0,0,0
5113530,65,6,3,0,0,0,0,80
5113531,46,0,5,3,0,0,0,61
5113532,160,5,4,3,0,0,0,169
5113533,67,7,6,0,0,0,0,82
5113534,19,0,0,0,0,0,0,19
5113535,273,12,7,3,3,0,0,304
5113536,60,5,0,0,0,0,0,73
5113537,46,3,5,0,0,0,0,48
5113538,65,6,3,3,0,0,0,77
5113601,27,3,0,0,0,0,0,27
5113602,46,5,3,0,0,0,0,49
5113603,35,5,0,0,0,0,0,41
5113604,41,0,0,0,0,0,0,48
5113605,22,0,0,0,0,0,0,27
5113606,47,4,3,3,0,0,3,60
5113607,24,3,0,0,0,0,0,26
5113608,51,0,4,0,0,0,0,58
5113609,31,4,0,0,0,0,0,41
5113610,24,0,0,0,0,0,0,19
5113611,46,5,7,4,0,0,0,55
5113612,43,6,4,0,0,0,0,55
5113613,54,5,3,5,0,0,0,68
5113614,72,4,5,0,0,0,0,78
5113615,63,3,0,3,0,0,0,73
5113616,32,7,3,0,0,0,0,42
5113617,33,5,3,0,0,0,0,44
5113618,76,0,4,0,0,0,0,88
5113619,35,3,0,0,0,0,0,45
5113620,58,10,3,0,0,0,0,70
5113621,130,10,4,3,0,0,0,149
5113622,17,0,0,0,0,0,0,16
5113623,28,6,0,0,0,0,0,36
5113624,50,0,3,3,0,0,0,57
5113625,34,8,0,0,0,0,0,36
5113626,40,0,0,0,0,0,0,47
5113627,20,0,0,0,0,0,0,20
5113628,68,9,0,0,0,0,0,76
5113629,113,3,4,0,0,0,0,126
5113701,45,8,0,0,0,0,0,59
5113702,60,3,0,0,0,0,0,63
5113703,48,0,0,0,0,0,0,59
5113704,34,6,0,0,0,0,0,45
5113705,41,0,3,0,0,0,0,48
5113706,47,3,3,0,0,0,3,61
5113707,21,0,4,0,0,0,0,24
5113708,77,4,3,0,0,0,0,80
5113709,67,4,3,0,0,0,3,73
5113710,28,5,0,0,0,0,0,37
5113711,62,5,3,0,0,0,0,68
5113712,58,7,0,0,0,0,0,62
5113713,37,4,0,0,0,0,0,41
5113714,42,0,0,0,0,0,0,43
5113715,35,3,3,0,0,0,4,49
5113716,44,0,3,0,0,0,0,52
5113717,41,0,6,0,0,0,0,44
5113718,65,7,0,3,0,0,0,82
5113719,65,3,4,3,0,0,0,71
5113720,27,3,3,0,0,0,0,33
5113721,49,3,0,3,0,0,0,57
5113722,32,0,0,0,0,0,0,35
5113723,52,3,0,0,0,0,0,62
5113724,72,14,0,0,0,0,0,87
5113725,43,3,5,0,0,0,0,49
5113726,59,5,0,0,0,0,0,64
5113727,47,0,4,0,0,0,0,51
5113728,49,3,3,3,0,0,0,55
5113729,40,0,0,0,0,0,0,42
5113730,42,0,6,0,0,0,0,43
5113731,48,3,3,3,0,0,0,55
5113732,43,4,4,0,0,0,0,48
5113733,23,4,0,0,0,0,3,30
5113734,34,4,0,0,0,0,0,38
5113735,32,3,0,0,0,0,0,36
5113736,119,5,4,5,0,0,0,134
5113737,36,3,4,0,0,0,0,45
5113738,36,3,7,0,0,0,0,43
5113739,53,10,3,3,0,0,4,69
5113740,37,3,0,0,0,0,0,42
5113741,38,3,0,0,0,0,0,39
5113742,45,0,3,0,0,0,0,53
5113743,43,3,0,0,0,0,0,45
5113744,54,0,0,0,0,0,0,63
5113745,30,4,4,0,0,0,0,41
5113746,24,0,0,0,0,0,0,23
5113747,30,4,3,0,0,0,0,38
5113748,56,4,5,3,0,0,0,69
5113749,50,5,3,0,0,0,0,63
5113750,41,3,3,0,0,0,0,48
5113751,65,4,0,0,0,0,0,66
5113752,31,3,0,0,0,0,0,35
5113753,31,0,3,3,0,0,0,36
5113754,38,3,0,0,0,0,0,45
5113755,46,10,0,0,0,0,0,55
5113756,24,3,0,0,0,0,0,24
5113757,61,4,0,0,0,0,0,61
5113758,76,6,0,0,0,0,0,85
5113759,0,0,0,0,0,0,0,0
5113801,18,0,3,0,0,0,0,30
5113803,69,6,4,0,0,0,0,84
5113804,54,15,4,0,0,0,0,73
5113806,0,0,0,0,0,0,0,0
5113807,27,3,0,0,0,0,0,28
5113808,37,3,0,3,0,0,0,39
5113809,19,0,0,0,0,0,0,22
5113810,34,3,3,0,0,0,0,40
5113811,33,0,0,0,0,0,0,36
5113812,31,3,0,0,0,0,0,33
5113813,43,0,8,0,0,0,0,48
5113814,171,14,12,3,0,0,0,205
5113815,47,4,3,0,4,0,0,55
5113816,28,0,0,0,0,0,0,27
5113817,0,0,0,0,0,0,0,0
5113818,36,0,3,0,0,0,0,45
5113819,38,5,3,0,0,0,0,51
5113820,38,6,3,0,0,0,0,45
5113821,31,3,3,0,0,0,0,43
5113822,54,12,0,0,0,0,0,68
5113823,25,3,4,0,0,0,0,31
5113824,31,0,3,0,0,0,0,38
5113825,41,3,0,3,0,0,0,45
5113826,53,6,7,0,0,0,0,68
5113827,40,0,0,0,0,0,0,41
5113828,43,0,0,0,0,0,0,49
5113831,30,3,0,3,0,0,0,39
5113832,47,8,4,0,0,0,0,59
5113833,44,13,4,5,0,0,0,64
5113834,28,3,0,0,0,0,0,33
5113835,22,4,4,0,0,0,0,30
5113836,30,7,0,0,0,0,0,38
5113837,66,7,0,0,0,0,0,74
5113838,0,0,0,0,0,0,0,0
5113839,0,0,0,0,0,0,0,0
5113840,86,8,0,0,0,0,0,99
5113841,74,0,4,0,0,0,0,78
5113842,70,3,3,0,0,0,0,75
5113843,104,3,4,0,0,0,0,112
5113844,78,3,3,0,0,0,0,83
5113845,84,3,0,0,0,0,0,90
5113846,133,8,3,3,0,0,0,146
5113847,105,10,8,3,0,0,0,128
5113848,53,5,3,0,0,0,0,65
5113901,30,4,0,0,0,0,0,35
5113902,75,7,9,3,0,0,0,88
5113903,49,3,0,0,0,0,0,59
5113904,53,8,3,0,0,0,0,64
5113907,34,4,0,0,0,0,0,46
5113908,44,3,3,0,0,0,0,51
5113909,55,4,0,0,0,0,0,61
5113910,21,0,0,0,0,0,0,25
5113911,67,4,11,0,0,0,0,80
5113913,32,0,0,0,0,0,0,41
5113914,33,0,6,0,0,0,0,40
5113915,45,9,0,0,0,0,0,53
5113916,24,0,0,0,0,0,0,29
5113917,25,0,0,0,0,0,0,27
5113918,76,10,3,0,0,0,0,86
5113919,46,8,0,0,0,0,0,56
5113920,48,8,0,0,0,0,0,49
5113921,60,5,3,0,0,0,0,63
5113922,31,3,5,0,0,0,3,38
5113923,66,4,6,0,0,0,0,81
5113924,32,4,3,0,0,0,4,47
5113925,30,7,0,0,0,0,0,37
5113926,37,3,0,0,0,0,0,47
5113927,36,3,5,0,0,0,0,46
5113928,71,10,6,0,0,0,0,85
5113929,46,7,5,0,0,0,0,51
5113930,3,0,0,0,0,0,0,0
5113931,45,4,4,0,0,0,0,54
5114001,72,4,0,0,0,0,0,74
5114002,35,3,6,0,0,0,0,47
5114003,37,3,3,0,0,0,0,43
5114004,39,6,0,0,0,0,0,45
5114005,45,3,0,0,0,0,0,52
5114006,32,8,0,0,0,0,0,38
5114007,40,6,0,0,0,0,0,48
5114008,33,0,3,0,0,0,0,38
5114009,63,4,5,0,0,0,0,72
5114010,52,9,0,0,0,0,0,57
5114011,36,0,0,4,0,0,0,37
5114012,52,6,0,0,0,0,0,55
5114013,49,3,3,0,0,0,0,60
5114014,35,3,0,0,0,0,0,40
5114015,60,8,4,0,0,0,0,75
5114016,89,5,9,0,0,0,0,110
5114017,52,0,3,0,0,0,0,55
5114018,58,0,0,3,0,0,0,57
5114019,61,4,3,0,0,0,0,67
5114020,51,3,0,0,0,0,0,59
5114021,32,8,0,0,0,0,0,45
5114022,40,0,0,0,0,0,0,44
5114023,21,0,0,0,0,0,0,21
5114024,54,9,3,0,0,0,0,68
5114025,36,3,0,0,0,0,0,39
5114026,58,4,3,0,0,0,0,58
5114027,55,10,0,0,0,0,0,66
5114028,36,4,0,0,0,0,0,43
5114029,39,3,3,0,0,0,0,41
5114030,29,3,0,0,0,0,0,34
5114031,38,3,0,0,0,0,0,44
5114032,94,4,4,0,0,0,0,101
5114033,50,3,0,0,0,0,0,57
5114034,70,5,3,0,0,0,0,79
5114035,3,0,0,0,0,0,0,3
5114101,4,0,0,0,0,0,0,4
5114102,16,3,0,0,0,0,0,24
5114103,44,0,0,0,0,0,0,44
5114104,60,4,6,0,0,0,0,72
5114105,55,0,0,3,0,0,0,61
5114106,43,5,0,0,0,0,0,51
5114107,56,7,5,3,0,0,0,67
5114108,60,9,3,0,0,0,0,70
5114109,32,3,0,0,0,0,0,37
5114110,55,0,6,0,0,0,0,61
5114111,55,3,0,0,0,0,0,56
5114112,36,5,0,0,0,0,0,39
5114113,50,5,0,0,0,0,0,52
5114114,47,3,0,0,0,0,0,55
5114115,21,0,0,0,0,0,0,23
5114116,41,6,3,0,0,0,0,48
5114117,26,3,0,0,0,0,0,30
5114118,32,3,0,0,0,0,0,38
5114119,44,4,0,0,0,0,0,48
5114120,31,3,0,0,0,0,0,36
5114121,47,4,3,0,0,0,0,58
5114122,35,0,0,0,0,0,0,31
5114123,30,0,0,0,0,0,0,37
5114124,38,6,0,0,0,0,0,48
5114125,41,7,0,0,0,0,0,53
5114126,61,3,3,0,0,0,0,70
5114127,46,3,0,0,0,0,0,55
5114128,44,0,0,0,0,0,0,50
5114129,35,3,0,0,0,0,0,41
5114130,28,0,0,0,0,0,0,33
5114131,65,0,0,0,0,0,0,69
5114132,29,0,0,0,0,0,0,37
5114133,43,3,0,0,0,0,0,44
5114201,54,4,3,0,0,0,0,65
5114205,46,6,6,0,0,0,0,60
5114206,49,4,3,0,0,0,0,59
5114207,33,0,0,0,0,0,0,38
5114208,107,13,5,0,0,0,0,125
5114210,44,0,0,0,0,0,0,51
5114211,89,12,7,0,0,0,0,117
5114212,21,0,0,0,0,0,0,25
5114213,47,8,3,0,0,0,0,50
5114214,112,4,5,0,0,0,0,123
5114215,42,4,3,0,0,0,0,56
5114216,97,7,5,0,0,0,0,112
5114217,41,6,3,0,0,0,0,47
5114218,107,9,13,0,0,0,0,129
5114219,54,3,3,0,0,0,0,61
5114220,89,12,6,0,0,0,0,108
5114221,52,4,3,0,0,0,0,62
5114222,82,4,10,0,0,0,0,100
5114223,96,9,11,3,0,0,0,118
5114224,13,3,3,0,0,0,0,17
5114225,44,4,0,0,0,0,0,46
5114226,81,11,10,0,0,0,0,103
5114227,58,6,3,0,0,0,0,68
5114228,77,5,6,3,0,0,0,90
5114229,134,13,17,0,0,0,0,161
5114230,72,5,11,0,0,0,0,88
5114231,0,0,0,0,0,0,0,0
5114232,42,8,0,0,0,0,0,57
5114233,51,0,9,0,0,0,0,56
5114234,105,9,6,4,0,0,0,125
5114235,3,0,0,0,0,0,0,3
5114301,39,3,5,0,0,0,0,47
5114302,31,3,0,0,0,0,3,43
5114303,47,0,0,0,0,0,0,45
5114304,67,7,0,0,0,0,0,73
5114305,88,3,3,0,0,0,0,98
5114306,49,4,6,0,0,0,0,54
5114307,45,3,0,0,0,0,0,51
5114308,65,9,4,0,0,0,0,80
5114309,31,3,3,0,0,0,0,34
5114310,37,10,0,0,0,0,0,46
5114311,67,3,0,3,0,0,0,74
5114312,122,10,3,7,0,0,0,134
5114313,60,6,3,0,0,0,0,68
5114314,46,0,0,3,0,0,0,54
5114315,21,4,5,0,0,0,0,33
5114401,0,0,0,0,0,0,0,0
5114402,29,0,0,0,0,0,0,27
5114403,50,6,3,0,0,0,0,64
5114404,26,10,0,0,0,0,0,34
5114405,29,3,0,0,0,0,0,34
5114406,67,10,6,0,0,0,0,84
5114407,37,3,3,3,0,0,0,43
5114408,28,0,0,0,0,0,0,29
5114409,37,0,0,0,0,0,0,38
5114410,9,0,0,0,0,0,0,9
5114411,34,0,0,0,0,0,0,36
5114412,36,4,0,0,0,0,0,45
5114413,45,3,4,0,0,0,0,61
5114501,19,4,0,0,0,0,0,20
5114502,18,0,0,0,0,0,0,21
5114503,29,4,0,0,0,0,0,36
5114504,54,3,3,0,0,0,0,63
5114505,72,8,0,0,0,0,0,79
5114506,43,0,3,0,0,0,0,50
5114507,16,3,0,0,0,0,0,19
5114508,32,4,0,0,0,0,0,37
5114509,41,3,0,0,0,0,0,49
5114510,60,4,0,0,0,0,0,63
5114511,36,0,0,0,0,0,0,39
5114512,31,3,0,0,0,0,0,38
5114513,33,0,0,0,0,0,0,33
5114514,35,3,0,0,0,0,0,39
5114515,45,3,0,0,0,0,0,45
5114516,0,0,0,0,0,0,0,0
5114517,21,3,0,0,0,0,0,25
5114518,33,4,0,0,0,0,0,37
5114519,35,3,0,0,0,0,0,40
5114520,37,3,0,0,0,0,0,38
5114521,28,3,0,0,0,0,0,28
5114522,34,0,0,0,0,0,0,34
5114523,42,4,0,0,0,0,0,44
5114524,33,3,0,0,0,0,0,41
5114525,54,3,0,0,0,0,0,59
5114526,43,3,0,0,0,0,0,47
5114527,51,7,0,0,0,0,0,60
5114528,29,4,0,0,0,0,0,36
5114529,42,0,0,0,0,0,0,42
5114530,47,3,0,0,0,0,0,48
5114531,0,0,0,0,0,0,0,0
5114601,45,5,0,0,0,0,0,47
5114602,48,0,0,0,0,0,0,49
5114603,40,0,0,0,0,0,0,40
5114604,39,4,0,4,0,0,0,46
5114605,38,3,0,0,0,0,0,45
5114606,54,7,0,0,0,0,0,59
5114607,41,0,0,0,0,0,0,49
5114608,3,0,0,0,0,0,0,3
5114609,23,3,0,0,0,0,0,31
5114610,43,6,0,3,0,0,0,56
5114611,23,0,0,0,0,0,0,27
5114612,50,0,0,3,0,0,0,53
5114613,45,4,0,0,0,0,0,53
5114614,55,3,0,0,0,0,0,61
5114615,53,8,3,0,0,0,0,60
5114616,49,3,0,0,0,0,0,50
5114617,62,3,0,0,0,0,0,66
5114618,44,3,0,0,0,0,0,45
5114619,26,4,0,0,0,0,0,29
5114620,50,0,0,0,0,0,0,51
5114621,80,4,0,0,0,0,0,84
5114622,36,0,0,0,0,0,0,37
5114623,38,3,0,0,0,0,0,45
5114624,42,0,0,0,0,0,0,41
5114625,47,0,0,0,0,0,0,48
5114626,43,0,0,0,0,0,0,41
5114627,48,0,0,0,0,0,0,47
5114628,0,0,0,0,0,0,0,0
5114629,5,0,0,0,0,0,0,5
5114630,0,0,0,0,0,0,0,0
5114701,15,0,0,0,0,0,0,17
5114702,42,0,0,0,0,0,0,42
5114703,51,5,0,0,0,0,0,49
5114704,29,0,0,0,0,0,0,33
5114705,40,5,0,0,0,0,0,45
5114706,38,0,0,0,0,0,0,40
5114707,32,3,0,0,0,0,0,38
5114708,56,5,0,0,0,0,0,62
5114709,21,0,0,0,0,0,0,21
5114710,70,0,4,0,0,0,0,74
5114711,31,0,3,0,0,0,0,31
5114712,61,3,0,0,0,0,0,64
5114713,58,0,0,0,0,0,0,62
5114714,44,0,0,0,0,0,0,50
5114715,41,0,3,0,0,0,0,47
5114716,51,0,0,0,0,0,0,57
5114717,39,0,0,0,0,0,0,44
5114718,57,0,0,0,0,0,0,57
5114719,10,0,0,0,0,0,0,12
5114720,69,3,0,0,0,0,0,70
5114721,0,0,0,0,0,0,0,0
5114722,25,0,0,0,0,0,0,30
5114723,33,0,0,0,0,0,0,34
5114724,48,5,0,0,0,0,0,54
5114725,48,0,0,0,0,0,0,46
5114726,30,3,0,0,0,0,0,36
5114727,22,0,0,0,0,0,0,23
5114728,23,3,0,0,0,0,0,24
5114729,19,0,0,0,0,0,0,19
5114730,60,5,0,0,0,0,0,62
5114731,35,0,0,0,0,0,0,37
5114732,39,3,0,0,0,0,0,39
5114733,37,0,0,0,0,0,0,39
5114734,44,4,0,4,0,0,0,53
5114735,39,0,0,0,0,0,0,43
5114736,75,0,3,0,0,0,0,85
5114737,59,0,0,0,0,0,0,64
5114738,0,0,0,0,0,0,0,0
5114739,19,0,0,0,0,0,0,19
5114740,38,0,3,0,0,0,0,43
5114741,31,5,0,0,0,0,0,30
5114742,35,0,0,0,0,0,0,35
5114743,24,0,0,0,0,0,0,30
5114803,82,0,0,0,0,0,0,79
5114806,132,3,0,0,0,0,0,135
5114807,127,6,12,0,0,0,0,149
5114808,75,0,0,3,0,0,0,79
5114809,108,6,3,0,0,0,0,120
5114810,82,10,3,0,0,0,0,95
5114811,93,7,8,0,0,0,0,104
5114812,54,3,4,0,0,0,0,56
5114813,57,4,3,3,0,0,0,63
5114814,34,0,7,0,0,0,0,42
5114815,49,5,0,0,0,0,0,59
5114816,89,9,3,4,0,0,0,106
5114817,73,3,0,0,0,0,0,77
5114818,74,10,4,0,0,0,0,89
5114819,65,3,9,3,0,0,0,81
5114820,55,0,0,0,0,0,0,57
5114821,126,10,7,3,0,0,0,144
5114822,44,5,3,0,0,0,0,55
5114823,69,0,5,0,0,0,0,77
5114824,90,4,3,0,0,0,0,94
5114825,94,0,3,3,0,0,0,106
5114826,79,3,0,0,0,0,0,85
5114827,96,4,5,0,0,0,0,100
5114828,88,6,3,0,0,0,0,97
5114829,113,3,8,0,0,0,0,119
5114830,0,0,0,0,0,0,0,0
5114831,81,3,3,0,0,0,0,86
5114832,44,11,0,0,0,0,0,55
5114833,58,5,4,0,0,0,0,64
5114834,111,5,0,3,0,0,0,120
5114835,125,4,8,0,0,0,0,136
5114836,68,3,3,0,0,0,0,75
5114837,88,4,9,0,0,0,0,97
5115001,0,0,0,0,0,0,0,0
5115101,0,0,0,0,0,0,0,0
5115202,60,0,5,3,0,0,0,68
5115203,37,3,0,0,0,0,0,38
5115204,58,4,3,0,0,0,0,67
5115205,60,0,4,6,0,0,0,66
5115206,73,4,0,0,0,0,0,79
5115207,54,3,0,0,0,0,0,62
5115208,29,0,0,0,0,0,0,30
5115209,94,7,3,0,0,0,0,104
5115210,0,0,0,0,0,0,0,3
5115211,212,12,8,0,0,0,0,234
5115212,109,4,3,0,0,0,0,118
5115213,37,3,3,0,0,0,0,44
5115214,35,3,0,0,0,0,0,41
5115215,69,3,4,0,0,0,0,73
5115216,97,3,0,0,0,0,0,103
5115217,40,3,0,0,0,0,0,43
5115218,80,5,3,0,0,0,0,84
5115301,55,3,0,0,0,0,0,54
5115302,33,0,0,0,0,0,0,34
5115303,54,4,0,0,0,0,0,62
5115304,21,6,0,0,0,0,0,26
5115305,25,7,0,0,0,0,0,33
5115306,59,0,0,0,0,0,0,59
5115307,38,0,0,0,0,0,0,46
5115308,48,0,0,3,0,0,0,54
5115309,19,3,0,0,0,0,0,24
5115310,20,3,0,0,0,0,0,27
5115311,20,0,3,0,0,0,0,25
5115312,69,4,6,0,0,0,0,74
5115313,35,3,4,0,0,0,0,41
5115314,23,3,0,0,0,0,0,32
5115315,32,0,0,0,0,0,0,36
5115316,33,3,0,0,0,0,0,41
5115317,31,0,0,0,0,0,0,39
5115318,40,4,0,0,0,0,0,46
5115319,71,7,4,0,0,0,0,81
5115320,41,4,0,0,0,0,0,47
5115401,41,4,0,0,0,0,0,38
5115402,29,0,3,0,0,0,0,35
5115403,47,3,0,0,0,0,0,58
5115404,57,3,3,0,0,0,0,67
5115405,35,3,3,0,0,0,0,39
5115406,20,0,0,0,0,0,0,20
5115407,41,5,3,0,0,0,0,48
5115408,42,10,0,0,0,0,0,49
5115409,30,7,0,0,0,0,0,32
5115410,45,0,0,0,0,0,0,46
5115411,50,9,3,0,0,0,0,65
5115412,42,6,3,0,0,0,0,57
5115413,46,0,0,0,0,0,0,45
5115414,26,3,0,0,0,0,0,33
5115415,46,7,4,0,0,0,0,50
5115416,46,3,3,0,0,0,0,48
5115417,23,0,0,0,0,0,0,27
5115418,36,0,6,0,0,0,0,43
5115419,21,3,0,0,0,0,0,28
5115420,28,3,0,0,0,0,0,35
5115421,58,11,3,0,0,0,0,71
5115501,0,0,0,0,0,0,0,0
5115801,150,8,3,0,0,0,0,169
5115802,100,9,0,0,0,0,0,109
5115803,3,0,0,0,0,0,0,3
5115901,36,0,0,0,0,0,0,37
5115902,36,4,0,0,0,0,0,44
5115903,30,3,0,3,0,0,0,37
5115904,50,3,3,0,0,0,0,57
5115905,45,0,0,0,0,0,0,49
5115906,24,0,0,0,0,0,0,28
5115907,30,4,0,0,0,0,0,37
5115908,36,3,3,0,0,0,0,47
5115909,41,10,3,0,0,0,0,49
5115910,62,3,0,3,0,0,0,68
5115911,44,3,0,0,0,0,0,50
5115912,66,0,5,0,0,0,0,80
5115913,40,5,0,0,0,0,0,41
5115914,51,6,0,3,0,0,0,57
5115915,32,0,0,0,0,0,0,40
5115916,72,3,3,0,0,0,0,76
5115917,31,3,0,0,0,0,0,34
5115918,45,5,3,0,0,0,0,53
5115919,74,3,0,3,0,0,0,85
5115920,91,5,0,3,0,0,0,98
5115921,52,5,0,0,0,0,0,53
5115922,25,4,3,0,0,0,0,37
5115923,34,0,4,0,0,0,0,39
5115924,71,3,4,0,0,0,0,77
5115925,46,5,3,0,0,0,0,53
5116001,36,3,3,0,0,0,0,44
5116002,54,7,5,0,0,0,0,61
5116003,22,3,0,0,0,0,0,22
5116004,42,0,0,0,0,0,0,51
5116005,40,3,0,0,0,0,0,44
5116006,30,3,0,0,0,0,0,40
5116007,35,3,0,0,0,0,0,40
5116008,29,3,0,0,0,0,0,34
5116009,61,0,3,0,0,0,0,62
5116010,54,3,0,0,0,0,0,59
5116011,59,0,0,0,0,0,0,66
5116012,31,5,0,0,0,0,0,35
5116013,61,4,0,0,0,0,0,64
5116014,32,3,3,0,0,0,3,40
5116015,28,0,3,0,0,0,0,35
5116016,44,3,0,0,0,0,0,51
5116017,35,0,0,0,0,0,0,35
5116018,20,0,0,0,0,0,0,22
5116019,44,4,0,0,0,0,0,47
5116020,62,3,3,0,0,0,0,65
5116021,29,4,0,0,0,0,0,35
5116022,31,0,0,0,0,0,0,26
5116023,115,15,3,0,0,0,0,126
5116101,64,6,10,0,0,0,0,82
5116102,76,3,4,0,0,0,0,75
5116103,58,3,3,0,0,0,0,62
5116105,60,8,6,0,0,0,0,74
5116106,54,3,4,3,0,0,0,64
5116107,40,7,3,0,0,0,0,48
5116108,82,12,0,0,0,0,0,88
5116110,66,3,0,0,0,0,0,72
5116112,34,0,3,0,0,0,0,36
5116114,35,3,0,0,0,0,0,41
5116115,74,4,4,0,0,0,0,88
5116116,77,6,0,0,0,0,0,77
5116117,85,5,4,0,0,0,0,90
5116118,40,4,5,0,0,0,0,46
5116119,46,0,0,0,0,0,0,49
5116120,15,3,0,0,0,0,0,17
5116121,64,3,0,0,0,0,0,70
5116122,60,3,3,0,0,0,0,70
5116123,145,4,10,3,0,0,0,158
5116124,54,0,0,0,0,0,0,59
5116125,61,3,0,4,0,0,0,70
5116126,159,4,6,3,0,0,0,172
5116127,80,5,3,0,0,0,0,87
5116128,45,3,3,0,0,0,0,59
5116129,57,0,0,0,0,0,0,62
5116130,89,6,4,0,0,0,0,102
5116131,76,0,3,0,0,0,0,78
5116132,116,7,5,0,0,0,0,125
5116133,88,11,6,0,0,0,0,99
5116301,18,0,0,0,0,0,0,23
5116302,103,14,8,0,0,0,0,121
5116303,109,5,3,0,0,0,0,122
5116304,0,0,0,0,0,0,0,0
5116305,67,3,3,3,0,0,0,77
5116306,49,3,4,0,0,0,0,60
