SA1_7DIGITCODE_2016,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85,M_Tot_LF_Tot,M_N_the_LF_15_19,M_N_the_LF_20_24,M_N_the_LF_25_34,M_N_the_LF_35_44,M_N_the_LF_45_54,M_N_the_LF_55_64,M_N_the_LF_65_74,M_N_the_LF_75_84,M_N_the_LF_85,M_N_the_LF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19,F_Tot_emp_20_24,F_Tot_emp_25_34,F_Tot_emp_35_44,F_Tot_emp_45_54,F_Tot_emp_55_64,F_Tot_emp_65_74,F_Tot_emp_75_84,F_Tot_emp_85_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85,F_Tot_unemp_Total
5100217,0,0,12,20,6,11,0,0,0,46,0,0,3,4,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,11,10,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,3,3,19,18,15,16,0,0,0,72,3,0,3,0,6,7,17,9,3,38,0,0,0,0,0,0,0,0,0,3,3,3,21,23,17,17,19,9,3,117,0,0,6,3,8,9,0,0,0,25,3,0,7,6,10,4,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,11,19,13,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
5100218,0,3,7,9,9,3,0,0,0,40,0,0,3,4,0,5,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,13,11,12,8,0,0,0,57,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,7,13,11,12,12,0,0,0,63,3,3,0,0,5,0,6,14,0,41,0,0,0,0,0,0,0,0,0,0,6,10,13,14,16,14,10,16,0,103,0,0,3,3,9,0,0,0,0,21,6,0,0,5,5,10,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,11,8,12,0,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
5100219,0,3,11,12,15,13,0,0,0,52,3,0,3,0,3,12,7,0,0,31,0,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,15,12,18,20,6,0,0,87,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,3,3,20,20,20,23,6,0,0,99,3,0,0,0,0,4,32,11,3,52,0,0,0,0,0,0,0,0,0,6,5,3,22,16,21,28,39,13,3,159,0,4,11,0,10,6,0,0,0,31,0,8,5,10,9,8,4,0,0,49,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,12,14,13,25,12,4,0,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,7
5100220,3,7,8,12,9,15,3,0,0,57,3,4,7,5,4,3,3,0,0,37,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,11,19,17,19,20,5,0,0,98,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,8,15,16,17,19,24,11,0,0,105,3,0,5,5,3,7,20,16,16,80,0,0,0,3,0,0,3,0,0,8,11,19,21,30,19,34,29,18,12,195,0,6,9,8,8,12,0,0,0,49,3,0,9,12,10,14,5,0,0,49,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,15,19,23,25,5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
5100222,0,5,6,21,23,17,0,0,0,72,3,4,0,3,9,4,3,0,0,27,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,8,12,22,31,31,3,0,0,105,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,12,22,30,29,6,0,0,111,9,0,0,0,3,4,16,7,0,35,0,0,0,0,0,4,0,0,0,5,9,8,8,24,28,36,17,9,0,150,3,0,0,10,9,0,0,0,0,28,5,6,4,19,22,10,5,0,0,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,5,3,30,38,13,5,0,0,98,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,5
5100223,0,7,0,8,20,4,0,0,0,44,5,0,0,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,14,26,13,0,0,0,65,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,9,4,19,26,12,0,0,0,72,4,0,0,0,3,3,17,3,0,29,0,0,3,0,3,0,0,0,0,15,17,13,5,16,33,18,15,8,0,118,3,0,7,3,13,0,0,0,0,21,0,3,0,8,17,5,3,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,7,14,29,11,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
5100224,5,9,9,20,7,10,3,0,0,58,6,0,5,0,4,4,0,0,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,8,11,13,22,19,12,7,0,0,87,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,8,14,14,25,19,12,7,0,0,95,9,0,0,0,0,14,12,4,0,40,0,0,0,0,0,0,0,0,0,3,12,18,14,22,19,29,17,9,0,141,0,3,0,10,3,4,0,0,0,19,6,3,8,18,6,7,3,0,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,8,8,30,15,16,3,0,0,80,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
5100226,0,5,3,15,18,15,3,0,0,61,0,0,4,0,7,3,8,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,3,18,25,16,5,0,0,81,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,3,18,25,16,7,0,0,90,8,0,0,0,3,8,16,11,0,47,0,0,0,0,3,0,0,0,0,11,16,10,3,17,31,26,29,14,0,141,3,3,6,7,9,8,0,0,0,33,4,6,4,5,9,10,4,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,9,11,24,20,4,0,0,87,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
5100227,0,0,3,5,8,7,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,10,7,0,0,0,37,3,0,0,3,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,7,3,3,10,12,7,7,0,0,45,0,0,0,3,7,0,0,0,0,12,3,0,3,0,8,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,13,6,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100229,3,3,24,26,22,11,0,0,0,95,4,0,3,3,3,5,3,0,0,21,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,7,7,24,34,23,18,3,0,0,123,3,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,11,11,7,24,34,24,26,3,0,0,135,3,0,0,0,4,9,20,13,0,51,0,0,0,0,3,0,3,0,0,8,22,7,32,32,32,35,26,13,0,192,5,0,9,11,13,8,0,0,0,46,13,3,12,20,16,6,7,0,0,69,0,0,3,3,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,17,5,22,36,35,14,9,0,0,135,0,0,0,0,0,4,0,0,0,4,3,3,0,3,0,0,0,0,0,9,3,3,0,3,0,4,0,0,0,8
5100230,0,0,3,3,12,12,3,0,0,27,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,11,13,3,0,0,36,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,7,3,15,9,3,0,0,41,3,0,0,0,0,8,18,24,27,80,0,0,0,0,0,5,5,0,0,11,3,0,7,7,13,22,26,23,30,136,0,0,0,3,3,3,0,0,0,12,3,0,3,9,4,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,8,9,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
5100231,0,3,17,23,18,11,0,0,0,81,3,0,3,4,3,7,0,0,0,17,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,20,27,27,19,3,0,0,108,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,3,20,32,27,21,3,0,0,114,7,3,0,0,0,5,20,3,0,42,0,0,0,0,0,0,0,0,0,3,14,4,20,32,30,25,18,7,0,154,7,0,5,6,14,8,0,0,0,43,7,4,9,18,6,8,0,0,0,59,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,4,17,10,20,33,21,20,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,8
5100232,0,3,9,11,12,10,0,0,0,39,9,0,0,3,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,3,6,15,13,12,3,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,6,16,13,13,3,0,0,65,0,0,0,0,0,6,14,3,0,25,0,0,0,0,0,0,0,0,0,0,12,3,6,16,13,13,19,3,0,90,0,3,0,8,3,6,0,0,0,24,3,0,4,7,7,4,0,0,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,3,3,13,19,15,0,0,0,59,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4
5100233,0,3,7,12,12,20,0,0,0,54,5,0,3,3,0,3,3,0,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,11,21,11,24,6,0,0,80,5,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,7,3,11,18,12,24,6,0,0,86,3,0,0,0,6,7,9,7,0,39,0,0,0,0,3,3,0,0,0,9,15,3,11,23,18,28,20,13,0,133,0,4,8,3,8,5,4,0,0,28,7,3,12,9,5,17,3,0,0,55,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,8,21,10,16,22,3,0,0,85,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,5
5100234,0,15,37,34,15,13,4,4,0,128,3,3,6,6,0,11,4,0,0,40,0,0,0,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,18,46,45,23,25,8,0,0,177,0,0,6,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,10,9,17,51,52,23,31,8,0,0,194,7,3,8,3,5,14,18,13,3,74,3,7,19,22,22,35,16,8,0,131,19,33,73,77,47,78,50,18,3,399,3,11,20,18,13,5,0,0,0,70,10,9,22,19,7,18,0,3,0,91,3,0,4,0,8,3,0,0,0,14,0,0,0,0,0,0,0,0,0,5,11,19,45,38,26,22,4,3,0,179,0,0,4,0,4,0,0,0,0,9,0,0,3,3,0,0,0,0,0,6,0,3,3,3,4,0,0,0,0,14
5100235,3,3,12,10,15,11,0,0,0,52,3,4,0,4,4,3,0,3,0,26,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6,13,14,20,16,3,3,0,78,6,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,0,0,12,14,8,15,16,20,16,3,3,0,95,6,4,4,3,8,10,21,15,0,71,0,0,0,0,0,0,0,0,0,7,24,10,19,16,34,28,26,12,3,180,0,0,4,3,0,11,0,0,0,23,7,7,4,13,20,13,4,0,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,13,15,22,19,5,0,0,89,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,13
5100236,0,4,5,17,7,3,3,0,0,49,3,0,5,3,6,0,0,0,0,23,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,5,7,12,25,17,11,7,0,0,81,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,5,7,14,27,19,11,7,0,0,91,14,3,0,8,3,7,23,4,3,62,0,3,3,3,0,0,0,0,0,10,20,14,13,37,22,19,28,3,3,160,0,4,3,3,13,4,0,0,0,30,3,3,11,22,12,12,0,0,0,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,4,15,29,23,16,0,0,0,91,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,9
5100237,0,3,25,21,19,35,7,0,0,105,4,3,6,4,5,14,3,0,0,35,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,9,26,24,32,47,14,0,0,151,4,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,8,8,29,24,30,47,14,0,0,160,7,0,0,3,5,17,27,16,8,81,0,0,12,3,3,8,5,8,0,40,14,8,40,34,39,78,41,20,6,279,0,4,9,9,25,12,0,0,0,62,9,3,7,14,21,23,3,0,0,72,0,0,3,3,4,3,0,0,0,19,0,0,0,0,0,0,3,0,0,8,9,9,17,25,47,41,3,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4
5100238,3,4,9,15,11,12,3,0,0,59,4,0,3,0,3,6,4,0,0,22,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,8,5,11,21,18,21,6,0,0,91,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,9,5,11,25,18,23,6,0,0,99,3,0,0,0,4,6,11,8,4,34,0,0,0,0,0,0,0,3,0,3,16,5,11,23,19,28,24,13,4,141,0,3,4,7,9,4,0,0,0,24,8,0,3,10,11,5,6,0,0,41,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,3,7,20,22,11,6,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100239,0,3,3,6,13,13,0,0,0,33,3,0,3,0,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,14,17,5,0,0,54,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,3,6,4,7,16,17,5,0,0,59,3,0,4,0,0,0,10,4,5,24,0,0,0,0,0,0,0,0,0,11,8,8,7,12,17,17,14,4,5,92,0,0,0,6,7,3,0,0,0,21,0,0,0,4,4,5,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,14,15,9,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
5100240,4,0,20,22,12,4,3,0,0,63,0,3,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,5,25,22,9,9,3,0,0,81,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,28,22,15,15,3,0,0,88,7,3,4,0,0,9,18,11,0,49,0,0,3,3,0,4,3,0,0,14,14,8,36,28,14,20,25,11,0,149,0,4,7,9,3,3,0,0,0,26,0,0,8,12,7,7,0,0,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,13,20,14,10,0,0,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,10
5100241,0,7,15,9,12,7,0,0,0,56,9,0,7,3,4,7,3,0,0,33,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,7,20,14,22,13,9,0,0,95,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,5,5,20,17,22,13,9,0,0,99,8,0,0,0,3,0,8,7,4,37,0,0,0,0,3,3,0,0,0,7,16,9,22,23,27,23,19,7,4,144,0,0,8,11,9,4,3,0,0,36,4,5,3,16,8,9,3,0,0,46,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,9,16,21,22,16,4,0,0,87,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
5100243,3,4,12,10,26,15,0,0,0,80,6,0,3,4,5,4,4,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,8,17,17,34,17,3,0,0,109,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,15,8,16,20,35,21,3,0,0,109,10,3,0,0,6,3,9,4,0,42,0,0,0,0,0,0,0,0,0,7,23,10,23,24,37,20,13,10,0,159,0,4,0,11,11,3,0,0,0,23,6,3,6,12,14,8,3,0,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,7,15,18,26,16,3,0,0,90,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6
5100244,4,6,6,20,24,8,3,0,0,73,3,0,4,0,6,8,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,6,15,21,29,17,3,0,0,101,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8,17,6,15,23,32,19,3,0,0,112,13,0,3,0,0,4,12,6,3,45,0,0,3,0,0,0,0,0,0,6,27,14,20,24,35,20,18,6,3,161,0,3,7,5,11,10,0,0,0,37,13,0,11,18,18,8,3,0,0,65,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,3,16,33,26,16,3,0,0,114,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9
5100246,3,10,3,3,7,6,0,0,0,30,5,0,0,0,0,8,4,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,3,3,7,11,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,14,11,4,0,0,50,0,0,0,0,0,0,10,7,0,21,0,0,0,0,0,0,0,0,0,3,4,10,3,3,14,16,10,7,0,74,0,0,0,4,6,4,0,0,0,17,0,5,3,3,12,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,18,8,3,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5100247,0,0,7,9,21,19,3,0,0,56,4,0,3,3,3,6,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,7,10,17,31,3,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,10,17,29,3,3,0,79,3,0,0,0,0,4,27,13,4,53,0,0,0,0,0,3,0,3,0,6,5,0,7,10,21,34,34,17,4,134,0,0,3,5,11,9,0,0,0,29,0,3,7,6,9,12,4,0,0,47,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,14,24,27,5,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
