SA2_MAINCODE_2016,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
511031278,97,203,413,358,375,309,59,3,3,1830,0,0,0,0,0,0,0,0,0,0,0,11,54,34,31,13,0,0,0,140,0,3,3,3,9,7,0,0,0,26,0,0,0,3,0,0,0,0,0,3,0,3,11,4,8,0,0,0,0,26,0,0,8,11,7,3,0,0,0,28,30,23,21,42,44,18,0,0,0,183,18,15,34,24,40,12,8,0,0,156,3,5,9,8,14,18,0,0,0,61,8,3,3,0,0,0,0,0,0,19,0,0,10,3,0,0,3,0,0,20,0,7,8,3,3,3,0,0,0,22,0,0,16,6,9,6,0,0,0,43,0,4,18,12,19,7,0,0,0,62,0,4,18,22,14,9,3,0,0,64,0,7,16,39,42,25,4,0,0,136,5,14,43,32,56,37,3,0,0,207,3,0,3,7,5,3,0,0,0,23,6,6,8,11,9,8,0,0,0,62
511031279,200,342,1022,898,874,576,122,6,0,4049,0,0,0,0,0,3,0,0,0,5,0,23,89,99,48,23,9,0,0,285,4,0,15,21,12,7,3,0,0,62,0,0,5,3,3,0,0,0,0,11,0,6,13,19,23,11,0,0,0,65,0,3,13,9,20,7,0,0,0,44,87,41,73,66,66,53,5,0,0,387,51,36,69,62,47,27,3,0,0,300,0,10,17,21,35,23,3,0,0,114,7,0,6,3,0,0,0,0,0,21,4,4,28,12,10,3,4,0,0,57,3,8,13,11,6,3,0,0,0,60,3,9,20,19,25,6,3,0,0,90,3,8,27,37,30,20,6,0,0,135,4,13,61,44,49,18,8,0,0,188,0,30,103,106,98,61,8,0,0,401,9,46,114,138,100,103,12,0,0,516,4,6,11,7,12,4,0,0,0,48,15,14,27,28,24,14,0,0,0,121
511031280,107,213,684,571,488,320,74,7,0,2456,0,0,0,0,0,0,0,0,0,5,3,21,97,52,40,10,0,0,0,221,0,0,11,9,9,6,0,0,0,41,0,0,0,0,0,0,0,0,0,3,3,3,17,15,17,3,0,0,0,54,0,0,10,3,8,4,0,0,0,28,46,31,49,50,47,33,6,0,0,261,32,13,20,20,19,21,3,0,0,129,3,6,11,14,13,8,3,0,0,54,0,8,8,7,0,0,0,0,0,18,3,5,16,8,8,3,0,0,0,40,3,6,13,12,8,9,0,0,0,61,0,8,18,19,18,6,3,0,0,76,9,6,17,24,11,18,0,0,0,85,3,13,42,39,35,17,4,0,0,151,0,19,77,86,101,40,5,3,0,320,14,20,98,72,65,62,7,0,0,340,3,7,9,5,3,0,0,0,0,28,11,5,19,18,15,5,3,0,0,78
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,31,108,459,360,438,283,60,5,0,1752,0,3,7,3,5,3,4,0,0,19,3,10,48,32,40,9,0,0,0,145,0,3,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,0,0,13,0,0,0,0,3,0,0,0,0,4,16,10,25,16,27,17,3,0,0,111,5,15,27,14,21,17,3,0,0,111,0,0,3,0,11,4,0,0,0,23,3,0,0,0,0,0,0,0,0,5,0,0,7,3,0,4,0,0,0,8,3,3,0,6,0,0,0,0,0,12,0,0,3,0,3,6,0,0,0,17,0,3,7,8,11,7,0,0,0,37,3,5,20,18,15,14,0,0,0,67,0,12,11,21,30,24,0,0,0,107,0,6,12,21,26,22,3,0,0,89,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,22
511031283,25,191,917,781,726,425,65,3,0,3133,0,0,3,4,0,10,0,0,0,11,0,28,119,50,64,25,0,0,0,288,0,0,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,15,0,0,4,0,0,0,0,0,0,5,3,3,9,4,5,8,0,0,0,28,0,12,26,7,14,10,0,0,0,66,0,0,3,3,0,3,0,0,0,6,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,6,12,11,9,3,0,0,0,46,0,4,21,20,17,16,4,0,0,80,3,5,35,24,26,13,3,0,0,103,0,9,16,19,19,29,9,0,0,108,0,0,0,0,3,0,0,0,0,3,0,3,12,4,3,10,0,0,0,32
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,127,219,425,452,522,453,117,22,0,2349,0,0,6,3,8,11,0,3,0,34,0,3,5,3,3,0,0,0,0,24,7,3,12,4,12,12,0,0,0,44,0,0,0,0,4,0,0,0,0,9,3,0,7,7,14,10,3,0,0,48,0,3,5,13,9,0,0,0,0,33,50,37,44,42,62,48,13,0,0,293,51,32,47,49,40,23,3,3,0,243,0,7,13,13,12,14,0,0,0,54,6,3,3,0,0,5,3,0,0,25,0,4,14,3,20,12,0,0,0,47,0,3,8,5,11,6,3,0,0,41,4,5,22,18,25,10,0,0,0,88,0,9,13,12,26,9,5,0,0,75,4,11,23,30,33,37,0,0,0,136,7,16,49,62,116,75,15,0,0,337,13,36,104,108,115,132,26,0,0,541,3,3,4,12,0,4,3,0,0,29,6,11,17,15,14,18,6,3,0,92
511041286,132,121,249,284,398,267,50,5,0,1504,0,3,9,4,3,7,0,0,0,26,0,3,7,3,3,4,0,0,0,20,3,0,4,8,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,3,4,3,20,12,4,0,0,0,49,0,5,3,7,6,0,0,0,0,16,51,21,46,54,57,26,5,0,0,256,39,19,14,14,22,12,0,0,0,120,0,4,4,9,23,10,0,0,0,49,0,0,3,0,4,0,0,0,0,11,0,3,9,3,3,3,0,0,0,17,3,3,9,5,10,3,0,0,0,28,0,9,16,21,15,6,0,0,0,60,0,6,12,11,13,14,3,0,0,63,0,3,18,12,11,16,0,0,0,64,3,3,17,61,72,37,3,0,0,197,11,27,46,69,74,63,13,0,0,301,9,0,0,3,4,7,0,0,0,25,8,4,14,24,24,8,0,0,0,77
511041287,95,139,367,367,399,240,85,8,0,1698,0,0,0,8,0,4,0,0,0,20,0,0,6,3,6,0,0,0,0,24,0,0,6,8,3,4,0,0,0,23,0,0,0,0,0,0,0,0,0,3,4,3,9,11,18,7,6,0,0,54,0,6,9,7,6,0,0,0,0,28,59,17,40,40,60,28,4,0,0,251,37,21,26,19,23,6,0,0,0,128,0,4,14,14,18,11,0,0,0,59,0,0,3,0,0,3,0,0,0,7,0,4,14,11,9,3,0,0,0,39,0,6,7,6,11,5,0,0,0,36,0,4,15,22,21,9,3,0,0,77,0,4,12,13,20,12,3,0,0,70,3,3,20,30,34,12,0,0,0,111,3,15,50,73,106,40,5,0,0,292,13,30,64,69,90,63,11,0,0,339,0,0,4,3,0,5,0,0,0,16,9,9,17,9,13,12,0,0,0,63
511041288,148,193,484,528,521,379,92,15,0,2364,0,0,8,11,9,4,6,0,0,30,0,3,4,0,6,0,0,0,0,16,0,0,4,3,5,5,0,0,0,24,0,0,0,3,0,0,0,0,0,5,0,6,12,14,14,7,3,0,0,56,0,0,4,9,3,3,0,0,0,21,83,31,57,53,73,38,7,0,0,339,61,26,29,42,36,21,5,0,0,225,3,8,11,4,9,11,7,0,0,57,3,0,3,0,0,0,0,0,0,11,0,3,22,15,19,4,0,0,0,65,0,12,8,9,10,12,0,0,0,49,4,15,29,12,24,17,0,0,0,103,0,3,15,10,23,16,0,0,0,64,0,9,34,51,54,34,10,0,0,184,0,8,76,120,124,69,11,0,0,411,10,42,106,142,124,105,19,0,0,538,0,3,3,6,6,4,0,0,0,28,6,17,29,15,12,11,7,0,0,97
511041289,33,37,120,138,188,159,59,17,3,750,0,0,0,3,9,17,17,0,0,48,0,0,0,6,4,3,0,0,0,17,3,3,0,7,7,3,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,3,6,10,5,0,0,0,26,0,0,0,0,3,0,0,0,0,6,9,0,15,14,29,16,3,0,0,88,14,3,8,21,18,15,4,0,0,91,0,3,0,8,10,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,15,0,0,0,0,3,0,3,0,0,14,0,4,7,10,4,0,0,0,0,27,0,0,4,7,6,5,0,0,0,27,0,0,5,11,9,7,0,0,0,33,0,7,6,25,30,24,3,0,0,95,0,0,11,15,17,33,7,0,0,84,0,0,0,3,0,0,0,0,0,5,0,3,8,8,7,4,0,0,0,27
511041290,14,135,607,494,494,316,88,3,0,2139,3,3,5,3,9,12,5,0,0,44,0,15,69,39,34,21,0,0,0,177,0,0,10,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,7,0,0,0,25,5,8,20,7,25,9,3,0,0,80,0,0,5,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,10,0,5,10,8,8,6,4,0,0,47,0,3,5,7,17,17,3,0,0,56,0,10,21,14,24,18,3,0,0,92,0,0,10,6,15,30,9,0,0,61,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3
511041291,32,72,292,272,327,317,99,14,0,1426,3,8,23,37,34,44,31,8,0,180,0,0,15,14,13,5,0,0,0,43,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,0,0,17,0,0,0,0,6,0,0,0,0,12,4,4,9,5,10,13,0,0,0,55,4,0,16,7,10,15,0,0,0,52,0,0,0,8,13,8,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,19,0,3,0,0,6,3,0,0,0,14,3,0,16,9,21,11,0,0,0,58,0,15,17,40,36,40,9,0,0,151,0,13,14,16,21,16,3,0,0,88,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
511041292,46,83,214,236,367,347,153,26,0,1472,3,3,18,28,36,39,40,4,0,162,0,0,0,3,5,0,0,0,0,11,0,0,0,0,6,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,6,6,10,6,0,0,0,30,0,3,5,0,4,3,0,0,0,12,16,12,14,29,35,27,0,0,0,132,10,19,21,29,42,30,7,0,0,156,0,0,0,9,4,13,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,0,17,0,3,0,0,4,6,3,0,0,26,0,4,7,7,3,11,3,0,0,33,0,0,4,10,14,9,4,0,0,46,0,5,14,17,18,14,3,0,0,66,5,14,21,47,66,36,9,0,0,195,0,11,25,29,64,50,14,0,0,202,0,0,0,6,4,0,0,0,0,9,3,3,6,9,14,11,3,0,0,49
597979799,3,68,542,614,564,312,41,3,3,2145,0,3,0,0,4,3,0,0,0,14,0,6,15,6,5,0,0,0,0,34,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,11,0,3,10,3,5,9,0,0,0,35,3,5,15,14,10,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,10,0,6,9,3,0,0,0,0,0,20,0,0,3,0,0,3,0,0,0,4,0,0,0,8,3,5,3,0,0,24,0,3,3,0,11,14,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
