SA2_MAINCODE_2016,R_0_74_RE_agent,R_0_74_StateTer_HAuthority,R_0_74_Person_not_same_hh,R_0_74_HouCoOp_ComChuGrp,R_0_74_Oth_type,R_0_74_Not_stated,R_0_74_Total,R_75_99_RE_agent,R_75_99_StateTer_HAuthority,R_75_99_Person_not_same_hh,R_75_99_HouCoOp_ComChuGrp,R_75_99_Oth_type,R_75_99_Not_stated,R_75_99_Total,R_100_149_RE_agent,R_100_149_StateTer_HAuthority,R_100_149_Person_not_same_hh,R_100_149_HouCoOp_ComChuGrp,R_100_149_Oth_type,R_100_149_Not_stated,R_100_149_Total,R_150_199_RE_agent,R_150_199_StateTer_HAuthority,R_150_199_Person_not_same_hh,R_150_199_HouCoOp_ComChuGrp,R_150_199_Oth_type,R_150_199_Not_stated,R_150_199_Total,R_200_224_RE_agent,R_200_224_StateTer_HAuthority,R_200_224_Person_not_same_hh,R_200_224_HouCoOp_ComChuGrp,R_200_224_Oth_type,R_200_224_Not_stated,R_200_224_Total,R_225_274_RE_agent,R_225_274_StateTer_HAuthority,R_225_274_Person_not_same_hh,R_225_274_HouCoOp_ComChuGrp,R_225_274_Oth_type,R_225_274_Not_stated,R_225_274_Total,R_275_349_RE_agent,R_275_349_StateTer_HAuthority,R_275_349_Person_not_same_hh,R_275_349_HouCoOp_ComChuGrp,R_275_349_Oth_type,R_275_349_Not_stated,R_275_349_Total,R_350_449_RE_agent,R_350_449_StateTer_HAuthority,R_350_449_Person_not_same_hh,R_350_449_HouCoOp_ComChuGrp,R_350_449_Oth_type,R_350_449_Not_stated,R_350_449_Total,R_450_549_RE_agent,R_450_549_StateTer_HAuthority,R_450_549_Person_not_same_hh,R_450_549_HouCoOp_ComChuGrp,R_450_549_Oth_type,R_450_549_Not_stated,R_450_549_Total,R_550_649_RE_agent,R_550_649_StateTer_HAuthority,R_550_649_Person_not_same_hh,R_550_649_HouCoOp_ComChuGrp,R_550_649_Oth_type,R_550_649_Not_stated,R_550_649_Total,R_650_749_RE_agent,R_650_749_StateTer_HAuthority,R_650_749_Person_not_same_hh,R_650_749_HouCoOp_ComChuGrp,R_650_749_Oth_type,R_650_749_Not_stated,R_650_749_Total,R_750_849_RE_agent,R_750_849_StateTer_HAuthority,R_750_849_Person_not_same_hh,R_750_849_HouCoOp_ComChuGrp,R_750_849_Oth_type,R_750_849_Not_stated,R_750_849_Total,R_850_949_RE_agent,R_850_949_StateTer_HAuthority,R_850_949_Person_not_same_hh,R_850_949_HouCoOp_ComChuGrp,R_850_949_Oth_type,R_850_949_Not_stated,R_850_949_Total,R_950over_RE_agent,R_950over_StateTer_HAuthority,R_950over_Person_not_same_hh,R_950over_HouCoOp_ComChuGrp,R_950over_Oth_type,R_950over_Not_stated,R_950over_Total,R_NS_RE_agent,R_NS_StateTer_HAuthority,R_NS_Person_not_same_hh,R_NS_HouCoOp_ComChuGrp,R_NS_Oth_type,R_NS_Not_stated,R_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Person_not_same_hh,Total_HouCoOp_ComChuGrp,Total_Oth_type,Total_NS,Total_Total
507041184,0,0,14,0,0,3,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,7,0,0,0,12,26,0,14,0,0,0,41,49,0,3,0,0,0,52,18,0,9,0,0,0,24,8,0,0,0,0,0,8,3,0,0,0,0,0,3,4,0,0,0,0,0,4,7,0,7,0,0,0,12,117,0,69,0,0,5,193
507051185,0,0,31,0,6,17,60,0,3,0,0,0,0,3,3,0,11,0,5,0,21,8,3,15,0,17,0,38,8,0,18,0,19,0,45,10,3,14,0,81,0,109,217,0,66,0,23,0,318,1146,0,244,0,22,10,1428,219,0,75,0,8,0,302,19,0,6,0,0,0,30,9,0,3,0,0,0,13,5,0,3,0,0,0,11,0,0,0,0,0,0,0,4,0,3,0,0,0,10,13,3,13,4,6,4,50,1668,13,512,9,197,29,2425
507051186,0,3,9,0,0,5,18,0,6,3,0,0,0,3,7,31,10,0,0,0,50,0,31,20,5,0,0,59,3,20,20,3,0,0,43,26,7,36,0,3,0,67,198,6,108,0,6,0,323,141,0,73,0,6,0,213,3,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,9,8,0,7,0,28,379,115,283,10,19,10,819
507051187,0,0,10,0,0,5,21,0,3,0,4,0,0,5,3,19,3,0,0,0,25,3,18,11,0,3,0,32,0,10,10,0,0,0,21,3,7,13,0,34,0,56,89,8,56,0,6,0,157,416,0,138,0,8,3,566,60,0,22,0,3,0,91,8,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,4,3,0,31,595,75,282,11,60,10,1025
507051188,3,7,26,4,3,23,69,0,9,3,6,0,3,22,10,89,25,3,3,3,128,14,63,30,16,18,3,142,28,10,38,3,15,0,91,199,17,117,0,59,5,400,398,6,169,0,35,4,618,402,5,163,0,5,4,577,68,0,16,0,3,0,90,11,0,10,0,0,0,22,5,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,11,17,12,25,3,15,0,71,1173,211,624,39,164,51,2260
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,0,12,22,0,5,20,54,0,4,0,0,0,0,10,0,54,10,0,0,0,60,12,13,13,0,0,0,35,24,5,30,6,3,0,66,103,8,71,0,18,0,200,235,3,107,0,17,0,360,235,0,116,0,8,0,357,42,0,9,0,0,0,50,11,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,3,11,3,3,0,28,668,97,397,11,50,20,1244
507051191,0,0,18,0,3,3,29,0,0,0,0,0,0,0,0,0,3,0,3,0,8,4,0,10,0,0,0,11,0,0,8,0,3,0,12,8,6,17,0,39,0,75,132,0,62,0,16,0,209,538,0,134,0,6,0,682,166,0,42,0,0,0,212,36,0,6,0,0,0,47,10,0,0,0,0,0,10,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,11,0,3,3,23,910,15,311,0,73,11,1323
507051192,0,3,13,0,0,5,27,0,12,0,0,0,0,10,0,37,6,0,0,0,50,0,36,10,0,3,0,58,0,11,9,0,3,0,25,14,15,27,0,31,0,82,168,7,93,0,3,0,268,309,0,127,0,9,0,450,37,0,14,0,3,0,54,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,10,3,0,3,0,23,538,138,300,8,59,6,1048
507051193,0,0,15,0,0,10,23,0,9,0,0,0,0,11,0,55,7,0,0,0,62,3,35,10,3,0,0,55,0,9,14,0,0,0,31,9,10,24,0,4,0,46,183,10,111,0,10,0,311,273,5,106,0,7,0,386,27,0,9,0,0,0,36,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,10,3,0,0,34,510,140,311,12,24,11,1009
509011225,0,18,37,3,13,29,102,4,17,3,19,8,0,55,9,97,15,37,5,3,164,25,73,39,37,15,5,194,29,31,39,7,7,0,107,129,26,101,7,11,0,274,398,14,165,9,21,3,613,288,0,85,9,10,0,407,30,0,13,0,3,0,50,4,0,0,0,0,0,10,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,3,12,15,16,7,6,3,57,931,295,525,143,115,46,2047
509011226,0,0,28,0,13,30,72,0,0,0,0,0,0,4,6,0,20,0,3,0,28,3,0,16,0,4,0,22,0,0,13,0,0,0,12,6,0,23,0,7,0,36,8,0,13,0,3,0,25,6,0,6,0,0,0,10,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,14,45,0,129,0,28,33,233
509011227,0,3,9,0,5,9,22,0,0,0,0,0,0,3,0,13,11,0,0,0,23,0,11,9,3,3,0,26,0,10,5,0,4,0,19,0,18,14,3,0,0,36,60,3,40,0,3,0,106,89,0,32,0,0,0,125,13,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,167,60,120,7,19,8,379
509011228,0,0,21,0,13,27,52,0,5,3,3,0,0,9,0,30,18,0,0,0,54,6,26,18,10,7,0,66,4,9,19,3,3,0,38,15,7,36,5,4,0,67,87,6,62,0,4,0,150,55,0,35,0,3,0,94,3,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,6,4,0,11,0,0,0,20,188,79,223,21,40,30,580
509011229,0,3,24,0,47,32,106,0,4,5,0,7,0,20,0,16,26,6,9,0,62,5,11,21,9,14,0,55,10,3,11,0,8,0,36,6,3,8,0,3,0,24,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,25,23,41,111,14,109,33,335
509011230,4,6,23,3,15,23,72,0,4,7,0,4,0,16,26,22,24,12,11,3,95,39,24,22,0,12,0,104,21,11,11,0,3,0,48,33,9,23,0,13,0,80,22,8,25,0,5,0,48,5,3,4,0,3,0,17,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,8,0,0,10,0,31,159,101,144,15,73,25,522
509011231,0,7,31,0,51,36,130,0,9,3,6,0,4,18,5,22,27,3,18,0,81,15,12,45,0,11,0,83,6,4,21,0,7,3,36,8,8,22,0,4,0,39,4,0,13,0,0,0,17,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,19,0,30,36,62,174,8,100,47,431
509011232,0,0,4,0,0,5,14,0,0,0,0,0,0,0,0,0,4,0,0,0,9,4,0,5,0,11,0,19,26,0,8,0,3,0,40,3,0,8,0,0,0,18,26,0,21,0,0,0,44,29,0,9,0,0,0,41,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,103,0,73,0,21,10,209
509011233,0,10,19,0,7,20,58,0,12,0,9,0,0,25,3,73,19,13,5,0,114,4,64,20,3,10,0,105,7,30,29,3,8,0,79,50,37,44,5,10,0,146,137,10,100,4,18,0,260,121,0,45,0,9,4,180,20,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,6,4,4,0,37,349,264,282,44,66,26,1021
509011234,0,3,34,0,25,28,87,0,3,3,0,0,0,4,12,7,11,0,4,0,36,34,20,34,11,4,0,90,41,3,34,0,3,0,85,57,9,18,0,5,3,85,13,3,9,0,0,0,27,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,3,0,0,4,0,17,163,48,150,11,49,24,448
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,19,0,11,22,53,0,0,0,0,0,0,0,0,5,5,0,0,0,14,0,3,8,0,0,0,13,0,0,3,0,0,0,7,7,0,9,0,0,0,11,13,0,14,0,3,0,28,17,0,21,0,0,0,43,12,0,10,0,0,0,17,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,11,53,13,94,3,21,22,204
509021237,0,12,25,4,45,30,109,0,4,3,7,5,0,27,0,28,30,12,10,0,81,3,18,34,0,9,0,63,3,6,17,0,7,0,30,14,3,20,0,7,0,40,3,3,12,0,5,0,21,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,16,35,76,143,25,92,37,407
509021238,0,9,33,0,52,30,126,0,18,4,0,18,0,37,3,28,34,14,12,0,87,13,12,39,11,15,3,85,8,8,23,0,7,0,40,7,4,23,0,12,0,47,4,0,6,0,3,0,19,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,26,34,76,180,32,121,33,479
509021239,4,6,40,0,41,53,133,0,0,4,0,7,0,6,0,4,14,0,16,0,40,3,16,30,0,5,0,56,8,4,31,0,13,3,62,22,13,53,0,5,0,92,71,10,56,0,14,3,151,61,0,46,0,18,0,123,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,3,0,0,0,0,5,0,8,4,0,16,0,21,0,48,190,56,294,3,149,58,735
509021240,0,8,38,0,44,17,110,0,20,4,7,8,0,39,3,39,43,13,23,0,116,0,37,43,4,15,0,97,4,7,27,0,8,0,47,15,12,48,0,13,0,81,9,3,24,0,8,0,39,8,0,12,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,4,19,3,45,44,134,244,27,148,21,621
509021241,0,5,29,0,57,43,134,0,4,3,0,9,0,18,0,39,23,8,33,0,105,5,14,29,0,11,0,62,8,9,25,0,11,0,48,11,19,42,3,11,0,81,7,12,26,3,0,0,50,0,0,11,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,26,0,42,33,105,200,17,160,50,561
509021242,0,23,60,3,63,28,172,3,15,10,3,3,0,29,0,11,27,0,11,0,46,0,16,33,0,6,0,53,0,3,16,0,3,0,26,0,3,6,0,8,0,20,0,6,0,0,4,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,15,0,32,3,70,166,8,110,27,383
509021243,0,15,29,0,9,15,67,0,19,4,0,0,3,25,3,93,18,3,9,4,123,3,67,28,4,15,0,120,28,27,40,0,19,0,111,82,22,53,0,6,0,167,116,13,81,0,16,0,221,77,3,36,0,4,0,123,25,0,9,0,0,0,29,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,14,0,3,0,40,344,265,305,13,96,21,1044
509021244,0,0,7,0,3,20,33,0,0,0,0,0,0,0,0,6,3,6,3,0,20,0,0,3,0,3,0,14,3,0,19,0,0,0,24,11,0,16,0,0,0,24,31,3,20,0,3,0,59,32,0,20,0,0,0,51,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,4,0,6,74,14,100,10,24,18,236
509021245,0,6,24,0,11,28,67,0,13,0,0,0,0,17,0,25,12,0,3,0,42,3,14,15,0,6,0,36,7,3,16,3,3,0,35,26,10,20,0,6,0,56,59,3,20,0,0,0,85,21,0,6,0,0,0,34,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,0,4,0,23,125,78,130,0,34,31,400
509031246,0,6,29,0,45,15,99,0,3,0,3,9,0,15,0,26,21,13,3,0,68,5,17,42,5,7,3,80,4,6,37,0,4,0,42,7,6,17,4,5,0,36,0,3,3,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,9,0,23,19,72,160,31,86,18,382
509031247,0,12,49,0,80,45,178,0,8,3,3,0,0,14,3,24,28,9,16,0,79,6,27,25,8,16,0,85,5,15,14,0,11,0,46,3,7,16,0,3,0,26,0,3,3,0,0,0,6,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,0,23,0,36,18,95,158,14,156,46,487
509031248,0,0,9,0,11,9,30,0,3,0,0,15,0,21,0,3,9,0,0,0,13,3,0,4,0,4,0,14,11,0,8,0,4,0,24,15,0,10,0,0,0,30,30,3,15,0,0,0,53,33,0,21,0,4,0,56,4,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,10,99,16,83,0,44,8,250
509031249,0,5,15,0,9,7,35,0,10,0,0,0,0,8,0,33,8,0,0,0,48,5,32,8,13,9,0,78,31,17,31,3,12,3,101,54,17,39,3,17,0,130,49,4,26,0,3,0,90,13,0,8,0,3,0,25,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,0,10,3,31,167,125,157,19,65,11,550
509031250,0,0,38,4,34,41,121,0,3,4,3,0,0,13,3,13,33,12,17,0,71,14,15,39,11,6,3,91,5,3,17,0,11,0,37,14,0,26,0,8,0,52,3,0,12,0,0,0,19,3,0,5,0,4,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,20,0,32,42,46,189,33,89,52,447
510011262,9,28,23,5,64,55,186,0,27,3,0,16,0,41,4,150,8,3,25,3,200,17,133,15,10,72,5,261,8,70,22,0,78,0,178,35,99,17,0,96,0,249,89,80,34,3,94,3,306,180,29,58,4,62,3,332,196,9,44,3,25,0,276,144,4,33,0,12,0,190,92,5,21,0,23,0,149,45,3,12,0,0,0,66,19,0,4,0,10,0,27,29,0,26,0,17,0,68,20,60,26,3,51,3,161,877,702,344,33,650,84,2682
510011263,0,314,14,24,121,39,505,0,168,0,11,45,3,228,0,229,4,7,38,0,276,3,92,4,3,36,4,148,3,39,10,0,22,3,71,21,43,14,0,29,0,103,24,23,19,0,16,0,85,38,19,7,0,12,0,74,11,3,0,0,0,0,11,3,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,11,12,98,18,5,69,5,196,113,1026,89,51,393,51,1729
510011264,0,126,7,26,62,22,245,0,54,0,3,13,0,65,0,93,0,0,25,0,121,0,28,0,7,12,0,40,0,15,0,0,4,0,17,0,8,4,5,0,0,12,0,12,0,3,3,0,18,0,4,3,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,80,4,12,25,0,126,3,418,19,55,141,23,667
510011265,0,50,15,36,77,49,221,0,36,0,24,8,0,74,3,79,10,35,79,0,214,6,75,10,14,73,3,181,4,39,15,7,35,0,100,6,35,24,5,33,3,110,19,19,21,4,32,0,98,73,19,41,3,25,5,162,57,3,38,0,25,0,120,30,3,22,0,9,0,65,14,0,18,0,5,0,34,7,0,6,0,9,0,27,3,0,5,0,3,0,8,0,0,3,0,6,3,19,6,31,20,8,57,6,121,233,389,244,142,485,65,1554
510011266,0,99,7,20,30,22,176,0,56,0,0,0,0,57,0,82,0,4,3,0,87,0,32,0,0,0,0,34,0,4,0,0,0,0,13,0,12,0,0,3,0,22,0,13,0,0,4,0,15,3,0,0,0,0,0,12,3,0,4,0,0,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,5,0,11,0,19,11,0,20,0,46,8,325,22,27,79,27,489
510021267,0,62,6,53,45,17,183,0,17,0,11,3,0,31,0,20,0,10,4,0,37,0,13,0,8,3,0,25,0,4,0,3,0,0,6,0,7,0,3,0,0,8,0,3,0,0,0,0,8,0,0,0,0,0,0,3,5,0,0,0,0,0,5,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,3,4,11,0,45,12,148,13,95,72,18,356
510021268,16,9,4,0,295,19,340,0,4,0,0,39,0,46,0,10,4,0,253,0,272,23,32,0,0,40,0,97,24,9,4,0,23,0,62,32,7,3,0,5,0,51,46,4,3,0,12,0,60,53,0,4,0,5,0,64,37,0,3,0,4,0,43,5,0,0,0,0,0,6,3,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,30,6,13,3,67,0,110,269,80,38,8,751,25,1169
510021269,14,3,5,0,239,35,294,0,9,0,0,14,0,24,3,22,3,7,121,0,148,6,14,0,0,36,0,50,7,11,3,0,29,0,47,14,12,0,0,28,0,55,39,7,3,0,17,0,65,67,0,8,0,11,0,83,60,6,4,0,8,0,75,40,0,3,0,4,0,53,31,0,0,0,4,0,40,17,0,3,0,0,0,22,9,0,0,0,0,0,9,46,0,10,0,9,0,68,59,6,7,0,83,0,152,408,77,61,14,599,42,1197
510021270,35,40,3,0,268,22,366,6,23,0,0,27,0,49,11,67,0,0,302,4,388,22,77,0,0,50,0,155,33,34,8,0,32,0,108,73,77,16,3,51,0,209,151,29,15,0,22,0,217,204,29,14,3,18,3,271,127,16,6,3,11,0,161,65,0,3,0,0,0,70,43,3,0,0,0,0,45,20,0,0,0,5,0,28,9,0,0,0,0,0,12,13,0,0,0,3,0,17,57,39,4,4,76,3,188,864,426,77,14,865,37,2283
510031271,19,17,5,45,1087,45,1221,0,10,0,3,34,0,52,3,23,0,0,74,0,96,6,18,3,0,30,0,56,3,3,4,0,11,0,22,3,6,0,0,7,0,17,18,5,5,0,18,0,45,15,3,6,0,15,0,35,14,0,3,0,5,0,31,9,0,4,0,3,0,13,13,0,3,0,0,0,19,8,0,7,0,3,0,18,0,0,3,0,0,0,7,8,0,3,0,5,0,16,15,12,7,7,105,5,156,136,93,62,64,1411,48,1814
510031272,33,35,19,0,704,81,873,7,23,0,0,32,0,56,9,101,5,0,110,0,227,34,70,3,0,119,0,225,15,52,8,0,84,0,167,74,71,14,0,124,0,283,218,63,11,3,117,0,404,337,24,37,0,59,4,456,225,4,28,0,44,0,295,136,3,14,0,22,0,175,95,0,11,0,21,0,129,79,0,5,0,7,0,93,34,0,11,0,6,0,48,75,3,15,0,24,0,114,107,42,25,0,210,7,390,1472,480,207,11,1687,99,3945
510031273,12,13,11,22,267,17,335,3,13,0,0,62,0,81,0,26,0,3,94,0,126,8,26,0,3,124,0,168,4,6,0,0,14,0,19,3,11,8,0,13,0,34,12,13,4,0,12,0,38,24,8,4,0,10,0,46,16,4,4,0,11,0,32,17,0,4,0,0,0,18,7,0,0,0,3,0,14,14,0,6,0,3,0,32,4,0,11,0,0,0,18,5,0,8,0,6,0,17,3,6,7,0,60,3,84,134,130,66,30,678,20,1059
511011274,3,9,25,0,18,33,91,5,12,4,7,7,0,38,3,65,30,10,13,3,122,39,52,52,17,27,4,188,40,21,49,0,11,3,119,84,25,82,3,19,3,216,155,11,130,5,11,0,311,116,5,78,0,8,4,210,23,0,16,0,0,0,41,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,14,9,0,13,0,39,474,207,486,43,127,47,1389
511011275,0,3,30,0,95,48,182,0,3,0,0,0,0,3,0,10,19,3,20,0,45,3,6,10,0,3,0,28,9,5,20,0,5,0,46,21,8,15,0,34,0,73,23,3,13,0,0,0,42,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,26,0,45,69,37,115,6,191,56,474
511021276,3,37,22,5,29,30,115,0,25,0,0,3,0,25,0,57,11,7,28,3,106,10,68,19,10,21,0,127,6,14,22,0,16,0,60,24,29,16,0,16,0,93,44,20,38,6,21,0,137,35,0,22,0,8,0,61,16,3,6,0,4,0,26,6,0,4,0,0,0,10,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,4,0,4,9,10,9,3,27,0,63,148,273,177,31,190,32,843
511021277,7,30,12,4,58,40,157,0,3,0,0,8,0,8,0,38,5,0,26,0,78,14,31,12,0,36,0,101,7,12,7,0,24,0,59,9,16,10,0,34,0,69,23,14,13,0,34,0,82,43,4,22,0,9,0,77,61,0,14,0,12,0,84,13,0,3,0,0,0,20,17,0,6,0,3,0,23,3,0,0,0,3,0,7,3,0,3,0,0,0,6,19,0,17,0,16,0,54,10,8,15,0,54,9,94,241,163,140,11,319,45,925
511031278,0,9,16,0,8,12,50,0,8,0,0,0,0,11,4,44,9,0,0,0,63,17,32,21,0,13,0,85,27,10,16,0,19,0,79,75,14,44,0,17,0,143,119,4,77,0,13,0,209,112,0,36,0,3,0,153,22,0,7,0,0,0,26,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,10,8,0,11,3,39,405,136,237,0,84,17,873
511031279,5,13,14,3,12,11,56,3,4,0,15,5,0,24,3,92,19,15,38,0,162,18,77,24,10,67,3,195,51,26,29,0,26,0,127,141,72,53,0,45,0,311,290,27,74,0,50,0,442,230,3,60,0,12,3,305,94,0,23,3,4,3,126,45,0,7,0,3,0,52,10,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,20,13,9,0,14,5,68,903,335,319,42,265,22,1896
