SA2_MAINCODE_2016,R_0_74_RE_agent,R_0_74_StateTer_HAuthority,R_0_74_Person_not_same_hh,R_0_74_HouCoOp_ComChuGrp,R_0_74_Oth_type,R_0_74_Not_stated,R_0_74_Total,R_75_99_RE_agent,R_75_99_StateTer_HAuthority,R_75_99_Person_not_same_hh,R_75_99_HouCoOp_ComChuGrp,R_75_99_Oth_type,R_75_99_Not_stated,R_75_99_Total,R_100_149_RE_agent,R_100_149_StateTer_HAuthority,R_100_149_Person_not_same_hh,R_100_149_HouCoOp_ComChuGrp,R_100_149_Oth_type,R_100_149_Not_stated,R_100_149_Total,R_150_199_RE_agent,R_150_199_StateTer_HAuthority,R_150_199_Person_not_same_hh,R_150_199_HouCoOp_ComChuGrp,R_150_199_Oth_type,R_150_199_Not_stated,R_150_199_Total,R_200_224_RE_agent,R_200_224_StateTer_HAuthority,R_200_224_Person_not_same_hh,R_200_224_HouCoOp_ComChuGrp,R_200_224_Oth_type,R_200_224_Not_stated,R_200_224_Total,R_225_274_RE_agent,R_225_274_StateTer_HAuthority,R_225_274_Person_not_same_hh,R_225_274_HouCoOp_ComChuGrp,R_225_274_Oth_type,R_225_274_Not_stated,R_225_274_Total,R_275_349_RE_agent,R_275_349_StateTer_HAuthority,R_275_349_Person_not_same_hh,R_275_349_HouCoOp_ComChuGrp,R_275_349_Oth_type,R_275_349_Not_stated,R_275_349_Total,R_350_449_RE_agent,R_350_449_StateTer_HAuthority,R_350_449_Person_not_same_hh,R_350_449_HouCoOp_ComChuGrp,R_350_449_Oth_type,R_350_449_Not_stated,R_350_449_Total,R_450_549_RE_agent,R_450_549_StateTer_HAuthority,R_450_549_Person_not_same_hh,R_450_549_HouCoOp_ComChuGrp,R_450_549_Oth_type,R_450_549_Not_stated,R_450_549_Total,R_550_649_RE_agent,R_550_649_StateTer_HAuthority,R_550_649_Person_not_same_hh,R_550_649_HouCoOp_ComChuGrp,R_550_649_Oth_type,R_550_649_Not_stated,R_550_649_Total,R_650_749_RE_agent,R_650_749_StateTer_HAuthority,R_650_749_Person_not_same_hh,R_650_749_HouCoOp_ComChuGrp,R_650_749_Oth_type,R_650_749_Not_stated,R_650_749_Total,R_750_849_RE_agent,R_750_849_StateTer_HAuthority,R_750_849_Person_not_same_hh,R_750_849_HouCoOp_ComChuGrp,R_750_849_Oth_type,R_750_849_Not_stated,R_750_849_Total,R_850_949_RE_agent,R_850_949_StateTer_HAuthority,R_850_949_Person_not_same_hh,R_850_949_HouCoOp_ComChuGrp,R_850_949_Oth_type,R_850_949_Not_stated,R_850_949_Total,R_950over_RE_agent,R_950over_StateTer_HAuthority,R_950over_Person_not_same_hh,R_950over_HouCoOp_ComChuGrp,R_950over_Oth_type,R_950over_Not_stated,R_950over_Total,R_NS_RE_agent,R_NS_StateTer_HAuthority,R_NS_Person_not_same_hh,R_NS_HouCoOp_ComChuGrp,R_NS_Oth_type,R_NS_Not_stated,R_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Person_not_same_hh,Total_HouCoOp_ComChuGrp,Total_Oth_type,Total_NS,Total_Total
511031280,4,3,8,0,16,10,41,0,7,0,10,4,0,27,0,37,0,0,16,0,63,4,51,8,0,47,0,106,4,29,11,0,22,0,68,44,28,25,0,27,0,113,140,20,38,0,21,0,215,218,8,67,0,9,0,293,115,0,14,0,4,0,135,36,0,8,0,4,0,52,5,0,0,0,0,0,7,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,0,14,0,45,583,194,190,15,181,15,1165
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,4,13,3,18,16,56,3,7,10,4,0,0,21,29,14,22,6,16,0,93,69,15,37,3,13,4,148,57,3,19,7,4,0,85,65,3,16,3,13,0,98,39,3,18,0,0,0,60,7,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,10,0,13,3,34,281,45,136,25,88,26,600
511031283,0,235,9,21,172,47,481,0,19,0,4,3,0,31,0,40,9,20,13,0,72,0,15,5,3,9,0,34,0,9,11,0,0,0,19,0,0,8,3,5,0,22,3,4,7,0,0,0,19,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,5,47,4,126,4,392,67,51,254,51,817
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,3,33,46,3,13,17,122,0,30,5,5,0,0,44,14,190,30,4,6,0,244,98,71,41,26,16,4,257,111,26,66,4,14,3,224,175,27,91,9,15,3,318,236,23,155,4,31,0,440,94,4,56,0,8,0,160,13,0,11,0,3,0,26,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,4,16,26,21,3,4,0,76,763,432,522,53,115,33,1914
511041286,0,3,21,0,0,8,32,0,5,4,0,0,0,11,0,38,5,0,0,3,52,33,35,14,0,3,0,86,21,18,28,0,3,0,74,54,8,53,3,8,0,126,56,11,44,10,4,0,114,27,0,24,0,0,0,54,13,0,6,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,10,4,3,4,0,24,216,139,210,10,18,11,610
511041287,4,0,14,3,7,7,33,0,4,0,3,3,0,5,0,14,8,0,5,0,27,6,10,9,0,4,0,27,6,16,14,0,16,0,48,17,7,21,0,6,0,52,197,10,52,3,9,0,273,124,0,45,0,8,0,176,5,0,5,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,0,3,0,22,366,64,187,13,59,6,696
511041288,0,0,10,0,3,8,16,0,0,0,0,3,0,6,0,16,16,0,4,0,34,5,26,9,0,8,0,50,16,23,24,0,15,0,83,54,18,49,0,9,0,128,225,15,74,0,25,0,343,216,14,79,0,7,3,322,24,0,9,0,0,0,36,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,6,9,0,14,0,28,544,123,288,3,89,8,1060
511041289,0,6,19,0,13,12,45,0,0,0,0,0,0,0,7,34,9,3,9,0,60,8,20,7,0,5,3,43,6,3,7,0,3,0,22,30,3,16,0,4,0,58,62,5,25,0,4,0,99,24,0,6,0,0,0,33,0,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,4,13,0,12,0,29,144,71,97,10,62,18,413
511041290,0,34,6,8,92,25,165,0,13,3,3,7,0,31,0,39,8,3,15,0,71,3,27,15,0,3,0,48,0,13,6,0,4,0,18,3,3,3,0,5,0,16,0,0,3,0,0,0,4,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,4,25,0,51,3,148,51,19,155,30,418
511041291,0,4,29,3,70,51,159,0,3,0,0,19,0,21,0,18,23,0,25,0,71,4,8,34,0,15,0,64,6,7,19,3,11,0,49,8,14,30,0,5,0,56,6,6,16,0,8,0,33,3,0,3,0,0,0,7,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,3,31,3,58,33,65,180,10,187,53,527
511041292,0,3,30,0,39,50,131,0,7,3,4,4,0,19,0,13,26,7,26,0,68,11,16,48,0,7,4,88,15,0,32,0,6,0,54,29,4,35,0,20,0,90,29,3,29,0,6,0,71,6,0,17,0,0,0,25,5,0,5,0,0,0,18,0,0,3,0,3,0,5,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,6,0,17,3,3,16,0,23,0,51,109,56,266,12,144,55,644
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
