SA2_MAINCODE_2016,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85,M_Inad_desc_Ns_Tot
509011230,11,26,36,44,64,44,17,5,0,251,0,0,0,4,5,3,0,0,0,14,7,14,16,27,14,8,6,0,0,95,0,0,6,0,7,6,0,0,0,22,4,14,20,9,18,12,0,0,0,72,14,22,40,41,46,33,7,0,0,200,11,12,14,17,17,11,0,0,0,74,3,4,0,0,4,3,3,0,0,14,7,8,9,13,12,17,0,0,0,63,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,11,0,3,4,3,6,6,0,0,0,24,0,3,3,3,0,3,0,0,0,14,0,8,12,4,18,21,3,0,0,63,0,0,7,11,4,9,3,0,0,31,4,0,9,3,3,11,3,0,0,33,0,0,0,0,0,0,0,0,0,4,3,11,6,12,7,8,0,0,0,50,0,9,4,10,7,7,9,0,0,59
509011231,10,21,119,127,134,139,68,20,3,648,0,0,0,0,3,0,0,0,0,7,3,4,17,13,10,5,5,0,0,56,0,0,0,0,3,0,0,0,0,3,0,9,7,9,12,20,0,0,0,55,0,0,6,0,4,6,0,0,0,16,5,3,0,0,8,6,4,0,0,31,0,0,0,0,0,0,4,0,0,7,0,3,5,11,22,8,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,16,0,0,0,0,0,4,0,0,0,10,0,3,7,8,17,17,4,0,0,56,0,0,0,4,3,3,0,0,0,13,0,0,0,3,9,8,4,0,0,15,0,0,0,0,0,0,0,0,0,0,3,4,11,5,5,0,0,0,0,33,3,0,0,6,9,8,3,4,0,42
509011232,3,0,3,12,15,8,4,3,0,47,0,3,3,9,13,3,0,0,0,22,5,3,3,9,7,14,3,0,0,44,0,3,0,6,7,7,0,0,0,24,7,16,25,27,37,27,3,0,0,144,0,3,3,4,5,3,0,0,0,17,13,3,9,15,13,14,3,0,0,76,5,0,4,0,4,4,3,0,0,24,0,0,0,11,22,11,4,0,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,8,3,0,0,0,0,0,4,0,0,12,0,0,0,9,11,3,5,0,0,25,3,0,3,3,13,4,3,0,0,27,0,0,6,20,16,22,5,0,0,67,0,0,3,3,12,28,6,0,0,54,0,4,3,4,9,17,5,3,0,43,0,3,0,0,4,5,0,0,0,17,0,3,3,3,4,4,3,0,0,28,0,4,9,5,8,7,4,0,0,37
509011233,3,14,37,30,37,25,18,3,3,173,0,0,11,13,11,3,0,0,0,49,34,40,55,60,47,19,3,0,0,259,0,0,10,9,11,9,0,0,0,47,22,54,123,81,84,62,15,3,0,444,3,7,11,29,21,14,5,0,0,86,39,41,59,32,35,25,8,0,0,240,30,8,11,23,11,13,7,0,0,99,7,11,31,33,46,33,12,0,0,168,0,0,3,0,3,0,0,0,0,10,0,0,3,8,3,3,0,0,0,17,0,0,0,6,4,6,4,0,0,20,4,0,8,26,8,12,0,0,0,56,7,3,11,9,13,15,4,0,0,58,0,4,32,41,61,40,6,0,0,188,3,5,7,18,32,17,9,0,0,87,0,5,22,19,24,16,3,0,0,85,3,6,4,3,0,0,0,0,0,16,11,13,24,27,23,17,8,0,0,126,13,12,32,18,24,15,5,3,0,118
509011234,8,15,45,52,81,60,54,17,3,340,0,0,4,5,14,8,0,0,0,31,10,16,23,25,30,21,9,0,0,128,0,0,0,0,6,0,0,0,0,6,10,8,25,32,28,29,7,0,0,136,0,0,3,4,15,0,4,0,0,27,8,5,8,7,9,9,3,0,0,47,3,3,3,4,6,5,0,0,0,26,4,3,7,8,16,25,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,3,0,0,9,0,3,0,4,6,8,3,3,0,25,5,4,4,3,4,3,3,0,0,33,0,0,7,17,22,11,4,0,0,65,0,0,3,5,13,14,4,0,0,33,0,0,0,4,10,9,0,0,0,28,0,0,0,3,0,0,0,0,0,3,3,3,11,9,7,4,0,0,0,44,0,8,3,12,7,11,7,0,0,58
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,4,7,10,20,33,35,28,11,3,154,0,4,23,34,34,17,0,0,0,118,13,15,12,24,33,18,5,0,0,125,0,0,0,4,6,4,0,0,0,10,4,14,47,58,57,38,7,0,0,237,3,0,5,12,9,4,4,0,0,40,15,11,9,7,13,17,3,0,0,63,8,3,0,4,0,0,3,0,0,22,0,8,13,20,31,23,3,0,0,102,0,0,0,3,0,3,0,0,0,8,0,0,0,4,3,4,0,0,0,19,0,0,0,5,0,4,3,0,0,12,0,0,4,9,14,7,7,0,0,44,0,0,3,5,12,6,4,0,0,34,9,0,9,20,34,20,4,0,0,89,3,0,3,7,11,18,0,0,0,35,0,0,0,0,5,9,4,0,0,22,0,0,0,7,0,4,0,0,0,11,3,3,4,14,18,14,7,3,0,65,9,4,8,25,30,13,0,0,0,94
509021237,18,15,61,63,90,79,31,11,0,367,0,3,8,0,3,8,0,0,0,17,7,7,31,23,19,9,0,0,0,98,0,3,7,3,3,3,0,0,0,21,0,3,21,6,17,12,3,3,0,72,0,3,6,0,4,0,4,0,0,24,4,3,3,9,8,7,0,0,0,35,0,0,0,0,0,3,0,0,0,10,0,0,3,13,16,10,7,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,7,0,4,0,10,11,25,3,0,0,58,3,0,8,5,10,11,6,0,0,42,0,0,0,3,3,4,3,0,0,22,3,0,0,0,0,0,0,0,0,6,7,3,6,9,12,3,0,0,0,30,3,6,8,7,4,4,6,0,0,45
509021238,10,28,73,91,111,93,45,25,0,474,0,0,3,4,5,0,0,0,0,13,0,0,11,3,6,3,0,0,0,29,0,0,4,5,9,3,0,0,0,20,4,4,14,11,7,18,3,0,0,59,7,12,24,11,11,9,5,0,0,67,9,0,3,5,4,13,9,0,0,37,0,0,3,0,3,0,0,0,0,11,0,3,10,15,15,22,7,3,0,78,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,11,0,0,0,0,7,0,0,0,0,12,0,0,10,13,25,18,3,0,0,68,0,0,8,7,3,3,0,0,0,17,0,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,3,4,6,5,9,0,0,0,35,3,4,10,11,7,5,3,0,0,46
509021239,15,53,154,86,114,123,85,33,6,675,0,3,10,41,44,27,0,0,0,131,8,6,24,21,18,23,3,0,0,102,0,3,7,13,9,4,5,0,0,43,14,30,50,65,83,57,18,3,0,314,0,3,6,8,8,6,5,0,0,36,15,8,9,19,14,16,7,0,0,90,0,10,9,7,15,14,5,0,0,70,0,0,3,12,21,22,8,3,0,75,0,0,0,0,4,3,0,0,0,9,0,5,12,17,23,14,0,0,0,75,0,0,0,3,0,3,3,0,0,10,0,0,5,3,13,3,3,0,0,33,0,3,6,7,19,8,0,0,0,41,3,3,12,26,22,32,3,0,0,96,0,0,7,4,11,6,0,0,0,24,0,0,9,3,8,8,8,0,0,28,0,0,5,8,4,3,3,0,0,29,3,0,8,19,11,13,0,0,0,55,7,9,15,15,26,19,7,4,0,101
509021240,8,18,73,72,88,84,39,14,3,405,0,4,10,9,11,7,0,0,0,40,3,4,18,5,5,4,3,0,0,42,0,3,6,9,7,0,10,0,0,39,4,14,18,27,21,17,6,0,0,113,6,11,21,7,16,7,3,0,0,70,12,9,10,13,12,9,8,0,0,72,3,0,4,3,3,3,0,0,0,22,3,6,20,26,37,36,9,3,0,139,0,0,0,3,4,0,0,0,0,12,0,0,0,3,4,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,3,10,3,0,0,0,0,19,4,4,5,3,4,8,0,0,0,25,0,3,8,16,28,27,3,0,0,85,0,0,9,8,11,9,3,0,0,41,0,3,9,9,12,3,0,0,0,30,0,0,4,3,3,4,0,0,0,10,4,10,16,4,12,15,5,0,0,67,3,3,4,4,8,9,10,5,0,53
509021241,10,36,98,123,154,99,48,31,3,604,0,0,9,8,3,9,0,0,0,28,0,12,19,22,14,5,0,0,0,74,0,3,0,0,4,11,0,0,0,17,3,12,17,24,12,14,8,0,0,97,7,6,24,21,21,14,5,0,0,95,9,10,9,4,5,12,3,0,0,54,3,0,3,4,0,12,3,0,0,24,0,0,12,17,12,26,7,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,7,0,0,3,0,0,8,5,3,3,0,0,0,22,0,0,3,3,0,0,0,0,0,13,0,0,7,10,19,18,11,0,0,69,0,0,0,11,4,11,4,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,6,13,6,12,12,3,0,0,61,0,7,12,14,15,16,0,0,0,61
509021242,7,19,68,68,99,84,39,24,0,406,0,18,110,110,98,72,3,0,0,422,0,0,3,8,0,0,0,0,0,17,0,0,5,4,4,7,0,0,0,20,3,12,40,50,63,33,9,0,0,207,0,0,0,3,7,7,0,0,0,20,0,3,5,0,8,7,3,0,0,24,0,3,4,3,4,9,0,3,0,30,0,4,10,14,24,17,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,4,0,7,12,17,14,11,0,0,64,0,0,3,3,3,0,0,0,0,10,0,0,4,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,8,3,3,8,0,0,0,36,3,3,10,7,5,12,7,0,0,49
509021243,6,16,20,25,36,41,20,8,0,167,0,6,28,23,42,23,3,0,0,119,14,20,48,37,41,34,5,0,0,193,0,3,15,17,25,18,9,0,0,83,17,32,75,72,56,56,18,0,0,330,0,15,20,19,18,21,4,3,0,98,11,29,33,22,24,18,5,0,0,146,18,17,13,4,5,0,10,0,0,66,0,7,25,30,48,66,15,0,0,190,0,0,7,4,3,3,0,0,0,19,0,0,4,9,3,7,0,0,0,21,0,4,4,0,3,11,7,0,0,25,3,3,10,6,19,8,3,0,0,54,0,7,13,10,19,18,3,0,0,63,0,12,24,47,47,62,11,0,0,208,4,4,10,9,16,25,10,0,0,75,0,8,22,18,12,24,3,0,0,94,0,0,0,5,4,3,4,0,0,20,9,9,14,28,15,30,3,0,0,109,14,26,15,24,20,40,10,0,0,145
509021244,3,9,15,12,21,23,17,6,0,103,0,3,8,15,33,23,4,0,0,91,4,4,9,18,22,16,3,0,0,73,0,4,0,0,11,0,0,0,0,15,8,9,15,21,43,38,11,0,0,144,0,3,3,10,10,11,3,0,0,34,5,14,3,11,3,13,7,0,0,54,5,3,0,3,3,7,8,0,0,29,3,3,3,13,30,20,12,0,0,76,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,8,0,0,0,11,0,0,0,3,4,12,5,0,0,24,0,0,0,3,8,7,4,0,0,28,0,5,10,11,24,28,3,0,0,82,0,0,0,6,7,11,0,0,0,26,0,0,0,5,11,8,4,0,0,30,0,0,0,0,0,0,0,0,0,3,3,3,4,4,11,17,7,0,0,44,7,0,12,4,10,5,4,3,0,52
509021245,9,20,36,49,55,65,40,12,0,277,0,0,5,13,19,16,4,0,0,60,0,0,15,12,5,3,3,0,0,45,0,0,3,3,10,12,3,0,0,27,7,15,14,16,30,21,13,0,0,110,4,6,7,11,16,13,4,0,0,59,13,7,3,3,10,3,6,0,0,56,11,3,3,0,9,10,0,0,0,32,0,3,8,6,19,24,3,0,0,64,0,0,3,4,0,3,0,0,0,14,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,5,0,0,7,0,3,5,6,5,0,5,0,0,31,0,0,0,3,4,11,0,0,0,22,4,3,6,12,16,21,7,0,0,71,0,0,0,4,11,12,4,0,0,31,0,0,3,6,12,10,3,3,0,36,0,0,0,0,0,3,3,0,0,6,3,4,4,8,6,8,7,0,0,39,3,3,8,6,16,17,8,4,0,58
509031246,12,29,59,59,105,95,64,16,3,432,0,0,0,7,18,9,0,0,0,38,0,3,7,0,6,3,0,0,0,20,0,0,0,0,3,0,3,0,0,7,3,10,16,6,13,19,6,0,0,68,0,0,6,4,7,9,3,0,0,31,3,3,7,5,7,3,0,0,0,27,3,0,0,3,0,3,0,0,0,10,0,3,8,13,13,6,8,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,7,3,0,3,0,0,14,0,0,6,0,0,3,3,0,0,9,0,0,6,10,13,16,5,0,0,62,0,0,9,4,3,4,3,0,0,23,0,3,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,7,7,0,3,5,0,0,0,27,4,5,0,8,5,5,6,3,0,37
509031247,5,43,130,156,176,160,84,24,3,789,0,3,45,36,25,19,3,0,0,131,0,0,12,10,12,7,0,0,0,34,0,0,4,3,3,3,3,0,0,15,11,3,18,16,12,15,9,0,0,83,0,3,7,9,9,4,3,0,0,38,0,0,5,15,4,7,4,0,0,43,3,3,3,5,6,3,3,0,0,20,0,3,9,11,15,17,4,0,0,60,0,0,0,0,0,4,0,0,0,9,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,14,0,0,0,0,0,3,0,0,0,9,3,0,9,7,21,24,8,0,0,79,0,0,3,3,3,0,0,0,0,14,0,0,3,0,0,7,0,0,0,9,0,0,0,0,3,0,0,0,0,7,7,4,4,10,9,8,3,0,0,48,0,5,3,13,11,6,10,0,0,52
509031248,0,0,4,7,13,11,12,5,0,52,3,28,136,166,169,82,4,0,0,588,5,7,3,13,6,10,3,0,0,45,0,0,3,0,0,0,0,0,0,3,3,4,19,14,14,9,5,0,0,74,0,0,7,3,3,4,0,0,0,20,3,9,3,0,3,3,4,0,0,28,9,8,6,7,7,10,0,0,0,36,0,0,0,7,7,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,3,4,0,3,0,0,0,9,0,6,6,9,5,8,0,0,0,30,0,0,3,3,8,5,0,0,0,17,3,3,4,3,3,4,3,0,0,21,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,3,0,0,0,14,3,6,16,14,7,7,0,0,0,49,5,0,4,3,9,3,0,3,0,22
509031249,11,6,26,22,28,26,10,3,0,136,0,0,11,3,8,0,0,0,0,26,3,11,14,14,5,21,3,4,0,82,0,0,3,3,5,9,0,0,0,24,8,13,23,30,22,22,9,3,0,121,3,3,10,3,12,14,0,0,0,44,4,11,17,9,20,16,0,0,0,82,9,0,3,4,3,4,0,0,0,24,0,4,7,10,13,11,11,0,0,58,0,3,3,0,0,0,0,0,0,4,0,3,0,6,11,0,0,0,0,17,0,0,0,3,0,0,3,0,0,9,0,0,3,4,3,4,4,0,0,18,0,0,3,3,3,3,4,0,0,17,0,8,7,8,18,14,0,0,0,61,0,3,3,8,20,11,4,0,0,54,0,5,13,11,7,17,7,0,0,58,0,3,0,0,6,3,0,0,0,17,6,10,7,16,12,7,3,0,0,62,0,8,13,6,15,3,8,0,0,57
509031250,11,28,101,104,122,130,80,23,3,592,0,6,8,5,13,7,0,0,0,33,5,9,17,10,26,7,0,0,0,68,0,0,7,4,0,4,0,0,0,10,5,7,14,9,14,21,8,0,0,84,0,4,0,13,13,11,0,0,0,36,0,0,14,4,5,9,4,0,0,45,0,0,0,0,0,3,3,0,0,9,3,0,3,18,9,13,10,0,0,59,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,9,0,0,3,0,7,5,0,0,0,12,0,0,0,3,3,0,0,0,0,7,0,3,8,8,20,14,5,0,0,61,0,0,6,6,12,5,3,0,0,32,0,0,0,3,3,8,0,0,0,18,0,0,0,0,0,5,0,0,0,8,0,5,7,5,4,7,3,0,0,41,3,5,0,3,14,15,6,0,4,52
510011262,3,4,18,19,26,39,35,9,0,156,0,3,47,37,24,14,3,0,0,124,3,12,34,29,27,27,8,3,0,144,3,0,23,22,19,23,0,0,0,94,17,38,165,147,119,101,26,3,0,601,0,5,7,21,27,20,8,0,0,92,40,26,57,47,48,41,14,0,0,276,33,26,133,65,59,45,19,0,0,376,9,25,93,102,118,78,26,3,0,448,3,5,10,7,11,8,0,0,0,44,0,0,4,3,13,10,4,0,0,35,0,4,16,7,10,15,15,4,0,68,0,3,31,36,37,38,17,0,0,149,3,8,34,24,36,32,5,0,0,148,3,10,70,93,106,70,12,0,0,363,0,4,36,64,52,52,12,0,0,227,3,11,78,66,66,65,6,0,0,302,4,3,16,20,11,22,3,0,0,90,10,23,42,53,35,27,3,3,0,192,16,21,54,53,44,49,17,4,0,249
510011263,11,23,43,20,21,23,16,3,0,164,0,0,7,11,3,5,0,0,0,33,0,0,9,0,8,7,3,0,0,27,0,0,3,4,4,13,3,0,0,29,0,10,42,29,33,36,11,0,0,172,0,4,0,4,3,8,3,0,0,21,3,3,23,11,13,18,9,0,0,82,5,4,26,13,11,20,6,0,0,82,0,4,14,7,8,25,3,0,0,72,0,0,0,4,3,5,0,0,0,9,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,14,10,9,3,0,0,40,0,3,9,8,15,5,3,0,0,46,0,3,33,43,33,30,11,0,0,165,3,17,42,57,37,33,12,0,0,192,0,7,35,36,37,31,17,0,0,166,0,0,11,5,3,7,0,0,0,24,9,16,41,28,24,16,5,3,0,143,3,6,18,13,21,17,4,0,0,92
510011264,4,9,8,6,7,9,5,0,0,45,0,3,17,18,8,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,11,12,14,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,0,0,6,3,3,3,0,0,0,13,0,0,3,3,4,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,0,21,0,4,5,7,6,3,0,0,0,24,0,6,13,11,12,10,0,0,0,46,4,10,20,10,6,9,4,0,0,61,0,0,11,10,10,9,0,0,0,48,0,0,8,3,6,3,0,0,0,17,0,4,7,6,15,0,0,0,0,33,0,4,7,3,8,6,3,0,0,35
510011265,16,36,75,39,47,62,27,5,0,313,0,9,69,57,58,33,4,0,0,235,5,3,16,12,15,16,0,0,0,64,0,0,9,5,13,14,3,0,0,52,7,18,56,58,59,51,3,0,0,254,0,0,13,6,9,5,5,0,0,38,18,16,17,19,18,21,4,0,0,115,10,12,38,32,23,26,9,0,0,149,9,13,32,21,41,35,9,3,0,159,0,3,3,3,3,3,0,0,0,19,0,0,0,3,9,6,4,0,0,19,0,0,7,3,3,9,3,0,0,23,0,5,14,14,24,14,3,0,0,73,3,3,12,13,15,25,6,0,0,82,0,11,33,51,53,34,9,0,0,188,3,8,19,27,32,29,0,0,0,110,0,8,20,25,41,26,14,0,0,131,0,8,10,13,12,6,4,0,0,48,5,10,26,21,28,18,6,0,0,112,7,14,27,26,24,29,13,3,0,137
510011266,7,20,17,7,11,17,9,4,0,91,0,0,0,0,3,0,0,0,0,9,0,0,0,6,0,3,0,0,0,18,0,0,0,4,7,3,0,0,0,10,0,0,0,12,10,16,3,0,0,43,0,3,0,7,0,3,0,0,0,8,0,0,0,0,4,4,0,0,0,20,0,0,10,5,14,3,4,0,0,35,0,0,5,9,0,5,3,0,0,28,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,8,0,0,0,0,5,3,0,0,0,11,0,0,3,15,11,10,0,0,0,39,0,6,11,10,14,13,6,0,0,60,0,0,4,3,10,16,0,0,0,39,0,0,3,4,0,3,0,0,0,8,0,5,7,13,12,4,0,0,0,47,0,0,4,3,9,7,3,0,0,24
