SA2_MAINCODE_2016,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24,P_Grad_Dip_Cer_25_34,P_Grad_Dip_Cer_35_44,P_Grad_Dip_Cer_45_54,P_Grad_Dip_Cer_55_64,P_Grad_Dip_Cer_65_74,P_Grad_Dip_Cer_75_84,P_Grad_Dip_Cer_85_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
510021267,33,30,15,12,0,0,163,3,24,26,16,15,3,0,0,88,50,364,195,127,68,26,3,0,829,13,146,153,190,92,41,3,0,641,191,1145,884,745,372,82,10,0,3422,20,68,27,18,10,3,0,0,148,0,50,34,26,19,10,0,0,150,212,1255,945,790,397,96,10,0,3712,0,18,11,10,12,0,0,0,54,224,1058,807,741,442,130,21,0,3420,514,2924,2171,1910,1039,307,40,3,8904
510021268,22,9,7,0,0,0,58,3,15,8,6,6,0,0,0,44,25,160,110,45,31,7,0,0,380,13,74,85,56,38,12,0,0,279,101,376,315,229,104,20,0,0,1146,19,26,10,3,4,0,0,0,62,3,18,20,21,11,3,0,0,73,120,418,347,251,117,18,0,0,1271,0,8,0,4,5,0,0,0,22,149,370,312,270,164,22,3,0,1284,318,1056,890,642,363,70,6,0,3342
510021269,45,27,14,3,4,0,131,0,27,32,12,4,0,0,0,84,37,253,161,77,53,32,4,0,617,5,96,133,120,70,25,3,0,449,84,396,289,265,158,40,5,0,1243,11,26,11,12,3,0,0,0,65,5,21,27,17,13,9,3,0,90,100,443,326,294,180,53,7,0,1398,3,9,15,8,0,3,0,0,35,82,208,157,192,139,64,10,4,855,226,1075,871,726,460,176,30,4,3570
510021270,38,19,10,4,0,0,95,6,34,23,21,16,3,0,0,98,34,237,158,87,53,17,3,0,587,28,165,132,117,70,15,4,0,538,160,658,442,357,196,50,10,0,1875,39,35,32,19,3,0,0,0,131,9,36,26,28,14,3,0,0,112,205,727,500,403,213,57,10,0,2119,3,14,13,16,3,0,0,0,46,226,453,381,355,240,94,30,10,1787,498,1659,1250,1002,606,190,45,13,5262
510031271,130,76,43,16,0,0,386,3,51,41,49,32,13,0,0,190,85,688,521,296,171,58,9,0,1826,24,354,425,431,250,63,11,0,1553,336,2453,2155,1778,933,141,22,0,7815,36,79,43,30,25,6,0,0,213,17,58,93,79,54,13,0,0,315,385,2594,2288,1889,1013,160,19,0,8348,10,45,47,35,23,9,3,0,162,241,1431,1343,1189,734,140,37,0,5114,743,5280,4788,3959,2268,456,80,0,17580
510031272,106,40,45,13,0,0,306,7,56,61,41,17,5,0,0,184,98,553,446,227,118,39,6,0,1489,40,294,346,246,156,43,4,0,1141,281,986,878,612,342,107,19,0,3231,64,74,56,24,10,4,0,0,238,18,74,86,62,42,16,0,0,305,363,1144,1020,697,396,129,26,0,3774,5,16,24,13,11,3,3,0,68,283,591,540,496,262,95,26,3,2300,797,2752,2540,1756,1006,327,67,4,9256
510031273,25,30,7,0,0,0,102,0,4,16,15,3,4,0,0,45,10,152,141,94,37,23,0,0,457,9,92,94,109,64,29,0,0,405,97,440,377,340,198,87,13,0,1545,14,23,13,8,7,8,0,0,72,7,18,19,16,13,3,0,0,82,115,476,407,363,224,97,11,0,1703,0,3,5,8,7,3,0,0,28,146,447,336,338,174,78,22,3,1541,287,1213,1030,950,516,234,42,3,4277
511011274,28,18,19,16,0,0,104,3,25,39,29,23,11,3,0,136,42,179,163,146,88,67,28,3,707,14,109,118,144,140,75,38,5,653,211,360,367,398,279,147,52,12,1828,52,37,34,27,29,12,0,0,187,15,21,39,41,42,22,15,4,199,273,415,442,466,351,184,68,21,2212,3,0,8,15,12,16,0,0,60,198,175,146,252,210,227,144,79,1434,540,926,941,1073,850,593,276,116,5305
511011275,4,4,3,7,0,0,28,0,7,5,3,11,3,0,0,33,7,66,76,34,32,17,3,0,251,7,34,45,49,48,24,14,0,220,40,132,127,105,101,40,14,0,558,13,17,3,5,3,0,0,0,44,9,11,19,10,10,5,3,0,69,62,160,153,116,115,51,15,0,668,0,3,3,3,3,3,3,0,14,65,83,106,89,127,104,34,7,621,147,360,389,309,348,213,65,13,1838
511021276,15,9,6,8,0,0,55,0,13,7,9,11,9,0,0,53,11,88,72,69,69,52,17,3,385,9,46,47,45,96,74,24,6,339,62,120,125,161,160,152,47,6,838,20,18,16,17,13,12,0,0,92,5,14,17,21,21,17,4,3,104,84,149,155,198,197,185,57,13,1034,0,4,7,9,11,6,3,0,40,87,145,151,144,171,248,108,31,1086,204,449,449,479,559,580,205,50,2987
511021277,32,37,46,38,7,0,192,0,15,17,25,44,25,3,0,126,41,241,158,125,176,137,27,3,900,11,90,99,104,206,206,37,6,767,71,247,230,256,341,373,84,5,1610,19,19,22,12,24,16,4,0,129,12,21,19,17,42,76,12,5,214,112,292,277,292,409,459,102,14,1951,3,9,0,4,18,19,4,0,71,82,169,136,132,243,235,91,27,1115,253,850,728,716,1143,1132,269,45,5124
511031278,10,6,5,4,0,0,43,0,9,8,7,5,3,0,0,27,10,58,52,32,34,14,4,0,207,14,52,68,67,39,19,0,0,265,150,297,244,229,184,66,17,3,1178,25,33,6,17,7,3,0,0,91,10,21,24,23,18,8,0,0,107,186,349,270,260,208,75,19,3,1376,0,9,4,11,3,3,0,0,29,120,189,176,160,164,122,35,11,984,335,678,584,537,454,246,61,14,2921
511031279,81,42,33,7,0,0,264,6,43,45,24,29,3,0,0,150,91,407,271,151,89,33,11,0,1062,38,171,190,148,104,30,10,3,686,240,617,520,490,305,108,25,3,2315,65,36,28,17,6,3,3,0,165,22,47,47,34,39,17,5,0,215,331,699,595,541,354,130,32,3,2689,3,7,18,9,9,7,4,0,59,215,332,303,285,278,150,66,26,1649,681,1763,1498,1195,893,367,121,38,6561
511031280,58,30,21,5,0,0,196,3,24,38,17,18,3,0,0,105,62,295,215,129,86,24,4,0,814,24,132,146,115,70,26,4,4,530,165,448,306,266,169,48,17,0,1417,29,23,18,6,8,0,0,0,81,8,16,27,25,17,8,3,0,104,207,485,350,296,194,55,20,0,1602,3,9,7,4,6,3,0,0,37,102,169,109,110,88,52,24,9,666,412,1179,926,703,486,171,54,12,3945
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,3,0,0,3,0,0,0,0,5
511031282,17,11,11,6,0,0,69,0,7,11,9,13,10,0,0,44,18,101,59,46,51,22,4,0,306,6,51,52,45,64,31,10,0,264,95,282,183,211,152,76,17,8,1023,18,11,12,10,3,3,0,0,58,9,25,19,14,12,6,4,0,82,124,316,214,239,166,87,15,8,1166,0,4,4,4,9,3,0,0,23,116,257,186,231,189,152,31,0,1169,268,755,544,584,501,309,68,8,3037
511031283,28,26,12,3,0,0,108,0,22,11,19,15,4,0,0,75,35,199,113,80,51,18,3,0,491,10,76,72,93,55,18,0,0,325,104,462,365,337,203,42,3,3,1517,13,20,11,4,11,3,0,0,68,20,38,24,21,14,6,0,0,125,138,520,401,365,226,55,3,3,1707,3,8,3,4,7,0,0,0,25,225,565,416,388,251,85,24,3,1971,416,1427,1049,975,616,180,26,10,4702
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,50,32,32,12,0,0,161,7,28,36,27,30,15,0,0,142,41,235,181,150,123,56,33,12,826,41,90,112,148,145,91,38,5,670,186,287,264,345,324,188,94,24,1725,76,35,27,24,24,8,3,0,190,9,17,21,26,37,32,13,7,165,268,339,321,393,382,222,113,32,2080,5,8,11,8,13,12,11,4,78,204,171,191,229,216,211,213,112,1543,578,897,902,988,952,618,407,159,5497
511041286,3,10,5,0,0,0,22,0,3,9,22,12,3,0,0,57,9,51,69,57,30,27,3,3,249,25,49,83,80,66,25,3,0,333,155,255,251,270,179,95,26,3,1233,49,33,19,26,11,6,0,0,146,16,11,27,34,24,13,6,0,123,209,301,303,324,209,118,38,3,1505,6,3,0,9,13,3,0,0,37,192,232,168,139,100,73,51,10,959,441,639,642,645,436,251,89,13,3153
511041287,19,20,8,3,0,0,54,3,17,20,26,14,5,0,0,91,23,114,116,104,66,41,13,0,460,29,76,97,101,85,48,19,0,460,174,348,268,296,170,106,30,5,1406,35,24,11,14,3,4,0,0,99,12,15,36,22,15,18,3,0,125,219,388,323,329,188,127,38,6,1624,0,3,5,5,7,8,0,0,28,73,81,61,80,60,69,43,14,481,351,690,639,666,424,302,116,26,3199
511041288,52,32,37,12,3,0,177,4,40,36,33,23,16,0,0,157,27,203,243,194,94,46,8,3,807,44,130,157,144,119,52,15,3,656,219,349,325,316,232,100,34,3,1577,54,25,28,22,19,12,5,0,156,9,26,29,31,29,13,3,0,153,284,399,379,367,280,127,43,3,1892,0,9,16,13,8,3,5,3,51,95,89,79,108,103,84,48,17,624,446,898,968,884,674,335,130,28,4362
511041289,3,6,5,7,3,0,33,0,3,4,3,12,12,0,0,32,9,45,57,40,22,19,10,0,200,11,18,36,51,54,39,18,3,231,38,100,99,110,137,97,43,8,631,7,7,8,5,12,12,0,0,50,0,10,17,10,21,14,8,0,74,49,116,127,126,159,121,51,5,757,0,0,0,0,0,4,3,0,15,29,29,45,43,61,96,45,15,367,104,217,269,277,317,296,132,27,1634
511041290,20,26,11,3,0,0,77,0,11,6,11,12,8,4,0,51,37,149,78,72,55,35,7,0,429,8,50,61,69,56,32,10,0,277,73,292,235,228,140,64,10,0,1041,12,18,8,4,6,0,0,0,50,4,14,12,15,20,6,3,0,73,85,324,256,246,162,74,15,0,1164,0,8,6,4,6,3,0,0,22,138,388,268,297,221,122,19,5,1457,267,944,696,719,524,278,54,10,3480
511041291,10,5,3,10,4,0,42,0,12,12,3,10,0,0,0,38,13,66,80,46,41,32,10,0,279,9,19,50,57,56,48,12,5,261,60,191,132,136,142,73,24,3,763,19,15,8,8,12,3,0,0,66,3,13,18,20,25,17,0,0,84,82,216,157,164,176,89,25,3,918,0,8,0,0,8,7,0,0,18,42,87,62,81,111,62,41,18,509,154,416,372,357,400,249,89,21,2067
511041292,9,15,17,13,5,0,67,0,10,7,12,18,17,3,0,67,20,84,94,88,79,73,15,3,452,12,33,43,87,105,94,33,6,416,60,152,149,184,234,199,53,10,1032,19,14,17,22,13,11,5,0,96,4,10,16,27,48,29,6,0,146,86,173,179,227,297,237,67,12,1281,0,3,3,0,10,9,3,0,38,66,78,100,153,209,242,121,26,1002,182,386,432,583,743,683,254,51,3320
597979799,24,16,17,8,3,0,89,0,0,11,11,3,3,0,0,28,19,125,69,70,45,27,11,4,360,5,83,134,121,77,15,3,0,442,25,248,273,243,123,22,6,0,948,12,16,4,13,5,0,0,0,47,10,21,20,27,19,3,0,0,101,43,280,300,285,144,31,4,3,1100,0,3,9,8,7,5,0,0,34,60,240,212,205,169,57,22,0,971,138,756,760,718,459,140,42,8,3021
