SA2_MAINCODE_2016,Australia_M,Australia_F,Australia_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Malta_M,Malta_F,Malta_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africa_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Thailand_M,Thailand_F,Thailand_P,TFYROM_M,TFYROM_F,TFYROM_P,Turkey_M,Turkey_F,Turkey_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Zimbabwe_M,Zimbabwe_F,Zimbabwe_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
507031174,3169,3244,6414,5,4,16,22,27,49,17,23,36,0,0,0,7,8,15,23,27,58,0,0,0,0,0,0,76,63,135,4,14,22,4,4,7,3,6,10,26,18,44,22,14,36,0,0,0,9,14,20,0,0,0,16,21,35,9,0,10,17,20,35,272,224,495,10,7,18,179,218,392,11,8,18,14,15,26,44,39,83,17,20,34,12,35,46,3,0,4,3,0,3,558,549,1107,10,9,21,9,14,24,9,7,16,182,203,387,555,517,1076,18,35,47,5323,5410,10734
507031261,2381,1522,3903,5,8,11,6,10,19,8,3,13,0,0,0,3,4,10,6,8,21,0,0,0,12,9,19,99,84,186,10,16,26,9,6,14,3,0,3,18,6,25,15,9,28,0,0,3,12,5,11,3,0,3,26,28,55,3,0,3,10,10,19,112,101,219,7,5,10,69,70,134,3,3,5,18,22,40,65,59,120,11,7,17,0,3,3,0,0,0,0,0,0,283,241,524,11,8,21,13,10,23,22,19,38,144,100,245,144,141,280,19,32,48,3537,2570,6110
507041175,2980,3191,6171,18,17,41,97,127,227,8,9,21,10,10,23,3,4,10,18,28,45,3,0,7,28,32,60,100,103,202,97,138,233,58,55,113,8,3,13,44,33,82,55,39,94,14,29,47,45,45,88,10,12,22,143,186,330,0,0,6,17,22,35,91,72,166,3,0,9,24,37,56,10,17,29,80,109,182,97,115,209,30,31,65,14,26,44,0,3,3,0,0,0,484,518,1003,58,35,94,15,17,36,22,26,51,217,292,511,187,214,404,66,109,173,5175,5717,10888
507041176,983,1035,2025,7,5,8,54,52,105,0,3,3,0,0,0,0,0,0,3,3,5,0,0,0,35,23,62,73,68,138,31,39,71,10,6,18,8,5,16,15,10,27,13,12,21,4,7,11,15,9,22,0,0,0,96,98,196,0,0,0,6,10,18,28,32,59,0,3,3,4,14,18,0,3,8,51,67,120,36,32,66,18,18,33,3,13,11,0,0,0,0,0,0,131,119,245,8,0,15,9,12,14,8,11,21,74,86,163,54,78,136,20,41,61,1814,1920,3737
507041177,4306,4862,9173,18,35,52,26,24,49,8,19,27,10,10,16,4,0,4,22,44,68,5,8,14,11,9,16,42,51,96,3,24,27,7,16,27,3,3,4,44,51,104,56,62,125,8,13,22,5,16,15,0,0,0,13,39,46,0,5,5,31,29,57,144,153,294,0,0,0,28,52,74,9,15,25,17,25,46,84,92,177,15,6,14,10,28,35,0,3,5,3,0,6,671,680,1353,38,38,71,3,12,15,25,24,52,190,239,430,346,422,765,42,54,97,6235,7158,13398
507041178,4017,4283,8297,22,30,51,142,183,318,8,6,11,14,8,27,4,8,7,37,36,76,9,4,9,63,57,116,118,113,234,102,105,200,71,82,158,12,12,17,47,47,91,55,49,105,29,42,64,55,63,123,3,6,13,229,300,529,0,3,3,30,29,61,106,111,219,17,11,30,31,56,91,12,17,32,116,151,265,147,140,287,30,33,62,19,20,38,0,0,4,3,4,7,622,641,1266,30,34,68,15,26,38,26,29,58,285,321,605,279,331,602,85,146,236,6881,7537,14424
507041179,2003,2043,4048,8,7,21,120,160,285,4,3,7,9,4,15,0,0,0,13,20,32,0,0,3,45,49,92,136,129,270,31,48,82,12,7,20,0,0,0,21,15,36,15,10,26,14,13,28,53,53,109,3,5,3,269,324,596,0,0,0,13,18,23,75,61,139,3,0,4,19,22,41,4,3,6,95,97,189,67,83,154,38,40,77,0,10,10,0,0,0,0,0,0,306,366,675,23,12,33,4,8,19,11,15,22,175,176,355,87,122,207,51,82,131,3734,4030,7764
507041180,3173,3179,6350,9,9,17,90,123,214,3,3,8,3,4,7,0,3,4,26,26,51,0,3,6,34,43,79,124,122,248,37,57,96,16,16,33,12,3,17,48,43,88,19,18,39,7,14,22,39,29,68,3,3,6,230,255,483,3,0,7,27,17,43,96,87,183,8,3,11,3,24,27,11,12,20,107,114,222,116,115,228,27,28,56,3,13,19,0,0,0,3,0,6,573,554,1126,23,21,45,22,27,54,30,33,58,149,189,340,99,116,218,35,52,89,5192,5373,10568
507041181,5299,5955,11253,13,27,43,43,62,107,23,20,39,11,9,17,0,4,8,35,45,75,11,7,24,8,15,23,45,63,107,34,63,99,26,27,56,0,6,6,61,71,134,97,83,181,12,27,36,5,10,18,3,8,16,59,70,126,3,5,6,20,32,54,157,174,333,0,0,0,22,37,53,3,12,21,47,53,96,106,110,208,9,13,23,9,24,34,3,0,3,3,5,3,743,725,1470,36,32,71,3,6,15,27,25,45,219,272,494,300,335,638,55,63,111,7558,8498,16060
507041182,3394,3579,6971,14,16,32,116,165,276,26,36,58,5,3,16,3,5,4,21,31,54,9,3,11,74,74,147,142,141,288,95,136,233,36,31,66,23,29,52,44,29,68,115,122,235,15,25,41,23,28,47,4,3,11,224,255,482,3,0,3,21,20,38,102,103,200,19,9,20,67,67,135,13,15,31,117,155,273,84,80,161,47,42,81,18,16,29,3,7,9,3,5,11,428,414,848,32,33,61,34,58,91,40,34,79,350,362,713,499,567,1061,114,183,293,6366,6873,13238
507041183,1496,1711,3209,3,9,9,8,17,29,7,0,12,3,5,8,4,0,7,11,21,32,0,3,3,3,4,7,22,24,42,11,22,31,4,7,13,0,0,0,9,6,22,9,8,19,0,8,7,3,6,12,0,0,0,20,30,53,0,0,0,7,18,23,67,68,133,0,0,0,28,28,51,5,6,13,11,13,20,26,26,53,3,3,10,0,15,14,0,0,0,0,0,0,179,189,368,11,8,23,3,4,8,3,14,11,99,115,214,157,177,337,11,24,35,2222,2584,4804
507041184,1534,1435,2971,5,8,21,74,107,180,7,5,11,0,3,3,4,3,8,4,14,15,3,3,3,39,42,83,85,84,176,174,207,377,18,15,34,0,0,0,6,6,14,36,18,56,0,7,9,20,22,44,0,0,0,214,239,453,0,0,0,19,6,28,35,37,70,3,0,3,10,13,28,3,3,11,88,115,206,44,52,102,31,36,63,6,10,13,3,0,0,0,0,0,204,168,372,6,16,20,11,15,27,12,13,20,116,144,263,65,65,134,43,56,100,2928,2974,5898
507051185,9112,10016,19126,32,42,72,22,37,61,15,7,24,12,12,20,15,20,38,50,62,113,0,3,3,4,16,20,191,164,354,24,54,80,13,12,29,0,3,5,91,103,193,32,18,52,7,23,36,23,19,44,4,6,12,42,47,89,0,3,9,49,65,118,999,967,1965,7,13,20,99,140,241,20,14,37,38,45,90,424,448,875,18,19,34,7,42,50,3,3,9,0,0,3,2184,2311,4494,53,60,117,8,22,31,125,131,257,368,434,808,1125,1206,2337,83,138,224,15319,16735,32046
507051186,2604,2694,5301,7,13,19,3,10,17,7,5,11,0,0,0,0,0,4,22,32,55,0,0,0,3,3,7,34,23,58,4,4,8,8,5,7,0,0,0,14,12,27,19,5,27,3,9,7,0,0,8,0,0,0,8,9,22,3,3,6,12,17,26,237,216,450,4,3,10,54,81,135,3,6,9,5,7,12,36,43,81,3,3,4,3,28,31,3,4,5,0,0,3,590,584,1176,10,7,18,12,14,29,5,0,5,89,107,195,319,367,689,12,14,29,4144,4352,8494
507051187,4016,4384,8402,5,5,13,3,14,15,11,8,17,0,0,3,3,0,3,21,30,57,0,0,0,3,3,4,30,24,49,11,21,30,0,0,0,0,0,0,24,23,46,11,10,22,0,3,3,0,3,3,0,3,5,6,12,16,0,0,5,22,24,43,428,447,874,0,0,0,32,49,83,3,3,7,14,12,26,102,120,226,3,0,6,4,27,35,0,0,0,0,0,0,995,1060,2048,13,17,36,3,4,11,31,29,64,133,148,282,379,423,800,21,47,64,6336,6963,13302
507051188,4438,4138,8572,21,10,31,14,29,44,26,30,57,4,3,6,3,10,16,32,49,83,3,0,3,0,3,9,63,45,109,18,18,35,3,3,9,0,0,0,45,48,89,39,37,72,8,9,12,0,0,0,3,3,4,25,34,62,4,3,4,43,39,85,339,376,717,7,10,13,113,143,256,12,10,21,5,17,22,79,72,145,3,0,4,7,53,60,3,3,5,5,0,5,1309,1430,2737,32,14,54,19,27,46,16,17,32,257,268,524,1231,750,1982,73,60,128,8302,7755,16059
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,3,8,8
507051190,3488,3579,7066,11,10,23,6,12,19,11,8,22,5,0,5,0,0,0,27,24,55,3,3,4,3,0,3,23,18,41,4,16,18,4,3,8,0,0,0,24,37,66,16,16,32,0,5,5,5,4,6,3,0,3,12,9,18,0,3,3,27,31,56,204,188,392,0,0,0,23,38,59,4,8,16,11,11,18,77,64,142,4,0,4,6,26,38,0,0,3,0,0,0,953,1016,1968,14,25,42,3,4,6,14,9,25,131,143,274,300,305,604,27,18,44,5437,5653,11092
507051191,5728,5980,11708,20,23,35,0,12,12,4,3,9,4,0,4,0,4,4,31,31,62,0,0,0,4,4,8,18,21,37,6,21,26,0,0,0,0,0,0,53,54,107,16,14,27,0,9,9,4,5,8,3,0,3,13,13,20,0,3,3,26,29,56,412,430,841,5,4,6,25,50,76,3,11,12,11,17,26,228,223,447,3,3,3,6,28,33,0,0,3,0,0,0,1953,1901,3851,31,34,67,0,10,13,35,42,77,133,150,282,417,457,873,45,60,103,9229,9632,18863
507051192,3764,3781,7541,3,10,13,11,16,23,10,5,16,0,0,0,11,13,16,19,31,52,0,0,3,0,0,0,54,44,93,9,9,15,0,0,0,0,0,0,23,26,58,7,3,11,3,7,5,0,3,3,0,4,5,14,15,29,0,0,3,21,13,29,306,356,664,3,0,3,93,125,213,4,6,12,9,13,20,107,102,205,3,0,3,4,31,40,0,3,7,0,0,0,893,966,1861,11,12,21,17,29,48,19,25,43,166,170,333,321,355,674,25,30,48,5928,6191,12119
507051193,3330,3322,6652,6,14,24,3,8,7,5,3,5,0,0,4,7,3,8,18,31,50,0,3,3,4,4,9,26,18,44,9,7,19,3,7,10,0,0,0,20,32,49,10,9,15,4,4,12,0,0,0,4,0,4,10,16,22,0,0,0,18,22,41,253,284,535,3,3,9,18,48,62,6,8,17,8,10,16,77,61,139,3,3,6,6,38,50,0,0,0,0,0,3,697,809,1506,13,12,30,3,3,5,17,14,28,95,111,210,373,402,780,23,26,45,5070,5339,10407
509011225,4735,5352,10088,14,18,25,17,25,44,3,3,9,3,0,3,0,4,3,45,62,107,3,0,3,7,10,9,54,50,100,3,17,20,3,6,15,3,3,8,19,15,36,59,54,115,10,12,21,3,4,9,0,0,0,20,23,45,4,0,4,51,58,112,124,134,258,0,0,0,117,138,255,7,10,18,8,6,16,74,77,151,10,3,12,19,32,50,0,0,0,0,0,3,622,726,1345,22,24,46,3,10,14,24,19,43,106,131,233,463,540,998,108,127,232,6756,7691,14452
509011226,1298,1205,2502,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,7,18,23,0,0,0,0,0,0,0,3,4,0,3,6,0,0,0,0,0,0,0,3,3,6,3,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,15,12,30,38,29,64,0,0,0,3,10,12,0,0,0,0,3,3,14,12,20,3,0,4,0,3,3,0,0,0,0,0,0,140,136,282,7,11,20,0,0,0,3,5,7,19,22,45,137,136,275,7,13,20,1719,1643,3363
509011227,1738,1739,3474,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,12,22,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,0,3,10,7,15,47,64,113,0,0,0,0,7,10,3,0,3,0,4,3,59,59,118,0,0,3,0,5,3,0,0,0,0,0,0,209,237,446,5,12,14,6,4,11,5,15,19,23,17,42,109,109,222,3,12,15,2248,2337,4582
509011228,1919,1934,3849,3,12,13,0,6,6,0,3,3,0,0,0,0,0,0,17,31,50,0,0,0,3,0,3,7,8,14,0,9,7,0,0,0,0,0,0,10,6,16,5,0,8,3,3,8,0,0,0,0,0,0,3,6,9,0,3,3,22,28,43,51,70,120,0,0,0,0,6,12,8,7,13,0,0,3,32,35,64,6,3,6,0,0,3,0,0,0,0,3,3,358,339,701,13,24,40,9,5,9,12,10,22,43,63,102,298,310,608,18,11,28,2852,2928,5774
509011229,1178,935,2115,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,7,9,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,6,12,61,60,120,0,0,0,22,16,40,0,0,0,0,0,0,7,7,13,0,0,0,0,0,3,0,0,0,0,0,0,35,60,94,3,3,4,0,0,0,0,0,0,8,14,25,217,154,368,7,11,17,1558,1286,2843
509011230,1529,1437,2971,0,3,3,15,12,24,0,0,0,3,0,4,0,0,0,3,3,10,0,0,0,0,0,0,14,14,28,4,11,16,0,0,0,0,0,0,0,0,3,11,6,20,0,0,0,3,0,5,0,0,0,11,10,15,0,0,0,8,4,13,77,70,149,6,3,6,8,18,27,0,0,3,3,10,14,18,24,41,10,0,10,33,38,72,0,0,0,0,0,0,68,84,152,3,3,11,0,0,3,4,3,8,166,109,275,321,303,621,14,15,30,2330,2192,4528
509011231,1577,1482,3065,0,3,5,0,0,0,0,0,0,0,0,4,0,0,0,5,5,11,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,3,0,6,5,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,68,74,144,0,0,0,31,26,53,3,0,5,0,3,3,3,11,11,0,0,0,0,6,8,0,0,0,0,0,0,93,111,205,3,8,10,0,0,0,6,4,8,23,10,34,232,228,469,15,12,25,2076,2006,4085
509011232,1555,1140,2698,4,3,11,0,0,4,0,3,4,0,0,0,0,0,0,8,6,19,0,0,0,3,0,3,3,0,3,0,4,3,0,0,0,0,0,0,8,3,10,0,6,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,17,10,28,34,21,56,0,0,0,3,9,12,0,3,3,0,0,4,9,11,26,0,0,0,0,3,6,0,0,0,0,0,0,168,173,342,9,7,15,3,0,4,3,4,7,25,18,43,83,83,166,5,14,13,1964,1536,3497
509011233,3906,3960,7864,17,17,33,5,11,18,0,0,0,0,0,0,3,0,3,26,24,53,0,0,0,0,0,3,17,17,37,4,13,15,0,0,0,0,0,0,4,3,8,14,16,29,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,29,33,60,77,67,142,0,0,0,115,135,249,7,6,13,0,3,3,37,40,76,0,0,0,15,16,29,0,0,0,0,0,0,341,353,691,9,17,22,10,9,18,5,5,9,68,66,136,314,329,647,13,23,38,5031,5178,10203
509011234,1825,1699,3523,0,3,3,3,0,4,0,0,0,0,0,0,0,0,0,8,19,30,3,0,3,0,3,3,12,7,20,0,0,0,0,0,5,0,0,0,6,4,8,4,4,5,0,3,3,0,0,0,0,0,0,0,0,3,3,0,4,7,18,26,57,47,107,11,6,12,9,19,23,0,4,6,4,0,4,24,27,56,3,0,3,0,3,5,0,0,0,0,0,0,200,242,444,10,5,18,3,0,4,0,6,11,109,66,174,261,228,488,11,10,22,2586,2422,5006
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,1824,1734,3560,5,3,11,0,0,0,7,4,6,0,0,0,0,0,0,17,14,27,3,0,3,0,0,0,3,4,10,0,3,3,0,0,0,0,0,3,3,4,13,5,3,6,0,0,0,0,0,0,0,0,0,3,7,9,3,0,3,15,17,31,68,75,149,0,0,0,6,6,21,0,4,5,10,7,19,25,32,57,3,3,5,0,11,11,0,0,0,0,0,0,335,401,735,5,3,14,0,3,3,3,10,16,34,39,76,244,255,503,7,10,21,2644,2668,5314
509021237,1624,1449,3070,0,3,4,5,0,5,0,0,3,0,0,3,0,0,0,4,6,8,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,4,4,9,5,3,7,0,0,0,4,0,3,0,0,0,5,0,4,0,0,0,4,12,19,37,44,80,0,0,0,52,53,106,0,0,0,0,0,0,10,16,26,0,0,0,0,0,0,0,0,0,0,0,0,86,94,177,0,3,3,0,0,0,6,5,12,15,19,34,249,221,471,8,8,13,2133,1948,4078
509021238,1650,1503,3154,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,7,7,11,3,3,3,0,0,0,0,0,0,0,0,0,3,7,4,0,0,3,5,9,22,39,31,68,0,0,0,11,17,31,0,3,4,0,0,0,11,5,14,0,0,0,0,0,0,0,0,0,0,0,0,89,100,192,3,5,8,0,0,0,4,3,5,11,14,24,170,164,340,4,6,11,2038,1900,3939
509021239,3071,2766,5832,3,7,9,0,3,4,0,3,4,0,0,0,0,0,0,25,26,50,4,0,4,11,9,18,6,4,13,0,7,11,0,0,0,0,0,0,16,17,37,33,10,40,3,0,10,4,5,3,0,0,0,14,11,23,4,0,3,20,20,36,111,109,221,0,3,0,48,56,105,3,3,10,0,3,6,36,35,74,5,0,4,5,14,17,3,0,3,0,0,0,322,324,645,11,9,20,13,13,27,11,6,21,127,128,261,476,435,913,115,141,253,4519,4170,8682
509021240,2003,1867,3869,0,3,5,101,3,105,0,0,0,0,0,0,0,0,0,4,20,26,0,0,0,0,0,0,7,13,23,0,0,3,0,0,0,0,0,0,4,19,23,12,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,77,54,129,0,0,0,26,39,69,3,3,8,4,0,3,27,21,44,0,0,0,0,3,3,0,0,0,0,0,0,104,108,208,6,3,11,0,0,0,9,5,15,26,22,53,211,199,408,55,20,73,2693,2415,5112
509021241,1924,1648,3575,0,3,3,3,4,5,0,0,0,0,0,0,0,4,3,3,10,10,0,0,0,0,0,0,5,3,9,0,0,4,0,0,0,0,0,0,13,12,24,7,0,6,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,12,3,13,82,66,153,0,0,0,67,68,135,0,0,0,0,0,0,19,22,38,3,0,3,0,9,7,0,0,0,3,0,3,80,99,182,3,3,6,0,0,0,12,9,17,16,14,34,297,244,547,31,21,54,2578,2254,4834
509021242,1584,1071,2657,0,3,5,0,0,0,4,0,6,0,0,0,0,0,0,9,4,18,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,0,0,0,5,11,15,6,3,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,4,151,62,212,3,0,3,20,14,31,0,0,0,3,0,3,16,7,18,0,0,0,4,8,6,0,0,0,0,0,0,113,66,179,0,5,10,0,0,0,11,0,13,23,20,40,419,196,615,21,19,45,2419,1490,3908
509021243,3850,3857,7708,8,7,8,14,5,21,4,3,10,5,0,4,5,0,5,35,36,74,0,0,3,0,0,0,48,34,88,4,10,19,49,0,49,12,0,12,15,10,25,12,10,18,0,0,0,5,0,5,3,0,3,14,12,27,3,0,3,29,22,50,162,140,298,9,3,13,84,98,180,6,14,20,11,10,13,34,35,65,35,3,39,4,7,8,3,0,4,3,0,3,334,383,717,13,10,28,43,9,53,18,20,32,216,76,293,597,556,1152,21,19,37,5718,5391,11107
509021244,1475,1481,2961,3,3,4,0,3,3,3,0,3,0,0,3,0,0,0,17,21,37,0,0,0,0,0,0,7,0,6,0,3,4,0,0,0,0,0,0,7,9,12,3,8,10,0,0,0,0,0,0,0,0,0,3,0,7,3,0,3,14,17,28,67,56,122,0,0,0,0,3,3,5,5,7,0,7,5,13,17,33,0,0,0,0,3,5,0,0,0,0,0,0,255,259,516,13,3,15,0,0,0,6,3,7,29,38,72,233,238,468,3,7,9,2168,2202,4366
509021245,1854,1837,3686,5,3,10,0,0,0,3,0,3,0,0,0,0,0,0,14,9,22,0,0,0,0,0,3,7,6,15,0,6,6,0,0,0,0,0,0,5,6,15,12,5,15,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,28,19,44,71,59,131,0,0,0,14,17,29,0,0,0,0,0,6,20,31,50,0,0,0,0,3,3,0,0,0,0,0,0,201,231,434,7,14,17,3,4,6,11,8,20,20,27,52,312,311,628,17,16,35,2613,2620,5233
509031246,1409,1331,2739,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,0,0,0,0,0,0,9,12,21,0,4,4,0,0,0,0,0,0,0,0,4,3,5,10,0,0,0,3,0,4,0,0,0,3,3,4,0,0,0,7,10,11,46,41,86,0,0,0,0,9,10,0,0,0,0,0,0,0,7,10,0,0,0,0,3,3,0,0,0,0,0,0,100,89,184,3,10,15,0,0,0,0,0,5,16,28,45,217,214,431,4,5,16,1842,1777,3618
509031247,1907,1545,3457,4,0,5,0,3,0,0,0,3,0,0,0,0,0,3,6,7,8,0,0,0,0,0,0,3,5,8,0,4,4,0,0,0,0,0,0,7,10,16,3,10,10,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,9,13,68,46,111,0,0,0,13,11,26,0,0,0,3,0,3,11,9,27,0,0,0,0,0,0,0,0,0,0,0,0,89,82,176,0,3,3,0,0,0,7,3,8,19,34,52,249,169,421,18,23,41,2433,1979,4406
509031248,1245,928,2174,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,9,20,18,10,26,0,0,0,0,0,0,5,6,13,3,0,4,3,0,3,0,0,0,0,0,0,6,0,8,0,0,0,7,3,11,89,46,131,0,0,0,4,10,18,0,0,0,0,0,3,18,11,33,0,0,0,0,3,8,0,0,0,0,0,0,120,78,195,8,0,10,0,0,3,12,5,12,23,16,35,196,124,319,8,10,13,1781,1274,3053
509031249,1687,1755,3446,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,10,12,23,0,0,0,0,0,0,10,17,29,0,0,0,0,0,0,0,0,0,9,7,17,4,3,14,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,8,7,11,43,49,86,4,3,8,41,44,91,3,9,11,3,3,4,21,29,49,0,0,0,0,4,4,0,0,0,0,0,0,95,124,219,7,3,12,3,0,6,4,5,13,30,40,69,290,299,593,11,10,17,2293,2452,4749
509031250,1874,1756,3626,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,68,63,127,0,0,0,4,8,14,0,0,0,0,3,3,20,16,33,0,0,0,0,5,8,0,0,0,0,0,0,118,136,253,0,6,6,0,0,0,0,0,3,15,18,35,301,254,555,18,8,28,2454,2313,4766
510011262,6701,6678,13382,16,17,38,6,25,29,7,3,6,3,0,7,4,3,7,62,63,126,0,0,3,9,15,23,45,37,82,15,26,41,0,0,0,0,0,0,31,42,73,36,27,60,12,21,42,23,11,33,0,0,0,15,17,35,4,3,4,39,34,73,221,191,415,9,10,14,109,124,230,6,14,13,11,12,20,56,53,107,8,10,19,14,58,70,0,0,0,3,0,3,499,494,991,23,17,45,7,8,16,12,20,30,169,218,388,1255,1336,2588,255,322,583,9695,9913,19608
510011263,3984,3831,7819,5,11,16,0,9,7,0,0,0,3,0,6,3,3,6,22,17,37,0,0,0,0,3,3,24,31,59,3,4,10,0,0,4,0,0,0,12,8,15,6,9,16,0,3,0,0,3,4,0,0,0,3,3,5,0,0,3,3,7,14,86,93,178,0,0,3,17,18,31,3,3,8,5,0,4,16,11,26,4,10,13,0,9,9,0,0,0,0,0,0,122,117,243,9,14,18,0,0,4,11,5,14,52,51,103,415,444,860,85,91,177,4901,4805,9705
510011264,1487,1512,3005,0,0,0,3,3,8,0,0,0,0,0,0,3,0,3,3,3,9,3,0,3,0,0,3,10,7,23,4,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,35,33,69,3,0,8,5,9,11,0,0,0,0,0,0,9,3,10,3,0,5,0,0,0,0,0,0,0,0,0,44,38,84,4,5,11,0,0,0,7,0,7,23,11,39,260,251,511,76,58,133,1986,1969,3959
510011265,3713,3634,7347,5,11,18,9,6,16,6,3,5,0,0,0,3,3,10,32,26,61,0,0,0,3,6,11,25,17,39,9,3,11,0,0,0,0,0,0,14,20,35,21,10,30,4,14,19,12,6,14,0,0,0,12,14,25,5,0,3,20,15,37,104,109,205,0,0,0,22,33,51,3,7,9,0,3,3,17,19,31,10,8,14,0,19,20,0,0,0,3,0,3,220,219,436,8,15,23,12,11,22,8,11,22,115,102,215,772,771,1541,188,159,347,5380,5258,10639
510011266,1506,1512,3019,0,0,4,0,5,7,0,0,0,0,0,0,0,0,0,15,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,3,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,7,16,32,23,53,0,0,0,3,6,12,0,0,0,0,0,0,8,8,12,0,0,3,0,0,0,0,0,0,0,0,0,102,94,199,4,3,4,0,0,0,0,0,5,22,25,48,189,160,351,38,42,79,1942,1918,3864
510021267,5457,1806,7260,15,5,25,13,0,15,8,3,8,3,0,3,11,0,19,20,14,35,0,0,0,5,0,10,76,9,82,15,3,18,6,0,6,0,0,0,61,13,74,9,0,7,0,4,4,12,0,10,3,0,3,30,8,38,4,0,4,17,10,22,744,210,959,0,0,0,86,24,111,9,0,9,19,3,19,112,15,127,8,0,11,3,8,11,3,0,3,0,0,0,528,81,609,30,0,32,9,0,13,89,3,88,227,35,265,2581,574,3155,78,19,97,10301,2860,13168
