SA2_MAINCODE_2016,Australia_M,Australia_F,Australia_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Malta_M,Malta_F,Malta_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africa_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Thailand_M,Thailand_F,Thailand_P,TFYROM_M,TFYROM_F,TFYROM_P,Turkey_M,Turkey_F,Turkey_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Zimbabwe_M,Zimbabwe_F,Zimbabwe_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
501011001,1865,1874,3739,8,9,16,3,3,7,0,0,0,0,0,0,0,0,0,14,23,39,0,0,0,0,4,3,3,7,11,3,5,6,0,0,0,0,0,0,11,3,14,11,5,11,0,3,10,0,0,0,0,0,0,0,8,9,0,0,0,6,15,21,75,68,143,0,0,0,10,14,28,3,3,8,3,0,3,19,18,37,0,0,0,3,6,12,0,0,0,0,0,0,230,240,472,9,11,25,0,3,3,8,3,11,31,50,88,295,270,567,48,44,96,2666,2710,5381
501011002,9127,10020,19149,20,31,54,10,10,19,0,0,8,4,0,7,3,3,10,54,74,119,0,0,3,3,5,13,53,50,102,17,42,56,0,3,3,0,0,0,34,54,92,31,20,55,7,18,20,10,13,24,0,0,0,21,13,33,3,3,7,53,62,118,308,324,635,7,9,11,51,90,138,3,11,16,9,16,28,119,137,259,15,13,26,16,42,60,0,0,0,4,4,6,1064,1206,2273,27,38,69,14,25,42,13,28,44,196,216,409,899,976,1870,119,180,299,12303,13754,26059
501011003,3615,3641,7255,13,19,33,0,3,5,3,0,3,0,0,0,0,3,3,23,38,59,3,0,3,0,3,8,14,10,27,13,5,15,0,0,0,0,0,0,21,19,42,21,11,33,3,6,7,3,3,7,0,0,0,3,8,12,0,0,3,21,16,39,124,98,222,3,0,3,4,11,14,5,4,10,6,9,13,48,55,106,4,9,16,0,9,9,0,0,3,0,0,0,403,437,837,34,26,55,3,3,6,10,12,26,121,115,232,384,393,773,85,90,172,4990,5066,10055
501011004,2949,2985,5938,13,29,36,3,11,13,3,0,0,0,0,0,0,3,3,27,46,74,4,0,4,3,14,16,13,14,24,6,8,9,0,0,0,3,3,10,29,26,52,29,26,54,4,20,25,16,21,44,0,0,0,3,10,9,0,0,0,12,16,35,130,159,288,0,0,0,28,44,68,0,4,4,4,11,9,53,48,101,4,5,5,3,14,19,0,0,0,0,0,0,357,407,762,26,24,52,5,6,7,8,14,23,144,146,296,431,408,838,207,214,424,4538,4727,9261
501021005,6050,6348,12404,8,9,14,25,33,51,0,0,0,0,0,3,6,0,7,21,35,58,0,0,0,0,0,0,38,32,67,3,19,25,5,7,11,0,3,9,30,41,73,28,15,44,3,5,9,3,11,16,0,0,0,13,23,30,3,0,4,36,30,61,412,399,809,3,6,4,25,59,79,5,7,8,13,7,21,142,164,305,0,6,9,4,19,16,0,0,0,0,0,0,609,651,1263,16,24,37,3,9,8,56,57,110,100,107,209,500,544,1044,22,50,69,8196,8712,16906
501021007,1900,1988,3883,4,12,10,0,4,4,0,0,0,0,0,0,0,0,0,11,5,18,0,0,0,4,3,8,3,7,9,0,0,5,0,0,0,0,0,0,4,5,11,10,0,8,0,0,3,8,3,9,0,0,0,0,0,3,0,0,0,8,10,19,61,48,114,0,0,0,0,3,3,4,0,3,3,0,3,23,34,55,0,0,0,0,0,0,0,0,0,0,0,0,160,202,355,9,5,13,0,3,3,8,9,10,25,35,61,172,199,375,5,12,15,2420,2596,5012
501021008,2526,2401,4935,0,0,3,9,9,16,0,0,3,0,0,0,0,0,0,14,5,23,3,0,7,0,0,0,41,31,69,3,11,14,0,0,0,0,7,9,14,9,21,12,15,29,3,6,8,28,7,38,0,0,0,3,5,6,0,0,0,16,11,29,87,92,182,3,0,3,56,85,139,3,5,9,4,8,13,22,30,53,0,0,0,0,4,9,0,0,0,0,0,0,204,195,398,3,4,9,4,10,8,8,15,22,52,71,122,274,295,570,10,10,18,3416,3353,6766
501021009,3406,3334,6741,0,3,4,7,4,11,0,0,0,3,0,4,3,0,3,19,28,47,0,0,0,0,0,0,13,7,18,3,6,9,0,0,3,3,0,3,7,3,13,24,17,42,4,3,6,0,0,3,0,0,0,5,11,12,0,0,0,9,9,15,112,106,220,3,4,3,11,28,41,9,10,22,0,3,3,24,14,40,0,0,0,0,10,10,0,0,0,0,0,0,166,194,363,5,10,15,7,7,7,3,7,12,26,24,52,413,417,829,9,16,20,4295,4280,8574
501021010,1195,1209,2404,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,14,33,24,58,0,0,0,0,8,8,0,0,3,0,3,3,23,25,48,0,0,0,0,0,0,0,0,0,0,0,0,99,109,206,3,3,14,0,0,0,7,3,10,10,13,22,129,118,245,0,5,9,1527,1548,3078
501021011,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13
501021012,4194,4453,8645,11,3,14,3,9,20,0,0,3,4,0,4,0,0,0,15,17,35,0,0,0,3,0,0,44,38,84,0,3,3,3,3,10,3,4,4,21,22,41,13,13,23,4,3,10,19,11,31,3,3,6,6,9,14,0,0,0,21,32,56,219,197,413,5,3,9,30,49,82,6,3,14,8,14,28,80,83,167,3,4,9,6,18,24,0,0,0,0,0,0,313,370,683,16,23,38,0,4,3,36,28,63,66,80,142,327,336,662,19,39,60,5505,5873,11374
501021014,3231,3101,6328,3,3,7,6,3,10,0,0,0,0,0,0,0,3,3,10,16,22,0,0,0,5,0,4,5,4,11,5,0,10,0,0,0,0,0,0,11,7,20,71,62,127,0,3,3,13,7,18,0,0,0,7,3,9,0,0,0,21,18,34,94,79,172,0,0,0,167,143,312,0,4,3,3,0,3,32,43,82,0,0,3,0,3,9,0,0,0,0,0,0,255,276,531,9,8,16,3,3,4,10,12,18,72,77,152,452,442,894,47,35,74,4519,4357,8878
501021015,2359,2584,4938,4,7,9,12,20,33,0,3,8,0,0,0,0,0,3,11,12,18,3,6,10,0,0,5,28,27,53,5,5,9,0,3,7,0,4,3,12,12,28,32,50,87,3,5,10,13,9,26,0,0,0,6,15,19,0,0,0,12,9,19,97,91,187,3,0,4,69,80,148,16,12,29,3,6,11,12,25,33,3,0,0,4,10,12,0,0,0,0,0,0,178,211,384,8,8,13,9,16,24,11,11,17,52,83,139,216,215,432,16,22,38,3204,3551,6752
501021016,1426,1414,2837,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,9,10,16,0,0,0,0,0,0,7,4,6,0,3,3,0,0,0,0,0,0,3,6,7,40,30,70,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,9,17,46,46,94,0,0,0,17,16,35,0,0,4,0,3,3,9,7,20,0,0,0,0,11,12,0,0,0,0,0,0,126,168,297,3,3,5,0,0,0,8,8,9,18,22,39,251,246,502,3,5,7,1979,2025,4003
501021251,2803,3028,5830,4,9,12,12,18,25,0,0,0,3,0,4,0,0,0,13,12,29,3,0,4,3,0,0,24,29,47,5,6,11,5,3,12,0,0,5,16,15,35,7,9,10,0,0,0,5,3,13,3,3,11,13,7,22,0,3,3,6,6,13,145,148,289,14,13,30,66,85,155,5,9,9,8,10,18,277,304,583,3,3,7,6,10,14,0,0,0,0,0,0,336,340,678,17,15,34,0,3,3,57,65,126,89,85,177,234,253,486,15,27,42,4205,4544,8747
501021252,1083,1170,2255,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,13,16,0,0,0,0,0,0,3,3,5,0,3,3,0,0,0,0,0,0,3,4,9,8,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,12,34,16,49,0,0,0,0,9,10,3,3,4,0,0,3,29,23,53,5,3,6,0,13,13,0,0,0,0,0,0,107,101,210,10,3,13,0,0,0,16,17,29,9,28,40,67,59,127,6,6,11,1402,1489,2899
501021253,3967,4187,8155,14,12,19,17,20,40,4,0,9,3,0,7,0,3,7,23,32,52,0,4,3,7,8,19,70,58,131,4,14,24,11,6,15,10,5,15,45,44,84,67,59,124,3,9,15,35,21,56,8,4,14,14,26,35,0,0,0,29,32,58,163,152,322,10,3,11,51,58,109,9,18,25,6,12,13,63,83,147,19,14,28,3,25,28,0,0,0,0,0,0,454,508,960,24,28,53,3,14,13,25,24,56,121,172,290,463,499,959,56,72,127,5802,6228,12037
501021254,1775,1866,3644,0,3,5,5,0,7,0,0,5,0,0,0,0,0,0,5,12,14,0,0,0,0,0,4,20,9,28,9,14,18,4,0,4,0,0,0,11,17,24,10,7,16,3,3,4,4,3,10,0,0,0,6,8,8,3,0,3,15,12,29,67,67,134,3,0,10,42,42,82,0,0,7,4,5,6,18,19,31,0,0,0,0,6,7,0,0,0,0,0,0,161,177,342,8,3,11,7,7,11,3,10,14,54,57,110,213,231,439,11,16,26,2460,2604,5063
501031017,2159,2262,4417,4,6,11,0,3,0,0,3,3,0,0,4,0,0,0,15,24,40,0,0,0,3,0,3,0,3,3,0,3,5,0,0,0,0,0,0,5,8,17,13,6,17,0,6,6,0,0,0,0,0,0,0,4,4,0,0,0,12,22,41,89,85,171,0,0,0,3,20,24,3,0,3,4,3,4,18,22,34,0,0,0,3,8,9,0,3,3,0,0,0,374,347,719,20,15,39,0,0,0,13,11,20,39,44,77,256,272,533,19,21,36,3052,3194,6245
501031018,2009,2046,4059,0,3,5,0,10,12,3,0,3,0,0,0,0,0,3,11,13,24,0,0,0,0,0,0,3,10,10,0,0,3,0,0,0,0,0,0,11,8,13,30,25,53,3,3,9,0,6,8,0,0,0,11,3,14,0,0,0,16,12,26,60,57,112,0,5,5,5,13,19,3,5,14,3,5,4,22,20,34,0,0,0,0,4,4,0,0,0,0,0,0,229,260,487,6,11,14,4,9,7,6,7,8,47,50,97,276,301,577,28,35,65,2784,2900,5688
501031019,2102,2084,4180,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,13,16,7,11,14,0,3,3,8,8,16,0,3,6,0,0,0,0,0,0,8,5,7,34,29,69,0,0,0,0,3,3,0,0,0,3,3,9,0,0,0,9,5,17,31,42,76,0,0,0,14,25,36,0,5,8,0,3,6,8,6,15,3,4,5,0,4,6,9,13,20,0,0,0,140,156,296,4,4,9,0,0,0,4,0,6,46,38,83,240,277,511,24,16,39,2711,2764,5481
501031020,1839,1690,3525,3,3,7,8,4,15,0,0,0,0,0,0,0,3,4,14,14,32,3,5,4,3,6,5,7,8,13,0,0,0,0,0,0,0,0,0,4,9,12,17,20,34,0,0,0,0,0,3,0,0,0,3,5,8,3,0,3,16,10,24,62,64,127,0,0,0,3,6,7,0,0,0,7,5,5,16,24,39,3,0,3,3,5,11,4,0,4,0,0,0,224,226,448,12,5,15,3,0,5,4,6,10,52,54,101,352,293,644,81,71,145,2728,2526,5259
502011021,2303,2262,4567,9,3,12,3,10,12,3,4,9,0,0,0,0,3,3,15,17,29,0,0,0,0,0,0,14,12,23,3,7,15,0,0,3,0,0,0,19,13,25,10,0,16,0,4,8,0,0,0,0,0,0,3,3,11,4,0,5,14,25,39,125,128,254,0,0,0,3,23,28,3,4,10,3,9,10,55,60,119,0,0,5,0,11,13,0,0,0,0,0,0,466,481,945,12,11,17,0,5,6,6,13,20,48,64,116,191,175,367,9,21,35,3326,3384,6710
502011022,2824,2936,5763,5,6,20,0,5,5,3,3,7,3,0,3,0,0,0,7,17,30,0,3,5,9,3,8,4,12,20,12,11,25,3,0,3,0,0,0,18,19,36,23,3,31,0,4,4,9,6,12,0,0,0,5,3,9,3,3,7,21,20,36,146,136,287,0,0,0,4,28,33,4,8,9,3,6,11,54,66,122,0,0,0,5,18,23,0,0,0,0,0,0,553,539,1092,17,17,34,0,0,0,7,9,18,57,83,145,236,247,480,8,25,31,4056,4258,8317
502011023,3227,3563,6792,3,7,5,3,11,13,0,0,0,0,0,0,0,4,3,21,27,53,0,0,0,3,4,7,34,34,63,3,7,12,0,0,0,0,0,0,8,17,28,13,9,22,0,3,8,0,0,5,0,0,0,6,17,21,6,0,6,33,26,57,185,163,348,3,6,7,49,90,142,3,9,9,9,10,19,32,34,68,7,8,14,8,35,42,0,0,0,0,0,0,460,547,1015,8,10,22,4,6,9,12,17,30,80,101,185,279,353,631,12,16,34,4520,5134,9649
502011024,5416,5922,11336,13,24,37,11,21,33,3,3,13,11,4,15,0,0,0,31,56,92,0,0,0,5,5,8,35,45,76,7,30,33,23,14,37,5,0,6,66,47,112,22,18,40,3,10,12,4,14,16,0,0,0,22,22,38,0,5,3,54,62,117,335,382,717,3,3,3,28,72,101,8,6,13,11,22,25,159,183,344,3,3,7,14,33,51,0,0,0,0,0,0,1298,1436,2732,35,28,64,3,12,13,25,26,52,130,176,304,465,543,1007,32,58,94,8271,9298,17574
502011025,2781,2893,5670,4,7,14,5,30,35,5,0,4,4,5,7,0,0,5,14,18,36,3,0,3,3,4,13,105,87,191,4,10,12,22,24,37,0,0,0,20,15,41,20,8,33,3,3,9,7,12,20,0,0,0,12,26,34,0,0,0,18,24,43,137,176,310,15,12,27,53,85,136,9,3,12,8,10,17,38,34,68,28,23,54,15,26,39,4,3,8,0,0,0,494,540,1034,20,10,30,3,5,8,10,13,20,101,107,208,469,495,965,51,56,107,4481,4766,9253
502011026,2002,2054,4061,9,3,11,0,3,5,0,0,0,0,0,0,0,3,3,7,7,18,0,3,3,0,9,7,8,4,17,0,3,3,0,0,0,0,0,0,6,5,10,7,3,17,0,0,0,3,0,3,0,0,0,0,6,7,0,0,3,18,13,30,81,70,152,0,0,0,0,14,14,3,0,3,3,5,12,9,17,33,0,0,5,3,16,17,0,0,0,0,0,0,316,324,646,8,14,24,0,0,0,4,3,14,27,16,45,180,186,371,5,12,20,2731,2815,5546
502011027,5189,5649,10839,23,22,42,27,29,54,3,8,12,3,5,7,4,4,8,26,26,51,0,5,9,3,5,10,68,75,144,16,37,54,7,6,7,0,0,0,75,79,153,21,18,40,0,11,9,3,14,14,0,0,0,26,33,64,3,0,3,33,36,69,395,401,793,4,7,11,92,132,218,10,12,26,21,12,33,202,244,446,16,18,32,14,43,53,0,0,0,0,0,0,1192,1261,2457,28,28,58,5,14,17,54,63,117,181,227,410,398,420,820,33,49,87,8182,8982,17160
502011028,3065,3462,6530,6,10,10,10,21,27,7,3,10,3,0,3,0,3,4,20,31,52,5,0,3,5,3,9,32,26,56,5,16,22,10,3,11,0,0,0,26,29,50,16,15,29,0,3,8,12,7,22,0,0,0,12,14,20,4,0,5,24,30,53,149,159,308,4,3,11,53,105,153,6,9,14,3,13,19,51,61,110,11,7,14,9,32,44,0,0,0,0,0,0,541,671,1214,14,13,24,0,11,12,9,22,37,86,87,177,338,400,738,11,24,29,4543,5287,9830
502011029,3366,3467,6833,8,11,21,0,0,0,0,0,3,0,0,0,3,4,5,14,13,24,0,0,0,0,6,3,5,10,16,0,3,9,0,0,0,0,0,0,14,15,27,24,12,38,0,0,0,0,0,0,0,0,0,3,14,12,0,0,0,29,28,58,120,124,244,0,0,0,24,38,62,0,0,3,14,7,19,17,40,55,0,3,3,3,10,15,0,0,0,0,0,0,426,476,904,9,13,24,5,3,11,0,3,6,42,33,75,430,429,858,11,16,27,4575,4778,9350
503011030,2088,2188,4281,17,14,26,23,36,55,3,10,9,6,4,10,0,4,5,26,27,50,13,11,20,13,15,21,25,32,56,9,8,19,0,3,4,0,0,3,18,20,32,36,29,58,6,10,18,5,0,6,0,7,3,38,57,94,0,0,0,25,21,44,56,64,115,0,0,0,5,5,8,7,16,23,26,19,46,74,77,148,3,7,4,0,3,3,4,0,6,0,0,0,313,310,624,62,68,133,3,14,14,17,13,28,103,121,224,113,122,230,26,48,77,3155,3373,6523
503011031,2331,2593,4920,29,26,50,79,76,154,5,4,5,4,0,3,3,3,8,15,20,40,0,4,3,25,35,63,32,45,76,12,12,22,8,13,27,0,0,0,32,27,58,15,17,36,35,39,77,6,17,23,0,0,3,33,58,86,0,0,0,10,13,25,66,58,132,8,4,16,3,16,15,10,22,31,42,40,82,64,83,145,16,17,30,4,7,13,0,0,0,0,4,4,393,387,785,32,55,85,6,11,10,14,24,41,172,172,344,277,353,635,46,66,107,3821,4318,8143
503011032,2398,2535,4936,22,23,45,4,15,21,3,4,8,0,0,3,0,0,0,25,24,47,0,4,3,7,13,24,20,5,24,0,9,8,5,0,4,0,0,0,37,44,76,18,19,41,3,12,11,0,3,3,0,0,0,13,21,31,0,0,0,10,9,26,45,66,110,0,0,3,3,0,4,0,5,5,17,27,39,62,71,132,3,4,9,0,4,4,0,0,0,4,3,4,390,362,750,47,49,97,0,9,7,10,14,23,111,120,227,184,214,398,40,71,107,3500,3748,7250
503011033,2702,2796,5497,10,11,26,27,44,72,0,3,6,3,5,5,0,0,0,16,22,35,5,12,20,10,8,21,30,37,65,5,10,12,3,5,11,0,0,0,30,26,54,25,26,52,0,14,14,0,5,4,0,3,3,30,47,82,0,0,0,24,23,50,44,51,94,0,0,0,4,15,13,6,13,21,19,36,51,84,89,174,16,15,33,5,5,11,0,0,0,0,5,5,355,304,660,35,34,71,3,4,9,14,13,27,131,140,269,122,111,228,30,55,84,3811,3970,7775
503011034,2790,3429,6216,20,27,41,34,70,106,5,9,17,0,3,4,0,3,3,16,42,57,0,4,3,19,38,59,64,51,109,13,24,39,19,17,38,4,4,4,44,57,104,34,26,66,10,32,46,11,8,22,0,4,3,34,43,80,0,0,0,16,17,30,97,91,189,7,4,6,23,32,56,12,29,41,26,42,65,91,114,205,11,13,22,11,12,25,0,0,0,0,0,0,486,526,1019,41,62,110,4,9,14,21,35,55,246,291,543,373,421,795,58,85,138,4647,5667,10320
503011035,5301,5401,10705,48,57,105,634,515,1153,4,10,12,4,5,11,3,0,8,36,58,94,16,7,27,83,106,191,149,144,291,115,120,230,32,28,62,28,13,42,45,52,95,50,36,92,31,46,76,18,32,49,3,0,9,308,414,725,0,3,3,46,38,85,149,124,269,43,25,71,18,31,53,7,22,31,265,294,555,175,188,358,49,75,130,18,24,35,0,0,3,0,0,4,789,704,1488,107,95,201,30,49,80,42,38,73,400,472,872,497,530,1024,362,432,789,9912,10175,20087
503011036,2900,2802,5702,32,25,59,47,56,103,5,7,10,7,3,9,0,7,3,37,32,66,0,3,3,18,10,30,36,45,74,3,14,14,7,14,17,0,0,0,20,23,38,14,18,29,6,10,15,3,7,11,0,0,0,55,59,113,3,0,3,20,19,38,55,56,109,3,3,9,6,5,11,5,10,20,34,45,80,123,113,233,4,7,12,5,14,21,0,0,0,3,3,4,394,401,796,60,58,118,3,6,11,30,38,69,131,173,302,182,197,386,30,44,75,4295,4317,8613
503021037,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,9,16
503021038,3373,3574,6941,26,27,54,17,34,49,8,10,17,6,3,13,3,4,3,21,28,47,20,33,62,18,16,32,30,23,62,7,13,16,17,12,27,4,3,8,101,98,202,112,140,252,10,29,35,17,18,32,0,0,3,43,57,100,3,0,6,9,10,25,95,102,197,7,0,12,6,19,21,16,14,27,15,34,48,53,57,111,9,12,18,11,23,29,20,22,39,0,3,3,486,354,839,30,35,62,42,72,110,10,17,29,160,206,363,241,286,523,34,59,92,5070,5432,10496
503021039,4741,5272,10014,23,24,51,42,88,128,10,18,34,10,8,15,0,7,7,42,58,94,25,27,52,16,23,32,119,114,232,16,31,44,22,25,50,0,0,0,98,87,181,166,182,353,9,34,41,27,32,55,0,0,3,67,90,157,7,3,4,30,24,60,180,142,320,18,14,33,20,40,60,36,45,80,37,57,88,68,66,137,21,30,51,15,42,58,17,15,40,10,3,14,760,651,1410,43,50,85,82,93,177,24,14,43,386,429,813,604,644,1246,71,110,184,7881,8584,16458
503021040,2675,2693,5363,13,17,36,30,51,78,11,8,16,3,0,3,3,3,3,28,20,51,36,57,89,4,12,21,34,33,67,0,13,14,9,6,10,7,7,19,57,58,117,139,193,330,6,20,27,16,17,37,0,0,0,28,42,66,3,3,3,14,13,29,84,82,168,7,7,7,17,22,37,15,16,37,15,27,44,37,38,73,4,7,16,4,12,19,21,29,48,5,5,11,329,268,599,26,27,48,74,100,170,10,10,19,196,203,403,233,250,485,50,55,105,4257,4437,8691
503021041,7029,5616,12645,66,104,167,496,645,1143,28,26,51,25,17,41,16,12,25,108,105,213,35,21,55,151,203,355,525,414,933,125,215,340,162,130,295,24,3,23,275,201,479,288,197,486,188,242,432,385,383,772,10,6,19,383,427,808,3,0,4,52,49,96,498,356,850,72,39,114,133,236,371,55,84,144,205,223,427,193,171,362,44,40,88,66,159,223,15,19,36,38,12,49,1513,1044,2556,172,191,366,157,208,368,51,39,96,1688,1744,3431,3732,2998,6733,1789,1815,3599,20802,18401,39200
503021042,4493,4916,9408,48,59,109,96,142,235,13,13,20,7,10,15,0,3,10,46,53,94,0,6,9,40,28,74,124,134,258,17,43,59,38,28,62,3,5,9,97,79,177,53,47,103,46,78,128,33,47,82,3,8,9,130,153,277,3,3,8,46,46,93,154,149,303,10,9,21,19,57,78,13,36,51,85,80,164,120,122,243,16,21,44,19,34,53,0,3,3,4,12,13,930,815,1743,94,94,190,25,41,65,23,26,44,408,546,961,558,684,1247,117,169,288,7951,8804,16754
503021043,4745,4953,9704,43,39,82,100,122,223,11,16,28,11,10,23,4,7,16,41,53,89,3,17,22,24,37,58,484,423,908,12,30,41,35,37,70,4,5,10,135,190,323,99,82,180,31,66,95,27,39,67,3,0,4,112,141,257,3,3,4,30,25,56,171,160,333,22,16,38,53,83,143,28,31,65,68,70,136,101,116,211,23,28,57,6,27,34,10,4,12,0,0,3,667,616,1283,50,86,139,39,54,87,35,47,80,797,870,1665,652,706,1363,113,168,280,8794,9376,18168
504011044,4791,4897,9692,12,17,27,49,76,126,22,30,57,5,9,13,3,0,7,37,42,77,6,3,6,18,24,38,154,137,293,16,27,42,9,0,12,0,5,10,75,57,134,78,90,166,7,24,31,4,14,16,0,0,0,39,46,86,10,22,29,28,23,53,229,204,434,29,7,36,63,103,165,15,31,48,14,27,46,40,56,94,19,16,35,10,28,35,5,10,13,4,0,3,629,607,1240,22,29,51,59,76,135,17,12,25,334,365,697,397,445,837,50,59,106,7306,7606,14916
504011045,6801,7037,13839,25,34,61,140,184,327,27,17,45,4,6,11,5,6,8,52,56,115,17,17,33,44,38,83,279,280,565,28,55,75,34,21,55,22,25,43,155,132,285,180,168,350,11,47,63,21,36,65,3,5,9,132,140,268,12,4,18,45,44,91,349,289,640,53,19,64,89,138,228,47,78,123,45,60,98,58,72,132,50,32,87,23,71,92,7,13,22,8,10,14,819,819,1642,46,41,82,182,228,404,24,34,62,602,672,1268,590,657,1246,73,131,204,11110,11706,22819
504011046,3046,3031,6077,19,20,38,63,89,151,13,12,23,5,6,7,0,7,9,37,50,80,11,3,11,18,28,40,436,373,809,31,54,82,35,14,51,8,5,16,106,82,191,70,51,116,20,39,54,27,34,64,4,0,4,78,80,160,7,0,7,26,13,38,146,138,281,82,52,136,34,65,102,30,43,76,41,41,84,72,53,126,36,25,64,18,54,72,0,5,3,3,3,4,514,421,937,28,31,61,56,81,136,28,26,54,538,527,1068,504,503,999,69,105,170,6252,6155,12405
504011047,5469,5287,10754,16,23,34,272,376,655,35,40,75,21,18,37,6,9,9,50,40,91,47,48,92,70,59,124,473,418,889,31,69,100,56,51,103,32,24,53,107,117,217,310,283,592,6,35,44,40,39,75,8,12,21,180,229,409,10,11,17,47,38,86,309,272,581,61,33,90,205,268,474,41,54,99,74,87,167,91,92,177,64,60,127,30,74,107,39,38,75,21,12,28,575,558,1133,22,20,43,403,505,914,22,18,43,776,772,1545,590,629,1221,125,195,318,10730,10905,21635
504011048,2133,2152,4288,0,3,0,39,65,104,16,19,35,3,3,10,3,3,3,18,16,32,31,46,77,20,25,46,116,140,260,10,15,27,11,14,28,5,3,7,18,22,39,177,155,335,3,8,15,7,3,13,14,13,25,78,93,164,4,3,8,16,6,20,86,86,171,20,11,26,30,46,74,18,30,44,26,43,70,126,116,239,10,15,25,4,19,26,9,9,15,4,6,6,206,212,417,8,7,14,177,185,364,13,14,33,213,240,450,164,172,336,26,29,58,3869,4045,7912
504021049,2442,945,3385,0,0,8,9,0,13,3,0,3,3,0,3,3,0,3,17,8,24,0,0,0,14,3,14,9,7,19,4,0,4,3,0,3,8,0,8,18,0,17,9,3,13,0,0,0,0,0,0,6,0,6,13,0,13,0,0,0,9,8,18,123,39,157,0,0,5,11,11,29,4,0,7,0,0,0,25,9,27,0,0,0,6,0,7,4,0,4,3,0,3,248,190,437,9,6,15,44,0,42,7,4,11,89,26,107,120,125,248,3,12,15,3254,1406,4663
504021050,2260,2426,4685,12,6,17,3,8,12,5,0,4,0,3,3,0,4,4,29,25,56,0,0,0,3,4,4,13,13,24,5,8,14,0,0,4,0,0,0,18,15,35,15,3,18,0,7,3,0,0,3,0,0,0,7,17,23,0,3,3,28,27,53,81,67,155,0,0,3,0,10,10,8,13,20,0,13,13,53,54,105,3,0,3,5,8,11,0,0,0,0,0,3,528,514,1042,33,21,51,3,4,6,15,16,33,79,89,167,133,135,269,15,24,32,3358,3543,6900
504021051,1837,1920,3755,0,4,9,0,3,5,7,7,11,0,0,0,3,4,10,21,13,36,0,0,0,0,0,0,31,19,45,0,0,5,0,0,0,0,0,0,12,11,20,5,5,19,0,6,7,0,0,0,0,0,0,8,13,26,0,0,0,11,14,34,82,66,146,0,7,7,14,17,32,4,3,10,9,4,16,32,19,47,3,0,4,3,5,14,0,3,3,0,0,0,259,279,536,12,10,16,0,4,4,9,18,31,49,70,116,103,103,209,4,8,17,2536,2641,5179
