SA2_MAINCODE_2016,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Turk_Bth_prnts_brn_os,Turk_Father_only_born_os,Turk_Mother_only_born_os,Turk_Bth_prnts_born_Aus,Turk_bp_ns,Turk_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_persns_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
507011152,67,366,250,1646,32,2365,0,0,0,19,0,22,120,0,5,15,0,135,355,68,29,143,6,607,75,11,23,19,0,125,1097,336,224,1226,25,2906,162,0,5,0,0,173,25,5,3,6,0,35,109,24,6,80,0,218,15,0,3,11,0,35,9,0,0,4,0,19,75,3,7,4,0,90,288,62,38,360,7,751,613,188,91,575,13,1488,9,0,0,0,0,9,11,0,3,0,0,12,12,5,3,7,0,25,24,3,3,13,0,40,47,7,0,3,0,55,37,19,12,3,0,77,53,11,4,19,0,85,14,3,0,7,0,20,224,79,48,359,4,710,70,3,11,0,0,84,63,7,5,0,0,76,28,3,3,14,0,50,3,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,20,53,8,8,9,0,78,716,66,84,92,9,957,23,6,4,44,304,384,3664,782,523,3245,390,8595
507011153,53,403,282,1739,42,2516,0,0,0,29,0,28,278,5,9,12,0,307,86,15,3,36,0,141,79,17,29,41,0,162,952,333,278,1331,56,2954,121,0,5,0,3,135,57,9,5,9,0,85,120,22,24,101,7,270,11,0,0,14,0,20,13,3,0,6,0,18,87,10,3,3,0,101,202,90,63,405,11,770,202,100,39,213,6,559,35,0,0,0,0,39,0,0,0,0,0,0,17,3,0,3,0,27,8,0,0,5,0,17,45,9,3,4,0,59,50,27,5,7,0,92,52,4,12,7,0,67,31,0,0,0,0,41,250,70,61,292,10,686,42,3,0,0,0,49,57,4,7,3,0,77,48,5,3,7,0,62,11,0,0,0,0,13,16,0,0,0,0,15,12,0,0,0,0,18,36,13,4,22,0,78,746,90,90,111,3,1046,24,7,0,39,415,496,3047,731,536,3132,537,7976
507011154,118,468,322,1751,49,2706,0,0,3,34,0,37,125,3,8,19,0,154,205,19,9,57,0,293,104,18,11,39,3,174,1136,391,264,1398,52,3243,261,3,9,3,3,276,73,7,7,18,0,101,170,36,35,118,3,366,28,8,0,13,0,53,16,4,4,0,0,25,109,4,9,5,6,126,301,106,58,489,16,965,774,125,61,271,15,1247,18,0,0,0,0,18,7,4,0,0,0,14,5,0,0,3,0,9,10,3,0,9,0,18,81,11,8,0,0,103,85,19,14,3,4,120,36,4,6,7,0,59,9,3,0,4,0,21,311,133,57,393,9,897,79,4,0,0,0,85,61,11,6,8,0,93,54,0,0,10,3,65,16,4,0,0,0,19,12,0,0,0,0,7,26,4,0,0,0,34,49,6,6,28,3,100,1097,109,80,86,7,1384,42,11,8,37,778,869,4500,887,578,3299,922,10190
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,0,0,3,12,15
507011158,18,97,72,419,3,600,0,0,0,0,0,0,57,3,0,5,0,67,30,4,5,22,0,65,25,0,4,15,0,41,366,84,46,316,8,816,14,0,4,0,0,17,15,0,0,3,0,20,41,5,3,31,0,83,3,0,3,4,0,11,5,0,0,0,0,5,21,0,4,8,0,33,95,12,10,113,0,232,123,41,13,101,0,280,3,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,3,7,5,0,0,0,7,6,0,0,0,0,12,15,12,0,3,0,27,22,6,0,7,0,29,12,0,0,0,0,12,132,11,11,81,0,238,10,0,0,0,0,11,31,3,0,0,0,38,10,0,0,4,0,14,3,0,0,0,0,3,3,0,0,0,0,3,3,0,3,0,0,3,17,5,0,3,0,23,131,24,25,21,3,199,9,0,0,11,207,230,990,176,117,811,230,2318
507011159,110,509,363,2347,57,3379,0,0,4,34,0,35,785,9,20,16,10,840,61,10,10,21,0,105,105,33,18,63,0,223,1501,441,337,1875,57,4215,251,0,12,0,7,266,59,8,3,15,3,83,113,33,25,134,7,309,11,4,3,12,0,34,23,0,0,4,0,27,292,5,6,9,4,312,327,72,65,501,14,976,193,65,51,242,6,562,63,0,0,0,0,63,17,0,0,3,0,26,0,0,0,0,0,0,7,4,3,9,0,20,123,10,9,0,0,139,74,31,21,3,3,123,59,0,8,15,0,85,19,4,0,0,0,28,341,104,78,455,12,986,73,0,3,0,0,79,91,13,3,3,5,113,66,3,4,6,0,80,22,3,3,0,0,30,12,0,0,0,0,12,50,3,0,0,5,55,64,11,3,16,0,96,1081,128,83,92,16,1401,61,9,6,48,509,631,4942,878,652,4099,657,11229
507011160,126,406,305,1617,49,2503,0,3,0,17,0,15,120,8,0,3,0,128,520,68,19,89,16,704,68,16,16,14,0,117,928,333,263,1213,46,2784,518,0,9,0,3,535,62,3,5,8,0,83,88,20,11,93,3,219,20,14,0,16,0,50,9,3,0,3,0,13,91,8,0,0,0,96,225,76,58,347,11,723,799,168,74,399,15,1455,7,0,0,0,0,9,7,3,0,3,0,14,11,0,0,0,0,16,27,3,0,3,0,32,83,14,3,0,0,105,66,13,14,0,3,96,49,3,5,10,0,73,16,0,0,0,3,16,261,86,56,291,13,703,149,7,6,0,6,163,36,10,5,3,0,54,51,9,3,13,0,77,11,0,0,0,0,12,10,0,0,0,0,9,32,0,0,0,0,31,37,10,3,18,0,66,1053,81,70,106,19,1344,54,8,3,33,630,733,4727,811,564,3052,784,9924
507011161,159,594,517,2485,37,3784,0,0,3,17,0,24,1345,21,27,13,6,1419,94,35,15,52,0,193,109,30,16,58,0,223,1832,492,453,1823,44,4641,368,0,18,0,3,391,48,0,3,13,0,63,156,30,33,146,6,365,20,6,5,30,3,64,3,0,0,6,0,12,795,19,14,19,5,855,391,93,63,523,5,1075,213,125,75,425,11,847,117,0,0,0,0,120,15,8,0,3,0,28,0,4,0,10,0,15,17,8,3,13,0,46,189,14,3,3,0,219,149,45,28,8,3,233,61,6,19,17,0,99,47,0,3,3,0,49,584,87,91,400,3,1165,87,5,3,0,0,95,338,16,19,0,0,376,110,7,0,14,3,136,69,4,0,5,0,77,4,3,0,0,0,12,50,0,3,0,0,51,61,14,9,26,0,112,1661,134,139,114,17,2059,32,3,0,39,704,779,7516,1044,878,4297,813,14551
507011163,70,380,275,1581,31,2340,0,0,0,15,0,15,121,6,7,7,0,140,146,24,19,53,0,246,69,20,14,35,4,134,868,287,242,1183,20,2604,209,3,12,0,0,228,20,6,5,4,0,32,79,22,11,97,5,210,8,3,0,7,0,17,23,0,0,4,0,33,70,9,8,9,0,87,184,63,47,303,4,605,247,117,44,292,3,700,33,0,0,0,0,33,5,0,0,0,0,5,4,3,0,0,0,5,3,3,4,4,0,13,56,6,3,4,0,65,66,11,11,0,0,96,48,11,3,8,0,65,14,3,3,4,0,28,200,68,47,231,6,554,64,6,3,4,0,80,54,7,17,3,0,85,42,4,3,5,0,59,8,0,0,0,0,8,8,0,0,0,0,8,6,0,6,0,0,13,36,3,4,13,0,56,690,91,94,87,7,974,20,3,4,25,399,453,2852,676,509,2800,482,7312
507011259,106,353,312,1743,32,2534,0,3,0,19,0,22,197,5,11,4,0,222,176,33,24,66,0,300,71,29,15,38,0,153,963,291,238,1215,37,2745,258,0,18,3,0,281,28,4,3,8,0,41,54,18,14,82,4,173,6,6,0,12,0,26,11,3,3,0,0,18,159,3,3,3,0,177,193,56,45,327,11,637,301,106,46,337,6,796,25,0,3,0,0,27,9,0,0,0,0,10,7,3,0,7,0,16,4,3,0,7,0,15,75,5,4,3,0,88,62,25,25,8,0,119,33,12,11,15,0,75,22,0,3,5,0,22,229,59,47,256,0,595,96,8,3,3,0,105,118,7,10,4,3,139,84,8,0,3,0,86,9,0,0,0,0,9,4,0,0,0,0,4,9,0,0,0,0,9,35,8,7,6,0,55,777,82,75,91,6,1026,24,3,0,38,371,439,3422,681,538,2991,442,8074
507011260,7,126,85,471,0,696,0,0,0,0,0,0,262,0,3,3,0,269,11,11,0,22,0,45,25,0,4,16,0,45,388,109,77,382,11,972,6,0,3,0,0,11,9,0,0,6,0,16,27,4,4,20,3,59,6,0,0,0,0,10,0,0,0,0,0,0,54,0,5,0,0,63,98,16,9,138,0,268,65,19,7,42,0,137,10,0,0,0,0,10,7,0,0,0,0,10,0,0,0,0,0,0,4,3,0,4,0,8,4,0,0,4,0,10,20,3,0,4,0,28,25,3,3,7,0,36,0,0,0,0,0,0,125,16,23,89,0,257,3,0,0,0,0,3,66,3,3,0,0,72,3,0,0,0,0,3,10,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,14,10,7,3,4,0,26,190,22,23,19,0,256,0,0,0,11,82,89,1193,199,150,879,95,2511
507021164,37,415,304,1655,29,2436,0,0,0,7,0,7,49,3,3,22,0,75,34,21,3,52,3,116,75,19,14,17,0,119,1017,361,278,1367,32,3051,16,0,0,0,0,14,42,8,11,12,0,69,94,18,13,107,0,236,11,11,7,25,0,50,17,0,0,0,0,23,61,7,4,3,0,73,268,108,64,591,8,1048,293,89,33,220,0,634,8,0,6,0,0,12,3,0,0,3,0,11,7,0,0,4,0,7,7,6,0,3,0,18,23,3,3,0,0,25,49,23,19,9,0,90,36,4,0,11,0,58,6,0,4,4,0,18,260,96,64,440,8,866,3,0,0,0,0,9,28,10,6,0,0,46,21,0,6,9,0,31,6,6,0,0,0,17,4,4,0,0,0,8,21,0,0,0,0,21,62,17,8,25,0,109,316,80,55,78,4,533,4,0,3,20,408,436,2235,736,522,3245,467,7209
507021165,123,670,517,2587,60,3950,0,3,0,30,3,36,176,9,11,27,5,223,121,16,9,51,3,200,175,46,29,55,0,306,2184,683,530,2597,57,6051,82,0,10,0,5,92,155,17,7,29,3,215,242,58,36,213,8,561,37,23,7,46,5,111,18,3,9,9,0,36,130,15,4,6,0,164,581,201,130,1130,15,2056,683,118,51,264,22,1143,23,0,0,0,0,23,11,3,4,3,0,21,12,4,0,8,0,23,10,5,3,3,0,23,45,0,3,0,0,50,102,32,20,14,4,170,94,10,9,30,0,148,24,7,6,9,0,37,572,198,107,828,13,1718,21,0,0,0,0,27,81,4,9,3,0,93,62,4,3,16,0,88,20,0,3,3,0,28,7,5,0,0,0,10,21,0,0,0,0,22,113,11,11,63,0,202,951,122,137,168,11,1384,38,5,0,56,1863,1961,5450,1286,957,5566,2026,15284
507021166,161,730,528,2639,57,4114,0,4,7,36,0,45,143,23,18,29,4,217,189,38,12,92,0,330,142,44,27,47,0,263,1906,690,476,2303,71,5449,75,0,4,0,10,89,106,25,23,20,3,179,236,55,30,215,4,539,39,11,3,34,3,91,33,4,3,3,3,44,77,7,6,8,3,98,495,185,115,988,18,1802,896,161,75,382,19,1544,26,0,3,0,0,33,5,3,0,3,0,13,17,0,0,3,0,19,15,6,0,0,3,28,41,16,7,5,0,64,106,21,20,8,0,163,101,17,12,22,0,146,22,4,5,3,0,36,469,172,104,693,19,1449,53,0,0,3,3,56,63,3,8,0,0,80,63,12,4,20,0,95,10,3,0,0,0,14,7,5,0,0,0,19,16,0,0,3,0,18,89,19,15,37,0,163,1088,151,130,169,15,1560,46,4,3,49,837,933,5416,1403,928,5281,1011,14040
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,4,6,10
507031169,204,562,471,2368,41,3652,0,0,0,24,0,23,555,9,10,22,0,595,34,19,9,38,0,90,111,22,27,64,0,224,1697,468,431,1821,38,4447,1066,10,25,3,9,1104,45,5,4,8,0,67,123,29,16,132,0,302,12,3,0,10,0,22,4,0,0,3,0,5,991,18,11,10,4,1032,352,68,69,386,10,883,93,62,40,212,0,406,68,3,3,0,0,78,8,4,0,3,0,8,13,0,4,0,0,12,4,4,0,3,0,15,386,16,19,7,5,443,171,43,30,4,4,256,48,7,6,14,0,85,24,0,3,3,0,35,415,85,60,376,4,935,67,0,0,5,0,81,202,10,3,0,0,218,142,3,3,17,3,167,61,0,3,6,0,65,8,0,3,0,0,9,22,0,0,0,0,25,49,15,5,17,0,92,1919,130,85,105,23,2258,98,0,0,60,556,718,7339,912,771,3961,670,13658
507031170,99,390,310,1834,58,2690,0,7,4,31,0,40,30,0,4,6,5,48,13,0,0,3,0,24,52,25,7,39,0,120,1192,360,277,1341,65,3237,215,3,11,4,5,237,19,3,0,9,0,26,123,21,11,102,4,261,4,7,0,3,0,18,9,0,0,0,0,9,84,0,4,3,0,101,180,39,40,268,5,538,71,49,17,112,3,240,20,0,7,3,0,26,4,0,0,0,0,5,3,0,0,0,0,3,3,0,0,4,0,7,244,8,8,7,4,269,85,23,14,4,0,130,35,3,0,3,0,41,14,3,3,0,0,20,246,77,47,289,11,671,14,4,0,3,0,25,59,4,7,4,0,71,41,0,4,9,0,52,14,0,0,0,0,10,3,0,0,0,0,3,21,0,4,0,0,24,47,4,3,15,0,70,540,82,55,53,10,740,32,3,10,39,555,643,2789,637,493,2925,702,7551
507031172,0,3,6,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,5,20,8,10,28,5,63
507031173,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,3,0,8,17,27
507031174,134,538,391,2403,75,3540,0,7,7,43,3,60,109,5,18,9,6,141,30,3,0,26,0,62,87,14,12,31,0,149,1662,497,394,1746,65,4372,382,7,10,6,6,404,38,0,3,14,0,52,127,44,25,146,3,354,15,4,3,3,0,28,6,3,0,0,0,6,177,3,3,11,0,188,264,84,57,438,14,858,98,49,16,165,8,335,21,0,0,0,0,22,0,0,0,0,0,3,8,0,0,0,0,10,15,7,5,8,0,26,243,26,22,10,4,311,102,12,13,10,0,143,42,8,10,19,3,72,31,0,0,0,0,30,352,100,73,329,9,865,50,3,3,6,0,54,43,7,4,0,0,61,56,3,0,7,0,62,33,0,0,0,0,29,3,0,0,0,0,7,39,3,3,0,0,51,65,10,16,20,0,104,765,75,63,73,6,988,44,10,6,43,902,1002,4042,883,684,3998,1069,10685
507031261,75,228,207,1127,25,1655,0,0,0,5,0,5,123,7,3,3,0,142,11,0,0,22,0,38,79,27,14,33,0,153,732,191,188,843,27,1979,138,0,6,0,0,142,25,0,0,6,0,33,49,5,7,86,3,157,7,3,4,12,0,29,3,0,0,0,0,3,245,0,3,3,0,256,129,41,22,182,5,383,89,39,31,149,7,314,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,7,3,3,0,6,0,15,60,3,7,0,0,66,54,24,12,4,3,97,14,3,4,8,0,26,11,0,0,0,0,10,174,34,34,167,0,409,12,3,0,0,0,16,78,0,10,0,0,83,27,5,0,0,0,34,18,0,0,0,0,18,4,0,0,0,0,4,19,0,0,0,0,19,29,3,0,7,0,41,426,33,31,47,9,539,39,3,3,19,1177,1246,2212,380,346,1888,1238,6059
507041175,89,459,377,1776,28,2736,0,0,0,0,0,6,1226,41,47,9,9,1324,39,9,3,28,0,84,88,24,16,31,0,160,1406,443,358,1623,35,3861,46,0,10,0,0,55,67,10,6,25,0,106,143,25,13,123,0,300,50,8,5,27,0,96,24,3,3,10,0,39,305,9,6,6,9,335,334,105,67,535,14,1049,271,75,40,242,3,634,96,4,3,0,0,106,29,7,5,3,0,48,6,0,5,6,0,20,7,3,0,12,0,24,11,0,0,0,0,11,71,7,9,5,0,89,65,12,5,19,0,103,26,9,3,6,0,39,409,114,85,397,5,1011,26,3,0,0,0,29,131,5,7,0,0,151,53,0,9,21,0,81,71,6,0,0,0,73,6,0,0,0,0,6,56,3,3,0,0,58,76,3,9,33,3,125,1012,98,90,75,6,1288,25,4,4,33,348,413,5159,869,692,3559,439,10718
507041176,27,132,120,692,13,975,0,0,0,0,0,0,676,4,7,11,8,708,5,5,0,11,0,27,36,9,3,9,0,52,379,122,102,492,9,1108,17,0,0,0,0,18,21,0,4,4,0,35,25,11,4,49,0,93,0,0,0,3,0,3,8,0,0,0,0,6,170,5,3,4,0,182,104,21,16,144,0,285,68,16,7,57,4,155,31,0,0,0,0,28,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,16,15,0,3,3,0,21,16,3,0,8,0,21,10,0,4,0,0,8,98,37,31,140,3,302,0,0,0,0,0,0,47,0,4,3,0,52,14,0,3,3,4,22,36,0,0,0,0,35,5,0,0,0,0,6,18,0,0,0,0,16,13,0,0,8,0,24,339,18,26,22,0,407,7,0,0,3,122,134,1887,234,205,1202,152,3674
507041177,96,708,514,3077,58,4457,0,3,0,18,0,23,164,3,22,21,3,211,72,22,12,90,0,190,144,42,40,99,3,331,1857,714,491,2628,73,5766,80,0,15,0,0,98,80,9,6,27,0,119,202,40,46,194,6,481,31,12,5,17,0,71,18,4,4,6,0,31,112,20,8,4,0,147,496,161,128,997,18,1803,366,154,41,383,3,948,18,0,0,0,0,18,7,6,0,0,0,13,10,3,0,8,0,22,15,9,4,12,0,37,35,3,0,0,0,36,81,30,21,18,0,145,70,18,3,30,0,127,29,0,3,5,0,37,518,194,131,726,14,1589,15,3,0,3,0,15,89,5,14,4,3,110,56,3,8,23,0,94,18,10,0,0,0,32,6,4,0,0,0,10,16,0,0,0,0,14,55,12,6,49,3,128,719,127,106,142,8,1097,33,4,7,55,665,762,4282,1361,946,5902,809,13300
507041178,98,605,526,2483,31,3745,0,0,0,6,0,12,1628,28,50,23,15,1750,62,20,15,74,0,170,158,38,31,53,0,273,1840,567,472,2199,54,5130,93,0,16,0,0,107,79,8,0,17,0,106,165,45,28,191,8,436,63,16,9,33,4,124,27,0,4,4,0,37,333,11,11,22,4,380,439,108,89,714,20,1370,321,100,42,325,7,795,152,0,10,0,0,162,23,3,9,7,0,40,9,0,0,0,0,9,16,4,3,3,0,27,26,0,4,0,0,26,60,29,17,9,0,115,76,8,11,13,0,114,44,3,0,0,0,49,464,128,119,576,17,1316,27,0,0,12,0,37,144,13,3,3,0,168,35,5,4,11,3,62,72,10,3,3,0,82,17,3,0,3,0,21,47,0,7,0,0,54,105,7,17,41,4,172,1429,98,109,116,10,1759,44,11,0,37,522,617,6695,1105,917,4813,659,14186
507041179,60,288,238,1320,34,1932,0,0,0,3,0,7,1457,15,34,12,3,1523,11,9,0,10,0,31,70,18,11,16,5,119,909,288,196,997,77,2470,45,0,5,0,0,48,33,4,3,3,0,43,89,14,11,63,4,180,12,0,8,0,0,16,9,0,4,0,0,17,430,9,7,0,0,447,152,55,29,315,10,555,78,25,18,88,4,216,133,0,3,0,0,133,10,0,0,0,0,10,4,0,0,6,0,12,3,0,0,3,0,3,16,8,0,0,0,26,35,23,3,3,0,65,17,3,5,8,0,38,25,0,0,0,0,31,239,67,41,249,11,606,4,0,3,3,0,10,94,0,3,0,0,98,23,3,0,0,0,25,76,5,3,0,0,80,3,0,0,0,0,3,20,0,0,0,0,24,54,6,12,19,0,85,631,48,32,37,3,761,18,4,0,7,232,267,4103,515,398,2239,373,7624
507041180,101,530,415,2176,22,3235,0,0,0,9,0,9,1253,13,43,7,11,1331,25,11,0,25,0,64,132,35,24,38,0,229,1507,471,346,1697,36,4056,28,0,17,0,0,36,49,3,6,18,0,73,125,27,12,151,6,311,19,10,3,27,0,52,12,3,0,7,0,27,375,11,13,7,0,409,306,104,60,545,9,1022,165,64,35,178,0,444,80,0,3,0,0,85,9,0,0,0,0,11,8,0,0,7,0,15,8,0,0,9,0,27,28,0,0,0,0,28,67,28,9,6,0,99,58,4,3,5,0,73,19,3,0,3,0,20,396,100,84,441,7,1033,8,0,0,3,0,9,140,6,13,9,0,164,27,5,6,9,0,38,54,0,0,0,0,57,7,0,0,0,0,6,37,0,0,0,0,36,51,17,12,33,0,100,736,74,86,92,13,1003,15,0,3,27,167,216,4843,863,678,3844,245,10476
