SA2_MAINCODE_2016,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Turk_Bth_prnts_brn_os,Turk_Father_only_born_os,Turk_Mother_only_born_os,Turk_Bth_prnts_born_Aus,Turk_bp_ns,Turk_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_persns_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
509021239,65,387,281,2726,61,3518,0,0,0,9,0,8,92,7,5,9,0,112,14,3,0,9,0,35,81,21,22,28,0,161,896,325,267,1883,62,3433,92,0,7,3,4,98,38,3,3,13,0,59,82,26,24,175,7,303,8,0,0,3,0,13,7,3,0,0,0,9,11,0,0,0,0,18,172,49,44,427,16,705,82,32,20,118,4,252,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,3,0,12,36,3,8,4,0,51,52,11,18,3,4,91,30,5,3,12,0,51,3,0,0,3,0,12,221,73,63,395,7,760,7,0,0,0,0,5,37,11,3,3,0,55,15,0,0,3,0,24,13,0,0,0,0,12,0,0,0,0,0,0,34,0,0,0,0,37,27,4,0,22,0,56,290,34,33,61,6,415,25,0,9,51,656,750,2040,599,488,4532,782,8435
509021240,44,194,152,1893,34,2321,0,0,0,26,0,27,112,0,0,5,0,119,7,0,0,0,0,13,19,16,7,23,4,71,365,147,165,1389,31,2099,68,0,3,3,0,72,8,0,0,5,0,16,42,12,11,123,5,192,0,0,0,3,0,5,8,0,0,0,0,12,26,0,0,3,0,29,86,16,31,259,5,401,55,29,10,127,3,218,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,32,8,4,5,4,55,26,11,12,4,0,48,24,0,0,9,0,30,7,0,0,0,0,7,99,41,28,284,8,463,0,0,0,3,0,3,30,0,6,0,0,34,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,13,0,33,98,13,12,32,0,152,5,3,4,42,311,363,952,306,270,3120,391,5034
509021241,24,178,182,1794,42,2219,0,0,0,20,0,20,25,0,0,5,0,33,7,0,0,3,0,6,45,21,5,21,3,94,353,145,144,1294,43,1969,131,0,4,7,3,141,10,0,0,3,0,17,28,5,6,91,3,136,6,0,0,3,0,7,3,0,0,0,0,3,11,0,0,0,0,11,77,17,17,259,9,380,20,4,4,67,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,37,38,20,14,0,3,75,0,3,0,7,0,12,0,0,0,0,0,0,98,31,27,299,5,458,0,0,0,0,0,0,28,0,0,0,0,34,14,0,0,3,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,8,0,4,0,22,68,18,17,17,3,123,14,0,0,42,396,448,821,277,256,2947,482,4783
509021242,18,141,130,1141,23,1448,0,0,0,8,9,13,7,0,0,0,0,13,5,6,0,6,0,15,17,3,3,12,0,41,335,140,119,907,28,1528,26,0,0,0,0,28,4,0,0,3,0,14,37,8,9,80,5,148,3,0,0,8,0,13,3,0,0,0,0,3,7,0,0,0,0,7,78,17,18,218,8,340,34,19,7,103,4,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,56,0,0,0,0,59,42,3,10,3,0,58,6,0,3,7,0,18,4,3,0,0,0,5,105,32,20,226,3,384,0,0,0,0,0,0,12,0,3,6,0,18,12,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,10,0,21,79,27,23,35,8,170,8,0,0,24,545,577,733,251,211,2066,604,3861
509021243,76,422,307,3668,88,4561,0,0,3,83,0,86,34,0,6,7,4,51,11,3,3,13,0,31,102,29,15,41,0,190,1090,390,299,2492,59,4336,194,0,6,0,0,207,23,6,3,13,0,47,96,26,25,189,7,340,13,4,0,5,0,24,8,0,0,5,0,11,77,3,0,3,0,90,172,64,40,580,14,869,67,35,9,155,7,279,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,0,13,3,3,4,4,0,12,47,6,11,0,3,62,78,30,19,9,0,137,99,11,6,33,0,148,11,3,0,4,0,18,237,84,70,574,12,973,12,3,0,3,0,18,23,0,0,3,0,29,6,0,3,7,0,23,4,0,4,0,0,9,0,0,0,0,0,0,12,0,0,0,0,17,32,12,0,30,3,78,269,57,35,81,8,458,36,3,3,60,1389,1497,2290,719,520,5976,1556,11068
509021244,30,208,167,1240,40,1676,0,0,0,12,0,9,12,0,0,0,0,12,7,0,0,7,0,15,64,13,6,18,0,101,636,198,160,962,34,1982,0,0,0,0,0,0,20,0,3,8,0,26,58,14,12,79,3,166,7,0,3,7,0,21,3,3,0,0,0,5,10,3,0,3,0,16,111,33,18,275,6,448,44,11,7,45,0,104,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,4,5,0,0,0,0,5,5,0,0,0,0,10,24,13,3,3,0,43,20,3,7,16,4,43,7,0,3,7,0,15,133,45,28,281,7,492,0,0,0,0,0,0,12,3,6,0,0,23,3,0,3,3,0,13,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,22,0,0,11,0,40,120,24,20,42,0,207,6,0,0,30,355,393,1109,345,275,2197,421,4352
509021245,32,231,186,1751,39,2236,0,0,0,23,0,23,8,0,3,0,0,12,9,0,0,3,0,8,63,12,13,9,0,102,624,223,143,1295,42,2320,28,0,0,0,0,31,10,4,4,3,0,22,43,9,9,98,3,158,3,0,0,4,0,6,9,0,0,0,0,9,3,0,0,0,0,11,85,40,18,305,6,447,28,19,7,44,0,92,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,4,0,0,0,0,8,40,3,0,0,0,52,36,17,8,3,0,64,11,4,4,5,0,25,0,0,0,3,0,7,118,42,39,274,5,475,0,0,0,0,0,0,28,0,0,0,0,29,5,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,23,5,3,12,0,40,103,21,14,44,0,178,13,3,0,28,504,546,1082,368,261,2902,578,5193
509031246,24,111,108,1393,37,1678,0,0,0,22,4,23,3,0,3,0,0,13,0,0,0,3,0,3,33,4,3,8,0,56,298,107,87,1061,29,1579,5,0,0,0,0,5,11,0,0,7,0,15,37,5,3,50,0,95,3,0,0,0,0,3,7,0,0,0,0,12,20,0,0,0,0,25,46,22,13,191,6,272,20,6,0,30,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,21,4,12,0,0,41,10,0,3,9,0,20,3,0,0,0,0,0,69,25,15,204,0,310,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,11,0,20,70,12,9,14,0,102,3,0,0,23,342,368,563,185,155,2296,404,3609
509031247,16,124,152,1720,38,2049,0,0,0,16,0,16,11,0,0,0,0,13,8,0,0,6,0,16,26,0,11,14,3,61,294,145,122,1221,26,1811,22,0,6,5,0,31,10,0,0,4,0,12,29,3,16,89,0,140,0,0,0,4,0,4,3,0,0,0,0,3,10,0,0,0,0,10,74,22,25,267,3,392,31,14,11,78,0,127,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,5,20,0,0,0,0,28,31,11,6,8,0,49,4,3,3,0,0,13,10,0,0,0,0,11,77,37,34,252,7,408,0,0,0,0,0,0,14,0,3,0,0,17,6,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,16,0,34,86,7,8,24,0,127,3,3,4,35,345,400,652,238,240,2831,414,4371
509031248,19,147,102,969,22,1256,0,0,0,11,0,12,14,0,3,0,0,21,4,3,0,3,0,9,25,13,0,11,0,52,332,125,104,676,11,1242,16,0,0,0,0,16,9,0,3,4,0,23,27,9,12,67,0,113,0,0,0,4,0,8,0,0,0,0,0,5,17,0,4,0,0,27,58,13,11,168,0,252,28,11,0,53,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,24,8,3,5,0,39,32,3,0,7,0,49,9,0,3,3,0,21,4,0,0,0,0,6,75,34,11,166,0,291,0,0,0,0,0,0,22,0,0,0,0,26,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,4,0,6,0,25,109,15,21,22,0,161,3,9,8,20,254,300,691,253,177,1631,293,3039
509031249,25,201,169,1730,37,2157,0,0,0,45,0,48,23,0,0,0,0,29,3,0,3,0,0,9,38,7,3,42,0,85,316,189,131,1141,56,1833,91,0,9,0,3,104,13,0,0,11,0,24,36,4,5,83,3,132,0,3,0,4,0,11,0,0,0,0,0,0,39,0,4,0,0,46,64,34,24,252,3,382,33,16,4,95,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,0,34,26,12,13,4,0,54,36,3,4,19,4,72,17,0,0,0,0,19,65,45,16,211,3,348,3,0,0,0,0,3,29,0,3,0,0,38,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,4,5,0,12,0,23,136,16,10,29,5,196,16,3,0,37,451,512,862,326,252,2738,550,4725
509031250,17,168,168,1796,23,2173,0,0,0,6,0,10,9,0,0,7,0,14,3,0,0,6,0,14,36,15,6,12,0,62,397,158,152,1363,38,2109,14,0,3,0,0,15,13,0,0,9,0,19,43,5,8,114,7,184,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,9,45,22,15,274,18,371,18,12,4,46,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,53,10,15,7,12,90,30,12,12,3,8,63,7,0,3,7,0,19,4,0,0,0,0,3,74,38,26,252,8,405,0,0,0,0,0,0,20,0,5,3,0,23,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,6,0,11,0,34,56,18,26,40,4,143,7,0,3,31,449,488,684,282,281,2958,528,4737
510011262,111,718,510,6409,176,7924,0,30,9,503,4,546,130,34,21,125,3,314,32,11,6,30,0,74,161,51,30,61,3,303,1537,560,422,3953,125,6600,191,0,20,19,6,240,90,7,4,30,0,135,212,32,18,386,7,657,27,16,3,38,3,90,23,0,5,3,0,38,100,9,8,9,0,125,334,116,88,1194,28,1757,189,52,32,264,10,543,30,0,0,0,0,36,0,5,0,4,0,11,9,0,0,3,0,14,17,8,3,14,0,43,81,8,12,7,0,110,110,29,7,12,3,166,45,17,13,27,3,98,23,0,4,3,0,33,338,128,98,1042,19,1631,8,0,0,4,0,15,58,9,3,3,0,73,35,3,3,10,0,56,18,3,7,4,0,28,6,0,0,0,0,6,15,0,3,0,0,18,57,16,11,43,0,123,644,145,90,279,17,1173,36,11,10,155,2303,2513,3734,1198,843,10619,2628,19027
510011263,27,170,106,2263,75,2641,3,26,3,3413,61,3509,31,9,0,43,0,78,4,0,0,0,0,7,35,7,5,20,0,77,390,129,113,1203,38,1866,37,0,6,30,0,75,13,3,0,20,0,35,55,17,7,129,3,209,6,0,0,13,0,20,3,0,0,0,0,3,75,9,0,3,3,92,90,36,22,375,10,534,37,5,7,51,0,101,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,5,10,0,0,3,0,12,67,3,6,3,0,74,44,6,3,10,4,64,21,0,0,6,0,28,4,0,0,0,0,9,109,35,19,323,6,493,4,0,0,0,0,5,23,0,0,0,0,23,13,0,0,4,0,19,21,0,0,3,0,24,0,0,0,0,0,0,8,3,0,0,0,7,7,3,8,13,0,29,156,48,15,171,3,390,14,4,3,118,985,1119,1023,307,192,6846,1162,9534
510011264,0,45,22,525,16,611,0,6,0,1704,47,1756,12,0,0,0,0,14,0,0,0,0,0,3,17,3,0,3,0,22,137,21,35,269,8,466,14,0,3,0,0,12,14,0,0,3,0,15,18,8,4,31,0,55,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,25,35,13,5,112,7,165,15,3,0,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,14,0,0,0,0,15,12,3,3,0,3,18,0,0,0,0,0,3,0,0,0,0,0,0,33,12,11,98,5,165,0,3,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,15,69,9,0,36,0,115,5,0,0,58,715,771,357,75,52,2545,795,3823
510011265,37,246,215,3284,59,3849,0,11,0,1027,13,1050,72,3,7,9,0,94,14,0,0,4,0,23,86,15,14,28,0,140,621,206,218,2043,58,3146,42,3,4,0,0,54,45,4,7,13,0,63,116,16,19,211,6,364,6,0,0,7,0,24,9,0,0,3,0,9,42,3,0,4,0,51,138,41,38,654,15,890,70,22,6,111,4,213,21,0,0,0,0,21,5,0,0,4,0,10,3,0,0,3,0,7,11,7,0,5,0,25,23,0,3,0,0,29,47,10,12,5,0,78,19,0,3,10,0,36,5,0,0,0,0,9,151,62,58,536,13,819,10,0,3,0,0,13,26,0,0,3,0,27,16,3,0,3,0,25,17,0,0,0,0,17,4,0,0,0,0,4,25,0,0,0,0,32,20,6,0,15,0,38,274,41,31,92,5,444,21,0,0,60,1376,1453,1652,432,368,6324,1513,10294
510011266,16,78,49,740,14,885,0,17,3,1369,16,1403,10,0,0,12,0,19,0,0,0,3,0,4,33,3,0,13,0,47,244,76,38,551,12,922,11,0,0,0,0,12,15,0,0,4,0,21,34,8,3,58,0,103,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,6,46,8,10,148,6,219,29,3,3,28,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,29,0,0,0,0,0,0,7,0,0,0,0,7,4,5,3,0,0,13,18,0,0,0,0,16,0,0,0,0,0,0,64,23,6,134,0,229,3,0,0,0,0,3,3,0,0,0,0,5,5,0,3,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,42,4,5,76,0,130,0,3,0,14,372,395,498,153,86,2634,419,3784
510021267,69,316,291,2449,35,3164,0,10,0,1266,16,1295,80,4,8,7,0,100,21,7,5,20,0,52,91,30,13,39,0,179,1357,309,273,1799,42,3776,92,3,8,3,3,106,35,3,4,11,0,48,118,31,15,195,5,364,11,3,0,21,0,45,14,0,0,3,0,19,97,8,3,3,0,107,326,71,47,598,8,1044,88,44,16,126,0,267,12,0,0,0,0,12,10,0,0,3,0,11,10,4,3,4,0,19,11,4,3,5,0,24,295,5,9,0,0,318,132,12,16,4,0,162,31,4,3,18,0,54,12,0,0,5,0,19,385,76,75,529,9,1070,12,0,0,0,0,16,70,3,0,0,0,72,29,7,4,3,0,39,13,0,0,0,0,16,3,0,0,0,0,4,14,0,0,0,0,14,45,3,0,17,0,64,545,61,32,98,6,733,19,3,3,54,3149,3226,3113,604,514,5587,3256,13065
510021268,38,177,145,1585,37,1976,0,0,0,125,3,128,45,3,3,6,0,57,13,5,0,12,0,30,32,15,12,15,0,75,421,149,111,853,15,1549,126,3,8,3,3,141,9,0,3,12,0,20,47,7,14,126,0,197,3,3,0,7,0,13,3,0,0,4,0,6,48,0,0,0,0,49,134,29,25,239,3,431,19,20,6,97,0,140,0,0,0,0,0,0,6,0,0,0,0,6,11,5,0,5,0,22,3,0,0,4,0,6,137,7,4,5,0,158,82,12,11,3,0,105,7,0,3,14,0,29,5,3,0,3,0,15,147,28,28,230,3,431,11,0,0,3,4,14,37,3,3,3,0,43,8,0,0,0,0,12,8,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,14,3,0,9,0,31,347,22,27,96,8,500,9,0,0,30,1283,1321,1417,298,240,2467,1342,5761
510021269,44,217,163,1531,27,1986,0,0,0,20,0,18,58,0,3,8,0,70,30,8,3,7,0,53,37,24,11,28,0,104,553,155,149,1033,21,1910,75,0,12,4,3,97,22,9,0,7,0,32,59,23,16,116,0,218,4,3,4,7,0,20,9,0,0,0,0,8,83,5,0,3,0,95,172,29,27,345,9,577,40,13,12,85,3,151,3,0,0,0,0,4,3,0,0,3,0,6,5,0,0,0,0,11,4,0,0,4,0,9,76,5,8,6,0,103,73,16,12,5,0,102,12,8,0,9,0,32,3,3,0,0,0,9,153,43,20,283,5,499,3,0,0,0,0,4,65,0,0,3,0,62,11,3,0,8,0,18,14,0,0,0,0,10,0,0,0,0,0,3,11,0,0,0,0,14,25,3,0,17,0,47,319,51,44,76,6,494,15,0,8,39,804,868,1573,365,292,2656,872,5760
510021270,83,317,297,3185,68,3952,0,6,5,296,12,317,100,0,0,18,0,122,21,3,0,5,0,32,58,24,11,33,0,126,694,243,202,1534,45,2714,302,3,14,12,8,334,27,0,0,6,0,38,54,23,14,178,0,272,18,3,3,21,0,38,11,3,0,3,0,11,116,3,5,0,0,126,181,51,38,412,7,695,41,27,7,96,4,176,22,0,0,0,0,28,10,0,0,4,0,14,16,0,0,0,0,13,0,3,0,4,0,10,237,31,17,16,5,304,99,24,17,11,0,152,13,0,7,9,0,36,8,0,3,3,0,10,204,49,34,310,7,604,10,0,0,0,0,10,63,3,9,3,0,77,15,0,0,4,0,21,36,0,0,0,0,33,5,0,0,0,0,9,12,0,0,0,0,12,19,3,0,11,3,40,617,62,114,299,17,1109,43,11,6,123,1837,2022,2457,530,494,4922,1979,10380
510031271,151,742,604,5466,96,7062,4,6,11,294,0,320,291,15,10,24,0,336,70,17,7,31,0,129,214,72,39,69,0,395,2877,651,547,3738,94,7896,443,0,28,4,3,478,83,7,3,20,0,110,247,71,50,418,4,784,35,17,5,36,0,90,18,7,0,9,0,34,265,3,8,14,0,288,1014,125,93,1215,26,2473,196,101,29,289,6,621,72,0,0,0,0,77,10,0,0,3,0,16,23,3,4,8,0,36,17,13,11,22,0,60,676,23,18,6,5,734,331,51,38,10,3,430,65,18,10,38,0,135,32,0,3,10,0,44,977,147,151,1032,25,2326,41,3,0,4,0,54,177,4,3,4,0,184,101,3,4,20,0,126,29,0,3,3,0,34,12,0,4,0,0,14,35,0,0,0,0,40,85,12,8,55,0,165,1318,88,86,202,18,1708,68,3,10,85,4886,5054,7841,1303,1040,9573,5105,24869
510031272,130,599,577,5443,109,6860,0,12,5,326,7,351,175,3,14,25,0,224,21,12,7,35,3,70,131,41,26,99,0,298,1437,440,466,3111,102,5554,479,4,27,6,4,528,73,4,13,23,3,116,150,48,40,333,5,572,12,8,6,24,0,51,11,3,4,3,0,21,283,11,15,11,3,322,403,73,92,772,18,1358,88,61,21,251,3,425,18,3,0,0,0,25,7,0,0,0,0,7,27,3,3,0,0,38,16,10,5,13,0,40,346,12,16,6,13,385,183,46,35,17,6,274,47,9,11,36,0,108,17,0,3,6,0,20,401,115,108,735,25,1381,16,0,0,0,0,12,164,0,24,12,0,197,57,4,3,10,0,80,41,0,5,3,0,50,7,0,0,0,0,5,32,0,3,0,0,35,37,12,7,35,0,91,954,97,97,170,20,1341,81,18,11,115,2209,2445,4642,987,942,8552,2459,17584
510031273,39,202,226,2104,48,2620,0,6,8,412,0,419,157,3,0,5,0,169,11,4,0,8,0,27,42,27,9,18,0,102,616,181,197,1177,26,2200,88,0,3,0,0,90,14,0,4,7,0,26,50,14,12,109,3,184,11,5,0,8,0,16,9,3,3,3,0,19,45,0,3,3,0,51,164,40,40,348,13,608,35,28,15,102,3,185,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,3,6,0,0,7,0,20,101,7,10,3,0,120,89,13,18,3,0,121,16,5,3,10,0,35,3,0,3,4,0,10,170,39,42,269,9,534,5,0,3,0,0,5,38,0,5,0,0,41,17,0,0,3,0,14,3,0,0,0,0,9,7,0,0,5,0,8,3,0,0,0,0,8,22,4,3,23,0,55,249,33,24,59,4,361,16,0,4,60,1362,1441,1600,354,378,3618,1446,7396
511011274,53,517,380,4481,119,5552,0,0,3,49,3,54,50,4,3,12,0,72,3,5,0,9,0,17,82,15,24,29,4,159,908,462,309,2995,89,4767,55,0,10,3,3,70,21,0,4,8,0,36,95,30,24,300,4,460,11,5,0,8,0,25,3,3,0,0,0,10,37,0,0,7,0,47,187,78,54,733,18,1075,51,30,12,197,15,312,8,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,78,17,15,9,0,126,82,33,29,15,3,156,19,12,0,14,0,46,9,0,0,3,0,13,212,90,66,700,17,1087,0,0,0,0,0,0,69,0,9,0,0,82,8,3,0,16,0,21,9,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,27,4,11,11,3,58,247,70,49,108,5,482,21,14,3,121,1144,1297,1879,833,617,7271,1367,11972
511011275,19,148,125,1362,18,1672,0,0,4,37,0,44,8,0,4,7,0,18,0,0,0,3,0,9,23,13,6,15,0,57,324,110,125,862,21,1440,12,0,0,0,0,16,19,0,3,11,0,28,51,0,12,119,0,184,0,3,0,0,0,11,0,0,0,0,0,3,3,5,0,3,0,10,48,16,15,214,3,295,15,13,10,51,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,3,0,5,0,32,19,9,13,0,0,42,8,4,0,0,0,9,0,0,0,3,0,3,94,38,31,198,9,367,0,0,0,0,0,0,44,3,0,0,0,49,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,8,0,0,0,15,108,15,14,16,0,156,12,0,0,34,617,665,675,234,204,2212,656,3984
511021276,46,170,119,1982,70,2382,0,4,0,265,3,271,56,7,3,9,0,74,67,9,3,24,0,98,53,8,4,19,0,84,477,171,120,1184,75,2027,45,0,3,0,3,53,28,0,0,0,0,36,46,9,11,122,0,185,3,3,3,0,0,11,5,0,0,0,0,5,46,0,0,3,0,53,54,29,20,291,13,404,70,20,12,114,4,221,10,0,0,0,0,13,0,3,0,0,0,5,5,0,0,0,0,9,0,3,0,0,0,3,25,4,0,5,3,40,20,3,3,5,0,34,11,0,0,3,0,18,0,0,0,0,0,3,69,40,31,213,3,361,3,0,0,0,0,3,19,3,0,4,0,29,7,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,182,0,12,0,15,211,16,0,0,13,0,29,241,19,22,53,6,348,24,3,0,55,929,1010,1434,330,232,3323,1082,6404
