SA2_MAINCODE_2016,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_inc_lt_rail_M,OneMeth_Tram_inc_lt_rail_F,OneMeth_Tram_inc_lt_rail_P,OneMeth_Taxi_M,OneMeth_Taxi_F,OneMeth_Taxi_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_inc_lt_rl_M,TwoMeth_Trn_Trm_inc_lt_rl_F,TwoMeth_Trn_Trm_inc_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_inc_lt_rl_M,TwoMeth_Bus_Trm_inc_lt_rl_F,TwoMeth_Bus_Trm_inc_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
506021122,64,82,147,385,487,867,3,0,3,0,0,0,39,14,58,4398,3127,7524,226,349,576,59,0,60,68,11,75,104,27,129,92,28,119,74,99,176,5508,4228,9741,59,71,130,0,0,0,0,0,0,23,31,55,7,3,10,0,0,3,94,110,199,0,0,0,0,0,0,24,15,42,15,18,30,11,0,16,47,37,81,54,27,81,194,172,369,16,18,38,5,3,7,4,0,5,22,30,45,117,140,262,443,531,977,69,55,126,6363,5150,11515
506021123,149,145,287,433,460,890,0,0,0,0,0,0,32,14,48,2551,1890,4443,148,220,369,24,0,25,39,4,50,131,43,175,69,34,98,127,115,242,3708,2922,6631,56,39,95,0,0,0,0,0,0,6,4,9,4,4,9,3,4,4,72,52,123,0,0,0,0,0,0,5,9,13,5,19,25,9,5,9,18,29,54,29,10,42,118,98,216,16,15,30,10,5,9,0,0,0,20,22,43,135,143,278,295,408,705,40,26,71,4317,3621,7937
506031124,65,69,132,312,353,662,3,0,4,0,0,0,14,7,22,3012,2138,5150,145,242,384,25,0,24,39,5,39,76,15,91,56,19,69,76,67,144,3811,2910,6730,52,61,110,0,0,0,0,0,0,26,20,47,4,5,14,6,0,8,85,88,173,0,0,0,0,0,0,17,18,29,14,20,31,9,3,10,40,37,73,38,18,57,168,143,307,22,16,34,3,4,11,0,0,0,25,18,45,81,119,196,373,427,798,51,36,87,4502,3654,8163
506031125,36,42,81,36,41,80,0,0,0,0,0,0,3,0,3,1877,1673,3546,74,153,233,19,0,19,17,0,18,17,3,21,31,8,32,14,27,42,2123,1947,4073,96,85,189,0,0,0,0,0,0,34,30,63,0,14,13,0,0,0,133,134,264,0,0,0,0,0,0,0,4,4,0,3,6,0,0,0,3,8,7,19,11,27,151,147,304,13,24,34,0,0,0,0,0,0,17,24,34,79,123,208,188,264,452,18,10,26,2574,2528,5099
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,284,313,599,87,136,225,3,0,3,0,0,0,31,3,29,3319,2010,5338,158,288,449,50,3,54,27,6,27,27,8,34,60,19,80,52,61,116,4102,2848,6949,59,115,170,0,0,0,0,0,0,41,28,66,9,21,25,8,3,13,108,172,277,0,0,0,0,0,0,12,8,21,0,11,17,0,5,5,18,24,38,38,20,58,169,209,379,21,33,55,0,0,3,0,0,0,24,36,55,45,103,143,312,371,685,60,22,86,4704,3589,8297
506031128,46,58,108,71,75,148,0,0,0,0,0,0,6,0,6,2431,1975,4408,114,149,270,25,0,25,23,0,24,54,14,63,47,20,63,34,26,63,2856,2325,5179,98,98,192,0,0,0,0,0,0,51,51,103,7,8,11,3,0,3,150,160,314,0,0,0,0,0,0,11,12,19,3,8,16,3,0,3,15,22,40,23,17,38,193,202,393,23,24,47,0,0,6,0,0,0,25,27,51,56,101,159,249,334,586,36,29,58,3415,3010,6425
506031129,74,61,132,55,56,115,0,0,0,3,0,3,7,0,7,2061,1754,3812,104,179,281,19,3,21,16,5,22,80,17,95,42,12,51,20,37,59,2477,2124,4597,106,80,183,0,0,0,0,0,0,38,22,57,3,4,12,9,0,9,148,111,261,0,0,0,0,0,0,7,4,9,4,4,10,0,0,4,17,7,24,20,13,34,187,133,322,23,22,40,0,0,0,0,0,5,24,21,45,127,170,294,250,348,603,14,22,36,3079,2824,5895
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,80,77,160,83,86,174,0,0,0,0,0,0,6,0,6,2957,2535,5496,121,220,339,28,3,30,34,3,36,87,20,105,52,11,63,42,70,109,3482,3022,6502,248,157,403,0,0,0,0,0,0,40,46,93,4,9,17,7,0,7,303,211,519,0,0,0,0,0,0,12,11,19,4,7,11,0,0,0,14,19,34,24,15,37,336,252,587,33,38,67,0,0,3,0,0,0,32,39,68,140,160,302,315,462,779,19,31,48,4339,3961,8293
506041132,180,231,408,90,96,178,0,0,0,0,0,0,13,4,20,3326,2165,5496,222,245,465,68,3,68,21,0,18,49,10,55,77,19,95,34,28,67,4075,2794,6872,45,80,128,0,0,0,0,0,0,24,33,56,6,14,20,9,5,15,87,130,217,0,0,0,0,0,0,9,8,15,4,8,14,0,0,0,12,19,30,39,23,54,134,173,305,26,28,53,0,0,4,0,0,0,27,34,56,66,112,176,322,382,703,69,30,99,4694,3526,8217
506041133,111,96,208,85,97,179,0,3,3,0,0,0,10,3,18,4180,3346,7524,218,311,523,44,0,44,33,0,33,29,6,35,70,11,82,49,39,89,4829,3907,8731,216,177,393,0,0,0,0,0,0,72,63,134,4,10,23,0,0,4,291,255,550,0,0,0,0,0,0,10,11,20,5,12,17,0,0,0,17,27,44,46,24,66,351,311,666,34,55,94,0,0,4,0,0,0,41,62,100,128,219,346,415,521,930,33,34,64,5793,5049,10837
506041134,117,147,263,43,43,89,0,0,0,0,0,0,10,3,10,3083,2289,5365,202,207,402,83,0,84,43,0,43,17,5,29,60,16,70,26,32,60,3687,2742,6425,64,77,135,0,0,0,0,0,0,24,38,62,8,7,17,4,0,7,97,128,226,0,0,0,0,0,0,0,4,5,0,3,3,3,0,3,7,5,14,42,21,61,145,151,296,22,24,42,3,0,3,0,0,0,23,24,45,53,93,150,317,411,727,55,33,81,4274,3447,7720
506041135,68,102,167,80,65,141,0,0,0,0,0,0,17,0,17,3610,2819,6422,173,256,428,50,0,50,27,0,27,16,5,20,77,15,93,30,35,64,4139,3296,7432,104,73,179,0,0,0,0,0,0,57,75,132,6,15,16,3,0,3,164,159,326,0,0,0,0,0,0,3,8,11,8,11,14,7,0,6,15,20,33,31,21,50,211,200,408,39,31,73,5,0,5,0,0,0,38,31,75,87,183,263,388,455,843,40,35,68,4906,4193,9098
506041136,78,77,153,29,34,65,0,0,0,0,0,0,10,0,15,2293,1447,3736,137,156,297,68,3,68,13,0,14,29,10,37,44,10,57,52,37,89,2746,1787,4534,24,54,80,0,0,0,0,0,0,11,19,34,10,5,10,0,3,3,50,79,130,0,0,0,0,0,0,0,5,5,0,3,3,0,0,3,0,10,7,34,11,47,77,101,180,14,20,37,0,0,0,0,0,0,15,20,38,80,100,177,241,249,489,50,37,85,3209,2289,5505
506041137,147,184,329,112,102,215,0,0,0,0,0,0,17,3,21,4034,3202,7232,221,297,516,81,3,80,50,4,49,41,9,43,80,10,92,42,37,78,4826,3851,8674,111,108,223,0,0,0,0,0,0,50,57,107,14,20,26,7,0,7,183,186,364,0,0,0,0,0,0,10,14,23,5,10,20,6,0,6,17,25,43,54,12,67,256,222,473,21,37,62,3,0,3,0,5,4,30,40,67,101,178,278,415,565,978,46,35,84,5667,4884,10557
506051138,22,39,64,107,105,212,0,0,0,0,0,0,8,3,13,3557,2811,6360,203,236,436,82,4,89,41,3,42,24,10,34,82,23,108,40,59,102,4169,3290,7462,16,19,34,0,0,0,0,0,0,36,41,77,0,8,8,0,0,0,56,62,123,0,0,0,0,0,0,9,18,27,4,20,25,0,3,5,16,40,58,32,18,56,108,119,228,14,28,35,0,0,0,3,0,3,16,28,46,80,167,244,376,507,883,41,22,58,4793,4130,8918
506051139,8,21,31,102,85,189,3,0,3,0,0,0,3,0,3,2216,1942,4160,147,116,265,72,4,78,28,0,31,27,0,29,56,10,64,28,33,67,2689,2223,4916,5,11,11,0,0,0,0,0,0,11,24,36,3,7,5,0,0,0,18,37,59,0,0,0,0,0,0,3,10,16,0,0,4,0,0,0,10,16,23,24,18,39,52,71,117,3,5,12,3,0,3,0,0,0,10,5,15,57,103,165,225,279,507,26,21,47,3057,2710,5770
506051140,17,23,39,80,71,147,0,0,0,0,0,0,4,0,9,2475,2179,4649,121,159,284,78,3,75,32,3,31,30,3,37,46,7,52,45,42,82,2923,2487,5407,11,8,18,0,0,0,0,0,0,54,37,88,5,3,12,0,0,0,68,53,116,0,0,0,0,0,0,8,13,22,4,9,11,4,0,4,19,14,33,31,20,45,115,83,197,3,0,3,5,0,3,0,0,0,4,0,6,143,230,370,302,399,701,22,28,45,3516,3221,6734
506051141,11,17,25,49,27,83,0,0,0,0,0,0,3,0,3,1852,1652,3504,88,96,183,63,0,63,26,0,26,24,0,24,32,3,31,62,39,105,2202,1843,4043,9,3,13,0,0,0,0,0,0,21,16,38,3,3,3,0,0,0,37,22,62,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,8,23,4,27,56,35,96,3,4,8,0,0,0,0,0,0,3,4,8,138,191,328,233,318,547,19,14,31,2649,2400,5051
506061142,46,58,103,55,14,70,0,0,0,0,0,0,5,0,8,3003,2576,5580,169,138,304,73,3,80,31,3,27,10,3,16,88,26,110,24,23,45,3507,2840,6344,14,21,34,0,0,0,0,0,0,40,59,95,4,10,8,3,0,3,57,85,148,0,0,0,0,0,0,3,3,5,7,4,8,4,0,4,10,7,22,36,22,65,108,116,227,23,17,40,4,0,4,3,0,3,27,20,40,56,146,205,337,427,765,34,19,50,4065,3561,7629
506061143,18,23,44,13,8,23,0,0,0,0,0,0,3,0,3,1098,970,2076,65,52,114,104,8,109,18,0,18,0,0,0,26,9,35,38,35,69,1383,1103,2483,0,5,4,0,0,0,0,0,0,19,25,48,0,0,0,0,0,0,22,29,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17,35,32,71,5,8,9,0,0,0,0,0,0,3,8,11,98,147,244,134,156,292,13,9,28,1669,1455,3126
506061144,0,6,10,14,6,16,0,0,0,0,0,0,0,0,0,575,517,1094,28,24,52,48,3,50,10,3,10,3,3,3,11,3,15,40,28,68,732,593,1320,0,0,0,0,0,0,0,0,0,9,9,16,0,0,0,0,0,0,9,11,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,3,3,8,18,25,0,0,5,0,0,0,0,0,0,0,0,5,61,99,159,116,135,250,4,9,15,926,849,1776
506071145,98,114,214,264,314,579,0,0,0,0,0,0,15,8,18,2337,2239,4578,88,186,277,19,0,19,19,4,27,123,38,155,20,16,36,50,68,118,3043,2991,6029,31,50,83,0,0,0,0,0,0,19,13,26,3,3,3,4,0,6,56,64,121,0,0,4,0,0,0,11,3,12,6,16,21,10,0,8,28,21,47,26,14,37,105,98,203,8,7,16,6,5,6,0,0,0,12,12,26,148,150,302,271,414,681,22,19,40,3598,3676,7281
506071146,72,39,110,104,87,191,3,0,3,0,0,0,4,3,8,1668,1407,3076,79,153,232,12,0,12,15,0,21,78,18,97,26,11,34,73,44,119,2137,1763,3906,60,27,83,0,0,0,0,0,0,12,12,23,7,0,7,7,0,3,77,41,115,0,0,0,0,0,0,8,7,22,0,9,5,8,0,3,16,18,34,22,12,34,115,67,180,5,17,25,0,0,0,0,0,0,12,17,26,94,146,238,161,271,430,32,16,51,2553,2283,4834
506071147,20,9,29,439,420,855,24,8,32,3,0,3,15,9,24,2694,2257,4952,143,197,345,13,0,13,43,5,44,204,56,267,50,23,71,102,125,223,3747,3114,6858,31,34,72,0,0,0,0,0,0,0,11,7,0,4,4,0,0,0,36,48,83,10,4,11,0,0,0,13,12,32,6,16,16,14,4,18,39,38,75,42,27,67,114,108,226,5,6,11,6,5,11,0,0,3,19,9,27,212,247,461,318,454,774,27,28,53,4436,3964,8406
507011148,189,185,369,55,26,78,0,0,0,0,0,0,4,0,7,3142,2729,5873,159,200,356,54,3,58,28,6,33,28,10,34,53,17,63,25,37,58,3736,3203,6935,96,93,192,0,0,0,0,0,0,98,88,186,9,17,26,5,0,6,212,202,416,0,0,0,0,0,0,3,3,3,3,6,10,0,0,3,8,9,16,29,12,41,243,226,472,42,36,78,4,3,9,3,0,3,53,36,90,96,221,316,339,563,906,39,37,74,4500,4290,8792
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,28,35,65,26,42,71,0,0,0,0,0,0,3,0,8,1703,1446,3148,96,103,194,28,0,28,20,3,19,9,3,14,18,7,24,19,11,32,1957,1647,3606,15,13,31,0,0,0,0,0,0,31,36,67,4,0,9,0,0,3,49,55,104,0,0,0,0,0,0,3,3,9,0,3,3,0,0,0,3,8,12,12,5,17,64,70,129,7,14,16,0,0,0,0,0,0,7,14,16,41,115,160,151,241,394,29,15,46,2247,2108,4355
507011153,28,41,69,41,49,85,0,0,0,0,0,0,0,0,4,1346,1140,2486,64,89,154,31,0,31,26,0,28,33,5,36,17,3,22,14,14,32,1608,1343,2954,27,34,61,0,0,0,0,0,0,21,23,41,0,3,4,3,0,3,46,60,107,0,0,0,0,0,0,3,5,4,0,4,7,3,0,3,10,10,19,12,6,16,67,77,145,21,14,41,0,0,0,0,0,0,21,14,39,47,89,138,157,250,405,18,15,35,1917,1797,3708
507011154,29,36,63,73,102,175,0,0,0,0,0,0,7,3,4,1544,1372,2921,92,96,183,29,0,29,29,5,34,47,22,66,29,12,35,26,30,59,1901,1673,3572,31,28,55,0,0,0,0,0,0,23,27,57,3,7,12,4,0,6,59,67,123,0,0,0,0,0,0,0,3,7,0,6,9,0,0,0,5,7,14,16,10,31,91,85,175,15,10,23,0,0,3,0,0,0,14,11,27,43,105,143,183,260,446,41,24,73,2269,2168,4433
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
507011158,14,23,39,7,8,16,0,0,0,0,0,0,0,0,0,469,411,884,17,29,49,3,0,3,9,0,9,10,5,13,5,5,17,6,11,16,545,490,1037,11,6,17,0,0,0,0,0,0,11,10,19,0,3,3,3,0,3,23,20,47,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,7,36,22,55,4,0,4,0,0,0,0,0,0,4,0,6,29,48,75,44,63,113,5,3,7,658,638,1290
507011159,97,125,218,30,29,63,0,0,0,0,0,0,8,0,6,2125,1795,3923,114,145,251,44,0,49,27,0,29,31,10,41,30,13,40,29,37,64,2535,2156,4688,58,53,116,0,0,0,0,0,0,40,34,75,3,16,18,6,0,4,110,99,207,0,0,0,0,0,0,3,3,7,0,13,9,0,0,0,3,18,17,14,20,31,128,136,262,15,12,28,0,0,0,0,0,0,22,12,28,49,85,134,224,296,524,21,13,30,2969,2703,5670
507011160,28,34,62,63,58,122,0,0,0,0,0,0,0,0,4,1722,1387,3111,117,140,260,23,0,23,20,3,23,12,10,26,31,14,43,29,41,62,2045,1689,3731,16,15,26,0,0,0,0,0,0,18,32,52,3,0,4,0,0,0,33,48,83,0,0,0,0,0,0,0,5,5,3,11,17,0,0,0,3,20,20,15,5,18,48,73,120,7,6,16,0,0,0,0,0,0,7,6,15,29,69,95,155,256,412,26,27,58,2311,2125,4435
507011161,137,162,298,74,31,103,0,0,0,0,0,0,3,0,6,2707,2267,4969,130,171,307,33,0,33,16,0,21,36,3,45,72,13,81,34,51,87,3239,2700,5938,132,128,266,0,0,0,0,0,0,60,48,107,4,21,22,9,0,7,202,196,402,0,0,0,0,0,0,3,0,8,0,5,7,3,0,3,7,5,11,30,13,46,243,221,461,27,53,80,0,0,0,0,0,0,32,53,85,87,138,229,283,432,719,28,31,52,3917,3572,7484
507011163,35,33,67,31,34,63,0,0,3,0,0,0,0,0,0,1427,1159,2586,74,82,159,25,0,25,21,3,24,16,3,21,21,4,24,11,9,17,1664,1333,2993,20,35,51,0,0,0,0,0,0,24,21,47,0,7,8,3,0,3,43,60,107,0,0,0,0,0,0,0,3,3,5,5,13,3,0,3,8,7,12,18,4,25,70,78,143,4,13,15,0,0,0,0,0,0,3,13,15,35,73,108,126,212,334,19,20,38,1916,1723,3639
507011259,42,66,101,34,35,71,3,0,3,0,0,0,7,3,9,1531,1331,2862,71,105,175,35,0,35,11,0,10,14,3,13,25,8,33,20,15,36,1784,1567,3352,27,33,60,0,0,0,0,0,0,37,34,70,7,3,8,0,0,3,74,66,145,0,0,0,0,0,0,3,3,3,4,0,4,0,0,0,6,3,13,11,10,21,91,82,178,5,16,26,3,0,3,0,0,0,11,16,29,45,92,141,170,235,404,24,29,53,2122,2022,4147
507011260,25,15,39,9,0,5,0,0,0,0,0,0,0,0,0,474,420,891,21,35,48,5,0,5,3,0,3,11,0,11,0,0,3,5,3,7,548,471,1022,3,4,9,0,0,0,0,0,0,5,7,12,3,0,3,0,0,0,11,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,17,15,32,3,4,6,0,0,0,0,0,0,3,4,6,21,42,64,62,68,131,6,5,5,652,607,1261
507021164,36,34,68,70,46,120,0,3,3,0,0,0,7,8,16,1168,1145,2313,45,77,120,8,0,8,25,3,24,61,18,82,24,8,33,46,53,100,1484,1405,2885,26,11,33,0,0,0,0,0,0,10,16,25,5,3,7,4,0,4,47,26,75,0,0,0,0,0,0,6,6,11,0,0,5,0,0,0,8,7,17,20,4,26,70,42,117,7,7,15,0,0,0,0,0,0,10,7,14,107,168,269,136,197,329,11,13,22,1812,1835,3644
507021165,197,242,441,101,120,221,9,0,14,0,0,0,7,6,16,1997,1920,3920,93,145,239,13,0,13,36,11,47,166,91,250,56,31,89,224,266,496,2903,2837,5744,80,73,159,0,0,0,0,0,0,23,38,55,3,7,12,23,17,43,133,132,265,0,0,3,0,0,0,3,3,10,4,5,8,5,0,3,11,9,21,34,26,53,169,165,340,12,11,29,3,3,3,3,3,6,20,17,41,216,254,473,295,441,738,38,45,81,3645,3764,7412
507021166,65,65,133,102,117,217,5,0,5,0,0,0,7,7,12,2048,1953,4006,96,136,234,27,0,34,42,9,47,116,65,182,44,12,54,87,112,197,2646,2475,5119,96,81,176,0,0,0,0,0,0,32,43,74,8,4,14,10,11,25,144,142,289,0,0,0,3,0,3,0,6,7,5,6,12,0,3,3,13,22,35,32,14,45,196,177,373,9,21,31,3,0,7,0,0,0,14,23,38,130,203,330,278,441,715,27,33,58,3286,3345,6633
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
507031169,297,352,649,44,21,65,0,0,0,0,0,0,12,4,12,2336,1758,4090,121,184,308,23,0,23,27,0,27,16,0,21,60,13,76,11,33,45,2945,2364,5314,95,123,213,0,0,0,0,0,0,42,52,92,10,18,27,9,0,11,147,195,340,0,0,0,0,0,0,3,0,4,3,4,9,0,0,0,10,5,16,26,5,31,183,202,387,39,53,92,3,0,3,0,0,0,42,53,98,52,91,139,271,396,663,28,21,49,3518,3132,6650
507031170,43,55,95,28,26,53,0,0,0,0,0,0,0,0,3,1030,767,1796,78,67,141,16,0,16,15,0,20,6,0,6,9,0,11,18,18,39,1253,934,2187,23,35,57,0,0,0,0,0,0,23,19,44,5,3,8,0,0,4,49,58,111,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,8,9,0,15,66,59,123,14,11,18,0,0,0,0,0,0,12,11,20,20,39,60,120,168,290,16,21,34,1482,1239,2722
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,0,14,15,32
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,9
507031174,61,67,132,34,36,65,0,0,0,0,0,0,4,3,4,1577,1191,2765,101,114,209,22,0,22,19,5,27,11,3,7,30,5,36,17,27,42,1869,1445,3320,46,50,94,0,0,0,0,0,0,12,21,37,9,3,11,3,0,4,72,68,144,0,0,0,0,0,0,3,0,3,5,6,10,0,0,0,6,6,10,10,6,20,90,80,170,16,25,39,0,0,0,0,0,0,20,25,38,15,50,67,195,249,449,33,31,63,2221,1883,4108
507031261,35,53,85,21,17,31,0,0,0,0,0,0,0,0,0,1009,826,1840,45,46,91,41,0,39,10,0,9,5,0,5,23,4,26,15,8,23,1205,955,2163,22,21,45,0,0,0,0,0,0,26,29,55,3,0,10,0,0,3,55,58,115,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,11,4,15,69,61,133,9,22,31,0,0,0,0,0,0,10,22,33,48,87,134,89,153,244,16,17,37,1441,1294,2738
507041175,19,20,43,210,179,389,3,0,4,0,0,0,6,0,6,1732,1426,3157,65,136,200,20,0,20,12,0,12,62,26,89,24,9,33,49,52,96,2191,1844,4037,49,32,84,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,53,39,86,0,0,0,0,0,0,9,3,13,7,5,15,3,0,3,17,12,26,15,3,18,78,53,134,14,8,22,0,0,0,0,0,0,15,8,18,178,241,416,182,311,490,7,10,24,2653,2469,5118
507041176,81,52,132,13,10,25,0,0,0,0,0,0,8,0,8,591,505,1097,21,42,59,4,0,4,8,0,9,25,8,34,3,3,12,18,15,33,767,642,1407,20,9,29,0,0,0,0,0,0,3,10,14,0,3,5,6,0,6,31,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,3,5,30,36,70,6,4,8,0,0,0,0,0,0,6,4,8,38,48,80,77,112,187,9,9,21,921,850,1770
507041177,24,51,69,133,133,264,0,0,0,0,0,0,4,0,6,2203,2182,4384,80,144,220,26,0,22,33,9,42,90,21,114,29,7,37,41,34,78,2658,2581,5239,44,35,72,0,0,0,0,0,0,18,18,39,3,4,4,3,0,7,64,59,129,0,0,0,0,0,0,4,18,22,0,8,6,5,0,5,11,26,38,24,13,35,101,95,199,7,13,17,0,4,5,0,0,0,7,15,20,128,189,320,249,426,678,18,26,50,3172,3331,6502
