SA2_MAINCODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1946,Ch_ex_SARs_Taiw_1946_1955,Ch_ex_SARs_Taiw_1956_1965,Ch_ex_SARs_Taiw_1966_1975,Ch_ex_SARs_Taiw_1976_1985,Ch_ex_SARs_Taiw_1986_1995,Ch_ex_SARs_Taiw_1996_2005,Ch_ex_SARs_Taiw_2006_2010,China_ex_SARs_Taiw_2011,China_ex_SARs_Taiw_2012,China_ex_SARs_Taiw_2013,China_ex_SARs_Taiw_2014,China_ex_SARs_Taiw_2015,China_ex_SARs_Taiw_2016,Chna_ex_SARs_Taiw_Yr_arr_ns,China_ex_SARs_Taiw_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_ns,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1946,Ho_Ko_SAR_China_1946_1955,Ho_Ko_SAR_China_1956_1965,Ho_Ko_SAR_China_1966_1975,Ho_Ko_SAR_China_1976_1985,Ho_Ko_SAR_China_1986_1995,Ho_Ko_SAR_China_1996_2005,Ho_Ko_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_China_Yr_arr_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_ns,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arr_ns,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
507011259,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,7,0,0,0,0,0,8,10,29,0,3,0,8,6,0,0,70,4,3,18,14,3,13,43,3,0,0,3,0,0,0,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,3,3,4,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,3,0,0,0,0,13,0,0,0,9,3,3,16,32,0,4,7,10,0,0,3,93,0,0,0,0,0,4,7,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,3,5,7,9
507011260,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,5,7,3,0,0,3,36,47,8,3,116,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,4,3,3,0,0,0,0,0,0,0,19,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,24,0,0,0,0,3,6,4,3,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
507021164,0,0,0,4,3,7,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,6,3,4,5,0,10,3,6,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,5,3,0,12,4,0,0,0,0,0,0,0,32,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,12,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,13,10,3
507021165,0,0,5,11,15,13,13,17,5,0,3,4,0,4,0,82,0,0,0,0,0,6,4,8,0,7,0,0,0,3,3,36,3,0,31,10,5,6,10,0,0,0,0,0,0,0,0,65,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,13,12,4,20,0,3,3,3,4,0,3,91,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,18,0,9,3,18,4,4,4,14,5,5,10,3,0,7,0,83,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,25,0,0,0,0,0,9,0,0,3,0,3,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,15,13,22,10,30
507021166,0,0,0,7,9,13,6,11,9,3,0,4,0,0,0,64,0,0,0,0,4,6,4,10,0,3,0,3,0,3,6,39,0,3,50,24,3,3,4,0,0,0,0,0,0,0,6,96,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,5,15,14,18,22,3,7,0,3,14,0,0,129,0,5,3,0,0,3,0,0,0,0,0,5,0,0,0,19,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,14,3,3,5,17,3,6,4,9,0,0,0,3,0,0,3,62,0,0,0,3,3,3,12,3,0,0,0,0,0,0,0,31,0,0,0,0,3,6,8,6,0,3,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,9,7,19,10,25
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,0,0,0,0,0,3,11,11,0,0,4,0,0,3,0,33,0,0,0,0,0,3,20,86,14,9,18,7,10,0,6,173,0,0,0,5,0,0,29,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,5,9,0,0,0,0,0,0,19,0,0,0,0,3,0,9,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,6,0,0,4,0,0,0,0,24,0,0,0,0,0,19,44,440,59,76,75,68,47,37,22,884,0,0,0,0,0,5,11,21,0,3,0,0,0,0,0,53,0,0,0,0,0,0,0,6,11,7,0,3,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,21
507031170,0,0,0,4,0,3,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,7,7,8,4,8,4,4,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,4,7,26,3,3,6,4,7,0,3,74,0,0,0,0,3,0,4,3,3,4,0,0,3,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,7,0,0,0,3,7,3,0,0
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,13,12,0,6,3,4,3,0,0,49,0,0,7,6,0,4,16,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,15,0,20,3,15,3,0,3,7,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,3,3,5,51,17,17,6,6,7,6,3,135,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,10,0,0,0,16,5,4,8,0
507031261,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,3,8,3,3,0,0,0,0,0,3,19,0,0,4,0,0,4,3,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,4,0,3,3,0,3,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,10,19,0,0,0,7,0,3,22,84,9,12,16,12,14,3,10,186,0,0,0,0,0,3,7,4,0,3,0,0,0,0,0,26,0,0,0,0,0,5,0,3,0,3,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,3,3,4
507041175,0,0,0,7,5,8,3,0,3,3,0,3,0,0,0,41,0,0,0,0,7,34,40,39,9,21,13,14,28,8,11,227,0,0,4,3,3,3,0,0,0,0,0,0,0,0,0,21,0,0,0,3,3,0,3,0,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,11,0,9,11,0,0,0,0,0,0,3,45,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,10,16,19,7,3,3,0,3,0,0,0,0,60,0,0,7,28,21,24,34,35,0,5,16,6,11,3,3,202,0,3,3,3,25,60,90,18,0,8,0,3,3,3,12,233,0,0,0,0,21,27,13,16,8,4,3,3,7,0,0,113,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,13,0,0,4,17,12,11,9,6
507041176,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8,0,0,0,3,3,20,24,20,3,4,4,10,3,3,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,18,11,9,0,0,0,3,0,3,3,62,0,0,3,4,8,16,33,33,4,5,3,9,8,9,3,138,0,0,0,0,5,13,33,4,0,0,0,3,0,0,0,71,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,18,0,0,0,0,0,3,4,9,0,0,0,0,6,0,0,16,0,0,0,9,0,3,5,3
507041177,0,0,0,3,8,3,13,7,0,4,3,0,0,0,3,52,0,0,0,0,0,7,10,7,0,3,5,0,4,3,0,49,0,0,7,10,0,7,0,0,0,0,0,0,0,0,0,27,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,3,7,7,13,15,0,0,0,0,0,0,4,68,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,16,0,3,0,14,3,5,7,19,3,6,3,0,10,0,4,96,0,0,0,0,3,6,3,4,3,0,0,0,3,0,0,27,0,0,0,0,3,0,3,9,0,0,0,7,6,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,6,13,10,17,14,24
507041178,0,0,4,8,3,7,5,6,3,5,0,0,0,0,0,51,0,0,0,3,10,41,73,70,16,22,27,14,20,8,12,318,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,3,10,3,0,0,3,0,0,0,0,3,0,0,0,27,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,7,0,21,0,6,4,11,16,9,7,0,0,0,0,0,0,76,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,7,19,32,27,15,3,0,0,0,3,7,0,116,0,10,3,27,14,39,35,44,3,8,13,10,15,3,0,234,0,3,4,5,18,44,65,31,3,3,0,8,10,3,9,200,0,0,0,0,13,18,30,38,15,8,18,8,13,0,0,158,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,17,0,0,5,16,8,12,9,10
507041179,0,0,0,6,3,3,3,3,0,3,0,0,0,0,0,21,0,0,0,3,3,48,61,75,14,8,9,21,9,25,9,285,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,0,3,3,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,23,7,15,4,0,6,5,8,0,7,92,3,3,7,19,10,28,48,73,12,18,15,6,18,5,6,270,0,0,0,6,7,26,24,15,0,0,0,7,0,0,0,82,0,0,0,0,0,4,0,3,6,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0
507041180,0,0,0,0,7,6,0,0,0,0,0,0,3,0,0,17,0,0,0,0,4,20,52,53,11,8,18,11,20,4,7,214,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,8,11,4,10,3,0,0,0,0,0,0,0,51,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,15,29,16,5,0,3,0,3,0,0,0,79,0,3,6,21,10,61,49,52,9,8,9,14,6,3,3,248,0,0,0,0,9,19,36,17,0,3,3,0,0,5,0,96,0,0,0,0,3,3,3,9,0,3,0,0,0,0,0,33,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,17,0,0,4,9,14,17,12,4
507041181,0,0,0,4,7,5,6,8,0,0,0,3,0,0,0,43,0,0,3,3,3,20,24,24,3,6,5,3,10,4,7,107,0,3,13,9,4,7,4,0,0,0,0,0,0,0,0,39,0,3,4,5,0,3,0,0,0,0,3,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,10,10,4,17,9,15,6,0,0,0,0,0,3,0,75,0,0,7,10,0,0,0,0,0,0,0,0,0,3,0,24,0,0,0,0,3,7,4,5,0,0,0,4,0,0,3,23,0,10,8,22,5,10,10,20,3,3,8,7,6,3,3,107,0,3,0,3,11,23,23,31,5,0,4,0,0,0,3,99,0,0,3,3,0,14,0,16,0,8,5,6,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,3,3,12,12,36,19,23
507041182,0,0,0,3,3,7,5,4,4,0,0,0,3,0,3,32,0,0,0,0,12,45,55,50,15,13,18,22,30,15,10,276,0,0,24,21,6,3,5,0,0,0,0,0,0,0,0,58,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,7,3,9,4,14,7,3,0,0,4,3,3,0,3,54,0,3,6,3,3,0,0,0,0,0,0,0,0,0,0,11,0,4,0,11,25,25,27,11,4,7,7,3,15,3,4,147,0,6,3,34,9,37,19,52,3,19,18,23,21,21,16,288,0,3,0,3,12,42,75,23,3,13,15,15,12,11,5,233,0,0,0,0,9,4,5,13,5,11,3,7,12,0,0,66,0,0,0,0,0,0,0,0,0,0,10,18,10,0,3,52,0,0,3,16,7,13,0,5
507041183,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,5,3,13,0,0,0,7,3,0,0,29,0,0,3,3,0,0,3,0,0,0,0,0,0,0,3,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,10,0,0,5,4,7,6,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,8,0,3,3,17,4,0,0,3,5,0,0,42,0,4,0,0,0,8,4,0,0,3,0,3,0,0,0,31,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0
507041184,0,0,0,0,0,3,7,3,0,0,0,0,0,6,0,21,0,0,0,0,12,40,52,27,6,14,8,6,3,3,7,180,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,18,32,7,3,3,0,6,0,0,0,0,83,0,3,8,24,22,51,47,18,0,0,4,3,0,0,0,176,0,0,0,3,23,137,139,39,6,3,7,8,0,0,8,377,0,0,0,0,5,6,10,4,0,0,3,0,0,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
507051185,0,0,0,7,10,12,12,18,0,3,3,0,5,0,0,72,0,0,0,0,0,0,15,16,10,3,6,4,0,0,4,61,0,0,3,9,0,3,9,0,0,0,0,0,0,0,0,24,0,4,0,0,0,3,0,0,0,3,3,0,0,0,0,20,0,0,0,0,3,4,6,17,3,3,0,4,0,0,0,38,0,15,13,13,23,9,10,18,6,8,3,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,20,0,4,5,16,6,14,35,137,21,47,23,16,10,14,4,354,0,0,0,0,3,15,17,26,6,7,0,3,0,0,0,80,0,0,0,0,0,3,0,8,3,3,3,0,3,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,19,13,20,14,50
507051186,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,17,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,6,4,7,4,3,3,0,0,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,3,15,9,0,0,11,0,4,0,7,0,0,3,58,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,4,3
507051187,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,3,3,3,4,0,0,0,0,0,0,3,15,0,0,6,4,0,0,7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,7,8,7,5,7,9,0,3,0,0,0,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,3,5,13,0,0,0,0,0,0,4,49,0,0,0,0,0,3,3,4,7,0,0,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,3,8
507051188,0,0,3,7,3,5,5,10,0,0,0,0,0,0,0,31,0,0,0,0,3,9,4,10,3,3,3,7,8,3,3,44,0,4,7,22,0,13,11,0,0,0,0,0,0,0,0,57,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,16,0,25,9,14,11,9,10,7,0,4,0,0,0,0,5,83,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,22,0,11,4,33,3,0,11,0,4,3,0,109,0,4,0,5,3,0,0,11,5,0,0,3,3,0,0,35,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,7,15,0,10
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,0,0,0,7,4,4,0,3,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,5,3,3,0,3,0,0,0,19,0,3,12,0,0,0,0,0,3,3,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,12,10,8,0,3,0,3,0,0,0,0,3,55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,3,3,7,0,0,0,4,3,0,3,41,0,0,0,0,0,0,4,10,0,4,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,9,9,0,10
507051191,0,0,0,4,3,0,6,9,3,0,0,0,3,0,3,35,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,15,0,7,15,3,0,0,3,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,6,0,8,5,0,7,6,0,0,3,0,0,3,0,37,0,0,0,0,0,3,11,0,0,0,3,3,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,8,20
