SA2_MAINCODE_2016,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_yr_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_0_14_yr,Tot_15_24_yr,Tot_25_34_yr,Tot_35_44_yr,Tot_45_54_yr,Tot_55_64_yr,Tot_65_74_yr,Tot_75_84_yr,Tot_85_yr_over,Tot_Tot
506071145,1731,1938,2727,1813,1512,1521,1040,629,388,13298,0,0,0,0,0,3,4,0,0,9,0,0,3,3,0,9,10,4,0,33,0,0,0,0,4,0,6,0,0,8,0,0,5,0,0,6,8,0,0,16,4,0,7,0,0,7,5,0,0,25,34,67,75,64,64,78,41,10,7,454,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,38,72,82,74,67,106,72,14,7,547,38,72,87,74,67,107,77,14,7,551,19,32,26,13,30,32,22,5,0,185,1789,2050,2834,1906,1606,1660,1142,652,395,14031
506071146,1814,2059,1351,1176,1333,1317,939,518,398,10897,3,3,0,0,0,7,0,4,0,15,0,3,3,0,0,0,0,3,0,7,0,0,5,0,0,3,0,0,0,8,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,7,25,125,59,26,27,15,13,17,0,313,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,139,68,27,31,22,17,17,0,352,34,141,66,27,31,26,17,26,0,363,8,146,29,19,18,23,19,9,0,260,1853,2345,1444,1219,1376,1363,972,556,402,11528
506071147,2446,2051,2603,2159,2158,2025,1435,561,300,15745,0,12,0,0,0,7,0,5,3,24,0,0,6,4,10,16,7,7,0,46,0,0,5,7,6,13,6,0,0,42,0,0,7,3,12,8,3,0,0,30,0,3,3,3,9,9,0,0,0,25,46,106,100,55,50,52,46,25,19,501,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,3,0,4,0,0,0,0,4,55,107,124,77,93,95,59,27,22,656,55,120,124,77,92,103,64,31,23,678,32,66,58,45,37,47,39,7,4,326,2528,2230,2790,2282,2287,2170,1537,599,325,16750
507011148,4589,2165,2616,3184,2167,1162,643,265,102,16893,0,6,0,0,0,0,0,0,0,12,0,7,3,0,0,0,0,0,0,14,0,0,4,0,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,31,44,48,35,18,20,20,5,5,229,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,40,45,59,38,26,23,28,6,5,273,36,51,60,39,26,25,30,6,5,283,9,27,44,14,18,67,52,4,0,233,4637,2240,2720,3239,2208,1250,718,273,105,17405
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,1551,1074,950,1131,1324,1054,753,419,99,8358,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,3,3,0,7,0,0,0,0,3,12,17,3,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,29,32,27,21,13,19,7,12,5,170,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,29,21,17,39,37,17,7,231,25,33,29,21,24,45,37,15,7,234,3,10,4,0,4,3,5,3,0,39,1580,1108,987,1151,1356,1103,798,440,101,8632
507011153,1381,932,1149,1136,1092,867,700,409,105,7775,0,4,0,0,0,3,4,0,0,16,0,0,4,0,0,0,0,0,0,8,0,0,3,0,0,3,8,0,0,15,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,24,19,29,29,19,14,9,9,4,159,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,37,28,23,25,23,9,4,186,24,33,38,28,21,31,27,10,4,202,6,16,11,7,4,8,3,3,0,50,1410,979,1194,1172,1122,905,726,419,110,8028
507011154,1576,1037,1517,1428,1336,1117,946,615,290,9865,0,0,0,0,3,3,0,3,0,12,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,3,3,0,9,3,3,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,39,48,59,30,45,37,12,9,3,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,69,33,48,43,20,13,3,321,44,47,65,33,51,45,22,16,5,331,8,21,20,6,9,8,10,0,0,81,1631,1109,1603,1467,1393,1171,972,636,300,10272
507011155,0,0,0,0,3,7,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,15
507011158,339,232,347,323,402,332,183,56,11,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,5,9,21,9,5,6,6,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,19,9,5,6,13,4,0,84,5,13,19,9,5,6,13,4,0,84,0,3,5,3,0,5,3,0,0,20,346,250,370,341,411,344,203,58,11,2339
507011159,1848,1586,1821,1451,1529,1328,735,441,188,10933,0,0,0,4,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,32,58,60,33,24,29,15,6,3,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,59,60,39,28,37,20,9,3,283,37,59,60,39,28,36,22,9,3,298,16,9,24,14,9,28,20,0,0,111,1901,1656,1911,1503,1567,1396,779,453,192,11340
507011160,1547,1065,1340,1322,1178,1180,1018,664,315,9629,0,0,3,3,0,0,0,0,0,8,3,0,0,0,8,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,29,29,69,41,25,21,21,16,5,262,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,65,43,40,31,24,16,5,286,32,39,68,44,39,31,24,16,5,299,10,4,18,9,8,10,11,3,0,66,1579,1107,1426,1378,1227,1222,1047,685,320,9993
507011161,3630,1702,2972,2634,1591,960,428,227,130,14279,7,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,32,47,74,27,20,22,7,3,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,48,76,33,21,26,15,3,0,260,42,51,77,33,22,26,17,3,0,271,19,22,37,12,24,72,41,3,0,222,3692,1769,3090,2678,1632,1057,480,239,130,14775
507011163,1492,962,1096,1107,1068,804,384,180,41,7144,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,21,37,37,13,11,12,3,6,3,149,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,36,16,13,22,6,13,3,162,21,41,36,16,17,22,8,13,3,171,0,8,4,3,0,3,9,3,0,39,1519,1009,1140,1124,1088,830,403,191,49,7348
507011259,1850,964,1315,1342,1122,698,392,151,41,7869,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,38,42,30,19,14,11,17,9,5,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,32,19,14,11,23,11,5,197,37,44,33,19,16,12,23,11,5,199,5,15,18,5,3,12,9,0,0,72,1892,1026,1368,1360,1144,727,424,164,46,8143
507011260,401,446,242,244,371,388,284,68,16,2460,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,10,4,4,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,10,3,5,3,0,0,49,8,11,13,10,3,7,3,0,0,57,9,20,55,0,4,9,3,0,0,104,412,479,306,256,378,405,284,75,18,2617
507021164,1314,817,644,895,1171,978,609,357,160,6944,0,0,0,3,0,0,3,3,0,10,0,0,6,3,5,6,0,3,0,23,0,3,3,0,0,0,10,12,0,32,0,0,9,4,3,3,0,0,0,14,0,3,0,3,0,3,0,0,0,8,18,23,38,22,18,24,16,9,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,18,29,55,37,35,34,26,22,3,260,18,29,55,41,35,32,27,22,3,267,9,16,17,3,3,8,9,0,0,71,1338,864,722,936,1206,1017,647,380,168,7282
507021165,1808,1359,2364,1940,1985,1905,1376,750,352,13835,0,0,6,7,3,5,4,0,0,25,7,7,45,37,42,32,12,5,0,184,3,5,28,28,27,33,17,3,0,152,0,6,21,21,32,27,3,0,0,107,0,0,10,9,4,9,6,0,0,43,54,94,151,123,111,107,104,71,52,856,5,0,6,7,3,0,0,3,0,23,0,0,11,3,13,3,0,0,0,25,0,0,5,7,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,69,112,274,238,232,219,148,80,50,1423,69,112,283,243,232,224,153,82,50,1448,26,147,108,38,44,35,22,4,0,422,1905,1618,2756,2221,2265,2166,1545,835,403,15703
507021166,2218,1390,1900,1838,1986,1790,1280,858,337,13598,0,0,7,0,0,3,0,0,0,15,3,0,4,0,3,14,6,4,0,35,3,0,4,5,0,3,7,0,0,22,0,0,0,0,3,9,5,0,0,14,0,0,0,0,0,3,0,0,0,3,31,59,57,49,60,25,30,9,8,332,0,0,0,0,3,0,0,3,0,4,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,63,71,58,67,55,51,18,12,428,36,63,77,60,67,60,51,20,11,437,15,28,33,11,7,10,8,5,0,126,2270,1484,2007,1915,2060,1861,1338,881,348,14166
507021167,3,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,10
507031169,3660,1733,3098,2343,1310,741,361,119,19,13386,4,0,0,0,0,0,6,0,0,10,3,3,4,0,0,5,3,0,0,10,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,6,57,45,62,29,16,19,8,4,3,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,51,63,27,16,29,15,4,3,265,66,51,63,26,18,29,17,4,3,280,4,18,17,4,24,81,38,10,0,188,3725,1798,3177,2375,1351,854,419,134,23,13849
507031170,1620,961,1027,969,932,708,523,416,162,7322,0,0,0,0,6,0,0,0,0,9,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,37,31,32,26,18,13,3,4,194,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,37,37,37,28,15,22,5,3,221,35,41,36,36,38,15,22,6,4,229,0,8,4,5,0,12,3,3,0,36,1654,1007,1067,1009,967,737,548,433,167,7588
507031172,4,15,3,3,14,11,12,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,15,9,3,14,11,12,3,0,63
507031173,0,0,4,0,8,7,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,10,0,0,3,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,8,3,0,0,27
507031174,2169,1324,1505,1424,1410,1138,860,435,108,10368,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,37,59,53,36,38,20,24,10,4,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,60,57,40,42,28,25,10,4,308,39,60,57,40,43,30,25,13,4,316,0,5,6,3,3,21,6,3,0,47,2207,1390,1564,1468,1460,1179,890,456,110,10734
507031261,1043,899,1476,911,691,531,277,73,15,5916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,36,20,5,5,12,5,3,132,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,36,21,11,5,11,9,3,144,23,28,35,21,11,5,11,9,3,148,0,6,7,3,7,15,3,0,0,48,1063,933,1520,929,701,555,294,82,20,6110
507041175,1808,1412,1136,1279,1424,1470,1054,610,309,10499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,4,3,3,0,3,0,0,0,19,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,11,41,33,17,19,28,9,11,3,174,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,42,39,23,25,40,18,8,5,223,16,42,39,23,25,40,18,8,5,223,25,29,36,15,22,29,13,9,3,173,1844,1480,1210,1318,1474,1533,1090,626,313,10888
507041176,642,550,398,455,502,439,352,171,95,3602,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,9,16,8,7,4,8,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,16,3,6,9,8,3,3,70,11,11,16,3,6,8,10,8,3,76,3,16,12,9,0,13,10,0,0,61,655,574,422,471,514,458,368,178,97,3737
507041177,2383,1382,1651,1832,1847,1518,1161,760,440,12965,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,3,8,0,0,11,0,0,0,0,4,7,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,45,59,30,31,33,13,11,8,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,45,66,30,36,44,27,15,13,324,47,45,66,34,35,49,24,15,10,335,10,19,23,6,18,14,6,0,0,97,2431,1450,1739,1872,1904,1576,1191,780,454,13398
507041178,2429,1833,1501,1779,2009,1677,1288,825,510,13866,0,0,3,3,0,0,4,0,0,14,0,0,3,3,3,3,0,3,0,16,0,4,4,3,7,0,4,3,0,26,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,26,45,56,28,22,22,29,14,7,249,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,50,64,35,36,31,39,18,7,306,31,52,68,39,36,31,39,22,3,316,25,24,32,40,32,47,34,3,0,236,2482,1907,1599,1859,2076,1754,1371,850,518,14424
507041179,1318,944,735,888,917,922,882,511,353,7469,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,25,24,16,11,10,16,13,6,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,27,33,16,12,15,27,12,6,155,13,27,33,16,12,15,27,12,12,157,6,38,8,15,9,35,17,4,3,131,1336,1008,775,918,940,972,922,524,365,7764
507041180,1790,1492,1123,1231,1437,1795,959,341,136,10304,3,0,0,5,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,30,28,19,18,16,14,4,0,138,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,20,30,32,20,19,16,17,8,0,165,24,30,32,22,19,16,19,13,0,170,10,9,12,3,17,15,14,10,0,89,1825,1538,1162,1257,1473,1830,987,365,136,10568
507041181,3193,1935,1509,2111,2321,1713,1239,994,542,15561,0,0,0,0,0,3,0,3,0,14,0,0,0,0,0,0,7,0,0,12,0,0,5,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,22,62,53,27,41,37,48,27,18,340,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,62,64,33,43,48,56,32,22,373,22,59,62,34,44,53,58,30,22,387,12,28,26,19,6,9,3,9,4,111,3228,2026,1590,2157,2378,1777,1307,1038,570,16060
