SA2_MAINCODE_2016,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_yr_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_0_14_yr,Tot_15_24_yr,Tot_25_34_yr,Tot_35_44_yr,Tot_45_54_yr,Tot_55_64_yr,Tot_65_74_yr,Tot_75_84_yr,Tot_85_yr_over,Tot_Tot
509031248,514,182,268,341,407,330,225,100,20,2385,6,3,0,0,0,0,0,0,0,10,0,0,5,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,5,3,0,0,7,9,72,152,140,143,72,14,3,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,72,160,144,148,82,22,3,0,646,13,74,160,148,149,82,22,3,0,651,6,3,0,3,3,4,0,0,0,13,536,261,428,486,555,413,248,107,20,3053
509031249,959,572,484,448,554,593,407,259,125,4395,0,4,0,0,0,0,3,0,0,11,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,14,21,117,34,20,32,34,21,4,6,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,117,38,22,39,44,20,3,3,313,23,120,38,22,39,43,23,7,10,325,0,10,4,0,0,3,3,0,0,17,980,702,525,474,585,638,442,260,132,4749
509031250,913,313,434,510,665,775,569,262,101,4543,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,41,24,14,25,32,30,3,4,176,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,24,11,25,38,36,5,4,190,9,41,24,15,25,39,37,7,4,197,0,5,10,0,0,4,0,0,0,28,926,357,475,523,689,816,603,267,106,4766
510011262,3145,1267,2322,2154,1771,1478,600,189,42,12975,6,6,8,7,4,8,6,3,0,54,22,19,37,38,90,141,204,35,0,583,87,47,73,84,129,299,397,80,4,1199,12,4,25,31,62,97,117,14,0,371,3,9,11,10,41,100,131,27,4,345,188,174,356,252,376,678,947,303,34,3306,3,0,7,3,0,20,24,9,0,70,4,6,10,7,6,11,9,0,0,52,3,0,3,3,10,31,19,0,0,74,0,0,0,0,0,0,0,0,0,0,329,261,518,431,716,1381,1845,470,49,6000,332,266,533,436,723,1389,1858,469,49,6053,16,120,216,47,66,59,37,9,0,583,3496,1659,3072,2643,2567,2928,2489,676,90,19608
510011263,1881,1009,1258,988,848,712,305,96,36,7127,23,13,23,5,10,6,4,0,0,81,29,7,6,30,36,104,112,11,0,333,46,17,24,41,48,124,101,12,4,415,14,11,26,24,33,87,95,16,3,309,0,0,0,4,17,33,50,13,0,118,123,75,182,125,155,182,140,28,8,1025,4,3,15,3,4,31,13,0,0,75,3,0,3,3,0,7,3,0,0,25,3,0,0,3,3,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,227,118,260,234,303,570,521,84,16,2322,248,130,276,235,313,577,524,84,16,2403,3,50,41,11,11,20,27,7,0,177,2136,1190,1576,1240,1168,1308,852,187,55,9705
510011264,792,458,551,389,309,261,109,36,7,2923,30,23,7,9,5,0,0,0,0,82,5,15,4,4,10,37,46,0,0,120,4,11,3,4,11,27,57,12,0,133,11,3,5,7,13,18,18,0,0,82,0,0,0,0,6,3,15,0,0,22,46,65,75,53,64,70,55,7,0,439,0,0,0,0,3,3,3,0,0,6,0,4,3,5,3,0,0,0,0,16,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,61,98,95,78,103,168,195,22,0,820,88,124,100,87,107,170,194,23,0,901,8,28,60,6,19,7,7,0,0,133,890,609,717,484,442,441,313,60,12,3959
510011265,1552,846,1105,926,924,732,327,87,18,6515,7,8,3,6,10,5,0,0,0,46,29,10,58,45,68,153,181,35,3,590,78,16,40,65,81,187,185,37,3,687,4,14,26,16,54,100,100,8,0,326,16,4,17,21,30,49,72,7,0,213,134,94,300,224,299,337,246,59,4,1691,6,4,5,8,10,31,27,0,0,88,9,10,17,18,14,8,5,6,0,96,3,0,3,4,7,20,6,0,0,36,0,0,0,0,0,0,0,0,0,0,282,152,463,401,564,882,829,152,9,3738,286,163,463,413,574,889,831,152,9,3780,8,89,152,5,23,37,26,3,0,347,1846,1099,1726,1341,1520,1655,1183,244,27,10639
510011266,607,335,326,248,274,204,100,28,8,2134,4,3,0,0,0,0,0,0,0,8,11,3,9,16,14,67,69,14,0,204,47,3,9,31,27,100,117,10,0,348,4,10,5,0,14,58,59,4,0,159,7,0,0,7,6,24,43,3,0,103,40,30,41,52,81,203,259,64,3,776,5,0,0,3,3,9,13,3,0,37,0,0,5,4,0,0,0,0,0,16,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,112,49,73,115,146,471,574,96,9,1651,116,50,77,115,146,471,575,96,9,1659,5,6,16,15,9,14,3,4,0,79,726,393,423,381,432,693,673,130,11,3864
510021267,506,545,1966,1365,1141,609,148,23,3,6307,0,4,13,8,3,3,0,0,0,40,0,4,58,45,41,28,18,4,0,208,0,3,59,66,52,47,57,3,0,282,0,3,80,90,114,67,30,4,0,389,0,8,34,22,43,27,27,3,0,162,33,276,1593,1379,1285,768,228,34,0,5594,0,0,5,15,34,10,0,0,0,63,0,3,7,8,6,8,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,306,1845,1609,1566,944,365,52,0,6729,29,313,1855,1619,1571,945,365,49,0,6764,0,9,35,14,31,12,4,0,0,97,537,861,3861,3007,2741,1563,521,70,3,13168
510021268,1143,469,915,776,516,314,53,5,4,4200,0,0,3,0,0,0,0,0,0,3,0,0,11,12,14,20,8,0,0,67,0,3,5,16,7,10,8,4,0,50,3,0,18,24,23,23,3,0,0,97,0,0,4,5,5,3,0,0,0,20,27,125,353,319,274,156,36,8,0,1301,0,0,0,5,0,0,3,0,0,6,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,128,395,386,327,215,53,11,0,1556,33,128,400,387,329,215,53,11,0,1560,3,9,18,7,7,5,5,0,0,63,1180,613,1331,1164,855,544,118,14,3,5817
510021269,877,356,954,773,596,361,98,32,4,4049,0,0,0,3,0,0,0,0,0,7,3,5,15,25,34,32,26,4,0,151,3,0,40,19,22,42,38,16,0,185,3,6,27,44,67,30,20,0,0,209,0,0,10,6,12,5,10,0,0,52,20,68,263,201,234,191,69,8,0,1052,0,0,3,4,9,10,9,3,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,82,368,305,391,320,173,26,0,1704,33,82,374,305,390,321,173,26,0,1708,0,11,33,8,11,9,9,3,0,82,908,449,1357,1092,1002,694,276,61,9,5840
510021270,2297,1061,1999,1391,1197,686,193,65,27,8911,3,0,0,6,3,3,0,0,0,16,3,0,21,7,14,15,15,7,0,88,10,4,9,12,16,23,25,3,0,103,10,0,29,22,26,36,24,3,0,150,0,0,8,5,8,28,21,3,0,70,38,70,227,217,216,156,60,14,0,1001,0,0,4,3,0,7,13,3,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,58,84,297,280,288,269,155,29,0,1456,63,84,299,280,292,269,155,29,0,1468,3,15,29,5,14,26,11,0,0,101,2359,1159,2323,1683,1497,980,360,92,27,10475
510031271,1626,734,3241,2873,2254,1252,181,30,4,12195,4,7,30,27,19,14,0,0,0,99,14,31,210,191,231,151,98,19,0,934,18,16,174,144,175,150,76,23,0,788,6,64,437,516,481,292,60,6,0,1867,0,6,74,103,99,65,31,3,0,374,47,346,2367,2179,2019,1224,224,47,0,8461,0,0,15,20,23,14,3,0,0,82,0,4,10,9,12,7,4,3,0,47,0,0,0,8,0,3,8,0,0,20,0,0,0,0,0,0,0,0,0,0,92,459,3292,3167,3047,1909,511,103,0,12572,90,465,3321,3191,3063,1921,511,103,0,12671,16,42,139,115,115,77,16,0,0,523,1731,1248,6703,6186,5429,3253,702,134,5,25391
510031272,4052,1693,3166,2757,1893,1033,261,46,11,14916,6,0,6,4,3,3,0,0,0,21,3,3,23,35,47,34,22,9,0,167,9,6,37,59,78,62,54,10,0,306,9,9,38,60,57,52,14,5,3,241,5,0,11,20,27,23,30,11,0,122,66,115,348,351,371,298,156,49,4,1754,0,0,4,9,7,8,9,0,0,39,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,85,139,467,527,585,476,291,79,4,2650,86,137,471,534,585,475,291,79,4,2671,10,38,53,33,40,37,21,4,0,219,4146,1870,3693,3317,2521,1545,571,127,16,17802
510031273,1136,579,1144,1015,893,441,123,36,8,5373,3,3,10,4,0,0,0,0,0,22,3,0,22,16,10,24,28,3,0,110,3,0,3,22,19,23,39,3,0,112,8,0,31,20,32,33,34,7,0,167,0,0,13,11,14,15,19,7,0,73,40,64,323,274,324,263,188,25,3,1503,0,0,0,5,5,9,9,0,0,34,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,54,72,386,335,406,372,325,47,4,1997,52,71,399,340,407,371,322,47,4,2024,0,8,22,5,14,7,9,3,0,69,1193,659,1562,1361,1312,818,460,79,15,7460
511011274,2320,1351,1237,1309,1631,1360,1075,580,223,11083,6,0,3,8,3,4,0,0,0,20,0,3,8,0,7,12,32,6,3,66,7,4,5,6,16,16,19,0,0,86,0,3,3,3,3,16,20,4,0,46,0,0,0,0,8,11,17,0,0,36,64,92,95,71,79,102,68,18,10,598,0,0,0,0,7,8,22,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,102,113,85,120,158,179,27,12,868,84,102,114,90,119,163,179,25,12,892,5,7,13,12,3,12,6,0,0,57,2404,1463,1364,1414,1760,1531,1255,606,237,12031
511011275,807,304,429,499,491,460,330,120,28,3468,0,0,3,0,3,0,3,0,0,11,0,0,5,0,0,5,3,0,0,17,9,3,0,6,4,3,23,4,0,49,0,0,0,3,6,8,4,3,0,30,0,0,0,0,0,3,4,0,0,12,8,49,73,76,63,74,33,8,3,383,0,0,0,0,7,3,6,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,51,85,84,81,100,78,11,3,511,16,54,86,87,85,100,84,11,3,518,3,3,6,0,0,0,0,0,0,22,823,357,527,584,581,561,413,136,25,4003
511021276,1048,473,605,605,714,652,420,191,62,4761,0,0,12,4,3,4,0,0,0,22,0,4,0,8,13,33,55,7,0,119,0,3,0,3,7,66,90,4,0,178,0,0,8,3,8,27,46,3,0,96,0,0,0,0,0,21,57,7,0,85,31,26,73,55,83,197,406,205,27,1103,0,0,3,0,0,7,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,14,0,0,0,0,0,0,0,0,0,0,37,30,85,73,108,351,669,233,25,1618,37,28,97,78,110,357,672,233,25,1639,0,28,48,7,3,6,7,3,0,103,1086,528,746,688,828,1009,1100,428,94,6503
511021277,826,372,647,604,539,486,378,93,27,3969,0,0,3,0,3,0,0,0,0,17,17,12,13,18,30,107,102,11,0,308,51,4,24,39,40,169,218,34,0,574,3,10,25,8,21,91,116,13,3,295,8,0,4,12,16,70,69,10,0,202,209,96,352,292,387,861,1116,380,53,3743,15,3,9,8,9,22,20,0,0,82,0,0,0,3,4,3,3,0,0,18,0,0,5,0,10,19,19,3,0,47,0,0,0,0,0,0,0,0,0,0,299,123,438,378,505,1342,1667,451,55,5266,299,125,443,383,513,1339,1672,451,55,5281,20,105,128,39,82,45,23,3,0,452,1137,601,1223,1025,1134,1870,2078,555,79,9699
511031278,1506,880,1077,960,959,763,335,104,27,6618,4,0,0,0,0,0,3,0,0,9,6,0,0,0,3,8,14,0,0,34,5,4,3,6,7,14,42,5,0,91,0,0,0,0,0,0,15,3,0,29,0,0,0,0,8,7,21,0,0,37,38,45,51,33,41,47,28,7,0,287,0,0,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,51,60,46,56,77,134,19,0,489,53,51,60,43,56,77,133,20,0,495,0,0,12,3,6,3,5,0,0,29,1561,932,1146,1006,1020,847,478,124,34,7146
511031279,3032,1669,2286,2014,1827,1331,592,284,90,13120,3,5,5,0,3,0,3,0,0,24,0,3,0,7,8,33,10,0,0,73,0,9,11,10,21,23,45,0,0,110,0,8,4,9,5,18,12,3,0,55,3,3,3,0,10,10,20,3,0,45,37,110,204,153,156,145,76,14,9,918,0,0,0,0,6,10,3,0,0,22,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,130,228,182,212,238,163,23,9,1233,43,133,231,184,216,239,169,23,9,1249,5,18,14,17,3,26,11,3,0,94,3083,1821,2532,2215,2049,1593,771,307,97,14471
511031280,2189,1012,1555,1259,1074,767,325,140,23,8360,0,0,4,0,0,3,0,0,0,4,0,0,3,0,0,3,3,0,0,9,0,0,3,0,6,0,9,4,0,24,0,0,0,3,8,6,0,0,0,21,0,3,0,0,0,3,0,0,0,7,23,55,79,35,31,33,12,7,4,281,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,57,88,37,45,55,28,13,4,353,30,57,89,37,45,62,28,13,4,357,5,16,6,9,7,11,4,0,0,61,2219,1081,1653,1308,1126,838,361,149,28,8774
511031281,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7
511031282,918,465,713,565,689,521,292,91,12,4271,0,0,0,0,4,3,3,0,0,11,3,0,16,11,17,28,52,6,0,140,3,4,14,13,7,34,73,5,0,144,0,7,21,12,14,25,25,4,0,108,0,0,15,7,9,37,22,0,0,100,21,96,312,201,262,175,58,6,3,1140,0,0,3,7,8,8,18,0,0,38,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,106,374,249,320,310,249,27,3,1671,29,108,374,244,322,311,257,27,3,1683,0,9,23,3,3,3,0,0,0,48,944,586,1111,816,1017,843,545,121,18,6003
511031283,793,535,979,678,656,436,189,56,11,4320,8,6,10,0,8,0,0,0,0,44,0,4,25,10,15,30,21,0,0,112,0,8,34,20,28,38,20,0,0,139,0,4,32,38,28,12,20,0,0,134,0,8,20,24,15,23,14,0,0,107,24,235,889,750,686,409,71,7,3,3075,0,3,14,11,5,8,0,0,0,42,0,3,8,7,8,5,0,0,0,30,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,264,1025,854,784,522,142,9,3,3639,41,273,1035,853,799,527,142,9,3,3679,0,9,22,18,6,10,4,0,0,61,828,813,2034,1543,1455,969,332,61,16,8061
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,1847,1315,1200,1253,1446,1463,1124,860,396,10910,12,11,3,3,0,5,9,7,0,39,3,3,3,0,4,14,20,4,0,54,0,3,0,3,12,15,25,3,0,60,0,9,3,3,3,13,9,3,0,52,0,0,9,5,3,7,9,0,0,39,60,107,130,86,151,142,76,46,27,823,0,0,0,0,0,3,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,62,123,151,94,169,195,157,60,30,1039,75,136,149,102,170,198,161,67,28,1086,13,19,27,17,34,27,11,4,0,158,1929,1469,1381,1369,1649,1694,1301,928,431,12149
511041286,1735,1092,890,954,1126,821,552,218,45,7439,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,37,32,35,30,23,20,15,16,5,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,37,28,29,24,14,14,5,231,37,35,37,28,28,24,19,14,5,229,0,3,8,3,0,6,0,0,0,22,1776,1126,933,991,1159,856,573,231,53,7693
511041287,1742,878,914,924,1042,751,569,242,60,7125,4,0,3,4,0,0,0,4,0,13,3,0,0,4,0,13,17,0,0,38,0,0,0,0,5,5,7,4,0,28,0,0,0,0,0,7,19,0,0,34,0,0,0,0,0,7,10,0,0,19,56,28,48,31,18,30,35,18,3,267,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,55,36,51,38,29,68,86,28,3,395,62,34,53,35,29,68,86,28,3,405,0,10,8,0,8,6,3,0,0,27,1802,921,977,963,1075,824,658,272,68,7553
511041288,2242,1170,1193,1287,1321,1081,656,317,75,9331,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,5,5,0,0,15,0,0,3,3,0,6,7,0,0,16,0,0,0,3,0,3,0,0,0,10,0,0,4,0,3,4,0,4,0,11,36,61,69,47,53,59,36,11,10,387,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,61,83,51,58,82,49,13,10,456,36,66,83,51,61,84,49,15,10,470,12,9,8,10,10,12,11,4,0,68,2291,1237,1279,1352,1387,1180,714,337,83,9866
511041289,594,262,248,351,429,508,515,247,77,3229,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,6,3,0,15,0,0,0,3,6,11,7,3,0,30,0,0,0,0,0,12,12,7,0,31,0,0,4,0,0,4,3,3,0,10,25,27,60,47,34,68,72,18,6,357,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,57,50,43,101,95,29,6,434,25,26,63,50,45,101,96,36,6,448,3,0,3,0,0,3,0,0,0,12,624,292,317,402,474,615,612,280,83,3693
511041290,430,280,560,442,425,413,224,43,10,2827,0,0,7,0,0,0,0,0,0,17,3,3,15,8,12,9,24,6,0,79,3,7,18,13,7,33,49,0,0,139,0,3,32,14,25,21,12,0,0,113,0,3,4,3,15,9,8,0,0,47,14,159,613,467,555,337,159,34,4,2344,0,0,13,3,3,3,4,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,169,694,512,616,413,260,49,8,2743,20,171,703,516,621,414,257,47,8,2759,0,6,24,5,14,11,4,0,0,67,445,459,1288,958,1060,838,487,95,15,5652
511041291,713,296,457,424,525,633,386,169,53,3646,0,3,4,0,0,3,0,0,4,15,0,0,0,3,5,7,10,0,0,25,0,0,0,0,3,0,8,4,0,15,0,4,11,0,4,9,22,4,0,53,0,0,0,0,0,7,12,0,3,18,11,69,135,131,139,163,90,37,4,778,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,73,149,136,147,184,144,46,7,900,18,72,149,136,146,183,150,46,7,910,0,16,26,3,3,0,0,0,0,52,729,385,633,568,676,820,530,211,62,4608
511041292,1029,416,430,610,884,951,714,320,77,5427,3,4,3,0,3,3,3,0,0,22,11,0,13,10,14,56,65,7,0,173,0,3,3,3,7,31,94,16,0,157,3,3,5,4,3,22,54,6,0,96,5,0,4,3,0,19,38,10,0,79,104,43,123,66,120,226,350,184,25,1248,0,0,0,0,0,16,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,48,146,89,148,369,604,215,26,1772,122,55,151,87,147,376,607,215,31,1791,31,38,20,36,50,16,5,4,0,210,1188,510,606,734,1084,1334,1327,542,106,7427
