SA2_MAINCODE_2016,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_v,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_v,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_v,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_v,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_v,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_v,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_v,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_v,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_v,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_v,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_v,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_v,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_v,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_v,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_v,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_v,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_v,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_v,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_v,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_v,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_v,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_v,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_v,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_v,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_v,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_v,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_v,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_v,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_v,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_v,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_v,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_v,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_v,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_v,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_v,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_v,P_Tot_Tot
507021165,0,287,34,7,328,16,513,51,7,592,8,262,20,15,308,8,333,48,24,415,19,1044,185,45,1294,22,898,151,28,1097,27,944,162,23,1153,52,830,126,18,1029,44,611,105,6,762,40,263,67,3,377,53,63,30,0,146,289,6046,987,176,7501,0,315,23,3,350,12,562,53,12,633,0,300,19,25,351,4,388,78,80,545,7,1193,203,68,1465,25,945,141,14,1118,28,941,126,21,1112,50,945,124,16,1133,41,630,106,9,784,100,269,84,0,456,138,63,61,0,261,400,6549,1013,242,8206,3,604,62,13,677,28,1073,108,15,1227,8,565,45,38,657,8,719,125,103,957,25,2237,389,108,2756,46,1848,290,38,2221,53,1880,285,44,2265,103,1773,251,35,2166,86,1238,207,22,1545,142,531,155,4,835,186,126,92,0,403,688,12597,2003,422,15703
507021166,6,382,26,0,412,21,685,39,5,749,13,324,13,3,359,5,325,23,9,361,12,860,70,9,947,17,834,76,4,937,22,861,85,3,962,45,817,61,5,930,38,513,45,8,609,74,277,31,0,381,42,56,27,0,129,300,5933,488,53,6773,0,392,30,4,425,15,622,36,6,682,7,343,26,4,379,7,337,32,11,391,16,938,80,28,1056,22,900,52,4,981,38,1001,62,4,1100,48,825,57,4,933,56,625,51,7,732,101,353,39,3,498,99,82,43,0,220,396,6422,505,76,7392,3,774,56,8,840,36,1312,75,13,1428,17,673,39,6,730,10,662,55,21,746,32,1799,148,33,2007,33,1739,124,11,1915,51,1858,146,7,2060,88,1645,119,10,1861,101,1134,94,8,1338,179,625,68,5,881,143,136,68,0,348,690,12360,994,126,14166
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,10
507031169,10,728,50,0,791,45,1040,62,0,1145,13,368,22,4,402,8,456,27,3,497,17,1354,66,3,1445,19,1105,64,4,1199,14,611,34,3,658,13,318,19,29,383,17,155,14,22,205,16,46,0,6,64,3,3,0,0,9,173,6187,366,72,6801,9,740,23,0,772,16,959,42,0,1013,7,367,21,3,396,5,471,19,4,505,18,1614,91,14,1734,21,1089,72,0,1184,17,630,22,15,694,23,368,19,50,467,16,155,11,22,207,18,41,3,3,67,10,3,0,0,10,155,6438,337,116,7051,24,1466,75,0,1566,62,1997,102,0,2159,14,734,42,8,799,13,925,49,8,998,34,2967,163,17,3177,39,2196,140,4,2375,24,1245,58,24,1351,38,682,46,81,854,35,319,23,38,419,30,90,4,10,134,12,7,0,0,23,335,12632,699,188,13849
507031170,9,304,41,0,354,29,441,49,0,518,11,199,13,3,227,5,217,18,0,245,15,449,37,0,509,14,428,59,3,503,31,433,39,0,504,34,308,40,3,382,30,181,32,4,249,56,116,18,0,185,22,35,6,0,63,257,3105,357,12,3738,4,250,27,0,280,10,442,49,0,506,9,199,26,0,233,9,263,25,3,301,8,493,47,4,559,16,445,40,3,504,29,402,38,0,470,42,281,32,6,356,31,238,29,0,297,55,165,22,4,243,62,28,8,0,106,286,3209,337,26,3858,12,555,63,0,629,45,886,93,0,1027,21,393,45,3,461,16,486,48,3,544,30,944,88,4,1067,28,881,100,5,1009,59,833,78,0,967,72,589,65,12,737,66,413,65,3,548,114,279,33,3,433,89,65,16,0,167,540,6315,693,36,7588
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,4,0,3,0,0,3,0,7,3,0,7,0,3,0,0,3,0,7,0,0,7,0,3,0,0,3,0,0,0,0,0,0,30,3,0,34,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,3,3,0,9,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,26,3,0,33,0,0,0,0,0,0,3,0,0,3,0,6,0,0,3,0,6,0,0,4,0,10,0,0,9,0,3,0,0,3,0,14,4,0,14,0,11,0,0,11,0,12,0,0,12,0,3,0,0,3,0,0,0,0,0,3,55,5,0,63
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,3,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,7,0,11,0,3,3,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,11,0,27
507031174,8,345,39,0,385,33,622,69,0,721,12,324,31,0,363,8,294,39,0,345,21,639,83,4,744,14,650,72,0,736,36,619,80,0,736,53,471,56,8,580,56,332,48,0,442,49,149,37,3,238,14,20,4,0,44,296,4460,552,18,5323,3,331,38,0,370,18,653,58,0,731,3,289,27,3,329,6,310,38,0,353,11,718,83,3,821,16,657,51,3,732,25,629,73,3,728,42,489,51,14,602,51,343,54,6,448,36,154,28,0,218,35,19,8,0,66,255,4596,520,35,5410,13,674,77,0,761,50,1280,127,0,1453,19,610,62,3,689,17,609,74,0,699,35,1360,164,6,1564,28,1306,125,3,1468,63,1249,148,3,1460,97,956,109,21,1179,107,679,103,6,890,87,301,60,3,456,47,44,16,0,110,551,9061,1071,47,10734
507031261,3,209,16,0,224,5,320,26,0,354,3,153,32,0,190,3,183,171,0,367,5,516,396,5,920,4,322,265,0,588,8,276,113,0,393,8,236,34,5,282,5,127,30,4,161,11,29,3,0,45,3,0,3,0,8,60,2384,1079,19,3537,0,190,18,0,204,7,257,18,0,281,0,135,10,0,153,0,223,5,5,232,3,564,30,4,599,8,317,18,3,340,6,285,7,9,310,6,241,16,14,275,8,118,5,0,129,3,28,0,0,35,5,6,0,0,15,47,2351,135,32,2570,3,398,32,0,431,12,578,45,0,635,9,291,43,0,341,8,408,179,3,595,5,1079,428,7,1520,7,639,282,3,929,17,563,124,7,701,10,482,47,15,555,14,242,35,3,294,18,58,8,0,82,12,7,3,0,20,105,4737,1219,48,6110
507041175,4,258,13,0,274,7,616,20,3,647,6,350,14,6,371,10,340,9,14,370,4,538,35,9,589,3,568,27,10,601,8,647,31,8,692,11,670,29,8,715,21,460,19,4,508,38,233,17,3,290,42,64,18,0,124,145,4737,228,66,5175,5,250,14,5,273,3,619,25,7,655,5,344,14,3,372,0,346,14,7,368,3,563,33,28,623,9,679,20,10,713,4,745,25,15,784,11,749,44,18,819,23,532,15,13,581,46,254,31,8,338,83,82,25,0,190,183,5162,256,109,5717,4,509,20,4,541,17,1235,41,13,1304,10,691,30,7,742,7,682,23,17,733,9,1098,72,36,1210,12,1246,44,15,1318,10,1394,52,22,1474,14,1419,76,29,1533,38,996,39,13,1090,80,486,48,9,626,128,143,43,3,313,331,9897,487,173,10888
507041176,0,74,3,0,75,6,246,8,0,260,0,146,7,0,149,0,135,7,3,145,3,205,3,9,216,0,216,12,3,231,3,220,8,0,234,3,198,9,4,217,7,151,6,3,172,7,69,8,0,87,9,10,4,0,26,52,1666,80,20,1814,0,83,3,3,91,3,209,11,0,219,0,124,9,9,135,0,126,6,3,139,0,192,10,6,210,5,222,12,5,240,3,261,10,3,276,4,222,5,7,245,9,170,9,4,200,27,57,3,0,87,47,18,12,0,73,104,1682,89,41,1920,0,156,12,3,174,8,456,17,0,483,0,267,11,8,288,3,263,17,5,287,3,392,15,12,422,3,436,16,9,471,3,479,21,0,514,10,421,16,13,458,18,320,19,10,368,40,126,14,0,178,62,22,13,0,97,160,3346,171,61,3737
507041177,7,431,23,0,465,36,722,48,6,808,15,340,12,0,371,9,311,10,3,333,10,725,49,12,792,17,797,32,3,844,26,817,45,9,901,19,656,41,6,721,20,490,30,5,544,37,243,29,0,301,27,88,34,0,155,219,5614,353,42,6235,0,353,19,0,377,19,732,25,4,781,0,342,14,11,362,5,354,15,7,383,14,873,51,12,948,13,946,55,3,1026,25,920,55,11,1005,25,783,38,6,854,47,570,34,0,651,53,371,49,0,473,90,133,78,0,303,298,6379,431,54,7158,10,791,43,0,842,54,1456,75,9,1590,22,676,29,9,732,13,665,29,11,715,18,1596,96,23,1739,32,1742,90,6,1872,50,1744,101,18,1904,43,1440,78,14,1576,65,1063,63,6,1191,93,612,78,0,780,118,218,112,0,454,514,11996,788,97,13398
507041178,5,384,10,3,396,32,861,28,11,928,6,471,18,0,498,9,461,31,3,503,6,705,49,12,777,3,807,35,13,863,7,884,41,11,946,11,723,34,17,780,24,568,36,17,649,55,288,13,0,355,69,103,8,0,185,232,6251,316,85,6881,0,335,21,9,365,16,745,26,9,793,5,430,18,6,462,0,421,23,11,455,16,744,45,18,824,14,909,53,23,995,26,1035,47,13,1129,31,867,39,35,970,30,633,39,22,720,85,384,27,3,498,143,175,14,0,335,359,6679,347,146,7537,3,716,30,6,766,42,1602,58,15,1719,16,898,31,7,955,12,880,51,17,955,16,1451,96,32,1599,17,1710,87,40,1859,35,1915,88,32,2076,45,1592,79,47,1754,56,1204,72,34,1371,140,671,42,3,850,215,278,24,0,518,593,12929,664,236,14424
507041179,3,169,4,0,175,9,506,13,4,532,4,252,3,15,267,3,246,0,4,262,8,397,5,8,411,4,385,14,7,413,3,414,13,7,437,8,408,6,8,433,21,422,17,9,468,40,175,6,0,226,48,57,6,0,118,159,3427,94,51,3734,0,169,9,0,175,5,433,10,6,455,3,236,6,12,256,0,218,6,14,232,4,338,8,3,361,7,478,15,6,504,4,488,13,5,507,16,480,17,27,537,22,405,19,12,456,58,223,13,3,299,148,84,11,3,247,277,3551,117,82,4030,3,340,13,0,348,12,943,25,5,986,8,488,8,21,521,3,463,6,13,489,11,736,15,8,775,11,865,28,15,918,7,902,22,9,940,31,889,26,35,972,44,827,37,17,922,106,390,25,4,524,203,140,19,3,365,435,6979,215,131,7764
507041180,11,220,9,0,231,21,656,12,0,692,9,384,8,0,404,4,388,7,3,403,14,562,13,8,595,7,568,15,0,590,11,629,15,5,660,13,825,26,6,872,27,479,7,4,520,22,143,6,0,170,12,40,0,0,53,137,4899,125,35,5192,0,251,3,5,256,12,616,18,3,640,4,366,7,5,373,4,341,9,5,356,7,540,18,3,572,9,629,23,5,667,9,773,17,15,812,20,899,21,7,951,19,429,8,10,470,29,147,9,8,193,43,40,0,0,86,146,5033,137,52,5373,11,464,9,5,487,31,1270,31,3,1334,12,750,14,3,781,5,724,14,7,755,19,1103,33,12,1162,10,1201,40,3,1257,19,1404,33,17,1473,30,1727,49,15,1830,43,910,24,14,987,53,286,14,10,365,56,80,4,0,136,283,9931,260,89,10568
507041181,8,443,25,5,472,30,1077,43,8,1156,9,496,12,3,529,5,399,22,6,434,8,718,41,9,777,10,945,33,10,994,9,1052,38,5,1109,22,792,36,4,857,18,569,29,0,620,52,330,41,3,424,48,119,24,0,200,216,6946,343,55,7558,4,396,14,3,417,27,1064,98,0,1190,10,493,87,6,596,8,433,19,10,467,3,759,35,16,813,9,1103,48,5,1162,8,1203,53,5,1272,13,867,34,10,922,32,621,26,4,682,89,463,60,4,612,140,150,75,4,366,347,7547,545,63,8498,7,832,41,7,891,49,2146,139,8,2342,17,991,100,13,1123,16,835,40,14,897,16,1477,74,26,1590,23,2047,78,19,2157,21,2254,93,6,2378,34,1658,74,9,1777,56,1192,53,3,1307,140,793,97,9,1038,192,268,102,4,570,567,14494,886,111,16060
507041182,3,218,28,0,252,15,476,22,4,522,10,440,14,12,471,5,605,72,39,722,10,823,104,19,950,13,568,43,12,636,11,603,51,10,674,20,754,77,0,853,45,544,82,8,683,52,277,85,0,417,52,78,57,0,187,231,5391,627,114,6366,3,224,27,5,259,3,478,23,4,501,4,461,20,32,514,6,555,21,66,653,14,737,61,25,833,17,627,49,8,701,16,754,40,9,821,22,826,67,15,936,50,558,98,15,730,85,323,139,7,555,93,117,153,0,369,326,5666,700,183,6873,12,446,52,5,509,17,953,43,11,1023,11,901,34,43,990,16,1161,93,114,1377,19,1556,161,42,1783,30,1191,96,24,1337,33,1358,91,12,1494,41,1578,144,18,1782,100,1110,180,20,1411,139,604,227,6,974,140,202,216,0,554,560,11060,1332,293,13238
507041183,0,164,11,0,172,18,332,21,0,373,8,118,10,0,137,4,131,8,0,143,18,317,23,3,360,14,291,15,3,322,15,247,13,0,279,25,150,9,3,186,15,100,5,0,123,21,60,3,0,91,18,26,0,0,45,157,1930,133,11,2222,0,155,8,0,170,6,278,12,0,300,3,124,12,0,134,3,127,10,3,139,0,344,28,11,387,14,339,17,0,372,18,286,28,3,333,13,201,20,3,240,25,143,14,4,186,47,128,13,0,187,82,48,6,0,136,215,2174,171,24,2584,0,318,21,0,345,29,611,37,0,675,13,239,17,0,268,7,250,19,3,284,17,657,52,11,745,24,629,40,3,692,27,539,45,4,610,37,346,31,3,420,44,246,21,4,309,66,191,18,0,275,103,77,11,0,183,365,4100,301,35,4804
507041184,0,120,8,0,129,11,369,5,4,395,3,252,3,3,260,0,279,0,4,289,6,270,12,3,287,3,254,9,3,266,5,327,12,3,347,5,440,8,8,462,12,310,9,5,338,16,99,0,3,118,6,26,4,0,34,75,2744,64,43,2928,0,96,0,0,100,5,347,8,5,370,3,226,0,13,239,3,205,6,10,222,3,270,5,3,285,3,313,14,0,327,7,444,13,10,471,6,483,14,15,515,21,252,12,6,286,24,86,3,0,112,18,25,3,0,44,89,2743,79,56,2974,0,215,8,3,225,18,724,18,11,766,3,473,8,17,497,0,483,10,12,508,8,543,13,9,575,4,565,18,3,597,8,776,21,11,817,12,919,20,21,978,29,559,23,15,626,40,188,3,3,232,27,46,6,0,81,163,5490,142,100,5898
507051185,26,1552,121,0,1700,102,2470,178,7,2765,30,851,72,13,960,22,952,95,6,1074,24,2528,210,9,2779,21,2037,146,3,2210,29,1553,118,11,1709,39,921,85,19,1067,55,597,52,10,712,48,224,25,7,297,13,38,3,0,55,409,13712,1113,83,15319,11,1516,134,0,1655,46,2485,192,11,2733,19,940,66,7,1037,12,1148,113,12,1282,24,3050,261,14,3350,32,2239,162,13,2447,38,1658,127,17,1834,49,1039,78,38,1210,45,701,58,12,817,41,232,25,10,299,34,23,7,0,64,352,15034,1217,138,16735,35,3065,250,0,3357,151,4958,367,25,5501,44,1793,137,23,2000,25,2098,210,17,2355,50,5582,470,23,6127,55,4276,303,20,4654,61,3213,242,20,3542,88,1957,164,58,2277,100,1297,108,19,1529,91,449,48,14,600,45,58,8,0,116,757,28742,2326,224,32046
507051186,6,243,21,0,266,25,473,40,0,539,19,229,16,0,258,10,265,24,0,300,11,499,37,0,549,16,397,26,0,436,23,472,28,3,526,33,453,41,0,526,69,313,39,4,425,57,130,36,0,222,36,41,13,0,89,295,3525,313,12,4144,0,229,11,0,245,10,465,45,0,515,9,261,20,0,289,10,250,32,0,292,16,466,56,3,535,14,453,36,3,511,26,495,44,0,561,54,489,50,4,599,51,329,36,3,424,62,160,26,0,252,72,42,18,0,137,327,3632,374,14,4352,6,470,30,0,513,35,940,84,0,1058,25,486,33,0,543,20,517,53,0,589,20,971,87,4,1078,29,847,66,7,944,47,961,73,3,1084,87,943,91,4,1130,117,647,76,4,850,116,294,60,3,479,107,85,35,0,224,623,7152,687,29,8494
507051187,6,420,39,0,465,67,1085,61,0,1209,23,514,30,5,571,19,385,36,0,436,15,690,40,4,750,9,741,53,0,800,25,852,66,3,945,25,490,38,0,553,44,268,26,5,342,30,130,34,0,191,13,27,32,0,62,262,5604,449,21,6336,6,448,26,0,486,25,1097,67,3,1193,14,490,26,6,534,0,422,28,3,457,12,819,61,6,901,21,950,58,0,1034,39,951,77,3,1067,39,537,42,8,628,30,282,23,6,345,37,135,36,4,209,21,22,68,0,108,253,6149,520,47,6963,16,873,64,0,956,92,2184,123,6,2406,30,1009,57,16,1114,19,806,67,3,894,30,1511,102,8,1653,32,1694,108,0,1837,64,1799,140,10,2014,63,1028,84,8,1175,76,553,52,10,686,67,263,71,4,400,34,50,97,0,171,516,11756,962,64,13302
507051188,8,340,13,0,359,37,619,46,4,697,14,353,61,4,430,10,547,202,6,762,14,983,331,12,1338,23,817,173,11,1033,35,893,147,8,1076,65,863,86,13,1026,86,666,77,10,845,108,395,55,3,560,49,103,25,0,177,452,6575,1201,73,8302,4,307,26,3,341,21,587,33,0,633,9,321,33,4,368,12,430,82,3,525,23,793,118,7,930,26,741,78,9,857,37,918,89,10,1052,75,905,93,12,1086,79,777,78,9,949,153,499,66,0,716,145,123,34,0,302,574,6397,729,60,7755,7,646,45,0,698,53,1204,73,4,1336,21,680,88,7,795,19,974,287,5,1285,38,1768,442,19,2271,55,1563,249,20,1883,75,1810,232,15,2129,140,1765,172,30,2108,171,1447,159,21,1795,260,893,121,5,1276,194,225,65,0,481,1027,12974,1931,128,16059
507051189,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
507051190,6,294,28,0,329,28,631,29,3,690,6,295,13,3,315,8,286,15,4,313,16,538,39,5,592,12,543,41,0,594,23,645,34,4,710,30,660,21,3,709,71,543,32,3,647,68,305,21,0,389,47,84,8,0,145,307,4820,281,27,5437,5,291,19,0,313,15,527,32,0,571,6,259,5,0,279,0,274,13,3,294,10,548,38,3,602,14,638,35,3,691,21,694,26,0,742,38,723,38,3,809,52,578,36,5,671,102,321,37,0,453,134,79,17,0,230,392,4932,302,18,5653,7,589,44,0,639,42,1156,65,4,1266,14,551,23,6,596,8,562,27,3,605,25,1091,71,6,1192,26,1175,75,3,1285,46,1340,66,4,1450,69,1384,63,7,1520,119,1120,70,10,1317,167,627,54,0,845,178,171,26,0,369,700,9753,583,44,11092
507051191,9,778,36,0,827,52,1733,91,4,1882,22,796,48,3,870,10,551,28,0,586,17,1009,55,5,1083,17,1339,73,0,1438,22,1272,72,3,1373,17,557,36,7,614,42,306,14,5,369,21,110,12,5,156,11,18,3,0,32,249,8474,463,45,9229,3,728,35,3,771,25,1695,93,3,1817,8,710,46,9,776,3,523,36,0,566,13,1229,63,9,1316,17,1571,81,0,1666,29,1388,81,3,1501,16,576,27,17,638,39,305,20,8,374,29,127,16,4,180,13,15,3,0,31,201,8873,502,60,9632,20,1502,72,3,1596,75,3427,185,9,3698,31,1509,92,16,1650,14,1068,60,4,1149,35,2239,115,18,2403,35,2912,150,3,3102,56,2665,154,9,2875,37,1136,66,23,1256,76,614,37,14,743,55,244,30,7,334,28,35,3,0,65,450,17344,966,103,18863
507051192,5,402,22,5,436,47,850,52,0,955,14,389,34,0,430,12,361,25,3,406,10,672,36,0,725,20,668,35,3,721,39,743,42,3,831,41,623,54,3,717,40,351,22,3,423,40,155,14,0,211,30,39,9,0,70,302,5251,349,25,5928,3,398,21,0,421,29,792,48,0,867,6,360,21,0,390,9,354,24,0,383,16,739,52,9,813,19,755,52,4,825,31,870,51,0,961,49,619,37,6,718,51,386,25,3,471,47,173,21,3,242,46,46,11,0,102,301,5503,359,30,6191,9,800,48,6,858,79,1644,98,0,1823,17,746,49,0,819,22,715,51,4,788,27,1415,86,9,1538,32,1425,85,4,1551,71,1617,94,4,1789,91,1239,89,7,1433,90,737,50,3,887,84,326,33,5,452,79,82,18,0,175,603,10755,707,48,12119
507051193,0,341,23,0,375,37,609,41,5,692,14,326,28,3,366,14,382,36,0,427,25,590,58,3,671,14,552,48,0,614,35,655,53,3,740,42,500,43,3,586,32,292,26,3,364,38,136,9,0,184,17,22,7,0,51,264,4418,368,23,5070,0,363,25,0,391,21,632,73,0,727,9,329,21,4,358,10,302,21,0,333,15,672,66,4,760,18,606,47,0,681,40,714,59,0,819,45,504,40,0,592,34,341,26,4,406,44,160,24,3,222,15,29,3,0,54,248,4653,412,26,5339,4,707,56,4,761,60,1239,118,5,1418,16,656,49,6,726,17,683,56,0,761,37,1265,122,8,1432,35,1160,93,4,1292,75,1367,107,3,1557,84,1008,82,6,1179,68,632,57,10,770,77,297,31,3,406,39,55,7,0,104,512,9070,774,45,10407
509011225,7,310,13,3,330,41,735,44,3,827,26,409,27,3,461,12,318,24,27,380,28,590,60,34,706,24,630,36,8,697,29,791,66,9,902,48,754,80,14,889,75,631,57,10,769,99,377,38,0,516,128,127,33,0,293,502,5672,477,108,6756,5,326,17,0,346,15,711,39,10,771,10,382,17,0,409,13,300,17,16,349,13,699,43,30,787,20,749,54,21,848,39,886,58,11,1001,53,924,83,24,1084,71,759,61,10,900,154,513,64,0,730,223,187,56,0,470,617,6444,513,127,7691,7,634,28,4,672,54,1445,85,13,1598,34,790,39,4,872,22,623,43,37,727,40,1294,102,65,1494,45,1376,98,31,1545,77,1678,121,23,1898,103,1679,160,38,1975,143,1391,117,16,1664,248,891,105,3,1250,350,312,90,0,757,1118,12112,985,232,14452
